,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Video Release:,Franchise:,Production/Financing Companies:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
132,https://www.the-numbers.com/movie/Bugs-Life-A,"['Kevin Spacey', 'Julia Louis-Dreyfus', 'Hayden Panettiere', 'Phyllis Diller', 'Richard Kind', 'David Hyde Pierce', 'Joe Ranft', 'Denis Leary', 'Jonathan Harris', 'Madeline Kahn', 'Bonnie Hunt', 'Michael McShane', 'John Ratzenberger', 'Brad Garrett', 'Roddy McDowall', 'Edie McClurg', 'Alex Rocco', 'David Ossman', 'Dave Foley']","[['John Lasseter', 'Director'], ['Andrew Stanton', 'Co-Director'], ['Andrew Stanton', 'Screenwriter'], ['Donald McEnery', 'Screenwriter'], ['Bob Shaw', 'Screenwriter'], ['John Lasseter', 'Story Creator'], ['Andrew Stanton', 'Story Creator'], ['Joe Ranft', 'Story Creator'], ['Darla K. Anderson*', 'Producer'], ['Kevin Reher', 'Producer']]","$291,121 (0.2% of total gross)",4.90 (domestic box office/biggest weekend),44.8% (domestic box office/worldwide),"$45,000,000 (worldwide box office is 8.1 times production budget)","1 opening theaters/2,773 max. theaters, 11.3 weeks average run per theater","$314,349,012","November 20th, 1998 (Exclusive) by Walt DisneyNovember 27th, 1998 (Expands Wide) by Walt Disney",G,96 minutes,vs. AntzCreate your own comparison chart…,"Family Movie, Tiny Worlds",Original Screenplay,Adventure,Digital Animation,Kids Fiction,United States,English,"April 20th, 1999 by Walt Disney Home Entertainment",,"Disney-Pixar, Walt Disney Pictures","December 10th, 1998 (Wide), released as A Bug's Life (Australia)
March 7th, 2015 (Limited), released as A Bug's Life (RE: 2015) (Australia)
","$162,798,565","$200,296,754","$363,095,319",,
133,https://www.the-numbers.com/movie/Celebrity,"['Hank Azaria', 'Kenneth Branagh', 'Judy Davis', 'Leonardo DiCaprio', 'Melanie Griffith', 'Famke Janssen', 'Michael Lerner', 'Joe Mantegna', 'Bebe Neuwirth', 'Winona Ryder', 'Charlize Theron']","[['Woody Allen', 'Director'], ['Woody Allen', 'Screenwriter'], ['Jean Doumanian', 'Producer'], ['J.E. Beaucaire', 'Executive Producer'], ['Jack Rollins', 'Co-Executive Producer'], ['Charles H. Joffe', 'Co-Executive Producer'], ['Letty Aronson', 'Co-Executive Producer'], ['Richard Brick', 'Co-Producer'], ['Sven Nykvist', 'Director of Photography'], ['Santo Loquasto', 'Production Designer'], ['Susan E. Morse', 'Supervising Film Editor'], ['Suzy Benzinger', 'Costume Designer'], ['Juliet Taylor', 'Casting'], ['Laura Rosenthal', 'Casting']]","$1,588,013 (31.3% of total gross)",3.20 (domestic box office/biggest weekend),81.9% (domestic box office/worldwide),"$12,000,000 (worldwide box office is 0.5 times production budget)","493 opening theaters/493 max. theaters, 4.3 weeks average run per theater","$9,929,909","November 20th, 1998 (Wide) by Miramax","R for language, sex and some drug use",113 minutes,vs. The Prisoner of ZendaCreate your own comparison chart…,"Comedy Drama, Ensemble, Writing and Writers, Mid-Life Crisis, Relationships Gone Wrong, Divorcée Romance",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,,"Magnolia Pictures, Sweetland Films",,"$5,078,660","$1,121,340","$6,200,000",,
134,https://www.the-numbers.com/movie/Central-do-Brasil,"['Fernanda Montenegro', 'Vinicius De Oliveira']","[['Walter Salles', 'Director'], ['João Emanuel Carneiro', 'Screenwriter'], ['Marcos Bernstein', 'Screenwriter']]","$35,710 (0.6% of total gross)",13.16 (domestic box office/biggest weekend),35.1% (domestic box office/worldwide),"$2,900,000 (worldwide box office is 5.9 times production budget)","2 opening theaters/137 max. theaters, 11.3 weeks average run per theater","$10,880,067","November 20th, 1998 (Wide) by Sony Pictures Classics, released as Central Station",R for language,113 minutes,vs. HollyCreate your own comparison chart…,"Life Drama, Young Child Dealing with the Death of a Parent, Unexpected Families, Human-Trafficking, Road Trip, Set in Brazil, Dysfunctional Family, Addiction",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,,,"May 15th, 1999 (Wide) (Portugal)
","$5,969,553","$11,036,605","$17,006,158",,
135,https://www.the-numbers.com/movie/Enemy-of-the-State,"['Will Smith', 'Gene Hackman']","[['Tony Scott', 'Director'], ['David Marconi', 'Screenwriter'], ['Jerry Bruckheimer', 'Producer'], ['Chad Oman', 'Executive Producer'], ['James W. Skotchdopole', 'Executive Producer'], ['Trevor Rabin', 'Composer'], ['Harry Gregson-Williams', 'Composer']]","$20,038,573 (18.0% of total gross)",5.57 (domestic box office/biggest weekend),44.5% (domestic box office/worldwide),"$85,000,000 (worldwide box office is 2.9 times production budget)","2,393 opening theaters/2,517 max. theaters, 9.3 weeks average run per theater","$215,894,225","November 20th, 1998 (Wide) by Walt Disney",R for language and violence,127 minutes,vs. RedCreate your own comparison chart…,Mafia,Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,"June 15th, 1999",,"Don Simpson, Jerry Bruckheimer, Scott Free Films",,"$111,549,836","$139,100,000","$250,649,836",,
136,https://www.the-numbers.com/movie/Rugrats-Movie-The,[],"[['Mark Mothersbaugh', 'Composer'], ['J. David Stem', 'Screenwriter'], ['Igor Kovalyov', 'Director'], ['Norton Virgien', 'Director']]","$27,321,470 (27.2% of total gross)",3.68 (domestic box office/biggest weekend),71.3% (domestic box office/worldwide),"$28,000,000 (worldwide box office is 5.0 times production budget)","2,782 opening theaters/2,832 max. theaters, 9.6 weeks average run per theater","$194,792,129","November 20th, 1998 (Wide) by Paramount Pictures",G,81 minutes,vs. Rugrats in ParisCreate your own comparison chart…,Family Movie,Based on TV,Adventure,Hand Animation,Kids Fiction,United States,,"March 30th, 1999 by Paramount Home Video",Rugrats Movie,,,"$100,494,685","$40,400,000","$140,894,685",,
137,https://www.the-numbers.com/movie/Waking-Ned-Devine,[],"[['Kirk Jones', 'Director'], ['Kirk Jones', 'Screenwriter']]","$148,971 (0.6% of total gross)",11.20 (domestic box office/biggest weekend),44.9% (domestic box office/worldwide),"$3,000,000 (worldwide box office is 18.4 times production budget)","9 opening theaters/540 max. theaters, 12.0 weeks average run per theater","$45,799,327","November 20th, 1998 (Wide) by 20th Century Fox","PG for nudity, language and thematic elements",,vs. Ira and AbbyCreate your own comparison chart…,"Farcical / Slapstick Comedy, Rags to Riches, Romance, Relationships Gone Wrong, Love Triangle, Lottery, Life in a Small Town",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"France, United Kingdom","English, Gaelic, Latin","June 1st, 1999 by Searchlight Pictures",,"Fox Searchlight Pictures, Tomboy Films, The Gruber Brothers, Mainstream S.A., Bonaparte Films, Canal Plus, Isle of Man Film Comission, Overseas Film Group",,"$24,793,251","$30,400,000","$55,193,251",,
138,https://www.the-numbers.com/movie/Babe-Pig-in-the-City,"['Magda Szubanski', 'James Cromwell', 'Mickey Rooney']","[['George Miller', 'Director']]","$6,162,640 (33.6% of total gross)",2.97 (domestic box office/biggest weekend),26.5% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 0.9 times production budget)","2,384 opening theaters/2,387 max. theaters, 5.4 weeks average run per theater","$35,491,320","November 25th, 1998 (Wide) by Universal",G previously rated PG,96 minutes,vs. HookCreate your own comparison chart…,Talking Animals,Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction,"Australia, United States",English,"May 4th, 1999 by Universal Home Entertainment",Babe,,,"$18,319,860","$50,812,000","$69,131,860",,
139,https://www.the-numbers.com/movie/Home-Fries,[],"[['Dean Parisot', 'Director']]","$3,784,023 (36.0% of total gross)",2.78 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 0.7 times production budget)","1,925 opening theaters/1,925 max. theaters, 3.8 weeks average run per theater","$20,505,000","November 25th, 1998 (Wide) by Warner Bros.",PG-13 for thematic elements and some sexual humor,91 minutes,vs. Nurse BettyCreate your own comparison chart…,,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,United States,English,,,,,"$10,513,979",,,,
140,https://www.the-numbers.com/movie/Jerry-Springer-Ringmaster,[],"[['Neil Abramson', 'Director'], ['Jon Bernstein', 'Screenwriter']]","$3,344,022 (36.1% of total gross)",2.77 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"1,312 opening theaters/1,320 max. theaters, 4.0 weeks average run per theater","$18,025,368","November 25th, 1998 (Wide) by Artisan",R for strong sexual content and language,90 minutes,Create your own comparison chart…,"Black Comedy, TV Industry, Dysfunctional Family, Relationships Gone Wrong",Based on TV,Black Comedy,Live Action,Contemporary Fiction,United States,English,,,,,"$9,257,103",,,,
141,https://www.the-numbers.com/movie/Very-Bad-Things,"['Christian Slater', 'Cameron Diaz']","[['Peter Berg', 'Director'], ['Peter Berg', 'Screenwriter'], ['Michael Schiffer', 'Producer'], ['Cindy Cowan', 'Producer'], ['Diane Nabatoff', 'Producer'], ['Ted Field', 'Executive Producer'], ['Scott Kroopf', 'Executive Producer'], ['Michael Helfant', 'Executive Producer'], ['Christian Slater', 'Executive Producer'], ['Dina Lipton', 'Production Designer'], ['Dan Lebental', 'Editor'], ['Stewart Copeland', 'Composer'], ['David Hennings', 'Director of Photography']]","$3,245,853 (32.6% of total gross)",3.07 (domestic box office/biggest weekend),47.2% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 2.1 times production budget)","1,260 opening theaters/1,260 max. theaters, 3.4 weeks average run per theater","$19,453,440","November 25th, 1998 (Wide) by Polygram","R for strong, grisly violence, sexuality, drug use and language.",111 minutes,vs. FaithfulCreate your own comparison chart…,Film Noir,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,United States,English,"November 4th, 2002 by Universal Home Entertainment",,Interscope Communications,,"$9,949,470","$11,145,504","$21,094,974",,
142,https://www.the-numbers.com/movie/Little-Voice,[],"[['Harvey Weinstein', 'Co-Executive Producer'], ['Bob Weinstein', 'Co-Executive Producer']]","$93,722 (2.0% of total gross)",8.61 (domestic box office/biggest weekend),21.1% (domestic box office/worldwide),"$6,000,000 (worldwide box office is 3.6 times production budget)","6 opening theaters/215 max. theaters, 6.2 weeks average run per theater","$8,426,616","December 4th, 1998 (Wide) by Miramax",R for language and brief nudity,,vs. The Last Five YearsCreate your own comparison chart…,,Based on Play,Musical,Live Action,Contemporary Fiction,United Kingdom,,,,Scala Productions,,"$4,595,000","$17,192,233","$21,787,233",,
143,https://www.the-numbers.com/movie/Psycho,[],"[['Gus Van Sant', 'Director'], ['Joseph Stefano', 'Screenwriter']]","$10,031,850 (46.6% of total gross)",2.15 (domestic box office/biggest weekend),57.9% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 1.9 times production budget)","2,477 opening theaters/2,490 max. theaters, 3.8 weeks average run per theater","$42,027,238","December 4th, 1998 (Wide) by Universal",R for violence and sexuality/nudity,104 minutes,vs. Jaws 3-DCreate your own comparison chart…,"Surprise Twist, Psychological Horror, Remake, Mental Illness, Dysfunctional Family, Serial Killer, White Collar Crime, Fugitive / On the Run, Hallucinations",Remake,Horror,Live Action,Contemporary Fiction,United States,,,,,"November 12th, 2020 (Wide) (Australia)
","$21,541,218","$15,685,000","$37,226,218",,
144,https://www.the-numbers.com/movie/Jack-Frost,"['Kelly Preston', 'Mark Addy', 'Joseph Cross', 'Michael Keaton']","[['Troy Miller', 'Director'], ['Mark Steven Johnson', 'Screenwriter'], ['Steve Bloom', 'Screenwriter'], ['Jonathan Roberts', 'Screenwriter'], ['Jeff Cesario', 'Screenwriter'], ['Mark Canton', 'Producer'], ['Irving Azoff', 'Producer'], ['Matthew Baer', 'Executive Producer'], ['Jeff Berry', 'Executive Producer'], ['Richard Goldsmith', 'Executive Producer'], ['Michael Tadross', 'Executive Producer']]","$7,104,125 (20.5% of total gross)",4.88 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 0.7 times production budget)","2,152 opening theaters/2,152 max. theaters, 6.0 weeks average run per theater","$67,230,295","December 11th, 1998 (Wide) by Warner Bros.",PG for mild language,95 minutes,vs. Gremlins 2: The New BatchCreate your own comparison chart…,"Family Comedy, Supernatural, Dysfunctional Family, Workaholic, Singers, Musicians, Rhythm and Blues, Big Break, Family Vacations, Car Accident, Accidental Death, Young Child Dealing with the Death of a Parent, Possessed, Animated Inanimate Objects, Friendly Ghost",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,"October 28th, 2008 by Warner Home Video",,"Azoff Entertainment, Canton Company",,"$34,645,374",,,,
145,https://www.the-numbers.com/movie/Rushmore,[],"[['Wes Anderson', 'Director'], ['Mark Mothersbaugh', 'Composer']]","$43,666 (0.3% of total gross)",4.57 (domestic box office/biggest weekend),89.6% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 1.9 times production budget)","2 opening theaters/830 max. theaters, 5.7 weeks average run per theater","$30,884,863","December 11th, 1998 (Limited) by Walt Disney",R for language and brief nudity,,vs. The Royal TenenbaumsCreate your own comparison chart…,Boarding School,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,United States,,"June 29th, 1999 by Walt Disney Home Entertainment",,,"May 20th, 1999 (Wide) (New Zealand)
","$17,105,219","$1,975,216","$19,080,435",,
146,https://www.the-numbers.com/movie/Shakespeare-in-Love,"['Geoffrey Rush', 'Colin Firth', 'Ben Affleck', 'Judi Dench', 'Gwyneth Paltrow', 'Joseph Fiennes']","[['John Madden', 'Director'], ['Marc Norman', 'Screenwriter'], ['Tom Stoppard', 'Screenwriter'], ['David Parfitt', 'Producer'], ['Donna Gigliotti', 'Producer'], ['Harvey Weinstein', 'Producer'], ['Edward Zwick', 'Producer'], ['Marc Norman', 'Producer'], ['Bob Weinstein', 'Executive Producer'], ['Julie Goldstein', 'Executive Producer'], ['Mark Cooper', 'Line Producer'], ['Richard Greatrex', 'Cinematographer'], ['Martin Childs', 'Production Designer'], ['David Gamble', 'Editor'], ['Sandy Powell', 'Costume Designer'], ['Stephen Warbeck', 'Composer'], ['Lisa Westcott', 'Make-up and Hair Designer'], ['Michelle Guish', 'Casting Director']]","$224,012 (0.2% of total gross)",11.08 (domestic box office/biggest weekend),35.9% (domestic box office/worldwide),"$26,000,000 (worldwide box office is 10.8 times production budget)","8 opening theaters/2,030 max. theaters, 15.0 weeks average run per theater","$182,509,731","December 11th, 1998 (Wide) by Miramax",R for sexuality,123 minutes,Best Picture Oscar Winnersvs. BraveheartCreate your own comparison chart…,"Romance, Cross-Dressing, Cross-Class Romance, Historical Drama, Writing and Writers, Writer's Block, Oscars Best Picture Winner, 1999 Oscars Best Picture Nominee",Original Screenplay,Romantic Comedy,Live Action,Historical Fiction,United States,English,"April 26th, 2011 by Lionsgate Miramax",,"Miramax Films, Universal Pictures, The Bedford Falls Company",,"$100,317,794","$179,182,206","$279,500,000",,
147,https://www.the-numbers.com/movie/Simple-Plan-A,[],"[['Sam Raimi', 'Director'], ['Scott B. Smith', 'Screenwriter'], ['Danny Elfman', 'Composer']]","$390,563 (2.4% of total gross)",4.77 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$17,000,000 (worldwide box office is 1.0 times production budget)","31 opening theaters/675 max. theaters, 8.6 weeks average run per theater","$29,831,138","December 11th, 1998 (Wide) by Paramount Pictures",R for violence and language,121 minutes,vs. Gone Baby GoneCreate your own comparison chart…,"Film Noir, Found Money, Crime Thriller, FBI, False Identity, Pregnant Women, Death of a Sibling, Faked Accidental Death, Framed, Novel or Other Work Adapted by Author",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,France,,,,,,"$16,316,273",,,,
148,https://www.the-numbers.com/movie/Star-Trek-Insurrection,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton', 'Michael Dorn', 'Gates McFadden', 'Marina Sirtis', 'F. Murray Abraham', 'Donna Murphy', 'Anthony Zerbe']","[['Jonathan Frakes', 'Director'], ['Jerry Goldsmith', 'Composer']]","$22,052,836 (31.4% of total gross)",3.18 (domestic box office/biggest weekend),59.6% (domestic box office/worldwide),"$70,000,000 (worldwide box office is 1.7 times production budget)","2,620 opening theaters/2,677 max. theaters, 7.0 weeks average run per theater","$135,501,339","December 11th, 1998 (Wide) by Paramount Pictures","PG for sci-fi action violence, mild language and sensuality",98 minutes,vs. Star Trek VI: The Undiscovered CountryCreate your own comparison chart…,Visual Effects,Based on TV,Adventure,Live Action,Science Fiction,United States,English,"May 11th, 1999 by Paramount Home Video",Star Trek,,,"$70,187,658","$47,612,342","$117,800,000",,
149,https://www.the-numbers.com/movie/Prince-of-Egypt-The,"['Val Kilmer', 'Ralph Fiennes']","[['Brenda Chapman', 'Director'], ['Steve Hickner', 'Director'], ['Simon Wells', 'Director'], ['Penny Finkelman Cox', 'Producer'], ['Sandra Rabins', 'Producer'], ['Jeffrey Katzenberg', 'Executive Producer'], ['Stephen Schwartz', 'Original Song Score by']]","$14,524,321 (14.3% of total gross)",6.71 (domestic box office/biggest weekend),46.4% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 3.6 times production budget)","3,118 opening theaters/3,218 max. theaters, 8.9 weeks average run per theater","$193,051,792","December 18th, 1998 (Wide) by Dreamworks SKG",PG for intense depiction of thematic elements,98 minutes,vs. AntzCreate your own comparison chart…,Religious,Based on Religious Text,Adventure,Hand Animation,Dramatization,United States,"English, Hebrew","September 14th, 1999 by Paramount Home Video",,"DreamWorks SKG, DreamWorks Animation",,"$101,413,188","$117,200,000","$218,613,188",,
150,https://www.the-numbers.com/movie/Youve-Got-Mail-(1998),"['Parker Posey', 'Jean Stapleton', 'Dave Chappelle*', 'Steve Zahn', 'Greg Kinnear', 'Tom Hanks', 'Meg Ryan']","[['Nora Ephron', 'Director'], ['Nora Ephron', 'Screenwriter'], ['Delia Ephron', 'Screenwriter'], ['Lauren Shuler Donner', 'Producer'], ['Nora Ephron', 'Producer'], ['Delia Ephron', 'Executive Producer'], ['Julie Durk', 'Executive Producer'], ['John Lindley', 'Director of Photography'], ['Dan Davis', 'Production Designer'], ['Richard Marks', 'Editor'], ['George Fenton', 'Composer']]","$18,426,749 (15.9% of total gross)",6.29 (domestic box office/biggest weekend),46.2% (domestic box office/worldwide),"$65,000,000 (worldwide box office is 3.9 times production budget)","2,691 opening theaters/2,961 max. theaters, 8.3 weeks average run per theater","$220,784,063","December 18th, 1998 (Wide) by Warner Bros.",PG for some language.,119 minutes,vs. City of AngelsCreate your own comparison chart…,"Internet, Split Screen, Voiceover/Narration, Corporate Life, Corporate Malfeasance, Romance, Love Triangle, Relationships Gone Wrong, Corporations vs. Mom and Pop Store, Romantic Drama",Based on Play,Drama,Live Action,Contemporary Fiction,United States,English,"May 4th, 1999 by Warner Home Video",,Warner Bros.,"December 26th, 1998 (Wide) (Australia)
","$115,821,495","$134,978,505","$250,800,000",,
151,https://www.the-numbers.com/movie/Thin-Red-Line-The,"['Sean Penn', 'Adrien Brody', 'James Caviezel', 'Ben Chaplin', 'George Clooney', 'John Cusack', 'Woody Harrelson', 'Elias Koteas', 'Nick Nolte', 'John C. Reilly']","[['Terrence Malick', 'Director'], ['Terrence Malick', 'Screenwriter'], ['James Jones', 'Based on the novel by'], ['Robert Michael Geisler', 'Producer'], ['John Raberdeau', 'Producer'], ['Grant Hill', 'Producer'], ['George Stevens, Jr.', 'Executive Producer'], ['John Toll', 'Cinematographer'], ['Jack Fisk', 'Production Designer'], ['Billy Weber', 'Editor'], ['Leslie Jones', 'Editor'], ['Hans Zimmer', 'Composer']]","$223,548 (0.6% of total gross)",3.20 (domestic box office/biggest weekend),37.3% (domestic box office/worldwide),"$52,000,000 (worldwide box office is 1.9 times production budget)","5 opening theaters/1,657 max. theaters, 6.2 weeks average run per theater","$65,862,562","December 23rd, 1998 (Wide) by 20th Century Fox",R for realistic war violence and language,165 minutes,vs. Saving Private RyanCreate your own comparison chart…,"World War II, War, War Drama, 1940s, AWOL, 1999 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,United States,English,"November 2nd, 1999 by Fox Home Entertainment",,Phoenix Pictures,"February 25th, 1999 (Wide) (New Zealand)
","$36,400,491","$61,308,543","$97,709,034",,
152,https://www.the-numbers.com/movie/Civil-Action-A-(1998),"['Robert Duvall', 'James Gandolfini', 'Dan Hedaya', 'John Lithgow', 'William H. Macy', 'Kathleen Quinlan', 'Tony Shalhoub', 'John Travolta']","[['Steven Zaillian', 'Director'], ['Scott Rudin', 'Producer'], ['Robert Redford', 'Producer'], ['Rachel Pfeffer', 'Producer'], ['Steven Zaillian', 'Screenwriter'], ['Steven Zaillian', 'Executive Producer'], ['David Wisnievitz', 'Executive Producer'], ['Conrad L. Hall', 'Cinematographer'], ['David Gropman', 'Production Designer'], ['Wayne Wahrman', 'Editor'], ['Shay Cunliffe*', 'Costume Designer'], ['Danny Elfman', 'Composer']]","$70,079 (0.1% of total gross)",3.74 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 0.9 times production budget)","2 opening theaters/2,069 max. theaters, 6.8 weeks average run per theater","$102,403,261","December 25th, 1998 (Wide) by Walt Disney",PG-13 for some strong language.,120 minutes,vs. Dark WatersCreate your own comparison chart…,"Lawyers, Courtroom Drama",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,English,,,Scott Rudin Productions,,"$56,709,981",,,,
153,https://www.the-numbers.com/movie/Down-in-the-Delta,[],"[['Maya Angelou', 'Director'], ['Myron Goble', 'Screenwriter']]","$1,636,678 (28.9% of total gross)",3.47 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"416 opening theaters/417 max. theaters, 5.2 weeks average run per theater","$10,778,867","December 25th, 1998 (Limited) by Miramax",PG-13 for drug related material,112 minutes,Create your own comparison chart…,"Family Drama, Addiction, Autism, Single Parent, Set in Mississippi, Faulty Memory, Alzheimer, Delayed Adulthood, Posthumous Release",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,,,,"$5,672,903",,,,
154,https://www.the-numbers.com/movie/Faculty-The,"['Shawn Hatosy', 'Famke Janssen', 'Piper Laurie', 'Bebe Neuwirth', 'Robert Patrick', 'Jon Stewart', 'Jordana Brewster', 'Clea DuVall', 'Laura Harris', 'Josh Hartnett', 'Usher', 'Elijah Wood']","[['Robert Rodriguez', 'Director'], ['Kevin Williamson', 'Screenwriter'], ['David Wechter', 'Story by'], ['Bruce Kimmel', 'Story by'], ['Elizabeth Avellan', 'Producer'], ['Robert Rodriguez', 'Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Bob Weinstein', 'Executive Producer'], ['Enrique Chediak', 'Director of Photography'], ['Brian Jennings', 'Visual Effects Supervisor'], ['Cary White', 'Production Designer'], ['Robert Rodriguez', 'Editor'], ['Marco Beltrami', 'Composer'], ['Alex Steyermark', 'Music Supervisor'], ['Michael T. Boyd', 'Costume Designer'], ['Mary Vernieu', 'Casting Director'], ['Anne McCarthy', 'Casting Director']]","$11,633,495 (28.9% of total gross)",3.46 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 2.7 times production budget)","2,365 opening theaters/2,365 max. theaters, 6.7 weeks average run per theater","$76,635,909","December 25th, 1998 (Wide) by Miramax","R for violence/gore, strong language, drug use and some nudity",104 minutes,vs. Urban LegendCreate your own comparison chart…,"Football, New Guy/Girl in School, Narcotics, Scene in End Credits, Surprise Twist, Gratuitous Cameos, Bullies, Unbelieving Police, Alien Invasion, Non-Chronological, Romance, High School Hell, Bodysnatchers, Parasite, Body Horror",Original Screenplay,Horror,Live Action,Science Fiction,United States,English,"June 22nd, 1999 by Arts Alliance America Video",,"Dimension Films, Los Hooligans",,"$40,283,321",,,,
155,https://www.the-numbers.com/movie/Mighty-Joe-Young,[],"[['James Horner', 'Composer']]","$10,602,042 (20.9% of total gross)",4.78 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 0.6 times production budget)","2,502 opening theaters/2,559 max. theaters, 7.2 weeks average run per theater","$95,622,587","December 25th, 1998 (Wide) by Walt Disney",PG for some menacing action violence and mild language,,vs. Star Trek: InsurrectionCreate your own comparison chart…,Animal Lead,Remake,Adventure,Live Action,Science Fiction,United States,,,,,,"$50,632,037",,,,
156,https://www.the-numbers.com/movie/Patch-Adams,[],"[['Tom Shadyac', 'Director']]","$25,262,280 (18.7% of total gross)",5.34 (domestic box office/biggest weekend),66.8% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 4.0 times production budget)","2,712 opening theaters/2,915 max. theaters, 9.7 weeks average run per theater","$253,549,134","December 25th, 1998 (Wide) by Universal",PG-13 for some strong language and crude humor,115 minutes,vs. Pearl HarborCreate your own comparison chart…,Doctors,Based on Real Life Events,Comedy,Live Action,Contemporary Fiction,United States,English,"June 11th, 2002 by Universal Home Entertainment",,"Universal Pictures, Blue Wolf, Farrell    , Minoff, Bungalow 78","March 19th, 1999 (Wide) (New Zealand)
September 8th, 2022 (Limited) (New Zealand)
","$135,014,968","$67,158,032","$202,173,000",,
157,https://www.the-numbers.com/movie/Stepmom-(1998),"['Ed Harris', 'Jena Malone', 'Julia Roberts', 'Susan Sarandon']","[['Chris Columbus', 'Director'], ['Wendy Finerman', 'Producer'], ['Michael Barnathan', 'Producer'], ['Mark Radcliffe', 'Producer'], ['Gigi Levangie', 'Screenwriter'], ['Jessie Nelson', 'Screenwriter'], ['Steven Rogers', 'Screenwriter'], ['Karen Leigh Hopkins', 'Screenwriter'], ['Gigi Levangie', 'Story Creator'], ['Patrick McCormick', 'Executive Producer'], ['Margaret French Isaac', 'Executive Producer'], ['Julia Roberts', 'Executive Producer'], ['Susan Sarandon', 'Executive Producer'], ['Pliny Porter', 'Executive Producer'], ['John Williams', 'Composer']]","$19,142,440 (21.0% of total gross)",4.76 (domestic box office/biggest weekend),57.1% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 3.2 times production budget)","2,358 opening theaters/2,749 max. theaters, 7.9 weeks average run per theater","$172,038,269","December 25th, 1998 (Wide) by Sony/TriStar",PG-13 for language and thematic elements.,120 minutes,vs. Bicentennial ManCreate your own comparison chart…,Comedy Drama,Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,"April 27th, 1999 by Sony Pictures Home Entertainment",,"Columbia Pictures, 1492 Pictures",,"$91,137,662","$68,607,617","$159,745,279",,
158,https://www.the-numbers.com/movie/Affliction,"['Nick Nolte', 'James Coburn', 'Sissy Spacek', 'Willem Dafoe']","[['Paul Schrader', 'Director'], ['Paul Schrader', 'Screenwriter'], ['Michael Brook', 'Composer']]","$63,979 (1.0% of total gross)",5.69 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"3 opening theaters/335 max. theaters, 6.8 weeks average run per theater","$13,037,180","December 30th, 1998 (Limited) by Lionsgate",R for violence and language,114 minutes,vs. Le Violon rougeCreate your own comparison chart…,"Dysfunctional Family, Crime Drama, Adult Child Dealing with the Death of a Parent, Addiction, Familial Murder, Faked Accidental Death, Hunting Accident",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,,,,,,"$6,330,054",,,,
