,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,5/22/1997,$0,0,1,1,$0,,https://www.the-numbers.com/movie/Romy-and-Micheles-High-School-Reunion,https://www.the-numbers.com/movie/Romy-and-Micheles-High-School-Reunion/Australia#tab=box-office,$0,
0,Australia,5/22/1997,$0,0,1,1,$0,,https://www.the-numbers.com/movie/Romy-and-Micheles-High-School-Reunion,https://www.the-numbers.com/movie/Romy-and-Micheles-High-School-Reunion/Australia#tab=box-office,$0,
0,Australia,6/23/2017,"$3,734",1,48,77,"$112,959",10/20/2022,https://www.the-numbers.com/movie/Fifth-Element-The,https://www.the-numbers.com/movie/Fifth-Element-The/Australia#tab=box-office,"$200,321,958",10/20/2022
1,New Zealand,6/16/2017,"$5,812",2,2,6,"$8,477",9/12/2022,https://www.the-numbers.com/movie/Fifth-Element-The,https://www.the-numbers.com/movie/Fifth-Element-The/New-Zealand#tab=box-office,"$200,321,958",10/20/2022
2,Rest of World,,,,,,"$200,200,522",,https://www.the-numbers.com/movie/Fifth-Element-The,,"$200,321,958",10/20/2022
0,Australia,6/23/2017,"$3,734",1,48,77,"$112,959",10/20/2022,https://www.the-numbers.com/movie/Fifth-Element-The,https://www.the-numbers.com/movie/Fifth-Element-The/Australia#tab=box-office,"$200,321,958",10/20/2022
1,New Zealand,6/16/2017,"$5,812",2,2,6,"$8,477",9/12/2022,https://www.the-numbers.com/movie/Fifth-Element-The,https://www.the-numbers.com/movie/Fifth-Element-The/New-Zealand#tab=box-office,"$200,321,958",10/20/2022
2,Rest of World,,,,,,"$200,200,522",,https://www.the-numbers.com/movie/Fifth-Element-The,,"$200,321,958",10/20/2022
0,Australia,7/7/1997,$0,0,52,55,"$25,015",5/22/2023,https://www.the-numbers.com/movie/Con-Air,https://www.the-numbers.com/movie/Con-Air/Australia#tab=box-office,"$123,000,000",5/22/2023
1,New Zealand,6/12/1997,$0,0,18,19,"$1,737",11/14/2022,https://www.the-numbers.com/movie/Con-Air,https://www.the-numbers.com/movie/Con-Air/New-Zealand#tab=box-office,"$123,000,000",5/22/2023
2,Rest of World,,,,,,"$122,973,248",,https://www.the-numbers.com/movie/Con-Air,,"$123,000,000",5/22/2023
0,Australia,7/7/1997,$0,0,52,55,"$25,015",5/22/2023,https://www.the-numbers.com/movie/Con-Air,https://www.the-numbers.com/movie/Con-Air/Australia#tab=box-office,"$123,000,000",5/22/2023
1,New Zealand,6/12/1997,$0,0,18,19,"$1,737",11/14/2022,https://www.the-numbers.com/movie/Con-Air,https://www.the-numbers.com/movie/Con-Air/New-Zealand#tab=box-office,"$123,000,000",5/22/2023
2,Rest of World,,,,,,"$122,973,248",,https://www.the-numbers.com/movie/Con-Air,,"$123,000,000",5/22/2023
0,Australia,6/27/1997,$0,0,28,30,"$4,125,190",5/10/2021,https://www.the-numbers.com/movie/Batman-and-Robin,https://www.the-numbers.com/movie/Batman-and-Robin/Australia#tab=box-office,"$130,992,619",5/10/2021
1,United Kingdom,5/17/2019,$196,2,2,2,$196,5/24/2019,https://www.the-numbers.com/movie/Batman-and-Robin,https://www.the-numbers.com/movie/Batman-and-Robin/United-Kingdom#tab=box-office,"$130,992,619",5/10/2021
2,Rest of World,,,,,,"$126,867,233",,https://www.the-numbers.com/movie/Batman-and-Robin,,"$130,992,619",5/10/2021
0,Australia,6/27/1997,$0,0,28,30,"$4,125,190",5/10/2021,https://www.the-numbers.com/movie/Batman-and-Robin,https://www.the-numbers.com/movie/Batman-and-Robin/Australia#tab=box-office,"$130,992,619",5/10/2021
1,United Kingdom,5/17/2019,$196,2,2,2,$196,5/24/2019,https://www.the-numbers.com/movie/Batman-and-Robin,https://www.the-numbers.com/movie/Batman-and-Robin/United-Kingdom#tab=box-office,"$130,992,619",5/10/2021
2,Rest of World,,,,,,"$126,867,233",,https://www.the-numbers.com/movie/Batman-and-Robin,,"$130,992,619",5/10/2021
0,Australia,11/19/2020,$457,1,1,1,$0,11/25/2020,https://www.the-numbers.com/movie/My-Best-Friends-Wedding,https://www.the-numbers.com/movie/My-Best-Friends-Wedding/Australia#tab=box-office,"$172,110,266",7/28/2021
1,South Korea,12/13/1997,$0,0,50,55,"$10,522",7/28/2021,https://www.the-numbers.com/movie/My-Best-Friends-Wedding,https://www.the-numbers.com/movie/My-Best-Friends-Wedding/South-Korea#tab=box-office,"$172,110,266",7/28/2021
2,Rest of World,,,,,,"$172,099,744",,https://www.the-numbers.com/movie/My-Best-Friends-Wedding,,"$172,110,266",7/28/2021
0,Australia,11/19/2020,$457,1,1,1,$0,11/25/2020,https://www.the-numbers.com/movie/My-Best-Friends-Wedding,https://www.the-numbers.com/movie/My-Best-Friends-Wedding/Australia#tab=box-office,"$172,110,266",7/28/2021
1,South Korea,12/13/1997,$0,0,50,55,"$10,522",7/28/2021,https://www.the-numbers.com/movie/My-Best-Friends-Wedding,https://www.the-numbers.com/movie/My-Best-Friends-Wedding/South-Korea#tab=box-office,"$172,110,266",7/28/2021
2,Rest of World,,,,,,"$172,099,744",,https://www.the-numbers.com/movie/My-Best-Friends-Wedding,,"$172,110,266",7/28/2021
0,New Zealand,8/14/1997,$0,0,2,5,$620,10/20/2022,https://www.the-numbers.com/movie/Face-Off,https://www.the-numbers.com/movie/Face-Off/New-Zealand#tab=box-office,"$128,923,838",10/20/2022
1,Rest of World,,,,,,"$128,923,218",,https://www.the-numbers.com/movie/Face-Off,,"$128,923,838",10/20/2022
0,New Zealand,8/14/1997,$0,0,2,5,$620,10/20/2022,https://www.the-numbers.com/movie/Face-Off,https://www.the-numbers.com/movie/Face-Off/New-Zealand#tab=box-office,"$128,923,838",10/20/2022
1,Rest of World,,,,,,"$128,923,218",,https://www.the-numbers.com/movie/Face-Off,,"$128,923,838",10/20/2022
0,Australia,9/11/1997,$0,0,1,1,$304,12/29/2020,https://www.the-numbers.com/movie/Men-in-Black,https://www.the-numbers.com/movie/Men-in-Black/Australia#tab=box-office,"$337,100,000",12/29/2020
1,Rest of World,,,,,,"$337,099,696",,https://www.the-numbers.com/movie/Men-in-Black,,"$337,100,000",12/29/2020
0,Australia,9/11/1997,$0,0,1,1,$304,12/29/2020,https://www.the-numbers.com/movie/Men-in-Black,https://www.the-numbers.com/movie/Men-in-Black/Australia#tab=box-office,"$337,100,000",12/29/2020
1,Rest of World,,,,,,"$337,099,696",,https://www.the-numbers.com/movie/Men-in-Black,,"$337,100,000",12/29/2020
0,Australia,12/3/2020,$177,1,1,3,$587,5/29/2021,https://www.the-numbers.com/movie/Event-Horizon,https://www.the-numbers.com/movie/Event-Horizon/Australia#tab=box-office,$712,10/19/2022
1,New Zealand,10/8/2010,$0,0,1,1,$125,10/19/2022,https://www.the-numbers.com/movie/Event-Horizon,https://www.the-numbers.com/movie/Event-Horizon/New-Zealand#tab=box-office,$712,10/19/2022
0,Australia,12/3/2020,$177,1,1,3,$587,5/29/2021,https://www.the-numbers.com/movie/Event-Horizon,https://www.the-numbers.com/movie/Event-Horizon/Australia#tab=box-office,$712,10/19/2022
1,New Zealand,10/8/2010,$0,0,1,1,$125,10/19/2022,https://www.the-numbers.com/movie/Event-Horizon,https://www.the-numbers.com/movie/Event-Horizon/New-Zealand#tab=box-office,$712,10/19/2022
0,New Zealand,10/15/2020,$313,1,1,1,$313,10/19/2020,https://www.the-numbers.com/movie/Mimic,https://www.the-numbers.com/movie/Mimic/New-Zealand#tab=box-office,$313,10/19/2020
0,New Zealand,10/15/2020,$313,1,1,1,$313,10/19/2020,https://www.the-numbers.com/movie/Mimic,https://www.the-numbers.com/movie/Mimic/New-Zealand#tab=box-office,$313,10/19/2020
0,New Zealand,11/10/2022,$203,1,1,1,$203,11/14/2022,https://www.the-numbers.com/movie/Game-The-(1997),https://www.the-numbers.com/movie/Game-The-(1997)/New-Zealand#tab=box-office,"$32,104,389",11/14/2022
1,Rest of World,,,,,,"$32,104,186",,https://www.the-numbers.com/movie/Game-The-(1997),,"$32,104,389",11/14/2022
0,New Zealand,11/10/2022,$203,1,1,1,$203,11/14/2022,https://www.the-numbers.com/movie/Game-The-(1997),https://www.the-numbers.com/movie/Game-The-(1997)/New-Zealand#tab=box-office,"$32,104,389",11/14/2022
1,Rest of World,,,,,,"$32,104,186",,https://www.the-numbers.com/movie/Game-The-(1997),,"$32,104,389",11/14/2022
0,South Korea,4/28/2022,"$4,002",22,22,33,"$9,594",5/11/2022,https://www.the-numbers.com/movie/Boogie-Nights,https://www.the-numbers.com/movie/Boogie-Nights/South-Korea#tab=box-office,"$16,700,954",5/11/2022
1,Rest of World,,,,,,"$16,691,360",,https://www.the-numbers.com/movie/Boogie-Nights,,"$16,700,954",5/11/2022
0,South Korea,4/28/2022,"$4,002",22,22,33,"$9,594",5/11/2022,https://www.the-numbers.com/movie/Boogie-Nights,https://www.the-numbers.com/movie/Boogie-Nights/South-Korea#tab=box-office,"$16,700,954",5/11/2022
1,Rest of World,,,,,,"$16,691,360",,https://www.the-numbers.com/movie/Boogie-Nights,,"$16,700,954",5/11/2022
0,Canada,10/10/1997,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Sweet-Hereafter-The,https://www.the-numbers.com/movie/Sweet-Hereafter-The/Canada-(Movie-Territory)#tab=box-office,"$3,644,550",
