,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,3/30/1984,$0,0,40,49,"$7,954",4/2/2021,https://www.the-numbers.com/movie/Footloose-(1984),https://www.the-numbers.com/movie/Footloose-(1984)/Australia#tab=box-office,"$8,943",10/20/2022
1,New Zealand,7/15/2021,$989,1,1,1,$989,10/20/2022,https://www.the-numbers.com/movie/Footloose-(1984),https://www.the-numbers.com/movie/Footloose-(1984)/New-Zealand#tab=box-office,"$8,943",10/20/2022
0,Australia,3/30/1984,$0,0,40,49,"$7,954",4/2/2021,https://www.the-numbers.com/movie/Footloose-(1984),https://www.the-numbers.com/movie/Footloose-(1984)/Australia#tab=box-office,"$8,943",10/20/2022
1,New Zealand,7/15/2021,$989,1,1,1,$989,10/20/2022,https://www.the-numbers.com/movie/Footloose-(1984),https://www.the-numbers.com/movie/Footloose-(1984)/New-Zealand#tab=box-office,"$8,943",10/20/2022
0,South Korea,10/27/2021,$360,1,1,1,"$1,133",11/3/2021,https://www.the-numbers.com/movie/Where-the-Boys-Are-84,https://www.the-numbers.com/movie/Where-the-Boys-Are-84/South-Korea#tab=box-office,"$1,133",11/3/2021
0,South Korea,10/27/2021,$360,1,1,1,"$1,133",11/3/2021,https://www.the-numbers.com/movie/Where-the-Boys-Are-84,https://www.the-numbers.com/movie/Where-the-Boys-Are-84/South-Korea#tab=box-office,"$1,133",11/3/2021
0,Australia,11/12/2020,"$1,905",1,1,1,$0,11/20/2020,https://www.the-numbers.com/movie/Friday-the-13th-Part-IV-The-Final-Chapter,https://www.the-numbers.com/movie/Friday-the-13th-Part-IV-The-Final-Chapter/Australia#tab=box-office,$0,11/20/2020
0,Australia,11/12/2020,"$1,905",1,1,1,$0,11/20/2020,https://www.the-numbers.com/movie/Friday-the-13th-Part-IV-The-Final-Chapter,https://www.the-numbers.com/movie/Friday-the-13th-Part-IV-The-Final-Chapter/Australia#tab=box-office,$0,11/20/2020
0,Australia,7/19/1984,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Temple-of-Doom,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Temple-of-Doom/Australia#tab=box-office,"$153,200,000",10/19/2022
1,New Zealand,2/4/2021,"$3,552",9,13,31,"$7,003",10/19/2022,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Temple-of-Doom,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Temple-of-Doom/New-Zealand#tab=box-office,"$153,200,000",10/19/2022
2,Rest of World,,,,,,"$153,192,997",,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Temple-of-Doom,,"$153,200,000",10/19/2022
0,Australia,7/19/1984,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Temple-of-Doom,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Temple-of-Doom/Australia#tab=box-office,"$153,200,000",10/19/2022
