,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Canada,1/21/2001,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Rivieres-Pourpres-Les,https://www.the-numbers.com/movie/Rivieres-Pourpres-Les/Canada-(Movie-Territory)#tab=box-office,"$59,500,000",
0,Canada,1/21/2001,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Rivieres-Pourpres-Les,https://www.the-numbers.com/movie/Rivieres-Pourpres-Les/Canada-(Movie-Territory)#tab=box-office,"$59,500,000",
0,Belgium,7/8/2015,"$49,677",19,0,0,"$49,677",7/15/2015,https://www.the-numbers.com/movie/Amy-(2001),https://www.the-numbers.com/movie/Amy-(2001)/Belgium#tab=box-office,"$6,475,545",7/15/2015
0,Belgium,7/8/2015,"$49,677",19,0,0,"$49,677",7/15/2015,https://www.the-numbers.com/movie/Amy-(2001),https://www.the-numbers.com/movie/Amy-(2001)/Belgium#tab=box-office,"$6,475,545",7/15/2015
0,Australia,11/1/2001,$0,0,2,86,"$1,047,017",8/15/2016,https://www.the-numbers.com/movie/Shackletons-Antarctic-Adventure,https://www.the-numbers.com/movie/Shackletons-Antarctic-Adventure/Australia#tab=box-office,"$4,113,837",8/15/2016
1,Rest of World,,,,,,"$3,066,820",,https://www.the-numbers.com/movie/Shackletons-Antarctic-Adventure,,"$4,113,837",8/15/2016
0,Australia,11/1/2001,$0,0,2,86,"$1,047,017",8/15/2016,https://www.the-numbers.com/movie/Shackletons-Antarctic-Adventure,https://www.the-numbers.com/movie/Shackletons-Antarctic-Adventure/Australia#tab=box-office,"$4,113,837",8/15/2016
1,Rest of World,,,,,,"$3,066,820",,https://www.the-numbers.com/movie/Shackletons-Antarctic-Adventure,,"$4,113,837",8/15/2016
0,United Kingdom,7/13/2001,$0,0,313,"1,022","$1,352,916",4/9/2020,https://www.the-numbers.com/movie/Recess-Schools-Out,https://www.the-numbers.com/movie/Recess-Schools-Out/United-Kingdom#tab=box-office,"$7,754,709",4/9/2020
1,Rest of World,,,,,,"$6,401,793",,https://www.the-numbers.com/movie/Recess-Schools-Out,,"$7,754,709",4/9/2020
0,United Kingdom,7/13/2001,$0,0,313,"1,022","$1,352,916",4/9/2020,https://www.the-numbers.com/movie/Recess-Schools-Out,https://www.the-numbers.com/movie/Recess-Schools-Out/United-Kingdom#tab=box-office,"$7,754,709",4/9/2020
1,Rest of World,,,,,,"$6,401,793",,https://www.the-numbers.com/movie/Recess-Schools-Out,,"$7,754,709",4/9/2020
0,Australia,9/13/2001,$0,0,3,115,"$357,649",9/25/2020,https://www.the-numbers.com/movie/Haunted-Castle,https://www.the-numbers.com/movie/Haunted-Castle/Australia#tab=box-office,"$19,211,870",9/25/2020
1,Rest of World,,,,,,"$18,854,221",,https://www.the-numbers.com/movie/Haunted-Castle,,"$19,211,870",9/25/2020
0,Australia,9/13/2001,$0,0,3,115,"$357,649",9/25/2020,https://www.the-numbers.com/movie/Haunted-Castle,https://www.the-numbers.com/movie/Haunted-Castle/Australia#tab=box-office,"$19,211,870",9/25/2020
1,Rest of World,,,,,,"$18,854,221",,https://www.the-numbers.com/movie/Haunted-Castle,,"$19,211,870",9/25/2020
0,Australia,4/24/2001,"$916,676",254,254,507,"$2,357,752",4/1/2020,https://www.the-numbers.com/movie/Mexican-The,https://www.the-numbers.com/movie/Mexican-The/Australia#tab=box-office,"$78,429,635",4/1/2020
1,Rest of World,,,,,,"$76,071,883",,https://www.the-numbers.com/movie/Mexican-The,,"$78,429,635",4/1/2020
0,Australia,4/24/2001,"$916,676",254,254,507,"$2,357,752",4/1/2020,https://www.the-numbers.com/movie/Mexican-The,https://www.the-numbers.com/movie/Mexican-The/Australia#tab=box-office,"$78,429,635",4/1/2020
1,Rest of World,,,,,,"$76,071,883",,https://www.the-numbers.com/movie/Mexican-The,,"$78,429,635",4/1/2020
0,Australia,4/12/2001,"$230,419",47,47,47,"$230,419",4/1/2020,https://www.the-numbers.com/movie/Memento,https://www.the-numbers.com/movie/Memento/Australia#tab=box-office,"$14,174,564",2/5/2021
1,South Korea,8/24/2001,$0,0,139,628,"$323,982",2/5/2021,https://www.the-numbers.com/movie/Memento,https://www.the-numbers.com/movie/Memento/South-Korea#tab=box-office,"$14,174,564",2/5/2021
2,Rest of World,,,,,,"$13,620,163",,https://www.the-numbers.com/movie/Memento,,"$14,174,564",2/5/2021
0,Australia,4/12/2001,"$230,419",47,47,47,"$230,419",4/1/2020,https://www.the-numbers.com/movie/Memento,https://www.the-numbers.com/movie/Memento/Australia#tab=box-office,"$14,174,564",2/5/2021
1,South Korea,8/24/2001,$0,0,139,628,"$323,982",2/5/2021,https://www.the-numbers.com/movie/Memento,https://www.the-numbers.com/movie/Memento/South-Korea#tab=box-office,"$14,174,564",2/5/2021
2,Rest of World,,,,,,"$13,620,163",,https://www.the-numbers.com/movie/Memento,,"$14,174,564",2/5/2021
0,United Kingdom,8/24/2001,"$1,085,722",292,296,588,"$2,846,409",4/9/2020,https://www.the-numbers.com/movie/Heartbreakers,https://www.the-numbers.com/movie/Heartbreakers/United-Kingdom#tab=box-office,"$17,419,801",4/9/2020
1,Rest of World,,,,,,"$14,573,392",,https://www.the-numbers.com/movie/Heartbreakers,,"$17,419,801",4/9/2020
0,United Kingdom,8/24/2001,"$1,085,722",292,296,588,"$2,846,409",4/9/2020,https://www.the-numbers.com/movie/Heartbreakers,https://www.the-numbers.com/movie/Heartbreakers/United-Kingdom#tab=box-office,"$17,419,801",4/9/2020
1,Rest of World,,,,,,"$14,573,392",,https://www.the-numbers.com/movie/Heartbreakers,,"$17,419,801",4/9/2020
0,Australia,4/5/2001,"$14,524",7,7,7,"$14,524",4/1/2020,https://www.the-numbers.com/movie/Amores-Perros,https://www.the-numbers.com/movie/Amores-Perros/Australia#tab=box-office,"$15,500,000",4/1/2020
1,Rest of World,,,,,,"$15,485,476",,https://www.the-numbers.com/movie/Amores-Perros,,"$15,500,000",4/1/2020
0,Australia,4/5/2001,"$14,524",7,7,7,"$14,524",4/1/2020,https://www.the-numbers.com/movie/Amores-Perros,https://www.the-numbers.com/movie/Amores-Perros/Australia#tab=box-office,"$15,500,000",4/1/2020
1,Rest of World,,,,,,"$15,485,476",,https://www.the-numbers.com/movie/Amores-Perros,,"$15,500,000",4/1/2020
0,United Kingdom,5/25/2001,$0,0,75,75,"$4,245,227",4/8/2020,https://www.the-numbers.com/movie/Blow,https://www.the-numbers.com/movie/Blow/United-Kingdom#tab=box-office,"$30,291,521",4/8/2020
1,Rest of World,,,,,,"$26,046,294",,https://www.the-numbers.com/movie/Blow,,"$30,291,521",4/8/2020
0,United Kingdom,5/25/2001,$0,0,75,75,"$4,245,227",4/8/2020,https://www.the-numbers.com/movie/Blow,https://www.the-numbers.com/movie/Blow/United-Kingdom#tab=box-office,"$30,291,521",4/8/2020
1,Rest of World,,,,,,"$26,046,294",,https://www.the-numbers.com/movie/Blow,,"$30,291,521",4/8/2020
0,United Kingdom,7/13/2001,$0,0,168,168,"$713,823",4/8/2020,https://www.the-numbers.com/movie/Pokemon-3-The-Movie,https://www.the-numbers.com/movie/Pokemon-3-The-Movie/United-Kingdom#tab=box-office,"$51,400,000",4/8/2020
1,Rest of World,,,,,,"$50,686,177",,https://www.the-numbers.com/movie/Pokemon-3-The-Movie,,"$51,400,000",4/8/2020
0,United Kingdom,7/13/2001,$0,0,168,168,"$713,823",4/8/2020,https://www.the-numbers.com/movie/Pokemon-3-The-Movie,https://www.the-numbers.com/movie/Pokemon-3-The-Movie/United-Kingdom#tab=box-office,"$51,400,000",4/8/2020
1,Rest of World,,,,,,"$50,686,177",,https://www.the-numbers.com/movie/Pokemon-3-The-Movie,,"$51,400,000",4/8/2020
0,Australia,6/14/2001,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Josie-and-the-Pussycats,https://www.the-numbers.com/movie/Josie-and-the-Pussycats/Australia#tab=box-office,"$54,393",4/9/2020
1,United Kingdom,8/24/2001,"$54,393",120,120,120,"$54,393",4/9/2020,https://www.the-numbers.com/movie/Josie-and-the-Pussycats,https://www.the-numbers.com/movie/Josie-and-the-Pussycats/United-Kingdom#tab=box-office,"$54,393",4/9/2020
0,Australia,6/14/2001,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Josie-and-the-Pussycats,https://www.the-numbers.com/movie/Josie-and-the-Pussycats/Australia#tab=box-office,"$54,393",4/9/2020
1,United Kingdom,8/24/2001,"$54,393",120,120,120,"$54,393",4/9/2020,https://www.the-numbers.com/movie/Josie-and-the-Pussycats,https://www.the-numbers.com/movie/Josie-and-the-Pussycats/United-Kingdom#tab=box-office,"$54,393",4/9/2020
0,Australia,7/26/2001,$0,0,1,1,$0,,https://www.the-numbers.com/movie/Bridget-Joness-Diary,https://www.the-numbers.com/movie/Bridget-Joness-Diary/Australia#tab=box-office,"$201,941,186",4/26/2023
1,South Korea,9/1/2001,$0,0,69,274,"$64,009",6/11/2021,https://www.the-numbers.com/movie/Bridget-Joness-Diary,https://www.the-numbers.com/movie/Bridget-Joness-Diary/South-Korea#tab=box-office,"$201,941,186",4/26/2023
2,United Kingdom,4/13/2001,$0,0,129,368,"$52,225,014",4/26/2023,https://www.the-numbers.com/movie/Bridget-Joness-Diary,https://www.the-numbers.com/movie/Bridget-Joness-Diary/United-Kingdom#tab=box-office,"$201,941,186",4/26/2023
3,Rest of World,,,,,,"$149,652,163",,https://www.the-numbers.com/movie/Bridget-Joness-Diary,,"$201,941,186",4/26/2023
0,Australia,7/26/2001,$0,0,1,1,$0,,https://www.the-numbers.com/movie/Bridget-Joness-Diary,https://www.the-numbers.com/movie/Bridget-Joness-Diary/Australia#tab=box-office,"$201,941,186",4/26/2023
1,South Korea,9/1/2001,$0,0,69,274,"$64,009",6/11/2021,https://www.the-numbers.com/movie/Bridget-Joness-Diary,https://www.the-numbers.com/movie/Bridget-Joness-Diary/South-Korea#tab=box-office,"$201,941,186",4/26/2023
2,United Kingdom,4/13/2001,$0,0,129,368,"$52,225,014",4/26/2023,https://www.the-numbers.com/movie/Bridget-Joness-Diary,https://www.the-numbers.com/movie/Bridget-Joness-Diary/United-Kingdom#tab=box-office,"$201,941,186",4/26/2023
3,Rest of World,,,,,,"$149,652,163",,https://www.the-numbers.com/movie/Bridget-Joness-Diary,,"$201,941,186",4/26/2023
0,United Kingdom,8/24/2001,"$512,122",219,219,438,"$1,341,415",4/9/2020,https://www.the-numbers.com/movie/Crocodile-Dundee-in-Los-Angeles,https://www.the-numbers.com/movie/Crocodile-Dundee-in-Los-Angeles/United-Kingdom#tab=box-office,"$13,802,992",4/9/2020
1,Rest of World,,,,,,"$12,461,577",,https://www.the-numbers.com/movie/Crocodile-Dundee-in-Los-Angeles,,"$13,802,992",4/9/2020
0,United Kingdom,8/24/2001,"$512,122",219,219,438,"$1,341,415",4/9/2020,https://www.the-numbers.com/movie/Crocodile-Dundee-in-Los-Angeles,https://www.the-numbers.com/movie/Crocodile-Dundee-in-Los-Angeles/United-Kingdom#tab=box-office,"$13,802,992",4/9/2020
1,Rest of World,,,,,,"$12,461,577",,https://www.the-numbers.com/movie/Crocodile-Dundee-in-Los-Angeles,,"$13,802,992",4/9/2020
0,United Kingdom,8/31/2001,"$2,435,090",377,377,377,"$2,435,090",4/9/2020,https://www.the-numbers.com/movie/Knights-Tale-A,https://www.the-numbers.com/movie/Knights-Tale-A/United-Kingdom#tab=box-office,"$44,538,620",4/9/2020
1,Rest of World,,,,,,"$42,103,530",,https://www.the-numbers.com/movie/Knights-Tale-A,,"$44,538,620",4/9/2020
0,United Kingdom,8/31/2001,"$2,435,090",377,377,377,"$2,435,090",4/9/2020,https://www.the-numbers.com/movie/Knights-Tale-A,https://www.the-numbers.com/movie/Knights-Tale-A/United-Kingdom#tab=box-office,"$44,538,620",4/9/2020
1,Rest of World,,,,,,"$42,103,530",,https://www.the-numbers.com/movie/Knights-Tale-A,,"$44,538,620",4/9/2020
0,United Kingdom,8/31/2001,"$235,995",191,191,191,"$235,995",4/9/2020,https://www.the-numbers.com/movie/Angel-Eyes,https://www.the-numbers.com/movie/Angel-Eyes/United-Kingdom#tab=box-office,"$5,500,000",4/9/2020
1,Rest of World,,,,,,"$5,264,005",,https://www.the-numbers.com/movie/Angel-Eyes,,"$5,500,000",4/9/2020
0,United Kingdom,8/31/2001,"$235,995",191,191,191,"$235,995",4/9/2020,https://www.the-numbers.com/movie/Angel-Eyes,https://www.the-numbers.com/movie/Angel-Eyes/United-Kingdom#tab=box-office,"$5,500,000",4/9/2020
1,Rest of World,,,,,,"$5,264,005",,https://www.the-numbers.com/movie/Angel-Eyes,,"$5,500,000",4/9/2020
0,Australia,5/25/2001,$0,0,51,83,"$3,878,504",4/9/2021,https://www.the-numbers.com/movie/Moulin-Rouge,https://www.the-numbers.com/movie/Moulin-Rouge/Australia#tab=box-office,"$121,813,167",6/12/2023
1,New Zealand,5/31/2001,$0,0,33,65,"$1,910,192",6/12/2023,https://www.the-numbers.com/movie/Moulin-Rouge,https://www.the-numbers.com/movie/Moulin-Rouge/New-Zealand#tab=box-office,"$121,813,167",6/12/2023
2,South Korea,10/26/2001,$0,0,2,3,"$123,042",9/18/2018,https://www.the-numbers.com/movie/Moulin-Rouge,https://www.the-numbers.com/movie/Moulin-Rouge/South-Korea#tab=box-office,"$121,813,167",6/12/2023
3,Spain,12/11/2020,$0,0,2,2,"$6,604",2/18/2021,https://www.the-numbers.com/movie/Moulin-Rouge,https://www.the-numbers.com/movie/Moulin-Rouge/Spain#tab=box-office,"$121,813,167",6/12/2023
4,United Kingdom,2/17/2017,"$467,792",0,317,331,"$5,712,517",9/17/2018,https://www.the-numbers.com/movie/Moulin-Rouge,https://www.the-numbers.com/movie/Moulin-Rouge/United-Kingdom#tab=box-office,"$121,813,167",6/12/2023
5,Rest of World,,,,,,"$110,182,308",,https://www.the-numbers.com/movie/Moulin-Rouge,,"$121,813,167",6/12/2023
