,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,New Zealand,10/27/2022,$141,1,1,1,$141,10/31/2022,https://www.the-numbers.com/movie/Funhouse-The,https://www.the-numbers.com/movie/Funhouse-The/New-Zealand#tab=box-office,$141,10/31/2022
0,New Zealand,10/27/2022,$141,1,1,1,$141,10/31/2022,https://www.the-numbers.com/movie/Funhouse-The,https://www.the-numbers.com/movie/Funhouse-The/New-Zealand#tab=box-office,$141,10/31/2022
0,Australia,9/17/1981,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Thief,https://www.the-numbers.com/movie/Thief/Australia#tab=box-office,"$1,338",7/25/2022
1,New Zealand,1/27/2021,$0,0,2,6,"$1,338",7/25/2022,https://www.the-numbers.com/movie/Thief,https://www.the-numbers.com/movie/Thief/New-Zealand#tab=box-office,"$1,338",7/25/2022
0,Australia,9/17/1981,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Thief,https://www.the-numbers.com/movie/Thief/Australia#tab=box-office,"$1,338",7/25/2022
1,New Zealand,1/27/2021,$0,0,2,6,"$1,338",7/25/2022,https://www.the-numbers.com/movie/Thief,https://www.the-numbers.com/movie/Thief/New-Zealand#tab=box-office,"$1,338",7/25/2022
0,New Zealand,10/6/2022,$0,0,2,2,$130,10/31/2022,https://www.the-numbers.com/movie/Howling-The,https://www.the-numbers.com/movie/Howling-The/New-Zealand#tab=box-office,$130,10/31/2022
0,New Zealand,10/6/2022,$0,0,2,2,$130,10/31/2022,https://www.the-numbers.com/movie/Howling-The,https://www.the-numbers.com/movie/Howling-The/New-Zealand#tab=box-office,$130,10/31/2022
0,Australia,8/14/1981,$0,0,182,183,$0,,https://www.the-numbers.com/movie/Raiders-of-the-Lost-Ark,https://www.the-numbers.com/movie/Raiders-of-the-Lost-Ark/Australia#tab=box-office,"$141,765,835",10/19/2022
1,New Zealand,1/28/2021,"$4,980",9,14,33,"$11,665",10/19/2022,https://www.the-numbers.com/movie/Raiders-of-the-Lost-Ark,https://www.the-numbers.com/movie/Raiders-of-the-Lost-Ark/New-Zealand#tab=box-office,"$141,765,835",10/19/2022
2,Rest of World,,,,,,"$141,754,170",,https://www.the-numbers.com/movie/Raiders-of-the-Lost-Ark,,"$141,765,835",10/19/2022
0,Australia,8/14/1981,$0,0,182,183,$0,,https://www.the-numbers.com/movie/Raiders-of-the-Lost-Ark,https://www.the-numbers.com/movie/Raiders-of-the-Lost-Ark/Australia#tab=box-office,"$141,765,835",10/19/2022
1,New Zealand,1/28/2021,"$4,980",9,14,33,"$11,665",10/19/2022,https://www.the-numbers.com/movie/Raiders-of-the-Lost-Ark,https://www.the-numbers.com/movie/Raiders-of-the-Lost-Ark/New-Zealand#tab=box-office,"$141,765,835",10/19/2022
2,Rest of World,,,,,,"$141,754,170",,https://www.the-numbers.com/movie/Raiders-of-the-Lost-Ark,,"$141,765,835",10/19/2022
0,Australia,9/24/2020,$428,2,27,29,"$2,493",10/20/2020,https://www.the-numbers.com/movie/For-Your-Eyes-Only,https://www.the-numbers.com/movie/For-Your-Eyes-Only/Australia#tab=box-office,"$140,500,000",8/17/2022
1,New Zealand,10/22/2020,$419,10,10,10,$419,10/27/2020,https://www.the-numbers.com/movie/For-Your-Eyes-Only,https://www.the-numbers.com/movie/For-Your-Eyes-Only/New-Zealand#tab=box-office,"$140,500,000",8/17/2022
2,United Kingdom,7/1/2022,"$9,194",104,104,105,"$24,316",8/17/2022,https://www.the-numbers.com/movie/For-Your-Eyes-Only,https://www.the-numbers.com/movie/For-Your-Eyes-Only/United-Kingdom#tab=box-office,"$140,500,000",8/17/2022
3,Rest of World,,,,,,"$140,472,772",,https://www.the-numbers.com/movie/For-Your-Eyes-Only,,"$140,500,000",8/17/2022
0,Australia,9/24/2020,$428,2,27,29,"$2,493",10/20/2020,https://www.the-numbers.com/movie/For-Your-Eyes-Only,https://www.the-numbers.com/movie/For-Your-Eyes-Only/Australia#tab=box-office,"$140,500,000",8/17/2022
1,New Zealand,10/22/2020,$419,10,10,10,$419,10/27/2020,https://www.the-numbers.com/movie/For-Your-Eyes-Only,https://www.the-numbers.com/movie/For-Your-Eyes-Only/New-Zealand#tab=box-office,"$140,500,000",8/17/2022
2,United Kingdom,7/1/2022,"$9,194",104,104,105,"$24,316",8/17/2022,https://www.the-numbers.com/movie/For-Your-Eyes-Only,https://www.the-numbers.com/movie/For-Your-Eyes-Only/United-Kingdom#tab=box-office,"$140,500,000",8/17/2022
3,Rest of World,,,,,,"$140,472,772",,https://www.the-numbers.com/movie/For-Your-Eyes-Only,,"$140,500,000",8/17/2022
0,Australia,11/23/2018,"$1,225",1,1,1,"$1,225",11/29/2018,https://www.the-numbers.com/movie/Escape-from-New-York-(1981),https://www.the-numbers.com/movie/Escape-from-New-York-(1981)/Australia#tab=box-office,"$31,285",5/15/2023
1,Germany,11/1/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Escape-from-New-York-(1981),https://www.the-numbers.com/movie/Escape-from-New-York-(1981)/Germany#tab=box-office,"$31,285",5/15/2023
2,New Zealand,4/29/2021,$0,0,1,2,"$1,370",5/15/2023,https://www.the-numbers.com/movie/Escape-from-New-York-(1981),https://www.the-numbers.com/movie/Escape-from-New-York-(1981)/New-Zealand#tab=box-office,"$31,285",5/15/2023
3,Russia (CIS),8/26/2021,$0,0,25,34,"$28,690",10/20/2022,https://www.the-numbers.com/movie/Escape-from-New-York-(1981),https://www.the-numbers.com/movie/Escape-from-New-York-(1981)/Russia-(CIS)#tab=box-office,"$31,285",5/15/2023
4,United Kingdom,11/22/2018,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Escape-from-New-York-(1981),https://www.the-numbers.com/movie/Escape-from-New-York-(1981)/United-Kingdom#tab=box-office,"$31,285",5/15/2023
0,Australia,11/23/2018,"$1,225",1,1,1,"$1,225",11/29/2018,https://www.the-numbers.com/movie/Escape-from-New-York-(1981),https://www.the-numbers.com/movie/Escape-from-New-York-(1981)/Australia#tab=box-office,"$31,285",5/15/2023
1,Germany,11/1/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Escape-from-New-York-(1981),https://www.the-numbers.com/movie/Escape-from-New-York-(1981)/Germany#tab=box-office,"$31,285",5/15/2023
2,New Zealand,4/29/2021,$0,0,1,2,"$1,370",5/15/2023,https://www.the-numbers.com/movie/Escape-from-New-York-(1981),https://www.the-numbers.com/movie/Escape-from-New-York-(1981)/New-Zealand#tab=box-office,"$31,285",5/15/2023
3,Russia (CIS),8/26/2021,$0,0,25,34,"$28,690",10/20/2022,https://www.the-numbers.com/movie/Escape-from-New-York-(1981),https://www.the-numbers.com/movie/Escape-from-New-York-(1981)/Russia-(CIS)#tab=box-office,"$31,285",5/15/2023
4,United Kingdom,11/22/2018,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Escape-from-New-York-(1981),https://www.the-numbers.com/movie/Escape-from-New-York-(1981)/United-Kingdom#tab=box-office,"$31,285",5/15/2023
0,New Zealand,8/5/2021,$754,2,2,2,$754,8/10/2021,https://www.the-numbers.com/movie/Blow-Out,https://www.the-numbers.com/movie/Blow-Out/New-Zealand#tab=box-office,$754,8/10/2021
0,New Zealand,8/5/2021,$754,2,2,2,$754,8/10/2021,https://www.the-numbers.com/movie/Blow-Out,https://www.the-numbers.com/movie/Blow-Out/New-Zealand#tab=box-office,$754,8/10/2021
0,Australia,8/13/1981,$0,0,3,3,$0,,https://www.the-numbers.com/movie/Gallipoli,https://www.the-numbers.com/movie/Gallipoli/Australia#tab=box-office,$0,
0,Australia,8/13/1981,$0,0,3,3,$0,,https://www.the-numbers.com/movie/Gallipoli,https://www.the-numbers.com/movie/Gallipoli/Australia#tab=box-office,$0,
