,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Franchise:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Total Est. Domestic Video Sales,Est. Domestic Blu-ray Sales
63,https://www.the-numbers.com/movie/American-Dreamz,[],"[['Paul Weitz', 'Director'], ['Paul Weitz', 'Screenwriter'], ['Paul Weitz', 'Producer'], ['Chris Weitz', 'Producer'], ['Chris Weitz', 'Executive Producer'], ['Kerry Kohansky-Roberts', 'Executive Producer']]","$3,667,420 (50.1% of total gross)",1.99 (domestic box office/biggest weekend),44.3% (domestic box office/worldwide),"$17,000,000 (worldwide box office is 1.0 times production budget)","1,500 opening theaters/1,500 max. theaters, 2.4 weeks average run per theater","$11,668,940","April 21st, 2006 (Wide) by Universal",,PG-13 for brief strong language and some sexual references.,107 minutes,,vs. Nurse BettyCreate your own comparison chart…,"Political, Reality TV, Terrorism, Hitmen, Musicians",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,,United States,English,,"$7,314,027","$9,196,944","$16,510,971",,,
64,https://www.the-numbers.com/movie/Sentinel-The,[],"[['Christophe Beck', 'Composer']]","$14,367,854 (39.6% of total gross)",2.53 (domestic box office/biggest weekend),46.5% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 1.3 times production budget)","2,822 opening theaters/2,851 max. theaters, 3.9 weeks average run per theater","$50,792,969","April 21st, 2006 (Wide) by 20th Century Fox","August 29th, 2006 by Fox Home Entertainment, released as Sentinel, The",PG-13 for some intense action violence and a scene of sensuality,,,vs. Big Momma's House 2Create your own comparison chart…,"Hitmen, Political Thriller, Political, Conspiracy Theory, Secret Service Agent, Infidelity, Relationships Gone Wrong, KGB, Drug Cartels, Blackmail, Redemption, RCMP / Mounties",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"20th Century Fox, Regency Enterprises, Further Films, New Regency",United States,,,"$36,280,697","$41,800,000","$78,080,697","$18,111,047","$18,111,047",
65,https://www.the-numbers.com/movie/Silent-Hill-(2006),[],"[['Christophe Gans', 'Director']]","$20,152,598 (42.9% of total gross)",2.33 (domestic box office/biggest weekend),49.6% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 1.9 times production budget)","2,926 opening theaters/2,932 max. theaters, 4.1 weeks average run per theater","$65,775,676","April 21st, 2006 (Wide) by Sony Pictures","August 22nd, 2006 by Sony Pictures Home Entertainment","R for strong horror violence and gore, disturbing images, and some language.",125 minutes,Silent Hill,vs. The Ring TwoCreate your own comparison chart…,"Demons, Monster, Psychological Horror",Based on Game,Horror,Live Action,Contemporary Fiction,,"France, Japan, United States",,,"$46,982,632","$47,721,595","$94,704,227","$23,663,845","$23,663,845",
66,https://www.the-numbers.com/movie/Akeelah-and-the-Bee,"['Curtis Armstrong', 'Laurence Fishburne', 'Angela Bassett', 'Keke Palmer']","[['Doug Atchison', 'Director'], ['Doug Atchison', 'Screenwriter'], ['Aaron Zigman', 'Composer']]","$6,011,585 (31.9% of total gross)",3.14 (domestic box office/biggest weekend),99.4% (domestic box office/worldwide),"$8,000,000 (worldwide box office is 2.4 times production budget)","2,195 opening theaters/2,195 max. theaters, 3.7 weeks average run per theater","$26,387,794","April 28th, 2006 (Wide) by Lionsgate","August 29th, 2006 by Lionsgate Home Entertainment",PG for some language.,112 minutes,,vs. You Got ServedCreate your own comparison chart…,"Inspirational Teacher, Child Prodigy, Female empowerment, Family Drama, Single Parent, Young Child Dealing with the Death of a Parent, Death of a Spouse or Fiancée / Fiancé, Dysfunctional Family, African Americans",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,,"$18,848,430","$110,994","$18,959,424","$26,903,875","$26,903,875",
67,https://www.the-numbers.com/movie/Lost-City-The,[],"[['Andy Garcia', 'Director'], ['Deborah L. Scott', 'Costume Designer']]","$191,560 (7.7% of total gross)",11.84 (domestic box office/biggest weekend),47.3% (domestic box office/worldwide),"$9,600,000 (worldwide box office is 0.5 times production budget)","18 opening theaters/56 max. theaters, 10.9 weeks average run per theater","$3,477,860","April 28th, 2006 (Exclusive) by Magnolia Pictures",,R for violence,,,vs. Precious (Based on the Novel Push by Sapphire)Create your own comparison chart…,,Original Screenplay,Drama,Live Action,Historical Fiction,,United States,English,,"$2,484,186","$2,772,653","$5,256,839",,,
68,https://www.the-numbers.com/movie/R-V,"['Jeff Daniels', 'Cheryl Hines', 'Kristin Chenoweth', 'Robin Williams']","[['Barry Sonnenfeld', 'Director'], ['Lucy Fisher', 'Producer'], ['Douglas Wick', 'Producer'], ['Geoff Rodkey', 'Screenwriter'], ['Bobby Cohen', 'Executive Producer'], ['Ryan Kavanaugh', 'Executive Producer'], ['Graham Place', 'Co-Producer'], ['Fred Murphy', 'Director of Photography'], ['Michael Bolton', 'Production Designer'], ['Kevin Tent', 'Editor'], ['Mary E. Vogt*', 'Costume Designer'], ['James Newton Howard', 'Composer'], ['Randall Poster', 'Music Supervisor']]","$16,414,767 (22.9% of total gross)",4.37 (domestic box office/biggest weekend),82.0% (domestic box office/worldwide),"$55,000,000 (worldwide box office is 1.6 times production budget)","3,639 opening theaters/3,651 max. theaters, 6.5 weeks average run per theater","$100,414,288","April 28th, 2006 (Wide) by Sony Pictures","August 15th, 2006 by Sony Pictures Home Entertainment","PG for crude humor, innuendo and language",98 minutes,,vs. Spy!Create your own comparison chart…,"Family Vacations, Dysfunctional Family, Road Trip",Original Screenplay,Adventure,Live Action,Contemporary Fiction,"Columbia Pictures, Relativity Media, Red Wagon Entertainment, Intermedia Film, IMF",United States,English,,"$71,724,497","$15,748,527","$87,473,024","$32,377,420","$32,377,420",
69,https://www.the-numbers.com/movie/Stick-It,[],"[['Jessica Bendinger', 'Director'], ['Jessica Bendinger', 'Screenwriter']]","$10,803,610 (40.1% of total gross)",2.49 (domestic box office/biggest weekend),88.5% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 1.5 times production budget)","2,038 opening theaters/2,044 max. theaters, 4.3 weeks average run per theater","$37,675,028","April 28th, 2006 (Wide) by Walt Disney","September 19th, 2006 by Walt Disney Home Entertainment",PG-13 for some crude remarks,103 minutes,,vs. Bring it OnCreate your own comparison chart…,"F-Rated, F-Rated, Triple, Gymnastics, Comedy Drama, Inspirational Sports, Inspirational Coach, Retirement, Out of Retirement, Juvenile Delinquent, Dysfunctional Family, Infidelity",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,"$26,910,736","$3,488,978","$30,399,714","$27,962,461","$27,962,461",
70,https://www.the-numbers.com/movie/United-93,['J.J. Johnson'],"[['Paul Greengrass', 'Director'], ['Paul Greengrass', 'Screenwriter'], ['Tim Bevan', 'Producer'], ['Eric Fellner', 'Producer'], ['Lloyd Levin', 'Producer'], ['Paul Greengrass', 'Producer'], ['Debra Hayward', 'Executive Producer'], ['Liza Chasin', 'Executive Producer'], ['Dominic Watkins', 'Production Designer'], ['Clare Douglas', 'Editor'], ['Christopher Rouse', 'Editor'], ['Richard Pearson', 'Editor'], ['John Powell', 'Composer'], ['Barry Ackroyd', 'Director of Photography']]","$11,478,360 (36.4% of total gross)",2.75 (domestic box office/biggest weekend),40.7% (domestic box office/worldwide),"$18,000,000 (worldwide box office is 4.3 times production budget)","1,795 opening theaters/1,871 max. theaters, 4.8 weeks average run per theater","$44,193,981","April 28th, 2006 (Wide) by Universal","September 5th, 2006 by Warner Home Video",R for language and some intense sequences of terror and violence,111 minutes,,vs. The Fifth EstateCreate your own comparison chart…,"Terrorism, In a Plane, 9/11, Historical Drama",Based on Real Life Events,Drama,Live Action,Dramatization,"Universal Pictures, StudioCanal, Working Title Films",United States,English,,"$31,567,134","$46,067,901","$77,635,035","$18,489,162","$18,489,162",
71,https://www.the-numbers.com/movie/Water,"['Sarala Kariyawasam', 'Seema Biswas', 'Lisa Ray']","[['Deepa Mehta', 'Director'], ['Anurag Kashyap', 'Screenwriter'], ['Mychael Danna', 'Composer']]","$56,280 (1.0% of total gross)",18.04 (domestic box office/biggest weekend),48.8% (domestic box office/worldwide),"$3,000,000 (worldwide box office is 3.8 times production budget)","5 opening theaters/91 max. theaters, 10.0 weeks average run per theater","$7,740,800","April 28th, 2006 (Limited) by Fox Searchlight",,"PG-13 for mature thematic material involving sexual situations, and for brief drug use",114 minutes,Fire Earth Water,vs. Girl RisingCreate your own comparison chart…,"Prostitution, Cross-Class Romance, Historical Drama, 1930s, Set in India, Child Prostitution, Suicide, Romance, Relationships Gone Wrong",Original Screenplay,Drama,Live Action,Historical Fiction,,"Canada, India","English, Hindi",,"$5,529,144","$5,793,429","$11,322,573",,,
72,https://www.the-numbers.com/movie/Cars,"['Owen Wilson', 'Paul Newman', 'Bonnie Hunt', 'Larry the Cable Guy*', 'Cheech Marin', 'Tony Shalhoub', 'Guido Quaroni', 'Jenifer Lewis', 'Paul Dooley', 'Michael Wallis', 'George Carlin', 'Katherine Helmond', 'John Ratzenberger', 'Joe Ranft', 'Michael Keaton', 'Richard Petty']","[['John Lasseter', 'Director'], ['Joe Ranft', 'Co-Director'], ['Darla K. Anderson*', 'Producer'], ['Thomas Porter', 'Associate Producer'], ['Randy Newman', 'Composer'], ['John Lasseter', 'Story Creator'], ['Joe Ranft', 'Story Creator'], ['Jorgen Klubien', 'Story Creator'], ['Dan Fogelman', 'Screenwriter'], ['Joe Ranft', 'Screenwriter'], ['Kiel Murray', 'Screenwriter'], ['Phil Lorin', 'Screenwriter'], ['Ken Schretzmann', 'Editor'], ['Eben Ostby', 'Supervising Technical Director'], ['William Cone', 'Production Designer'], ['Bob Pauley', 'Production Designer'], ['Scott Clark', 'Supervising Animator'], ['John Lasseter', 'Screenwriter'], ['Doug Sweetland', 'Supervising Animator'], ['Jeremy Lasky', 'Director of Photography'], ['Jean-Claude Kalache', 'Lighting'], ['Tia W. Kratter', 'Shading Art Direction'], ['Tim Milliron', 'Character Supervisor']]","$60,119,509 (24.6% of total gross)",4.06 (domestic box office/biggest weekend),52.9% (domestic box office/worldwide),"$70,000,000 (worldwide box office is 6.6 times production budget)","3,985 opening theaters/3,988 max. theaters, 7.7 weeks average run per theater","$341,716,171","June 9th, 2006 (Wide) by Walt Disney","November 7th, 2006 by Walt Disney Home Entertainment",G,116 minutes,Cars,"Blockbusters, 2006vs. Cars 2Create your own comparison chart…","Culture Clash, Auto Racing, Family Movie",Original Screenplay,Adventure,Digital Animation,Kids Fiction,Disney-Pixar,United States,English,"May 1st, 2006 (Wide) (Australia)
July 28th, 2006 (Wide) (United Kingdom)
March 16th, 2015 (Limited), released as Cars (RE: 2015) (Australia)
","$244,082,982","$217,547,576","$461,630,558","$299,227,946","$314,232,537","$15,004,591"
73,https://www.the-numbers.com/movie/Chinjeolhan-geumjassi,[],"[['Park Chan-wook', 'Director'], ['Cho Young-uk', 'Composer'], ['Chung Seo-kyung', 'Screenwriter'], ['Park Chan-wook', 'Screenwriter']]","$9,850 (4.7% of total gross)",8.34 (domestic box office/biggest weekend),0.9% (domestic box office/worldwide),"$4,500,000 (worldwide box office is 5.2 times production budget)","2 opening theaters/15 max. theaters, 6.7 weeks average run per theater","$296,329","May 4th, 2006 (Limited) by Tartan Films, released as Sympathy for Lady Vengeance","September 26th, 2006 by Tartan Video, released as Lady Vengeance",Not Rated,,Vengeance Trilogy,vs. BrotherCreate your own comparison chart…,Film Noir,Original Screenplay,Thriller/Suspense,Live Action,,,Republic of Korea,"English, Japanese, Korean",,"$211,667","$23,260,204","$23,471,871",,,
74,https://www.the-numbers.com/movie/American-Haunting-An,"[""James D'Arcy"", 'Sissy Spacek', 'Donald Sutherland', 'Rachel Hurd-Wood']","[['Courtney Solomon', 'Director'], ['Courtney Solomon', 'Screenwriter'], ['Brent Monahan', 'Story Based on the Book “The Bell Witch: An American Haunting” by'], ['Courtney Solomon', 'Producer'], ['Christopher Milburn', 'Producer'], ['Andre Rouleau', 'Producer'], ['Allan Zeman', 'Executive Producer'], ['Robbie Little', 'Executive Producer'], ['Lawerence Myers', 'Executive Producer'], ['Maxime Remillard', 'Executive Producer'], ['Nelson Leong', 'Executive Producer'], ['Simon Franks', 'Executive Producer'], ['Zygi Kamasa', 'Executive Producer'], ['Richard Comeau', 'Editor'], ['Justin Burnett', 'Composer'], ['Adrian Biddle', 'Director of Photography']]","$5,783,508 (35.5% of total gross)",2.82 (domestic box office/biggest weekend),53.5% (domestic box office/worldwide),"$14,000,000 (worldwide box office is 2.2 times production budget)","1,680 opening theaters/1,703 max. theaters, 3.8 weeks average run per theater","$26,002,223","May 5th, 2006 (Wide) by Freestyle Releasing","October 24th, 2006 by Lionsgate Home Entertainment, released as American Haunting, An",PG-13 for intense terror sequences and thematic materials,83 minutes,,vs. The Texas Chainsaw Massacre: The BeginningCreate your own comparison chart…,"Haunting, Based on an UNTRUE Story, Supernatural Horror, Supernatural, Sex Crimes, Dysfunctional Family, Child Abuse, Non-Chronological",Based on Fiction Book/Short Story,Horror,Live Action,Historical Fiction,"Allan Zeman Productions, Midsummer Films, Remstar, Media Pro Pictures, After Dark Films","Canada, Romania, United Kingdom, United States",English,,"$16,298,046","$14,145,231","$30,443,277","$10,340,356","$10,340,356",
75,https://www.the-numbers.com/movie/Hoot,[],[],"$3,368,197 (41.5% of total gross)",2.41 (domestic box office/biggest weekend),98.7% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 0.5 times production budget)","3,018 opening theaters/3,018 max. theaters, 2.4 weeks average run per theater","$11,364,684","May 5th, 2006 (Wide) by New Line","August 15th, 2006 by New Line Home Video",PG for mild bullying and brief language,91 minutes,,vs. Magic Mike XXLCreate your own comparison chart…,New Guy/Girl in School,Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction,,United States,English,,"$8,117,637","$107,361","$8,224,998","$11,295,501","$11,295,501",
76,https://www.the-numbers.com/movie/Mission-Impossible-III,[],"[['J.J. Abrams', 'Director'], ['Alex Kurtzman', 'Screenwriter'], ['Roberto Orci', 'Screenwriter'], ['J.J. Abrams', 'Screenwriter'], ['Bruce Geller', 'Story Creator'], ['Tom Cruise', 'Producer'], ['Paula Wagner', 'Producer'], ['Zhao Haicheng', 'China'], ['Stratton Leopold', 'Executive Producer'], ['Han Sanping', 'China'], ['Yang Buting', 'China'], ['Scott Chambliss', 'Production Designer'], ['Maryann Brandon', 'Editor'], ['Mary Jo Markey', 'Editor'], ['Michael Giacchino', 'Composer'], ['Dan Mindel', 'Director of Photography'], ['Jorg Widmer', 'Director of Photography']]","$47,743,273 (35.8% of total gross)",2.80 (domestic box office/biggest weekend),33.4% (domestic box office/worldwide),"$150,000,000 (worldwide box office is 2.7 times production budget)","4,054 opening theaters/4,059 max. theaters, 5.4 weeks average run per theater","$186,901,885","May 5th, 2006 (Wide) by Paramount Pictures","October 30th, 2006 by Paramount Home Video","PG-13 for intense sequences of frenetic violence and menace, disturbing images and some sensuality.",126 minutes,Mission: Impossible,vs. Mission: Impossible—Rogue NationCreate your own comparison chart…,"Secret Agent, Visual Effects, Revenge",Based on TV,Action,Live Action,Contemporary Fiction,Cruise-Wagner,United States,English,"November 26th, 2020 (Limited) (Australia)
","$133,501,348","$265,886,397","$399,387,745","$49,943,844","$51,716,150","$1,772,306"
77,https://www.the-numbers.com/movie/Proposition-The-(2006),[],[],"$32,681 (1.7% of total gross)",7.76 (domestic box office/biggest weekend),35.8% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 0.3 times production budget)","3 opening theaters/158 max. theaters, 5.2 weeks average run per theater","$2,664,802","May 5th, 2006 (Limited) by First Look","September 19th, 2006 by First Look DVD, released as Proposition, The","R for strong grisly violence, and for language",,,vs. Under the SkinCreate your own comparison chart…,,Original Screenplay,Drama,Live Action,Historical Fiction,"UK Film Council, Autonomous, Jackie O Productions, Surefire Films, Pictures in Paradise, Pacific Film & Television Commission, The Film Consortium","Australia, United Kingdom",,,"$1,903,434","$3,410,174","$5,313,608",,,
78,https://www.the-numbers.com/movie/Wu-ji,[],"[['Klaus Badelt', 'Composer']]","$272,838 (40.7% of total gross)",2.45 (domestic box office/biggest weekend),1.9% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 1.2 times production budget)","213 opening theaters/213 max. theaters, 1.8 weeks average run per theater","$937,467","May 5th, 2006 (Limited) by Warner Independent, released as The Promise",,"PG-13 for stylized violence and martial arts action, and some sexual content",,,vs. Big Trouble in Little ChinaCreate your own comparison chart…,Foreign Language,Original Screenplay,Action,Live Action,Fantasy,,Hong Kong,,,"$669,625","$35,200,309","$35,869,934",,,
79,https://www.the-numbers.com/movie/Russian-Dolls,[],[],"$16,512 (5.1% of total gross)",16.63 (domestic box office/biggest weekend),1.4% (domestic box office/worldwide),,"3 opening theaters/11 max. theaters, 6.9 weeks average run per theater","$456,528","May 10th, 2006 (Limited) by IFC First Take","September 26th, 2006 by IFC Video",Not Rated,125 minutes,The Spanish Apartment,Create your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"IFC First Take, Ce Qui Me Meut Motion Pictures, StudioCanal, France 2 Cinema, Lunar Films, Canal Plus","France, United Kingdom","English, French, Italian, Russian, Spanish",,"$326,095","$23,328,146","$23,654,241",,,
80,https://www.the-numbers.com/movie/Goal,"['Leonardo Guerra', 'Kuno Becker']","[['Danny Cannon', 'Director'], ['Dick Clement', 'Screenwriter'], ['Ian La Frenais', 'Screenwriter'], ['Mike Jefferies', 'Screenwriter'], ['Adrian Butchart', 'Screenwriter'], ['Mike Jefferies', 'Story Creator'], ['Adrian Butchart', 'Story Creator'], ['Mark Huffam', 'Producer'], ['Matt Barrelle', 'Producer'], ['Mike Jefferies', 'Producer'], ['Lawrence Bender', 'Executive Producer'], ['Peter Hargitay', 'Executive Producer'], ['Stuart Ford', 'Co-Executive Producer'], ['Danny Stepper', 'Co-Producer'], ['Jo Burn', 'Co-Producer'], ['Michael Barrett', 'Director of Photography'], ['Laurence Dorman', 'Production Designer'], ['Chris Dickens', 'Editor'], ['Lindsay Pugh', 'Costume Designer'], ['Graeme Revell', 'Composer'], ['Jason Alexander', 'Music Supervisor'], ['Lucinda Syson', 'Casting by'], ['Elaine Grainger', 'Casting'], ['Jo Burn', 'Unit Production Manager'], ['Chris Newman', 'First Assistant Director'], ['Chris Ouwinga', 'Co-Producer']]","$1,921,838 (44.9% of total gross)",2.23 (domestic box office/biggest weekend),15.5% (domestic box office/worldwide),"$33,000,000 (worldwide box office is 0.8 times production budget)","1,007 opening theaters/1,007 max. theaters, 2.5 weeks average run per theater","$5,996,556","May 12th, 2006 (Wide) by Walt Disney","September 12th, 2006 by Walt Disney Home Entertainment","PG for language, sexual situations, and some thematic material including partying (after editing, originally rated PG-13)",121 minutes,Goal,vs. Midnight in the Garden of Good and EvilCreate your own comparison chart…,"Soccer, Sports Drama, Famously Bad, Cult Movie, Underdog",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Milkshake Films, Touchstone Pictures",United States,English,,"$4,283,255","$23,327,618","$27,610,873","$12,681,574","$12,681,574",
81,https://www.the-numbers.com/movie/Just-My-Luck,[],"[['Donald Petrie', 'Director'], ['Teddy Castellucci', 'Composer']]","$5,692,285 (32.9% of total gross)",3.04 (domestic box office/biggest weekend),45.4% (domestic box office/worldwide),"$28,000,000 (worldwide box office is 1.4 times production budget)","2,541 opening theaters/2,543 max. theaters, 3.5 weeks average run per theater","$24,257,309","May 12th, 2006 (Wide) by 20th Century Fox","August 22nd, 2006 by Fox Home Entertainment",PG-13 for some brief sexual references,,,vs. Bruce AlmightyCreate your own comparison chart…,"Movie Business, Music Industry, Tween, Romance",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,"Regency Enterprises, New Regency, Cheyenne Enterprises LLC",United States,,,"$17,326,650","$20,833,255","$38,159,905","$11,148,986","$11,148,986",
82,https://www.the-numbers.com/movie/Poseidon,[],"[['Wolfgang Petersen', 'Director'], ['Klaus Badelt', 'Composer']]","$22,155,410 (36.5% of total gross)",2.74 (domestic box office/biggest weekend),33.4% (domestic box office/worldwide),"$160,000,000 (worldwide box office is 1.1 times production budget)","3,555 opening theaters/3,555 max. theaters, 4.8 weeks average run per theater","$84,944,736","May 12th, 2006 (Wide) by Warner Bros.May 12th, 2006 (IMAX) by Warner Bros.","August 22nd, 2006 by Warner Home Video",PG-13 for intense prolonged sequences of disaster and peril,,,vs. SaharaCreate your own comparison chart…,"Visual Effects, Disaster, IMAX: DMR",Remake,Adventure,Live Action,Contemporary Fiction,,United States,,,"$60,674,817","$121,000,000","$181,674,817","$20,380,046","$20,380,046",
83,https://www.the-numbers.com/movie/Da-Vinci-Code-The,"['Jean Reno', 'Paul Bettany', 'Alfred Molina', 'Jurgen Prochnow', 'Étienne Chicot', 'Jean-Pierre Marielle', 'Marie-Francoise Audollent', 'Tom Hanks', 'Audrey Tautou']","[['Ron Howard', 'Director'], ['Akiva Goldsman', 'Screenwriter'], ['Dan Brown', 'Executive Producer'], ['Todd Hallowell', 'Executive Producer'], ['Brian Grazer', 'Producer'], ['Ron Howard', 'Producer'], ['John Calley', 'Producer'], ['Dan Brown', 'Story Creator']]","$77,073,388 (35.4% of total gross)",2.82 (domestic box office/biggest weekend),28.3% (domestic box office/worldwide),"$125,000,000 (worldwide box office is 6.1 times production budget)","3,735 opening theaters/3,757 max. theaters, 6.2 weeks average run per theater","$304,550,592","May 19th, 2006 (Wide) by Sony Pictures","November 14th, 2006 by Sony Pictures Home Entertainment","PG-13 for disturbing images, violence, some nudity, thematic material, brief drug references and sexual content.",152 minutes,Da Vinci Code,"Blockbusters, 2006vs. Angels & DemonsCreate your own comparison chart…","Religious, Artists, Treasure Hunters, Secret Societies, Set in Paris, Set in France",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Columbia Pictures, Imagine Entertainment, Brian Grazer Productions, John Calley",United States,"English, French, Latin, Spanish",,"$217,536,138","$550,284,321","$767,820,459","$102,756,524","$102,756,524",
84,https://www.the-numbers.com/movie/Over-the-Hedge,"['Thomas Haden Church', 'Allison Janney', 'Eugene Levy', ""Catherine O'Hara"", 'Avril Lavigne', 'Omid Djalili', 'Bruce Willis', 'Garry Shandling', 'Steve Carell', 'Wanda Sykes', 'William Shatner', 'Nick Nolte']","[['Tim Johnson', 'Director'], ['Karey Kirkpatrick', 'Director'], ['Len Blum', 'Screenwriter'], ['Lorne Cameron', 'Screenwriter'], ['David Hoselton', 'Screenwriter'], ['Karey Kirkpatrick', 'Screenwriter'], ['Michael Fry', 'Character Creator'], ['T. Lewis', 'Character Creator'], ['Bonnie Arnold', 'Producer'], ['Bill Damaschke', 'Executive Producer'], ['Jim Cox', 'Co-Executive Producer']]","$38,457,003 (24.8% of total gross)",4.03 (domestic box office/biggest weekend),45.1% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 4.3 times production budget)","4,059 opening theaters/4,093 max. theaters, 6.1 weeks average run per theater","$217,027,069","May 19th, 2006 (Wide) by Paramount Pictures","October 17th, 2006 by Dreamworks Video",PG for some rude humor and mild comic action,84 minutes,,vs. Hotel TransylvaniaCreate your own comparison chart…,Independent/Other Comics,Based on Comic/Graphic Novel,Adventure,Digital Animation,Kids Fiction,"DreamWorks Animation, Bonnie Arnold",United States,English,,"$155,019,340","$188,377,907","$343,397,247","$133,453,472","$133,453,472",
85,https://www.the-numbers.com/movie/See-No-Evil,[],"[['Gregory Dark', 'Director'], ['Tyler Bates', 'Composer']]","$4,581,233 (30.5% of total gross)",3.28 (domestic box office/biggest weekend),79.8% (domestic box office/worldwide),"$8,000,000 (worldwide box office is 2.4 times production budget)","1,257 opening theaters/1,270 max. theaters, 4.1 weeks average run per theater","$21,045,911","May 19th, 2006 (Wide) by Lionsgate","November 28th, 2006 by Lionsgate Home Entertainment","R for strong gruesome violence and gore throughout, language, sexual content and some drug use.",,See No Evil,vs. ItCreate your own comparison chart…,Slasher Horror,Original Screenplay,Horror,Live Action,Contemporary Fiction,,United States,English,,"$15,032,800","$3,795,236","$18,828,036","$45,997,260","$45,997,260",
86,https://www.the-numbers.com/movie/Inconvenient-Truth-An,[],"[['Michael Brook', 'Composer']]","$281,330 (1.2% of total gross)",11.97 (domestic box office/biggest weekend),45.2% (domestic box office/worldwide),"$1,000,000 (worldwide box office is 53.4 times production budget)","4 opening theaters/587 max. theaters, 9.3 weeks average run per theater","$33,804,618","May 24th, 2006 (Limited) by Paramount Vantage","November 21st, 2006 by Paramount Home Video, released as Inconvenient Truth, An",PG for mild thematic elements,97 minutes,An Inconvenient Truth,"vs. Food, Inc.Create your own comparison chart…","Environment, Extreme Weather, Agitprop, Academics",Based on Real Life Events,Documentary,Live Action,Factual,Participant Media,United States,English,,"$24,146,161","$29,219,764","$53,365,925","$33,464,012","$33,464,012",
87,https://www.the-numbers.com/movie/Fanaa,[],[],"$753,067 (35.8% of total gross)",2.80 (domestic box office/biggest weekend),13.4% (domestic box office/worldwide),,"72 opening theaters/72 max. theaters, 4.4 weeks average run per theater","$2,947,486","May 26th, 2006 (Limited) by Yash Raj Films",,Not Rated,169 minutes,,vs. Rang De BasantiCreate your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,India,"Hindi, Urdu",,"$2,105,351","$13,601,763","$15,707,114",,,
88,https://www.the-numbers.com/movie/X-Men-The-Last-Stand,"['Halle Berry', 'Famke Janssen', 'Anna Paquin', 'Kelsey Grammer', 'James Marsden', 'Rebecca Romijn', 'Shawn Ashmore', 'Aaron Stanford', 'Vinnie Jones', 'Elliot Page', 'Ben Foster', 'Dania Ramirez', 'Michael Murphy', 'Shohreh Aghdashloo', 'Josef Sommer', 'Bill Duke', 'Daniel Cudmore', 'Eric Dane', 'Makenzie Vega', 'Hugh Jackman', 'Ian McKellen', 'Patrick Stewart']","[['Brett Ratner', 'Director'], ['Simon Kinberg', 'Screenwriter'], ['Zak Penn', 'Screenwriter'], ['Kevin Feige', 'Executive Producer'], ['Stan Lee', 'Executive Producer'], ['John Palermo', 'Executive Producer'], ['Avi Arad', 'Producer'], ['Lauren Shuler Donner', 'Producer'], ['Ralph Winter', 'Producer'], ['Dante Spinotti', 'Cinematographer'], ['Ed Verreaux', 'Production Designer'], ['Mark Goldblatt', 'Editor'], ['Mark Helfrich', 'Editor'], ['Julia Wong', 'Editor'], ['David Hykes', 'Composer'], ['John Powell', 'Composer']]","$102,750,665 (43.8% of total gross)",2.28 (domestic box office/biggest weekend),51.0% (domestic box office/worldwide),"$210,000,000 (worldwide box office is 2.2 times production budget)","3,690 opening theaters/3,714 max. theaters, 5.6 weeks average run per theater","$328,107,442","May 26th, 2006 (Wide) by 20th Century Fox","October 3rd, 2006 by Fox Home Entertainment","PG-13 for intense sequences of action violence, some sexual content and language",104 minutes,X-Men,"Blockbusters, 2006vs. X-Men 2Create your own comparison chart…","Marvel Comics, Visual Effects, Mutants, 2000s, Washington, D.C., Set in New York, Prison Break, Betrayal",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,20th Century Fox,United States,English,,"$234,362,462","$224,898,484","$459,260,946","$104,983,770","$106,057,163","$1,073,393"
