,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Production/Financing Companies:,International Releases:,Franchise:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
0,https://www.the-numbers.com/movie/Bio-Dome,[],"[['Jason Bloom', 'Director']]","$6,018,203 (45.3% of total gross)",2.21 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,510 opening theaters/1,510 max. theaters, 4.1 weeks average run per theater","$27,582,113",,"January 12th, 1996 (Wide) by MGM","April 21st, 2015 by Olive","PG-13 for crude language, sex-related material and some drug content",88 minutes,vs. Billy MadisonCreate your own comparison chart…,"Prologue, Voiceover/Narration, Environment, Delayed Adulthood, Stoner Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,,,"$13,294,762","$307,248","$307,248",,
1,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,[],"[['Paris Barclay', 'Director'], ['Shawn Wayans', 'Screenwriter'], ['Marlon Wayans', 'Screenwriter'], ['Phil Beauman', 'Screenwriter']]","$9,632,409 (49.0% of total gross)",2.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,010 opening theaters/1,010 max. theaters, 4.9 weeks average run per theater","$40,818,559",,"January 12th, 1996 (Wide) by Miramax","November 25th, 2014 by Lionsgate Home Entertainment","R for strong language, sexuality, some drug content and violence.",89 minutes,vs. The Assassination of Jesse James by the Coward Robert FordCreate your own comparison chart…,"African Americans, Hood Film, Farcical / Slapstick Comedy, Spoof",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,"$19,674,813",,,,
2,https://www.the-numbers.com/movie/Dunston-Checks-In,[],"[['Ken Kwapis', 'Director']]","$4,015,116 (42.6% of total gross)",2.35 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,290 opening theaters/1,292 max. theaters, 4.2 weeks average run per theater","$19,541,875",,"January 12th, 1996 (Wide) by 20th Century Fox",,PG for some mild language and sensuality,88 minutes,vs. Mighty Morphin Power Rangers: The MovieCreate your own comparison chart…,Animal Lead,Original Screenplay,Adventure,Live Action,Kids Fiction,,English,,,,"$9,419,316",,,,
3,https://www.the-numbers.com/movie/Eye-for-an-Eye,[],"[['John Schlesinger', 'Director'], ['James Newton Howard', 'Composer']]","$7,929,086 (29.6% of total gross)",3.38 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,528 opening theaters/1,680 max. theaters, 5.7 weeks average run per theater","$55,585,752","$20,000,000 (worldwide box office is 1.3 times production budget)","January 12th, 1996 (Wide) by Paramount Pictures","October 10th, 2017 by Paramount Home Video",R for language and disturbing violence which includes rape,101 minutes,vs. The Weather ManCreate your own comparison chart…,"Revenge, Film Noir, Sex Crimes, Crime Thriller, Support Group, Death of a Sibling, Death of a Son or Daughter, Dysfunctional Family, Killing in Self Defence, Sexual Predator",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,,,,,"$26,792,700",,,,
4,https://www.the-numbers.com/movie/Two-if-by-Sea,[],"[['Bill Bennett', 'Director']]","$5,222,573 (49.8% of total gross)",2.01 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,712 opening theaters/1,796 max. theaters, 3.0 weeks average run per theater","$21,770,800",,"January 12th, 1996 (Wide) by Warner Bros.","March 21st, 2000 by Warner Home Video",R for language,96 minutes,vs. For Love or MoneyCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,Morgan Creek Productions,,,"$10,493,670",,,,
5,https://www.the-numbers.com/movie/From-Dusk-Till-Dawn,"['Harvey Keitel', 'Quentin Tarantino', 'Juliette Lewis', 'Cheech Marin', 'Fred Williamson', 'Salma Hayek', 'Michael Parks', 'Tom Savini', 'John Saxon', 'Danny Trejo', 'Ernest Liu', 'George Clooney']","[['Robert Rodriguez', 'Director'], ['Quentin Tarantino', 'Screenwriter'], ['Robert Kurtzman', 'Story Creator'], ['Meir Teper', 'Producer'], ['Lawrence Bender', 'Executive Producer'], ['Robert Rodriguez', 'Executive Producer'], ['Quentin Tarantino', 'Executive Producer'], ['Cecilia Montiel', 'Production Designer'], ['Robert Rodriguez', 'Supervising Film Editor'], ['Graeme Revell', 'Composer'], ['Guillermo Navarro', 'Director of Photography']]","$10,240,805 (39.8% of total gross)",2.51 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,004 opening theaters/2,007 max. theaters, 4.1 weeks average run per theater","$53,378,854","$20,000,000 (worldwide box office is 1.3 times production budget)","January 19th, 1996 (Wide) by Miramax/Dimension",,"R for strong violence and gore, language and nudity.",108 minutes,vs. GhostbustersCreate your own comparison chart…,"Vampire, Surprise Twist, Same Actor, Multiple Roles, Action Horror",Original Screenplay,Horror,Live Action,Fantasy,United States,English,"A Band Apart, Los Hooligans","December 8th, 2016 (Wide) (New Zealand)
December 9th, 2016 (Limited), released as From Dusk Till Dawn (20th Anniversary) (Australia)
",,"$25,728,961",,,"$7,201","$25,736,162"
6,https://www.the-numbers.com/movie/Bed-of-Roses,"['Pamela Segall*', 'Christian Slater', 'Mary Stuart Masterson']","[['Michael Goldenberg', 'Director'], ['Michael Goldenberg', 'Screenwriter']]","$6,117,558 (32.2% of total gross)",3.10 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,545 opening theaters/1,575 max. theaters, 4.3 weeks average run per theater","$39,360,950",,"January 26th, 1996 (Wide) by New Line",,PG for mild language and thematic elements,87 minutes,vs. Bedtime StoriesCreate your own comparison chart…,"Romantic Drama, Romance, Dysfunctional Family, Foster Family, Abandoned Child, Adult Child Dealing with the Death of a Parent, Death of a Spouse or Fiancée / Fiancé, Death of a Son or Daughter, Depression, Secret Admirer",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,,,"$18,972,237",,,,
7,https://www.the-numbers.com/movie/Screamers,[],"[['Christian Duguay', 'Director'], ['Dan O’Bannon', 'Screenwriter'], ['Miguel Tejada-Flores', 'Screenwriter'], ['Philip K. Dick', 'Story Creator']]","$2,904,140 (50.9% of total gross)",1.96 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,560 opening theaters/1,560 max. theaters, 2.3 weeks average run per theater","$11,828,383",,"January 26th, 1996 (Wide) by Sony Pictures",,"R for sci-fi violence and terror, some language and a brief moment of nudity",108 minutes,vs. Bed of RosesCreate your own comparison chart…,"Action Horror, Robot, Set in Outer Space, Strike, Mining, Surprise Twist",Based on Fiction Book/Short Story,Action,Live Action,Science Fiction,,,,,,"$5,701,359",,,,
8,https://www.the-numbers.com/movie/Black-Sheep,"['Tim Matheson', 'Christine Ebersole', 'Gary Busey', 'Chris Farley', 'David Spade']","[['Penelope Spheeris', 'Director'], ['Lorne Michaels', 'Producer'], ['Fred Wolf', 'Screenwriter'], ['Robert K. Weiss', 'Executive Producer'], ['C.O. Erickson', 'Executive Producer'], ['Daryn Okada', 'Director of Photography'], ['Peter Jamison', 'Production Designer'], ['Ross Albert', 'Editor'], ['William Ross', 'Composer'], ['Jill Ohanneson', 'Costume Designer']]","$10,593,609 (32.8% of total gross)",3.05 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,045 opening theaters/2,092 max. theaters, 6.0 weeks average run per theater","$67,074,506",,"February 2nd, 1996 (Wide) by Paramount Pictures",,"PG-13 for crude language and humor, drug-related material and sexual innuendo",87 minutes,vs. Tommy BoyCreate your own comparison chart…,"Political Campaign, Buddy Comedy, Road Trip, Political, Dysfunctional Family",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,"Paramount Pictures, Lorne Michaels",,,"$32,330,354",,,,
9,https://www.the-numbers.com/movie/Juror-The,[],"[['Brian Gibson', 'Director'], ['Ted Tally', 'Screenwriter'], ['James Newton Howard', 'Composer']]","$8,411,178 (37.0% of total gross)",2.70 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,205 opening theaters/2,205 max. theaters, 3.5 weeks average run per theater","$47,158,944","$44,000,000 (worldwide box office is 0.5 times production budget)","February 2nd, 1996 (Wide) by Sony Pictures",,"R for violence, language and sexuality",118 minutes,vs. Charlie St. CloudCreate your own comparison chart…,"Mafia, Crime Thriller, No Honor Among Thieves, Tricked into a Relationship, Relationships Gone Wrong, Single Parent, Erotic Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,,,,"$22,730,924",,,,
10,https://www.the-numbers.com/movie/White-Squall,"['Caroline Goodall', 'Jeff Bridges', 'John Savage', 'Scott Wolf', 'Balthazar Getty']","[['Ridley Scott', 'Director'], ['Mimi Polk Gitlin*', 'Producer'], ['Rocky Lang', 'Producer'], ['Todd Robinson', 'Screenwriter'], ['Ridley Scott', 'Executive Producer'], ['Nigel Wooll', 'Co-Producer'], ['Hugh Johnson', 'Director of Photography'], ['Peter J. Hampton', 'Production Designer'], ['Gerry Hambling', 'Editor'], ['Judianna Makovsky', 'Costume Designer'], ['Jeff Rona', 'Composer'], ['Louis DiGiaimo', 'Casting Director']]","$3,908,514 (38.2% of total gross)",2.62 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,524 opening theaters/1,524 max. theaters, 3.2 weeks average run per theater","$21,222,324","$38,000,000 (worldwide box office is 0.3 times production budget)","February 2nd, 1996 (Wide) by Walt Disney",,PG-13 for some sexuality and a traumatic shipwreck,129 minutes,vs. The RevenantCreate your own comparison chart…,,Based on Real Life Events,Adventure,Live Action,Dramatization,United States,"Danish, English, Spanish","Hollywood Pictures, Mistral Worldwide Company",,,"$10,229,300",,,,
11,https://www.the-numbers.com/movie/Beautiful-Girls,[],"[['Ted Demme', 'Director'], ['Scott Rosenberg', 'Screenwriter'], ['Harvey Weinstein', 'Executive Producer'], ['Bob Weinstein', 'Executive Producer']]","$2,761,790 (26.2% of total gross)",3.81 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"752 opening theaters/803 max. theaters, 3.9 weeks average run per theater","$21,833,477",,"February 9th, 1996 (Wide) by Miramax","March 26th, 2013 by Echo Bridge/Miramax",R for strong language and nude pin-ups,112 minutes,vs. Die Hard: With a VengeanceCreate your own comparison chart…,"High School Reunions, Romance, Relationships Gone Wrong, Infidelity, Musicians, Mid-Life Crisis, Love Triangle, You Can't Go Home Again, Eating Disorder, Delayed Adulthood, Ensemble, Comedy Drama",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,"$10,523,880",,,,
12,https://www.the-numbers.com/movie/Broken-Arrow-(1996),"['Samantha Mathis', 'Delroy Lindo', 'Frank Whaley', 'Bob Gunton', 'Howie Long', 'John Travolta', 'Christian Slater']","[['John Woo', 'Director'], ['Graham Yost', 'Screenwriter'], ['Terence Chang', 'Producer'], ['Mark Gordon', 'Producer'], ['Bill Badalato', 'Producer'], ['Christopher Godsick', 'Executive Producer'], ['Dwight Little*', 'Executive Producer'], ['Holger Gross', 'Production Designer'], ['John Wright', 'Editor'], ['Steve Mirkovich', 'Editor'], ['Joe Hutshing', 'Editor'], ['Hans Zimmer', 'Composer'], ['Peter Levy', 'Director of Photography']]","$15,583,510 (22.1% of total gross)",4.53 (domestic box office/biggest weekend),47.6% (domestic box office/worldwide),"2,388 opening theaters/2,392 max. theaters, 8.3 weeks average run per theater","$146,566,467","$65,000,000 (worldwide box office is 2.3 times production budget)","February 9th, 1996 (Wide) by 20th Century Fox","January 21st, 1997 by Fox Home Entertainment",R for strong action violence and language,108 minutes,vs. The RockCreate your own comparison chart…,"Action Thriller, Betrayal, Treason, Mercenaries",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,20th Century Fox,,,"$70,645,997",,,"$77,700,000","$148,345,997"
13,https://www.the-numbers.com/movie/City-Hall,"['Danny Aiello', 'David Paymer', 'Martin Landau', 'Al Pacino', 'John Cusack', 'Bridget Fonda']","[['Harold Becker', 'Director'], ['Kenneth Lipper', 'Screenwriter'], ['Paul Schrader', 'Screenwriter'], ['Nicholas Pileggi', 'Screenwriter'], ['Bo Goldman', 'Screenwriter'], ['Jerry Goldsmith', 'Composer']]","$8,012,442 (39.5% of total gross)",2.53 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,815 opening theaters/1,815 max. theaters, 3.8 weeks average run per theater","$42,070,080","$40,000,000 (worldwide box office is 0.5 times production budget)","February 16th, 1996 (Wide) by Sony Pictures","July 27th, 1999 by Turner Home Entertainment",R for language and some violence,111 minutes,vs. Get Rich or Die Tryin'Create your own comparison chart…,"Mafia, Crime Drama, Police Shooting, Set in New York City, Set in New York, Set in Brooklyn, NYPD, Framed, Suicide, Government Corruption, Corrupt Judge",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,Castle Rock Entertainment,,,"$20,278,055",,,,
14,https://www.the-numbers.com/movie/Happy-Gilmore,['Adam Sandler'],"[['Dennis Dugan', 'Director'], ['Tim Herlihy', 'Screenwriter'], ['Adam Sandler', 'Screenwriter'], ['Robert Simonds', 'Producer'], ['Brad Grey', 'Executive Producer'], ['Bernie Brillstein', 'Executive Producer'], ['Sandy Wernick', 'Executive Producer'], ['Perry Andelin Blake', 'Production Designer'], ['William Heslup', 'Production Designer'], ['Jeff Gourson', 'Editor'], ['Mark Mothersbaugh', 'Composer'], ['Arthur Albert', 'Director of Photography']]","$10,112,005 (26.2% of total gross)",3.82 (domestic box office/biggest weekend),94.2% (domestic box office/worldwide),"2,022 opening theaters/2,069 max. theaters, 7.3 weeks average run per theater","$80,130,569","$10,000,000 (worldwide box office is 4.1 times production budget)","February 16th, 1996 (Wide) by Universal","May 27th, 1997 by Universal Home Entertainment",PG-13 for language and some comic sexuality,92 minutes,vs. The WaterboyCreate your own comparison chart…,"Golf, Sports Comedy, Underdog, Professional Rivalry, Death of a Mentor",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,"Brillstein Entertianment Partners, Robert Simonds Company","August 8th, 1996 (Wide) (Australia)
",,"$38,623,460",,,"$2,380,952","$41,004,412"
15,https://www.the-numbers.com/movie/Mr-Wrong,[],"[['Nick Castle', 'Director']]","$5,886,107 (46.0% of total gross)",2.18 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,487 opening theaters/1,487 max. theaters, 3.6 weeks average run per theater","$26,566,169",,"February 16th, 1996 (Wide) by Walt Disney",,"PG-13 for crude language, some sex related scenes and drug content",,Create your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,,,,"$12,805,071",,,,
16,https://www.the-numbers.com/movie/Muppet-Treasure-Island,"['Steve Whitmire', 'Frank Oz', 'Dave Goelz', 'Tim Curry']","[['Brian Henson', 'Director'], ['Jerry Juhl', 'Screenwriter'], ['Kirk R. Thatcher', 'Screenwriter'], ['James V. Hart', 'Screenwriter'], ['Robert Lewis Stevenson', 'Suggested by the novel by'], ['Martin G. Baker', 'Producer'], ['Brian Henson', 'Producer'], ['Frank Oz', 'Executive Producer'], ['John Fenner', 'Cinematographer'], ['Michael Jablow', 'Editor'], ['Hans Zimmer', 'Composer']]","$10,112,833 (29.5% of total gross)",3.39 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,070 opening theaters/2,089 max. theaters, 6.4 weeks average run per theater","$71,217,686",,"February 16th, 1996 (Wide) by Walt Disney",,G,99 minutes,vs. The Muppet Christmas CarolCreate your own comparison chart…,"Pirates, Treasure Hunters",Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction,United States,English,"Walt Disney Pictures, Jim Henson Productions",,Muppets,"$34,327,391",,,,
17,https://www.the-numbers.com/movie/Before-and-After,[],"[['Barbet Schroeder', 'Director'], ['Ted Tally', 'Screenwriter'], ['Howard Shore', 'Composer']]","$4,023,815 (46.6% of total gross)",2.15 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,313 opening theaters/1,318 max. theaters, 3.1 weeks average run per theater","$17,929,459",,"February 23rd, 1996 (Wide) by Walt Disney","April 6th, 2004 by Mill Creek Entertainment","PG-13 for some disturbing images of violence, brief strong language and some sensuality",108 minutes,vs. MudCreate your own comparison chart…,"Crime Drama, Dysfunctional Family, Fugitive / On the Run, Accidental Death, Covering Up an Accidental Death",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,,,,,"$8,642,118",,,,
18,https://www.the-numbers.com/movie/Mary-Reilly,[],"[['Stephen Frears', 'Director'], ['Christopher Hampton', 'Screenwriter'], ['George Fenton', 'Composer']]","$2,812,620 (49.3% of total gross)",2.03 (domestic box office/biggest weekend),44.2% (domestic box office/worldwide),"1,470 opening theaters/1,470 max. theaters, 2.5 weeks average run per theater","$11,840,276","$47,000,000 (worldwide box office is 0.3 times production budget)","February 23rd, 1996 (Wide) by Sony Pictures","December 2nd, 2014 by Sony Pictures Home Entertainment",R for notable gore and some strong violence,108 minutes,vs. Something to Talk AboutCreate your own comparison chart…,"Gothic Horror, Human Experimentation, Scientific Experiment Gone Awry, Prostitution, Spree Killer, Suicide, 1890s",Based on Fiction Book/Short Story,Horror,Live Action,Historical Fiction,United States,,,,,"$5,707,094",,,"$7,192,906","$12,900,000"
19,https://www.the-numbers.com/movie/Rumble-in-the-Bronx,[],"[['Stanley Tong', 'Director'], ['J. Peter Robinson', 'Composer'], ['Nathan Wang', 'Composer']]","$9,858,380 (30.5% of total gross)",3.27 (domestic box office/biggest weekend),89.1% (domestic box office/worldwide),"1,736 opening theaters/1,794 max. theaters, 5.8 weeks average run per theater","$66,973,994","$7,500,000 (worldwide box office is 4.8 times production budget)","February 23rd, 1996 (Wide) by New Line","May 23rd, 2000 by Warner Home Video",R for some language and violent sequences,106 minutes,vs. Wayne's WorldCreate your own comparison chart…,"Action Comedy, Set in New York City, Set in The Bronx, Set in New York, Gangs, Heist, Crime Boss, Organized Crime, Mistaken Identity, Revenge, Romance, Wheelchair User",Original Screenplay,Action,Live Action,Contemporary Fiction,Hong Kong,,,,,"$32,281,907",,,"$3,956,845","$36,238,752"
20,https://www.the-numbers.com/movie/Down-Periscope,[],"[['David S. Ward', 'Director']]","$7,231,087 (28.1% of total gross)",3.56 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,022 opening theaters/2,026 max. theaters, 5.7 weeks average run per theater","$53,368,520",,"March 1st, 1996 (Wide) by 20th Century Fox",,PG-13 for some crude language,93 minutes,vs. Y Tu Mamá TambiénCreate your own comparison chart…,"Farcical / Slapstick Comedy, Military Life, Underwater, Submarine, On a Boat, Father’s Footsteps, Underdog, Professional Rivalry",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,"$25,723,977",,,,
21,https://www.the-numbers.com/movie/Up-Close-and-Personal-(1996),[],"[['Jon Avnet', 'Director'], ['Thomas Newman', 'Composer']]","$11,101,955 (21.7% of total gross)",4.60 (domestic box office/biggest weekend),50.7% (domestic box office/worldwide),"1,506 opening theaters/1,639 max. theaters, 9.8 weeks average run per theater","$105,902,707","$60,000,000 (worldwide box office is 1.7 times production budget)","March 1st, 1996 (Wide) by Walt Disney",,"PG-13 for brief strong language, some sensuality and depictions of violence.",124 minutes,vs. Get Rich or Die Tryin'Create your own comparison chart…,"News, Romance, Romantic Drama",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,English,,,,"$51,045,801",,,"$49,600,000","$100,645,801"
22,https://www.the-numbers.com/movie/Birdcage-The,[],"[['Mike Nichols', 'Director']]","$18,275,828 (14.7% of total gross)",6.79 (domestic box office/biggest weekend),68.3% (domestic box office/worldwide),"1,950 opening theaters/2,285 max. theaters, 10.6 weeks average run per theater","$257,383,542",,"March 8th, 1996 (Wide) by MGM","June 3rd, 2014 by Fox Home Entertainment",R for language,118 minutes,vs. JumanjiCreate your own comparison chart…,"Cross-Dressing, LGBTQ+, In-Laws / Future In-Laws",Remake,Comedy,Live Action,Contemporary Fiction,United States,English,,,,"$124,060,553","$768,528","$768,528","$57,700,000","$181,760,553"
23,https://www.the-numbers.com/movie/Fargo,"['Harve Presnell', 'Peter Stormare', 'Frances McDormand', 'William H. Macy', 'Steve Buscemi']","[['Joel Coen', 'Director'], ['Ethan Coen', 'Producer'], ['Ethan Coen', 'Screenwriter'], ['Joel Coen', 'Screenwriter'], ['Rick Heinrichs', 'Production Designer'], ['Carter Burwell', 'Composer']]","$730,265 (3.0% of total gross)",8.73 (domestic box office/biggest weekend),48.0% (domestic box office/worldwide),"36 opening theaters/716 max. theaters, 9.5 weeks average run per theater","$50,928,869","$7,000,000 (worldwide box office is 7.3 times production budget)","March 8th, 1996 (Wide) by Gramercy","March 4th, 1997 by MGM Video","R for strong violence, language and sexuality",95 minutes,vs. BrazilCreate your own comparison chart…,"Kidnap, Film Noir, Based on an UNTRUE Story, Body in a Trunk, Corrupt Cops, Police Procedural, Life in a Small Town, Crime Thriller, No Honor Among Thieves, Relationships Gone Wrong, In-Laws / Future In-Laws, 1997 Oscars Best Picture Nominee",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,Working Title Films,"June 7th, 1996 (Wide) (Australia)
January 14th, 2021 (Wide) (New Zealand)
June 11th, 2021 (Limited) (United Kingdom)
July 16th, 2023 (Limited), released as Fâgo (Japan)
August 14th, 2023 (Limited) (Australia)
... Show all releases
",,"$24,567,751",,,"$26,635,756","$51,203,507"
24,https://www.the-numbers.com/movie/Hellraiser-IV-Bloodline,['Doug Bradley'],"[['Alan Smithee/Joe Chappelle*', 'Director'], ['Peter Atkins', 'Screenwriter'], ['Clive Barker', 'Executive Producer']]","$4,505,036 (48.3% of total gross)",2.07 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,465 opening theaters/1,465 max. theaters, 3.2 weeks average run per theater","$19,338,925",,"March 8th, 1996 (Wide) by Miramax","April 26th, 2011 by Miramax Video","R for strong horror violence and gore, and for some sexuality and language",85 minutes,vs. HellraiserCreate your own comparison chart…,"Supernatural Horror, Supernatural, Demons, 1990s, 1700s, Non-Chronological",Based on Fiction Book/Short Story,Horror,Live Action,Fantasy,United States,English,,,Hellraiser,"$9,321,492",,,,
25,https://www.the-numbers.com/movie/Homeward-Bound-II-Lost-in-San-Francisco,[],"[['David R. Ellis', 'Director'], ['Bruce Broughton', 'Composer']]","$8,605,649 (26.3% of total gross)",3.80 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,119 opening theaters/2,129 max. theaters, 6.8 weeks average run per theater","$67,860,944",,"March 8th, 1996 (Wide) by Walt Disney, released as Homeward Bound II:  Lost in San Francisco","July 31st, 1996 by Buena Vista Home Entertainment",G,89 minutes,vs. Homeward Bound: The Incredible JourneyCreate your own comparison chart…,Talking Animals,Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction,United States,English,Walt Disney Pictures,,Homeward Bound,"$32,709,423",,,,
26,https://www.the-numbers.com/movie/Executive-Decision,[],"[['Stuart Baird', 'Director'], ['Jim Thomas', 'Screenwriter'], ['John Thomas', 'Screenwriter'], ['Jerry Goldsmith', 'Composer']]","$12,069,780 (21.3% of total gross)",4.70 (domestic box office/biggest weekend),46.4% (domestic box office/worldwide),"2,232 opening theaters/2,289 max. theaters, 7.6 weeks average run per theater","$117,590,083","$55,000,000 (worldwide box office is 2.2 times production budget)","March 15th, 1996 (Wide) by Warner Bros.",,"R for violence and brief languageR for violence(Rating bulletin 2169, 4/27/2011)",133 minutes,vs. Air Force OneCreate your own comparison chart…,"Hostage, Action Thriller, In a Plane, Special Ops, Rescue, Weapons of Mass Destruction, Sleeper Agent",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,Silver Pictures,,,"$56,679,192",,,"$65,400,000","$122,079,192"
27,https://www.the-numbers.com/movie/Diabolique,[],"[['Jeremiah Chechik', 'Director'], ['Henri-Georges Clouzot', 'Screenwriter'], ['Don Roos', 'Screenwriter']]","$5,524,055 (32.3% of total gross)",3.10 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,824 opening theaters/1,824 max. theaters, 5.2 weeks average run per theater","$35,477,244",,"March 22nd, 1996 (Wide) by Warner Bros.",,"R for violence/terror, sexuality and language",107 minutes,vs. Last DanceCreate your own comparison chart…,"Psychological Thriller, Relationships Gone Wrong, Infidelity, Emotional Abuse, Surprise Twist, Private Investigator, Faked Death, Erotic Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,,,,"$17,100,266",,,,
28,https://www.the-numbers.com/movie/Flirting-with-Disaster,[],"[['David O. Russell', 'Director'], ['David O. Russell', 'Screenwriter'], ['Harvey Weinstein', 'Executive Producer'], ['Bob Weinstein', 'Executive Producer']]","$164,458 (1.1% of total gross)",4.92 (domestic box office/biggest weekend),92.0% (domestic box office/worldwide),"7 opening theaters/969 max. theaters, 4.9 weeks average run per theater","$30,815,913","$7,000,000 (worldwide box office is 2.3 times production budget)","March 22nd, 1996 (Wide) by Miramax","November 4th, 1997 by Walt Disney Home Entertainment","R for language, sexuality and a comic drug scene",,vs. Little Miss SunshineCreate your own comparison chart…,"Farcical / Slapstick Comedy, Adopted Family Seeking Reunion, Road Trip, Relationships Gone Wrong, Dysfunctional Family",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,"$14,853,474",,,"$1,295,706","$16,149,180"
29,https://www.the-numbers.com/movie/All-Dogs-Go-To-Heaven-2,[],[],"$2,256,118 (26.4% of total gross)",3.79 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,037 opening theaters/2,037 max. theaters, 4.4 weeks average run per theater","$17,751,983",,"March 29th, 1996 (Wide) by MGM",,G,,vs. BaltoCreate your own comparison chart…,,Original Screenplay,Adventure,Hand Animation,Kids Fiction,,,,,All Dogs Go To Heaven,"$8,556,572",,,,
30,https://www.the-numbers.com/movie/Family-Thing-A,[],"[['Richard Pearce', 'Director'], ['Billy Bob Thornton', 'Screenwriter'], ['Tom Epperson', 'Screenwriter']]","$3,020,662 (30.2% of total gross)",3.31 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,134 opening theaters/1,134 max. theaters, 4.7 weeks average run per theater","$20,732,105",,"March 29th, 1996 (Wide) by MGM",,"PG-13 for some strong language, brief violence and a childbirth scene",109 minutes,vs. Oliver & CompanyCreate your own comparison chart…,"Family Drama, Deathbed, Family Secrets, Sex Crimes, Interracial Child, Dysfunctional Family, Bigotry",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,,,"$9,993,012",,,,
31,https://www.the-numbers.com/movie/Sgt-Bilko,[],"[['Alan Silvestri', 'Composer']]","$8,110,080 (26.7% of total gross)",3.74 (domestic box office/biggest weekend),80.0% (domestic box office/worldwide),"2,304 opening theaters/2,326 max. theaters, 5.7 weeks average run per theater","$62,979,615","$39,000,000 (worldwide box office is 1.0 times production budget)","March 29th, 1996 (Wide) by Universal",,PG for mild thematic elements and some language,94 minutes,vs. Judge DreddCreate your own comparison chart…,"Military Life, Farcical / Slapstick Comedy, Confidence Men, Revenge, Relationships Gone Wrong, Wedding Day, Romance",Based on TV,Comedy,Live Action,Contemporary Fiction,United States,,,,,"$30,356,589",,,"$7,600,000","$37,956,589"
