,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Video Release:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
113,https://www.the-numbers.com/movie/Fight-Club,"['Helena Bonham Carter', 'Meat Loaf', 'Jared Leto', 'Brad Pitt', 'Edward Norton']","[['David Fincher', 'Director'], ['Art Linson', 'Producer'], ['Cean Chaffin', 'Producer'], ['Ross Grayson Bell', 'Producer'], ['Jim Uhls', 'Screenwriter'], ['Chuck Palahniuk', 'Based on the novel by'], ['Arnon Milchan', 'Executive Producer'], ['Jeff Cronenweth', 'Director of Photography'], ['Alex McDowell', 'Production Designer'], ['James Haygood', 'Editor'], ['Michael Simpson', 'Composer'], ['John King', 'Composer'], ['Michael Kaplan', 'Costume Designer']]","$11,035,485 (29.8% of total gross)",3.36 (domestic box office/biggest weekend),36.7% (domestic box office/worldwide),"$65,000,000 (worldwide box office is 1.6 times production budget)","1,963 opening theaters/1,966 max. theaters, 5.4 weeks average run per theater","$66,790,236","October 15th, 1999 (Wide) by 20th Century Fox","R for disturbing and graphic depiction of violent anit-social behavior, sexuality and language",139 minutes,vs. Se7enCreate your own comparison chart…,"Surprise Twist, Film Noir, Mental Illness, Voiceover/Narration, Unnamed Character, Imaginary Character, Bare Knuckle Fighting, Satire, Crime Drama",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Regency Enterprises, Fox 2000 Pictures, Linson Films",United States,English,"November 12th, 1999 (Wide) (Australia)
November 12th, 1999 (Wide) (United Kingdom)
November 13th, 1999 (Wide) (South Korea)
July 25th, 2019 (Wide), released as БОЙЦОВСКИЙ КЛУБ (Russia (CIS))
November 11th, 2019 (Wide) (New Zealand)
... Show all releases
","June 6th, 2000 by Fox Home Entertainment",,"$37,030,102","$63,790,845","$100,820,947",,
114,https://www.the-numbers.com/movie/Omega-Code-The,[],"[['Rob Marcarelli', 'Director'], ['Stephan Blinn', 'Screenwriter'], ['Hollis Barton', 'Screenwriter']]","$2,354,362 (18.7% of total gross)",5.36 (domestic box office/biggest weekend),99.5% (domestic box office/worldwide),"$7,200,000 (worldwide box office is 1.8 times production budget)","304 opening theaters/450 max. theaters, 9.1 weeks average run per theater","$22,728,808","October 15th, 1999 (Wide) by Providence Entertainment",PG-13 for several scenes of shooting,100 minutes,"vs. Crouching Tiger, Hidden DragonCreate your own comparison chart…","Action Thriller, End of the World, Religious, Prophecy",Based on Religious Text,Action,Live Action,Fantasy,,United States,,,,Omega Code,"$12,610,552","$67,760","$12,678,312",,
115,https://www.the-numbers.com/movie/Story-of-Us-The,"['Bruce Willis', 'Michelle Pfeiffer']","[['Rob Reiner', 'Director'], ['Alan Zweibel', 'Screenwriter'], ['Jessie Nelson', 'Screenwriter']]","$9,673,080 (35.7% of total gross)",2.80 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 0.5 times production budget)","2,164 opening theaters/2,175 max. theaters, 4.6 weeks average run per theater","$48,918,750","October 15th, 1999 (Wide) by Universal",R for languag and brief sexuality,95 minutes,vs. GigliCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,"English, Italian",,,,"$27,100,030",,,,
116,https://www.the-numbers.com/movie/Straight-Story-The,[],"[['David Lynch', 'Director'], ['John Roach', 'Screenwriter'], ['Mary Sweeney', 'Screenwriter']]","$92,312 (1.5% of total gross)",10.59 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 0.6 times production budget)","7 opening theaters/186 max. theaters, 13.9 weeks average run per theater","$10,998,718","October 15th, 1999 (Limited) by Walt Disney",G,112 minutes,vs. Mulholland DriveCreate your own comparison chart…,"Road Trip, Biographical Drama, Biography, Autumn Years, Medical and Hospitals",Based on Real Life Events,Drama,Live Action,Dramatization,,,,"March 9th, 2000 (Wide) (New Zealand)
October 16th, 2020 (Wide), released as Straight'in Hikayesi (Turkey)
November 19th, 2020 (Limited) (Australia)
",,,"$6,197,866","$1,444","$6,199,310",,
117,https://www.the-numbers.com/movie/Bats,[],"[['Louis Morneau', 'Director'], ['John Logan', 'Screenwriter'], ['Graeme Revell', 'Composer']]","$4,717,902 (46.5% of total gross)",2.15 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$6,500,000 (worldwide box office is 1.6 times production budget)","2,540 opening theaters/2,560 max. theaters, 2.8 weeks average run per theater","$18,332,215","October 22nd, 1999 (Wide) by Sony Pictures","R for some graphic, bloody bat attacks",91 minutes,vs. The Purge: Election YearCreate your own comparison chart…,"Nature Horror, Scientific Experiment Gone Awry, Mad Scientist, Animals Gone Bad, Genetic Engineering, Sheriff",Original Screenplay,Horror,Live Action,Science Fiction,,,,,,,"$10,155,691",,,,
118,https://www.the-numbers.com/movie/Best-Man-The-(1999),"['Morris Chestnut', 'Harold Perrineau', 'Terrence Howard', 'Sanaa Lathan', 'Monica Calhoun', 'Melissa De Sousa', 'Taye Diggs', 'Nia Long']","[['Malcolm D. Lee', 'Director']]","$9,031,660 (26.5% of total gross)",3.78 (domestic box office/biggest weekend),98.6% (domestic box office/worldwide),"$9,000,000 (worldwide box office is 3.8 times production budget)","1,346 opening theaters/1,350 max. theaters, 6.2 weeks average run per theater","$61,475,524","October 22nd, 1999 (Wide) by Universal",R for language and sexuality,120 minutes,vs. Brown SugarCreate your own comparison chart…,"African Americans, Romance",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,English,,"February 29th, 2000 by Universal Home Entertainment",The Best Man,"$34,102,780","$470,000","$34,572,780",,
119,https://www.the-numbers.com/movie/Bringing-Out-The-Dead,[],"[['Martin Scorsese', 'Director']]","$6,193,052 (37.2% of total gross)",2.69 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$32,000,000 (worldwide box office is 0.5 times production budget)","1,936 opening theaters/1,970 max. theaters, 4.2 weeks average run per theater","$30,021,049","October 22nd, 1999 (Wide) by Paramount Pictures","R for gritty violent content, drug use and language",,vs. Burn After ReadingCreate your own comparison chart…,,Based on Fiction Book/Short Story,Black Comedy,Live Action,Contemporary Fiction,,,,,,,"$16,640,210",,,,
120,https://www.the-numbers.com/movie/Three-to-Tango,[],"[['Damon Santostefano', 'Director'], ['Jeffrey Silver', 'Producer'], ['Graeme Revell', 'Composer']]","$4,406,135 (41.7% of total gross)",2.40 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 0.5 times production budget)","2,234 opening theaters/2,234 max. theaters, 3.1 weeks average run per theater","$19,080,771","October 22nd, 1999 (Wide) by Warner Bros.",PG-13 for sex-related situations and language,,vs. Think Like a Man TooCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,,,,"April 11th, 2000 by Warner Home Video",,"$10,570,375",,,,
121,https://www.the-numbers.com/movie/Todo-sobre-mi-madre,"['Marisa Paredes', 'Penélope Cruz', 'Candela Pena', 'Antonia San Juan', 'Rosa Maria Sarda', 'Fernando G. Cuervo', 'Fernando Fernan Gomez', 'Toni Canto', 'Eloy Azorin', 'Cecilia Roth']","[['Pedro Almodovar', 'Director'], ['Pedro Almodovar', 'Screenwriter'], ['Alberto Iglesias', 'Composer'], ['Agustin Almodovar', 'Producer'], ['José Salcedo', 'Editor'], ['Affonso Beato', 'Director of Photography']]","$50,362 (0.6% of total gross)",17.90 (domestic box office/biggest weekend),12.2% (domestic box office/worldwide),,"4 opening theaters/145 max. theaters, 15.2 weeks average run per theater","$14,281,908","November 5th, 1999 (Limited) by Sony Pictures Classics, released as All About My Mother","R for sexuality including strong sexual dialogue, language and some drug content",101 minutes,vs. Brokeback MountainCreate your own comparison chart…,"Single Parent, Comedy Drama, Death of a Son or Daughter, Relationships Gone Wrong, LGBTQ+, Addiction, AIDS, Pregnant Women, Alzheimer, Faulty Memory, Terminal Illness",Original Screenplay,Drama,Live Action,Contemporary Fiction,"El Deseo, Renn Productions   , France 2 Cinema, Via Digital","France, Spain","Catalan, Spanish","October 22nd, 1999 (Wide), released as Tudo Sobre a Minha Mãe (Portugal)
September 8th, 2017 (Wide) (Turkey)
December 22nd, 2021 (Wide), released as Tudo Sobre a Minha Mãe (Portugal)
","November 3rd, 2009 by Sony Pictures Home Entertainment, released as All About My Mother",Viva Pedro Box,"$8,264,530","$59,600,000","$67,864,530",,
122,https://www.the-numbers.com/movie/Being-John-Malkovich,[],"[['Spike Jonze', 'Director'], ['Carter Burwell', 'Composer']]","$637,721 (2.8% of total gross)",9.78 (domestic box office/biggest weekend),70.6% (domestic box office/worldwide),"$13,000,000 (worldwide box office is 2.5 times production budget)","25 opening theaters/630 max. theaters, 10.0 weeks average run per theater","$40,783,933","October 29th, 1999 (Limited) by USA Films",R for language and sexuality,,vs. Tea with MussoliniCreate your own comparison chart…,Body Swap,Original Screenplay,Black Comedy,Live Action,Fantasy,,,,,"May 2nd, 2000 by Polygram USA Video",,"$22,858,926","$9,523,455","$32,382,381",,
123,https://www.the-numbers.com/movie/House-on-Haunted-Hill,"['Geoffrey Rush', 'Famke Janssen', 'Chris Kattan', 'Taye Diggs', 'Ali Larter', 'Bridgette Wilson', 'Peter Gallagher']","[['William Malone', 'Director'], ['Gilbert Adler', 'Producer'], ['Robert Zemeckis', 'Producer'], ['Joel Silver', 'Producer'], ['Dick Beebe', 'Screenwriter'], ['Robb White', 'Story Based on the Previous Film ""House on Haunted Hill"" by'], ['Dan Cracchiolo', 'Executive Producer'], ['Steve Richards', 'Executive Producer'], ['Terry Castle', 'Co-Producer'], ['Rick Bota', 'Director of Photography'], ['Anthony Adler', 'Editor']]","$15,946,032 (39.0% of total gross)",2.56 (domestic box office/biggest weekend),62.8% (domestic box office/worldwide),"$19,000,000 (worldwide box office is 3.4 times production budget)","2,710 opening theaters/2,710 max. theaters, 5.0 weeks average run per theater","$73,695,008","October 29th, 1999 (Wide) by Warner Bros.","R for horror violence and gore, sexual images and language",92 minutes,vs. Shark Night 3DCreate your own comparison chart…,"Haunting, Supernatural Horror, Supernatural, Remake, Relationships Gone Wrong, Birthday Party, Mental Hospital, Abandoned Hospital, Medical Crimes, Human Experimentation, 1930s",Original Screenplay,Horror,Live Action,Contemporary Fiction,Dark Castle Entertainment,United States,English,,"April 18th, 2000 by Warner Home Video",House on Haunted Hill,"$40,846,082","$24,244,459","$65,090,541",,
124,https://www.the-numbers.com/movie/Legend-of-1900-The,[],"[['Giuseppe Tornatore', 'Director']]","$39,200 (14.9% of total gross)",4.55 (domestic box office/biggest weekend),1.2% (domestic box office/worldwide),,"5 opening theaters/58 max. theaters, 2.6 weeks average run per theater","$474,621","October 29th, 1999 (Limited) by Fine Line",R for language.,169 minutes,vs. Machete KillsCreate your own comparison chart…,,Original Screenplay,Musical,Live Action,Contemporary Fiction,,Italy,"English, French, Italian","July 19th, 2001 (Wide), released as Легенда о пианисте (Russia (CIS))
November 15th, 2019 (Wide), released as La Leggenda del pianista sull'oceano (China)
January 1st, 2020 (Wide) (South Korea)
May 13th, 2021 (Wide), released as Легенда о пианисте (Russia (CIS))
",,,"$262,933","$20,896,918","$21,159,851",,
125,https://www.the-numbers.com/movie/Mononoke-hime,"['Yoji Matsuda', 'Yuriko Ishida', 'Yuko Tanaka']","[['Hayao Miyazaki', 'Director'], ['Hayao Miyazaki', 'Story by'], ['Hayao Miyazaki', 'Screenwriter'], ['Takeshi Seyama', 'Producer'], ['Atsushi Okui', 'Cinematographer'], ['Takeshi Seyama', 'Editor'], ['Joe Hisaishi', 'Composer']]","$144,446 (6.1% of total gross)",6.18 (domestic box office/biggest weekend),1.6% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 7.5 times production budget)","8 opening theaters/129 max. theaters, 4.9 weeks average run per theater","$4,285,535","October 29th, 1999 (Limited) by Miramax, released as Princess MononokeJanuary 5th, 2017 (Special Engagement) by Fathom Events, released as Princess Mononoke (1999) (Re-Release)April 3rd, 2022 (Special Engagement) by Fathom Events, released as Princess Mononoke",PG-13 for images of violence and gore,134 minutes,vs. Sen to Chihiro no KamikakushiCreate your own comparison chart…,"Prince/Princess, Anime, Voiceover/Narration, Prologue, Non-Chronological, Gods and Goddesses, Demons",Original Screenplay,Action,Hand Animation,Fantasy,"Studio Ghibli, Tokuma Shoten, Nippon Television Network, Dentsu Inc.",Japan,Japanese,"June 27th, 2019 (Wide), released as ПРИНЦЕССА МОНОНОКЕ (Russia (CIS))
July 3rd, 2020 (Wide) (Japan)
September 4th, 2020 (Wide), released as Princesa Mononoke (Spain)
November 12th, 2020 (Wide) (Australia)
July 14th, 2022 (Limited), released as Principessa Mononoke (Italy)
... Show all releases
","October 19th, 2000 by Buena Vista Home Entertainment, released as Princess Mononoke",,"$2,374,107","$147,971,756","$150,345,863",,
126,https://www.the-numbers.com/movie/Music-of-the-Heart,[],"[['Wes Craven', 'Director'], ['Pamela Gray', 'Screenwriter'], ['Harvey Weinstein', 'Executive Producer'], ['Bob Weinstein', 'Executive Producer']]","$3,653,281 (24.6% of total gross)",4.06 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"1,349 opening theaters/1,353 max. theaters, 5.8 weeks average run per theater","$26,795,428","October 29th, 1999 (Wide) by Miramax",PG for brief mild language and sensuality,123 minutes,Create your own comparison chart…,"Biographical Drama, Biography, 1980s, Set in New York City, Set in New York, Inspirational Teacher, Musicians",Based on Movie,Drama,Live Action,Dramatization,,United States,,,,,"$14,849,583",,,,
127,https://www.the-numbers.com/movie/Bachelor-The,"['Hal Holbrook', 'James Cromwell', 'Artie Lange', 'Edward Asner', 'Marley Shelton', 'Peter Ustinov', ""Chris O'Donnell"", 'Renée Zellweger']","[['Gary Sinyor', 'Director'], ['Roi Cooper Megrue', 'Screenwriter'], ['Jean Havez', 'Screenwriter'], ['Clyde Bruckman', 'Screenwriter'], ['Joseph Mitchell', 'Screenwriter'], ['Steve Cohen', 'Screenwriter'], ['Michael De Luca', 'Executive Producer'], [""Chris O'Donnell"", 'Executive Producer'], ['Donna Langley', 'Executive Producer']]","$7,480,288 (34.4% of total gross)",2.91 (domestic box office/biggest weekend),58.9% (domestic box office/worldwide),"$21,000,000 (worldwide box office is 1.8 times production budget)","2,522 opening theaters/2,524 max. theaters, 4.5 weeks average run per theater","$39,178,788","November 5th, 1999 (Wide) by New Line",PG-13 for language,101 minutes,vs. The SwitchCreate your own comparison chart…,Romance,Remake,Romantic Comedy,Live Action,Contemporary Fiction,,United States,English,,,,"$21,731,001","$15,151,377","$36,882,378",,
128,https://www.the-numbers.com/movie/Bone-Collector-The,"['Queen Latifah', 'Michael Rooker', 'Mike McGlone', 'Luis Guzmán', 'Leland Orser', ""Ed O'Neill"", 'Denzel Washington', 'Angelina Jolie']","[['Phillip Noyce', 'Director'], ['Jeremy Iacone', 'Screenwriter'], ['Jeffery Deaver', 'Story Creator'], ['Martin Bregman', 'Producer'], ['Michael Bregman', 'Producer'], ['Louis A. Stroller', 'Producer'], ['Dean Semler', 'Director of Photography'], ['Nigel Phelps', 'Production Designer'], ['William Hoy', 'Editor'], ['Craig Armstrong', 'Composer']]","$16,712,020 (25.1% of total gross)",3.98 (domestic box office/biggest weekend),43.9% (domestic box office/worldwide),"$48,000,000 (worldwide box office is 3.2 times production budget)","2,587 opening theaters/2,623 max. theaters, 7.4 weeks average run per theater","$119,738,559","November 5th, 1999 (Wide) by Universal","R for strong violent content including grisly images, and for language",118 minutes,vs. Alex CrossCreate your own comparison chart…,"Serial Killer, Film Noir, Crime Thriller, Revenge, Surprise Twist",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Anthony Bregman, Martin Bregman",United States,English,,"March 14th, 2000 by Universal Home Entertainment",,"$66,488,090","$84,975,000","$151,463,090",,
129,https://www.the-numbers.com/movie/Insider-The,"['Christopher Plummer', 'Diane Venora', 'Philip Baker Hall', 'Lindsay Crouse', 'Debi Mazar', 'Russell Crowe']","[['Michael Mann', 'Director'], ['Eric Roth', 'Screenwriter'], ['Michael Mann', 'Screenwriter'], ['Michael Mann', 'Producer'], ['Pieter Jan Brugge', 'Producer'], ['Dante Spinotti', 'Cinematographer'], ['Brian Morris', 'Production Designer'], ['William Goldenberg', 'Editor'], ['Paul Rubell', 'Editor'], ['Anna Sheppard', 'Costume Designer'], ['Lisa Gerrard', 'Composer'], ['Pieter Bourke', 'Composer']]","$6,712,361 (23.2% of total gross)",4.32 (domestic box office/biggest weekend),48.1% (domestic box office/worldwide),"$68,000,000 (worldwide box office is 0.9 times production budget)","1,809 opening theaters/1,846 max. theaters, 6.8 weeks average run per theater","$51,989,673","November 5th, 1999 (Wide) by Walt Disney",R for language,158 minutes,vs. The SoloistCreate your own comparison chart…,"News, Whistleblowers, Biographical Drama, Biography, Corporate Malfeasance, Prologue, Investigative Journalist, 2000 Oscars Best Picture Nominee",Based on Factual Book/Article,Drama,Live Action,Dramatization,,United States,,,"February 19th, 2013 by Walt Disney Home Entertainment",,"$28,965,197","$31,300,000","$60,265,197",,
130,https://www.the-numbers.com/movie/Light-It-Up,[],"[['Craig Bolotin', 'Director'], ['Craig Bolotin', 'Screenwriter'], ['Harry Gregson-Williams', 'Composer']]","$2,408,613 (41.0% of total gross)",2.44 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$13,000,000 (worldwide box office is 0.5 times production budget)","1,219 opening theaters/1,254 max. theaters, 3.1 weeks average run per theater","$10,593,734","November 10th, 1999 (Wide) by 20th Century Fox",R for language and violent content.,99 minutes,vs. Black Snake MoanCreate your own comparison chart…,"Hostage, Hood Film, Crime Drama, Set in Queens NY, Set in New York City, Set in New York, Political Protest, African Americans, Police Brutality",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,,,,,"$5,871,603",,,,
131,https://www.the-numbers.com/movie/Pokemon-The-First-Movie,['Veronica Taylor'],[],"$31,036,678 (36.2% of total gross)",2.76 (domestic box office/biggest weekend),52.4% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 5.5 times production budget)","3,043 opening theaters/3,043 max. theaters, 7.1 weeks average run per theater","$154,607,557","November 10th, 1999 (Wide) by Warner Bros.",G,96 minutes,vs. Pokemon 2000Create your own comparison chart…,"Toy Adaptations, Anime",Based on Game,Adventure,Hand Animation,Kids Fiction,,Japan,Japanese,"October 15th, 2015 (Limited), released as Pokemon: The First Movie: Mewtwo Strikes Back (Australia)
",,Pokemon,"$85,744,662","$77,900,000","$163,644,662",,
132,https://www.the-numbers.com/movie/Anywhere-But-Here,[],"[['Wayne Wang', 'Director'], ['Alvin Sargent', 'Screenwriter'], ['Danny Elfman', 'Composer']]","$5,607,137 (30.1% of total gross)",3.33 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$23,000,000 (worldwide box office is 0.8 times production budget)","1,672 opening theaters/1,686 max. theaters, 5.5 weeks average run per theater","$38,320,234","November 12th, 1999 (Wide) by 20th Century Fox",PG-13 for sex-related material,114 minutes,vs. Out of the FurnaceCreate your own comparison chart…,"Comedy Drama, Coming of Age, Dysfunctional Family, Romance, Relationships Gone Wrong, Step-Family",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,,,,,,"$18,653,615",,,,
133,https://www.the-numbers.com/movie/Dogma,"['Alan Rickman', 'Ben Affleck', 'Matt Damon', 'Linda Fiorentino', 'Salma Hayek', 'Jason Lee', 'Jason Mewes', 'Chris Rock']","[['Kevin Smith', 'Director'], ['Kevin Smith', 'Screenwriter'], ['Scott Mosier', 'Producer'], ['Laura Greenlee', 'Co-Producer'], ['Jonathan Gordon', 'Executive Producer'], ['Robert Yeoman', 'Director of Photography'], ['Howard Shore', 'Composer'], ['Randall Poster', 'Music Supervisor'], ['Kevin Smith', 'Editor'], ['Scott Mosier', 'Editor'], ['Abigail Murray', 'Costume Designer'], ['Robert ""Ratface"" Holtzman*', 'Production Designer']]","$8,669,945 (28.3% of total gross)",3.54 (domestic box office/biggest weekend),69.7% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 4.4 times production budget)","1,269 opening theaters/1,330 max. theaters, 6.5 weeks average run per theater","$55,156,248","November 12th, 1999 (Wide) by Lionsgate","R for strong language including sex-related dialogue, violence, crude humor and some drug content",125 minutes,vs. ConstantineCreate your own comparison chart…,"Religious, Demons, Satirical Comedy, Satire, Angels, End of the World, Revenge, Gods and Goddesses, Catholic",Original Screenplay,Comedy,Live Action,Contemporary Fiction,View Askew,United States,English,,"December 3rd, 2002 by Sony Pictures Home Entertainment",View Askewniverse,"$30,651,422","$13,297,443","$43,948,865",,
134,https://www.the-numbers.com/movie/Messenger-The-The-Story-of-Joan-of-Arc,"['John Malkovich', 'Faye Dunaway', 'Dustin Hoffman', 'Pascal Greggory', 'Vincent Cassel', 'Tcheky Karyo', 'Richard Ridings', 'Desmond Harrington', 'Timothy West', 'Milla Jovovich']","[['Luc Besson', 'Director'], ['Patrice Ledoux', 'Producer'], ['Andrew Birkin', 'Screenwriter'], ['Luc Besson', 'Screenwriter'], ['Thierry Arbogast', 'Director of Photography'], ['Hugues Tissandier', 'Production Designer'], ['Sylvie Landra', 'Editor'], ['Catherine Leterrier', 'Costume Designer'], ['Eric Serra', 'Composer'], ['Stephane Moreno Carpio', 'Second Assistant Director']]","$6,360,968 (44.6% of total gross)",2.24 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 0.3 times production budget)","2,147 opening theaters/2,148 max. theaters, 3.7 weeks average run per theater","$25,748,764","November 12th, 1999 (Wide) by Sony Pictures","R for strong graphic battles, a rape and some language",148 minutes,vs. InvictusCreate your own comparison chart…,"1400s, Set in France, Historical Drama, Religious, War",Based on Real Life Events,Drama,Live Action,Dramatization,"Columbia Pictures, Gaumont","Czech Republic, France","English, Latin",,,,"$14,271,297",,,,
135,https://www.the-numbers.com/movie/Sleepy-Hollow-(1999),"['Miranda Richardson', 'Michael Gambon', 'Casper Van Dien', 'Jeffrey Jones', 'Johnny Depp', 'Christina Ricci']","[['Tim Burton', 'Director'], ['Andrew Kevin Walker', 'Screenwriter'], ['Washington Irving', ""Based on the story 'The Legend of Sleepy Hollow'""], ['Emmanuel Lubezki', 'Cinematographer'], ['Chris Lebenzon', 'Editor'], ['Danny Elfman', 'Composer'], ['Andrew Nicholson', 'Art Director']]","$30,060,467 (29.7% of total gross)",3.36 (domestic box office/biggest weekend),48.8% (domestic box office/worldwide),"$70,000,000 (worldwide box office is 3.0 times production budget)","3,064 opening theaters/3,069 max. theaters, 8.5 weeks average run per theater","$181,585,991","November 19th, 1999 (Wide) by Paramount Pictures","R for graphic horror violence and gore, and for a scene of sexuality",105 minutes,vs. The Amityville HorrorCreate your own comparison chart…,"Visual Effects, 1700s, Colonial United States, Gothic Horror, Supernatural",Based on Fiction Book/Short Story,Horror,Live Action,Historical Fiction,"Paramount Pictures, Mandalay Vision, Scott Rudin Productions, American Zoetrope",United States,English,,"May 23rd, 2000 by Paramount Home Video",,"$101,068,340","$106,000,000","$207,068,340",,
136,https://www.the-numbers.com/movie/Toy-Story-2,"['Joan Cusack', 'Kelsey Grammer', 'Don Rickles', 'Jim Varney', 'Wallace Shawn', 'John Ratzenberger', 'Annie Potts', 'Wayne Knight', 'John Morris', 'Laurie Metcalf', 'Estelle Harris', 'R. Lee Ermey', 'Jodi Benson', 'Jonathan Harris', 'Joe Ranft', 'Andrew Stanton', 'Jeff Pidgeon', 'Tom Hanks', 'Tim Allen']","[['Helene Plotkin', 'Producer'], ['Karen Robert Jackson', 'Producer'], ['Sarah McArthur', 'Executive Producer'], ['John Lasseter', 'Director'], ['Lee Unkrich', 'Co-Producer'], ['Ash Brannon', 'Co-Director'], ['Andrew Stanton', 'Screenwriter'], ['Rita Hsiao', 'Screenwriter'], ['Doug Chamberlin', 'Screenwriter'], ['Chris Webb', 'Screenwriter'], ['John Lasseter', 'Story Creator'], ['Pete Docter', 'Story Creator'], ['Ash Brannon', 'Story Creator'], ['Andrew Stanton', 'Story Creator'], ['Randy Newman', 'Composer']]","$300,163 (0.1% of total gross)",4.28 (domestic box office/biggest weekend),48.1% (domestic box office/worldwide),"$90,000,000 (worldwide box office is 5.7 times production budget)","1 opening theaters/3,257 max. theaters, 11.5 weeks average run per theater","$439,953,785","November 19th, 1999 (Exclusive) by Walt DisneyNovember 26th, 1999 (Expands Wide) by Walt Disney",G,92 minutes,vs. Toy StoryCreate your own comparison chart…,"Living Toys, Family Movie, 3-D, 3-D - Post-production Conversion",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Disney-Pixar, Walt Disney Pictures",United States,English,"November 12th, 2020 (Wide) (Australia)
","March 20th, 2001 by Walt Disney Home Entertainment",Toy Story,"$245,852,179","$265,506,097","$511,358,276",,
137,https://www.the-numbers.com/movie/World-is-Not-Enough-The,"['Sophie Marceau', 'Robert Carlyle', 'Denise Richards', 'Robbie Coltrane', 'Judi Dench', 'Pierce Brosnan']","[['Michael Apted', 'Director'], ['Neal Purvis', 'Screenwriter'], ['Robert Wade', 'Screenwriter'], ['Bruce Feirstein', 'Screenwriter'], ['Neal Purvis', 'Story Creator'], ['Michael G. Wilson', 'Producer'], ['Barbara Broccoli', 'Producer'], ['Robert Wade', 'Story Creator'], ['Anthony Waye', 'Line Producer'], ['Peter Lamont', 'Production Designer'], ['Adrian Biddle', 'Cinematographer'], ['Jim Clark', 'Editor'], ['David Arnold', 'Composer'], ['Lindy Hemming', 'Costume Designer']]","$35,519,007 (28.0% of total gross)",3.57 (domestic box office/biggest weekend),35.1% (domestic box office/worldwide),"$135,000,000 (worldwide box office is 2.7 times production budget)","3,163 opening theaters/3,165 max. theaters, 8.1 weeks average run per theater","$228,184,877","November 19th, 1999 (Wide) by MGM","PG-13 for intense sequences of action violence, some sexuality and innuendo",128 minutes,vs. Tomorrow Never DiesCreate your own comparison chart…,Secret Agent,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,"Eon Productions, Metro-Goldwyn-Mayer Pictures","United Kingdom, United States",English,"November 26th, 1999 (Wide), released as The World Is Not Enough (United Kingdom)
December 23rd, 1999 (Wide) (New Zealand)
","May 16th, 2000 by MGM Video, released as The World Is Not Enough",James Bond,"$126,930,660","$234,800,000","$361,730,660",,
138,https://www.the-numbers.com/movie/End-of-Days,"['Gabriel Byrne', 'Kevin Pollak', 'Robin Tunney', 'Rod Steiger', 'Arnold Schwarzenegger']","[['Peter Hyams', 'Director'], ['John Debney', 'Composer'], ['Thomas A. Bliss', 'Executive Producer']]","$20,523,595 (30.7% of total gross)",3.26 (domestic box office/biggest weekend),31.5% (domestic box office/worldwide),"$100,000,000 (worldwide box office is 2.1 times production budget)","2,593 opening theaters/2,665 max. theaters, 5.8 weeks average run per theater","$120,358,066","November 24th, 1999 (Wide) by Universal","R for intense violence and gore, a strong sex scene and language",120 minutes,vs. LegionCreate your own comparison chart…,"Religious, The Devil, Action Horror, Supernatural",Original Screenplay,Action,Live Action,Fantasy,,United States,English,,"January 5th, 2010 by Universal Home Entertainment",,"$66,889,043","$145,137,932","$212,026,975",,
