,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Video Release:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
139,https://www.the-numbers.com/movie/End-of-the-Affair-The,[],"[['Neil Jordan', 'Director'], ['Neil Jordan', 'Screenwriter']]","$198,535 (1.9% of total gross)",6.43 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$23,000,000 (worldwide box office is 0.5 times production budget)","7 opening theaters/688 max. theaters, 5.3 weeks average run per theater","$18,297,561","December 3rd, 1999 (Limited) by Sony Pictures",R for scenes of strong sexuality,102 minutes,vs. On the RoadCreate your own comparison chart…,"Romantic Drama, 1940s, Romance, Relationships Gone Wrong, Voiceover/Narration, 1930s, Infidelity, World War II, Romance during Wartime, Remake",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,,,,,,"$10,660,147",,,,
140,https://www.the-numbers.com/movie/Cider-House-Rules-The,"['Delroy Lindo', 'Paul Rudd', 'Michael Caine', 'Jane Alexander', 'Kathy Baker', 'Kieran Culkin', 'Heavy D', 'Kate Nelligan', 'Erykah Badu', 'Tobey Maguire', 'Charlize Theron']","[['Lasse Hallström', 'Director'], ['Richard N. Gladstein', 'Producer'], ['John Irving', 'Screenwriter'], ['John Irving', 'Story Creator'], ['Harvey Weinstein', 'Executive Producer'], ['Bob Weinstein', 'Executive Producer'], ['Bobby Cohen', 'Executive Producer'], ['Meryl Poster', 'Executive Producer'], ['Alan C. Blomquist', 'Co-Producer'], ['Leslie Holleran', 'Co-Producer'], ['Oliver Stapleton', 'Director of Photography'], ['David Gropman', 'Production Designer'], ['Lisa Zeno Churgin', 'Editor'], ['Renee Ehrlich Kalfus', 'Costume Designer'], ['Rachel Portman', 'Composer'], ['Billy Hopkins', 'Casting Director'], ['Suzanne Smith', 'Casting Director'], ['Kerry Barden', 'Casting Director']]","$110,098 (0.2% of total gross)",14.15 (domestic box office/biggest weekend),65.0% (domestic box office/worldwide),,"8 opening theaters/1,738 max. theaters, 11.2 weeks average run per theater","$98,341,189","December 10th, 1999 (Wide) by Miramax","PG-13 for mature thematic elements, sexuality, nudity, substance abuse and some violence.",125 minutes,vs. Tea with MussoliniCreate your own comparison chart…,"Coming of Age, Political, Novel or Other Work Adapted by Author, Doctors, Historical Drama, 2000 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Miramax Films, FilmColony",United States,English,,,,"$57,547,209","$31,000,000","$88,547,209",,
141,https://www.the-numbers.com/movie/Deuce-Bigalow-Male-Gigolo,"['William Forsythe', 'Eddie Griffin', 'Arija Bareikis', 'Rob Schneider']","[['Teddy Castellucci', 'Composer']]","$12,224,016 (18.7% of total gross)",5.36 (domestic box office/biggest weekend),70.5% (domestic box office/worldwide),"$18,000,000 (worldwide box office is 5.2 times production budget)","2,154 opening theaters/2,162 max. theaters, 8.6 weeks average run per theater","$116,307,117","December 10th, 1999 (Wide) by Walt Disney","R for sexual content, language and crude humor.",88 minutes,vs. Deuce Bigalow: European GigoloCreate your own comparison chart…,"Prostitution, Farcical / Slapstick Comedy, Money Troubles, Epilogue, Death of a Pet, Revenge, Romance",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Happy Madison,United States,English,,,Deuce Bigelow,"$65,535,067","$27,400,000","$92,935,067",,
142,https://www.the-numbers.com/movie/Green-Mile-The-(1999),"['David Morse', 'Bonnie Hunt', 'James Cromwell', 'Michael Jeter', 'Patricia Clarkson', 'Tom Hanks', 'Michael Clarke Duncan']","[['Frank Darabont', 'Director'], ['Frank Darabont', 'Screenwriter'], ['Stephen King', 'based on the novel by'], ['David Valdes', 'Producer'], ['Frank Darabont', 'Producer'], ['Thomas Newman', 'Composer']]","$18,017,152 (13.2% of total gross)",7.59 (domestic box office/biggest weekend),47.1% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 4.8 times production budget)","2,875 opening theaters/2,878 max. theaters, 12.2 weeks average run per theater","$240,701,074","December 10th, 1999 (Wide) by Warner Bros.","R for violence, language and some sex-related material.",187 minutes,vs. Charlotte's WebCreate your own comparison chart…,"Surprise Twist, Prison, Wrongfully Convicted, Terminal Illness, Supernatural, Life Drama, 2000 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Castle Rock Entertainment, Darkwoods",United States,English,,"June 13th, 2000 by Warner Home Video",,"$136,801,374","$153,900,000","$290,701,374",,
143,https://www.the-numbers.com/movie/Anna-and-the-King,[],"[['Andy Tennant', 'Director'], ['George Fenton', 'Composer']]","$5,223,416 (13.3% of total gross)",7.32 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$75,000,000 (worldwide box office is 0.5 times production budget)","2,132 opening theaters/2,140 max. theaters, 6.6 weeks average run per theater","$69,345,622","December 17th, 1999 (Wide) by 20th Century Fox",PG-13 for some intense violent sequences,,vs. GandhiCreate your own comparison chart…,"Biographical Drama, Romance, Epilogue, Voiceover/Narration, Cross-Culture Romance",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,,,,,"February 4th, 2003 by Fox Home Entertainment",,"$39,251,128",,,,
144,https://www.the-numbers.com/movie/Bicentennial-Man-(1999),"['Sam Neill', 'Embeth Davidtz', 'Wendy Crewson', 'Oliver Platt', 'Robin Williams']","[['Chris Columbus', 'Director'], ['Wolfgang Pampel', 'Producer'], ['Gail Katz', 'Producer'], ['Laurence Mark', 'Producer'], ['Neal Miller', 'Producer'], ['Chris Columbus', 'Producer'], ['Mark Radcliffe', 'Producer'], ['Michael Barnathan', 'Producer'], ['Nicholas Kazan', 'Screenwriter'], ['Isaac Asimov', 'Based on the Short Story \'The Bicentennial Man"" and the Novel ""Positronic Man"" by'], ['Dan Kolsrud', 'Executive Producer'], ['James Horner', 'Composer'], ['Phil Meheux', 'Director of Photography'], ['Norman Reynolds', 'Production Designer'], ['Neil Travis', 'Editor'], ['Joseph G. Aulisi', 'Costume Designer']]","$8,234,926 (14.1% of total gross)",7.03 (domestic box office/biggest weekend),66.6% (domestic box office/worldwide),"$90,000,000 (worldwide box office is 1.0 times production budget)","2,518 opening theaters/2,767 max. theaters, 6.7 weeks average run per theater","$103,163,289","December 17th, 1999 (Wide) by Walt Disney",PG for language and some sexual content.,131 minutes,vs. ContactCreate your own comparison chart…,"Robot, Comedy Drama",Based on Fiction Book/Short Story,Drama,Live Action,Science Fiction,"1492 Pictures, Laurence Mark, Radiant Productions",United States,English,,,,"$58,220,776","$29,200,000","$87,420,776",,
145,https://www.the-numbers.com/movie/Magnolia,"['Melinda Dillon', 'Philip Baker Hall', 'Philip Seymour Hoffman', 'Ricky Jay', 'William H. Macy', 'Alfred Molina', 'John C. Reilly', 'Jason Robards, Jr.', 'Melora Walters', 'Jeremy Blackman', 'Tom Cruise', 'Julianne Moore']","[['Paul Thomas Anderson', 'Director'], ['Paul Thomas Anderson', 'Screenwriter'], ['Paul Thomas Anderson', 'Producer'], ['Joanne Sellar', 'Producer'], ['Michael De Luca', 'Executive Producer'], ['Lynn Harris', 'Executive Producer'], ['William Arnold', 'Production Designer'], ['Mark Bridges', 'Production Designer'], ['Dylan Tichenor', 'Editor'], ['Aimee Mann', 'Composer'], ['Robert Elswit', 'Director of Photography']]","$193,604 (0.9% of total gross)",3.94 (domestic box office/biggest weekend),46.3% (domestic box office/worldwide),"$37,000,000 (worldwide box office is 1.3 times production budget)","7 opening theaters/1,086 max. theaters, 5.9 weeks average run per theater","$38,275,222","December 17th, 1999 (Wide) by New Line","R for strong language, drug use, sexuality and violence",189 minutes,vs. The MasterCreate your own comparison chart…,"Terminal Illness, Life Drama, Ensemble, Cancer, Addiction, TV Industry, Motivational Speaker, Dysfunctional Family, Money Troubles, Fired, Child Abuse, Suicide Attempt, Prescription Drug Abuse, Romance, LGBTQ+, Divorcée Romance, Voiceover/Narration",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Joanne Seller, Ghoulardi Film Company",United States,English,"April 15th, 2000 (Wide), released as Magnolia (매그놀리아) (South Korea)
April 21st, 2000 (Wide) (Portugal)
August 3rd, 2000 (Limited) (New Zealand)
January 13th, 2022 (Wide) (Portugal)
March 2nd, 2023 (Limited) (New Zealand)
... Show all releases
",,,"$22,450,975","$25,995,827","$48,446,802",,
146,https://www.the-numbers.com/movie/Stuart-Little,"['Geena Davis', 'Hugh Laurie', 'Jonathan Lipnicki']","[['Rob Minkoff', 'Director'], ['M. Night Shyamalan', 'Screenwriter'], ['Greg Brooker', 'Screenwriter'], ['E.B. White', 'Story Creator'], ['Douglas Wick', 'Producer'], ['Jeff Franklin', 'Executive Producer'], ['Steve Waterman', 'Executive Producer'], ['Jason Clark', 'Executive Producer'], ['Bill Brzeski', 'Production Designer'], ['Tom Finan', 'Editor'], ['Julie Rogers', 'Editor'], ['Alan Silvestri', 'Composer'], ['Guillermo Navarro', 'Cinematographer']]","$15,018,223 (10.7% of total gross)",8.74 (domestic box office/biggest weekend),46.9% (domestic box office/worldwide),"$105,000,000 (worldwide box office is 2.8 times production budget)","2,878 opening theaters/3,151 max. theaters, 10.8 weeks average run per theater","$246,451,297","December 17th, 1999 (Wide) by Sony Pictures",PG for brief language,92 minutes,vs. Big DaddyCreate your own comparison chart…,"Talking Animals, Animal Lead, Set in New York City, Set in New York, Orphanage, Orphan, Kidnap, Adopted Family",Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction,"Douglas Wick, Franklin/Waterman, Columbia Pictures",United States,English,,"April 18th, 2000 by Sony Pictures Home Entertainment",Stuart Little,"$140,015,224","$158,800,000","$298,815,224",,
147,https://www.the-numbers.com/movie/Sunshine-(2000),[],"[['Istvan Szabo', 'Director'], ['Israel Horovitz', 'Screenwriter'], ['Istvan Szabo', 'Screenwriter']]",,10.91 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,,"$8,677,608","December 17th, 1999 (Limited) by Paramount Vantage","R for strong sexuality, and for violence, language and nudity",180 minutes,vs. MoonCreate your own comparison chart…,"Historical Drama, Jewish, Set in Hungary, 1890s, 1900s, 1910s, 1920s, 1930s, 1940s, 1950s, Lawyers, Death of a Spouse or Fiancée / Fiancé, World War I, Revolution, Communism, Royalty, Fencing, Olympics, Catholic, Death of a Sibling, Nazi, Bigotry, Holocaust, Holocaust Survivor, Autumn Years, 1980s",Original Screenplay,Drama,Live Action,Historical Fiction,,"Australia, Canada, France, Germany, Hungary","English, French",,,,"$5,095,981",,,,
148,https://www.the-numbers.com/movie/Topsy-Turvy,[],"[['Mike Leigh', 'Director']]","$32,718 (0.5% of total gross)",8.34 (domestic box office/biggest weekend),79.5% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 0.4 times production budget)","2 opening theaters/224 max. theaters, 7.9 weeks average run per theater","$10,567,508","December 17th, 1999 (Limited) by USA Films",R for a scene of risque nudity,,vs. The Greatest ShowmanCreate your own comparison chart…,,Based on Real Life Events,Musical,Live Action,Dramatization,,,,"November 14th, 2021 (Wide), released as Topsy-Turvy (United Kingdom)
",,,"$6,201,757","$1,595,587","$7,797,344",,
149,https://www.the-numbers.com/movie/Girl-Interrupted-(1999),"['Clea DuVall', 'Brittany Murphy', 'Elisabeth Moss', 'Jared Leto', 'Jeffrey Tambor', 'Vanessa Redgrave', 'Whoopi Goldberg', 'Winona Ryder', 'Angelina Jolie']","[['James Mangold', 'Director'], ['Douglas Wick', 'Producer'], ['Cathy Konrad', 'Producer'], ['James Mangold', 'Screenwriter'], ['Lisa Loomer', 'Screenwriter'], ['Anna Hamilton Phelan', 'Screenwriter'], ['Carol Bodie', 'Executive Producer'], ['Winona Ryder', 'Executive Producer'], ['Jack Green', 'Cinematographer'], ['Richard Hoover', 'Production Designer'], ['Kevin Tent', 'Editor'], ['Arianne Phillips', 'Costume Designer'], ['Mychael Danna', 'Composer'], ['Georgia Kacandes', 'Co-Producer']]","$95,399 (0.3% of total gross)",3.10 (domestic box office/biggest weekend),59.8% (domestic box office/worldwide),"$24,000,000 (worldwide box office is 2.0 times production budget)","9 opening theaters/1,935 max. theaters, 5.4 weeks average run per theater","$49,163,653","December 21st, 1999 (Wide) by Sony Pictures","R for strong language and content relating to drugs, sexuality and suicide",127 minutes,vs. Beyond the SeaCreate your own comparison chart…,"Biographical Drama, Biography, Suicide Attempt, Mental Illness, Mental Hospital, 1960s, Suicide, Child Abuse, Runaway, Infidelity, Romance, Relationships Gone Wrong, Vietnam War",Based on Real Life Events,Drama,Live Action,Dramatization,Red Wagon Entertainment,"Germany, United States",English,,"January 1st, 2000 by Sony Pictures Home Entertainment",,"$28,871,190","$19,437,559","$48,308,749",,
150,https://www.the-numbers.com/movie/Any-Given-Sunday-(1999),"['Matthew Modine', 'Charlton Heston', 'Ann-Margret', 'Aaron Eckhart', 'John C. McGinley', 'Al Pacino', 'Cameron Diaz', 'Dennis Quaid', 'James Woods', 'Jamie Foxx', 'LL Cool J']","[['Oliver Stone', 'Director'], ['Lauren Shuler Donner', 'Producer'], ['Clayton Townsend', 'Producer'], ['Dan Halsted', 'Producer'], ['John Logan', 'Screenwriter'], ['Oliver Stone', 'Screenwriter'], ['Daniel Pyne', 'Story Creator'], ['John Logan', 'Story Creator'], ['Richard Donner', 'Executive Producer'], ['Oliver Stone', 'Executive Producer'], ['Salvatore Totino', 'Director of Photography'], ['Victor Kempster', 'Production Designer'], ['Thomas J. Nordberg', 'Editor'], ['Keith Salmon', 'Editor'], ['Stuart Waks', 'Editor'], ['Eric Hamburg', 'Co-Producer'], ['Jonathan Krauss', 'Co-Producer']]","$13,584,625 (18.0% of total gross)",5.56 (domestic box office/biggest weekend),75.4% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 1.7 times production budget)","2,505 opening theaters/2,505 max. theaters, 7.5 weeks average run per theater","$151,850,298","December 22nd, 1999 (Wide) by Warner Bros.","R for language, sexuality/nudity and drug content.",164 minutes,vs. You’ve Got MailCreate your own comparison chart…,"Football, Sports Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,Warner Bros.,United States,English,,"September 1st, 2000 by Warner Home Video",,"$75,530,832","$24,700,000","$100,230,832",,
151,https://www.the-numbers.com/movie/Man-on-the-Moon,[],"[['Miloš Forman', 'Director']]","$7,515,585 (21.7% of total gross)",4.60 (domestic box office/biggest weekend),72.9% (domestic box office/worldwide),"$52,000,000 (worldwide box office is 0.9 times production budget)","2,079 opening theaters/2,080 max. theaters, 4.6 weeks average run per theater","$61,459,596","December 22nd, 1999 (Wide) by Universal",R for language and brief sexuality/nudity,,vs. J. EdgarCreate your own comparison chart…,"Biography, Wrestling, Biographical Drama, 1970s, 1980s, Cancer, Terminal Illness, About a Stand Up Comedian",Based on Real Life Events,Drama,Live Action,Dramatization,Jersey Films,United Kingdom,,,,,"$34,580,635","$12,827,000","$47,407,635",,
152,https://www.the-numbers.com/movie/Angelas-Ashes,"['Emily Watson', 'Robert Carlyle']","[['Alan Parker', 'Director'], ['Scott Rudin', 'Producer'], ['David Brown', 'Producer'], ['Alan Parker', 'Producer'], ['Laura Jones', 'Screenwriter'], ['Alan Parker', 'Screenwriter'], ['Frank McCourt', 'Story based upon the book by'], ['David Wimbury', 'Line Producer'], ['Adam Schroeder', 'Executive Producer'], ['Eric Steel', 'Executive Producer'], ['Michael Seresin', 'Director of Photography'], ['Gerry Hambling', 'Editor'], ['Geoffrey Kirkland', 'Production Designer'], ['Consolata Boyle', 'Costume Designer'], ['John Williams', 'Composer']]","$54,628 (0.4% of total gross)",4.05 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 0.5 times production budget)","6 opening theaters/614 max. theaters, 9.6 weeks average run per theater","$22,201,964","December 24th, 1999 (Limited) by Paramount Pictures","R for sexual content and some language.
Appeal Upheld",145 minutes,vs. Dangerous LiaisonsCreate your own comparison chart…,"Coming of Age, 1930s, Immigration, Family Drama, Set in Ireland, Poverty, Dysfunctional Family, Addiction, Fired, Homeless, Autobiographical",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Scott Rudin Productions, Paramount Pictures, Universal Pictures International, David Brown, Dirty Hands","Ireland, United States",English,,"August 1st, 2017 by Paramount Home Video",,"$13,038,660",,,,
153,https://www.the-numbers.com/movie/Cirque-du-Soleil-Journey-of-Man,[],"[['Keith Melton', 'Director']]","$49,837 (0.3% of total gross)",59.41 (domestic box office/biggest weekend),56.3% (domestic box office/worldwide),,"7 opening theaters/133 max. theaters, 12.8 weeks average run per theater","$25,827,947","May 5th, 2000 (IMAX) by Sony Pictures Classics",G,39 minutes,vs. Moulin RougeCreate your own comparison chart…,Short Film,Original Screenplay,Musical,Live Action,Fantasy,,Canada,English,"December 24th, 1999 (Wide), released as Cirque Du Soleil: Journey Of Man (Australia)
","October 30th, 2001 by Sony Pictures Home Entertainment",Cirque du Soleil,"$15,626,076","$12,125,705","$27,751,781",,
154,https://www.the-numbers.com/movie/Galaxy-Quest,"['Tony Shalhoub', 'Sam Rockwell', 'Tim Allen', 'Sigourney Weaver', 'Alan Rickman']","[['Dean Parisot', 'Director'], ['David Howard', 'Screenwriter'], ['Robert Gordon', 'Screenwriter'], ['Elizabeth Cantillon', 'Executive Producer'], ['Charles Newirth', 'Producer'], ['Mark Johnson', 'Producer'], ['Linda Descenna', 'Production Designer'], ['Don Zimmerman', 'Editor'], ['David Newman', 'Composer'], ['Jerzy Zielinski', 'Director of Photography']]","$7,012,630 (9.8% of total gross)",7.36 (domestic box office/biggest weekend),78.9% (domestic box office/worldwide),"$45,000,000 (worldwide box office is 2.0 times production budget)","2,412 opening theaters/2,450 max. theaters, 9.2 weeks average run per theater","$124,348,584","December 24th, 1999 (Wide) by Dreamworks SKG","PG for some action violence, mild language and sensuality",102 minutes,vs. My Favorite MartianCreate your own comparison chart…,Spoof,Original Screenplay,Adventure,Live Action,Science Fiction,"DreamWorks Pictures, Mark Johnson",United States,English,"November 19th, 2020 (Limited) (Australia)
","May 12th, 2009 by Warner Home Video",,"$71,423,726","$19,100,000","$90,523,726",,
155,https://www.the-numbers.com/movie/Play-it-to-the-Bone,"['Lolita Davidovich', 'Lucy Liu*', 'Tom Sizemore', 'Robert Wagner', 'Woody Harrelson', 'Antonio Banderas']","[['Ron Shelton', 'Director'], ['Ron Shelton', 'Screenwriter'], ['Stephen Chin', 'Producer'], ['David Lester', 'Executive Producer']]","$3,366 (0.0% of total gross)",2.46 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$24,000,000 (worldwide box office is 0.4 times production budget)","1 opening theaters/1,588 max. theaters, 3.2 weeks average run per theater","$14,337,533","December 24th, 1999 (Wide) by Walt Disney","R for brutal ring violence, strong sexuality including dialogue, nudity, pervasive language and some drug content",124 minutes,"vs. Surfer, DudeCreate your own comparison chart…","Boxing, Sports Comedy, Athletes Past Their Prime, Underdog, Comeback",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,,,"$8,427,204",,,,
156,https://www.the-numbers.com/movie/Snow-Falling-on-Cedars,"['James Cromwell', 'Richard Jenkins', 'James Rebhorn', 'Sam Shepard', 'Rick Yune', 'Max von Sydow', 'Ethan Hawke', 'Youki Kudoh']","[['Scott Hicks', 'Director'], ['Scott Hicks', 'Screenwriter'], ['David Guterson', 'Story Creator'], ['Kathleen Kennedy', 'Producer'], ['Frank Marshall', 'Producer'], ['Harry J. Ufland', 'Producer'], ['Carol Baum', 'Executive Producer'], ['Lloyd A. Silverrman', 'Executive Producer'], ['Jeannine Oppewall', 'Production Designer'], ['Hank Corwin', 'Editor'], ['James Newton Howard', 'Composer'], ['Robert Richardson', 'Director of Photography']]","$32,135 (0.2% of total gross)",3.68 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$36,000,000 (worldwide box office is 0.4 times production budget)","3 opening theaters/1,155 max. theaters, 5.7 weeks average run per theater","$24,476,720","December 24th, 1999 (Wide) by Universal","PG-13 for disturbing images, sensuality and brief strong language",127 minutes,vs. De rouille et d’osCreate your own comparison chart…,"Historical Drama, Bigotry, Romance, Asian-Americans",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"The Kennedy/Marshall Company, Harry J. Ulfand, Ron Bass",United States,English,,"May 30th, 2000 by Universal Home Entertainment",,"$14,378,353",,,,
157,https://www.the-numbers.com/movie/Talented-Mr-Ripley-The,"['Cate Blanchett', 'Philip Seymour Hoffman', 'Jack Davenport', 'James Rebhorn', 'Sergio Rubini', 'Philip Baker Hall', 'Matt Damon', 'Gwyneth Paltrow', 'Jude Law']","[['Anthony Minghella', 'Director'], ['William Horberg', 'Producer'], ['Tom Sternberg', 'Producer'], ['Anthony Minghella', 'Screenwriter'], ['Patricia Highsmith', 'Based on the Novel By'], ['Sydney Pollack', 'Executive Producer'], ['John Seale', 'Director of Photography'], ['Walter Murch', 'Editor'], ['Roy Walker', 'Production Designer'], ['Ann Roth', 'Costume Designer'], ['Gary Jones', 'Costume Designer'], ['Gabriel Yared', 'Composer'], ['Alessandro Von Normann', 'Co-Producer'], ['Paul Zaentz', 'Co-Producer']]","$12,738,237 (15.7% of total gross)",6.38 (domestic box office/biggest weekend),63.1% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 3.2 times production budget)","2,307 opening theaters/2,370 max. theaters, 8.6 weeks average run per theater","$142,431,264","December 24th, 1999 (Wide) by Paramount Pictures","R for violence, language and brief nudity.",139 minutes,vs. ColossalCreate your own comparison chart…,"Film Noir, Psychological Thriller, Erotic Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Historical Fiction,"Mirage Enterprises, Timnick Film",United States,English,"February 24th, 2000 (Wide) (Australia)
February 24th, 2000 (Wide) (New Zealand)
March 4th, 2000 (Wide) (South Korea)
","June 27th, 2000 by Warner Home Video",Ripley,"$81,292,135","$47,499,995","$128,792,130",,
158,https://www.the-numbers.com/movie/Hurricane-The-(1999),"['John Hannah', 'Deborah Kara Unger', 'Liev Schreiber', 'Vicellous Reon Shannon', 'David Paymer', 'Dan Hedaya', 'Harris Yulin', 'Rod Steiger', 'Denzel Washington']","[['Norman Jewison', 'Director'], ['Armyan Bernstein', 'Screenwriter'], ['Dan Gordon', 'Screenwriter'], ['Rubin ""Hurricane"" Carter*', 'Based on the Non-Fiction Book ""Lazarus and the Hurricane"" by'], ['Armyan Bernstein', 'Producer'], ['John Ketcham', 'Producer'], ['Norman Jewison', 'Producer'], ['Irving Azoff', 'Executive Producer'], ['Tom Rosenberg', 'Executive Producer'], ['Rudy Langlais', 'Executive Producer'], ['Thomas A. Bliss', 'Executive Producer'], ['Marc Abraham', 'Executive Producer'], ['William Teitler', 'Executive Producer'], ['Roger Deakins', 'Director of Photography'], ['Philip Rosenberg', 'Production Designer'], ['Stephen Rivkin', 'Editor'], ['Aggie Guerard Rodgers', 'Costume Designer'], ['Christopher Young', 'Composer'], ['G. Marq Roswell', 'Music Supervisor']]","$384,640 (0.8% of total gross)",4.82 (domestic box office/biggest weekend),68.6% (domestic box office/worldwide),"$38,000,000 (worldwide box office is 1.9 times production budget)","11 opening theaters/2,720 max. theaters, 5.7 weeks average run per theater","$86,310,736","December 29th, 1999 (Limited) by Universal",R for language and some violence.,146 minutes,vs. Deep Sea 3DCreate your own comparison chart…,"Boxing, Biographical Drama",Based on Real Life Events,Drama,Live Action,Dramatization,Beacon Pictures,United States,English,,"July 11th, 2000 by Universal Home Entertainment",,"$50,699,241","$23,257,000","$73,956,241",,
159,https://www.the-numbers.com/movie/Fantasia-2000-(Theatrical-Release),"['Angela Lansbury', 'Steve Martin', 'James Earl Jones', 'Bette Midler']","[['Roy E. Disney', 'Executive Producer']]","$2,290,525 (3.3% of total gross)",1.33 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 0.9 times production budget)","54 opening theaters/1,313 max. theaters, 5.1 weeks average run per theater","$118,666,650","December 31st, 1999 (IMAX) by Walt DisneyJune 16th, 2000 (Wide) by Walt Disney",G,75 minutes,vs. DinosaurCreate your own comparison chart…,Delayed Sequel,Compilation,Musical,Hand Animation,Fantasy,Walt Disney Animation Studios,,English,"August 5th, 2000 (Wide), released as Fantasia2000 (South Korea)
",,Fantasia,"$69,610,858","$7,776","$69,618,634",,
