,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Franchise:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
0,https://www.the-numbers.com/movie/Season-of-the-Witch,"['Ron Perlman', 'Stephen Campbell Moore', 'Stephen Graham', 'Ulrich Thomsen', 'Claire Foy', 'Robert Sheehan', 'Christopher Lee', 'Nicolas Cage']","[['Dominic Sena', 'Director'], ['Bragi Schut', 'Screenwriter'], ['Charles Roven', 'Producer'], ['Alex Gartner', 'Producer'], ['Ryan Kavanaugh', 'Executive Producer'], ['Steve Alexander', 'Executive Producer'], ['Tucker Tooley', 'Executive Producer'], ['Alan G. Glazer', 'Executive Producer'], ['Tom Karnowski', 'Executive Producer'], ['Amir Mokri', 'Cinematographer']]","$10,612,375 (42.7% of total gross)",2.34 (domestic box office/biggest weekend),27.2% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 2.3 times production budget)","2,816 opening theaters/2,827 max. theaters, 3.6 weeks average run per theater","$32,716,829","January 7th, 2011 (Wide) by Relativity","June 28th, 2011 by Fox Home Entertainment","PG-13 for thematic elements, violence and disturbing content(Rating bulletin 2103, 1/13/2010)PG-13 for thematic elements, violence and disturbing content.(Rating bulletin 2147, 11/17/2010)",98 minutes,vs. The Conjuring 2: The Enfield PoltergeistCreate your own comparison chart…,"Religious, War, Epidemic, Occult, Demons, Returning Soldiers, Possessed, Voiceover/Narration, Zombies, Sword & Sorcerer, Supernatural, Action Adventure",Original Screenplay,Action,Live Action,Fantasy,"Rogue Pictures, Atlas Entertainment",United States,English,,,"$24,827,228","$66,299,372","$91,126,600","$7,291,626","$2,806,289","$10,097,915"
1,https://www.the-numbers.com/movie/Barneys-Version,"['Scott Speedman', 'Mark Addy', 'Bruce Greenwood', 'Saul Rubinek', 'Macha Grenon', 'Jake Hoffman', 'Anna Hopkins', 'Paul Giamatti', 'Dustin Hoffman', 'Rosamund Pike', 'Minnie Driver', 'Rachelle Lefevre']","[['Robert Lantos', 'Producer'], ['Mark Musselman', 'Executive Producer'], ['Domenico Procacci', 'Co-Producer'], ['Lyse Lafontaine', 'Co-Producer'], ['Ari Lantos', 'Co-Producer'], ['Richard J. Lewis', 'Director'], ['Michael Konyves', 'Screenwriter'], ['Mordecai Richler', 'Story Creator']]","$362,524 (4.8% of total gross)",10.05 (domestic box office/biggest weekend),84.8% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 0.3 times production budget)","42 opening theaters/322 max. theaters, 6.6 weeks average run per theater","$9,886,724","December 17th, 2010 (Oscar Qualifying Run) by Sony Pictures ClassicsJanuary 14th, 2011 (Limited) by Sony Pictures Classics","June 28th, 2011 by Sony Pictures Home Entertainment","R for language and some sexual content.(Rating bulletin 2148, 11/24/2010)",132 minutes,vs. Frost/NixonCreate your own comparison chart…,"Non-Chronological, Relationships Gone Wrong, Dysfunctional Family, Faulty Memory, Medical and Hospitals, Comedy Drama, Suicide, Mental Illness, Terminal Illness, Infidelity",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,"Telefilm Canada, Corus Entertainment, Astral Media, Sodec, Canadian Broadcasting Corp, Harold Greenberg Fund, Ontario Media Development Corporation","Argentina, France, United States",English,,,"$7,502,560","$1,343,015","$8,845,575",,,
2,https://www.the-numbers.com/movie/Dilemma-The,"['Jennifer Connelly', 'Winona Ryder', 'Channing Tatum', 'Queen Latifah', 'Vince Vaughn', 'Kevin James']","[['Ron Howard', 'Director'], ['Allan Loeb', 'Screenwriter'], ['Brian Grazer', 'Producer'], ['Ron Howard', 'Producer'], ['Vince Vaughn', 'Producer'], ['Todd Hallowell', 'Executive Producer'], ['Victoria Vaughn', 'Executive Producer'], ['Kim Roth', 'Executive Producer']]","$17,816,230 (36.8% of total gross)",2.72 (domestic box office/biggest weekend),68.7% (domestic box office/worldwide),"$70,000,000 (worldwide box office is 1.0 times production budget)","2,940 opening theaters/2,943 max. theaters, 4.5 weeks average run per theater","$63,879,795","January 14th, 2011 (Wide) by Universal","May 3rd, 2011 by Universal Home Entertainment","PG-13 for mature thematic elements involving sexual content.(Rating bulletin 2148, 11/24/2010)",110 minutes,vs. Angels & DemonsCreate your own comparison chart…,"Relationships Gone Wrong, Relationship Advice, Infidelity, Comedy Drama, Gambling, Addiction",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Wild West Picture Show, Imagine Entertainment, Spyglass Entertainment, Brian Grazer Productions",United States,English,,,"$48,475,290","$22,071,575","$70,546,865","$7,243,480","$1,689,809","$8,933,289"
3,https://www.the-numbers.com/movie/Green-Hornet-The,"['Cameron Diaz', 'Tom Wilkinson', 'Christoph Waltz', 'Edward James Olmos', 'David Harbour', 'Seth Rogen', 'Jay Chou']","[['Michel Gondry', 'Director'], ['Neal H. Moritz', 'Producer'], ['Seth Rogen', 'Executive Producer'], ['Evan Goldberg', 'Executive Producer'], ['Michael Grillo', 'Executive Producer'], ['Ori Marmur', 'Executive Producer'], ['George W. Trendle, Jr.', 'Executive Producer'], ['Seth Rogen', 'Screenwriter'], ['Evan Goldberg', 'Screenwriter'], ['George W. Trendle', 'Story Creator'], ['John Schwartzman', 'Cinematographer'], ['Michael Tronick', 'Editor'], ['James Newton Howard', 'Composer'], ['Owen Paterson', 'Production Designer']]","$33,526,876 (33.9% of total gross)",2.95 (domestic box office/biggest weekend),43.1% (domestic box office/worldwide),"$110,000,000 (worldwide box office is 2.1 times production budget)","3,584 opening theaters/3,584 max. theaters, 5.4 weeks average run per theater","$130,170,415","January 14th, 2011 (Wide) by Sony PicturesJanuary 14th, 2011 (IMAX) by Sony Pictures","May 3rd, 2011 by Sony Pictures Home Entertainment","PG-13 for sequences of violent action, language, sensuality and drug content.(Rating bulletin 2152, 12/22/2010)",118 minutes,vs. Sausage PartyCreate your own comparison chart…,"Delayed Adulthood, Organized Crime, Inheritance, 3-D, Secret Identity, Martial Arts, News, Vigilante, Romance, IMAX: DMR, 3-D - Post-production Conversion",Based on TV,Action,Live Action,Super Hero,Original Film,United States,English,,,"$98,780,042","$130,375,461","$229,155,503","$16,488,064","$12,200,885","$28,688,949"
4,https://www.the-numbers.com/movie/Ong-Bak-3,"['Nirut Sirijanya', 'Dan Chupong', 'Wongkamlaoprimrata Det-Udom', 'Petchtai Wongkamlao', 'Tony Jaa', 'Sarunyu Wongkrajang']","[['Panna Rittikrai', 'Producer'], ['Tony Jaa', 'Producer'], ['Akarapol Techaratanaprasert', 'Producer'], ['Somsak Techaratanaprasert', 'Executive Producer'], ['Panna Rittikrai', 'Director'], ['Tony Jaa', 'Director'], ['Panna Rittikrai', 'Screenwriter'], ['Tony Jaa', 'Screenwriter']]","$5,648 (37.9% of total gross)",2.64 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"3 opening theaters/4 max. theaters, 2.5 weeks average run per theater","$19,615","January 14th, 2011 (Limited) by Magnet Pictures","February 8th, 2011 by Magnolia Home Entertainment","R for strong violence and bloody images.(Rating bulletin 2141, 10/6/2010)",98 minutes,Create your own comparison chart…,"Martial Arts, Revenge, Prologue, Archival Footage of Previous Installment",Original Screenplay,Action,Live Action,Contemporary Fiction,"Sahamongkolfilm Intl, Iyara Film",Thailand,"English, Thai",Ong-Bak,,"$14,890",,,"$3,811,275","$1,415,218","$5,226,493"
5,https://www.the-numbers.com/movie/Plastic-Planet,['Frederick Corbin'],"[['Werner Boote', 'Director'], ['Thomas Bogner', 'Producer'], ['Daniel Zuta', 'Producer'], ['Ilann Girard', 'Executive Producer']]",$740 (23.4% of total gross),4.28 (domestic box office/biggest weekend),0.0% (domestic box office/worldwide),,"1 opening theaters/2 max. theaters, 2.5 weeks average run per theater","$4,159","January 14th, 2011 (Limited) by First Run Features",,Not Rated,99 minutes,vs. Layer CakeCreate your own comparison chart…,"Environment, Directing Yourself, Foreign Language, Agitprop",Based on Real Life Events,Documentary,Multiple Production Methods,Factual,"Neue Sentimental Film Entertainment, Brandstorm Entertainment, Cine Cartoon Filmproduktion","Austria, Germany","Dutch, English, German, Italian",,"May 25th, 2012 (Wide) (Spain)
","$3,164","$13,565,535","$13,568,699",,,
6,https://www.the-numbers.com/movie/Company-Men-The,"['Rosemarie DeWitt', 'Craig T. Nelson', 'Ben Affleck', 'Chris Cooper', 'Kevin Costner', 'Tommy Lee Jones', 'Maria Bello']","[['Claire Rudnick Polstein', 'Producer'], ['Paula Weinstein', 'Producer'], ['John Wells', 'Producer'], ['Barbara A. Hall', 'Executive Producer'], ['Kristin Harms', 'Co-Producer'], ['John Wells', 'Screenwriter'], ['John Wells', 'Director']]","$647,797 (14.6% of total gross)",6.68 (domestic box office/biggest weekend),97.3% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 0.3 times production budget)","106 opening theaters/277 max. theaters, 6.2 weeks average run per theater","$5,857,016","January 21st, 2011 (Limited) by Weinstein Co.","June 7th, 2011 by Weinstein Co./Anchor Bay","R for language and brief nudity.(Rating bulletin 2138, 9/15/2010)",115 minutes,vs. Up in the AirCreate your own comparison chart…,"Corporate Life, Life Drama, Fired, Money Troubles, Infidelity, Suicide, Ensemble",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Battle Mountain Films, Spring Creek Prod",United States,English,,,"$4,444,612","$125,355","$4,569,967","$3,336,070","$545,327","$3,881,397"
7,https://www.the-numbers.com/movie/Evangerion-shin-gekijoban-Ha-(2009-Japan),[],"[['Toshimichi Otsuki', 'Producer']]",,,84.8% (domestic box office/worldwide),,,"$133,640","January 21st, 2011 (Limited) by Eleven Arts, released as Evangelion: 2.0 You Can (Not) Advance","March 29th, 2011 by Funimation Productions, released as Evangelion: 2.22 You Can [Not] Advance",Not Rated,113 minutes,vs. AquamanCreate your own comparison chart…,"Alien Invasion, War, End of the World, Foreign Language, Anime",Based on TV,Multiple Genres,Hand Animation,Fantasy,Khara Corp,Japan,"English, Japanese",Evangelion,"October 14th, 2022 (Wide), released as Evangelion: 2.22 You Can (Not) Advance. (South Korea)
","$133,640","$23,970","$157,610","$2,700,334","$5,077,081","$7,777,415"
8,https://www.the-numbers.com/movie/Hanyo-(S-Korea)(2010),"['Seo Woo', 'Ahn Seo-hyun', 'Jeon Do-youn', 'Lee Jung-jae', 'Youn Yuh-jung']","[['Im Sang-soo', 'Director'], ['Im Sang-soo', 'Screenwriter'], ['Jason Chae', 'Producer'], ['Choi Pyung Ho', 'Executive Producer'], ['Seo Bum-seok', 'Executive Producer'], ['Lee Ha-jun', 'Production Designer'], ['Eun-soo Lee ', 'Editor'], ['Kim Hong-jip', 'Composer']]","$16,670 (10.6% of total gross)",9.48 (domestic box office/biggest weekend),1.2% (domestic box office/worldwide),,"2 opening theaters/12 max. theaters, 6.2 weeks average run per theater","$208,154","January 21st, 2011 (Limited) by IFC Films, released as The Housemaid",,Not Rated,106 minutes,Create your own comparison chart…,"Dysfunctional Family, Relationships Gone Wrong, Cross-Class Romance, Revenge",Remake,Thriller/Suspense,Live Action,Contemporary Fiction,"Mirovision Inc., Sidus FNH",Republic of Korea,Korean,,,"$157,961","$13,047,269","$13,205,230",,,
9,https://www.the-numbers.com/movie/No-Strings-Attached,"['Kevin Kline', 'Cary Elwes', 'Greta Gerwig', 'Lake Bell', 'Olivia Thirlby', 'Jake Johnson', 'Mindy Kaling', 'Talia Balsam', 'Ophelia Lovibond', 'Guy Branum', 'Ben Lawson', 'Adhir Kalyan', 'Abby Elliott', 'Natalie Portman', 'Ashton Kutcher']","[['Ivan Reitman', 'Producer'], ['Joe Medjuck', 'Producer'], ['Jeffrey Clifford', 'Producer'], ['Roger Birnbaum', 'Executive Producer'], ['Gary Barber', 'Executive Producer'], ['Jonathan Glickman', 'Executive Producer'], ['Natalie Portman', 'Executive Producer'], ['Tom Pollock', 'Executive Producer'], ['Ali Bell', 'Co-Producer'], ['Annette Savitch', 'Co-Producer'], ['Lisa Bruce', 'Co-Executive Producer'], ['Ivan Reitman', 'Director'], ['Elizabeth Meriwether', 'Screenwriter'], ['Mike Samonek', 'Story Creator'], ['Elizabeth Meriwether', 'Story Creator']]","$19,652,921 (27.8% of total gross)",3.60 (domestic box office/biggest weekend),47.4% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 6.0 times production budget)","3,018 opening theaters/3,050 max. theaters, 5.4 weeks average run per theater","$93,117,306","January 21st, 2011 (Wide) by Paramount Pictures","May 10th, 2011 by Dreamworks Video","R for sexual content, language and some drug material.(Rating bulletin 2152, 12/22/2010)",106 minutes,vs. Friends with BenefitsCreate your own comparison chart…,"Romance, Relationship Advice, LGBTQ+, Medical and Hospitals, Doctors, Prologue, TV Industry, Writing and Writers, Relationships Gone Wrong, Dysfunctional Family, Directing Yourself, Epilogue",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,"Cold Springs Pictures, Spyglass Entertainment, Montecito Picture Company",United States,English,,,"$70,662,220","$78,565,858","$149,228,078","$13,045,768","$3,750,238","$16,796,006"
10,https://www.the-numbers.com/movie/Way-Back-The,"['Alexandru Potocean', 'Sebastian Urzendowsky', 'Gustaf Skarsgard', 'Dragos Bucur', 'Mark Strong', 'Jim Sturgess', 'Ed Harris', 'Saoirse Ronan', 'Colin Farrell']","[['Peter Weir', 'Director'], ['Joni Levin', 'Producer'], ['Peter Weir', 'Producer'], ['Duncan Henderson', 'Producer'], ['Nigel Sinclair', 'Producer'], ['Peter Weir', 'Screenwriter'], ['Slavomir Rawicz', 'Story Creator'], ['Keith Clarke', 'Executive Producer'], ['John Ptak', 'Executive Producer'], ['Guy East', 'Executive Producer'], ['Simon Oakes', 'Executive Producer'], ['Tobin Armbrust', 'Executive Producer'], ['Jake Eberts', 'Executive Producer'], ['Edward Borgerding', 'Executive Producer'], ['Mohamed Khalaf', 'Executive Producer'], ['Adam Leipzig', 'Executive Producer'], ['Scott Rudin', 'Executive Producer'], ['Jonathan Schwartz', 'Executive Producer'], ['Russell Boyd', 'Director of Photography'], ['John Stoddart', 'Production Designer'], ['Lee Smith', 'Editor'], ['Wendy Stites', 'Costume Designer'], ['Burkhard Dallwitz', 'Composer']]","$1,218,867 (44.8% of total gross)",2.23 (domestic box office/biggest weekend),10.3% (domestic box office/worldwide),,"678 opening theaters/678 max. theaters, 2.2 weeks average run per theater","$3,583,430","December 29th, 2010 (Oscar Qualifying Run) by Newmarket FilmsJanuary 21st, 2011 (Wide) by Newmarket Films","April 19th, 2011 by Image Entertainment/ThinkFilm","PG-13 for violent content, depiction of physical hardships, a nude image and brief strong language.(Rating bulletin 2142, 10/13/2010)",133 minutes,vs. AtonementCreate your own comparison chart…,"Based on an UNTRUE Story, Escape, Road Trip",Based on Factual Book/Article,Adventure,Live Action,Dramatization,"Exclusive Media Group, National Geographic Entertainment, Image Nation Abu Dhabi","United Arab Emirates, United Kingdom","English, Polish, Russian",,"July 6th, 2012 (Wide) (Italy)
","$2,719,296","$23,805,693","$26,524,989",,,
11,https://www.the-numbers.com/movie/Biutiful,"['Maricel Alvarez', 'Eduard Fernandez', 'Diaryatou Daff', 'Tai Shen Cheng', 'Javier Bardem']","[['Alejandro Gonzalez Inarritu', 'Director'], ['Alejandro Gonzalez Inarritu', 'Producer'], ['Jon Kilik', 'Producer'], ['Fernando Bovaira', 'Producer'], ['Alejandro Gonzalez Inarritu', 'Screenwriter'], ['Armando Bo', 'Screenwriter'], ['Nicolas Giacobone', 'Screenwriter'], ['Rodrigo Prieto', 'Cinematographer'], ['Stephen Mirrione', 'Cinematographer'], ['Brigitte Broch', 'Production Designer'], ['Gustavo Santaolalla', 'Composer']]","$456,930 (9.0% of total gross)",7.95 (domestic box office/biggest weekend),20.7% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 0.7 times production budget)","59 opening theaters/191 max. theaters, 7.3 weeks average run per theater","$6,722,307","January 21st, 2010 (Special Engagement) by Roadside AttractionsDecember 29th, 2010 (Oscar Qualifying Run) by Roadside AttractionsJanuary 28th, 2011 (Limited) by Roadside Attractions","May 31st, 2011 by Lionsgate Home Entertainment","R for disturbing images, language, some sexual content, nudity and drug use.(Rating bulletin 2140, 9/29/2010)",138 minutes,vs. 21 GramsCreate your own comparison chart…,"Terminal Illness, Dysfunctional Family, Foreign Language, Mental Illness, Organized Crime, Religious, Haunting, LGBTQ+, Ensemble, Life Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Menage Atroz, Producciones Mod, Ikiru Films","Mexico, Spain",English,,,"$5,101,237","$19,586,287","$24,687,524","$2,906,748","$575,857","$3,482,605"
12,https://www.the-numbers.com/movie/Ip-Man-Legend-of-the-Grand-Master,"['Sammo Hung Kam-Bo', 'Huang Xiao-ming', 'Xiong Dai-lin', 'Simon Yam', 'Donnie Yen']","[['Wilson Yip', 'Director'], ['Raymond Wong', 'Producer'], ['Edmond Wong', 'Screenwriter']]","$61,057 (29.7% of total gross)",3.37 (domestic box office/biggest weekend),0.4% (domestic box office/worldwide),,"20 opening theaters/21 max. theaters, 4.3 weeks average run per theater","$271,031","January 28th, 2011 (Limited) by Variance Films, released as Ip Man 2: Legend of the Grand Master","April 19th, 2011 by Well Go USA Video, released as Ip Man 2: Legend of the Grandmaster","R for violence.(Rating bulletin 2147, 11/17/2010)",109 minutes,vs. Shanghai NoonCreate your own comparison chart…,"Martial Arts, Biography",Based on Real Life Events,Action,Live Action,Historical Fiction,Mandarin Films Ltd.,Hong Kong,"Cantonese, English, Mandarin",Ip Man,,"$205,675","$49,516,279","$49,721,954","$3,061,231","$974,470","$4,035,701"
13,https://www.the-numbers.com/movie/Mechanic-The-(2010),"['Donald Sutherland', 'Mini Anden', 'Tony Goldwyn', 'James Logan', 'Jeff Chase', 'Christa Campbell', 'Jason Statham', 'Ben Foster']","[['Simon West', 'Director'], ['David Winkler', 'Producer'], ['Bill Chartoff', 'Producer'], ['Rene Besson', 'Producer'], ['Irwin Winkler', 'Executive Producer'], ['Robert Chartoff', 'Executive Producer'], ['Avi Lerner', 'Executive Producer'], ['Danny Dimbort', 'Executive Producer'], ['Trevor Short', 'Executive Producer'], ['Boaz Davidson', 'Executive Producer'], ['Richard Wenk', 'Screenwriter'], ['Lewis John Carlino', 'Screenwriter'], ['Eric Schmidt', 'Cinematographer'], ['Richard Lassalle', 'Production Designer'], ['Todd E. Miller', 'Editor'], ['T.G. Herrington', 'Editor'], ['Mark Isham', 'Composer']]","$11,422,006 (39.2% of total gross)",2.55 (domestic box office/biggest weekend),38.1% (domestic box office/worldwide),"$42,500,000 (worldwide box office is 1.8 times production budget)","2,703 opening theaters/2,704 max. theaters, 3.3 weeks average run per theater","$38,375,744","January 28th, 2011 (Wide) by CBS Films","May 17th, 2011 by Sony Pictures Home Entertainment","R for strong brutal violence throughout, language, some sexual content and nudity.(Rating bulletin 2146, 11/10/2010)",93 minutes,vs. Mechanic: ResurrectionCreate your own comparison chart…,"Revenge, Hitmen, Organized Crime, Voiceover/Narration, Surprise Twist, Action Thriller, No Honor Among Thieves, Death of a Mentor, Betrayal",Remake,Action,Live Action,Contemporary Fiction,"Millennium Films, Chartoff Winkler Productions, Nu Image",United States,English,The Mechanic,"July 13th, 2012 (Wide) (Ecuador)
","$29,121,498","$47,225,895","$76,347,393","$13,856,741","$5,005,423","$18,862,164"
14,https://www.the-numbers.com/movie/Rite-The,['Anthony Hopkins'],"[['Mikael Hafstrom', 'Director'], ['Beau Flynn', 'Producer'], ['Tripp Vinson', 'Producer'], ['Merideth Finn', 'Executive Producer'], ['Robert Bernacchi', 'Executive Producer'], ['Richard Brener', 'Executive Producer'], ['Christy Fletcher', 'Co-Producer'], ['Emma Parry', 'Co-Producer'], ['Mark Tuohy', 'Co-Producer'], ['Michael Petroni', 'Screenwriter'], ['Matt Baglio', 'Story Creator']]","$14,789,393 (44.8% of total gross)",2.23 (domestic box office/biggest weekend),34.0% (domestic box office/worldwide),"$37,000,000 (worldwide box office is 2.6 times production budget)","2,985 opening theaters/2,985 max. theaters, 3.5 weeks average run per theater","$43,549,529","January 28th, 2011 (Wide) by Warner Bros.","May 17th, 2011 by Warner Home Video","PG-13 for disturbing thematic material, violence, frightening images, and language including sexual references.(Rating bulletin 2154, 1/12/2011)",114 minutes,vs. WinchesterCreate your own comparison chart…,"Religious, Possessed, Demons, Supernatural Horror, Supernatural",Based on Factual Book/Article,Horror,Live Action,Dramatization,"New Line Cinema, Contrafilm",United States,English,,,"$33,047,633","$64,096,354","$97,143,987","$6,840,579","$2,400,528","$9,241,107"
15,https://www.the-numbers.com/movie/Wo-Zhi-Nv-Ren-Xin,[],[],,5.93 (domestic box office/biggest weekend),1.7% (domestic box office/worldwide),,,"$162,780","February 3rd, 2011 (Limited) by China Lion Film Distribution, released as What Women Want",,Not Rated,,Create your own comparison chart…,"Romance, Psychics, Foreign Language",Remake,Comedy,Live Action,Contemporary Fiction,,China,Mandarin,,,"$123,527","$7,118,400","$7,241,927",,,
16,https://www.the-numbers.com/movie/Roommate-The,"['Minka Kelly', 'Cam Gigandet', 'Aly Michalka', 'Danneel Harris', 'Frances Fisher', 'Tomas Arana', 'Billy Zane', 'Nina Dobrev', 'Matt Lanter', 'Leighton Meester']","[['Doug Davison', 'Producer'], ['Roy Lee', 'Producer'], ['Beau Marks', 'Executive Producer'], ['Sonny Mallhi', 'Executive Producer'], ['Christian E. Christiansen', 'Director'], ['Sonny Mallhi', 'Screenwriter']]","$15,002,635 (40.2% of total gross)",2.49 (domestic box office/biggest weekend),71.0% (domestic box office/worldwide),"$16,000,000 (worldwide box office is 3.3 times production budget)","2,534 opening theaters/2,534 max. theaters, 3.9 weeks average run per theater","$49,153,352","February 4th, 2011 (Wide) by Sony Pictures","May 17th, 2011 by Sony Pictures Home Entertainment","PG-13 for violence and menace, sexual content, some language and teen partying.(Rating bulletin 2153, 1/5/2011)",91 minutes,vs. When the Bough BreaksCreate your own comparison chart…,"New Guy/Girl in School, College, LGBTQ+, Mental Illness, Psychological Thriller, Death of a Sibling, Obsessive Love",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Screen Gems, Vertigo Films",United States,English,,,"$37,300,107","$15,245,600","$52,545,707","$6,013,315","$1,018,818","$7,032,133"
17,https://www.the-numbers.com/movie/Sanctum,"['Ioan Gruffudd', 'Rhys Wakefield', 'Alice Parkinson', 'Daniel Wyllie', 'Richard Roxburgh']","[['Alister Grierson', 'Director'], ['John Garvin', 'Screenwriter'], ['Andrew Wight', 'Screenwriter'], ['Andrew Wight', 'Producer'], ['James Cameron', 'Executive Producer'], ['Ben Browning', 'Executive Producer'], ['Michael Maher', 'Executive Producer'], ['Peter Rawlinson', 'Executive Producer'], ['Ryan Kavanaugh', 'Executive Producer']]","$9,447,930 (40.7% of total gross)",2.46 (domestic box office/biggest weekend),21.3% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 3.6 times production budget)","2,787 opening theaters/2,789 max. theaters, 2.6 weeks average run per theater","$30,584,778","February 4th, 2011 (Wide) by UniversalFebruary 4th, 2011 (IMAX) by Universal","June 7th, 2011 by Universal Home Entertainment","R for language, some violence and disturbing images.(Rating bulletin 2148, 11/24/2010)",109 minutes,vs. In the Heart of the SeaCreate your own comparison chart…,"Underground, Underwater, 3-D, Escape, Disaster, IMAX: DMR, 3-D - Shot in 3-D, Action Thriller",Based on Real Life Events,Action,Live Action,Dramatization,"Relativity Media, Wayfare Entertainment","Australia, United States",English,,,"$23,209,310","$85,747,788","$108,957,098","$3,645,262","$1,810,520","$5,455,782"
18,https://www.the-numbers.com/movie/Cedar-Rapids,"['John C. Reilly', 'Anne Heche', 'Isiah Whitlock, Jr.', 'Stephen Root', 'Kurtwood Smith', 'Alia Shawkat', 'Thomas Lennon', 'Rob Corddry', ""Mike O'Malley"", 'Sigourney Weaver', 'Ed Helms']","[['Jim Burke', 'Producer'], ['Alexander Payne', 'Producer'], ['Jim Taylor', 'Producer'], ['Ed Helms', 'Executive Producer'], ['Brian Bell', 'Co-Producer'], ['Miguel Arteta', 'Director'], ['Phil Johnston', 'Screenwriter']]","$302,968 (4.4% of total gross)",7.45 (domestic box office/biggest weekend),87.3% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 0.8 times production budget)","15 opening theaters/462 max. theaters, 4.7 weeks average run per theater","$9,041,424","February 11th, 2011 (Limited) by Fox Searchlight","June 21st, 2011 by Fox Home Entertainment","R for crude and sexual content, language and drug use(Rating bulletin 2130, 7/21/2010)",87 minutes,vs. The Wendell Baker StoryCreate your own comparison chart…,"Corporate Life, Corporate Malfeasance, Black Out Drunk, Day After, Country Mouse, City Mouse, Prostitution, Narcotics, Ensemble, Farcical / Slapstick Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Ad Hominem Enterpises, Dune Entertainment",United States,English,,,"$6,861,102","$1,001,029","$7,862,131","$1,854,754","$764,832","$2,619,586"
19,https://www.the-numbers.com/movie/Eagle-The,"['Donald Sutherland', 'Mark Strong', 'Tahar Rahim', ""Denis O'Hare"", 'Channing Tatum', 'Jamie Bell']","[['Kevin MacDonald', 'Director'], ['Duncan Kenworthy', 'Producer'], ['Jeremy Brock', 'Screenwriter'], ['Rosemary Sutcliff', 'Story Creator'], ['Tessa Ross', 'Executive Producer'], ['Charles Moore', 'Executive Producer'], ['Miles Ketley', 'Executive Producer'], ['Caroline Hewitt', 'Co-Producer'], ['Anthony Dod Mantle', 'Cinematographer'], ['Michael Carlin', 'Production Designer'], ['Justine Wright', 'Editor'], ['Michael O’Connor', 'Costume Designer']]","$8,684,464 (44.6% of total gross)",2.24 (domestic box office/biggest weekend),50.0% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 1.6 times production budget)","2,296 opening theaters/2,296 max. theaters, 3.0 weeks average run per theater","$25,683,592","February 11th, 2011 (Wide) by Focus Features","June 21st, 2011 by Universal Home Entertainment","PG-13 for battle sequences and some disturbing images(Rating bulletin 2125, 6/16/2010)",114 minutes,vs. House of Flying DaggersCreate your own comparison chart…,"War, Sword and Sandal, Action Adventure, Ancient Rome",Based on Fiction Book/Short Story,Action,Live Action,Historical Fiction,Film 4,"United Kingdom, United States","English, Gaelic",,,"$19,490,041","$19,503,507","$38,993,548","$5,771,318","$2,300,665","$8,071,983"
