,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,South Korea,3/18/2016,"$68,001",0,0,0,"$128,026",9/10/2018,https://www.the-numbers.com/movie/Internal-Affairs,https://www.the-numbers.com/movie/Internal-Affairs/South-Korea#tab=box-office,"$128,026",9/10/2018
0,South Korea,3/18/2016,"$68,001",0,0,0,"$128,026",9/10/2018,https://www.the-numbers.com/movie/Internal-Affairs,https://www.the-numbers.com/movie/Internal-Affairs/South-Korea#tab=box-office,"$128,026",9/10/2018
0,China,6/11/2021,"$1,360,000","49,613","49,613","54,895","$2,900,000",7/13/2021,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/China#tab=box-office,"$3,382,219",11/29/2022
1,Portugal,1/16/1990,$0,0,9,33,"$39,163",11/29/2022,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,"$3,382,219",11/29/2022
2,South Korea,7/7/1990,$0,0,92,282,"$309,226",6/1/2022,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,"$3,382,219",11/29/2022
3,Spain,6/26/2020,$0,0,55,69,"$96,902",7/23/2020,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Spain#tab=box-office,"$3,382,219",11/29/2022
4,United Kingdom,7/3/2020,$0,0,63,63,"$36,928",10/28/2020,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/United-Kingdom#tab=box-office,"$3,382,219",11/29/2022
0,China,6/11/2021,"$1,360,000","49,613","49,613","54,895","$2,900,000",7/13/2021,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/China#tab=box-office,"$3,382,219",11/29/2022
1,Portugal,1/16/1990,$0,0,9,33,"$39,163",11/29/2022,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,"$3,382,219",11/29/2022
2,South Korea,7/7/1990,$0,0,92,282,"$309,226",6/1/2022,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,"$3,382,219",11/29/2022
3,Spain,6/26/2020,$0,0,55,69,"$96,902",7/23/2020,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Spain#tab=box-office,"$3,382,219",11/29/2022
4,United Kingdom,7/3/2020,$0,0,63,63,"$36,928",10/28/2020,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/United-Kingdom#tab=box-office,"$3,382,219",11/29/2022
0,New Zealand,5/19/2022,$307,1,1,1,$307,5/25/2022,https://www.the-numbers.com/movie/Tremors,https://www.the-numbers.com/movie/Tremors/New-Zealand#tab=box-office,$307,5/25/2022
0,New Zealand,5/19/2022,$307,1,1,1,$307,5/25/2022,https://www.the-numbers.com/movie/Tremors,https://www.the-numbers.com/movie/Tremors/New-Zealand#tab=box-office,$307,5/25/2022
