,id,date,rank,gross,pct_change,theaters,per_theater,total_gross,kind,kind_num,pct_lw
0,https://www.the-numbers.com/movie/Paranormal-Activity-The-Marked-Ones/Australia#tab=box-office,2020/10/09,-,$208, ,2,$104,"  $2,523,104",weekend,351,
0,https://www.the-numbers.com/movie/Paranormal-Activity-The-Marked-Ones/Australia#tab=box-office,2020/10/09,-,$208, ,2,$104,"  $2,523,104",weekend,351,
0,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,2018/06/22,20,"$30,708", ,17,"$1,806","  $30,708",weekend,1,
1,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,2018/06/29,14,"$67,056",+118%,21,"$3,193","  $97,662",weekend,2,
2,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,2018/07/06,16,"$50,254",-25%,21,"$2,393","  $183,077",weekend,3,
3,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,2018/07/13,20,"$39,960",-20%,24,"$1,665","  $243,743",weekend,4,
4,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,2018/07/20,20,"$26,854",-33%,25,"$1,074","  $286,545",weekend,5,
5,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,2018/07/27,33,"$11,675",-57%,24,$486,"  $308,806",weekend,6,
6,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,2018/08/03,-,"$7,297",-37%,17,$429,"  $321,015",weekend,7,
7,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,2018/08/10,-,"$4,518",-38%,12,$377,"  $324,512",weekend,8,
8,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,2018/08/17,-,"$2,981",-34%,10,$298,"  $328,639",weekend,9,
9,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,2018/08/31,-,"$1,739", ,3,$580,"  $328,847",weekend,11,
10,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,2018/09/07,-,"$3,421",+97%,5,$684,"  $329,744",weekend,12,
11,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Australia#tab=box-office,2018/10/05,-,$961, ,1,$961,"  $327,200",weekend,16,
0,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Czech-Republic#tab=box-office,2017/02/24,8,"$50,274", ,53,$949,"  $50,383",weekend,1,
1,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Czech-Republic#tab=box-office,2017/03/03,11,"$34,038",-32%,33,"$1,031","  $102,890",weekend,2,
2,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Czech-Republic#tab=box-office,2017/03/10,11,"$24,285",-29%,24,"$1,012","  $143,242",weekend,3,
3,https://www.the-numbers.com/movie/Demain-Tout-Commence-(France)/Czech-Republic#tab=box-office,2017/03/17,11,"$19,889",-18%,19,"$1,047","  $174,342",weekend,4,
