,url,cast,crew,Domestic Share:,Infl. Adj. Dom. BO,Opening Weekend:,Legs:,Theater counts:,Production Budget:,Domestic Releases:,Video Release:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,MPAA Rating:,Franchise:,Production/Financing Companies:,International Releases:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
78,https://www.the-numbers.com/movie/Jagged-Edge,[],"[['Richard Marquand', 'Director']]",100.0% (domestic box office/worldwide),"$104,400,707","$4,094,091 (10.1% of total gross)",9.58 (domestic box office/biggest weekend),"1,125 opening theaters/1,139 max. theaters, 12.0 weeks average run per theater",,"October 4th, 1985 (Wide) by Sony Pictures",,,vs. Jacob’s LadderCreate your own comparison chart…,"Film Noir, Private Investigator, Lawyers, Surprise Twist, Attorney Misconduct, Erotic Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,R,,,,"$40,491,165",,,,
79,https://www.the-numbers.com/movie/Remo-Williams-The-Adventure-Begins,[],"[['Guy Hamilton', 'Director']]",100.0% (domestic box office/worldwide),"$37,180,865","$3,376,971 (23.5% of total gross)",4.26 (domestic box office/biggest weekend),"1,170 opening theaters/1,175 max. theaters, 5.9 weeks average run per theater",,"October 11th, 1985 (Wide) by Orion Pictures","December 8th, 2015 by Kino Lorber",,Create your own comparison chart…,Whitewashed Casting,Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction,United States,English,PG-13,,,,"$14,393,902",,,,
80,https://www.the-numbers.com/movie/Silver-Bullet,[],"[['Daniel Attias', 'Director'], ['Stephen King', 'Screenwriter'], ['Stephen King', 'Story Creator']]",100.0% (domestic box office/worldwide),"$27,905,759","$4,013,563 (37.2% of total gross)",2.69 (domestic box office/biggest weekend),"1,139 opening theaters/1,285 max. theaters, 3.5 weeks average run per theater","$7,000,000 (worldwide box office is 1.5 times production budget)","October 11th, 1985 (Wide) by Paramount Pictures","August 15th, 2017 by Paramount Home Video",95 minutes,vs. The Lost BoysCreate your own comparison chart…,"Action Horror, Werewolf, Christians, Pastor, Unbelieving Police, Life in a Small Town, Addiction, Dysfunctional Family, Fourth of July, Wheelchair User, Novel or Other Work Adapted by Author, Vigilante",Based on Fiction Book/Short Story,Horror,Live Action,Fantasy,United States,English,R,,,,"$10,803,211",,,,
81,https://www.the-numbers.com/movie/Twice-in-a-Lifetime,[],"[['Bud Yorkin', 'Director'], ['Colin Welland', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$19,312,387",,5.86 (domestic box office/biggest weekend),,,"October 23rd, 1985 (Wide) by Bud Yorkin Co.",,111 minutes,Create your own comparison chart…,"Family Drama, Relationships Gone Wrong, Dysfunctional Family, Infidelity, Adult Child of Divorce, Children Dealing with Divorce, Wedding Day",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,,R,,,,"$7,681,246",,,,
82,https://www.the-numbers.com/movie/Krush-Groove,[],"[['Michael Schultz', 'Director'], ['Ralph Farquhar', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$28,550,245","$2,905,293 (26.3% of total gross)",3.80 (domestic box office/biggest weekend),"519 opening theaters/519 max. theaters, 5.6 weeks average run per theater","$3,000,000 (worldwide box office is 3.7 times production budget)","October 25th, 1985 (Wide) by Warner Bros.",,97 minutes,vs. Woman Thou Art LoosedCreate your own comparison chart…,"Music Industry, Comedy Drama, Hip Hop and Rap, Fictionalized Version of Yourself, Inspired by a True Story, Big Break, Romance, Love Triangle, Relationships Gone Wrong, Gratuitous Cameos, African Americans",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,,R,,,,"$11,052,713",,,,
83,https://www.the-numbers.com/movie/Death-Wish-3,[],"[['Michael Winner', 'Director'], ['Michael Edmonds*', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$41,631,479","$5,319,116 (33.0% of total gross)",3.03 (domestic box office/biggest weekend),"1,460 opening theaters/1,460 max. theaters, 4.4 weeks average run per theater",,"November 1st, 1985 (Wide) by Cannon","May 18th, 1994 by MGM Video",92 minutes,vs. Jagged EdgeCreate your own comparison chart…,"Gangs, Revenge, Action Thriller",Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,"Israel, United Kingdom, United States",English,R,Death Wish,,,"$16,116,878",,,,
84,https://www.the-numbers.com/movie/Nightmare-on-Elm-Street-Part-2-Freddys-Revenge-A-(1985),[],"[['Christopher Young', 'Composer']]",100.0% (domestic box office/worldwide),"$54,668,688","$2,865,475 (13.5% of total gross)",7.39 (domestic box office/biggest weekend),"522 opening theaters/522 max. theaters, 3.9 weeks average run per theater","$3,000,000 (worldwide box office is 7.1 times production budget)","November 1st, 1985 (Wide) by New Line, released as A Nightmare On Elm Street Part 2: Freddy’s Revenge",,87 minutes,vs. A Nightmare on Elm StreetCreate your own comparison chart…,Slasher Horror,Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,R,Nightmare on Elm Street,,,"$21,163,999",,,,
85,https://www.the-numbers.com/movie/To-Live-and-Die-in-L-A,[],"[['William Friedkin', 'Director'], ['William Friedkin', 'Screenwriter'], ['Gerald Petievich', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$44,638,203","$3,551,761 (20.5% of total gross)",4.87 (domestic box office/biggest weekend),"1,100 opening theaters/1,130 max. theaters, 6.3 weeks average run per theater",,"November 1st, 1985 (Wide) by MGM","June 22nd, 1990 by MGM Video",116 minutes,vs. Casino RoyaleCreate your own comparison chart…,"Film Noir, Action Thriller, Crime, Buddy Cop, Forgery, Set in Los Angeles, Secret Service Agent",Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,United States,"Arabic, English, Spanish",R,,,,"$17,307,019",,,,
86,https://www.the-numbers.com/movie/Target,[],"[['Arthur Penn', 'Director'], ['Howard Berk*', 'Screenwriter'], ['Don Petersen', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$23,307,811","$2,670,522 (29.6% of total gross)",3.38 (domestic box office/biggest weekend),"1,085 opening theaters/1,085 max. theaters, 3.7 weeks average run per theater",,"November 8th, 1985 (Wide) by Warner Bros.",,117 minutes,Create your own comparison chart…,"Crime Thriller, Missing Person, Dysfunctional Family, Kidnap, C.I.A., Set in East / West Berlin, Revenge, Double Agent",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,R for violence and some language. ,,,,"$9,023,199",,,,
87,https://www.the-numbers.com/movie/That-Was-Then-This-is-Now,[],"[['Christopher Cain', 'Director'], ['Emilio Estevez', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$22,292,316","$2,502,780 (29.0% of total gross)",3.45 (domestic box office/biggest weekend),"800 opening theaters/800 max. theaters, 3.6 weeks average run per theater",,"November 8th, 1985 (Wide) by Paramount Pictures",,102 minutes,Create your own comparison chart…,"Coming of Age, Coming-of-Age Drama, Juvenile Delinquent, Drug Dealer, Romance, Missing Person, Screenplay Written By the Star",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,English,R,,,,"$8,630,068",,,,
88,https://www.the-numbers.com/movie/Transylvania-6-5000,"['Jeffrey Jones', 'Michael Richards', 'Donald Gibb', 'Norman Fell', 'Jeff Goldblum', 'Joseph Bologna', 'Ed Begley, Jr.', 'Carol Kane', 'John Byner', 'Geena Davis', 'Teresa Ganzel']","[['Rudy De Luca', 'Director'], ['Mace Neufeld', 'Producer'], ['Paul Lichtman', 'Executive Producer'], ['Arnie Fishman', 'Executive Producer'], ['Lee Holdridge', 'Composer']]",100.0% (domestic box office/worldwide),"$18,598,310","$2,507,542 (34.8% of total gross)",2.87 (domestic box office/biggest weekend),"701 opening theaters/701 max. theaters, 3.9 weeks average run per theater",,"November 8th, 1985 (Wide) by New World","September 6th, 2011 by Image Entertainment Video",93 minutes,Create your own comparison chart…,"Spoof, Vampire, Werewolf, Horror Comedy, Mummy, Tabloid Journalism, Missing Person, Unbelieving Police, Rescue, Romani, Single Parent, Frankenstien's Monster, Monster, Cult Movie",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"The Former Yugoslav Republic of Macedonia, United States",English,PG,,"New World Pictures, Mace Neufeld",,"$7,200,000",,,,
89,https://www.the-numbers.com/movie/Once-Bitten,"['Cleavon Little', 'Lauren Hutton', 'Jim Carrey', 'Karen Kopins']","[['Howard Storm', 'Director'], ['Jonathan Roberts', 'Screenwriter'], ['David Hines', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$25,617,211","$4,025,657 (40.6% of total gross)",2.46 (domestic box office/biggest weekend),"1,095 opening theaters/1,095 max. theaters, 4.0 weeks average run per theater",,"November 15th, 1985 (Wide) by Goldwyn Entertainment","July 9th, 1996 by Hallmark",94 minutes,vs. King Solomon's MinesCreate your own comparison chart…,"Vampire, Horror Comedy, Loss Of Virginity, First Love, Cult Movie",Original Screenplay,Comedy,Live Action,Fantasy,United States,,PG-13,,,,"$9,917,242",,,,
90,https://www.the-numbers.com/movie/King-Solomons-Mines,[],"[['Jack Lee Thompson', 'Director']]",100.0% (domestic box office/worldwide),"$38,868,375","$5,005,788 (33.2% of total gross)",3.01 (domestic box office/biggest weekend),"1,122 opening theaters/1,122 max. theaters, 5.2 weeks average run per theater",,"November 22nd, 1985 (Wide) by Cannon",,,vs. Rocky IVCreate your own comparison chart…,,Based on Fiction Book/Short Story,Adventure,Live Action,Historical Fiction,United States,,PG-13,Allan Quatermain,,,"$15,057,465",,,,
91,https://www.the-numbers.com/movie/One-Magic-Christmas,[],"[['Phillip Borsos', 'Director'], ['Thomas Meehan', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$34,173,133","$2,662,241 (20.1% of total gross)",3.30 (domestic box office/biggest weekend),"824 opening theaters/827 max. theaters, 5.6 weeks average run per theater",,"November 22nd, 1985 (Wide) by Walt Disney",,90 minutes,Create your own comparison chart…,"Christmas, Family Drama, Christmas in November, Santa Claus, Angels, Single Parent",Original Screenplay,Drama,Live Action,Fantasy,Canada,,G,,,,"$13,229,514",,,,
92,https://www.the-numbers.com/movie/White-Nights,"['Geraldine Page', 'Helen Mirren', 'Jerzy Skolimowski', 'Mikhail Baryshnikov', 'Gregory Hines']","[['Taylor Hackford', 'Director'], ['Eric Hughes', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$107,536,177","$477,539 (1.1% of total gross)",8.76 (domestic box office/biggest weekend),"21 opening theaters/1,064 max. theaters, 9.4 weeks average run per theater",,"November 22nd, 1985 (Wide) by Sony Pictures","August 29th, 2006 by Sony Pictures Home Entertainment",136 minutes,vs. Spies Like UsCreate your own comparison chart…,"Political Thriller, Dancing, Defecting, Political, Bigotry, Interracial Romance",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,PG-13 (appeal overturned).,,"Columbia Pictures, New Vision",,"$42,160,849",,,,
93,https://www.the-numbers.com/movie/Rocky-IV,[],"[['Sylvester Stallone', 'Director']]",42.6% (domestic box office/worldwide),"$327,820,742","$19,991,537 (15.6% of total gross)",6.40 (domestic box office/biggest weekend),"1,325 opening theaters/2,254 max. theaters, 9.1 weeks average run per theater",,"November 27th, 1985 (Wide) by MGMNovember 11th, 2021 (Special Engagement) by Fathom Events, released as Rocky IV: Rocky vs. Drago The Ultimate Director’s Cut","April 29th, 1992 by MGM Video",90 minutes,vs. Rocky IIICreate your own comparison chart…,"Boxing, Sports Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,"English, Russian","PGPG-13 for violent sports action and brief strong language.(Rating bulletin 2676 (cert #53132) (35th Anniversary Release), 4/14/2021)",Rocky,,"September 25th, 2020 (Limited), released as Rocky 4 (Re: 2020) (United Kingdom)
November 19th, 2021 (Wide), released as Rocky IV: Rocky Vs. Drago (Director’s Cut) (United Kingdom)
November 25th, 2021 (Special Engagement), released as Rocky IV: Rocky vs. Drago: The Ultimate Director’s Cut (Australia)
November 27th, 2021 (Special Engagement), released as Rocky IV: Rocky vs. Drago: The Ultimate Director’s Cut (New Zealand)
","$127,873,716",,,"$172,500,000","$300,373,716"
94,https://www.the-numbers.com/movie/Santa-Claus,[],[],100.0% (domestic box office/worldwide),"$61,250,263","$5,647,160 (23.8% of total gross)",4.20 (domestic box office/biggest weekend),"970 opening theaters/1,585 max. theaters, 4.5 weeks average run per theater",,"November 29th, 1985 (Wide) by Sony/TriStar","October 26th, 2010 by Lionsgate Home Entertainment, released as Santa Claus The Movie",,vs. E.T. the Extra-TerrestrialCreate your own comparison chart…,Christmas,Original Screenplay,Adventure,Live Action,Fantasy,"United Kingdom, United States",,PG,,,"November 26th, 2021 (Wide), released as Santa Claus: The Movie (Re: 2021) (United Kingdom)
","$23,717,291",,,"$4,588","$23,721,879"
95,https://www.the-numbers.com/movie/Young-Sherlock-Holmes,[],"[['Barry Levinson', 'Director'], ['Chris Columbus', 'Screenwriter'], ['Arthur Conan Doyle', 'Story Creator'], ['Mark Johnson', 'Producer'], ['Steven Spielberg', 'Executive Producer'], ['Frank Marshall', 'Executive Producer'], ['Kathleen Kennedy', 'Executive Producer'], ['Norman Reynolds', 'Production Designer'], ['Stu Linder', 'Editor'], ['Bruce Broughton', 'Composer'], ['Stephen Goldblatt', 'Director of Photography']]",100.0% (domestic box office/worldwide),"$50,662,682","$2,528,234 (12.8% of total gross)",7.81 (domestic box office/biggest weekend),"920 opening theaters/1,502 max. theaters, 5.0 weeks average run per theater","$18,000,000 (worldwide box office is 1.1 times production budget)","December 4th, 1985 (Wide) by Paramount Pictures","January 1st, 1998 by Paramount Home Video",109 minutes,vs. Raiders of the Lost ArkCreate your own comparison chart…,,Based on Fiction Book/Short Story,Adventure,Live Action,Historical Fiction,"United Kingdom, United States",English,PG-13,,"Amblin Entertainment, Henry Winkler, Roger Birnbaum",,"$19,739,000",,,,
96,https://www.the-numbers.com/movie/Runaway-Train,"['Jon Voight', 'Eric Roberts', 'Rebecca De Mornay']","[['Andrei Konchalovsky', 'Director'], ['Djordje Milićević', 'Screenwriter'], ['Paul Zindel', 'Screenwriter'], ['Edward Bunker', 'Screenwriter'], ['Akira Kurosawa', 'Story Creator']]",100.0% (domestic box office/worldwide),"$19,674,978","$41,854 (0.5% of total gross)",3.05 (domestic box office/biggest weekend),"2 opening theaters/965 max. theaters, 2.9 weeks average run per theater",,"December 6th, 1985 (Wide) by Cannon","July 16th, 1996 by Fox Home Entertainment",111 minutes,Create your own comparison chart…,"Trains, Runaway Train, Prison Break, Fugitive / On the Run, Action Thriller",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,R,,"The Cannon Group, Golan Films, Globus",,"$7,936,012",,,,
97,https://www.the-numbers.com/movie/Spies-Like-Us,"['Donna Dixon', 'Bruce Davison', 'Bernie Casey', 'William Prince', 'Tom Hatten', 'Chevy Chase', 'Dan Aykroyd']","[['John Landis', 'Director'], ['Brian Grazer', 'Producer'], ['George Folsey, Jr.', 'Producer'], ['Dan Aykroyd', 'Story by'], ['Dave Thomas', 'Story by'], ['Dan Aykroyd', 'Screenwriter'], ['Lowell Ganz', 'Screenwriter'], ['Babaloo Mandel', 'Screenwriter'], ['Bernie Brillstein', 'Executive Producer'], ['Elmer Bernstein', 'Composer']]",100.0% (domestic box office/worldwide),"$153,382,418","$8,614,039 (14.3% of total gross)",6.98 (domestic box office/biggest weekend),"1,556 opening theaters/1,700 max. theaters, 9.5 weeks average run per theater",,"December 6th, 1985 (Wide) by Warner Bros.",,102 minutes,vs. Trading PlacesCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Contemporary Fiction,United States,English,PG,,"Warner Bros., John Landis Productions, George Folsey Productions",,"$60,083,467",,,,
98,https://www.the-numbers.com/movie/Chorus-Line-A,[],"[['Richard Attenborough', 'Director']]",100.0% (domestic box office/worldwide),"$36,184,206","$222,919 (1.6% of total gross)",5.78 (domestic box office/biggest weekend),"19 opening theaters/1,032 max. theaters, 4.5 weeks average run per theater",,"December 10th, 1985 (Wide) by Sony Pictures","January 14th, 2014 by Fox Home Entertainment",120 minutes,vs. CatsCreate your own comparison chart…,Performing Arts,Based on Musical or Opera,Musical,Live Action,Contemporary Fiction,United States,English,PG-13,,,,"$14,202,899","$274,876","$274,876",,
99,https://www.the-numbers.com/movie/Jewel-of-the-Nile-The,['Danny DeVito'],"[['Lewis Teague', 'Director']]",100.0% (domestic box office/worldwide),"$173,629,851","$6,645,455 (9.7% of total gross)",8.52 (domestic box office/biggest weekend),"1,106 opening theaters/1,490 max. theaters, 9.7 weeks average run per theater",,"December 11th, 1985 (Wide) by 20th Century Fox",,,vs. Jerry MaguireCreate your own comparison chart…,"Treasure Hunters, Writing and Writers, Writer's Block",Original Screenplay,Adventure,Live Action,Contemporary Fiction,United States,,PG,Romancing the Stone,,,"$68,275,764",,,,
100,https://www.the-numbers.com/movie/Clue,"['Eileen Brennan', 'Tim Curry', 'Madeline Kahn', 'Christopher Lloyd', 'Michael McKean', 'Martin Mull', 'Lesley Ann Warren']","[['Jonathan Lynn', 'Director'], ['John Landis', 'Screenwriter'], ['Jonathan Lynn', 'Screenwriter'], ['John Morris', 'Composer']]",100.0% (domestic box office/worldwide),"$34,304,649","$2,014,166 (15.1% of total gross)",6.25 (domestic box office/biggest weekend),"1,006 opening theaters/1,022 max. theaters, 5.3 weeks average run per theater",,"December 13th, 1985 (Wide) by Paramount Pictures","August 7th, 2012 by Paramount Home Video",96 minutes,vs. Twilight Zone: The MovieCreate your own comparison chart…,"Cold War, Government Corruption, Surprise Twist, Prostitution, LGBTQ+, Therapists / Therapy, Blackmail, Revenge, Unnamed Character, Secret Identity, Faked Death, Spoof, Non-Chronological, Dinner Party, Crime Comedy, Cult Movie",Based on Game,Comedy,Live Action,Contemporary Fiction,United States,English,PG,,"Paramount Pictures, Guber-Peters, Polygram Pictures, Debra Hill Productions",,"$13,377,261",,,,
101,https://www.the-numbers.com/movie/Color-Purple-The-(1985),"['Danny Glover', 'Adolph Caesar', 'Rae Dawn Chong', 'Whoopi Goldberg', 'Margaret Avery']","[['Steven Spielberg', 'Director'], ['Steven Spielberg', 'Producer'], ['Kathleen Kennedy', 'Producer'], ['Frank Marshall', 'Producer'], ['Qunicy Jones', 'Producer'], ['Jon Peters', 'Executive Producer'], ['Peter Guber', 'Executive Producer'], ['Menno Meyjes', 'Screenwriter'], ['Alice Walker', 'Story Creator'], ['Qunicy Jones', 'Composer'], ['Michael Kahn', 'Editor'], ['J. Michael Riva', 'Production Designer'], ['Allen Daviau', 'Director of Photography']]",100.0% (domestic box office/worldwide),"$233,962,857","$1,710,333 (1.8% of total gross)",15.25 (domestic box office/biggest weekend),"192 opening theaters/1,109 max. theaters, 16.6 weeks average run per theater","$15,000,000 (worldwide box office is 6.3 times production budget)","December 18th, 1985 (Wide) by Warner Bros.February 23rd, 2020 (Special Engagement) by Fathom Events","March 25th, 1997 by Warner Home Video",152 minutes,vs. Empire of the SunCreate your own comparison chart…,"African Americans, Historical Drama, Coming of Age, 1986 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United States,English,PG-13,The Color Purple,Amblin Entertainment,,"$94,029,472",,,,
102,https://www.the-numbers.com/movie/Out-of-Africa-(1985),[],"[['Sydney Pollack', 'Director'], ['Judith Thurman', 'Screenwriter'], ['Karen Blixen', 'Based on the memoir by']]",30.6% (domestic box office/worldwide),"$198,476,314","$3,637,290 (4.6% of total gross)",12.16 (domestic box office/biggest weekend),"922 opening theaters/1,102 max. theaters, 14.0 weeks average run per theater","$28,000,000 (worldwide box office is 9.2 times production budget)","December 18th, 1985 (Wide) by Universal","March 1st, 1992 by Universal Home Entertainment",161 minutes,Best Picture Oscar Winnersvs. The English PatientCreate your own comparison chart…,"Oscars Best Picture Winner, Romantic Drama, Set in Africa, 1986 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United States,English,PG,,,"March 6th, 1986 (Wide) (Australia)
","$79,096,868",,,"$179,113,992","$258,210,860"
103,https://www.the-numbers.com/movie/Enemy-Mine,[],"[['Wolfgang Petersen', 'Director'], ['Edward Khmara', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$31,334,679","$1,594,702 (13.0% of total gross)",6.25 (domestic box office/biggest weekend),"703 opening theaters/713 max. theaters, 6.5 weeks average run per theater",,"December 20th, 1985 (Wide) by 20th Century Fox",,108 minutes,vs. The FlyCreate your own comparison chart…,"Enemies Forced to Work Together, War, Marooned, Unexpected Pregnancy, Unexpected Families, Slavery, Rescue, Cult Movie, Action Adventure",Original Screenplay,Adventure,Live Action,Science Fiction,"Germany, United States",English,PG-13,,,,"$12,303,411",,,,
104,https://www.the-numbers.com/movie/Trip-to-Bountiful-The,[],"[['Peter Masterson', 'Director'], ['Horton Foote', 'Screenwriter'], ['Dennis Bishop', 'Producer'], ['George Yaneff', 'Producer'], ['Horton Foote', 'Producer'], ['Sam Grogg', 'Producer'], ['Sterling Van Wagenen', 'Producer']]",100.0% (domestic box office/worldwide),"$18,555,330","$8,387 (0.1% of total gross)",24.11 (domestic box office/biggest weekend),"1 opening theaters/118 max. theaters, 4.7 weeks average run per theater",,"December 20th, 1985 (Wide) by Island","April 12th, 2005 by MGM Video",108 minutes,Create your own comparison chart…,"Texas, Life Drama, 1940s, Dysfunctional Family, Road Trip, You Can't Go Home Again",Based on Play,Drama,Live Action,Historical Fiction,United States,English,PG,,,,"$7,466,662",,,,
105,https://www.the-numbers.com/movie/Murphys-Romance,[],[],100.0% (domestic box office/worldwide),"$76,445,347","$47,906 (0.2% of total gross)",7.33 (domestic box office/biggest weekend),"2 opening theaters/1,046 max. theaters, 7.3 weeks average run per theater",,"December 25th, 1985 (Wide) by Sony Pictures",,,vs. FlashdanceCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,,PG-13,,,,"$30,762,621",,,,
