,url,cast,crew,Domestic Share:,Infl. Adj. Dom. BO,Opening Weekend:,Legs:,Theater counts:,Production Budget:,Domestic Releases:,Video Release:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,MPAA Rating:,Franchise:,Production/Financing Companies:,International Releases:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
44,https://www.the-numbers.com/movie/Pale-Rider,[],"[['Clint Eastwood', 'Director']]",100.0% (domestic box office/worldwide),"$106,967,573","$9,119,111 (22.0% of total gross)",4.54 (domestic box office/biggest weekend),"1,710 opening theaters/1,710 max. theaters, 6.1 weeks average run per theater","$6,900,000 (worldwide box office is 6.0 times production budget)","June 28th, 1985 (Wide) by Warner Bros.","April 1st, 1992 by Warner Home Video",,vs. UnforgivenCreate your own comparison chart…,,Original Screenplay,Western,Live Action,Historical Fiction,United States,,R,,,,"$41,410,568",,,,
45,https://www.the-numbers.com/movie/Red-Sonja,"['Sandahl Bergman', 'Paul L. Smith', 'Ronald Lacey', 'Arnold Schwarzenegger', 'Brigitte Nielsen']","[['Richard Fleischer', 'Director'], ['Clive Exton', 'Screenwriter'], ['George MacDonald Fraser', 'Screenwriter'], ['Stanley Mann', 'Screenwriter'], ['David Franzoni', 'Screenwriter'], ['Ennio Morricone', 'Composer']]",100.0% (domestic box office/worldwide),"$17,838,511","$284,662 (4.1% of total gross)",3.05 (domestic box office/biggest weekend),"88 opening theaters/1,091 max. theaters, 2.7 weeks average run per theater","$17,900,000 (worldwide box office is 0.4 times production budget)","June 28th, 1985 (Wide) by MGM",,89 minutes,vs. SheenaCreate your own comparison chart…,"Sword & Sorcerer, Action Adventure, Sex Crimes, LGBTQ+, Young Child Dealing with the Death of a Parent, Death of a Sibling, Revenge",Based on Fiction Book/Short Story,Action,Live Action,Fantasy,"Netherlands, United States",English,PG-13,,,"June 29th, 2018 (Wide), released as Red Sonja (1985) (re:2018) (Australia)
","$6,905,861",,,"$2,779","$6,908,640"
46,https://www.the-numbers.com/movie/St-Elmos-Fire,"['Rob Lowe', 'Demi Moore', 'Emilio Estevez', 'Ally Sheedy', 'Judd Nelson', 'Mare Winningham', 'Andrew McCarthy']","[['Joel Schumacher', 'Director'], ['Lauren Shuler Donner', 'Producer']]",100.0% (domestic box office/worldwide),"$97,641,124","$6,128,157 (16.2% of total gross)",6.17 (domestic box office/biggest weekend),"1,204 opening theaters/1,207 max. theaters, 8.6 weeks average run per theater","$10,000,000 (worldwide box office is 3.8 times production budget)","June 28th, 1985 (Wide) by Sony Pictures","June 4th, 1996 by Sony Pictures Home Entertainment",,vs. Words on Bathroom WallsCreate your own comparison chart…,"Coming of Age, College, Relationships Gone Wrong, Car Accident, Life Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,,R,,,,"$37,800,000",,,,
47,https://www.the-numbers.com/movie/Day-of-the-Dead,"['Lori Cardille', 'Joseph Pilato', 'Terry Alexander', 'Jarlath Conroy', 'Richard Liberty']","[['George A. Romero', 'Director'], ['George A. Romero', 'Screenwriter'], ['John Harrison', 'Composer']]",17.1% (domestic box office/worldwide),"$14,992,978",,3.41 (domestic box office/biggest weekend),,"$3,500,000 (worldwide box office is 9.7 times production budget)","June 30th, 1985 (Limited) by United Film Distribution Co.July 19th, 1985 (Expands Wide) by United Film Distribution Co.","September 17th, 2013 by Shout Factory",101 minutes,vs. TrolljegerenCreate your own comparison chart…,"Supernatural, Psychological Horror, Post Apocalypse, Zombies, Cult Movie, Human Experimentation, Mad Scientist, Depression, Suicide",Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,Not Rated,George A. Romero's Dead Series,,,"$5,804,262","$430,917","$430,917","$28,200,000","$34,004,262"
48,https://www.the-numbers.com/movie/Dream-is-Alive-The,[],"[['Graeme Ferguson', 'Director']]",100.0% (domestic box office/worldwide),"$180,816,894",,,,,"June 30th, 1985 (Limited) by IMAX Films",,37 minutes,vs. EverestCreate your own comparison chart…,"Short Film, NASA",Based on Real Life Events,Documentary,Live Action,Factual,United States,English,Not Rated,,,,"$70,000,000",,,,
49,https://www.the-numbers.com/movie/Back-to-the-Future,"['Christopher Lloyd', 'Crispin Glover', 'Lea Thompson', 'Claudia Wells', 'Thomas F. Wilson', 'Michael J. Fox']","[['Robert Zemeckis', 'Director'], ['Bob Gale', 'Producer'], ['Neil Canton', 'Producer'], ['Kathleen Kennedy', 'Executive Producer'], ['Robert Zemeckis', 'Screenwriter'], ['Bob Gale', 'Screenwriter'], ['Dean Cundey', 'Cinematographer'], ['Arthur Schmidt', 'Editor'], ['Harry Keramidas', 'Editor'], ['Alan Silvestri', 'Composer'], ['Lawrence G. Paull', 'Art Director'], ['Steven Spielberg', 'Executive Producer']]",55.1% (domestic box office/worldwide),"$529,375,434","$11,332,134 (5.3% of total gross)",18.73 (domestic box office/biggest weekend),"1,419 opening theaters/1,815 max. theaters, 20.4 weeks average run per theater","$19,000,000 (worldwide box office is 20.3 times production budget)","July 3rd, 1985 (Wide) by Universal","February 10th, 2009 by Universal Home Entertainment",116 minutes,vs. Back to the Future Part IICreate your own comparison chart…,Time Travel,Original Screenplay,Adventure,Live Action,Science Fiction,United States,English,PG,Back to the Future,Amblin Entertainment,"August 16th, 1985 (Wide), released as Back To The Future (Australia)
December 4th, 1985 (Wide) (United Kingdom)
December 13th, 1985 (Wide) (Netherlands)
July 17th, 1987 (Wide) (South Korea)
February 21st, 1992 (Wide), released as Návrat do budoucnosti (Czech Republic)
... Show all releases
","$212,259,762",,,"$173,250,370","$385,510,132"
50,https://www.the-numbers.com/movie/Emerald-Forest-The,[],"[['John Boorman', 'Director'], ['Rospo Pallenberg', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$63,204,674","$4,345,150 (17.8% of total gross)",5.63 (domestic box office/biggest weekend),"1,110 opening theaters/1,115 max. theaters, 7.2 weeks average run per theater",,"July 3rd, 1985 (Wide) by Avco Embassy",,110 minutes,Create your own comparison chart…,"Action Adventure, Kidnap, Set in Amazon Rainforest, Raised by Kidnappers, Coming of Age, Cannibalism, Rescue",Original Screenplay,Drama,Live Action,Contemporary Fiction,United Kingdom,"English, Portuguese",R,,,,"$24,468,550",,,,
51,https://www.the-numbers.com/movie/Mad-Max-Beyond-Thunderdome,[],"[['George Miller', 'Director']]",100.0% (domestic box office/worldwide),"$93,586,223","$7,283,714 (20.1% of total gross)",4.97 (domestic box office/biggest weekend),"1,475 opening theaters/1,475 max. theaters, 5.4 weeks average run per theater","$10,000,000 (worldwide box office is 3.6 times production budget)","July 10th, 1985 (Wide) by Warner Bros.","August 2nd, 1993 by Warner Home Video",107 minutes,vs. AliensCreate your own comparison chart…,"Post Apocalypse, Action Adventure, Down Syndrome, Australia, Near Future, Dystopia",Original Screenplay,Action,Live Action,Science Fiction,"Australia, United States",,PG-13,Mad Max,,,"$36,230,219",,,,
52,https://www.the-numbers.com/movie/Silverado,[],"[['Lawrence Kasdan', 'Director'], ['Bruce Broughton', 'Composer']]",100.0% (domestic box office/worldwide),"$85,758,867","$3,522,897 (10.6% of total gross)",9.14 (domestic box office/biggest weekend),"1,168 opening theaters/1,190 max. theaters, 8.4 weeks average run per theater","$26,000,000 (worldwide box office is 1.3 times production budget)","July 10th, 1985 (Wide) by Sony Pictures","July 8th, 1994",,vs. Open RangeCreate your own comparison chart…,,Original Screenplay,Western,Live Action,Historical Fiction,United States,,PG-13,,,,"$33,200,000",,,,
53,https://www.the-numbers.com/movie/Explorers,[],"[['Joe Dante', 'Director'], ['Jerry Goldsmith', 'Composer']]",100.0% (domestic box office/worldwide),"$25,502,925","$3,607,340 (36.5% of total gross)",2.74 (domestic box office/biggest weekend),"1,750 opening theaters/1,750 max. theaters, 2.0 weeks average run per theater",,"July 12th, 1985 (Wide) by Paramount Pictures","October 19th, 2004 by Paramount Home Video",109 minutes,vs. Flight of the NavigatorCreate your own comparison chart…,Shared Dreams,Original Screenplay,Adventure,Live Action,Science Fiction,United States,English,"PG for some mild language and action, and a brief scene involving beer. (special home entertainment version)",,"Paramount Pictures, Edward S. Feldman",,"$9,873,000",,,,
54,https://www.the-numbers.com/movie/Man-With-One-Red-Shoe-The,"['Tom Hanks', 'Dabney Coleman', 'Lori Singer', 'Charles Durning', 'James Belushi', 'Carrie Fisher', 'Edward Herrmann']","[['Stan Dragoti', 'Director'], ['Victor Drai', 'Producer'], ['Francis Veber', 'Story Creator'], ['Yves Robert', 'Story Creator'], ['Robert Klane', 'Screenwriter'], ['Richard H. Kline', 'Director of Photography']]",100.0% (domestic box office/worldwide),"$22,331,949","$3,139,025 (36.3% of total gross)",2.75 (domestic box office/biggest weekend),"1,044 opening theaters/1,049 max. theaters, 2.7 weeks average run per theater",,"July 19th, 1985 (Wide) by 20th Century Fox",,93 minutes,vs. BigCreate your own comparison chart…,"Crime Comedy, C.I.A., Mistaken Identity, Government Corruption, Musicians, Romance",Remake,Comedy,Live Action,Contemporary Fiction,United States,English,PG,,Twentieth Century Fox,,"$8,645,411",,,,
55,https://www.the-numbers.com/movie/Black-Cauldron-The,[],[],100.0% (domestic box office/worldwide),"$54,990,784","$4,180,110 (19.6% of total gross)",5.09 (domestic box office/biggest weekend),"1,276 opening theaters/1,276 max. theaters, 4.5 weeks average run per theater",,"July 24th, 1985 (Wide) by Walt Disney","March 10th, 2000 by Walt Disney Home Entertainment",80 minutes,vs. The Great Mouse DetectiveCreate your own comparison chart…,,Based on Fiction Book/Short Story,Adventure,Hand Animation,Fantasy,United States,English,"PG for some scary images.
Rating for 1998 film released from Buena Vista Home Entertainment",,,,"$21,288,692",,,,
56,https://www.the-numbers.com/movie/Kiss-of-the-Spider-Woman,[],"[['Héctor Babenco', 'Director'], ['Leonard Schrader', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$37,407,924","$55,962 (0.4% of total gross)",19.13 (domestic box office/biggest weekend),"1 opening theaters/222 max. theaters, 13.9 weeks average run per theater",,"July 26th, 1985 (Wide) by Island/AliveJune 29th, 2001 (Limited) by Island/Alive","July 22nd, 2008 by City Lights Home Entertainment",121 minutes,vs. Mrs. DoubtfireCreate your own comparison chart…,"Prison, LGBTQ+, Life Drama, Political Prisoner, Romance, Secret Police, Political, 1986 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Brazil, United States",,R,,,,"$14,582,182",,,,
57,https://www.the-numbers.com/movie/National-Lampoons-European-Vacation,"['Victor Lanoux', 'Eric Idle', 'Chevy Chase', ""Beverly D'Angelo"", 'Dana Hill', 'Jason Lively']","[['Amy Heckerling', 'Director'], ['Matty Simmons', 'Producer'], ['John Hughes', 'Screenwriter'], ['Robert Kline', 'Screenwriter'], ['John Hughes', 'Story by'], ['Stuart Cornfeld', 'Co-Producer'], ['Charles Fox', 'Composer']]",100.0% (domestic box office/worldwide),"$127,605,062","$12,329,627 (25.0% of total gross)",4.01 (domestic box office/biggest weekend),"1,546 opening theaters/1,547 max. theaters, 6.6 weeks average run per theater",,"July 26th, 1985 (Wide) by Warner Bros.","July 28th, 1998 by Warner Home Video, released as National Lampoons European Vacation",94 minutes,vs. National Lampoon’s Christmas VacationCreate your own comparison chart…,"Family Vacations, Road Trip, Family Comedy, Dysfunctional Family, Sequel With Lead Character Recast",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,PG-13,National Lampoon's VacationNational Lampoon,Warner Bros.,,"$49,400,000",,,,
58,https://www.the-numbers.com/movie/Pee-Wees-Big-Adventure,"['Elizabeth Daily', 'Mark Holton', 'Diane Salinger', 'Judd Omen', 'Paul Reubens']","[['Tim Burton', 'Director'], ['Robert Shapiro', 'Producer'], ['Richard Gilbert Abramson', 'Producer'], ['Phil Hartman', 'Screenwriter'], ['Paul Reubens', 'Screenwriter'], ['Michael Varhol', 'Screenwriter'], ['William E. McEuen', 'Executive Producer'], ['Victor J. Kemper', 'Director of Photography'], ['Danny Elfman', 'Composer']]",100.0% (domestic box office/worldwide),"$105,753,759","$99,184 (0.2% of total gross)",9.01 (domestic box office/biggest weekend),"21 opening theaters/894 max. theaters, 12.6 weeks average run per theater","$7,000,000 (worldwide box office is 5.8 times production budget)","July 26th, 1985 (Wide) by Warner Bros.",,86 minutes,vs. ClueCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Contemporary Fiction,United States,English,PG,Pee Wee,Warner Bros.,"September 24th, 1987 (Wide) (Australia)
September 29th, 2023 (Limited) (Australia)
","$40,940,662",,,,
59,https://www.the-numbers.com/movie/Fright-Night-(1985),"['William Ragsdale', 'Stephen Geoffreys', 'Chris Sarandon', 'Roddy McDowall', 'Amanda Bearse']","[['Tom Holland', 'Director'], ['Tom Holland', 'Screenwriter'], ['Herb Jaffe', 'Producer'], ['Brad Fiedel', 'Composer'], ['Richard Edlund', 'Visual Effects Producer']]",100.0% (domestic box office/worldwide),"$64,376,591","$6,118,543 (24.6% of total gross)",4.07 (domestic box office/biggest weekend),"1,542 opening theaters/1,545 max. theaters, 4.8 weeks average run per theater",,"August 2nd, 1985 (Wide) by Sony Pictures","September 7th, 1999 by Sony Pictures Home Entertainment",106 minutes,vs. VampCreate your own comparison chart…,"Vampire, Supernatural Horror, Supernatural, Unbelieving Police, Neighbors from Hell, Romance, Kidnap, Rescue, Film Actor, TV Industry",Original Screenplay,Horror,Live Action,Contemporary Fiction,United States,English,R,Fright Night,"Columbia Pictures, Vistar Films",,"$24,922,237",,,,
60,https://www.the-numbers.com/movie/Sesame-Street-Presents-Follow-That-Bird,[],"[['Ken Kwapis', 'Director']]",100.0% (domestic box office/worldwide),"$36,063,593","$2,415,626 (17.3% of total gross)",5.78 (domestic box office/biggest weekend),"1,129 opening theaters/1,129 max. theaters, 5.8 weeks average run per theater",,"August 2nd, 1985 (Wide) by Warner Bros.",,89 minutes,vs. Look Who's TalkingCreate your own comparison chart…,"Puppets in a Live-Action World, Gratuitous Cameos, Monster",Based on TV,Adventure,Live Action,Kids Fiction,United States,English,G,,,,"$13,961,370",,,,
61,https://www.the-numbers.com/movie/Weird-Science,"['Anthony Michael Hall', 'Ilan Mitchell-Smith', 'Kelly LeBrock']","[['John Hughes', 'Director'], ['John Hughes', 'Screenwriter'], ['Ira Newborn', 'Composer'], ['Matthew F. Leonetti', 'Director of Photography'], ['Joel Silver', 'Producer']]",100.0% (domestic box office/worldwide),"$42,146,503","$4,895,421 (30.0% of total gross)",3.33 (domestic box office/biggest weekend),"1,158 opening theaters/1,172 max. theaters, 3.1 weeks average run per theater",,"August 2nd, 1985 (Wide) by Universal","May 14th, 1996 by Universal Home Entertainment",94 minutes,vs. Real GeniusCreate your own comparison chart…,Wish Granters,Original Screenplay,Comedy,Live Action,Fantasy,United States,English,PG-13,,Hughes/Silver,,"$16,316,258",,,,
62,https://www.the-numbers.com/movie/Real-Genius-(1985),[],"[['Martha Coolidge', 'Director'], ['Neal Israel', 'Screenwriter'], ['Pat Proft', 'Screenwriter'], ['Thomas Newman', 'Composer'], ['Peter Torokvei*', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$33,456,342","$2,557,180 (19.7% of total gross)",5.06 (domestic box office/biggest weekend),"990 opening theaters/990 max. theaters, 5.2 weeks average run per theater",,"August 7th, 1985 (Wide) by Sony/TriStar",1985 by Sony Pictures Home Entertainment,106 minutes,vs. Back to the FutureCreate your own comparison chart…,"College, Child Prodigy, Military Stealing New Invention, Farcical / Slapstick Comedy, First Love, Romance, Inventor",Original Screenplay,Comedy,Live Action,Science Fiction,United States,English,PG,,,,"$12,952,019",,,,
63,https://www.the-numbers.com/movie/Summer-Rental,[],"[['Carl Reiner', 'Director'], ['Mark Reisman', 'Screenwriter'], ['Jeremy Stevens', 'Screenwriter'], ['Alan Silvestri', 'Composer']]",100.0% (domestic box office/worldwide),"$63,727,621","$5,754,289 (23.3% of total gross)",4.29 (domestic box office/biggest weekend),"1,584 opening theaters/1,595 max. theaters, 4.6 weeks average run per theater",,"August 9th, 1985 (Wide) by Paramount Pictures",,87 minutes,vs. The Great OutdoorsCreate your own comparison chart…,"Family Vacations, Family Comedy, Dysfunctional Family, Slobs vs. Snobs, On a Boat, Miscellaneous Racing, Underdog",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,PG,,,,"$24,671,000",,,,
64,https://www.the-numbers.com/movie/Return-of-the-Living-Dead-The,[],"[['Dan O’Bannon', 'Director'], ['John A. Russo', 'Story by']]",100.0% (domestic box office/worldwide),"$36,777,844","$4,403,169 (30.9% of total gross)",3.23 (domestic box office/biggest weekend),"1,506 opening theaters/1,506 max. theaters, 3.5 weeks average run per theater","$4,000,000 (worldwide box office is 3.6 times production budget)","August 16th, 1985 (Wide) by Orion Pictures","September 14th, 2010 by MGM Video",91 minutes,vs. Chernobyl DiariesCreate your own comparison chart…,"Zombies, Horror Comedy",Based on Fiction Book/Short Story,Horror,Live Action,Science Fiction,United States,English,R,Return of the Living Dead,,"September 1st, 2022 (Limited) (New Zealand)
","$14,237,880","$382,051","$382,051",$754,"$14,238,634"
65,https://www.the-numbers.com/movie/Volunteers,"['Tim Thomerson', 'Tom Hanks', 'Rita Wilson', 'John Candy']","[['Nicholas Meyer', 'Director'], ['Richard Shepherd', 'Producer'], ['Walter F. Parkes', 'Producer'], ['Keith Critchlow', 'Story Creator'], ['Ken Levine', 'Screenwriter'], ['David Isaacs', 'Screenwriter'], ['Ric Waite', 'Director of Photography'], ['Ronald Roose', 'Editor'], ['James Horner', 'Composer']]",100.0% (domestic box office/worldwide),"$51,340,996","$5,184,360 (26.1% of total gross)",3.83 (domestic box office/biggest weekend),"1,560 opening theaters/1,560 max. theaters, 4.9 weeks average run per theater",,"August 16th, 1985 (Wide) by Sony/TriStar",,107 minutes,vs. The Man With One Red ShoeCreate your own comparison chart…,"Action Comedy, Set in Thailand, 1960s, Gambling, Money Troubles, Romance, Relationships Gone Wrong, Commies, Peace Corps",Based on Fiction Book/Short Story,Comedy,Live Action,Historical Fiction,United States,,R,,"HBO Films, Silverscreen Partners",,"$19,875,740",,,,
66,https://www.the-numbers.com/movie/Year-of-the-Dragon,"['Victor Wong', 'Raymond J. Barry', 'John Lone', 'Ariane', 'Jack Kehler', 'Mickey Rourke', 'Eddie Jones']","[['Michael Cimino', 'Director'], ['Oliver Stone', 'Screenwriter'], ['Michael Cimino', 'Screenwriter'], ['Stanley Mann', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$48,323,222","$4,039,079 (21.6% of total gross)",4.63 (domestic box office/biggest weekend),"982 opening theaters/982 max. theaters, 6.1 weeks average run per theater",,"August 16th, 1985 (Wide) by MGM","May 31st, 2005 by Warner Home Video",134 minutes,Create your own comparison chart…,"Action Thriller, Film Noir, Ex-soldier, NYPD, Police Detective, Triads, Mafia, Organized Crime, Death of a Spouse or Fiancée / Fiancé, Sex Crimes, Revenge",Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,United States,,R,,,,"$18,707,466",,,,
67,https://www.the-numbers.com/movie/Better-Off-Dead,"['David Ogden Stiers', 'Diane Franklin', 'Kim Darby', 'John Cusack']","[['Savage Steve Holland', 'Director'], ['Savage Steve Holland', 'Screenwriter'], ['Michael Jaffe', 'Producer'], ['Gil Friesen', 'Executive Producer'], ['Andrew Meyer', 'Executive Producer'], ['Rupert Hine', 'Composer']]",100.0% (domestic box office/worldwide),"$26,599,712","$56,371 (0.5% of total gross)",4.00 (domestic box office/biggest weekend),"13 opening theaters/650 max. theaters, 6.1 weeks average run per theater",,"August 23rd, 1985 (Wide) by Warner Bros.","July 16th, 2002 by Paramount Home Video",97 minutes,vs. The Big LebowskiCreate your own comparison chart…,"Winter Sports, Skiing, Suicide, Relationships Gone Wrong, Foreign Language, Non-Chronological, Narcotics, Slobs vs. Snobs, Cult Movie, Black Comedy",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,United States,English,PG,,"CBS Films, A&M Films",,"$10,297,601",,,,
68,https://www.the-numbers.com/movie/Teen-Wolf,"['James Hampton', 'Scott Paulin', 'Susan Ursitti', 'Jerry Levine', 'Jay Tarses', 'Michael J. Fox']","[['Rod Daniel', 'Director'], ['Mark Levinson', 'Producer'], ['Scott Rosenfelt', 'Producer'], ['Thomas Coleman', 'Executive Producer'], ['Michael Rosenblatt', 'Executive Producer'], ['Joseph Loeb III', 'Screenwriter'], ['Matthew Weisman', 'Screenwriter'], ['Miles Goodman', 'Composer'], ['Tim Suhrstedt', 'Director of Photography']]",100.0% (domestic box office/worldwide),"$85,465,977","$6,120,348 (18.5% of total gross)",5.41 (domestic box office/biggest weekend),"1,416 opening theaters/1,425 max. theaters, 8.2 weeks average run per theater",,"August 23rd, 1985 (Wide) by Atlantic","September 9th, 2014 by MGM Video",92 minutes,vs. Ginger SnapsCreate your own comparison chart…,"Monster, Werewolf, Basketball, Coming of Age, High School Hell, Bullies, Romance, Genre Mashup",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,PG,Teen Wolf,Atlantic Releasing Corp.,,"$33,086,611",,,,
69,https://www.the-numbers.com/movie/American-Ninja,[],"[['Sam Firstenberg', 'Director'], ['Paul De Mielche', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$27,119,945","$3,234,837 (30.8% of total gross)",3.25 (domestic box office/biggest weekend),"672 opening theaters/672 max. theaters, 3.5 weeks average run per theater",,"August 30th, 1985 (Wide) by Cannon","August 16th, 2016 by Olive",95 minutes,vs. American Ninja 3: Blood HuntCreate your own comparison chart…,"Martial Arts, Action Adventure, Set in Philippines",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,R,American Ninja,,,"$10,499,000","$83,467","$83,467",,
70,https://www.the-numbers.com/movie/Compromising-Positions,[],"[['Frank Perry', 'Director'], ['Susan Isaacs', 'Screenwriter'], ['Susan Isaacs', 'Story Creator']]",100.0% (domestic box office/worldwide),"$27,380,841","$3,014,756 (28.4% of total gross)",3.52 (domestic box office/biggest weekend),"570 opening theaters/574 max. theaters, 4.8 weeks average run per theater",,"August 30th, 1985 (Wide) by Paramount Pictures",,99 minutes,vs. Ingrid Goes WestCreate your own comparison chart…,"Comedy Drama, Murder Mystery, Life in a Small Town, Dentist, Infidelity, Sex Crimes, Relationships Gone Wrong, Novel or Other Work Adapted by Author",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,United States,English,R,,,,"$10,600,000",,,,
71,https://www.the-numbers.com/movie/After-Hours,[],"[['Martin Scorsese', 'Director'], ['Joseph Minion', 'Screenwriter'], ['Howard Shore', 'Composer']]",100.0% (domestic box office/worldwide),"$31,230,253","$45,435 (0.4% of total gross)",5.10 (domestic box office/biggest weekend),"1 opening theaters/503 max. theaters, 5.9 weeks average run per theater","$4,500,000 (worldwide box office is 2.4 times production budget)","September 13th, 1985 (Wide) by Warner Bros.","August 17th, 2004 by Warner Home Video",97 minutes,vs. The King of ComedyCreate your own comparison chart…,"Relationships Gone Wrong, Black Comedy, Crime, Film Noir, Cult Movie, One Night, Framed, Set in New York City, Set in New York, Suicide, Artists, Fugitive / On the Run, Punk Rock",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,United States,English,R,,,,"$10,609,321",,,,
72,https://www.the-numbers.com/movie/Agnes-of-God,[],"[['Norman Jewison', 'Director'], ['John Pielmeier', 'Screenwriter'], ['John Pielmeier', 'Story Creator']]",100.0% (domestic box office/worldwide),"$75,439,679","$220,642 (0.9% of total gross)",6.09 (domestic box office/biggest weekend),"8 opening theaters/646 max. theaters, 10.3 weeks average run per theater",,"September 13th, 1985 (Wide) by Sony Pictures",,98 minutes,vs. Agent Cody BanksCreate your own comparison chart…,"Religious, Courtroom Drama, Crime, Monks and Nuns, Dysfunctional Family, Child Abuse, Filicide or Infanticide, Novel or Other Work Adapted by Author",Based on Play,Drama,Live Action,Contemporary Fiction,United States,English,,,,,"$25,627,836",,,,
73,https://www.the-numbers.com/movie/Plenty,[],"[['Fred Schepisi', 'Director'], ['David Hare', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$15,767,778","$436,266 (7.1% of total gross)",7.86 (domestic box office/biggest weekend),"24 opening theaters/228 max. theaters, 7.2 weeks average run per theater",,"September 19th, 1985 (Wide) by 20th Century Fox","March 2nd, 2003 by Walt Disney Home Entertainment",121 minutes,Create your own comparison chart…,"Life Drama, 1940s, World War II, 1950s, French Resistance, Romance, Relationships Gone Wrong, 1960s, Political, Mental Illness",Based on Play,Drama,Live Action,Historical Fiction,United States,,,,,,"$6,104,212",,,,
74,https://www.the-numbers.com/movie/Invasion-USA-(1985),[],"[['Joseph Zito', 'Director'], ['James Bruner', 'Screenwriter'], ['Chuck Norris', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$45,297,874","$6,891,609 (39.3% of total gross)",2.54 (domestic box office/biggest weekend),"1,735 opening theaters/1,735 max. theaters, 4.0 weeks average run per theater","$10,000,000 (worldwide box office is 1.8 times production budget)","September 27th, 1985 (Wide) by Cannon","March 15th, 2016 by Shout Factory",107 minutes,vs. National Lampoon's European VacationCreate your own comparison chart…,"Action Thriller, Cold War, Commies, Terrorism, Set in Florida",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,R,,,,"$17,536,256","$68,114","$68,114",,
75,https://www.the-numbers.com/movie/Journey-of-Natty-Gann-The,"['John Cusack', 'Ray Wise', 'Lainie Kazan', 'Scatman Crothers', 'Meredith Salenger']","[['Jeremy Paul Kagan', 'Director'], ['Jeanne Rosenberg', 'Screenwriter'], ['James Horner', 'Composer']]",100.0% (domestic box office/worldwide),"$24,260,748","$490,318 (5.2% of total gross)",9.87 (domestic box office/biggest weekend),"163 opening theaters/362 max. theaters, 11.7 weeks average run per theater",,"September 27th, 1985 (Wide) by Walt Disney",,101 minutes,vs. Because of Winn-DixieCreate your own comparison chart…,"Family Adventure, 1930s, Set in Chicago, Great Depression, Money Troubles, Single Parent, Young Child Dealing with the Death of a Parent, Road Trip, Homeless, Animal Lead",Original Screenplay,Adventure,Live Action,Historical Fiction,United States,English,,,,,"$9,468,512",,,,
76,https://www.the-numbers.com/movie/Sweet-Dreams,[],"[['Karel Reisz', 'Director'], ['Robert Getchell', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$23,506,195","$80,418 (0.9% of total gross)",4.21 (domestic box office/biggest weekend),"7 opening theaters/778 max. theaters, 6.1 weeks average run per theater",,"October 2nd, 1985 (Wide) by Sony/TriStar",,115 minutes,Create your own comparison chart…,"Biography, Biographical Drama, Country and Western Music, Singers, Relationships Gone Wrong, Domestic Abuse, 1960s, Plane Crash",Based on Real Life Events,Drama,Live Action,Dramatization,United States,English,,,,,"$9,100,000",,,,
77,https://www.the-numbers.com/movie/Commando,[],"[['Mark L. Lester', 'Director'], ['Steven E. de Souza', 'Screenwriter'], ['Steven E. de Souza', 'Story Creator'], ['Joseph Loeb III', 'Story Creator'], ['Matthew Weisman', 'Story Creator'], ['James Horner', 'Composer']]",100.0% (domestic box office/worldwide),"$90,599,536","$7,700,015 (22.0% of total gross)",4.56 (domestic box office/biggest weekend),"1,495 opening theaters/1,504 max. theaters, 7.0 weeks average run per theater","$10,000,000 (worldwide box office is 3.5 times production budget)","October 4th, 1985 (Wide) by 20th Century Fox","April 6th, 2010 by Fox Home Entertainment",90 minutes,vs. Red HeatCreate your own comparison chart…,"Rescue, Action Adventure, Death of a Mentor, Kidnap, Blackmail, Coup d’Etat, Military Coup, Set in South America",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,R,,Silver Pictures,"October 8th, 2020 (Limited) (Australia)
December 10th, 2020 (Wide) (New Zealand)
","$35,073,978",,,"$4,935","$35,078,913"
