,url,cast,crew,Domestic Share:,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Production Countries:,Languages:,Domestic Box Office
0,https://www.the-numbers.com/movie/Four-Horsemen-of-the-Apocalypse-The-(1921),[],"[['Rex Ingram', 'Director']]",100.0% (domestic box office/worldwide),"March 6th, 1921 (Wide)",Not Rated Passed,134 minutes,vs. The Big ParadeCreate your own comparison chart…,United States,Silent,"$9,200,000"
