,year,movie,url,genre,release_type,revenue_to_date
19315,2007,Vacancy,https://www.the-numbers.com/movie/Vacancy,Thriller/Suspense,Theatrical,40430461.0
19317,2007,Detective Conan: Jolly Roger in Deep …,https://www.the-numbers.com/movie/Detective-Conan-Jolly-Roger-in-Deep-Azure-(Japan),Adventure,Theatrical,19035565.0
19327,2007,The Condemned,https://www.the-numbers.com/movie/Condemned-The,Action,Theatrical,31093232.0
19331,2007,The Invisible,https://www.the-numbers.com/movie/Invisible-The,Thriller/Suspense,Theatrical,38407017.0
19333,2007,Kickin It Old Skool,https://www.the-numbers.com/movie/Kickin-It-Old-Skool,Comedy,Theatrical,6193494.0
19334,2007,Next,https://www.the-numbers.com/movie/Next-(2007),Action,Theatrical,93057168.0
19338,2007,Ta Ra Rum Pum,https://www.the-numbers.com/movie/Ta-Ra-Rum-Pum,Comedy,Theatrical,9443864.0
19343,2007,Waitress,https://www.the-numbers.com/movie/Waitress,Romantic Comedy,Theatrical,46578534.0
19345,2007,Away From Her,https://www.the-numbers.com/movie/Away-From-Her,Drama,Theatrical,10787490.0
19351,2007,Lucky You,https://www.the-numbers.com/movie/Lucky-You,Drama,Theatrical,7481180.0
19352,2007,Spider-Man 3,https://www.the-numbers.com/movie/Spider-Man-3,Adventure,Theatrical,1022341615.0
19365,2007,28 Weeks Later,https://www.the-numbers.com/movie/28-Weeks-Later,Horror,Theatrical,89466858.0
19370,2007,Delta Farce,https://www.the-numbers.com/movie/Delta-Farce,Comedy,Theatrical,33357033.0
19372,2007,The Ex,https://www.the-numbers.com/movie/Ex-The,Romantic Comedy,Theatrical,5682126.0
19373,2007,Georgia Rule,https://www.the-numbers.com/movie/Georgia-Rule,Drama,Theatrical,41017757.0
19382,2007,Once,https://www.the-numbers.com/movie/Once,Drama,Theatrical,23151269.0
19384,2007,Shrek the Third,https://www.the-numbers.com/movie/Shrek-the-Third,Adventure,Theatrical,986398464.0
19393,2007,Severance,https://www.the-numbers.com/movie/Severance,Comedy,Theatrical,5950002.0
19403,2007,Pirates of the Caribbean: At World’…,https://www.the-numbers.com/movie/Pirates-of-the-Caribbean-At-Worlds-End,Adventure,Theatrical,1268243128.0
19407,2007,Bug,https://www.the-numbers.com/movie/Bug,Horror,Theatrical,10031026.0
19408,2007,Cheeni Kum,https://www.the-numbers.com/movie/Cheeni-Kum,Romantic Comedy,Theatrical,7837674.0
19411,2007,Shootout at Lokhandwala,https://www.the-numbers.com/movie/Shootout-at-Lokhandwala,Drama,Theatrical,8191079.0
19416,2007,Dnevnoy dozor,https://www.the-numbers.com/movie/Dnevnoy-dozor,Action,Theatrical,43266673.0
19421,2007,Knocked Up,https://www.the-numbers.com/movie/Knocked-Up,Romantic Comedy,Theatrical,337927596.0
19423,2007,Mr. Brooks,https://www.the-numbers.com/movie/Mr-Brooks,Thriller/Suspense,Theatrical,76598288.0
19428,2007,Hwang Jin-yi,https://www.the-numbers.com/movie/Hwang-Jin-yi,Drama,Theatrical,7923851.0
19433,2007,Hostel: Part II,https://www.the-numbers.com/movie/Hostel-Part-II,Horror,Theatrical,50430748.0
19434,2007,La Môme,https://www.the-numbers.com/movie/Mome-La,Drama,Theatrical,88611837.0
19436,2007,Ocean's Thirteen,https://www.the-numbers.com/movie/Oceans-Thirteen,Adventure,Theatrical,360825481.0
19438,2007,Surf’s Up,https://www.the-numbers.com/movie/Surfs-Up-(2007),Adventure,Theatrical,193487539.0
19446,2007,DOA: Dead or Alive,https://www.the-numbers.com/movie/DOA-Dead-or-Alive,Action,Theatrical,9629791.0
19448,2007,Fantastic Four: Rise of the Silver Su…,https://www.the-numbers.com/movie/Fantastic-Four-Rise-of-the-Silver-Surfer,Action,Theatrical,353084503.0
19450,2007,Jhoom Barabar Jhoom,https://www.the-numbers.com/movie/Jhoom-Barabar-Jhoom,Comedy,Theatrical,8370665.0
19452,2007,Nancy Drew,https://www.the-numbers.com/movie/Nancy-Drew,Thriller/Suspense,Theatrical,41723138.0
19466,2007,1408,https://www.the-numbers.com/movie/1408,Horror,Theatrical,182218531.0
19467,2007,Black Sheep,https://www.the-numbers.com/movie/Black-Sheep-(2007),Horror,Theatrical,5063452.0
19470,2007,Evan Almighty,https://www.the-numbers.com/movie/Evan-Almighty,Comedy,Theatrical,213426525.0
19473,2007,A Mighty Heart,https://www.the-numbers.com/movie/Mighty-Heart-A,Drama,Theatrical,24815014.0
19474,2007,Sicko,https://www.the-numbers.com/movie/Sicko,Documentary,Theatrical,54958497.0
19482,2007,Live Free or Die Hard,https://www.the-numbers.com/movie/Live-Free-or-Die-Hard,Action,Theatrical,484309249.0
19485,2007,Transformers,https://www.the-numbers.com/movie/Transformers,Action,Theatrical,1011987127.0
19487,2007,Apne,https://www.the-numbers.com/movie/Apne,Drama,Theatrical,6643574.0
19490,2007,Evening,https://www.the-numbers.com/movie/Evening,Drama,Theatrical,12885574.0
19492,2007,Ratatouille,https://www.the-numbers.com/movie/Ratatouille,Adventure,Theatrical,843413976.0
19493,2007,Vitus,https://www.the-numbers.com/movie/Vitus,Drama,Theatrical,6079556.0
19498,2007,License to Wed,https://www.the-numbers.com/movie/License-to-Wed,Romantic Comedy,Theatrical,93623930.0
19502,2007,Rescue Dawn,https://www.the-numbers.com/movie/Rescue-Dawn-(2007),Action,Theatrical,32390378.0
19513,2007,Harry Potter and the Order of the Pho…,https://www.the-numbers.com/movie/Harry-Potter-and-the-Order-of-the-Phoenix,Adventure,Theatrical,1176381161.0
19515,2007,Captivity,https://www.the-numbers.com/movie/Captivity,Horror,Theatrical,12342076.0
19519,2007,Mon meilleur ami,https://www.the-numbers.com/movie/Mon-meilleur-ami,Comedy,Theatrical,9205935.0
19522,2007,Talk to Me,https://www.the-numbers.com/movie/Talk-to-Me-(2007),Drama,Theatrical,6380148.0
19536,2007,Hairspray,https://www.the-numbers.com/movie/Hairspray-(2007),Musical,Theatrical,307772441.0
19537,2007,I Now Pronounce You Chuck and Larry,https://www.the-numbers.com/movie/I-Now-Pronounce-You-Chuck-and-Larry,Comedy,Theatrical,255805783.0
19540,2007,Partner,https://www.the-numbers.com/movie/Partner,Romantic Comedy,Theatrical,21916101.0
19547,2007,Hwa-ryeo-han hyuga,https://www.the-numbers.com/movie/Hwa-ryeo-han-hyuga,Drama,Theatrical,49136551.0
19549,2007,This is England,https://www.the-numbers.com/movie/This-is-England,Drama,Theatrical,8739576.0
19551,2007,The Simpsons Movie,https://www.the-numbers.com/movie/Simpsons-Movie-The,Adventure,Theatrical,624478481.0
19554,2007,I Know Who Killed Me,https://www.the-numbers.com/movie/I-Know-Who-Killed-Me,Thriller/Suspense,Theatrical,35304260.0
19558,2007,No Reservations,https://www.the-numbers.com/movie/No-Reservations,Romantic Comedy,Theatrical,120043757.0
19560,2007,Who's Your Caddy?,https://www.the-numbers.com/movie/Whos-Your-Caddy,Comedy,Theatrical,5694308.0
19567,2007,El Cantante,https://www.the-numbers.com/movie/Cantante-El,Drama,Theatrical,18771904.0
19571,2007,Becoming Jane,https://www.the-numbers.com/movie/Becoming-Jane,Drama,Theatrical,47779991.0
19573,2007,The Bourne Ultimatum,https://www.the-numbers.com/movie/Bourne-Ultimatum-The,Thriller/Suspense,Theatrical,571319126.0
19574,2007,Bratz,https://www.the-numbers.com/movie/Bratz,Comedy,Theatrical,65939194.0
19576,2007,Cash,https://www.the-numbers.com/movie/Cash-(2007),Action,Theatrical,5512027.0
19579,2007,Hot Rod,https://www.the-numbers.com/movie/Hot-Rod,Comedy,Theatrical,40175079.0
19583,2007,Underdog,https://www.the-numbers.com/movie/Underdog,Adventure,Theatrical,104481406.0
19585,2007,"Gekijô-ban Kamen Raidâ Den-Ô: Ore,…",https://www.the-numbers.com/movie/Gekijo-ban-Kamen-Raida-Den-O-Ore-tanjo-(Japan)-(2007),Action,Theatrical,8353721.0
19588,2007,Daddy Day Camp,https://www.the-numbers.com/movie/Daddy-Day-Camp,Comedy,Theatrical,23976615.0
19593,2007,Chak De India,https://www.the-numbers.com/movie/Chak-De-India,Drama,Theatrical,14959326.0
19597,2007,Deux jours à Paris,https://www.the-numbers.com/movie/Deux-jours-a-Paris,Comedy,Theatrical,14521665.0
19600,2007,Rush Hour 3,https://www.the-numbers.com/movie/Rush-Hour-3,Action,Theatrical,298166094.0
19601,2007,Skinwalkers,https://www.the-numbers.com/movie/Skinwalkers,Horror,Theatrical,37934361.0
19602,2007,Stardust,https://www.the-numbers.com/movie/Stardust,Adventure,Theatrical,163205546.0
19614,2007,Death at a Funeral,https://www.the-numbers.com/movie/Death-at-a-Funeral,Black Comedy,Theatrical,47289148.0
19615,2007,The Invasion,https://www.the-numbers.com/movie/Invasion-The,Thriller/Suspense,Theatrical,45314901.0
19617,2007,The Last Legion,https://www.the-numbers.com/movie/Last-Legion-The,Action,Theatrical,25357771.0
19622,2007,Superbad,https://www.the-numbers.com/movie/Superbad,Comedy,Theatrical,310927661.0
19636,2007,Heyy Babyy,https://www.the-numbers.com/movie/Heyy-Babyy,Comedy,Theatrical,18429951.0
19639,2007,Mr. Bean’s Holiday,https://www.the-numbers.com/movie/Mr-Beans-Holiday,Adventure,Theatrical,264462321.0
19640,2007,The Nanny Diaries,https://www.the-numbers.com/movie/Nanny-Diaries-The,Comedy,Theatrical,84514642.0
19641,2007,Resurrecting the Champ,https://www.the-numbers.com/movie/Resurrecting-the-Champ,Drama,Theatrical,6075708.0
19645,2007,War,https://www.the-numbers.com/movie/War,Action,Theatrical,68725771.0
19650,2007,Balls of Fury,https://www.the-numbers.com/movie/Balls-of-Fury,Comedy,Theatrical,61667304.0
19653,2007,Death Sentence,https://www.the-numbers.com/movie/Death-Sentence,Action,Theatrical,26139561.0
19656,2007,Halloween,https://www.the-numbers.com/movie/Halloween-(2007),Horror,Theatrical,119331271.0
19657,2007,Ladron que roba a ladron,https://www.the-numbers.com/movie/Ladron-que-roba-a-ladron,Action,Theatrical,5273266.0
19675,2007,3:10 to Yuma,https://www.the-numbers.com/movie/310-to-Yuma,Western,Theatrical,127444640.0
19678,2007,Dhamaal,https://www.the-numbers.com/movie/Dhamaal,Comedy,Theatrical,5284202.0
19681,2007,Hatchet,https://www.the-numbers.com/movie/Hatchet,Horror,Theatrical,9245248.0
19682,2007,The Hunting Party,https://www.the-numbers.com/movie/Hunting-Party-The,Action,Theatrical,11246845.0
19687,2007,Shoot 'Em Up,https://www.the-numbers.com/movie/Shoot-Em-Up,Action,Theatrical,42657740.0
19696,2007,Across the Universe,https://www.the-numbers.com/movie/Across-the-Universe,Musical,Theatrical,56679147.0
19698,2007,The Brave One,https://www.the-numbers.com/movie/Brave-One-The,Thriller/Suspense,Theatrical,88445228.0
19701,2007,Dragon Wars: D-War,https://www.the-numbers.com/movie/Dragon-Wars-D-War,Action,Theatrical,87732991.0
19702,2007,Eastern Promises,https://www.the-numbers.com/movie/Eastern-Promises,Thriller/Suspense,Theatrical,69897796.0
19704,2007,In the Valley of Elah,https://www.the-numbers.com/movie/In-the-Valley-of-Elah,Drama,Theatrical,28079351.0
19708,2007,Mr. Woodcock,https://www.the-numbers.com/movie/Mr-Woodcock,Comedy,Theatrical,44513405.0
19727,2007,The Assassination of Jesse James by t…,https://www.the-numbers.com/movie/Assassination-of-Jesse-James-by-the-Coward-Robert-Ford-The,Western,Theatrical,25951260.0
19728,2007,Good Luck Chuck,https://www.the-numbers.com/movie/Good-Luck-Chuck-(2007),Romantic Comedy,Theatrical,87816141.0
19731,2007,Into the Wild,https://www.the-numbers.com/movie/Into-the-Wild,Drama,Theatrical,73718527.0
19735,2007,Resident Evil: Extinction,https://www.the-numbers.com/movie/Resident-Evil-Extinction,Horror,Theatrical,185093645.0
19736,2007,Sydney White,https://www.the-numbers.com/movie/Sydney-White,Romantic Comedy,Theatrical,22024610.0
19740,2007,Feast of Love,https://www.the-numbers.com/movie/Feast-of-Love,Drama,Theatrical,5796467.0
19741,2007,The Game Plan,https://www.the-numbers.com/movie/Game-Plan-The,Comedy,Theatrical,198686886.0
19744,2007,The Kingdom,https://www.the-numbers.com/movie/Kingdom-The,Action,Theatrical,122602640.0
19747,2007,Se jie,https://www.the-numbers.com/movie/Se-jie,Drama,Theatrical,65167430.0
19750,2007,The Darjeeling Limited,https://www.the-numbers.com/movie/Darjeeling-Limited-The,Adventure,Theatrical,44267217.0
19764,2007,Feel the Noise,https://www.the-numbers.com/movie/Feel-the-Noise,Drama,Theatrical,9226156.0
19768,2007,The Heartbreak Kid,https://www.the-numbers.com/movie/Heartbreak-Kid-The-(2007),Romantic Comedy,Theatrical,140888956.0
19769,2007,Michael Clayton,https://www.the-numbers.com/movie/Michael-Clayton,Drama,Theatrical,112536736.0
19772,2007,Sea Monsters: A Prehistoric Adventure,https://www.the-numbers.com/movie/Sea-Monsters-A-Prehistoric-Adventure,Documentary,Theatrical,50728163.0
19773,2007,The Seeker: The Dark is Rising,https://www.the-numbers.com/movie/Seeker-The-Dark-is-Rising-The-(2007),Adventure,Theatrical,42850701.0
19778,2007,Control,https://www.the-numbers.com/movie/Control,Drama,Theatrical,8902141.0
19783,2007,Bhool Bhulaiyaa,https://www.the-numbers.com/movie/Bhool-Bhulaiyaa,Comedy,Theatrical,15090039.0
19785,2007,Elizabeth: The Golden Age,https://www.the-numbers.com/movie/Elizabeth-The-Golden-Age,Drama,Theatrical,85754602.0
19789,2007,Laaga Chunari Mein Daag,https://www.the-numbers.com/movie/Laaga-Chunari-Mein-Daag,Drama,Theatrical,7025926.0
19790,2007,Lars and the Real Girl,https://www.the-numbers.com/movie/Lars-and-the-Real-Girl,Comedy,Theatrical,15195393.0
19795,2007,We Own the Night,https://www.the-numbers.com/movie/We-Own-the-Night,Action,Theatrical,78393452.0
19796,2007,Why Did I Get Married?,https://www.the-numbers.com/movie/Why-Did-I-Get-Married-(2007),Comedy,Theatrical,88126699.0
19806,2007,30 Days of Night,https://www.the-numbers.com/movie/30-Days-of-Night,Horror,Theatrical,108184541.0
19810,2007,The Comebacks,https://www.the-numbers.com/movie/Comebacks-The,Comedy,Theatrical,23092225.0
19813,2007,Gone Baby Gone,https://www.the-numbers.com/movie/Gone-Baby-Gone-(2007),Drama,Theatrical,45995144.0
19819,2007,Rendition,https://www.the-numbers.com/movie/Rendition,Thriller/Suspense,Theatrical,33215569.0
19820,2007,Reservation Road,https://www.the-numbers.com/movie/Reservation-Road,Drama,Theatrical,18593499.0
19823,2007,Things We Lost in the Fire,https://www.the-numbers.com/movie/Things-We-Lost-in-the-Fire,Drama,Theatrical,11307184.0
19830,2007,Tokyo Tower: Mom and Me and Sometimes…,https://www.the-numbers.com/movie/Tokyo-Tower-Mom-and-Me-and-Sometimes-Dad,Drama,Theatrical,11061179.0
19832,2007,Before the Devil Knows You're Dead,https://www.the-numbers.com/movie/Before-the-Devil-Knows-Youre-Dead,Drama,Theatrical,29765553.0
19833,2007,Bella,https://www.the-numbers.com/movie/Bella,Drama,Theatrical,19085436.0
19835,2007,Dan in Real Life,https://www.the-numbers.com/movie/Dan-in-Real-Life,Romantic Comedy,Theatrical,85832393.0
19836,2007,Jab We Met,https://www.the-numbers.com/movie/Jab-We-Met,Romantic Comedy,Theatrical,6295513.0
19843,2007,Saw IV,https://www.the-numbers.com/movie/Saw-IV-(2007),Horror,Theatrical,168489995.0
19851,2007,American Gangster,https://www.the-numbers.com/movie/American-Gangster-(2007),Drama,Theatrical,343224919.0
19852,2007,Bee Movie,https://www.the-numbers.com/movie/Bee-Movie,Adventure,Theatrical,373524431.0
19854,2007,Bushi no ichibun,https://www.the-numbers.com/movie/Bushi-no-ichibun,Drama,Theatrical,24724488.0
19858,2007,Martian Child,https://www.the-numbers.com/movie/Martian-Child,Drama,Theatrical,17715466.0
19870,2007,Om Shanti Om,https://www.the-numbers.com/movie/Om-Shanti-Om,Drama,Theatrical,37743074.0
19876,2007,Fred Claus,https://www.the-numbers.com/movie/Fred-Claus,Comedy,Theatrical,133188023.0
19880,2007,Lions for Lambs,https://www.the-numbers.com/movie/Lions-for-Lambs,Drama,Theatrical,72911952.0
19882,2007,No Country for Old Men,https://www.the-numbers.com/movie/No-Country-for-Old-Men,Action,Theatrical,218368372.0
19883,2007,P2,https://www.the-numbers.com/movie/P2,Horror,Theatrical,14025519.0
19884,2007,Saawariya,https://www.the-numbers.com/movie/Saawariya,Drama,Theatrical,20052456.0
19896,2007,Beowulf,https://www.the-numbers.com/movie/Beowulf,Adventure,Theatrical,231894034.0
19897,2007,Dialogue avec mon jardinier,https://www.the-numbers.com/movie/Dialogue-avec-mon-jardinier,Comedy,Theatrical,9897351.0
19898,2007,Love in the Time of Cholera,https://www.the-numbers.com/movie/Love-in-the-Time-of-Cholera,Drama,Theatrical,31077418.0
19900,2007,Mr. Magorium's Wonder Emporium,https://www.the-numbers.com/movie/Mr-Magoriums-Wonder-Emporium,Comedy,Theatrical,91934964.0
19911,2007,August Rush,https://www.the-numbers.com/movie/August-Rush,Drama,Theatrical,89584204.0
19912,2007,Dhan Dhana Dhan Goal,https://www.the-numbers.com/movie/Dhan-Dhana-Dhan-Goal,,Theatrical,5957759.0
19913,2007,Enchanted,https://www.the-numbers.com/movie/Enchanted,Romantic Comedy,Theatrical,434093628.0
19915,2007,Hitman,https://www.the-numbers.com/movie/Hitman,Action,Theatrical,128384320.0
19916,2007,I’m Not There,https://www.the-numbers.com/movie/Im-Not-There,Drama,Theatrical,19296899.0
19917,2007,The Mist,https://www.the-numbers.com/movie/Mist-The,Horror,Theatrical,88240289.0
19919,2007,This Christmas,https://www.the-numbers.com/movie/This-Christmas,Drama,Theatrical,72872444.0
19925,2007,[Rec],https://www.the-numbers.com/movie/Rec-(Spain-2007),Horror,Theatrical,23266821.0
19932,2007,The Savages,https://www.the-numbers.com/movie/Savages-The,Drama,Theatrical,10642023.0
19935,2007,Awake,https://www.the-numbers.com/movie/Awake,Thriller/Suspense,Theatrical,46629134.0
19946,2007,Le Scaphandre et le Papillon,https://www.the-numbers.com/movie/Scaphandre-et-le-Papillon-Le,Drama,Theatrical,25345357.0
19955,2007,Juno,https://www.the-numbers.com/movie/Juno,Comedy,Theatrical,290991374.0
19961,2007,Atonement,https://www.the-numbers.com/movie/Atonement,Drama,Theatrical,146501887.0
19965,2007,The Golden Compass,https://www.the-numbers.com/movie/His-Dark-Materials-The-Golden-Compass,Adventure,Theatrical,409214853.0
19971,2007,Revolver,https://www.the-numbers.com/movie/Revolver,Thriller/Suspense,Theatrical,7880568.0
19981,2007,The Perfect Holiday,https://www.the-numbers.com/movie/Perfect-Holiday-The,Romantic Comedy,Theatrical,13510170.0
19983,2007,Alvin and the Chipmunks,https://www.the-numbers.com/movie/Alvin-and-the-Chipmunks-(2007),Adventure,Theatrical,504984877.0
19985,2007,I am Legend,https://www.the-numbers.com/movie/I-am-Legend,Horror,Theatrical,721546926.0
19986,2007,The Kite Runner,https://www.the-numbers.com/movie/Kite-Runner-The,Drama,Theatrical,81796025.0
19996,2007,National Treasure: Book of Secrets,https://www.the-numbers.com/movie/National-Treasure-Book-of-Secrets,Adventure,Theatrical,557148002.0
19999,2007,Charlie Wilson’s War,https://www.the-numbers.com/movie/Charlie-Wilsons-War-(2007),Drama,Theatrical,138109784.0
20000,2007,P.S. I Love You,https://www.the-numbers.com/movie/P-S-I-Love-You,Romantic Comedy,Theatrical,187644115.0
20002,2007,Sweeney Todd: The Demon Barber of Fle…,https://www.the-numbers.com/movie/Sweeney-Todd-The-Demon-Barber-of-Fleet-Street,Musical,Theatrical,193259745.0
20003,2007,Taare Zameen Par,https://www.the-numbers.com/movie/Taare-Zameen-Par,Drama,Theatrical,11613178.0
20004,2007,Walk Hard: The Dewey Cox Story,https://www.the-numbers.com/movie/Walk-Hard-The-Dewey-Cox-Story-(2017),Comedy,Theatrical,38076349.0
20005,2007,Welcome,https://www.the-numbers.com/movie/Welcome-(2007-India),Comedy,Theatrical,27280000.0
20009,2007,Aliens vs. Predator - Requiem,https://www.the-numbers.com/movie/Aliens-vs-Predator-Requiem,Action,Theatrical,157135851.0
20010,2007,The Bucket List,https://www.the-numbers.com/movie/Bucket-List-The,Comedy,Theatrical,212285805.0
20012,2007,The Great Debaters,https://www.the-numbers.com/movie/Great-Debaters-The,Drama,Theatrical,56278863.0
20014,2007,Persepolis,https://www.the-numbers.com/movie/Persepolis,Drama,Theatrical,25397187.0
20015,2007,The Water Horse: Legend of the Deep,https://www.the-numbers.com/movie/Water-Horse-Legend-of-the-Deep-The,Adventure,Theatrical,135164413.0
20018,2007,There Will Be Blood,https://www.the-numbers.com/movie/There-Will-Be-Blood,Drama,Theatrical,102080538.0
20024,2007,El orfanato,https://www.the-numbers.com/movie/Orfanato-El,Horror,Theatrical,87397651.0
20235,2008,One Missed Call,https://www.the-numbers.com/movie/One-Missed-Call,Horror,Theatrical,59190483.0
20244,2008,Bu neng shuo de mi mi,https://www.the-numbers.com/movie/Bu-neng-shuo-de-mi-mi-(Hong-Kong),Drama,Theatrical,6645631.0
20246,2008,Woori Saengae Choigoeui Soongan,https://www.the-numbers.com/movie/Woori-Saengae-Choigoeui-Soongan-(South-Korea)-(2008),Drama,Theatrical,25377585.0
20249,2008,First Sunday,https://www.the-numbers.com/movie/First-Sunday-(2008),Comedy,Theatrical,61940041.0
20251,2008,In the Name of the King: A Dungeon Si…,https://www.the-numbers.com/movie/In-the-Name-of-the-King-A-Dungeon-Siege-Tale,Action,Theatrical,29432458.0
20252,2008,The Pirates Who Don't Do Anything: A …,https://www.the-numbers.com/movie/Pirates-Who-Don-t-Do-Anything-A-VeggieTales-Movie-The,Adventure,Theatrical,18804950.0
20264,2008,27 Dresses,https://www.the-numbers.com/movie/27-Dresses,Romantic Comedy,Theatrical,206497395.0
20269,2008,Cassandra's Dream,https://www.the-numbers.com/movie/Cassandras-Dream,Drama,Theatrical,22478138.0
20270,2008,Cloverfield,https://www.the-numbers.com/movie/Cloverfield,Action,Theatrical,200761500.0
20273,2008,Mad Money,https://www.the-numbers.com/movie/Mad-Money,Comedy,Theatrical,40190970.0
20282,2008,U2 3D,https://www.the-numbers.com/movie/U2-3D-(2008),Concert/Performance,Theatrical,26170402.0
20284,2008,Evangerion shin gekijôban: Jo,https://www.the-numbers.com/movie/Evangerion-Shin-Gekijoban-Jo,Adventure,Theatrical,9142563.0
20286,2008,"4 luni, 3 saptamani si 2 zile",https://www.the-numbers.com/movie/4-luni-3-saptamani-si-2-zile,Drama,Theatrical,11993156.0
20290,2008,How She Move,https://www.the-numbers.com/movie/How-She-Move,Drama,Theatrical,8607815.0
20291,2008,Meet the Spartans,https://www.the-numbers.com/movie/Meet-the-Spartans,Comedy,Theatrical,97464102.0
20293,2008,Rambo,https://www.the-numbers.com/movie/Rambo,Action,Theatrical,155618206.0
20299,2008,Untraceable,https://www.the-numbers.com/movie/Untraceable,Thriller/Suspense,Theatrical,72903699.0
20310,2008,The Eye,https://www.the-numbers.com/movie/Eye-The-(2007),Horror,Theatrical,70288501.0
20311,2008,Hannah Montana and Miley Cyrus: Best …,https://www.the-numbers.com/movie/Hannah-Montana-and-Miley-Cyrus-Best-of-Both-Worlds-Concert-Tour-(2008),Concert/Performance,Theatrical,89111380.0
20312,2008,Over Her Dead Body,https://www.the-numbers.com/movie/Over-Her-Dead-Body,Romantic Comedy,Theatrical,30302386.0
20315,2008,Strange Wilderness,https://www.the-numbers.com/movie/Strange-Wilderness,Comedy,Theatrical,16978092.0
20316,2008,Sukkar banat,https://www.the-numbers.com/movie/Sukkar-banat,Romantic Comedy,Theatrical,14253760.0
20329,2008,Bikur Ha-Tizmoret,https://www.the-numbers.com/movie/Bikur-Ha-Tizmoret-(2008),Comedy,Theatrical,15161647.0
20330,2008,Fool’s Gold,https://www.the-numbers.com/movie/Fools-Gold-(2008),Adventure,Theatrical,130663243.0
20332,2008,In Bruges,https://www.the-numbers.com/movie/In-Bruges,Black Comedy,Theatrical,39430446.0
20337,2008,Welcome Home Roscoe Jenkins,https://www.the-numbers.com/movie/Welcome-Home-Roscoe-Jenkins,Comedy,Theatrical,62122408.0
20347,2008,"Definitely, Maybe",https://www.the-numbers.com/movie/Definitely-Maybe-(2008),Romantic Comedy,Theatrical,69604515.0
20348,2008,Jodhaa Akbar,https://www.the-numbers.com/movie/Jodhaa-Akbar,Drama,Theatrical,28594629.0
20349,2008,Jumper,https://www.the-numbers.com/movie/Jumper,Adventure,Theatrical,257277314.0
20350,2008,The Spiderwick Chronicles,https://www.the-numbers.com/movie/Spiderwick-Chronicles-The,Adventure,Theatrical,191157719.0
20351,2008,Step Up 2 the Streets,https://www.the-numbers.com/movie/Step-Up-2-the-Streets,Drama,Theatrical,173767877.0
20357,2008,Diary of the Dead,https://www.the-numbers.com/movie/Diary-of-the-Dead,Horror,Theatrical,10358344.0
20358,2008,Dolphins and Whales Tribes of the Oce…,https://www.the-numbers.com/movie/Dolphins-and-Whales-Tribes-of-the-Ocean-3D,Documentary,Theatrical,17252287.0
20370,2008,Be Kind Rewind,https://www.the-numbers.com/movie/Be-Kind-Rewind,Comedy,Theatrical,36474885.0
20371,2008,Charlie Bartlett,https://www.the-numbers.com/movie/Charlie-Bartlett,Comedy,Theatrical,5295909.0
20373,2008,Die Fälscher,https://www.the-numbers.com/movie/Falscher-Die,Drama,Theatrical,20199663.0
20377,2008,Vantage Point,https://www.the-numbers.com/movie/Vantage-Point,Thriller/Suspense,Theatrical,176264179.0
20378,2008,Witless Protection,https://www.the-numbers.com/movie/Witless-Protection,Comedy,Theatrical,19237986.0
20396,2008,Contre-Enquete,https://www.the-numbers.com/movie/Contre-Enquete,Drama,Theatrical,6272554.0
20398,2008,The Other Boleyn Girl,https://www.the-numbers.com/movie/Other-Boleyn-Girl-The,Drama,Theatrical,88173905.0
20399,2008,Penelope,https://www.the-numbers.com/movie/Penelope,Romantic Comedy,Theatrical,31982783.0
20401,2008,Semi-Pro,https://www.the-numbers.com/movie/Semi-Pro,Comedy,Theatrical,65640394.0
20418,2008,"10,000 B.C.",https://www.the-numbers.com/movie/10-000-B-C,Adventure,Theatrical,296518232.0
20419,2008,The Bank Job,https://www.the-numbers.com/movie/Bank-Job-The,Thriller/Suspense,Theatrical,84009297.0
20421,2008,Black & White,https://www.the-numbers.com/movie/Black-and-White-(2008),Drama,Theatrical,6789166.0
20423,2008,長江七號 (CJ7),https://www.the-numbers.com/movie/CJ7,Adventure,Theatrical,47300771.0
20424,2008,College Road Trip,https://www.the-numbers.com/movie/College-Road-Trip,Adventure,Theatrical,69162196.0
20429,2008,Miss Pettigrew Lives for a Day,https://www.the-numbers.com/movie/Miss-Pettigrew-Lives-for-a-Day,Romantic Comedy,Theatrical,19179233.0
20445,2008,Doomsday,https://www.the-numbers.com/movie/Doomsday,Action,Theatrical,30802250.0
20447,2008,Funny Games,https://www.the-numbers.com/movie/Funny-Games,Thriller/Suspense,Theatrical,8200127.0
20450,2008,Horton Hears a Who,https://www.the-numbers.com/movie/Horton-Hears-a-Who,Adventure,Theatrical,383141000.0
20453,2008,Never Back Down,https://www.the-numbers.com/movie/Never-Back-Down,Action,Theatrical,60658182.0
20469,2008,La misma luna,https://www.the-numbers.com/movie/Misma-luna-La,Drama,Theatrical,30944243.0
20473,2008,Drillbit Taylor,https://www.the-numbers.com/movie/Drillbit-Taylor,Comedy,Theatrical,62010244.0
20478,2008,Meet the Browns,https://www.the-numbers.com/movie/Meet-the-Browns,Comedy,Theatrical,61518049.0
20482,2008,Race,https://www.the-numbers.com/movie/Race-(2008),Action,Theatrical,25195835.0
20484,2008,Shutter,https://www.the-numbers.com/movie/Shutter,Horror,Theatrical,55666925.0
20490,2008,21,https://www.the-numbers.com/movie/21-(2008),Thriller/Suspense,Theatrical,187240564.0
20496,2008,Flawless,https://www.the-numbers.com/movie/Flawless-(2007),Drama,Theatrical,5000234.0
