,year,movie,url,genre,release_type,revenue_to_date
8589,1987,Full Metal Jacket,https://www.the-numbers.com/movie/Full-Metal-Jacket-(1987),Drama,Theatrical,45017134.0
8595,1987,Adventures in Babysitting,https://www.the-numbers.com/movie/Adventures-in-Babysitting-(1987),Comedy,Theatrical,33942414.0
8596,1987,Innerspace,https://www.the-numbers.com/movie/Innerspace,Action,Theatrical,20033367.0
8600,1987,Maid to Order,https://www.the-numbers.com/movie/Maid-to-Order,Comedy,Theatrical,9868000.0
8601,1987,Revenge of the Nerds II: Nerds in Par…,https://www.the-numbers.com/movie/Revenge-of-the-Nerds-II-Nerds-in-Paradise,Comedy,Theatrical,22642033.0
8606,1987,Jaws 4: The Revenge,https://www.the-numbers.com/movie/Jaws-4-The-Revenge,Horror,Theatrical,15728335.0
8608,1987,RoboCop,https://www.the-numbers.com/movie/RoboCop-(1987),Action,Theatrical,54125172.0
8614,1987,Summer School,https://www.the-numbers.com/movie/Summer-School,Comedy,Theatrical,35114428.0
8616,1987,La Bamba,https://www.the-numbers.com/movie/Bamba-La-(1987),Drama,Theatrical,54215416.0
8617,1987,Superman IV: The Quest for Peace,https://www.the-numbers.com/movie/Superman-IV-The-Quest-for-Peace,Action,Theatrical,36700000.0
8619,1987,The Living Daylights,https://www.the-numbers.com/movie/Living-Daylights-The,Action,Theatrical,191199996.0
8620,1987,The Lost Boys,https://www.the-numbers.com/movie/Lost-Boys-The,Horror,Theatrical,32393651.0
8622,1987,Stakeout,https://www.the-numbers.com/movie/Stakeout,Comedy,Theatrical,65673233.0
8624,1987,Back to the Beach,https://www.the-numbers.com/movie/Back-to-the-Beach,Comedy,Theatrical,12208754.0
8626,1987,Masters of the Universe,https://www.the-numbers.com/movie/Masters-of-the-Universe-(1987),Action,Theatrical,17336370.0
8627,1987,Nadine,https://www.the-numbers.com/movie/Nadine,,Theatrical,5669831.0
8628,1987,Who's That Girl?,https://www.the-numbers.com/movie/Whos-That-Girl,Romantic Comedy,Theatrical,7305000.0
8630,1987,Can’t Buy Me Love,https://www.the-numbers.com/movie/Cant-Buy-Me-Love,Romantic Comedy,Theatrical,31623833.0
8631,1987,Disorderlies,https://www.the-numbers.com/movie/Disorderlies,Comedy,Theatrical,10000000.0
8633,1987,No Way Out,https://www.the-numbers.com/movie/No-Way-Out,Thriller/Suspense,Theatrical,35509515.0
8638,1987,The Big Easy,https://www.the-numbers.com/movie/Big-Easy-The,Thriller/Suspense,Theatrical,17685307.0
8639,1987,Born in East L.A.,https://www.the-numbers.com/movie/Born-in-East-L-A,Comedy,Theatrical,17355263.0
8640,1987,Dirty Dancing,https://www.the-numbers.com/movie/Dirty-Dancing-(1987),Drama,Theatrical,213893795.0
8645,1987,The Fourth Protocol,https://www.the-numbers.com/movie/Fourth-Protocol-The,Thriller/Suspense,Theatrical,12423831.0
8646,1987,Hamburger Hill,https://www.the-numbers.com/movie/Hamburger-Hill,Drama,Theatrical,13839404.0
8647,1987,House II: The Second Story,https://www.the-numbers.com/movie/House-II-The-Second-Story,Comedy,Theatrical,7800000.0
8660,1987,Hellraiser,https://www.the-numbers.com/movie/Hellraiser-(1987),Horror,Theatrical,14575148.0
8672,1987,Fatal Attraction,https://www.the-numbers.com/movie/Fatal-Attraction,Thriller/Suspense,Theatrical,320099997.0
8674,1987,The Pick-Up Artist,https://www.the-numbers.com/movie/Pick-Up-Artist-The,Romantic Comedy,Theatrical,13290368.0
8675,1987,The Principal,https://www.the-numbers.com/movie/Principal-The,Thriller/Suspense,Theatrical,19214194.0
8684,1987,The Princess Bride,https://www.the-numbers.com/movie/Princess-Bride-The,Adventure,Theatrical,31046220.0
8696,1987,Like Father Like Son,https://www.the-numbers.com/movie/Like-Father-Like-Son,Comedy,Theatrical,34377585.0
8700,1987,Baby Boom,https://www.the-numbers.com/movie/Baby-Boom,Romantic Comedy,Theatrical,26700000.0
8706,1987,Someone to Watch Over Me,https://www.the-numbers.com/movie/Someone-to-Watch-Over-Me,Thriller/Suspense,Theatrical,10278549.0
8707,1987,Surrender,https://www.the-numbers.com/movie/Surrender,Comedy,Theatrical,5711976.0
8724,1987,Prince of Darkness,https://www.the-numbers.com/movie/Prince-of-Darkness,Horror,Theatrical,14182393.0
8726,1987,The Sicilian,https://www.the-numbers.com/movie/Sicilian-The,Action,Theatrical,5458856.0
8727,1987,Suspect,https://www.the-numbers.com/movie/Suspect,Thriller/Suspense,Theatrical,18782400.0
8729,1987,Fatal Beauty,https://www.the-numbers.com/movie/Fatal-Beauty,Action,Theatrical,12046526.0
8731,1987,The Hidden,https://www.the-numbers.com/movie/Hidden-The,Horror,Theatrical,9748233.0
8736,1987,Cry Freedom,https://www.the-numbers.com/movie/Cry-Freedom,Drama,Theatrical,25899797.0
8737,1987,Death Wish 4: The Crackdown,https://www.the-numbers.com/movie/Death-Wish-4-The-Crackdown,Action,Theatrical,6880310.0
8738,1987,Hello Again,https://www.the-numbers.com/movie/Hello-Again-(1987),Comedy,Theatrical,20419446.0
8739,1987,Hiding Out,https://www.the-numbers.com/movie/Hiding-Out,Comedy,Theatrical,7019441.0
8740,1987,Less than Zero,https://www.the-numbers.com/movie/Less-than-Zero,Drama,Theatrical,12396383.0
8747,1987,The Running Man,https://www.the-numbers.com/movie/Running-Man-The,Action,Theatrical,38841688.0
8752,1987,Flowers in the Attic,https://www.the-numbers.com/movie/Flowers-in-the-Attic,Horror,Theatrical,14048620.0
8753,1987,The Last Emperor,https://www.the-numbers.com/movie/Last-Emperor-The-(1987),Drama,Theatrical,44005435.0
8754,1987,Nuts,https://www.the-numbers.com/movie/Nuts-(1987),Drama,Theatrical,28866028.0
8757,1987,Teen Wolf Too,https://www.the-numbers.com/movie/Teen-Wolf-Too,Comedy,Theatrical,7956689.0
8761,1987,3 Men and a Baby,https://www.the-numbers.com/movie/3-Men-and-a-Baby,Comedy,Theatrical,167780960.0
8762,1987,"Planes, Trains & Automobiles",https://www.the-numbers.com/movie/Planes-Trains-and-Automobiles,Comedy,Theatrical,49752241.0
8773,1987,Empire of the Sun,https://www.the-numbers.com/movie/Empire-of-the-Sun,Drama,Theatrical,22238696.0
8776,1987,Throw Momma From the Train,https://www.the-numbers.com/movie/Throw-Momma-From-the-Train,Black Comedy,Theatrical,53380796.0
8777,1987,Wall Street,https://www.the-numbers.com/movie/Wall-Street,Drama,Theatrical,43848100.0
8779,1987,Broadcast News,https://www.the-numbers.com/movie/Broadcast-News,Comedy,Theatrical,67331309.0
8780,1987,Moonstruck,https://www.the-numbers.com/movie/Moonstruck,Romantic Comedy,Theatrical,80642215.0
8784,1987,*batteries not included,https://www.the-numbers.com/movie/batteries-not-included,Comedy,Theatrical,32945797.0
8785,1987,Eddie Murphy Raw,https://www.the-numbers.com/movie/Eddie-Murphy-Raw,Concert/Performance,Theatrical,50504655.0
8786,1987,Ironweed,https://www.the-numbers.com/movie/Ironweed,Drama,Theatrical,7393346.0
8787,1987,Overboard,https://www.the-numbers.com/movie/Overboard-(1987),Romantic Comedy,Theatrical,26713187.0
8790,1987,Good Morning Vietnam,https://www.the-numbers.com/movie/Good-Morning-Vietnam,Comedy,Theatrical,123922370.0
8810,1988,Clara's Heart,https://www.the-numbers.com/movie/Claras-Heart,Drama,Theatrical,5194491.0
8815,1988,Hero and the Terror,https://www.the-numbers.com/movie/Hero-and-the-Terror,Action,Theatrical,5000000.0
8822,1988,Monkey Shines,https://www.the-numbers.com/movie/Monkey-Shines,,Theatrical,5000000.0
8834,1988,The Couch Trip,https://www.the-numbers.com/movie/Couch-Trip-The,Comedy,Theatrical,11041933.0
8835,1988,For Keeps?,https://www.the-numbers.com/movie/For-Keeps,Drama,Theatrical,17000000.0
8836,1988,Return of the Living Dead Part II,https://www.the-numbers.com/movie/Return-of-the-Living-Dead-Part-II,Horror,Theatrical,9205924.0
8838,1988,Braddock: Missing in Action III,https://www.the-numbers.com/movie/Braddock-Missing-in-Action-III,Action,Theatrical,6078270.0
8853,1988,The Serpent and the Rainbow,https://www.the-numbers.com/movie/Serpent-and-the-Rainbow-The,Horror,Theatrical,19595000.0
8854,1988,She's Having a Baby,https://www.the-numbers.com/movie/Shes-Having-a-Baby,Romantic Comedy,Theatrical,16031707.0
8855,1988,The Unbearable Lightness of Being,https://www.the-numbers.com/movie/Unbearable-Lightness-of-Being-The,Drama,Theatrical,10006000.0
8863,1988,Action Jackson,https://www.the-numbers.com/movie/Action-Jackson,Action,Theatrical,20257000.0
8864,1988,Satisfaction,https://www.the-numbers.com/movie/Satisfaction,Comedy,Theatrical,8253123.0
8865,1988,School Daze,https://www.the-numbers.com/movie/School-Daze,Drama,Theatrical,14545844.0
8866,1988,Shoot to Kill,https://www.the-numbers.com/movie/Shoot-to-Kill,Action,Theatrical,29300000.0
8868,1988,Bloodsport,https://www.the-numbers.com/movie/Bloodsport,Action,Theatrical,11806119.0
8869,1988,Frantic,https://www.the-numbers.com/movie/Frantic,Thriller/Suspense,Theatrical,17637000.0
8870,1988,Hairspray,https://www.the-numbers.com/movie/Hairspray-(1988),Musical,Theatrical,9171108.0
8871,1988,A Night in the Life of Jimmy Reardon,https://www.the-numbers.com/movie/Night-in-the-Life-of-Jimmy-Reardon-A,Drama,Theatrical,6264058.0
8880,1988,Moving,https://www.the-numbers.com/movie/Moving,Comedy,Theatrical,10815378.0
8882,1988,Switching Channels,https://www.the-numbers.com/movie/Switching-Channels,Comedy,Theatrical,9000000.0
8884,1988,Masquerade,https://www.the-numbers.com/movie/Masquerade,Thriller/Suspense,Theatrical,91593744.0
8885,1988,Off Limits,https://www.the-numbers.com/movie/Off-Limits,Action,Theatrical,7242035.0
8886,1988,Vice Versa,https://www.the-numbers.com/movie/Vice-Versa,Comedy,Theatrical,13664060.0
8893,1988,D.O.A.,https://www.the-numbers.com/movie/DOA,Thriller/Suspense,Theatrical,12706478.0
8894,1988,The Milagro Beanfield War,https://www.the-numbers.com/movie/Milagro-Beanfield-War-The,Comedy,Theatrical,13825794.0
8895,1988,Police Academy 5: Assignment: Miami B…,https://www.the-numbers.com/movie/Police-Academy-5-Assignment-Miami-Beach,Comedy,Theatrical,19510000.0
8897,1988,Biloxi Blues,https://www.the-numbers.com/movie/Biloxi-Blues,Comedy,Theatrical,51684798.0
8899,1988,Johnny Be Good,https://www.the-numbers.com/movie/Johnny-Be-Good,Comedy,Theatrical,17500399.0
8900,1988,A New Life,https://www.the-numbers.com/movie/New-Life-A,Romantic Comedy,Theatrical,7721851.0
8902,1988,Beetlejuice,https://www.the-numbers.com/movie/Beetlejuice,Comedy,Theatrical,74456687.0
8904,1988,"Bright Lights, Big City",https://www.the-numbers.com/movie/Bright-Lights-Big-City,Drama,Theatrical,16118077.0
8906,1988,The Seventh Sign,https://www.the-numbers.com/movie/Seventh-Sign-The,Horror,Theatrical,18949963.0
8907,1988,Stand and Deliver,https://www.the-numbers.com/movie/Stand-and-Deliver,Drama,Theatrical,13994920.0
8910,1988,Above the Law,https://www.the-numbers.com/movie/Above-the-Law,Action,Theatrical,18869631.0
8911,1988,Bad Dreams,https://www.the-numbers.com/movie/Bad-Dreams,Horror,Theatrical,9000000.0
8913,1988,Colors,https://www.the-numbers.com/movie/Colors-(1988),Action,Theatrical,46616067.0
8916,1988,Return to Snowy River,https://www.the-numbers.com/movie/Return-to-Snowy-River,Adventure,Theatrical,13687027.0
8921,1988,Tonari no Totoro,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),Adventure,Theatrical,27410393.0
8924,1988,Casual Sex?,https://www.the-numbers.com/movie/Casual-Sex,Comedy,Theatrical,12277096.0
8929,1988,The Unholy,https://www.the-numbers.com/movie/Unholy-The,Horror,Theatrical,6105725.0
8932,1988,Bagdad Cafe,https://www.the-numbers.com/movie/Bagdad-Cafe,Drama,Theatrical,42001910.0
8947,1988,Salsa,https://www.the-numbers.com/movie/Salsa,Drama,Theatrical,8000000.0
8948,1988,Shakedown,https://www.the-numbers.com/movie/Shakedown,Action,Theatrical,10068039.0
8951,1988,Friday the 13th Part VII: The New Blood,https://www.the-numbers.com/movie/Friday-the-13th-Part-VII-The-New-Blood,Horror,Theatrical,19170001.0
8956,1988,Willow,https://www.the-numbers.com/movie/Willow,Adventure,Theatrical,57269863.0
8958,1988,Crocodile Dundee 2,https://www.the-numbers.com/movie/Crocodile-Dundee-2,Adventure,Theatrical,239606210.0
8959,1988,Rambo III,https://www.the-numbers.com/movie/Rambo-III,Action,Theatrical,188715611.0
8969,1988,Big,https://www.the-numbers.com/movie/Big,Comedy,Theatrical,152965129.0
8970,1988,Funny Farm,https://www.the-numbers.com/movie/Funny-Farm,Comedy,Theatrical,25537221.0
8972,1988,Big Business,https://www.the-numbers.com/movie/Big-Business,Comedy,Theatrical,40150487.0
8973,1988,Poltergeist III,https://www.the-numbers.com/movie/Poltergeist-III,Horror,Theatrical,14114000.0
8974,1988,The Presidio,https://www.the-numbers.com/movie/Presidio-The,Thriller/Suspense,Theatrical,20036000.0
8977,1988,Bull Durham,https://www.the-numbers.com/movie/Bull-Durham-(1988),Romantic Comedy,Theatrical,50888729.0
8979,1988,The Great Outdoors,https://www.the-numbers.com/movie/Great-Outdoors-The,Comedy,Theatrical,41455230.0
8980,1988,Red Heat,https://www.the-numbers.com/movie/Red-Heat,Action,Theatrical,34994648.0
8983,1988,Who Framed Roger Rabbit?,https://www.the-numbers.com/movie/Who-Framed-Roger-Rabbit,Adventure,Theatrical,351500000.0
8987,1988,Coming to America,https://www.the-numbers.com/movie/Coming-to-America,Comedy,Theatrical,289045650.0
8991,1988,License to Drive,https://www.the-numbers.com/movie/License-to-Drive,Comedy,Theatrical,22434275.0
8992,1988,Short Circuit 2,https://www.the-numbers.com/movie/Short-Circuit-2,Comedy,Theatrical,20882000.0
8994,1988,Arthur 2: On the Rocks,https://www.the-numbers.com/movie/Arthur-2-On-the-Rocks,Comedy,Theatrical,14681192.0
8995,1988,Phantasm II,https://www.the-numbers.com/movie/Phantasm-II,Horror,Theatrical,7282851.0
8997,1988,The Dead Pool,https://www.the-numbers.com/movie/Dead-Pool-The,Action,Theatrical,37903000.0
9000,1988,Die Hard,https://www.the-numbers.com/movie/Die-Hard,Action,Theatrical,139434346.0
9001,1988,A Fish Called Wanda,https://www.the-numbers.com/movie/Fish-Called-Wanda-A,Comedy,Theatrical,63493000.0
9005,1988,Midnight Run,https://www.the-numbers.com/movie/Midnight-Run,Action,Theatrical,81613606.0
9007,1988,Big Top Pee-Wee,https://www.the-numbers.com/movie/Big-Top-Pee-Wee,Adventure,Theatrical,15122324.0
9008,1988,Caddyshack II,https://www.the-numbers.com/movie/Caddyshack-II,Comedy,Theatrical,11798302.0
9010,1988,Cocktail,https://www.the-numbers.com/movie/Cocktail-(1988),Drama,Theatrical,78222753.0
9013,1988,The Blob,https://www.the-numbers.com/movie/Blob-The,Horror,Theatrical,8247943.0
9014,1988,The Rescue,https://www.the-numbers.com/movie/Rescue-The,Action,Theatrical,5855392.0
9017,1988,Clean and Sober,https://www.the-numbers.com/movie/Clean-and-Sober,Drama,Theatrical,8674093.0
9019,1988,The Last Temptation of Christ,https://www.the-numbers.com/movie/Last-Temptation-of-Christ-The,Drama,Theatrical,8373585.0
9020,1988,Mac and Me,https://www.the-numbers.com/movie/Mac-and-Me,Adventure,Theatrical,6000000.0
9021,1988,Tucker: The Man and His Dream,https://www.the-numbers.com/movie/Tucker-The-Man-and-His-Dream,Drama,Theatrical,19657565.0
9022,1988,Young Guns,https://www.the-numbers.com/movie/Young-Guns,Western,Theatrical,44726644.0
9029,1988,Married to the Mob,https://www.the-numbers.com/movie/Married-to-the-Mob,Comedy,Theatrical,21486757.0
9030,1988,A Nightmare on Elm Street 4: The Drea…,https://www.the-numbers.com/movie/Nightmare-on-Elm-Street-4-A-The-Dream-Master,Horror,Theatrical,49369899.0
9034,1988,Crossing Delancey,https://www.the-numbers.com/movie/Crossing-Delancey,Romantic Comedy,Theatrical,16262000.0
9038,1988,Betrayed,https://www.the-numbers.com/movie/Betrayed,Thriller/Suspense,Theatrical,25816139.0
9039,1988,Hot to Trot,https://www.the-numbers.com/movie/Hot-to-Trot,Comedy,Theatrical,6000000.0
9040,1988,Stealing Home,https://www.the-numbers.com/movie/Stealing-Home,Drama,Theatrical,7467504.0
9042,1988,Eight Men Out,https://www.the-numbers.com/movie/Eight-Men-Out,Drama,Theatrical,5680515.0
9053,1988,Moon Over Parador,https://www.the-numbers.com/movie/Moon-Over-Parador,Romantic Comedy,Theatrical,11444204.0
9061,1988,Dead Ringers,https://www.the-numbers.com/movie/Dead-Ringers,Thriller/Suspense,Theatrical,9134733.0
9062,1988,Gorillas in the Mist,https://www.the-numbers.com/movie/Gorillas-in-the-Mist,Drama,Theatrical,24720479.0
9068,1988,"Elvira, Mistress of the Dark",https://www.the-numbers.com/movie/Elvira-Mistress-of-the-Dark,Comedy,Theatrical,5000000.0
9069,1988,Heartbreak Hotel,https://www.the-numbers.com/movie/Heartbreak-Hotel-(1988),Comedy,Theatrical,5509417.0
9071,1988,Punchline,https://www.the-numbers.com/movie/Punchline,Comedy,Theatrical,21076710.0
9074,1988,Halloween 4: The Return of Michael Myers,https://www.the-numbers.com/movie/Halloween-4-The-Return-of-Michael-Myers-(1988),Horror,Theatrical,18373902.0
9078,1988,Alien Nation,https://www.the-numbers.com/movie/Alien-Nation,Thriller/Suspense,Theatrical,25216243.0
9082,1988,The Accused,https://www.the-numbers.com/movie/Accused-The,Drama,Theatrical,32078318.0
9086,1988,Pumpkinhead,https://www.the-numbers.com/movie/Pumpkinhead,Horror,Theatrical,5114963.0
9092,1988,Mystic Pizza,https://www.the-numbers.com/movie/Mystic-Pizza,Comedy,Theatrical,12793213.0
9093,1988,Without a Clue,https://www.the-numbers.com/movie/Without-a-Clue,Comedy,Theatrical,8264629.0
9103,1988,Everybody’s All-American,https://www.the-numbers.com/movie/Everybodys-All-American,Drama,Theatrical,12638294.0
9105,1988,They Live,https://www.the-numbers.com/movie/They-Live,Thriller/Suspense,Theatrical,13001044.0
9106,1988,U2: Rattle and Hum,https://www.the-numbers.com/movie/U2-Rattle-and-Hum,Concert/Performance,Theatrical,8600823.0
9108,1988,Child’s Play,https://www.the-numbers.com/movie/Childs-Play,Horror,Theatrical,44196684.0
9110,1988,A Cry in the Dark,https://www.the-numbers.com/movie/Cry-in-the-Dark-A,Drama,Theatrical,6908797.0
9111,1988,Ernest Saves Christmas,https://www.the-numbers.com/movie/Ernest-Saves-Christmas,Comedy,Theatrical,28202109.0
9112,1988,Iron Eagle II,https://www.the-numbers.com/movie/Iron-Eagle-II,Action,Theatrical,10000000.0
9113,1988,Mujeres al borde de un ataque de nervios,https://www.the-numbers.com/movie/Mujeres-al-borde-de-un-ataque-de-nervios,Black Comedy,Theatrical,7179549.0
9118,1988,1969,https://www.the-numbers.com/movie/1969,Drama,Theatrical,5979011.0
9121,1988,Fresh Horses,https://www.the-numbers.com/movie/Fresh-Horses,Drama,Theatrical,6640346.0
9123,1988,High Spirits,https://www.the-numbers.com/movie/High-Spirits,Comedy,Theatrical,8578231.0
9124,1988,The Land Before Time,https://www.the-numbers.com/movie/Land-Before-Time-The,Adventure,Theatrical,81972846.0
9126,1988,Oliver & Company,https://www.the-numbers.com/movie/Oliver-and-Company,Adventure,Theatrical,49576671.0
9128,1988,Cocoon: The Return,https://www.the-numbers.com/movie/Cocoon-The-Return,Adventure,Theatrical,18924919.0
9130,1988,Scrooged,https://www.the-numbers.com/movie/Scrooged,Comedy,Theatrical,59450796.0
9134,1988,The Naked Gun: From the Files of Poli…,https://www.the-numbers.com/movie/Naked-Gun-From-the-Files-of-Police-Squad-The,Comedy,Theatrical,78041829.0
9135,1988,Tequila Sunrise,https://www.the-numbers.com/movie/Tequila-Sunrise,Thriller/Suspense,Theatrical,39703427.0
9137,1988,Mississippi Burning,https://www.the-numbers.com/movie/Mississippi-Burning,Drama,Theatrical,34603000.0
9138,1988,My Stepmother Is an Alien,https://www.the-numbers.com/movie/My-Stepmother-Is-an-Alien,Comedy,Theatrical,13854000.0
9139,1988,Twins,https://www.the-numbers.com/movie/Twins,Comedy,Theatrical,216600000.0
9141,1988,Dirty Rotten Scoundrels,https://www.the-numbers.com/movie/Dirty-Rotten-Scoundrels,Comedy,Theatrical,42971576.0
9142,1988,I'm Gonna Git You Sucka,https://www.the-numbers.com/movie/Im-Gonna-Git-You-Sucka,Comedy,Theatrical,13030057.0
9145,1988,Rain Man,https://www.the-numbers.com/movie/Rain-Man,Comedy,Theatrical,412800000.0
9147,1988,Working Girl,https://www.the-numbers.com/movie/Working-Girl,Comedy,Theatrical,64148613.0
9149,1988,Beaches,https://www.the-numbers.com/movie/Beaches,Drama,Theatrical,57041866.0
9150,1988,Dangerous Liaisons,https://www.the-numbers.com/movie/Dangerous-Liaisons-(1988),Drama,Theatrical,34700000.0
9153,1988,The Accidental Tourist,https://www.the-numbers.com/movie/Accidental-Tourist-The,Drama,Theatrical,32632000.0
9154,1988,Hellbound: Hellraiser II,https://www.the-numbers.com/movie/Hellbound-Hellraiser-II,Horror,Theatrical,11611883.0
9181,1989,Deepstar Six,https://www.the-numbers.com/movie/Deepstar-Six,Horror,Theatrical,7724847.0
9189,1989,Physical Evidence,https://www.the-numbers.com/movie/Physical-Evidence,Thriller/Suspense,Theatrical,12000000.0
9190,1989,Three Fugitives,https://www.the-numbers.com/movie/Three-Fugitives,Comedy,Theatrical,40590000.0
9192,1989,Her Alibi,https://www.the-numbers.com/movie/Her-Alibi,Comedy,Theatrical,17195050.0
9194,1989,Who's Harry Crumb?,https://www.the-numbers.com/movie/Whos-Harry-Crumb,Comedy,Theatrical,10982364.0
9198,1989,Cousins,https://www.the-numbers.com/movie/Cousins,Romantic Comedy,Theatrical,21707236.0
9199,1989,The Fly II,https://www.the-numbers.com/movie/Fly-II-The,Horror,Theatrical,19441528.0
9200,1989,Tap,https://www.the-numbers.com/movie/Tap,Drama,Theatrical,9114702.0
9204,1989,Bill & Ted’s Excellent Adventure,https://www.the-numbers.com/movie/Bill-and-Teds-Excellent-Adventure,Adventure,Theatrical,40510111.0
9205,1989,The `Burbs,https://www.the-numbers.com/movie/Burbs-The,Black Comedy,Theatrical,35382246.0
9206,1989,True Believer,https://www.the-numbers.com/movie/True-Believer,Drama,Theatrical,8742000.0
9219,1989,New York Stories,https://www.the-numbers.com/movie/New-York-Stories,Drama,Theatrical,10763469.0
9221,1989,Dream a Little Dream,https://www.the-numbers.com/movie/Dream-a-Little-Dream,Romantic Comedy,Theatrical,5171429.0
9224,1989,Lean on Me,https://www.the-numbers.com/movie/Lean-on-Me,Drama,Theatrical,29823140.0
9228,1989,Skin Deep,https://www.the-numbers.com/movie/Skin-Deep,Comedy,Theatrical,19000000.0
9230,1989,The Adventures of Baron Munchausen,https://www.the-numbers.com/movie/Adventures-of-Baron-Munchausen-The,Comedy,Theatrical,8121498.0
9231,1989,Chances Are,https://www.the-numbers.com/movie/Chances-Are,Romantic Comedy,Theatrical,15939663.0
9234,1989,Police Academy 6: City Under Siege,https://www.the-numbers.com/movie/Police-Academy-6-City-Under-Siege,Comedy,Theatrical,11567000.0
9238,1989,Fletch Lives,https://www.the-numbers.com/movie/Fletch-Lives,Comedy,Theatrical,33266859.0
9239,1989,Leviathan,https://www.the-numbers.com/movie/Leviathan-(1989),Horror,Theatrical,15853694.0
9244,1989,Troop Beverly Hills,https://www.the-numbers.com/movie/Troop-Beverly-Hills,Comedy,Theatrical,7190505.0
9247,1989,Dead Bang,https://www.the-numbers.com/movie/Dead-Bang,Action,Theatrical,6935216.0
9253,1989,Sing,https://www.the-numbers.com/movie/Sing-(1989),,Theatrical,10349450.0
9259,1989,Cyborg,https://www.the-numbers.com/movie/Cyborg,Action,Theatrical,10030875.0
9260,1989,Dead Calm,https://www.the-numbers.com/movie/Dead-Calm,Thriller/Suspense,Theatrical,7032915.0
9261,1989,The Dream Team,https://www.the-numbers.com/movie/Dream-Team-The,Comedy,Theatrical,26793650.0
9263,1989,Major League,https://www.the-numbers.com/movie/Major-League,Comedy,Theatrical,49793054.0
9265,1989,Disorganized Crime,https://www.the-numbers.com/movie/Disorganized-Crime,Comedy,Theatrical,7210149.0
9266,1989,Say Anything…,https://www.the-numbers.com/movie/Say-Anything,Drama,Theatrical,20036737.0
