,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,11/5/2013,$0,0,4,13,"$43,401",4/2/2021,https://www.the-numbers.com/movie/Wizard-of-Oz-The,https://www.the-numbers.com/movie/Wizard-of-Oz-The/Australia#tab=box-office,"$263,591",5/22/2023
1,Italy,4/3/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Wizard-of-Oz-The,https://www.the-numbers.com/movie/Wizard-of-Oz-The/Italy#tab=box-office,"$263,591",5/22/2023
2,New Zealand,8/20/2009,$0,0,4,12,"$21,520",5/22/2023,https://www.the-numbers.com/movie/Wizard-of-Oz-The,https://www.the-numbers.com/movie/Wizard-of-Oz-The/New-Zealand#tab=box-office,"$263,591",5/22/2023
3,South Korea,5/3/2012,$0,0,0,0,"$12,404",10/4/2018,https://www.the-numbers.com/movie/Wizard-of-Oz-The,https://www.the-numbers.com/movie/Wizard-of-Oz-The/South-Korea#tab=box-office,"$263,591",5/22/2023
4,United Kingdom,12/15/2006,$0,0,0,0,"$186,266",10/2/2018,https://www.the-numbers.com/movie/Wizard-of-Oz-The,https://www.the-numbers.com/movie/Wizard-of-Oz-The/United-Kingdom#tab=box-office,"$263,591",5/22/2023
0,Australia,11/5/2013,$0,0,4,13,"$43,401",4/2/2021,https://www.the-numbers.com/movie/Wizard-of-Oz-The,https://www.the-numbers.com/movie/Wizard-of-Oz-The/Australia#tab=box-office,"$263,591",5/22/2023
1,Italy,4/3/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Wizard-of-Oz-The,https://www.the-numbers.com/movie/Wizard-of-Oz-The/Italy#tab=box-office,"$263,591",5/22/2023
2,New Zealand,8/20/2009,$0,0,4,12,"$21,520",5/22/2023,https://www.the-numbers.com/movie/Wizard-of-Oz-The,https://www.the-numbers.com/movie/Wizard-of-Oz-The/New-Zealand#tab=box-office,"$263,591",5/22/2023
3,South Korea,5/3/2012,$0,0,0,0,"$12,404",10/4/2018,https://www.the-numbers.com/movie/Wizard-of-Oz-The,https://www.the-numbers.com/movie/Wizard-of-Oz-The/South-Korea#tab=box-office,"$263,591",5/22/2023
4,United Kingdom,12/15/2006,$0,0,0,0,"$186,266",10/2/2018,https://www.the-numbers.com/movie/Wizard-of-Oz-The,https://www.the-numbers.com/movie/Wizard-of-Oz-The/United-Kingdom#tab=box-office,"$263,591",5/22/2023
0,Australia,5/1/1940,$0,0,2,3,$479,7/2/2021,https://www.the-numbers.com/movie/Gone-with-the-Wind,https://www.the-numbers.com/movie/Gone-with-the-Wind/Australia#tab=box-office,"$191,844,722",7/2/2021
1,Portugal,9/21/1943,$0,0,1,2,"$1,038",12/29/2020,https://www.the-numbers.com/movie/Gone-with-the-Wind,https://www.the-numbers.com/movie/Gone-with-the-Wind/Portugal#tab=box-office,"$191,844,722",7/2/2021
2,South Korea,12/23/1972,$0,0,52,62,"$92,869",5/21/2021,https://www.the-numbers.com/movie/Gone-with-the-Wind,https://www.the-numbers.com/movie/Gone-with-the-Wind/South-Korea#tab=box-office,"$191,844,722",7/2/2021
3,Rest of World,,,,,,"$191,750,336",,https://www.the-numbers.com/movie/Gone-with-the-Wind,,"$191,844,722",7/2/2021
0,Australia,5/1/1940,$0,0,2,3,$479,7/2/2021,https://www.the-numbers.com/movie/Gone-with-the-Wind,https://www.the-numbers.com/movie/Gone-with-the-Wind/Australia#tab=box-office,"$191,844,722",7/2/2021
1,Portugal,9/21/1943,$0,0,1,2,"$1,038",12/29/2020,https://www.the-numbers.com/movie/Gone-with-the-Wind,https://www.the-numbers.com/movie/Gone-with-the-Wind/Portugal#tab=box-office,"$191,844,722",7/2/2021
2,South Korea,12/23/1972,$0,0,52,62,"$92,869",5/21/2021,https://www.the-numbers.com/movie/Gone-with-the-Wind,https://www.the-numbers.com/movie/Gone-with-the-Wind/South-Korea#tab=box-office,"$191,844,722",7/2/2021
3,Rest of World,,,,,,"$191,750,336",,https://www.the-numbers.com/movie/Gone-with-the-Wind,,"$191,844,722",7/2/2021
