,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
113,https://www.the-numbers.com/movie/San-wan-gai-bian-(2021-China),[],"[['Hu Yang', 'Director']]",,,,,,,,"July 16th, 2021 (Wide), released as Sanwan Reorganization (China)
",,,112 minutes,Create your own comparison chart…,,Original Screenplay,Drama,Live Action,Historical Fiction,,China,Mandarin,,n/a,"$8,580,000","$8,580,000",,,
114,https://www.the-numbers.com/movie/Ye-Shao-Nian-De-Tian-Kong-Ran-(2021-China),[],"[['Yan Han (韩延)', 'Director'], ['Yibai Zhang', 'Director']]",,,,,,,,"July 17th, 2021 (Wide) (China)
",,,,Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,China,,,n/a,"$24,780,000","$24,780,000",,,
115,https://www.the-numbers.com/movie/Kaamelott-Premier-volet-(2021-France),[],"[['Alexandre Astier', 'Director'], ['Stephane Moreno Carpio', 'First Assistant Director']]",,,,,,,,"July 21st, 2021 (Wide) (France)
May 25th, 2022 (Limited), released as Kaamelott: O Primeiro Capítulo (Portugal)
",,,120 minutes,Create your own comparison chart…,,Original Screenplay,Adventure,Live Action,Fantasy,,"Belgium, France",French,Kaamelott,n/a,"$21,629,120","$21,629,120",,,
116,https://www.the-numbers.com/movie/Old-(2021),"['Gael Garcia Bernal', 'Vicky Krieps', 'Rufus Sewell', 'Alex Wolff', 'Thomasin McKenzie', 'Abbey Lee', 'Nikki Amuka-Bird', 'Ken Leung', 'Eliza Scanlen', 'Aaron Pierre', 'Embeth Davidtz', 'Emun Elliott']","[['M. Night Shyamalan', 'Director'], ['M. Night Shyamalan', 'Screenwriter'], ['Pierre Oscar Lévy', 'Story based on the graphic novel “Sandcastle” by'], ['Frederik Peeters', 'Story based on the graphic novel “Sandcastle” by'], ['M. Night Shyamalan', 'Producer'], ['Marc Bienstock', 'Producer'], ['Ashwin Rajan', 'Producer'], ['Steven Schneider', 'Executive Producer'], ['Naaman Marshall', 'Production Designer'], ['Brett M. Reed', 'Editor'], ['Trevor Gureckis', 'Composer'], ['Michael Gioulakis', 'Director of Photography']]","$16,854,735 (34.9% of total gross)",2.86 (domestic box office/biggest weekend),53.7% (domestic box office/worldwide),"3,355 opening theaters/3,379 max. theaters, 5.2 weeks average run per theater","$48,508,607","$18,000,000 (worldwide box office is 5.0 times production budget)","July 23rd, 2021 (Wide) by Universal","July 21st, 2021 (Wide) (Belgium)
July 21st, 2021 (Wide) (Finland)
July 21st, 2021 (Wide) (France)
July 21st, 2021 (Wide) (Italy)
July 22nd, 2021 (Wide) (Australia)
... Show all releases
","October 5th, 2021 by Universal Home Entertainment","PG-13 for strong violence, disturbing images, suggestive content, partial nudity and brief strong language.(Rating bulletin 2685 (cert #53247), 6/16/2021)",108 minutes,vs. GlassCreate your own comparison chart…,"Psychological Thriller, Tourists In Trouble, Vacation, Family Vacations, Same Role, Multiple Actors, Supernatural",Based on Comic/Graphic Novel,Thriller/Suspense,Live Action,Contemporary Fiction,"Blinding Edge Pictures, Universal Pictures, Perfect World Pictures",United States,English,,"$48,276,510","$41,560,287","$89,836,797","$3,029,444","$3,681,268","$6,710,712"
117,https://www.the-numbers.com/movie/Snake-Eyes-G-I-Joe-Origins-(2021),"['Henry Golding', 'Andrew Koji', 'Úrsula Corberó', 'Samara Weaving', 'Iko Uwais']","[['Robert Schwentke', 'Director'], ['Evan Spiliotopoulos', 'Screenwriter'], ['Joe Shrapnel', 'Screenwriter'], ['Anna Waterhouse', 'Screenwriter'], ['Evan Spiliotopoulos', 'Story by'], ['Brian Goldner', 'Producer'], ['Erik Howsam', 'Producer'], ['Lorenzo di Bonaventura', 'Producer'], ['David Ellison', 'Executive Producer'], ['Dana Goldberg', 'Executive Producer'], ['Don Granger', 'Executive Producer'], ['Jeff Waxman', 'Executive Producer'], ['Greg Mooradian', 'Executive Producer'], ['Bojan Bazelli', 'Director of Photography'], ['Alec Hammond', 'Production Designer'], ['Stuart Levy', 'Editor'], ['Louise Mingenbach', 'Costume Designer'], ['Martin Todsharow', 'Composer'], ['Margery Simkin', 'Casting Director']]","$13,367,853 (47.3% of total gross)",2.11 (domestic box office/biggest weekend),81.5% (domestic box office/worldwide),"3,521 opening theaters/3,540 max. theaters, 3.0 weeks average run per theater","$28,400,216","$88,000,000 (worldwide box office is 0.4 times production budget)","July 23rd, 2021 (Wide) by Paramount PicturesJuly 23rd, 2021 (IMAX) by Paramount Pictures","July 21st, 2021 (Wide), released as Snake Eyes: G.I. Joe — Le origini (Italy)
July 22nd, 2021 (Limited) (Australia)
July 22nd, 2021 (Wide), released as G.I. Joe: Snake Eyes (Mexico)
July 22nd, 2021 (Wide) (New Zealand)
July 22nd, 2021 (Wide), released as G.I. Joe: Бросок кобры. Снейк Айз (Russia (CIS))
... Show all releases
","August 16th, 2021 by Paramount Home Video","PG-13 for sequences of strong violence and brief strong language.(Rating bulletin 2685 (cert #52807), 6/16/2021)",121 minutes,vs. Mile 22Create your own comparison chart…,"Action Adventure, Origin Story, Martial Arts",Based on Toy,Action,Live Action,Contemporary Fiction,"Paramount Pictures, Metro-Goldwyn-Mayer Pictures, Skydance Productions, Hasbro Studios, di Bonaventura Pictures",United States,English,G.I. Joe,"$28,264,325","$6,412,896","$34,677,221","$2,422,358","$3,530,865","$5,953,223"
118,https://www.the-numbers.com/movie/Bai-She-2-Qing-She-jie-qi-(2021-China),[],"[['Wong Amp', 'Director']]",,,,,,,,"July 23rd, 2021 (Wide), released as Bai She 2: Qing She jie qi (China)
","December 1st, 2021 by Netflix, released as Green Snake",,131 minutes,Create your own comparison chart…,,Based on Folk Tale/Legend/Fairytale,Adventure,Digital Animation,Fantasy,,China,Mandarin,White Snake,n/a,"$89,990,000","$89,990,000",,,
119,https://www.the-numbers.com/movie/My-Father-(2021-China),[],"[['Yuan Fan', 'Director']]",,,,,,,,"July 23rd, 2021 (Wide), released as MY FATHER (China)
",,,113 minutes,Create your own comparison chart…,,Based on Real Life Events,Drama,Live Action,Contemporary Fiction,,China,Mandarin,,n/a,"$5,230,000","$5,230,000",,,
120,https://www.the-numbers.com/movie/Jungle-Cruise-(2021),"['Dwayne Johnson', 'Emily Blunt', 'Edgar Ramirez', 'Jack Whitehall', 'Jesse Plemons', 'Paul Giamatti']","[['Jaume Collet-Serra', 'Director'], ['Michael Green', 'Screenwriter'], ['Glenn Ficarra', 'Screenwriter'], ['John Requa', 'Screenwriter'], ['John Norville', 'Story by'], ['Josh Goldstein', 'Story by'], ['Glenn Ficarra', 'Story by'], ['John Requa', 'Story by'], ['John Davis', 'Producer'], ['John Fox', 'Producer'], ['Beau Flynn', 'Producer'], ['Dwayne Johnson', 'Producer'], ['Dany Garcia', 'Producer'], ['Hiram Garcia', 'Producer'], ['Scott Sheldon', 'Executive Producer'], ['Doug Merrifield', 'Executive Producer'], ['Flavio Labiano', 'Director of Photography'], ['Jean-Vincent Puzos', 'Production Designer'], ['Joel Negron', 'Editor'], ['Paco Delgado', 'Costume Designer'], ['James Newton Howard', 'Composer']]","$35,018,731 (29.9% of total gross)",3.34 (domestic box office/biggest weekend),55.6% (domestic box office/worldwide),"4,310 opening theaters/4,310 max. theaters, 7.4 weeks average run per theater","$117,549,960","$200,000,000 (worldwide box office is 1.1 times production budget)","July 30th, 2021 (Wide) by Walt Disney","July 28th, 2021 (Wide) (Belgium)
July 28th, 2021 (Wide) (Denmark)
July 28th, 2021 (Wide) (Italy)
July 28th, 2021 (Wide) (Norway)
July 28th, 2021 (Wide) (South Korea)
... Show all releases
","July 30th, 2021 by Disney+","PG-13 for sequences of adventure violence.(Rating bulletin 2681 (cert #52833), 5/19/2021)",90 minutes,vs. Free GuyCreate your own comparison chart…,"Chase Adventure, 1900s, Development Hell, Disrupted by COVID-19 pandemic, Delayed Release, Jungle, On a Boat, Character's Journey Shown on Map",Based on Theme Park Ride,Adventure,Animation/Live Action,Historical Fiction,"Seven Bucks Productions, Davis Entertainment, Flynn Picture Company, Walt Disney Pictures",United States,English,,"$116,987,516","$93,482,287","$210,469,803","$3,066,561","$5,713,003","$8,779,564"
121,https://www.the-numbers.com/movie/Mogadisyu-(2021-South-Korea),[],"[['Seung-wan Ryoo', 'Director']]","$65,001 (19.0% of total gross)",5.27 (domestic box office/biggest weekend),1.1% (domestic box office/worldwide),"42 opening theaters/42 max. theaters, 2.6 weeks average run per theater","$344,244",,"August 6th, 2021 (Limited) by Well Go USA, released as Escape From Mogadishu","July 28th, 2021 (Wide) (South Korea)
September 16th, 2021 (Wide), released as 絕路狂逃 (Hong Kong)
March 17th, 2022 (Limited), released as Escape From Mogadishu (Australia)
March 25th, 2022 (Limited), released as Escape From Mogadishu (United Kingdom)
April 28th, 2022 (Limited), released as Escape from Mogadishu (New Zealand)
... Show all releases
","October 19th, 2021 by Well Go USA Video, released as Escape From Mogadishu",,121 minutes,Create your own comparison chart…,"1990s, Somalia, Civil War, Action Thriller, Enemies Forced to Work Together, Escape, Disrupted by COVID-19 pandemic",Based on Real Life Events,Action,Live Action,Dramatization,"Lotte Entertainment, Dexter Studios, Filmmaker R&K",Republic of Korea,Korean,,"$342,598","$29,506,181","$29,848,779",,,
122,https://www.the-numbers.com/movie/Suicide-Squad-The-(2021),"['John Cena', 'Daniela Melchior', 'David Dastmalchian', 'Storm Reid', 'Margot Robbie', 'Viola Davis', 'Joel Kinnaman', 'Jai Courtney', 'Idris Elba', 'Sylvester Stallone', 'Peter Capaldi']","[['James Gunn', 'Director'], ['Adam Cozad', 'Screenwriter'], ['James Gunn', 'Screenwriter'], ['Charles Roven', 'Producer'], ['Peter Safran', 'Producer'], ['Richard Sucklew', 'Executive Producer'], ['Zack Snyder', 'Executive Producer'], ['Deborah Snyder', 'Executive Producer'], ['Walter Hamada', 'Executive Producer'], ['Chantal Nong', 'Executive Producer'], ['Nikolas Korda', 'Executive Producer']]","$26,205,415 (46.9% of total gross)",2.13 (domestic box office/biggest weekend),33.4% (domestic box office/worldwide),"4,002 opening theaters/4,019 max. theaters, 4.2 weeks average run per theater","$56,085,777","$185,000,000 (worldwide box office is 0.9 times production budget)","August 6th, 2021 (Wide) by Warner Bros.August 6th, 2021 (IMAX) by Warner Bros.","July 28th, 2021 (Wide) (France)
July 30th, 2021 (Wide) (Belgium)
July 30th, 2021 (Wide) (Switzerland)
July 30th, 2021 (Wide) (Turkey)
July 30th, 2021 (Wide) (United Kingdom)
... Show all releases
","August 5th, 2021 by Max","R for strong violence and gore, language throughout, some sexual references, drug use and
brief graphic nudity.(Rating bulletin 2680 (cert #52984), 5/12/2021)",132 minutes,vs. MalignantCreate your own comparison chart…,"Action Comedy, Reboot, Special Ops, Ensemble, Sequels Without Their Original Stars, Sequel With Lead Character Recast",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,"Warner Bros., Atlas Entertainment",United States,English,DC Extended Universe,"$55,817,425","$111,280,312","$167,097,737","$6,000,698","$9,779,282","$15,779,980"
123,https://www.the-numbers.com/movie/Stillwater,"['Matt Damon', 'Camille Cottin', 'Abigail Breslin']","[['Tom McCarthy', 'Director'], ['Tom McCarthy', 'Screenwriter'], ['Marcus Hinchey', 'Screenwriter'], ['Thomas Bidegain', 'Screenwriter'], ['Noe Debre', 'Screenwriter'], ['Steve Golin', 'Producer'], ['Tom McCarthy', 'Producer'], ['Jonathan King', 'Producer'], ['Liza Chasin', 'Producer'], ['Jeff Skoll', 'Executive Producer'], ['David Linde', 'Executive Producer'], ['Robert Kessel', 'Executive Producer'], ['Mari Jo Winkler-Ioffreda', 'Executive Producer'], ['Thomas Bidegain', 'Executive Producer'], ['Noe Debre', 'Executive Producer'], ['Raphael Benoliel', 'Co-Producer'], ['Melissa Wells', 'Co-Producer'], ['Masanobu Takayanagi', 'Director of Photography'], ['Philip Messina', 'Production Designer'], ['Tom McArdle', 'Editor'], ['Mychael Danna', 'Composer'], ['Mary Ramos', 'Music Supervisor'], ['Karen Muller-Serreau', 'Costume Designer'], ['Kerry Barden', 'Casting Director'], ['Paul Schnee', 'Casting Director'], ['Anne Fremiot', 'Casting Director']]","$5,188,150 (35.9% of total gross)",2.79 (domestic box office/biggest weekend),83.9% (domestic box office/worldwide),"2,531 opening theaters/2,611 max. theaters, 3.8 weeks average run per theater","$14,535,083",,"2020 (Canceled) by Focus FeaturesJuly 30th, 2021 (Wide) by Focus Features","July 29th, 2021 (Wide) (New Zealand)
August 6th, 2021 (Wide) (United Kingdom)
August 12th, 2021 (Wide) (Australia)
August 13th, 2021 (Wide), released as Cuestión de sangre (Spain)
August 20th, 2021 (Wide) (Netherlands)
... Show all releases
","August 20th, 2021 by Focus Features","R for language.(Rating bulletin 2681 (cert #53225), 5/19/2021)",138 minutes,vs. The Bourne UltimatumCreate your own comparison chart…,Crime Drama,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Participant Media, DreamWorks Pictures, Slow Pony Pictures, Anonymous Content, 3dot Productions, Supernatural Pictures",United States,English,,"$14,465,535","$2,778,167","$17,243,702","$1,723,576","$1,164,933","$2,888,509"
124,https://www.the-numbers.com/movie/Eiga-Kureyon-Shin-chan-Nazo-Meki-Hana-no-Tenkasu-Gakuen-(2021-Japan),[],"[['Wataru Takahashi', 'Director']]",,,,,,,,"July 30th, 2021 (Wide) (Japan)
August 19th, 2021 (Wide) (Hong Kong)
September 28th, 2022 (Limited), released as Eiga Kureyon Shin-chan: Nazo Meki! Hana no Tenkasu Gakuen (극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교) (South Korea)
October 21st, 2022 (Limited), released as Shin-Chan y el misterio de la Academia Tenkasu (Spain)
",,,112 minutes,Create your own comparison chart…,,,Adventure,Digital Animation,Kids Fiction,,Japan,Japanese,,n/a,"$21,065,168","$21,065,168",,,
125,https://www.the-numbers.com/movie/Green-Knight-The,"['Alicia Vikander', 'Joel Edgerton', 'Sarita Choudhury', 'Sean Harris', 'Ralph Ineson', 'Dev Patel']","[['David Lowery', 'Director'], ['David Lowery', 'Screenwriter'], ['Toby Halbrooks', 'Producer'], ['James M. Johnston', 'Producer'], ['David Lowery', 'Producer'], ['Tim Headington', 'Producer'], ['Theresa Steele', 'Producer'], ['David Lowery', 'Editor'], ['Edmund Sampson', 'Executive Producer'], ['Thomas ‘Dutch’ Deckaj*', 'Executive Producer'], ['Aaron L. Gilbert', 'Executive Producer'], ['Jason Cloth', 'Executive Producer'], ['Macdara Kelleher', 'Executive Producer'], ['Eoin Egan', 'Executive Producer'], ['Jade Healy', 'Production Designer'], ['Daniel Hart', 'Composer'], ['Malgosia Turzanska', 'Costume Designer'], ['Johnny Marshall', 'Sound Designer'], ['Louise Kiely', 'Casting Director'], ['Andrew Droz Palermo', 'Director of Photography']]","$6,745,121 (39.3% of total gross)",2.55 (domestic box office/biggest weekend),85.8% (domestic box office/worldwide),"2,790 opening theaters/2,798 max. theaters, 3.3 weeks average run per theater","$17,255,876","$15,000,000 (worldwide box office is 1.3 times production budget)","July 30th, 2021 (Wide) by A24","July 30th, 2021 (Wide) (United Kingdom)
August 5th, 2021 (Wide) (South Korea)
August 6th, 2021 (Wide) (Netherlands)
August 6th, 2021 (Wide), released as Yeşil Şövalye (Turkey)
August 20th, 2021 (Wide) (Iceland)
... Show all releases
","August 19th, 2021 by A24","R for violence, some sexuality and graphic nudity.(Rating bulletin 2654 (cert #52678), 11/4/2020)",125 minutes,vs. Everything Everywhere All At OnceCreate your own comparison chart…,"Heroic Adventure, Giants, Supernatural, Haunting, Medieval",Based on Folk Tale/Legend/Fairytale,Adventure,Live Action,Fantasy,"A24, Bron Studios, Ley Line, Wild Atlantic Pictures, Sailor Bear",United States,English,,"$17,173,321","$2,849,170","$20,022,491","$990,210","$2,273,193","$3,263,403"
126,https://www.the-numbers.com/movie/Luizenmoeder-De-film-(2021-Netherlands),[],"[['Jan Albert de Weerd', 'Director']]",,,,,,,,"July 30th, 2021 (Wide) (Netherlands)
",,,108 minutes,Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,Netherlands,Dutch,,n/a,"$5,366,760","$5,366,760",,,
127,https://www.the-numbers.com/movie/Nou-fo-(2021-China),[],"[['Benny Chan', 'Director']]","$101,926 (26.5% of total gross)",3.78 (domestic box office/biggest weekend),0.2% (domestic box office/worldwide),"59 opening theaters/59 max. theaters, 2.3 weeks average run per theater","$387,152",,"August 13th, 2021 (Limited) by Well Go USA, released as Raging Fire","July 30th, 2021 (Wide), released as Raging Fire (China)
August 19th, 2021 (Limited), released as Raging Fire (Australia)
August 19th, 2021 (Wide) (Hong Kong)
August 19th, 2021 (Wide) (New Zealand)
November 12th, 2021 (Limited), released as Raging Fire (United Kingdom)
... Show all releases
","November 23rd, 2021 by Well Go USA Video, released as Raging Fire",,126 minutes,Create your own comparison chart…,,Original Screenplay,Action,Live Action,Contemporary Fiction,,"China, Hong Kong",Cantonese,,"$385,305","$210,841,979","$211,227,284","$5,250","$39,341","$44,591"
128,https://www.the-numbers.com/movie/Sheng-xia-wei-lai-(2021-China),[],"[['Leste Chen', 'Director']]",,,,,,,,"July 30th, 2021 (Wide), released as Upcoming Summer (China)
",,,115 minutes,Create your own comparison chart…,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,China,Mandarin,,n/a,"$59,730,000","$59,730,000",,,
129,https://www.the-numbers.com/movie/OSS-117-Alerte-rouge-en-Afrique-noire-(2021-France),[],"[['Nicolas Bedos', 'Director']]",,,,,,,,"August 4th, 2021 (Wide) (France)
January 27th, 2022 (Wide), released as Агент 117: Из Африки с любовью (Russia (CIS))
June 1st, 2022 (Limited), released as OSS 117: From Africa With Love (New Zealand)
",,,117 minutes,Create your own comparison chart…,,,Action,Live Action,,,"Belgium, France","French, German, Russian",OSS 117,n/a,"$13,215,361","$13,215,361",,,
130,https://www.the-numbers.com/movie/Kaiserschmarrndrama-(2020-Germany),[],"[['Ed Herzog', 'Director']]",,,,,,,,"August 5th, 2021 (Limited) (Germany)
",,,96 minutes,Create your own comparison chart…,,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,Constantin Film,Germany,German,,n/a,"$10,357,720","$10,357,720",,,
131,https://www.the-numbers.com/movie/Boku-no-Hero-Academia-World-Heroes-Mission-(2021-Japan),"['Patrick Seitz', 'Tetsu Inada', 'Robbie Daymond', 'Kazuya Nakai', 'Cristina Vee Valenzuela', 'Megumi Hayashibara', 'Ryan Colt Levy', 'Ryo Yoshizawa', 'Justin Briner', 'Daiki Yamashita', 'Clifford Chapin', 'Nobuhiko Okamoto', 'David Matranga', 'Yūki Kaji']","[['Kenji Nagasaki', 'Director'], ['Yōsuke Kuroda', 'Screenwriter'], ['Jeramey Kraatz', 'English Version Script Writer'], ['Takayuki Oshima', 'Executive Producer'], ['Mayuko Furumoto', 'Photography Director'], ['Yuki Hayashi', 'Music'], ['Kumiko Sakamoto', 'Editor']]","$6,219,176 (63.7% of total gross)",1.57 (domestic box office/biggest weekend),23.9% (domestic box office/worldwide),"1,581 opening theaters/1,581 max. theaters, 1.9 weeks average run per theater","$9,814,598",,"October 29th, 2021 (Wide) by FUNimation, released as My Hero Academia: World Heroes’ Mission","August 6th, 2021 (Wide), released as 僕のヒーローアカデミア THE MOVIE ワールド ヒーローズ ミッション (Japan)
October 28th, 2021 (Wide), released as My Hero Academia: World Heroes’ Mission (Australia)
October 28th, 2021 (Wide), released as My Hero Academia: World Heroes’ Mission (New Zealand)
October 29th, 2021 (Limited) (Finland)
October 29th, 2021 (Wide), released as My Hero Academia: World Heroes’ Mission (United Kingdom)
... Show all releases
","August 9th, 2022 by Crunchyroll, released as My Hero Academia: World Heroes’ Mission","PG-13 for violent material, bloody images and some language.(Rating bulletin 2703 (cert #53396) (Dubbed), 10/20/2021)PG-13 for violent material, bloody images and some language.(Rating bulletin 2703 (cert #53397) (Subtitled), 10/20/2021)",104 minutes,vs. Gekijouban Jujutsu Kaisen 0Create your own comparison chart…,"Action Adventure, Anime, Terrorism, Falsely Accused, Fugitive / On the Run",Based on Comic/Graphic Novel,Adventure,Digital Animation,Super Hero,,Japan,Japanese,My Hero Academia,"$9,767,647","$31,088,900","$40,856,547",,"$1,789,742","$1,789,742"
132,https://www.the-numbers.com/movie/Candyman-(2020),"['Teyonah Parris', 'Nathan Stewart-Jarrett', 'Colman Domingo', 'Yahya Abdul-Mateen II']","[['Nia DaCosta', 'Director'], ['Jordan Peele', 'Screenwriter'], ['Win Rosenfeld', 'Screenwriter'], ['Clive Barker', 'Story by'], ['Jordan Peele', 'Producer'], ['Win Rosenfeld', 'Producer'], ['Ian Cooper', 'Producer'], ['Aaron L. Gilbert', 'Executive Producer'], ['Jason Cloth', 'Executive Producer'], ['David Kern', 'Executive Producer'], ['Cara Brower', 'Production Designer'], ['Catrin Hedstrom', 'Editor'], ['Robert Aiki Aubrey Lowe', 'Composer'], ['John Guleserian', 'Director of Photography']]","$22,001,750 (36.0% of total gross)",2.78 (domestic box office/biggest weekend),79.1% (domestic box office/worldwide),"3,569 opening theaters/3,569 max. theaters, 6.0 weeks average run per theater","$61,480,736",,"August 27th, 2021 (Wide) by Universal","August 6th, 2021 (Wide) (Italy)
August 26th, 2021 (Wide) (Australia)
August 26th, 2021 (Wide), released as A Lenda de Candyman (Brazil)
August 26th, 2021 (Wide) (Germany)
August 26th, 2021 (Wide), released as 糖魔怪客 (Hong Kong)
... Show all releases
","November 2nd, 2021 by Universal Home Entertainment","R for bloody horror violence, and language including some sexual references.(Rating bulletin 2639 (Cert #52813), 7/22/2020)",91 minutes,vs. OldCreate your own comparison chart…,Supernatural,Original Screenplay,Horror,Live Action,Contemporary Fiction,"Monkeypaw Pictures, Metro-Goldwyn-Mayer Pictures, Universal Pictures, Bron Creative",United States,English,Candyman,"$61,186,570","$16,200,093","$77,386,663","$316,721","$1,685,765","$2,002,486"
133,https://www.the-numbers.com/movie/Little-Canned-Men-(2021-China),[],"[['Fei Yu', 'Director']]",,,,,,,,"August 7th, 2021 (Wide), released as Little Canned Man (China)
",,,,Create your own comparison chart…,,Based on Fiction Book/Short Story,Adventure,Live Action,Kids Fiction,,China,Mandarin,,n/a,"$9,040,000","$9,040,000",,,
134,https://www.the-numbers.com/movie/Free-Guy-(2020),"['Jodie Comer', 'Joe Keery', 'Lil Rel Howery', 'Utkarsh Ambudkar', 'Taika Waititi', 'Ryan Reynolds']","[['Shawn Levy', 'Director'], ['Matt Lieberman', 'Screenwriter'], ['Zak Penn', 'Screenwriter'], ['Matt Lieberman', 'Story by'], ['Sarah Schechter', 'Producer'], ['Greg Berlanti', 'Producer'], ['Ryan Reynolds', 'Producer'], ['Shawn Levy', 'Producer'], ['Adam Kolbrenner', 'Producer'], ['Anthony Raymond', 'Set Designer'], ['George Richmond', 'Director of Photography'], ['Dean Zimmerman', 'Editor'], ['Ethan Tobman', 'Production Designer'], ['Marlene Stewart', 'Costume Designer'], ['Christophe Beck', 'Composer']]","$28,365,416 (23.3% of total gross)",4.29 (domestic box office/biggest weekend),37.6% (domestic box office/worldwide),"4,165 opening theaters/4,165 max. theaters, 7.7 weeks average run per theater","$122,211,339",,"August 13th, 2021 (Wide) by 20th Century Studios","August 11th, 2021 (Wide) (Belgium)
August 11th, 2021 (Wide) (Iceland)
August 11th, 2021 (Wide), released as Free Guy — Eroe per gioco (Italy)
August 11th, 2021 (Wide) (Sweden)
August 11th, 2021 (Wide) (Switzerland)
... Show all releases
","September 28th, 2021 by Disney+","PG-13 for strong fantasy violence throughout, language and crude/suggestive references.(Rating bulletin 2684 (cert #52422), 6/9/2021)",115 minutes,vs. Jungle CruiseCreate your own comparison chart…,"Action Comedy, Video Game, Video Game Industry, Artificial Intelligence, Disrupted by COVID-19 pandemic, Prologue, Voiceover/Narration, Love at First Sight, Romance, Interspecies Romance",Original Screenplay,Action,Live Action,Science Fiction,"21 Laps Entertainment, Maximum Effort, Berlanti Productions, Lit Entertainment Group, TSG Entertainment",United States,English,,"$121,626,598","$201,847,194","$323,473,792","$6,825,511","$11,479,193","$18,304,704"
135,https://www.the-numbers.com/movie/Paw-Patrol-The-Movie-(2021-Canada),"['Ron Pardo', 'Iain Armitage', 'Marsai Martin', 'Yara Shahidi', 'Kim Kardashian', 'Randall Park', 'Dax Shepard', 'Tyler Perry', 'Jimmy Kimmel', 'Will Brisbin']","[['Cal Brunker', 'Director'], ['Billy Frolick', 'Screenwriter'], ['Cal Brunker', 'Screenwriter'], ['Bob Barlen', 'Screenwriter'], ['Billy Frolick', 'Story by'], ['Jennifer Dodge', 'Producer'], ['Laura Clune', 'Co-Producer'], ['Toni Stevens', 'Co-Producer'], ['Ronnen Harary', 'Executive Producer'], ['Adam Beder', 'Executive Producer'], ['Peter Schlessel', 'Executive Producer'], ['Heitor Pereira', 'Composer'], ['Dave Jordan', 'Music Supervisor'], ['Trygge Toven', 'Music Supervisor']]","$13,148,340 (32.8% of total gross)",3.05 (domestic box office/biggest weekend),26.5% (domestic box office/worldwide),"3,184 opening theaters/3,189 max. theaters, 5.5 weeks average run per theater","$40,320,290","$26,000,000 (worldwide box office is 5.8 times production budget)","August 20th, 2021 (Wide) by Paramount Pictures","August 11th, 2021 (Wide), released as La Pat’ Patrouille Le film (France)
August 13th, 2021 (Wide), released as Patrulha Canina: O Filme (Brazil)
August 13th, 2021 (Wide) (United Kingdom)
August 18th, 2021 (Wide), released as Hvolpasveitin Bíómyndin (Iceland)
August 18th, 2021 (Wide) (South Korea)
... Show all releases
","August 20th, 2021 by Paramount +","G(Rating bulletin 2677 (Cert #53062), 4/21/2021)",88 minutes,vs. The Boss Baby: Family BusinessCreate your own comparison chart…,"Family Adventure, Animal Lead",Based on TV,Adventure,Digital Animation,Kids Fiction,"Spin Master, Nickelodeon Films, Paramount Pictures",Canada,English,Paw Patrol,"$40,127,371","$111,276,048","$151,403,419","$4,460,919","$1,833,173","$6,294,092"
136,https://www.the-numbers.com/movie/Pil-(2021-France),[],"[['Julien Fournet', 'Director'], ['Julien Fournet', 'Screenwriter']]",,,,,,,"August 9th, 2022 (Limited) by Viva Entertainment","August 11th, 2021 (Wide) (France)
November 18th, 2021 (Wide), released as Приключения Пильи (Russia (CIS))
December 3rd, 2021 (Wide), released as Pilė (Lithuania)
January 27th, 2022 (Wide), released as Pil: Princesa Cero Fresa (Mexico)
March 11th, 2022 (Wide), released as Pil’s Adventures (Finland)
... Show all releases
","August 2nd, 2022 by Viva, released as Pil’s Adventures","PG for violence, peril and rude humor.(Rating bulletin 2727 (cert #53744), 4/13/2022)",89 minutes,Create your own comparison chart…,"Family Adventure, Orphan, Royalty, Rescue, Human Animal Transformation",Original Screenplay,Adventure,Digital Animation,Kids Fiction,,France,French,,n/a,"$6,599,337","$6,599,337",,,
137,https://www.the-numbers.com/movie/Singkeuhol-(2021-South-Korea),[],"[['Kim Ji-hoon', 'Director']]",,,,,,,,"August 11th, 2021 (Wide) (South Korea)
September 2nd, 2021 (Wide), released as 危樓深淵 (Hong Kong)
November 11th, 2022 (Limited), released as Singkeuhol (奈落のマイホーム) (Japan)
August 10th, 2023 (Limited), released as Desastre: 500 Metros Bajo Tierra (Mexico)
",,,113 minutes,Create your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,,Republic of Korea,Korean,,n/a,"$18,729,449","$18,729,449",,,
