,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,International Releases:,Comparisons:,Genre:,Production Countries:,Languages:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Keywords:,Source:,Production Method:,Creative Type:,Production/Financing Companies:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
69,https://www.the-numbers.com/movie/Nightmare-on-Elm-Street-A-(2010),[],"[['Samuel Bayer', 'Director'], ['Michael Bay', 'Producer'], ['Andrew Form', 'Producer'], ['Brad Fuller', 'Producer'], ['Mike Drake', 'Executive Producer'], ['Robert Shaye', 'Executive Producer'], ['Michael Lynne', 'Executive Producer'], ['Richard Brener', 'Executive Producer'], ['Walter Hamada', 'Executive Producer'], ['Dave Neustadter', 'Executive Producer'], ['Wesley Strick', 'Screenwriter'], ['Eric Heisserer', 'Screenwriter'], ['Steve Jablonsky', 'Composer']]","$32,902,299 (52.2% of total gross)",1.92 (domestic box office/biggest weekend),53.6% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 3.4 times production budget)","3,332 opening theaters/3,332 max. theaters, 4.1 weeks average run per theater","$83,540,414","May 27th, 2010 (Wide) (New Zealand)
",vs. Friday the 13thCreate your own comparison chart…,Horror,United States,English,"April 30th, 2010 (Wide) by Warner Bros.","October 5th, 2010 by New Line Home Video","R for strong bloody horror violence, disturbing images, terror and language(Rating bulletin 2117, 4/21/2010)",94 minutes,Slasher Horror,Remake,Live Action,Contemporary Fiction,"New Line Cinema, Platinum Dunes",Nightmare on Elm Street,"$63,075,011","$54,654,607","$117,729,618","$12,888,151","$2,658,963","$15,547,114"
70,https://www.the-numbers.com/movie/Wildest-Dream-The,[],[],,75.17 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,,"$6,753,553",,Create your own comparison chart…,Documentary,United States,English,"April, 2010 (Limited) by National Geographic Entertainment","March 15th, 2011 by Virgil Films and Entertainment, released as The Wildest Dream: Conquest of Everest","PG for thematic elements involving hardships of climbing, and some historical smoking images.",90 minutes,,Based on Real Life Events,Live Action,Factual,,,"$5,100,135",,,,,
71,https://www.the-numbers.com/movie/Babies,[],[],"$2,161,460 (29.5% of total gross)",3.39 (domestic box office/biggest weekend),60.3% (domestic box office/worldwide),,"534 opening theaters/543 max. theaters, 4.2 weeks average run per theater","$9,695,479",,vs. Expelled: No Intelligence AllowedCreate your own comparison chart…,Documentary,France,"Afrikaans, English, Japanese, Mongolian","May 7th, 2010 (Limited) by Focus Features","August 31st, 2010 by Universal Home Entertainment",PG For cultural and maternal nudity throughout,79 minutes,,Based on Real Life Events,Live Action,Factual,,,"$7,320,323","$4,826,496","$12,146,819","$3,374,459","$288,571","$3,663,030"
72,https://www.the-numbers.com/movie/Iron-Man-2,[],"[['Jon Favreau', 'Director'], ['Justin Favreau', 'Screenwriter'], ['Kevin Feige', 'Producer'], ['Alan Fine', 'Executive Producer'], ['Stan Lee', 'Executive Producer'], ['David Maisel', 'Executive Producer'], ['Denis L. Stewart', 'Executive Producer'], ['Louis D’Esposito', 'Executive Producer'], ['Jon Favreau', 'Executive Producer'], ['Susan Downey', 'Executive Producer'], ['Jeremy Latcham', 'Co-Producer'], ['Victoria Alonso', 'Co-Producer'], ['Stan Lee', 'Based on the Marvel comicbook by'], ['Don Heck', 'Based on the Marvel comicbook by'], ['Larry Lieber', 'Based on the Marvel comicbook by'], ['Jack Kirby', 'Based on the Marvel comicbook by'], ['Matthew Libatique', 'Cinematographer'], ['Richard Pearson', 'Editor'], ['Dan Lebental', 'Editor'], ['J. Michael Riva', 'Production Designer'], ['John Debney', 'Composer']]","$128,122,480 (41.0% of total gross)",2.44 (domestic box office/biggest weekend),50.3% (domestic box office/worldwide),"$170,000,000 (worldwide box office is 3.7 times production budget)","4,380 opening theaters/4,390 max. theaters, 6.2 weeks average run per theater","$413,805,872","August 17th, 2018 (Wide), released as Iron Man 2 (re:2018) (Australia)
","Blockbusters, 2010vs. Iron ManCreate your own comparison chart…",Action,United States,English,"May 7th, 2010 (Wide) by Paramount PicturesMay 7th, 2010 (IMAX) by Paramount PicturesMay 2nd, 2013 (Special Engagement) by Regal Entertainment","September 28th, 2010 by Paramount Home Video","PG-13 for sequences of intense sci-fi action and violence, and some language(Rating bulletin 2116, 4/14/2010)",125 minutes,"Marvel Comics, Inventor, Revenge, Cold War, IMAX: DMR, Sequel With Lead Character Recast, Voiceover/Narration, Intertitle, Moscow, Gratuitous Cameos, Scene in End Credits, Adult Child Dealing with the Death of a Parent, Falsely Accused, Medical and Hospitals, Terminal Illness, Archival Footage of Previous Installment, Washington, D.C., Set in Monaco, Auto Racing, Professional Rivalry, Robot, Motion Capture Performance",Based on Comic/Graphic Novel,Live Action,Super Hero,"Paramount Pictures, Marvel Studios, Fairview Entertainment",Iron ManMarvel Cinematic Universe,"$312,433,331","$308,723,058","$621,156,389","$131,285,568","$55,166,928","$186,452,496"
73,https://www.the-numbers.com/movie/Mother-and-Child,"['Naomi Watts', 'Annette Bening', 'Kerry Washington', 'Jimmy Smits', 'Samuel L. Jackson']",[],"$43,040 (3.9% of total gross)",8.97 (domestic box office/biggest weekend),17.0% (domestic box office/worldwide),"$7,000,000 (worldwide box office is 0.9 times production budget)","4 opening theaters/119 max. theaters, 5.3 weeks average run per theater","$1,470,817",,vs. Khiladi 786Create your own comparison chart…,Drama,United States,English,"May 7th, 2010 (Limited) by Sony Pictures Classics","December 14th, 2010 by Sony Pictures Home Entertainment","R for sexuality, brief nudity, and language.(Rating bulletin 2086 (Cert #45499), 9/9/2009)",125 minutes,"Teenage Mom, Infertility",Original Screenplay,Live Action,Contemporary Fiction,,,"$1,110,509","$5,426,670","$6,537,179",,,
74,https://www.the-numbers.com/movie/Just-Wright,"['Queen Latifah', 'Common']","[['Sanaa Hamri', 'Director']]","$8,284,989 (38.5% of total gross)",2.60 (domestic box office/biggest weekend),98.5% (domestic box office/worldwide),"$12,000,000 (worldwide box office is 1.8 times production budget)","1,831 opening theaters/1,831 max. theaters, 3.4 weeks average run per theater","$28,529,378",,vs. About Last NightCreate your own comparison chart…,Romantic Comedy,United States,English,"May 14th, 2010 (Wide) by Fox Searchlight","September 14th, 2010 by Fox Home Entertainment",PG for suggestive material and brief language,100 minutes,,Original Screenplay,Live Action,Contemporary Fiction,"Fox Searchlight Pictures, Flavor Unit Films, Debra Martin Chase",,"$21,540,363","$327,302","$21,867,665","$12,063,362","$765,200","$12,828,562"
75,https://www.the-numbers.com/movie/Letters-to-Juliet,"['Gael Garcia Bernal', 'Vanessa Redgrave', 'Franco Nero', 'Amanda Seyfried', 'Christopher Egan']","[['Gary Winick', 'Director'], ['Jose Rivera', 'Screenwriter'], ['Tim Sullivan', 'Screenwriter']]","$13,540,486 (25.5% of total gross)",3.92 (domestic box office/biggest weekend),64.6% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 2.7 times production budget)","2,968 opening theaters/2,975 max. theaters, 5.0 weeks average run per theater","$70,239,435","October 6th, 2010 (Wide) (South Korea)
",vs. Pride and GloryCreate your own comparison chart…,Drama,United States,English,"May 14th, 2010 (Wide) by Summit Entertainment","September 14th, 2010 by Summit Home Video","PG for brief rude behavior and sensual images, some language and incidental smoking.",105 minutes,"Romantic Drama, Set in Italy",Based on Factual Book/Article,Live Action,Contemporary Fiction,"Summit Entertainment, Applehead Pictures",,"$53,032,453","$29,116,085","$82,148,538","$33,613,266","$2,002,893","$35,616,159"
76,https://www.the-numbers.com/movie/Looking-for-Eric,[],[],"$6,743 (12.1% of total gross)",6.30 (domestic box office/biggest weekend),0.5% (domestic box office/worldwide),,"2 opening theaters/11 max. theaters, 4.2 weeks average run per theater","$73,902",,vs. The Wind That Shakes the BarleyCreate your own comparison chart…,,"Belgium, France, Italy, Spain, United Kingdom",English,"May 14th, 2010 (Limited) by IFC Films","September 14th, 2010 by Mpi Home Video",Not Rated,,,,,,,,"$55,804","$10,504,168","$10,559,972",,,
77,https://www.the-numbers.com/movie/Robin-Hood-(2010),"['William Hurt', 'Mark Strong', 'Mark Addy', 'Oscar Isaac', 'Danny Huston', 'Kevin Durand', 'Scott Grimes', 'Russell Crowe', 'Cate Blanchett']","[['Ridley Scott', 'Director'], ['Brian Helgeland', 'Screenwriter'], ['Brian Helgeland', 'Story Creator'], ['Ethan Reiff', 'Story Creator'], ['Cyrus Voris', 'Story Creator'], ['Brian Grazer', 'Producer'], ['Ridley Scott', 'Producer'], ['Russell Crowe', 'Producer'], ['Charles J.D. Schlissel', 'Executive Producer'], ['Michael Costigan', 'Executive Producer'], ['Jim Whitaker', 'Executive Producer'], ['Ryan Kavanaugh', 'Executive Producer'], ['Marc Streitenfeld', 'Composer'], ['Nikolas Korda', 'Co-Producer'], ['Michael Ellenberg', 'Co-Executive Producer']]","$36,063,385 (34.2% of total gross)",2.93 (domestic box office/biggest weekend),32.7% (domestic box office/worldwide),"$210,000,000 (worldwide box office is 1.5 times production budget)","3,503 opening theaters/3,505 max. theaters, 5.1 weeks average run per theater","$139,713,647",,vs. Robin HoodCreate your own comparison chart…,Action,"United Kingdom, United States",English,"May 14th, 2010 (Wide) by Universal","September 21st, 2010 by Universal Home Entertainment","PG-13 for violence including intense sequences of warfare, and some sexual content(Rating bulletin 2111, 3/10/2010)",139 minutes,,Based on Folk Tale/Legend/Fairytale,Live Action,Historical Fiction,"United Artists, Fairbanks",,"$105,487,148","$216,971,858","$322,459,006","$47,703,997","$16,440,932","$64,144,929"
78,https://www.the-numbers.com/movie/Kites,[],"[['Anurag Basu', 'Director']]","$959,329 (56.9% of total gross)",1.76 (domestic box office/biggest weekend),9.8% (domestic box office/worldwide),"$9,200,000 (worldwide box office is 1.9 times production budget)","207 opening theaters/217 max. theaters, 2.4 weeks average run per theater","$2,232,068",,vs. ArbitrageCreate your own comparison chart…,Thriller/Suspense,India,English,"May 21st, 2010 (Limited) by Big Pictures",,Not Rated,131 minutes,"Romance, Bollywood",Original Screenplay,Live Action,Contemporary Fiction,,,"$1,685,269","$15,469,924","$17,155,193",,,
79,https://www.the-numbers.com/movie/MacGruber,[],"[['Jorma Taccone', 'Director'], ['Will Forte', 'Screenwriter'], ['John L. Solomon', 'Screenwriter'], ['Jorma Taccone', 'Screenwriter'], ['John Goldwyn', 'Producer'], ['Lorne Michaels', 'Producer'], ['Ryan Kavanaugh', 'Executive Producer'], ['Tucker Tooley', 'Executive Producer'], ['Akiva Schaffer', 'Executive Producer'], ['Seth Myers', 'Executive Producer'], ['Erin David', 'Executive Producer']]","$4,043,495 (47.4% of total gross)",2.11 (domestic box office/biggest weekend),98.8% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 0.9 times production budget)","2,551 opening theaters/2,551 max. theaters, 2.1 weeks average run per theater","$11,291,831",,vs. EulogyCreate your own comparison chart…,Comedy,United States,English,"May 21st, 2010 (Wide) by Universal","September 7th, 2010 by Universal Home Entertainment","R for strong crude and sexual content, violence, language and some nudity(Rating bulletin 2112, 3/17/2010)",90 minutes,"Saturday Night Live, Action Comedy, Out of Retirement, Revenge, Death of a Spouse or Fiancée / Fiancé, Wedding Day Disasters, Terrorism, Love Triangle",Based on TV,Live Action,Contemporary Fiction,"Rogue Pictures, Relativity Media, Michaels/Goldwyn",,"$8,525,600","$104,295","$8,629,895","$5,594,221","$1,431,313","$7,025,534"
80,https://www.the-numbers.com/movie/Shrek-Forever-After-(2010),"['Julie Andrews', 'John Cleese', 'Walt Dohrn', 'Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas']","[['Mike Mitchell', 'Director'], ['Teresa Cheng', 'Producer'], ['Gina Shay', 'Producer'], ['Aron Warner', 'Executive Producer'], ['Andrew Adamson', 'Executive Producer'], ['John H. Williams', 'Executive Producer'], ['Patty Kaku-Bueb', 'Associate Producer'], ['Josh Klausner', 'Screenwriter'], ['Darren Lemke', 'Screenwriter'], ['William Steig', 'Screenwriter'], ['Yong Duk Jhun', 'Cinematographer'], ['Nick Fletcher', 'Editor'], ['Peter Zazlav', 'Production Designer'], ['Jason Reisig', 'Character Supervisor'], ['Max Boas', 'Art Director'], ['Michael Andrew Hernandez', 'Art Director'], ['Harry Gregson-Williams', 'Composer']]","$70,838,207 (29.7% of total gross)",3.37 (domestic box office/biggest weekend),31.6% (domestic box office/worldwide),"$165,000,000 (worldwide box office is 4.6 times production budget)","4,359 opening theaters/4,386 max. theaters, 5.9 weeks average run per theater","$316,197,647",,"Blockbusters, 2010vs. Shrek the ThirdCreate your own comparison chart…",Adventure,United States,English,"May 21st, 2010 (Wide) by Paramount PicturesMay 21st, 2010 (IMAX) by Paramount Pictures","December 7th, 2010 by Paramount Home Video","PG for mild action, some rude humor and brief language(Rating bulletin 2111, 3/10/2010)",93 minutes,"3-D, IMAX: DMR, Alternative Dimensions / Parallel universe, Mid-Life Crisis, Talking Animals, Dragon, 3-D - Shot in 3-D",Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,DreamWorks Animation,Shrek,"$238,736,787","$517,507,886","$756,244,673","$62,206,004","$14,307,330","$76,513,334"
81,https://www.the-numbers.com/movie/Sex-and-the-City-2,"['Sarah Jessica Parker', 'Kim Cattrall', 'Kristin Davis', 'Cynthia Nixon']","[['Michael Patrick King', 'Director'], ['Michael Patrick King', 'Producer'], ['Sarah Jessica Parker', 'Producer'], ['Darren Star', 'Producer'], ['John Melfi', 'Producer'], ['Toby Emmerich', 'Executive Producer'], ['Richard Brener', 'Executive Producer'], ['Marcus Viscidi', 'Executive Producer'], ['Michael Patrick King', 'Screenwriter'], ['Candace Bushnell', 'Based on characters from the novel by']]","$31,001,870 (32.5% of total gross)",3.08 (domestic box office/biggest weekend),32.4% (domestic box office/worldwide),"$95,000,000 (worldwide box office is 3.1 times production budget)","3,445 opening theaters/3,445 max. theaters, 3.8 weeks average run per theater","$126,284,331",,vs. Sex and the CityCreate your own comparison chart…,Comedy,United States,English,"May 27th, 2010 (Wide) by Warner Bros.","October 26th, 2010 by New Line Home Video","R for some strong sexual content and language(Rating bulletin 2117, 4/21/2010)",146 minutes,Relationship Advice,Based on TV,Live Action,Contemporary Fiction,"New Line Cinema, HBO Films, Village Roadshow Productions, Darren Star",Sex and the City,"$95,347,692","$199,333,086","$294,680,778","$29,498,694","$4,287,587","$33,786,281"
82,https://www.the-numbers.com/movie/Agora,[],"[['Alejandro Amenábar', 'Director']]","$33,262 (5.4% of total gross)",10.03 (domestic box office/biggest weekend),1.6% (domestic box office/worldwide),"$70,000,000 (worldwide box office is 0.6 times production budget)","2 opening theaters/17 max. theaters, 7.1 weeks average run per theater","$820,398",,vs. DefianceCreate your own comparison chart…,Drama,Spain,English,"May 28th, 2010 (Limited) by Newmarket Films",,"R for some violence(Rating bulletin 2137, 9/8/2010)",,"Religious, Academics, Sword and Sandal, Biography, Atheism",Original Screenplay,Live Action,Historical Fiction,,,"$619,423","$38,372,869","$38,992,292",,,
83,https://www.the-numbers.com/movie/Micmacs,"['Andre Dussollier', 'Nicolas Marie', 'Jean-Pierre Marielle', 'Yolande Moreau', 'Julie Ferrier', 'Omar Sy', 'Dominique Pinon', 'Michel Cremades', 'Marie-Julie Baup', 'Dany Boon']","[['Jean-Pierre Jeunet', 'Director']]","$42,751 (3.4% of total gross)",8.83 (domestic box office/biggest weekend),6.7% (domestic box office/worldwide),"$42,000,000 (worldwide box office is 0.4 times production budget)","4 opening theaters/52 max. theaters, 11.1 weeks average run per theater","$1,668,405",,vs. A Man Called OttoCreate your own comparison chart…,Comedy,France,French,"May 28th, 2010 (Limited) by Sony Pictures Classics","December 14th, 2010 by Sony Pictures Home Entertainment","R for some sexuality and brief violence.(Rating bulletin 2104, 1/20/2010)",105 minutes,,Original Screenplay,Live Action,Contemporary Fiction,,,"$1,259,693","$17,561,883","$18,821,576",,,
84,https://www.the-numbers.com/movie/Prince-of-Persia-Sands-of-Time,"['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley']","[['Mike Newell', 'Director'], ['Boaz Yakin', 'Screenwriter'], ['Doug Miro', 'Screenwriter'], ['Carlo Bernard', 'Screenwriter'], ['Jordan Mechner', 'Story Creator'], ['Jerry Bruckheimer', 'Producer'], ['Mike Stenson', 'Executive Producer'], ['Chad Oman', 'Executive Producer'], ['John August', 'Executive Producer'], ['Jordan Mechner', 'Executive Producer'], ['Patrick McCormick', 'Executive Producer'], ['Eric McLeod', 'Executive Producer']]","$30,095,259 (33.2% of total gross)",3.02 (domestic box office/biggest weekend),27.0% (domestic box office/worldwide),"$200,000,000 (worldwide box office is 1.7 times production budget)","3,646 opening theaters/3,646 max. theaters, 4.7 weeks average run per theater","$120,207,677","May 28th, 2010 (IMAX) (Denmark)
",vs. Lara Croft: Tomb RaiderCreate your own comparison chart…,Action,United States,English,"May 28th, 2010 (Wide) by Walt Disney","September 14th, 2010 by Walt Disney Home Entertainment, released as Prince of Persia: The Sands of Time",PG-13 for intense sequences of violence and action.,115 minutes,"Whitewashed Casting, IMAX: DMR",Based on Game,Live Action,Fantasy,"Walt Disney Pictures, Jerry Bruckheimer",,"$90,759,676","$245,600,000","$336,359,676","$37,977,651","$15,213,000","$53,190,651"
85,https://www.the-numbers.com/movie/Sea-Rex-3D,[],[],,62.50 (domestic box office/biggest weekend),36.9% (domestic box office/worldwide),"$5,000,000 (worldwide box office is 3.3 times production budget)",,"$8,025,851",,vs. Dolphins and Whales Tribes of the Ocean 3DCreate your own comparison chart…,Documentary,"France, United Kingdom",English,"May 28th, 2010 (IMAX) by 3D Entertainment, released as Sea Rex 3D","November 15th, 2011 by Universal Home Entertainment",Not Rated,41 minutes,3-D,Based on Real Life Events,Animation/Live Action,Factual,3D Entertainment Films,,"$6,096,582","$10,418,621","$16,515,203",,,
86,https://www.the-numbers.com/movie/Get-Him-to-the-Greek,"['Russell Brand', 'Jonah Hill']","[['Nicholas Stoller', 'Screenwriter'], ['Nicholas Stoller', 'Director'], ['Jason Segel', 'Character Creator'], ['Judd Apatow', 'Producer'], ['Nicholas Stoller', 'Producer'], ['David Bushell', 'Producer'], ['Rodney Rothman', 'Producer'], ['Richard Vane', 'Executive Producer'], ['Jason Segel', 'Co-Producer'], ['Robert Yeoman', 'Director of Photography'], ['Jan Roelfs', 'Production Designer'], ['William Kerr', 'Editor'], ['Mike Sale', 'Editor'], ['Leesa Evans', 'Costume Designer'], ['Jonathan Karp', 'Music Supervisor'], ['Lyle Workman', 'Composer'], ['Phil Eisen', 'Associate Producer']]","$17,570,955 (28.7% of total gross)",3.48 (domestic box office/biggest weekend),65.8% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 2.3 times production budget)","2,697 opening theaters/2,702 max. theaters, 4.5 weeks average run per theater","$80,995,484",,vs. Scott Pilgrim vs. The WorldCreate your own comparison chart…,Comedy,United States,English,"June 4th, 2010 (Wide) by Universal","September 28th, 2010 by Universal Home Entertainment","R for strong sexual content and drug use throughout, and pervasive language(Rating bulletin 2107, 2/10/2010)",108 minutes,"Judd Apatow Buddy Comedy, Rock 'n' Roll, Road Trip, Music Industry, Gratuitous Cameos, Dysfunctional Family, Comeback, Buddy Comedy",Spin-Off,Live Action,Contemporary Fiction,"Universal Pictures, Relativity Media, Spyglass Entertainment, Judd Apatow",,"$61,153,526","$31,841,401","$92,994,927","$26,233,305","$6,323,697","$32,557,002"
87,https://www.the-numbers.com/movie/Killers,"['Ashton Kutcher', 'Katherine Heigl']","[['Robert Luketic', 'Director'], ['Bob DeRosa', 'Screenwriter'], ['Ted Griffin', 'Screenwriter'], ['Scott Aversano', 'Producer'], ['Jason Goldberg', 'Producer'], ['Mike Karz', 'Producer'], ['Ashton Kutcher', 'Producer'], ['Chris Pratt', 'Executive Producer'], ['Chad Marting', 'Executive Producer'], ['William S. Beasley', 'Executive Producer'], ['Josie Rosen', 'Executive Producer'], ['Peter Morgan', 'Executive Producer'], ['Michael Paseornek', 'Executive Producer'], ['John Sacchi', 'Executive Producer'], ['Russell Carpenter', 'Cinematographer']]","$15,837,266 (33.7% of total gross)",2.97 (domestic box office/biggest weekend),49.2% (domestic box office/worldwide),"$75,000,000 (worldwide box office is 1.3 times production budget)","2,859 opening theaters/2,859 max. theaters, 4.4 weeks average run per theater","$62,329,098",,vs. Face/OffCreate your own comparison chart…,Action,United States,English,"June 4th, 2010 (Wide) by Lionsgate","September 7th, 2010 by Lionsgate Home Entertainment","PG-13 for violent action, sexual material and language(Rating bulletin 2118, 4/28/2010)",100 minutes,,Original Screenplay,Live Action,Contemporary Fiction,"Lionsgate, Aversano Films, Katalyst Films",,"$47,059,963","$48,512,786","$95,572,749","$18,786,965","$2,280,791","$21,067,756"
88,https://www.the-numbers.com/movie/Marmaduke,"['Lee Pace', 'Judy Greer', 'William H. Macy', 'Steve Coogan', 'Sam Elliott', 'Fergie*', 'George Lopez', 'Christopher Mintz-Plasse', 'Emma Stone', 'Kiefer Sutherland', 'Marlon Wayans', 'Damon Wayans Jr.', 'Owen Wilson']","[['Tom Dey', 'Director'], ['John Davis', 'Producer'], ['Tim Rasmussen', 'Screenwriter'], ['Vince Di Meglio', 'Screenwriter'], ['Brad Anderson', ""Story from the Comic 'Marmaduke' Created by ""], ['Phil Leeming', ""Story from the Comic 'Marmaduke' Created by ""], ['Arnon Milchan', 'Executive Producer'], ['Tariq Jalil', 'Executive Producer'], ['Jeffrey Stott', 'Executive Producer'], ['Derek Dauchy', 'Executive Producer'], ['Greg Gardiner', 'Director of Photography'], ['Don Zimmerman', 'Editor'], ['Karen Matthews', 'Costume Designer'], ['Christopher Lennertz', 'Composer'], ['Jojo Villanueva', 'Music Supervisor'], ['Dave Jordan', 'Music Supervisor']]","$11,599,661 (34.5% of total gross)",2.90 (domestic box office/biggest weekend),37.4% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 1.8 times production budget)","3,213 opening theaters/3,213 max. theaters, 3.8 weeks average run per theater","$44,561,224",,vs. Free BirdsCreate your own comparison chart…,Adventure,United States,English,"June 4th, 2010 (Wide) by 20th Century Fox","August 31st, 2010 by Fox Home Entertainment","PG for some rude humor and language(Rating bulletin 2110 (Cert #45811), 3/3/2010)",88 minutes,,Based on Comic/Graphic Novel,Animation/Live Action,Kids Fiction,"Davis Entertainment, Regency Enterprises, 20th Century Fox",,"$33,644,788","$56,251,142","$89,895,930","$18,132,637","$1,374,352","$19,506,989"
89,https://www.the-numbers.com/movie/Raajneeti,[],[],"$850,244 (56.1% of total gross)",1.78 (domestic box office/biggest weekend),5.5% (domestic box office/worldwide),,"124 opening theaters/124 max. theaters, 2.8 weeks average run per theater","$2,005,972",,Create your own comparison chart…,,India,Hindi,"June 4th, 2010 (Limited) by UTV Communications, released as Rajneeti",,Not Rated,163 minutes,,,,,,,"$1,514,557","$26,188,245","$27,702,802",,,
90,https://www.the-numbers.com/movie/Splice,"['Adrien Brody', 'Sarah Polley']","[['Vincenzo Natali', 'Director'], ['Vincenzo Natali', 'Screenwriter'], ['Doug Taylor', 'Screenwriter'], ['Steve Hoban', 'Producer']]","$7,385,277 (43.4% of total gross)",2.30 (domestic box office/biggest weekend),59.6% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 1.0 times production budget)","2,450 opening theaters/2,450 max. theaters, 2.7 weeks average run per theater","$22,529,312",,vs. InceptionCreate your own comparison chart…,Horror,"Canada, France",English,"June 4th, 2010 (Wide) by Warner Bros.","October 5th, 2010 by Warner Home Video","R for disturbing elements including strong sexuality, nudity, sci-fi violence and language(Rating bulletin 2114 (Cert #46027), 3/31/2010)",104 minutes,"Nature Horror, Scientific Experiment Gone Awry, Human Experimentation, Genetic Engineering, Sex Crimes, Pregnant Women, Unconventional Pregnancies",Original Screenplay,Animation/Live Action,Science Fiction,"Warner Bros., Dark Castle Entertainment, Copperheart Entertainment, Gaumont",,"$17,010,170","$11,532,324","$28,542,494","$7,506,367","$1,302,020","$8,808,387"
91,https://www.the-numbers.com/movie/A-Team-The,"['Jessica Biel', 'Sharlto Copley', 'Patrick Wilson', 'Gerald McRaney', 'Henry Czerny', 'Yul Vazquez', 'Brian Bloom', 'Liam Neeson', 'Bradley Cooper', 'Quinton Jackson']","[['Joe Carnahan', 'Director'], ['Joe Carnahan', 'Screenwriter'], ['Brian Bloom', 'Screenwriter'], ['Skip Woods', 'Screenwriter'], ['Frank Lupo', 'Story Creator'], ['Stephen J. Cannell', 'Story Creator'], ['Jules Daly', 'Producer'], ['Alex Young', 'Producer'], ['Iain Smith', 'Producer'], ['Stephen J. Cannell', 'Producer'], ['Spike Seldin', 'Producer'], ['Tony Scott', 'Producer'], ['Ridley Scott', 'Executive Producer'], ['Marc Silvestri', 'Executive Producer'], ['Ross Fanger', 'Executive Producer']]","$25,669,455 (33.2% of total gross)",3.01 (domestic box office/biggest weekend),43.6% (domestic box office/worldwide),"$110,000,000 (worldwide box office is 1.6 times production budget)","3,535 opening theaters/3,544 max. theaters, 4.4 weeks average run per theater","$102,277,682",,vs. Fast FiveCreate your own comparison chart…,Action,United States,English,"June 11th, 2010 (Wide) by 20th Century Fox","October 12th, 2010 by Fox Home Entertainment","PG-13 for intense sequences of action and violence throughout, language and smoking(Rating bulletin 2122, 5/26/2010)",118 minutes,"Directing Yourself, Rescue, Escape, Surprise Twist, Intertitle, Epilogue, Fugitive / On the Run, Gratuitous Cameos, Action Comedy",Based on TV,Live Action,Contemporary Fiction,"20th Century Fox, Dune Entertainment, Stephen J. Cannell, Top Cow, Scott Free Films",,"$77,222,099","$100,019,072","$177,241,171","$28,469,253","$15,235,063","$43,704,316"
92,https://www.the-numbers.com/movie/Coco-Chanel-and-Igor-Stravinsky,[],[],"$44,454 (2.6% of total gross)",13.43 (domestic box office/biggest weekend),29.6% (domestic box office/worldwide),,"3 opening theaters/74 max. theaters, 8.7 weeks average run per theater","$2,285,990",,Create your own comparison chart…,Drama,France,"English, French, Russian","June 11th, 2010 (Limited) by Sony Pictures Classics",,R For some strong sexuality and nudity,118 minutes,,Based on Fiction Book/Short Story,Live Action,Dramatization,,,"$1,725,982","$4,100,000","$5,825,982",,,
93,https://www.the-numbers.com/movie/Karate-Kid-The-(2009),[],"[['Harald Zwart', 'Director'], ['Christopher Murphey', 'Screenwriter'], ['Jerry Weintraub', 'Producer'], ['Will Smith', 'Producer'], ['Jada Pinkett Smith', 'Producer'], ['James Lassiter', 'Producer'], ['Ken Stovitz', 'Producer'], ['Dany Wolf', 'Executive Producer'], ['Susan Ekins', 'Executive Producer'], ['Sang Ping', 'Executive Producer'], ['Joel Negron', 'Editor']]","$55,665,805 (31.5% of total gross)",3.17 (domestic box office/biggest weekend),50.2% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 8.8 times production budget)","3,663 opening theaters/3,740 max. theaters, 5.7 weeks average run per theater","$233,888,775",,vs. The Italian JobCreate your own comparison chart…,Action,United States,English,"June 11th, 2010 (Wide) by Sony Pictures","October 5th, 2010 by Sony Pictures Home EntertainmentNovember 15th, 2010 by Sony Pictures","PG for bullying, martial arts action violence and some mild language(Rating bulletin 2112, 3/17/2010)",140 minutes,"Martial Arts, New Guy/Girl in School, Culture Clash, Bullies, Romance, Tween, Sports Action",Remake,Live Action,Contemporary Fiction,"Columbia Pictures, Overbrook Entertainment, Jerry Weintraub, China Film Group",Karate Kid,"$176,591,618","$175,183,320","$351,774,938","$53,760,832","$11,772,116","$65,532,948"
