,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Franchise:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
69,https://www.the-numbers.com/movie/Amadeus,"['F. Murray Abraham', 'Elizabeth Berridge', 'Simon Callow', 'Roy Dotrice', 'Christine Ebersole', 'Jeffrey Jones', 'Charles Kay', 'Tom Hulce']","[['Miloš Forman', 'Director'], ['Saul Zaentz', 'Producer'], ['Peter Shaffer', 'Screenwriter'], ['Twyla Tharp', 'Choreography'], ['Patrizia Von Brandenstein', 'Production Designer'], ['Neville Marriner', 'Composer'], ['Neville Marriner', 'Music Supervisor'], ['Miroslav Ondříček', 'Director of Photography'], ['Michael Hausman', 'Executive Producer'], ['Bertil Ohlsson', 'Executive Producer']]","$505,276 (1.0% of total gross)",25.82 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"25 opening theaters/802 max. theaters, 16.6 weeks average run per theater","$156,304,422","$18,000,000 (worldwide box office is 2.9 times production budget)","September 19th, 1984 (Wide) by Warner Bros.April 5th, 2002 (Limited) by Warner Bros.","December 17th, 1997 by Warner Home Video",R for brief nudity (Director's Cut),158 minutes,,Best Picture Oscar Winnersvs. Le Fabuleux destin d'Amélie PoulainCreate your own comparison chart…,"Biography, Performing Arts, Musicians, Professional Rivalry, Child Prodigy, Oscars Best Picture Winner, 1700s, Biographical Drama, 1985 Oscars Best Picture Nominee",Based on Play,Drama,Live Action,Dramatization,Saul Zaentz Company,United States,English,"February 14th, 1985 (Limited) (Australia)
","$51,973,029",,,,
70,https://www.the-numbers.com/movie/All-of-Me,"['Richard Libertini', 'Victoria Tennant', 'Steve Martin', 'Lily Tomlin']","[['Carl Reiner', 'Director'], ['Stephen Friedman', 'Producer'], ['Phil Alden Robinson', 'Associate Producer'], ['Patrick Williams', 'Composer'], ['Phil Alden Robinson', 'Screenwriter'], ['Ed Davis', 'Story based on the novel “Me Two” by'], ['Henry Olek', 'Screen Adaptation by']]","$5,803,848 (16.5% of total gross)",6.07 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,192 opening theaters/1,200 max. theaters, 8.7 weeks average run per theater","$96,185,606",,"September 21st, 1984 (Wide) by Universal",,PG Edited for re-rating,93 minutes,,vs. TeachersCreate your own comparison chart…,"Body Swap, Farcical / Slapstick Comedy, Terminal Illness, Possessed, Double-Crossed",Based on Fiction Book/Short Story,Comedy,Live Action,Fantasy,"Kings Road, Universal Pictures",United States,English,,"$35,243,581",,,,
71,https://www.the-numbers.com/movie/Evil-That-Men-Do-The,[],"[['Jack Lee Thompson', 'Director'], ['John M. Crowther', 'Screenwriter'], ['R. Lance Hill', 'Screenwriter']]","$4,538,400 (34.6% of total gross)",2.89 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,464 opening theaters/1,464 max. theaters, 3.6 weeks average run per theater","$35,757,608",,"September 21st, 1984 (Wide) by Sony/TriStar",,,90 minutes,,vs. E.T. the Extra-TerrestrialCreate your own comparison chart…,"Action Thriller, Tortured as Punishment, Special Ops, Hitmen, Retirement, Out of Retirement, One Last Job, Revenge, Death of a Best Friend, Kidnap",Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,"Tri-Star Pictures, Incorporated Television Company","Mexico, United Kingdom, United States",,"February 19th, 2016 (Wide) (Spain)
","$13,102,025",,,"$4,742","$13,106,767"
72,https://www.the-numbers.com/movie/Places-in-the-Heart,[],"[['Robert Benton', 'Director']]","$274,279 (0.8% of total gross)",8.45 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"14 opening theaters/868 max. theaters, 14.0 weeks average run per theater","$94,507,240",,"September 21st, 1984 (Wide) by Sony/TriStar",,,111 minutes,,Create your own comparison chart…,"Historical Drama, 1930s, Great Depression, Life in a Small Town, Widow/Widower, Death of a Spouse or Fiancée / Fiancé, Young Child Dealing with the Death of a Parent, Bigotry, Accidental Death, Lynching, 1985 Oscars Best Picture Nominee",Original Screenplay,Drama,Live Action,Historical Fiction,,United States,,,"$34,900,814",,,,
73,https://www.the-numbers.com/movie/Irreconcilable-Differences,[],"[['Charles Shyer', 'Director'], ['Nancy Meyers', 'Screenwriter'], ['Charles Shyer', 'Screenwriter'], ['Nancy Meyers', 'Producer']]","$3,076,894 (24.8% of total gross)",4.03 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"902 opening theaters/902 max. theaters, 5.3 weeks average run per theater","$33,841,665",,"September 28th, 1984 (Wide) by Warner Bros.",,PG,114 minutes,,vs. Nine to FiveCreate your own comparison chart…,"Comedy Drama, Dysfunctional Family, Lawyers, Non-Chronological, 1970s, 1980s, Set in Hollywood, Movie Business, Movie Director, Writing and Writers, Writer's Block",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,"$12,400,000",,,,
74,https://www.the-numbers.com/movie/Wild-Life-The,"['Rick Moranis', 'Hart Bochner', 'Randy Quaid', 'Christopher Penn', 'Lea Thompson', 'Ilan Mitchell-Smith', 'Jenny Wright', 'Eric Stoltz']","[['Art Linson', 'Director'], ['Cameron Crowe', 'Screenwriter']]","$4,001,400 (42.1% of total gross)",2.37 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,140 opening theaters/1,142 max. theaters, 3.3 weeks average run per theater","$25,927,075",,"September 28th, 1984 (Wide)","May 29th, 2014 by Universal Home Entertainment",,97 minutes,,vs. DelgoCreate your own comparison chart…,"Comedy Drama, Coming of Age",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,"$9,500,000",,,,
75,https://www.the-numbers.com/movie/Country-(Cuba),[],"[['Richard Pearce', 'Director'], ['William D. Wittliff', 'Screenwriter'], ['Jessica Lange', 'Producer'], ['William Beaudine', 'Producer'], ['William D. Wittliff', 'Producer']]","$163,818 (2.0% of total gross)",7.99 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"15 opening theaters/488 max. theaters, 6.0 weeks average run per theater","$22,925,000",,"September 29th, 1984 (Wide) by Walt Disney","December 9th, 2003 by Walt Disney Home Entertainment",,105 minutes,,Create your own comparison chart…,"Family Drama, Life on a Farm, Money Troubles, Extreme Weather",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,,"$8,400,000",,,,
76,https://www.the-numbers.com/movie/Teachers,[],"[['Arthur Hiller', 'Director'], ['W. R. McKinney', 'Screenwriter']]","$7,013,366 (25.3% of total gross)",3.95 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,721 opening theaters/1,721 max. theaters, 5.5 weeks average run per theater","$75,597,911",,"October 5th, 1984 (Wide) by MGM/UA Classics",,,106 minutes,,vs. The TerminatorCreate your own comparison chart…,"Comedy Drama, Teachers, Bad Teachers, Inspirational Teacher, Mental Illness, Mistaken Identity, Autumn Years, Sex Crimes, Teen Pregnancy, Abortion",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,,,"$27,700,000",,,,
77,https://www.the-numbers.com/movie/Little-Drummer-Girl-The,['Diane Keaton'],"[['George Roy Hill', 'Director'], ['Loring Mandel', 'Screenwriter']]","$2,632,719 (33.6% of total gross)",2.97 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"820 opening theaters/820 max. theaters, 3.2 weeks average run per theater","$21,366,210",,"October 19th, 1984 (Wide) by Warner Bros.","September 29th, 1993 by Warner Home Video",,130 minutes,,Create your own comparison chart…,"Political Drama, Set in Israel, Israeli Palestinian Conflict, Secret Agent, Double Agent, Assassination, Romance, Film Actor",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,United States,English,,"$7,828,841",,,,
78,https://www.the-numbers.com/movie/Razors-Edge-The,[],"[['John Byrum', 'Director'], ['John Byrum', 'Screenwriter'], ['Bill Murray', 'Screenwriter']]","$2,411,311 (36.5% of total gross)",2.74 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,036 opening theaters/1,036 max. theaters, 3.0 weeks average run per theater","$18,012,493",,"October 19th, 1984 (Wide) by Sony Pictures","1995 by Columbia Pictures Home Entertainment, released as The Razor's Edge ",,129 minutes,,Create your own comparison chart…,"Romantic Drama, Romance, Romance during Wartime, 1910s, World War I, Screenplay Written By the Star, Survivor's Guilt, Set in Paris, Set in India, Relationships Gone Wrong, Suicide, Great Depression, Young Child Dealing with the Death of a Parent, Death of a Son or Daughter, Prostitution",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,United States,,,"$6,600,000",,,,
79,https://www.the-numbers.com/movie/Stop-Making-Sense,[],"[['Jonathan Demme', 'Director']]","$4,166 (0.1% of total gross)",32.58 (domestic box office/biggest weekend),99.4% (domestic box office/worldwide),"7 opening theaters/41 max. theaters, 24.8 weeks average run per theater","$13,095,778",,"October 19th, 1984 (Wide) by CinecomMay 28th, 1999 (Limited) by Cinecom2023 (Limited) by A24 (4K Restoration)
","October 26th, 1999 by Palm Pictures / Umvd","Not RatedPG for brief suggestive material.(Rating bulletin 2786 (cert #54490), 6/7/2023)",88 minutes,,vs. Super Size MeCreate your own comparison chart…,,Based on Real Life Events,Concert/Performance,Live Action,Factual,,United States,English,"September 1st, 2017 (Wide) (Portugal)
September 24th, 2020 (Wide) (Australia)
","$5,020,659",,,"$31,810","$5,052,469"
80,https://www.the-numbers.com/movie/Thief-of-Hearts,"['Barbara Williams', 'John Getz', 'Steven Bauer']","[['Douglas Day Stewart', 'Director'], ['Harold Faltermeyer', 'Composer']]","$3,091,670 (29.7% of total gross)",3.36 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,200 opening theaters/1,200 max. theaters, 3.6 weeks average run per theater","$28,383,332",,"October 19th, 1984 (Wide) by Paramount Pictures",,,,,Create your own comparison chart…,Erotic Drama,Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,"December 30th, 1989 (Wide) (South Korea)
May 12th, 2021 (Wide) (South Korea)
","$10,400,000",,,$265,"$10,400,265"
81,https://www.the-numbers.com/movie/American-Dreamer,[],"[['Rick Rosenthal', 'Director']]","$1,580,990 (31.5% of total gross)",3.18 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"801 opening theaters/801 max. theaters, 2.9 weeks average run per theater","$15,618,236",,"October 26th, 1984 (Wide) by Warner Bros.",,,,,vs. AmadeusCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,,,"$5,021,751",,,,
82,https://www.the-numbers.com/movie/Body-Double,"['Craig Wasson', 'Gregg Henry', 'Melanie Griffith']","[['Brian De Palma', 'Director'], ['Brian De Palma', 'Screenwriter'], ['Robert J. Avrech', 'Screenwriter'], ['Brian De Palma', 'Producer'], ['Pino Donaggio', 'Composer']]","$2,837,978 (32.2% of total gross)",3.10 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,428 opening theaters/1,428 max. theaters, 2.7 weeks average run per theater","$24,021,961","$10,000,000 (worldwide box office is 0.9 times production budget)","October 26th, 1984 (Wide) by Sony Pictures",,,114 minutes,,vs. True RomanceCreate your own comparison chart…,"Film Noir, Voyeurism, Erotic Thriller, Surprise Twist, Framed, Aspiring Actress / Actor, Anxiety and Phobias",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,English,,"$8,801,940",,,,
83,https://www.the-numbers.com/movie/Firstborn,"['Teri Garr', 'Peter Weller', 'Christopher Collet']","[['Michael Apted', 'Director'], ['Paul Junger Witt', 'Producer'], ['Tony Thomas', 'Producer'], ['Ron Koslow', 'Screenwriter'], ['Stanley R. Jaffe', 'Executive Producer'], ['Sherry Lansing', 'Executive Producer'], ['Ron Koslow', 'Co-Producer']]","$1,606,214 (25.9% of total gross)",3.81 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"800 opening theaters/929 max. theaters, 3.2 weeks average run per theater","$16,920,832",,"October 26th, 1984 (Wide) by Paramount Pictures",,PG-13,100 minutes,,vs. ShampooCreate your own comparison chart…,"Family Drama, Coming of Age, Relationships Gone Wrong, Divorcée Romance, Addiction, Narcotics, Drug Dealer, Domestic Abuse, Child Abuse",Original Screenplay,Drama,Live Action,Contemporary Fiction,"Jaffe-Lansing Production, Witt/Thomas Productions",United States,English,,"$6,200,000",,,,
84,https://www.the-numbers.com/movie/Terminator-The,"['Michael Biehn', 'Linda Hamilton', 'Paul Winfield', 'Arnold Schwarzenegger']","[['James Cameron', 'Director'], ['Gale Anne Hurd', 'Producer'], ['James Cameron', 'Screenwriter'], ['Gale Anne Hurd', 'Screenwriter'], ['John Daly', 'Executive Producer'], ['Derek Gibson', 'Executive Producer'], ['Stan Winston', 'Special Make-up Effects']]","$4,020,663 (10.6% of total gross)",9.01 (domestic box office/biggest weekend),48.7% (domestic box office/worldwide),"1,005 opening theaters/1,112 max. theaters, 9.7 weeks average run per theater","$103,477,315","$6,400,000 (worldwide box office is 12.2 times production budget)","October 26th, 1984 (Wide) by Orion Pictures","September 3rd, 1997 by Image Entertainment/ThinkFilm",R,107 minutes,Terminator,vs. Terminator 3: Rise of the MachinesCreate your own comparison chart…,"End of the World, Time Travel, Visual Effects, Film Noir, Prologue, Intertitle, Robot, Action Horror, 2020s",Original Screenplay,Action,Live Action,Science Fiction,"Hemdale, Pacific Western",United States,English,"December 20th, 1984 (Wide) (Australia)
January 11th, 1985 (Wide) (United Kingdom)
June 26th, 2015 (Wide) (United Kingdom)
November 19th, 2020 (Limited) (Australia)
November 19th, 2020 (Limited) (New Zealand)
... Show all releases
","$38,019,031",,,"$40,000,000","$78,019,031"
85,https://www.the-numbers.com/movie/Terror-in-the-Aisles,[],"[['Andrew J. Kuehn', 'Director'], ['Margery Doppelt', 'Screenwriter']]","$4,009,866 (48.2% of total gross)",2.07 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,127 opening theaters/1,134 max. theaters, 2.6 weeks average run per theater","$22,696,309",,"October 26th, 1984 (Wide) by Universal","October 14th, 2012 by Universal Home Entertainment",,84 minutes,,vs. Yankee Doodle DandyCreate your own comparison chart…,,Compilation,Multiple Genres,Live Action,Multiple Creative Types,"Kaleidoscope Prods, TEM Programs International",United States,English,,"$8,316,206",,,,
86,https://www.the-numbers.com/movie/Killing-Fields-The,[],"[['Roland Joffe', 'Director']]","$32,181 (0.1% of total gross)",10.70 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1 opening theaters/663 max. theaters, 12.7 weeks average run per theater","$89,619,896","$16,000,000 (worldwide box office is 2.2 times production budget)","November 2nd, 1984 (Wide) by Warner Bros.","January 7th, 2014 by Warner Home Video",,141 minutes,,vs. Kindergarten CopCreate your own comparison chart…,"Vietnam War, War, Historical Drama, Crimes Against Humanity, Government Corruption, Government Massacre or Democide, 1970s, Set in Cambodia, 1985 Oscars Best Picture Nominee",Original Screenplay,Drama,Live Action,Historical Fiction,,United Kingdom,"English, French, Khmer, Russian",,"$34,609,720","$528,768","$528,768",,
87,https://www.the-numbers.com/movie/Nightmare-on-Elm-Street-A-(1984),"['John Saxon', 'Ronee Blakley', 'Amanda Wyss', 'Nick Corri', 'Johnny Depp', 'Heather Langenkamp', 'Robert Englund']","[['Wes Craven', 'Director'], ['Wes Craven', 'Screenwriter'], ['Robert Shaye', 'Producer'], ['Sara Risher', 'Co-Producer'], ['Joseph Wolf', 'Executive Producer'], ['Stanley Dudelson', 'Executive Producer'], ['Rick Shaine', 'Editor'], ['Jacques Haitkin', 'Director of Photography'], ['Charles Bernstein', 'Music by']]","$1,271,000 (5.0% of total gross)",15.61 (domestic box office/biggest weekend),99.8% (domestic box office/worldwide),"165 opening theaters/274 max. theaters, 4.6 weeks average run per theater","$69,606,059","$1,800,000 (worldwide box office is 14.2 times production budget)","November 9th, 1984 (Wide) by New Line","August 26th, 1997 by New Line Home VideoAugust 26th, 1997 by New Line Home Video, released as A Nightmare on Elm Street (1984)",R,91 minutes,Nightmare on Elm Street,vs. Jaws 2Create your own comparison chart…,Slasher Horror,Original Screenplay,Horror,Live Action,Contemporary Fiction,"New Line Cinema, Media Home Entertainment, Smart Egg Pictures",United States,English,"November 12th, 2020 (Wide) (Australia)
October 28th, 2021 (Wide), released as Кошмар на улице Вязов (Russia (CIS))
","$25,504,513",,,"$38,393","$25,542,906"
88,https://www.the-numbers.com/movie/Oh-God-You-Devil,[],"[['Paul Bogart', 'Director'], ['Andrew Bergman', 'Screenwriter']]","$5,560,001 (25.8% of total gross)",3.87 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,384 opening theaters/1,384 max. theaters, 6.0 weeks average run per theater","$58,737,903",,"November 9th, 1984 (Wide) by Warner Bros.",,,97 minutes,"Oh, God!",vs. The TerminatorCreate your own comparison chart…,"Religious, Same Actor, Multiple Roles, Gods and Goddesses, Heaven and Hell, The Devil, Musicians, Faustian, Satirical Comedy, Satire",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,United States,,,"$21,538,850",,,,
89,https://www.the-numbers.com/movie/Just-the-Way-You-Are,[],"[['Edouard Molinaro', 'Director'], ['Allan Burns', 'Screenwriter']]","$2,291,803 (30.5% of total gross)",3.28 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,190 opening theaters/1,190 max. theaters, 3.3 weeks average run per theater","$20,517,050",,"November 16th, 1984 (Wide) by MGM/UA Classics",,,94 minutes,,vs. The Night the Lights Went Out in GeorgiaCreate your own comparison chart…,"Comedy Drama, Musicians, Romance, Disability, LGBTQ+, Relationships Gone Wrong, Vacation, Set in Paris",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,"$7,517,699",,,,
90,https://www.the-numbers.com/movie/Missing-in-Action,"['M. Emmet Walsh', 'James Hong', 'Chuck Norris']","[['Joseph Zito', 'Director'], ['James Bruner', 'Screenwriter']]","$6,101,460 (26.7% of total gross)",3.74 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,150 opening theaters/1,209 max. theaters, 5.4 weeks average run per theater","$62,258,871",,"November 16th, 1984 (Wide) by Cannon","June 5th, 2012 by MGM Video",,101 minutes,Missing in Action,vs. SupergirlCreate your own comparison chart…,"Vietnam War, War, Action Adventure, POW, Rescue, Set in Thailand",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,English,,"$22,812,411",,,,
91,https://www.the-numbers.com/movie/Night-of-the-Comet,"['Mary Woronov', 'Geoffrey Lewis', 'Catherine Mary Stewart', 'Kelli Maroney']","[['Thom Eberhardt', 'Director'], ['Thom Eberhardt', 'Screenwriter']]","$3,580,578 (24.5% of total gross)",4.08 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,098 opening theaters/1,098 max. theaters, 4.0 weeks average run per theater","$39,845,832",,"November 16th, 1984 (Wide) by Atlantic","November 19th, 2013 by Shout Factory",,,,Create your own comparison chart…,"Zombies, Horror Comedy, Cult Movie, Human Experimentation, Medical Crimes, End of the World",Original Screenplay,Horror,Live Action,Science Fiction,,United States,,,"$14,600,000","$779,285","$779,285",,
92,https://www.the-numbers.com/movie/Falling-in-Love,[],"[['Ulu Grosbard', 'Director'], ['Michael Cristofer', 'Screenwriter'], ['Michael Kahn', 'Editor']]","$2,293,710 (21.6% of total gross)",4.62 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"305 opening theaters/807 max. theaters, 4.6 weeks average run per theater","$28,868,627",,"November 21st, 1984 (Wide) by Paramount Pictures",,,106 minutes,,Create your own comparison chart…,"Romantic Drama, Romance, Christmas, Christmas in November, Infidelity, Relationships Gone Wrong",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,,"March 21st, 1987 (Wide) (South Korea)
","$10,600,000",,,"$3,205","$10,603,205"
93,https://www.the-numbers.com/movie/Supergirl,[],"[['Jeannot Szwarc', 'Director'], ['Jerry Goldsmith', 'Composer']]","$5,738,249 (40.1% of total gross)",2.49 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,608 opening theaters/1,620 max. theaters, 3.9 weeks average run per theater","$38,949,181",,"November 21st, 1984 (Wide) by Sony/TriStar","July 24th, 2018 by Warner Archive",,,Superman,vs. CatwomanCreate your own comparison chart…,D.C. Comics,Based on Comic/Graphic Novel,Adventure,Live Action,Super Hero,,United Kingdom,English,,"$14,296,438","$478,465","$478,465",,
94,https://www.the-numbers.com/movie/Beverly-Hills-Cop,['Eddie Murphy'],"[['Martin Brest', 'Director'], ['Don Simpson', 'Producer'], ['Jerry Bruckheimer', 'Producer'], ['Danilo Bach', 'Story Creator'], ['Daniel Petrie Jr', 'Story Creator'], ['Daniel Petrie Jr', 'Screenwriter'], ['Harold Faltermeyer', 'Composer']]","$15,214,805 (6.5% of total gross)",11.70 (domestic box office/biggest weekend),74.2% (domestic box office/worldwide),"1,532 opening theaters/2,006 max. theaters, 20.3 weeks average run per theater","$621,582,022","$15,000,000 (worldwide box office is 21.1 times production budget)","December 5th, 1984 (Wide) by Paramount Pictures","July 8th, 1997 by Paramount Home Video",R,105 minutes,Beverly Hills Cop,vs. TootsieCreate your own comparison chart…,"Undercover, Buddy Cop, Organized Crime, Narcotics, Directing Yourself, Car Chase, Life on the Outside",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Don Simpson, Jerry Bruckheimer, Eddie Murphy Production",United States,English,"November 12th, 2020 (Wide) (Australia)
","$234,760,478",,,"$81,539,522","$316,300,000"
95,https://www.the-numbers.com/movie/2010,[],"[['Les Mayfield', 'Director'], ['Peter Hyams', 'Director']]","$7,393,361 (18.0% of total gross)",5.55 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,126 opening theaters/1,213 max. theaters, 8.5 weeks average run per theater","$126,031,734",,"December 7th, 1984 (Wide) by MGM",,PG,,2001,vs. 2001: A Space OdysseyCreate your own comparison chart…,"Techno-Thriller, Delayed Sequel, Space Program, Cold War, 2010s, Artificial Intelligence",Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,,United States,,,"$41,000,000",,,,
96,https://www.the-numbers.com/movie/City-Heat,[],"[['Richard Benjamin', 'Director']]","$6,301,694 (16.4% of total gross)",6.09 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,393 opening theaters/1,655 max. theaters, 7.4 weeks average run per theater","$103,578,717",,"December 7th, 1984 (Wide) by Warner Bros.",,,,,vs. CinderellaCreate your own comparison chart…,"Action Comedy, Buddy Cop, Love Triangle, Relationships Gone Wrong, 1930s, Set in Kansas, Set in Missouri, Gangs, Crime Boss",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,,,"$38,348,988",,,,
97,https://www.the-numbers.com/movie/Cotton-Club-The,"['Gregory Hines', 'Diane Lane', 'Lonette McKee', 'Bob Hoskins', 'James Remar', 'Nicolas Cage', 'Allen Garfield', 'Fred Gwynne', 'Richard Gere']","[['Francis Ford Coppola', 'Director'], ['Robert Evans', 'Producer'], ['William Kennedy', 'Screenwriter'], ['Francis Ford Coppola', 'Screenwriter'], ['William Kennedy', 'Story by'], ['Francis Ford Coppola', 'Story by'], ['Mario Puzo', 'Story Creator'], ['Barrie M. Osborne', 'Line Producer'], ['Joseph Cusumano', 'Line Producer'], ['Dyson Lovell', 'Executive Producer'], ['Sylvio Tabet', 'Co-Producer'], ['Fred Roos', 'Co-Producer'], ['Barry Malkin', 'Supervising Film Editor'], ['Richard Sylbert', 'Production Designer'], ['Milena Canonero', 'Costume Designer'], ['Stephen Goldblatt', 'Director of Photography'], ['John Barry', 'Composer']]","$2,903,603 (11.2% of total gross)",5.83 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"808 opening theaters/809 max. theaters, 8.6 weeks average run per theater","$69,409,115","$48,000,000 (worldwide box office is 0.5 times production budget)","December 14th, 1984 (Wide) by Orion PicturesOctober 11th, 2019 (Special Engagement) by Lionsgate","July 10th, 2001 by Lionsgate Home Entertainment",R,128 minutes,,vs. Radio FlyerCreate your own comparison chart…,"Mafia, Crime Drama, Organized Crime, Night Club, Musicians, Dancing, 1930s, Jazz, Romance, Love Triangle",Original Screenplay,Drama,Live Action,Historical Fiction,American Zoetrope,United States,English,,"$25,928,721",,,,
98,https://www.the-numbers.com/movie/Dune,"['Kyle MacLachlan', 'William Hurt']","[['David Lynch', 'Director'], ['David Lynch', 'Screenwriter'], ['Frank Herbert', 'Story Creator']]","$6,025,091 (22.0% of total gross)",4.56 (domestic box office/biggest weekend),99.8% (domestic box office/worldwide),"915 opening theaters/975 max. theaters, 5.3 weeks average run per theater","$74,385,839","$45,000,000 (worldwide box office is 0.6 times production budget)","December 14th, 1984 (Wide) by Universal","March 1st, 1992 by Universal Home EntertainmentJanuary 31st, 2006 by Universal Home Entertainment, released as Dune - Extended Edition",,137 minutes,,vs. Flash GordonCreate your own comparison chart…,"Action Adventure, Ensemble",Based on Fiction Book/Short Story,Action,Live Action,Science Fiction,,United States,English,"December 14th, 1984 (Limited) (United Kingdom)
November 5th, 2020 (Wide) (Australia)
September 24th, 2021 (Limited) (United Kingdom)
","$27,447,471",,,"$56,020","$27,503,491"
99,https://www.the-numbers.com/movie/Nineteen-Eighty-Four,"['John Hurt', 'Richard Burton', 'Suzanna Hamilton']","[['Michael Radford', 'Director'], ['Michael Radford', 'Screenwriter'], ['Allan Cameron', 'Production Designer']]",,6.44 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$21,616,322",,"December 14th, 1984 (Wide) by Atlantic","July 23rd, 2019 by Criterion, released as 1984",R,113 minutes,,vs. V for VendettaCreate your own comparison chart…,"Dystopia, Posthumous Release, Political Drama, Romance, Tortured as Punishment, Relationships Gone Wrong, Big Brother, Yesterday's Tomorrow, Secret Police",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Science Fiction,,United Kingdom,English,,"$8,368,371","$189,829","$189,829",,
100,https://www.the-numbers.com/movie/Passage-to-India-A,[],"[['David Lean', 'Director'], ['David Lean', 'Screenwriter']]","$84,580 (0.3% of total gross)",10.35 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"3 opening theaters/650 max. theaters, 9.4 weeks average run per theater","$70,424,215","$27,500,000 (worldwide box office is 1.0 times production budget)","December 14th, 1984 (Wide) by Sony Pictures","March 20th, 2001 by Sony Pictures Home Entertainment, released as Passage to India, A",,163 minutes,,vs. The Book ThiefCreate your own comparison chart…,"Historical Drama, Set in India, Falsely Accused, Sex Crimes, 1985 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,United Kingdom,,"March 7th, 1985 (Limited) (Australia)
December 10th, 2020 (Limited) (Australia)
","$27,187,653",,,$243,"$27,187,896"
101,https://www.the-numbers.com/movie/Runaway,"['Kirstie Alley', 'G.W. Bailey', 'Tom Selleck', 'Cynthia Rhodes', 'Gene Simmons']","[['Michael Crichton', 'Director'], ['Michael Crichton', 'Screenwriter'], ['Jerry Goldsmith', 'Composer']]","$1,198,279 (17.6% of total gross)",4.80 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"720 opening theaters/720 max. theaters, 5.3 weeks average run per theater","$18,311,289",,"December 14th, 1984 (Wide) by Sony/TriStar",,,99 minutes,,Create your own comparison chart…,"Crime Thriller, Robot, Police Detective, Anxiety and Phobias, Invented Language, Scientific Experiment Gone Awry, Mad Scientist, Cult Movie",Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,,United States,,,"$6,800,000",,,,
