,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Franchise:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,International Releases:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
0,https://www.the-numbers.com/movie/Angel,"['Cliff Gorman', 'Susan Tyrrell', 'Dick Shawn', 'Rory Calhoun', 'Donna Wilkes']","[['Robert Vincent O’Neil', 'Director'], ['Robert Vincent O’Neil', 'Screenwriter'], ['Joseph M. Cala', 'Screenwriter'], ['Roy Watts', 'Producer'], ['Donald P. Borchers', 'Producer'], ['Mel Pearl', 'Executive Producer'], ['Don Levin', 'Executive Producer']]","$2,214,824 (12.7% of total gross)",7.90 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"330 opening theaters/499 max. theaters, 10.4 weeks average run per theater","$47,729,199",,"January 13th, 1984 (Wide) by New World","March 31st, 2020 by Vinegar Syndrome",R,94 minutes,Angel,Create your own comparison chart…,"Crime Thriller, Prostitution, Double Life, Serial Killer, Child Prostitution, Abandoned Child",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"New World Pictures, Adams Apple Film Company",United States,English,,"$17,488,564","$66,632","$66,632",,
1,https://www.the-numbers.com/movie/Hot-Dog-The-Movie,"['Patrick Houser', 'David Naughton', 'Tracy Smith', 'Shannon Tweed']","[['Peter Markle', 'Director'], ['Mike Marvin', 'Screenwriter']]","$4,506,756 (25.7% of total gross)",3.89 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,273 opening theaters/1,276 max. theaters, 5.3 weeks average run per theater","$47,870,032",,"January 13th, 1984 (Wide) by MGM/UA Classics","August 5th, 2003 by MGM Video",,99 minutes,,vs. Aspen ExtremeCreate your own comparison chart…,"Winter Sports, Skiing, Sex Comedy, Slobs vs. Snobs, Love Triangle, Professional Rivalry",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,"$17,540,166",,,,
2,https://www.the-numbers.com/movie/Broadway-Danny-Rose,[],"[['Woody Allen', 'Director'], ['Woody Allen', 'Screenwriter']]","$953,740 (9.0% of total gross)",5.09 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"109 opening theaters/613 max. theaters, 4.5 weeks average run per theater","$28,930,516",,"January 27th, 1984 (Wide) by Orion Pictures",,,84 minutes,,Create your own comparison chart…,"Mafia, Farcical / Slapstick Comedy, Love Triangle, Talent Agent, Retro Black and White, Voiceover/Narration, Non-Chronological, Prologue, Gratuitous Cameos, Romance, Relationships Gone Wrong, Fake Dating, Screenplay Written By the Star, Directing Yourself",Original Screenplay,Comedy,Live Action,Historical Fiction,,United States,,,"$10,600,497",,,,
3,https://www.the-numbers.com/movie/Reckless-(1984),[],"[['James Foley', 'Director'], ['Thomas Newman', 'Composer']]","$2,446,016 (36.3% of total gross)",2.75 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"897 opening theaters/899 max. theaters, 3.1 weeks average run per theater","$18,371,655",,"February 3rd, 1984 (Wide) by MGM/UA Classics",,,90 minutes,,Create your own comparison chart…,"Romantic Drama, High School, High School Sports, Football, Romance, Love Triangle, Cross-Class Romance, Addiction, Dysfunctional Family, Young Child Dealing with the Death of a Parent",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,,,"$6,731,602",,,,
4,https://www.the-numbers.com/movie/Weekend-Pass,[],"[['Lawrence Bassoff', 'Director'], ['Lawrence Bassoff', 'Screenwriter']]","$1,451,676 (6.9% of total gross)",14.51 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"399 opening theaters/475 max. theaters, 11.6 weeks average run per theater","$57,470,875",,"February 3rd, 1984 (Wide) by Crown",,R,92 minutes,,Create your own comparison chart…,"Sex Comedy, Military Life",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,United States,,,"$21,058,033",,,,
5,https://www.the-numbers.com/movie/Unfaithfully-Yours,[],"[['Howard Zieff', 'Director']]","$3,744,126 (18.8% of total gross)",5.32 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"820 opening theaters/831 max. theaters, 7.1 weeks average run per theater","$54,387,371",,"February 10th, 1984 (Wide) by 20th Century Fox",,,,,vs. FootlooseCreate your own comparison chart…,"Film Noir, Romance",Remake,Romantic Comedy,Live Action,Contemporary Fiction,,United States,,,"$19,928,200",,,,
6,https://www.the-numbers.com/movie/Blame-it-on-Rio,[],"[['Stanley Donen', 'Director'], ['Charlie Peters', 'Screenwriter'], ['Larry Gelbart', 'Screenwriter'], ['Ken Wannberg', 'Composer']]","$3,437,660 (18.5% of total gross)",5.41 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,201 opening theaters/1,234 max. theaters, 5.4 weeks average run per theater","$50,762,497",,"February 17th, 1984 (Wide) by 20th Century Fox","May 22nd, 2001 by MGM Video",,100 minutes,,vs. The Blair Witch ProjectCreate your own comparison chart…,"Romantic Comedy, Romance, Relationships Gone Wrong, Dysfunctional Family, February / May Romance, Family Vacations, Infidelity, Set in Rio de Janeiro",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,,,"$18,600,000",,,,
7,https://www.the-numbers.com/movie/Footloose-(1984),"['Lori Singer', 'Dianne Wiest', 'John Lithgow', 'Kevin Bacon']","[['Herbert Ross', 'Director'], ['Lewis J. Rachmil', 'Producer'], ['Craig Zadan', 'Producer'], ['Dean Pitchford', 'Screenwriter'], ['Paul Hirsch', 'Editor'], ['Daniel Melnick', 'Executive Producer']]","$8,556,935 (10.7% of total gross)",9.35 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,384 opening theaters/1,384 max. theaters, 14.0 weeks average run per theater","$218,333,326","$8,200,000 (worldwide box office is 9.8 times production budget)","February 17th, 1984 (Wide) by Paramount Pictures","June 25th, 1996 by Paramount Home Video",PG (edited for re-rating),110 minutes,,vs. Dirty DancingCreate your own comparison chart…,"Dancing, Religious, Rock 'n' Roll, Country Mouse, City Mouse, Culture Clash, Romance, New Guy/Girl in School, Death of a Son or Daughter, Coming of Age, Bullies",Based on Fiction Book/Short Story,Musical,Live Action,Contemporary Fiction,Paramount Pictures,United States,English,"March 30th, 1984 (Wide), released as Footloose (1984) (Australia)
July 15th, 2021 (Wide) (New Zealand)
","$80,000,000",,,"$8,943","$80,008,943"
8,https://www.the-numbers.com/movie/Lassiter,[],"[['Roger Young', 'Director'], ['David Taylor', 'Screenwriter']]","$5,072,583 (29.0% of total gross)",3.45 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"945 opening theaters/945 max. theaters, 5.9 weeks average run per theater","$47,797,121",,"February 17th, 1984 (Wide) by Warner Bros.",,,100 minutes,,vs. High Road to ChinaCreate your own comparison chart…,"Action Thriller, 1930s, World War II, Nazi Treasure, Heist",Original Screenplay,Thriller/Suspense,Live Action,Historical Fiction,,United States,,,"$17,513,452",,,,
9,https://www.the-numbers.com/movie/Against-All-Odds,"['James Woods', 'Alex Karras', 'Jane Greer', 'Richard Widmark', 'Jeff Bridges', 'Rachel Ward']","[['Taylor Hackford', 'Director'], ['Taylor Hackford', 'Producer'], ['William S. Gilmore', 'Producer'], ['Eric Hughes', 'Screenwriter'], ['Michel Colomber', 'Composer'], ['Larry Carlton', 'Composer'], ['Jerry Bick', 'Executive Producer']]","$3,766,128 (15.0% of total gross)",6.66 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"976 opening theaters/979 max. theaters, 6.3 weeks average run per theater","$78,063,987",,"March 2nd, 1984 (Wide) by Sony Pictures",,,121 minutes,,vs. Agent Cody BanksCreate your own comparison chart…,"Film Noir, Crime Thriller, Romance, Relationships Gone Wrong, Killing in Self Defence, Love Triangle, Abusive boyfriend, Dysfunctional Family, Fugitive / On the Run, Remake, Remake with Returning Cast Member, Football, Athletes Past Their Prime, Gambling, Organized Crime, Government Corruption, Erotic Thriller",Remake,Thriller/Suspense,Live Action,Contemporary Fiction,Columbia Pictures,United States,English,,"$25,100,000",,,,
10,https://www.the-numbers.com/movie/Children-of-the-Corn,"['Peter Horton', 'Linda Hamilton']","[['Fritz Kiersch', 'Director'], ['Donald P. Borchers', 'Producer'], ['Terrence Kirby', 'Producer'], ['Earl Glick', 'Executive Producer'], ['Charles J. Weber', 'Executive Producer'], ['Jonathan Elias', 'Composer'], ['Stephen King', 'Story by'], ['George Goldsmith', 'Screenwriter']]","$2,042,821 (14.0% of total gross)",5.30 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"350 opening theaters/653 max. theaters, 6.4 weeks average run per theater","$39,845,832",,"March 9th, 1984 (Wide) by New World","October 3rd, 2017 by Arrow Video",,93 minutes,Children of the Corn,vs. BoleroCreate your own comparison chart…,"Supernatural Horror, Supernatural, 1980s, Prologue, Child Murderer, Occult, Rescue",Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,New World Pictures,United States,English,,"$14,600,000",,,,
11,https://www.the-numbers.com/movie/Hotel-New-Hampshire-The,[],"[['Tony Richardson', 'Director'], ['Tony Richardson', 'Screenwriter'], ['John Irving', 'Story Creator']]","$1,075,800 (20.9% of total gross)",4.78 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"244 opening theaters/262 max. theaters, 5.8 weeks average run per theater","$14,035,712","$7,500,000 (worldwide box office is 0.7 times production budget)","March 9th, 1984 (Wide) by Orion Pictures",,,110 minutes,,vs. Everything Must GoCreate your own comparison chart…,"Dysfunctional Family, Coming of Age, Comedy Drama, Death of a Sibling, Young Child Dealing with the Death of a Parent, Death of a Spouse or Fiancée / Fiancé, 1950s, Sex Crimes, Bullies, Incest, Suicide, Writing and Writers, Writer's Block, Ensemble, LGBTQ+",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,United Kingdom,,,"$5,142,858",,,,
12,https://www.the-numbers.com/movie/Splash,"['Eugene Levy', 'John Candy', 'Tom Hanks', 'Daryl Hannah']","[['Ron Howard', 'Director'], ['Brian Grazer', 'Producer'], ['Bruce Jay Friedman', 'Screenstory'], ['Lowell Ganz', 'Screenwriter'], ['Babaloo Mandel', 'Screenwriter'], ['Bruce Jay Friedman', 'Screenwriter'], ['Lee Holdridge', 'Composer'], ['John Thomas Lenox', 'Executive Producer']]","$6,174,059 (9.9% of total gross)",9.39 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"829 opening theaters/1,186 max. theaters, 10.3 weeks average run per theater","$170,844,454","$8,000,000 (worldwide box office is 7.8 times production budget)","March 9th, 1984 (Wide) by Walt Disney","March 22nd, 2004 by Touchstone Home Video",PG,109 minutes,,vs. Night ShiftCreate your own comparison chart…,"Romantic Comedy, Mermaids, Interspecies Romance, Romance, Set in New York City, Set in New York, Underwater",Original Screenplay,Romantic Comedy,Live Action,Fantasy,Touchstone Pictures,United States,English,,"$62,599,495",,,,
13,https://www.the-numbers.com/movie/Ice-Pirates-The,[],"[['Stewart Raffill', 'Director'], ['Stewart Raffill', 'Screenwriter'], ['Stanford Sherman', 'Screenwriter'], ['Bruce Broughton', 'Composer']]","$4,358,022 (33.3% of total gross)",3.00 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,175 opening theaters/1,175 max. theaters, 4.2 weeks average run per theater","$35,684,917","$9,000,000 (worldwide box office is 1.5 times production budget)","March 16th, 1984 (Wide) by MGM/UA Classics",,,91 minutes,,vs. SpaceballsCreate your own comparison chart…,"Action Comedy, Set in Outer Space, Royalty, Romance, Pirates, Time Travel, Missing Person",Original Screenplay,Comedy,Live Action,Science Fiction,,United States,,,"$13,075,390",,,,
14,https://www.the-numbers.com/movie/Tank,"['James Garner', 'Shirley Jones', 'C. Thomas Howell']","[['Marvin J. Chomsky', 'Director'], ['Dan Gordon', 'Screenwriter']]","$4,035,960 (36.3% of total gross)",2.76 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,332 opening theaters/1,332 max. theaters, 3.2 weeks average run per theater","$30,379,797",,"March 16th, 1984 (Wide) by Universal","December 28th, 2004 by Universal Home Entertainment",,113 minutes,,Create your own comparison chart…,"Military Life, Corrupt Cops, Action Adventure, Prostitution, Blackmail, Fugitive / On the Run, Death of a Son or Daughter, Death of a Sibling, Dysfunctional Family",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,English,,"$11,131,530",,,,
15,https://www.the-numbers.com/movie/Police-Academy,"['Steve Guttenberg', 'Kim Cattrall', 'Bubba Smith', 'George Gaynes']","[['Hugh Wilson', 'Director']]","$8,570,007 (10.6% of total gross)",9.47 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,063 opening theaters/1,587 max. theaters, 11.9 weeks average run per theater","$221,605,310","$4,500,000 (worldwide box office is 18.0 times production budget)","March 23rd, 1984 (Wide) by Warner Bros.","August 12th, 1997 by Warner Home Video",R,96 minutes,Police Academy,vs. Police Academy 2: Their First AssignmentCreate your own comparison chart…,"Police life, Intertitle",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,"$81,198,894",,,,
16,https://www.the-numbers.com/movie/Racing-with-the-Moon,[],"[['Richard Benjamin', 'Director'], ['Steve Kloves', 'Screenwriter'], ['Alain Bernheim', 'Producer'], ['John Kohn', 'Producer']]","$1,803,432 (33.4% of total gross)",2.99 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,063 opening theaters/1,063 max. theaters, 1.9 weeks average run per theater","$14,737,492",,"March 23rd, 1984 (Wide) by Paramount Pictures","September 28th, 1992 by Paramount Home Video",,108 minutes,,Create your own comparison chart…,"World War II, Coming-of-Age Drama, Coming of Age, 1940s, Romance, Pregnant Women, Teen Pregnancy, Abortion, Money Troubles",Original Screenplay,Drama,Live Action,Historical Fiction,,United States,,,"$5,400,000",,,,
17,https://www.the-numbers.com/movie/Greystoke-The-Legend-of-Tarzan-Lord-of-the-Apes,[],"[['Hugh Hudson', 'Director']]","$6,517,732 (14.2% of total gross)",7.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"753 opening theaters/1,175 max. theaters, 9.1 weeks average run per theater","$125,268,747",,"March 30th, 1984 (Wide) by Warner Bros.","July 16th, 2013 by Image Entertainment Video",PG,,,vs. TarzanCreate your own comparison chart…,,Based on Fiction Book/Short Story,Adventure,Live Action,Historical Fiction,,"United Kingdom, United States",,,"$45,900,000",,,,
18,https://www.the-numbers.com/movie/Romancing-the-Stone,"['Danny DeVito', 'Alfonso Arau', 'Manuel Ojeda', 'Michael Douglas', 'Kathleen Turner']","[['Robert Zemeckis', 'Director'], ['Michael Douglas', 'Producer'], ['Diane Thomas', 'Screenwriter'], ['Alan Silvestri', 'Composer'], ['Dean Cundey', 'Director of Photography'], ['Lawrence G. Paull', 'Production Designer']]","$5,105,741 (6.8% of total gross)",13.20 (domestic box office/biggest weekend),65.2% (domestic box office/worldwide),"823 opening theaters/1,101 max. theaters, 15.2 weeks average run per theater","$204,901,082",,"March 30th, 1984 (Wide) by 20th Century Fox","August 29th, 2006 by Fox Home Entertainment",PG,106 minutes,Romancing the Stone,vs. Back to the FutureCreate your own comparison chart…,Treasure Hunters,Original Screenplay,Adventure,Live Action,Contemporary Fiction,El Corazon Producciones,"Mexico, United States",English,,"$75,078,260",,,"$40,000,000","$115,078,260"
19,https://www.the-numbers.com/movie/Hard-To-Hold,"['Rick Springfield', 'Janet Eilber', 'Patti Hansen']","[['Larry Peerce', 'Director'], ['Thomas Hedley', 'Screenwriter'], ['Richard Rothstein', 'Screenwriter']]","$3,410,001 (38.5% of total gross)",2.60 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,017 opening theaters/1,017 max. theaters, 3.1 weeks average run per theater","$24,161,730",,"April 6th, 1984 (Wide) by Universal","May 23rd, 1995 by Universal Home Entertainment",,93 minutes,,Create your own comparison chart…,"Set in San Francisco, Romantic Drama, Romance, Musicians, Car Accident, Love Triangle",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,,"$8,853,155",,,,
20,https://www.the-numbers.com/movie/Moscow-on-the-Hudson,[],"[['Paul Mazursky', 'Director'], ['Paul Mazursky', 'Screenwriter'], ['Leon Capetanos', 'Screenwriter']]","$3,536,687 (14.1% of total gross)",7.10 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"618 opening theaters/721 max. theaters, 7.7 weeks average run per theater","$68,502,082",,"April 6th, 1984 (Wide) by Sony Pictures","June 23rd, 1994 by Sony Pictures Home Entertainment",,115 minutes,,Create your own comparison chart…,"Comedy Drama, Romance, Immigration, Relationships Gone Wrong, Unemployed, Musicians, Defecting",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,"$25,100,000",,,,
21,https://www.the-numbers.com/movie/Up-the-Creek,[],[],"$3,210,882 (27.4% of total gross)",3.65 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,346 opening theaters/1,346 max. theaters, 4.0 weeks average run per theater","$31,953,810",,"April 6th, 1984 (Wide) by Orion Pictures",,,,,vs. Hall PassCreate your own comparison chart…,"Slobs vs. Snobs, College, Miscellaneous Sports, Miscellaneous Racing, Water Sports, Underdog, Teenage Sex Comedy, Romance, Relationships Gone Wrong, Revenge, Animal Lead",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,"$11,708,269",,,,
22,https://www.the-numbers.com/movie/Where-the-Boys-Are-84,[],"[['Hy Averback', 'Director'], ['Stu Krieger', 'Screenwriter'], ['Jeff Burkhart', 'Screenwriter']]","$3,665,088 (34.8% of total gross)",2.87 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,414 opening theaters/1,414 max. theaters, 3.2 weeks average run per theater","$28,738,120",,"April 6th, 1984 (Wide) by Sony/TriStar",,,95 minutes,,vs. Spring BreakCreate your own comparison chart…,"Sex Comedy, Remake, Spring Break, Romance, Love Triangle, Relationships Gone Wrong",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,United States,,"October 27th, 2021 (Wide) (South Korea)
","$10,530,000",,,"$1,133","$10,531,133"
23,https://www.the-numbers.com/movie/Friday-the-13th-Part-IV-The-Final-Chapter,[],"[['Joseph Zito', 'Director'], ['Barry Cohen', 'Screenwriter'], ['Martin Kitrosser', 'Screenwriter'], ['Victor Miller', 'Screenwriter'], ['Carol Watson', 'Screenwriter']]","$11,183,148 (33.9% of total gross)",2.95 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,594 opening theaters/1,600 max. theaters, 4.2 weeks average run per theater","$90,010,317","$2,600,000 (worldwide box office is 12.7 times production budget)","April 13th, 1984 (Wide) by Paramount Pictures","September 29th, 2006 by Paramount Home Video",,91 minutes,Friday the 13th,vs. Silent HouseCreate your own comparison chart…,Slasher Horror,Original Screenplay,Horror,Live Action,Contemporary Fiction,,United States,English,"November 12th, 2020 (Wide) (Australia)
","$32,980,880",,,,
24,https://www.the-numbers.com/movie/Iceman,[],"[['Fred Schepisi', 'Director'], ['Chip Proser', 'Screenwriter'], ['John Drimmer', 'Screenwriter']]","$1,836,120 (25.0% of total gross)",4.00 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"642 opening theaters/671 max. theaters, 3.3 weeks average run per theater","$20,040,356",,"April 13th, 1984 (Wide) by Universal",,,100 minutes,,vs. The Legend of TarzanCreate your own comparison chart…,"Life Drama, Cavemen, Field Scientists, Religious, Inuit, Arctic Circle",Original Screenplay,Drama,Live Action,Science Fiction,,United States,,,"$7,343,032",,,,
25,https://www.the-numbers.com/movie/Swing-Shift,[],"[['Jonathan Demme', 'Director']]","$2,270,136 (33.9% of total gross)",2.95 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"710 opening theaters/814 max. theaters, 2.7 weeks average run per theater","$18,285,411",,"April 13th, 1984 (Wide) by Warner Bros.",,,100 minutes,,Create your own comparison chart…,"World War II, Romantic Drama, 1940s",Original Screenplay,Drama,Live Action,Historical Fiction,,United States,,,"$6,700,000",,,,
26,https://www.the-numbers.com/movie/Love-Letters,"['James Keach', 'Amy Madigan', 'Matt Clark', 'Bud Cort', 'Jamie Lee Curtis']","[['Amy Holden Jones', 'Director'], ['Amy Holden Jones', 'Screenwriter'], ['Roger Corman', 'Producer'], ['Mel Pearl', 'Executive Producer']]","$54,862 (1.0% of total gross)",16.28 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"7 opening theaters/110 max. theaters, 13.3 weeks average run per theater","$14,382,677","$550,000 (worldwide box office is 9.6 times production budget)","April 27th, 1984 (Wide) by New World","August 27th, 2019 by Scorpion Releasing / Kino Lorber",R,98 minutes,,vs. Open WaterCreate your own comparison chart…,"Romantic Drama, Family Secrets, Infidelity, The Other Woman, Set in Los Angeles, Radio Industry, Dysfunctional Family, Romance, Relationships Gone Wrong, Addiction, F-Rated",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,,"$5,269,990","$8,805","$8,805",,
27,https://www.the-numbers.com/movie/Alphabet-City,[],"[['Amos Poe', 'Director'], ['Gregory K. Heller', 'Screenwriter'], ['Robert Seidman', 'Screenwriter'], ['Amos Poe', 'Screenwriter']]","$1,172,292 (16.7% of total gross)",5.57 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"321 opening theaters/321 max. theaters, 6.6 weeks average run per theater","$21,770,830",,"May 4th, 1984 (Wide) by Atlantic",,,85 minutes,,Create your own comparison chart…,"Crime Drama, One Day, Organized Crime, Mafia, Money Troubles, Romance",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,United States,,,"$7,000,000",,,,
28,https://www.the-numbers.com/movie/Bounty-The,[],"[['Roger Donaldson', 'Director'], ['Robert Bolt', 'Screenwriter'], ['Richard Hough', 'Story Creator']]","$2,622,306 (30.4% of total gross)",3.28 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"986 opening theaters/986 max. theaters, 3.0 weeks average run per theater","$23,507,570",,"May 4th, 1984 (Wide) by Orion Pictures","November 21st, 2000 by MGM Video",,132 minutes,,vs. Master and Commander: The Far Side of the WorldCreate your own comparison chart…,"1700s, Historical Drama, On a Boat, Boss From Hell, Non-Chronological, Set in Tahiti, French Polynesia",Based on Factual Book/Article,Drama,Live Action,Historical Fiction,,United Kingdom,,,"$8,613,462",,,,
29,https://www.the-numbers.com/movie/Breakin,[],"[['Joel Silberg', 'Director']]","$6,047,686 (16.8% of total gross)",5.97 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,069 opening theaters/1,121 max. theaters, 8.8 weeks average run per theater","$98,522,911",,"May 4th, 1984 (Wide) by Cannon",,PG,90 minutes,Breakin',vs. Beat StreetCreate your own comparison chart…,Dancing,Original Screenplay,Musical,Live Action,Contemporary Fiction,,United States,English,,"$36,100,000",,,,
30,https://www.the-numbers.com/movie/Hardbodies,[],"[['Mark Griffiths', 'Director'], ['Eric Alter', 'Screenwriter'], ['Steve Greene', 'Screenwriter'], ['Mark Griffiths', 'Screenwriter']]","$2,684,599 (37.7% of total gross)",2.65 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,538 opening theaters/1,594 max. theaters, 2.5 weeks average run per theater","$19,434,394",,"May 4th, 1984 (Wide) by Sony Pictures","January 15th, 2019 by Mill Creek Entertainment",R,87 minutes,,Create your own comparison chart…,"Sex Comedy, Romance, Relationships Gone Wrong, Mid-Life Crisis",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,"$7,121,000","$31,916","$31,916",,
31,https://www.the-numbers.com/movie/Sixteen-Candles,"['Paul Dooley', 'Molly Ringwald', 'Justin Henry', 'Anthony Michael Hall']","[['John Hughes', 'Director'], ['John Hughes', 'Screenwriter'], ['Hilton A. Green', 'Producer'], ['Ned Tanen', 'Executive Producer'], ['Bobby Byrne', 'Director of Photography'], ['Ira Newborn', 'Composer']]","$4,461,520 (18.8% of total gross)",5.31 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,240 opening theaters/1,245 max. theaters, 5.9 weeks average run per theater","$64,643,108",,"May 4th, 1984 (Wide) by Universal","March 1st, 1992 by Universal Home Entertainment",PG Rating Appeal Overturned,93 minutes,,vs. The Breakfast ClubCreate your own comparison chart…,"Coming of Age, Parties Gone Wild, Romantic Comedy, Love Triangle, Cross-Class Romance, Relationships Gone Wrong, Black Out Drunk, Sex Crimes, Dysfunctional Family, Wedding Day",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,Channel Production Films,United States,English,,"$23,686,027",,,,
32,https://www.the-numbers.com/movie/Firestarter,[],"[['Mark L. Lester', 'Director']]","$4,726,660 (31.2% of total gross)",3.20 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,356 opening theaters/1,374 max. theaters, 3.8 weeks average run per theater","$41,311,033","$15,000,000 (worldwide box office is 1.0 times production budget)","May 11th, 1984 (Wide) by Universal","September 2nd, 2014 by Universal Home Entertainment",,,,vs. 28 Days Later…Create your own comparison chart…,Action Horror,Based on Fiction Book/Short Story,Horror,Live Action,Science Fiction,,United States,English,,"$15,136,870","$502,811","$502,811",,
33,https://www.the-numbers.com/movie/Natural-The-(1984),"['Robert Duvall', 'Kim Basinger', 'Wilford Brimley', 'Barbara Hershey', 'Robert Prosky', 'Richard Farnsworth', 'Robert Redford', 'Glenn Close']","[['Barry Levinson', 'Director'], ['Mark Johnson', 'Producer'], ['Roger Towne', 'Screenwriter'], ['Phil Dusenberry', 'Screenwriter'], ['Bernard Malamud', 'Story based on the novel by'], ['Roger Towne', 'Executive Producer'], ['Philip M. Breen', 'Executive Producer'], ['Caleb Deschanel', 'Director of Photography'], ['Mel Bourne', 'Production Designer'], ['Randy Newman', 'Composer']]","$5,088,381 (10.6% of total gross)",6.93 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"989 opening theaters/1,012 max. theaters, 11.6 weeks average run per theater","$130,868,940",,"May 11th, 1984 (Wide) by Sony/TriStar","July 28th, 1998 by Sony Pictures Home EntertainmentApril 3rd, 2007 by Sony Pictures Home Entertainment",PG,132 minutes,,vs. The ScoutCreate your own comparison chart…,"Baseball, Sports Drama, 1910s, 1920s, 1930s",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,Tri-Star Pictures,United States,English,,"$47,951,979",,,,
34,https://www.the-numbers.com/movie/Indiana-Jones-and-the-Temple-of-Doom,"['Amrish Puri', 'Roshan Seth', 'Philip Stone', 'Harrison Ford', 'Kate Capshaw', 'Jonathan Ke Quan']","[['Steven Spielberg', 'Director'], ['George Lucas', 'Story Creator'], ['Willard Huyck', 'Screenwriter'], ['Gloria Katz', 'Screenwriter'], ['Robert Watts', 'Producer'], ['John Williams', 'Composer'], ['Kathleen Kennedy', 'Associate Producer'], ['Frank Marshall', 'Executive Producer'], ['George Lucas', 'Executive Producer']]","$25,337,110 (14.1% of total gross)",7.10 (domestic box office/biggest weekend),54.0% (domestic box office/worldwide),"1,687 opening theaters/1,687 max. theaters, 13.1 weeks average run per theater","$490,923,231","$28,000,000 (worldwide box office is 11.9 times production budget)","May 23rd, 1984 (Wide) by Paramount Pictures","May 13th, 2008 by Paramount Home Video",PG,118 minutes,Indiana Jones,vs. Raiders of the Lost ArkCreate your own comparison chart…,"Treasure Hunters, Occult, Organized Crime, Rescue, Escape, Voodoo, Kidnap, Martial Arts, Character's Journey Shown on Map, Performing Arts, Intertitle, Archaeology, Directing Yourself, Gratuitous Cameos, In a Plane, Prequel, Sequels Without Their Original Stars, Chase Adventure",Original Screenplay,Adventure,Live Action,Historical Fiction,Lucasfilm,United States,"English, Hindi, Mandarin, Sinhala","July 19th, 1984 (Wide) (Australia)
February 4th, 2021 (Wide) (New Zealand)
","$179,880,271",,,"$153,200,000","$333,080,271"
