,url,cast,crew,Domestic Share:,Infl. Adj. Dom. BO,Opening Weekend:,Legs:,Theater counts:,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Franchise:,International Releases:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
0,https://www.the-numbers.com/movie/Claras-Heart,"['Michael Ontkean', 'Kathleen Quinlan', 'Spalding Gray', 'Beverly Todd', 'Neil Patrick Harris', 'Whoopi Goldberg']","[['Richard Mulligan', 'Director'], ['Martin Elfand', 'Producer'], ['Joseph Olshan', 'Story based upon the novel by'], ['Mark Medoff', 'Screenwriter'], ['Marianne Moloney', 'Executive Producer'], ['Dave Grusin', 'Composer'], ['Freddie Francis', 'Director of Photography'], ['Sidney Levin', 'Editor']]",100.0% (domestic box office/worldwide),"$11,589,651",,,,,1988 (Wide) by Warner Bros.,"September 29th, 1993 by Warner Home Video",PG-13,108 minutes,vs. Lara Croft: Tomb RaiderCreate your own comparison chart…,"Family Drama, Dysfunctional Family, Death of a Son or Daughter, Death of a Sibling, Sex Crimes",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Warner Bros., MTM Entertainment",United States,English,,,"$5,194,491",,,,
1,https://www.the-numbers.com/movie/Hero-and-the-Terror,[],"[['William Tannen', 'Director'], ['Dennis Shryack', 'Screenwriter'], ['Michael Blodgett', 'Screenwriter'], ['Michael Blodgett', 'Story Creator']]",100.0% (domestic box office/worldwide),"$11,155,718",,,,,1988 (Wide) by Cannon,,,96 minutes,Create your own comparison chart…,"Action Thriller, Crime, Serial Killer, Police Detective, Prison Break, Presumed Dead, Novel or Other Work Adapted by Author, Famously Bad",Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,,United States,English,,,"$5,000,000",,,,
2,https://www.the-numbers.com/movie/Monkey-Shines,[],"[['George A. Romero', 'Director'], ['George A. Romero', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$11,155,718",,,,,1988 (Wide),,,,Create your own comparison chart…,,,,,,,United States,,,,"$5,000,000",,,,
3,https://www.the-numbers.com/movie/Couch-Trip-The,[],"[['Michael Ritchie', 'Director'], ['Steven Kampmann', 'Screenwriter'], ['Will Porter', 'Screenwriter'], ['Sean Stein', 'Screenwriter'], ['Walter Bernstein', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$24,554,408","$3,351,891 (30.5% of total gross)",3.28 (domestic box office/biggest weekend),"1,332 opening theaters/1,332 max. theaters, 3.0 weeks average run per theater",,"January 15th, 1988 (Wide) by Orion Pictures","August 18th, 2015 by Kino Lorber",R,97 minutes,vs. HouseSitterCreate your own comparison chart…,"Satirical Comedy, Satire, False Identity, Mental Illness, Mental Hospital, Radio Industry",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,United States,English,,,"$11,005,304","$36,629","$36,629",,
4,https://www.the-numbers.com/movie/For-Keeps,[],"[['John G. Avildsen', 'Director'], ['Denise DeClue', 'Screenwriter'], ['Tim Kazurinsky', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$37,929,440","$4,839,790 (28.5% of total gross)",3.51 (domestic box office/biggest weekend),"922 opening theaters/959 max. theaters, 4.0 weeks average run per theater",,"January 15th, 1988 (Wide) by Sony/TriStar",,PG-13,98 minutes,Create your own comparison chart…,"Romance, Teenage Mom, Comedy Drama, Coming of Age, Pregnant Women, Unexpected Pregnancy, Abortion, Relationships Gone Wrong, Depression, Money Troubles, Dysfunctional Family, Religious, Catholic, Single Parent",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,,,"$17,000,000",,,,
5,https://www.the-numbers.com/movie/Return-of-the-Living-Dead-Part-II,['Suzanne Snyder'],"[['Ken Wiederhorn', 'Director'], ['Ken Wiederhorn', 'Screenwriter'], ['J. Peter Robinson', 'Composer']]",100.0% (domestic box office/worldwide),"$20,539,736","$3,647,254 (39.6% of total gross)",2.52 (domestic box office/biggest weekend),"1,467 opening theaters/1,467 max. theaters, 2.0 weeks average run per theater","$6,200,000 (worldwide box office is 1.5 times production budget)","January 15th, 1988 (Wide) by Lorimar Motion Pictures","September 27th, 2005 by Warner Home Video",,89 minutes,vs. Halloween 5: The Revenge of Michael MyersCreate your own comparison chart…,"Zombies, Horror Comedy",Based on Fiction Book/Short Story,Horror,Live Action,Fantasy,"Lorimar Film Entertainment, Greenfox",United States,English,Return of the Living Dead,,"$9,205,924",,,,
6,https://www.the-numbers.com/movie/Braddock-Missing-in-Action-III,[],"[['Aaron Norris', 'Director'], ['James Bruner', 'Screenwriter'], ['Chuck Norris', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$13,386,861","$2,208,116 (36.8% of total gross)",2.72 (domestic box office/biggest weekend),"1,040 opening theaters/1,040 max. theaters, 2.0 weeks average run per theater",,"January 22nd, 1988 (Wide) by Cannon","March 15th, 2016 by Shout Factory",,102 minutes,Create your own comparison chart…,"Vietnam War, War, Action Adventure, Unexpected Families, Screenplay Written By the Star, Missionary, Single Parent, Young Child Dealing with the Death of a Parent, Orphan, Revenge",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,English,Missing in Action,,"$6,000,000","$78,270","$78,270",,
7,https://www.the-numbers.com/movie/Serpent-and-the-Rainbow-The,[],"[['Wes Craven', 'Director'], ['Richard Maxwell', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$43,719,250","$5,848,700 (29.8% of total gross)",3.35 (domestic box office/biggest weekend),"1,430 opening theaters/1,431 max. theaters, 3.5 weeks average run per theater",,"February 5th, 1988 (Wide) by Universal",,R,98 minutes,vs. CandymanCreate your own comparison chart…,"Supernatural Horror, Supernatural, Zombies, Haiti, Revolution, Tortured as Punishment, Pharmaceuticals, Framed, 1970s, Prologue",Based on Fiction Book/Short Story,Horror,Live Action,Fantasy,,United States,,,,"$19,595,000",,,,
8,https://www.the-numbers.com/movie/Shes-Having-a-Baby,[],"[['John Hughes', 'Director'], ['John Hughes', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$35,769,034","$3,827,520 (23.9% of total gross)",4.19 (domestic box office/biggest weekend),"925 opening theaters/1,133 max. theaters, 3.7 weeks average run per theater",,"February 5th, 1988 (Wide) by Paramount Pictures",,PG-13,106 minutes,"vs. Planes, Trains & AutomobilesCreate your own comparison chart…","Gratuitous Cameos, Scene in End Credits, Infertility, Romantic Comedy, Voiceover/Narration, Adult Child Dealing with the Death of a Parent, Pregnant Women, Troubled Pregnancy or Miscarriage",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,English,,,"$16,031,707",,,,
9,https://www.the-numbers.com/movie/Unbearable-Lightness-of-Being-The,"['Daniel Day-Lewis', 'Juliette Binoche', 'Lena Olin']","[['Philip Kaufman', 'Director'], ['Jean-Claude Carriere', 'Screenwriter'], ['Philip Kaufman', 'Screenwriter'], ['Saul Zaentz', 'Producer']]",100.0% (domestic box office/worldwide),"$22,324,814",,,,,"February 5th, 1988 (Wide) by Orion PicturesJune 19th, 2020 (Special Engagement) by Orion Pictures",,R,171 minutes,vs. The Bad GuysCreate your own comparison chart…,"Erotic Drama, 1960s, Romance, Relationships Gone Wrong, Infidelity, Set in Czechoslovakia, Political, Political Activist, Doctors, Blacklisted, Epilogue, Love Triangle",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,United States,English,,,"$10,006,000",,,,
10,https://www.the-numbers.com/movie/Action-Jackson,"['Sharon Stone', 'Thomas F. Wilson', 'Carl Weathers', 'Craig T. Nelson', 'Vanity']","[['Craig R. Baxley', 'Director'], ['Robert Reneau', 'Screenwriter'], ['Michael Kamen', 'Composer']]",100.0% (domestic box office/worldwide),"$45,005,791","$5,424,783 (26.8% of total gross)",3.73 (domestic box office/biggest weekend),"1,249 opening theaters/1,636 max. theaters, 3.4 weeks average run per theater","$7,000,000 (worldwide box office is 2.9 times production budget)","February 12th, 1988 (Wide) by Lorimar Motion Pictures","May 18th, 1999 by Warner Home Video",R,96 minutes,vs. Top GunCreate your own comparison chart…,"African Americans, Action Thriller, Unions, Police Detective, Framed, Fugitive / On the Run, Narcotics, Addiction, Mariticide / Uxoricide",Original Screenplay,Action,Live Action,Contemporary Fiction,"Lorimar Film Entertainment, Silver Pictures",United States,English,,,"$20,257,000",,,,
11,https://www.the-numbers.com/movie/Satisfaction,[],"[['Joan Freeman', 'Director'], ['Charles Purpura', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$18,413,901","$2,779,275 (33.7% of total gross)",2.97 (domestic box office/biggest weekend),"1,015 opening theaters/1,018 max. theaters, 2.0 weeks average run per theater",,"February 12th, 1988 (Wide) by 20th Century Fox",,,93 minutes,Create your own comparison chart…,"Music Industry, Comedy Drama, Singers, Musicians, Rock 'n' Roll, Set in Florida",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,,"$8,253,123",,,,
12,https://www.the-numbers.com/movie/School-Daze,[],"[['Spike Lee', 'Director'], ['Spike Lee', 'Screenwriter'], ['Spike Lee', 'Producer'], ['Grace Blake', 'Executive Producer'], ['Wynn Thomas', 'Production Designer'], ['Barry Alexander Brown', 'Editor'], ['Bill Lee', 'Composer'], ['Ernest Dickerson', 'Director of Photography']]",100.0% (domestic box office/worldwide),"$32,453,859","$1,802,656 (12.4% of total gross)",8.07 (domestic box office/biggest weekend),"220 opening theaters/220 max. theaters, 1.0 weeks average run per theater","$6,000,000 (worldwide box office is 2.4 times production budget)","February 12th, 1988 (Wide) by Sony Pictures","January 7th, 1997 by Columbia Pictures Home Entertainment",R,120 minutes,vs. She's Gotta Have ItCreate your own comparison chart…,"African Americans, Comedy Drama, College",Original Screenplay,Drama,Live Action,Contemporary Fiction,Forty Acres and a Mule,United States,English,,,"$14,545,844",,,,
13,https://www.the-numbers.com/movie/Shoot-to-Kill,[],"[['Roger Spottiswoode', 'Director']]",100.0% (domestic box office/worldwide),"$65,372,499","$5,781,628 (19.7% of total gross)",5.07 (domestic box office/biggest weekend),"1,503 opening theaters/1,519 max. theaters, 5.1 weeks average run per theater",,"February 12th, 1988 (Wide) by Walt Disney",,R,,Create your own comparison chart…,"Action Thriller, Fugitive / On the Run, Kidnap, Set in Vancouver, Canada",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,,,,"$29,300,000",,,,
14,https://www.the-numbers.com/movie/Bloodsport,[],"[['Newt Arnold', 'Director'], ['Sheldon Lettich', 'Screenwriter'], ['Christopher Cosby', 'Screenwriter'], ['Mel Friedman', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$26,341,146",,6.13 (domestic box office/biggest weekend),,"$1,500,000 (worldwide box office is 7.9 times production budget)","February 26th, 1988 (Wide) by Cannon","February 3rd, 2017",R,92 minutes,vs. Serbuan mautCreate your own comparison chart…,"Martial Arts, Based on an UNTRUE Story, Mixed Martial Arts, Training Montage, Underground / Illegal Fighting, Sports Action, Tournament, Fugitive / On the Run",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,English,Bloodsport,,"$11,806,119",,,,
15,https://www.the-numbers.com/movie/Frantic,[],"[['Roman Polanski', 'Director'], ['Roman Polanski', 'Screenwriter'], ['Gerard Brach', 'Screenwriter'], ['Robert Towne', 'Screenwriter'], ['Ennio Morricone', 'Composer']]",100.0% (domestic box office/worldwide),"$39,350,671","$4,359,424 (24.7% of total gross)",4.05 (domestic box office/biggest weekend),"1,101 opening theaters/1,101 max. theaters, 3.7 weeks average run per theater",,"February 26th, 1988 (Wide) by Warner Bros.",,R,120 minutes,vs. FreakyCreate your own comparison chart…,"Film Noir, Crime Thriller, Tourists In Trouble, Smuggler, Organized Crime, Kidnap, Rescue, Unbelieving Police, Terrorism",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,"France, United States","English, French",,,"$17,637,000",,,,
16,https://www.the-numbers.com/movie/Hairspray-(1988),[],"[['John Waters', 'Director'], ['John Waters', 'Screenwriter']]",72.7% (domestic box office/worldwide),"$14,884,194",,,,,"February 26th, 1988 (Wide)June 11th, 2023 (Special Engagement) by Fathom Events (35th Anniversary)
",,,92 minutes,vs. They LiveCreate your own comparison chart…,"Cross-Dressing, Dancing, TV Industry, Genderbending Casting, Bigotry, 1960s, Set in Baltimore, MD, Remade",Original Screenplay,Musical,Live Action,Historical Fiction,,United States,English,,"June 9th, 2023 (Special Engagement) (United Kingdom)
","$6,671,108",,,"$2,500,000","$9,171,108"
17,https://www.the-numbers.com/movie/Night-in-the-Life-of-Jimmy-Reardon-A,[],"[['William Richert', 'Director'], ['William Richert', 'Screenwriter'], ['William Richert', 'Story Creator']]",100.0% (domestic box office/worldwide),"$13,976,006","$2,737,106 (43.7% of total gross)",2.29 (domestic box office/biggest weekend),"881 opening theaters/882 max. theaters, 2.0 weeks average run per theater",,"February 26th, 1988 (Wide) by 20th Century Fox",,,90 minutes,Create your own comparison chart…,"Comedy Drama, Novel or Other Work Adapted by Author, 1960s, Dysfunctional Family, Coming of Age, Romance, Relationships Gone Wrong, Delayed Release",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,United States,,,,"$6,264,058",,,,
18,https://www.the-numbers.com/movie/Moving,['Richard Pryor'],"[['Alan Metter', 'Director'], ['Andy Breckman', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$24,130,653","$4,022,782 (37.2% of total gross)",2.69 (domestic box office/biggest weekend),"1,404 opening theaters/1,404 max. theaters, 2.0 weeks average run per theater",,"March 4th, 1988 (Wide) by Warner Bros.",,R,89 minutes,vs. Moving ViolationsCreate your own comparison chart…,"Moving, Promotion, African Americans, Set in Idaho, Farcical / Slapstick Comedy, Gratuitous Cameos, Dysfunctional Family",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,,"$10,815,378",,,,
19,https://www.the-numbers.com/movie/Switching-Channels,[],"[['Ted Kotcheff', 'Director'], ['Jonathan Reynolds', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$20,080,292","$3,121,752 (34.7% of total gross)",2.88 (domestic box office/biggest weekend),"971 opening theaters/971 max. theaters, 2.0 weeks average run per theater",,"March 4th, 1988 (Wide) by Sony/TriStar",,,105 minutes,Create your own comparison chart…,"News, Farcical / Slapstick Comedy, Romance, Remake, TV News, TV Industry, Love Triangle, Death Row, Narcotics, Undercover, Political, Prison Break",Based on Play,Comedy,Live Action,Contemporary Fiction,,United States,,,,"$9,000,000",,,,
20,https://www.the-numbers.com/movie/Masquerade,"['Kim Cattrall', 'Doug Savant', 'Rob Lowe', 'Meg Tilly']","[['Bob Swaim', 'Director'], ['Dick Wolf', 'Screenwriter']]",17.3% (domestic box office/worldwide),"$35,376,622","$3,500,259 (22.1% of total gross)",4.53 (domestic box office/biggest weekend),"1,030 opening theaters/1,031 max. theaters, 3.0 weeks average run per theater",,"March 11th, 1988 (Wide) by MGM","September 29th, 2006 by Fox Home Entertainment",R,90 minutes,Create your own comparison chart…,"Film Noir, Crime Thriller, Double-Crossed, Tricked into a Relationship, Romance, No Honor Among Thieves, Step-Family, Erotic Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Metro-Goldwyn-Mayer Pictures, Michael Levy Enterprises",United States,English,,,"$15,855,828",,,"$75,737,916","$91,593,744"
21,https://www.the-numbers.com/movie/Off-Limits,[],"[['Christopher Crowe', 'Director'], ['Christopher Crowe', 'Screenwriter'], ['Jack Thibeau', 'Screenwriter'], ['James Newton Howard', 'Composer']]",100.0% (domestic box office/worldwide),"$16,158,017","$2,796,111 (38.6% of total gross)",2.59 (domestic box office/biggest weekend),"1,366 opening theaters/1,371 max. theaters, 2.0 weeks average run per theater",,"March 11th, 1988 (Wide) by 20th Century Fox",,,102 minutes,Create your own comparison chart…,"Vietnam War, Action Thriller, 1960s, Set in Vietnam, Prostitution, Serial Killer, Suicide, Military Life, Police Detective, Government Corruption, Murder Mystery, Surprise Twist",Original Screenplay,Action,Live Action,Historical Fiction,,United States,,,,"$7,242,035",,,,
22,https://www.the-numbers.com/movie/Vice-Versa,[],"[['Brian Gilbert', 'Director'], ['Dick Clement', 'Screenwriter'], ['Ian La Frenais', 'Screenwriter'], [""Karen O'Hara"", 'Set Decorator']]",100.0% (domestic box office/worldwide),"$30,486,472","$4,050,779 (29.6% of total gross)",3.37 (domestic box office/biggest weekend),"1,225 opening theaters/1,225 max. theaters, 3.0 weeks average run per theater",,"March 11th, 1988 (Wide) by Sony Pictures","April 27th, 2004 by Sony Pictures Home Entertainment",PG,98 minutes,vs. BigCreate your own comparison chart…,"Body Swap, Farcical / Slapstick Comedy",Based on Fiction Book/Short Story,Comedy,Live Action,Fantasy,,United States,English,,,"$13,664,060",,,,
23,https://www.the-numbers.com/movie/DOA,"['Jane Kaczmarek', 'Charlotte Rampling', 'Jack Kehoe', 'Daniel Stern', 'Brion James', 'Dennis Quaid', 'Meg Ryan']","[['Annabel Jankel', 'Director'], ['Rocky Morton', 'Director']]",100.0% (domestic box office/worldwide),"$28,349,972","$3,751,432 (29.5% of total gross)",3.39 (domestic box office/biggest weekend),"875 opening theaters/908 max. theaters, 2.9 weeks average run per theater",,"March 18th, 1988 (Wide) by Walt Disney","May 15th, 2012 by Mill Creek Entertainment",R,97 minutes,Create your own comparison chart…,"Film Noir, Crime Thriller, Prologue, Non-Chronological, College Professor, Remake, Relationships Gone Wrong, Dysfunctional Family, Bigamy or Polygamy, Death of a Son or Daughter, Suicide, Faked Suicide, Accidental Incest, Surprise Twist",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,English,,,"$12,706,478",,,,
24,https://www.the-numbers.com/movie/Milagro-Beanfield-War-The,"['Richard Bradford', 'Sonia Braga', 'Julie Carmen', 'James Gammon', 'Melanie Griffith', 'John Heard', 'Carlos Requelme', 'Daniel Stern', 'Christopher Walken', 'Chick Vennera', 'Ruben Blades']","[['Robert Redford', 'Director'], ['Robert Redford', 'Producer'], ['Moctesuma Esparza', 'Producer'], ['Charles Mulvehill', 'Co-Producer'], ['Gary Hendler', 'Executive Producer'], ['Dede Allen', 'Editor'], ['Jim Miller', 'Editor'], ['Robbie Greenberg', 'Director of Photography'], ['Dave Grusin', 'Composer'], ['John Nichols', 'Story by'], ['David Ward', 'Screenwriter'], ['John Nichols', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$30,847,330",,,,,"March 18th, 1988 (Wide) by Universal","May 31st, 2005 by Universal Home Entertainment",R,117 minutes,vs. Leap of FaithCreate your own comparison chart…,"Comedy Drama, Life on a Farm, Poverty, Land Developer, Government Corruption, Set in New Mexico",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,United States,English,,,"$13,825,794",,,,
25,https://www.the-numbers.com/movie/Police-Academy-5-Assignment-Miami-Beach,"['Bubba Smith', 'David Graf', 'Michael Winslow', 'Leslie Easterbrook', 'Marion Ramsey', 'Janet Jones', 'Lance Kinsey', 'Matt McCoy', 'G.W. Bailey', 'George Gaynes']","[['Alan Myerson', 'Director'], ['Stephen Curwick', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$43,529,605","$6,106,661 (31.3% of total gross)",3.19 (domestic box office/biggest weekend),"1,700 opening theaters/1,700 max. theaters, 3.0 weeks average run per theater",,"March 18th, 1988 (Wide) by Warner Bros.","January 18th, 1994 by Warner Home Video",PG,90 minutes,vs. Police Academy 4: Citizens on PatrolCreate your own comparison chart…,"Farcical / Slapstick Comedy, Director Cameo, Set in Miami",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Warner Bros., Paul Maslansky Productions",United States,English,Police Academy,,"$19,510,000",,,,
26,https://www.the-numbers.com/movie/Biloxi-Blues,"['Matthew Broderick', 'Christopher Walken']","[['Mike Nichols', 'Director'], ['Ray Stark', 'Producer'], ['Neil Simon', 'Screenwriter'], ['Marykay Powell', 'Executive Producer'], ['Joseph M. Caracciolo', 'Executive Producer'], ['Bill Butler', 'Director of Photography'], ['Paul Sylbert', 'Production Designer'], ['Georges Delerue', 'Composer']]",83.6% (domestic box office/worldwide),"$96,351,483","$7,093,325 (16.4% of total gross)",6.09 (domestic box office/biggest weekend),"1,239 opening theaters/1,330 max. theaters, 8.4 weeks average run per theater",,"March 25th, 1988 (Wide) by Universal","January 27th, 2004 by Universal Home Entertainment",PG-13,107 minutes,vs. TwinsCreate your own comparison chart…,"Military Life, World War II, Boot Camp",Based on Play,Comedy,Live Action,Historical Fiction,"Universal Pictures, Rastar Production",United States,English,,,"$43,184,798",,,"$8,500,000","$51,684,798"
27,https://www.the-numbers.com/movie/Johnny-Be-Good,"['Anthony Michael Hall', 'Robert Downey, Jr.']","[['Bud Smith', 'Director'], ['Steve Zacharias', 'Screenwriter'], ['Jeff Buhai', 'Screenwriter'], ['David Obst', 'Screenwriter'], ['Adam Fields', 'Producer'], ['Steve Zacharias', 'Executive Producer'], ['Jeff Buhai', 'Executive Producer'], ['David Obst', 'Executive Producer'], ['Gregg Fonseca', 'Production Designer'], ['Scott Smith', 'Editor'], ['Jay Ferguson', 'Composer'], ['Robert Yeoman', 'Director of Photography']]",100.0% (domestic box office/worldwide),"$39,045,897","$5,249,388 (30.0% of total gross)",3.33 (domestic box office/biggest weekend),"1,168 opening theaters/1,194 max. theaters, 3.0 weeks average run per theater",,"March 25th, 1988 (Wide) by Orion Pictures",,PG-13,86 minutes,vs. John Q.Create your own comparison chart…,Football,Original Screenplay,Comedy,Live Action,Contemporary Fiction,Orion Pictures,United States,English,,,"$17,500,399",,,,
28,https://www.the-numbers.com/movie/New-Life-A,[],"[['Alan Alda', 'Director'], ['Alan Alda', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$17,228,550","$2,505,092 (32.4% of total gross)",3.08 (domestic box office/biggest weekend),"796 opening theaters/796 max. theaters, 2.0 weeks average run per theater",,"March 25th, 1988 (Wide) by Paramount Pictures",,,104 minutes,Create your own comparison chart…,"Romantic Comedy, Romance, Relationships Gone Wrong, Divorcée Romance, Medical and Hospitals, Doctors, Screenplay Written By the Star, Directing Yourself",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,,,,"$7,721,851",,,,
29,https://www.the-numbers.com/movie/Beetlejuice,"['Jeffrey Jones', ""Catherine O'Hara"", 'Winona Ryder', 'Alec Baldwin', 'Geena Davis', 'Michael Keaton']","[['Tim Burton', 'Director'], ['Michael McDowell', 'Screenwriter'], ['Warren Skaaren', 'Screenwriter'], ['Michael McDowell', 'Story Creator'], ['Larry Wilson', 'Story Creator'], ['Michael Bender', 'Producer'], ['Larry Wilson', 'Producer'], ['Richard Hashimoto', 'Producer'], ['Bo Welch', 'Production Designer'], ['Jane Kurson', 'Editor'], ['Danny Elfman', 'Composer'], ['Thomas Ackerman', 'Director of Photography']]",99.2% (domestic box office/worldwide),"$163,602,309","$8,030,897 (10.9% of total gross)",8.52 (domestic box office/biggest weekend),"1,000 opening theaters/1,582 max. theaters, 10.0 weeks average run per theater","$15,000,000 (worldwide box office is 5.0 times production budget)","March 30th, 1988 (Wide) by Warner Bros., released as Beetle JuiceOctober 2nd, 2020 (Special Engagement) by Warner Bros.","August 22nd, 1997 by Warner Home Video",PG,92 minutes,vs. Edward ScissorhandsCreate your own comparison chart…,"Haunting, Exorcism, Horror Comedy, Depression, Friendly Ghost",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Geffen Film,United States,English,,"September 9th, 1988 (Wide) (Australia)
October 26th, 2018 (Wide) (Argentina)
October 26th, 2018 (Limited), released as Beetlejuice (30th Anniversary) (United Kingdom)
October 29th, 2020 (Limited) (New Zealand)
April 22nd, 2021 (Limited) (Australia)
... Show all releases
","$73,839,613",,,"$617,074","$74,456,687"
30,https://www.the-numbers.com/movie/Bright-Lights-Big-City,[],"[['James Bridges', 'Director'], ['Jay McInerney', 'Screenwriter'], ['Jay McInerney', 'Story Creator']]",100.0% (domestic box office/worldwide),"$35,961,741","$5,126,791 (31.8% of total gross)",3.14 (domestic box office/biggest weekend),"1,196 opening theaters/1,199 max. theaters, 2.9 weeks average run per theater","$25,000,000 (worldwide box office is 0.6 times production budget)","April 1st, 1988 (Wide) by United Artists","August 5th, 2003 by Fox Home Entertainment",R,108 minutes,vs. The Godfather: Part IIICreate your own comparison chart…,"Life Drama, Addiction, Depression, Young Child Dealing with the Death of a Parent, Relationships Gone Wrong, Fired, Dysfunctional Family, Set in New York City, Novel or Other Work Adapted by Author",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,Mirage,United States,English,,,"$16,118,077",,,,
31,https://www.the-numbers.com/movie/Seventh-Sign-The,[],"[['Carl Schultz', 'Director'], ['Clifford Green', 'Screenwriter'], ['Ellen Green', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$42,112,858","$3,768,707 (20.0% of total gross)",5.01 (domestic box office/biggest weekend),"1,256 opening theaters/1,258 max. theaters, 3.0 weeks average run per theater",,"April 1st, 1988 (Wide) by Sony/TriStar","September 11th, 2018 by Shout Factory",R,97 minutes,vs. The ProphecyCreate your own comparison chart…,"Supernatural Horror, Supernatural, Good vs. Evil, End of the World, Religious, Catholic",Original Screenplay,Horror,Live Action,Fantasy,,United States,,,,"$18,875,011","$74,952","$74,952",,
32,https://www.the-numbers.com/movie/Stand-and-Deliver,[],"[['Ramon Mendendez', 'Director'], ['Ramon Mendendez', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$31,224,675",,,,,"April 1st, 1988 (Wide)","November 10th, 1998 by Warner Home Video",PG,103 minutes,vs. PhiladelphiaCreate your own comparison chart…,"Summer School, Hood Film, Biographical Drama, Biography, Inspirational Teacher, High School, 1980s, Set in Los Angeles, Hispanic",Based on Real Life Events,Drama,Live Action,Dramatization,,United States,English,,,"$13,994,920",,,,
33,https://www.the-numbers.com/movie/Above-the-Law,[],"[['Andrew Davis', 'Director'], ['Steven Pressfield', 'Screenwriter'], ['Andrew Davis', 'Screenwriter'], ['Ronald Shusett', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$42,100,855","$2,037,938 (10.8% of total gross)",5.90 (domestic box office/biggest weekend),"350 opening theaters/868 max. theaters, 5.0 weeks average run per theater",,"April 8th, 1988 (Wide) by Warner Bros.",,R,99 minutes,vs. Hard To KillCreate your own comparison chart…,"Action Thriller, 1960s, Vietnam War, Tortured for Information, C.I.A., Police Detective, Drug Dealer, Organized Crime, Set in Chicago",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,"English, Spanish",,,"$18,869,631",,,,
34,https://www.the-numbers.com/movie/Bad-Dreams,"['Bruce Abbott', 'Richard Lynch', 'Dean Cameron', 'Harris Yulin', 'Jennifer Rubin']","[['Andrew Fleming', 'Director'], ['Gale Anne Hurd', 'Producer'], ['Andrew Fleming', 'Story by'], ['Michael Dick', 'Story by'], ['P.J. Pettiette', 'Story by'], ['Yuri Zeltser', 'Story by'], ['Andrew Fleming', 'Screenwriter'], ['Steven E. de Souza', 'Screenwriter'], ['Alexander Gruszynski', 'Director of Photography'], ['Jay Ferguson', 'Composer']]",100.0% (domestic box office/worldwide),"$20,080,292","$4,008,870 (44.5% of total gross)",2.25 (domestic box office/biggest weekend),"1,180 opening theaters/1,185 max. theaters, 2.0 weeks average run per theater",,"April 8th, 1988 (Wide) by 20th Century Fox","April 18th, 2006 by Starz / Anchor Bay",R,84 minutes,Create your own comparison chart…,"Psychological Horror, Prologue, 1970s, Cults, Mass Suicide, Coma, Suicide, Doctors, Mental Hospital, Medical Crimes, Human Experimentation, Hallucinations",Original Screenplay,Horror,Live Action,Fantasy,"Twentieth Century Fox, No Frills Film",United States,English,,,"$9,000,000",,,,
