,url,cast,crew,Domestic Share:,Infl. Adj. Dom. BO,Opening Weekend:,Legs:,Theater counts:,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Franchise:,International Releases:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
110,https://www.the-numbers.com/movie/Tequila-Sunrise,[],[],100.0% (domestic box office/worldwide),"$89,220,184","$6,350,974 (16.0% of total gross)",6.25 (domestic box office/biggest weekend),"1,115 opening theaters/1,411 max. theaters, 6.2 weeks average run per theater",,"December 2nd, 1988 (Wide) by Warner Bros.","October 29th, 1997 by Warner Home Video",R,115 minutes,vs. Unlawful EntryCreate your own comparison chart…,"Film Noir, Crime Thriller, Going Legit, Drug Cartels, DEA Agent",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,,,,"$39,703,427",,,,
111,https://www.the-numbers.com/movie/Mississippi-Burning,[],"[['Alan Parker', 'Director']]",100.0% (domestic box office/worldwide),"$78,429,194",,8.56 (domestic box office/biggest weekend),,,"December 9th, 1988 (Wide) by Orion Pictures","May 8th, 2001 by MGM Video",R,128 minutes,vs. Lee Daniels' The ButlerCreate your own comparison chart…,"Historical Drama, Ku Klux Klan, Corrupt Cops, Set in Mississippi, 1960s, Bigotry, Government Corruption, Civil Rights Movement, 1989 Oscars Best Picture Nominee",Based on Real Life Events,Drama,Live Action,Dramatization,,United States,,,,"$34,603,000",,,,
112,https://www.the-numbers.com/movie/My-Stepmother-Is-an-Alien,[],"[['Richard Benjamin', 'Director'], ['Herschel Weingrod', 'Screenwriter'], ['Timothy Harris', 'Screenwriter'], ['Jonathan Reynolds', 'Screenwriter'], ['Alan Silvestri', 'Composer']]",100.0% (domestic box office/worldwide),"$31,492,384","$2,066,980 (14.9% of total gross)",6.70 (domestic box office/biggest weekend),"1,106 opening theaters/1,110 max. theaters, 2.7 weeks average run per theater","$16,000,000 (worldwide box office is 0.9 times production budget)","December 9th, 1988 (Wide) by Sony Pictures",,PG-13,108 minutes,vs. Lethal Weapon 2Create your own comparison chart…,"Friendly Alien on Earth, Farcical / Slapstick Comedy, Romance, Widow/Widower, Young Child Dealing with the Death of a Parent, Step-Family",Original Screenplay,Comedy,Live Action,Science Fiction,,United States,,,,"$13,854,000",,,,
113,https://www.the-numbers.com/movie/Twins,"['Kelly Preston', 'Chloe Webb', 'Bonnie Bartlett', 'Arnold Schwarzenegger', 'Danny DeVito']","[['Ivan Reitman', 'Director'], ['Ivan Reitman', 'Producer'], ['Joe Medjuck', 'Executive Producer'], ['Michael C. Gross', 'Executive Producer'], ['Sheldon Kahn', 'Editor'], ['Donn Cambern', 'Editor'], ['Andrzej Bartkowiak', 'Director of Photography'], ['James D. Bissell', 'Production Designer'], ['Georges Delerue', 'Composer'], ['Randy Edelman', 'Composer'], ['William Davies', 'Screenwriter'], ['William Osborne', 'Screenwriter'], ['Timothy Hyde Harris', 'Screenwriter'], ['Herschel Weingrod', 'Screenwriter']]",51.7% (domestic box office/worldwide),"$252,352,201","$11,174,980 (10.0% of total gross)",9.29 (domestic box office/biggest weekend),"1,396 opening theaters/1,659 max. theaters, 9.5 weeks average run per theater","$15,000,000 (worldwide box office is 14.4 times production budget)","December 9th, 1988 (Wide) by Universal","January 23rd, 1996 by Universal Home Entertainment",PG,105 minutes,vs. Whip ItCreate your own comparison chart…,"Cloning, Twins",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Universal Pictures,United States,English,,,"$111,936,388",,,"$104,663,612","$216,600,000"
114,https://www.the-numbers.com/movie/Dirty-Rotten-Scoundrels,[],"[['Frank Oz', 'Director']]",100.0% (domestic box office/worldwide),"$94,744,596","$3,840,498 (9.1% of total gross)",6.51 (domestic box office/biggest weekend),"1,466 opening theaters/1,515 max. theaters, 6.8 weeks average run per theater",,"December 14th, 1988 (Wide) by Orion Pictures","October 8th, 2013 by Fox Home Entertainment",PG,111 minutes,Create your own comparison chart…,"Confidence Men, Crime Comedy, False Identity, Fake Dating, Surprise Twist",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,,"$42,039,000","$932,576","$932,576",,
115,https://www.the-numbers.com/movie/Im-Gonna-Git-You-Sucka,[],"[['Keenen Ivory Wayans', 'Director'], ['Keenen Ivory Wayans', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$29,549,463",,14.39 (domestic box office/biggest weekend),,,"December 14th, 1988 (Wide) by MGM/UA Classics","January 16th, 1996 by MGM Video",R,89 minutes,vs. JuiceCreate your own comparison chart…,"Black Urban, African Americans, Farcical / Slapstick Comedy, Spoof, Blaxploitation, Directing Yourself, Screenplay Written By the Star, Returning Soldiers, Death of a Sibling, Revenge, Gangs",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,,"$13,030,057",,,,
116,https://www.the-numbers.com/movie/Rain-Man,"['Valeria Golino', 'Dustin Hoffman', 'Tom Cruise']","[['Barry Levinson', 'Director'], ['Mark Johnson', 'Producer'], ['Ronald Bass', 'Screenwriter'], ['Barry Morrow', 'Screenwriter'], ['Peter Guber', 'Executive Producer'], ['Jon Peters', 'Executive Producer'], ['John Seale', 'Cinematographer'], ['Ida Random', 'Production Designer']]",41.9% (domestic box office/worldwide),"$394,029,691","$7,005,719 (4.1% of total gross)",12.04 (domestic box office/biggest weekend),"1,248 opening theaters/1,590 max. theaters, 22.5 weeks average run per theater","$25,000,000 (worldwide box office is 16.5 times production budget)","December 16th, 1988 (Wide) by MGMSeptember 17th, 2023 (Special Engagement) by Fathom Events (35th Anniversary)
",1992 by ABC,R,133 minutes,Best Picture Oscar Winnersvs. Who Framed Roger Rabbit?Create your own comparison chart…,"Road Trip, Mental Illness, Oscars Best Picture Winner, 1989 Oscars Best Picture Nominee",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Metro-Goldwyn-Mayer Pictures,United States,English,,"May 5th, 1989 (Wide), released as Rain Man (레인 맨) (South Korea)
June 7th, 2023 (Limited), released as Rain Man (레인 맨) (South Korea)
","$172,825,435",,,"$239,974,565","$412,800,000"
117,https://www.the-numbers.com/movie/Working-Girl,"['Harrison Ford', 'Melanie Griffith', 'Sigourney Weaver']","[['Mike Nichols', 'Director']]",100.0% (domestic box office/worldwide),"$145,364,876","$4,718,485 (7.4% of total gross)",8.69 (domestic box office/biggest weekend),"1,046 opening theaters/1,149 max. theaters, 10.2 weeks average run per theater",,"December 20th, 1988 (Wide) by 20th Century Fox","January 6th, 2015 by Fox Home Entertainment",R,118 minutes,vs. BowfingerCreate your own comparison chart…,"Comedy Drama, Romance, False Identity, Boss From Hell, Set in New York City, Set in New York, Rags to Riches",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Twentieth Century Fox,United States,English,,,"$63,800,000","$348,613","$348,613",,
118,https://www.the-numbers.com/movie/Beaches,"['Bette Midler', 'Barbara Hershey']","[['Garry Marshall', 'Director']]",100.0% (domestic box office/worldwide),"$130,949,076",,11.05 (domestic box office/biggest weekend),,,"December 21st, 1988 (Wide) by Walt Disney","April 26th, 2005 by Buena Vista Home Entertainment",PG-13,123 minutes,vs. R.V.Create your own comparison chart…,Comedy Drama,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,United States,English,,,"$57,041,866",,,,
119,https://www.the-numbers.com/movie/Dangerous-Liaisons-(1988),[],"[['Stephen Frears', 'Director'], ['George Fenton', 'Composer'], ['Christopher Hampton', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$79,612,482",,11.10 (domestic box office/biggest weekend),,"$14,000,000 (worldwide box office is 2.5 times production budget)","December 21st, 1988 (Wide) by Warner Bros.",,R,119 minutes,Create your own comparison chart…,"1700s, Historical Drama, Romance, Relationships Gone Wrong, Tricked into a Relationship, Cross-Class Romance, Class Warfare, Erotic Drama, 1989 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,United States,English,,,"$34,700,000",,,,
120,https://www.the-numbers.com/movie/Accidental-Tourist-The,[],"[['Lawrence Kasdan', 'Director'], ['John Williams', 'Composer']]",100.0% (domestic box office/worldwide),"$74,418,319",,5.27 (domestic box office/biggest weekend),,,"December 23rd, 1988 (Wide) by Warner Bros.",,PG,121 minutes,Create your own comparison chart…,"Romantic Drama, Relationships Gone Wrong, Romance, Love Triangle, Set in Paris, Writing and Writers, 1989 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,United States,English,,,"$32,632,000",,,,
121,https://www.the-numbers.com/movie/Hellbound-Hellraiser-II,[],"[['Tony Randel', 'Director'], ['Peter Atkins', 'Screenwriter'], ['Clive Barker', 'Story by'], ['Clive Barker', 'Executive Producer'], ['Christopher Young', 'Composer']]",100.0% (domestic box office/worldwide),"$26,188,896","$3,185,511 (27.4% of total gross)",3.65 (domestic box office/biggest weekend),"1,180 opening theaters/1,187 max. theaters, 3.3 weeks average run per theater",,"December 23rd, 1988 (Wide) by New World","July 24th, 2001 by Starz / Anchor Bay, released as Hellbound: Hellraiser 2",R (Edited for re-rate after appeal),93 minutes,vs. HellraiserCreate your own comparison chart…,"Supernatural Horror, Supernatural, Demons, Mental Hospital, Mental Illness, Medical Crimes",Based on Fiction Book/Short Story,Horror,Live Action,Fantasy,,"United Kingdom, United States",English,Hellraiser,,"$11,611,883",,,,
