,url,cast,crew,Domestic Share:,Infl. Adj. Dom. BO,Opening Weekend:,Legs:,Theater counts:,Production Budget:,Domestic Releases:,Comparisons:,Production Countries:,Video Release:,Running Time:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Languages:,International Releases:,Franchise:,MPAA Rating:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
0,https://www.the-numbers.com/movie/Death-Hunt,[],[],100.0% (domestic box office/worldwide),"$16,492,804",,,,,1981 (Wide) by 20th Century Fox,Create your own comparison chart…,United States,,,,,,,,,,,,,"$5,000,000",,,,
1,https://www.the-numbers.com/movie/Devil-and-Max-Devlin-The,[],[],100.0% (domestic box office/worldwide),"$52,776,972",,,,,1981 (Wide) by Walt Disney,vs. Hocus PocusCreate your own comparison chart…,United States,,,,,,,,,,,,,"$16,000,000",,,,
2,https://www.the-numbers.com/movie/Fort-Apache-The-Bronx,[],[],44.8% (domestic box office/worldwide),"$96,317,984",,,,,1981 (Wide) by 20th Century Fox,vs. Star Wars Ep. V: The Empire Strikes BackCreate your own comparison chart…,United States,,,,,,,,,,,,,"$29,200,000","$36,000,000","$65,200,000",,
3,https://www.the-numbers.com/movie/Private-Eyes-The,"['Trisha Noble', 'Tim Conway', 'Don Knotts']","[['Lang Elliott', 'Director'], ['Lang Elliott', 'Producer'], ['Wanda Dell', 'Producer'], ['Tim Conway', 'Screenwriter'], ['John Mythers', 'Screenwriter'], ['Fabien Tordjmann', 'Editor'], ['Jacques Haitkin', 'Director of Photography'], ['Peter Matz', 'Composer'], ['Lang Elliott', 'Executive Producer']]",100.0% (domestic box office/worldwide),"$59,374,099",,,,,1981 (Wide) by New World,"vs. Fort Apache, The BronxCreate your own comparison chart…",United States,"October 10th, 2000 by Hen's Tooth",91 minutes,"Buddy Comedy, Scotland Yard, Crime, 1900s, Adopted Family, Inheritance, Murder Mystery, Young Child Dealing with the Death of a Parent, Faked Death, Surprise Twist",Original Screenplay,Comedy,Live Action,Historical Fiction,"Tri-Star Pictures, New World Pictures, Deluxe Entertainment Services Group",English,,,,"$18,000,000",,,,
4,https://www.the-numbers.com/movie/Scanners,[],"[['David Cronenberg', 'Director'], ['Howard Shore', 'Composer']]",100.0% (domestic box office/worldwide),"$46,839,562",,,,,1981 (Wide) by Avco Embassy,vs. Ghost in the MachineCreate your own comparison chart…,Canada,"July 15th, 2014 by Criterion",,"Body Horror, Canuxploitation",Original Screenplay,Horror,Live Action,Science Fiction,,English,,,,"$14,200,000",,,"$244,596","$244,596"
5,https://www.the-numbers.com/movie/Incredible-Shrinking-Woman-The,[],"[['Joel Schumacher', 'Director'], ['Jane Wagner', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$66,825,550","$4,279,264 (21.1% of total gross)",4.73 (domestic box office/biggest weekend),"789 opening theaters/789 max. theaters, 1.0 weeks average run per theater",,"January 30th, 1981 (Wide) by Universal",vs. The Private EyesCreate your own comparison chart…,United States,"July 4th, 2017 by Universal Home Entertainment",88 minutes,"Farcical / Slapstick Comedy, Spoof, Remake, Remake with a Different Genre, Mad Scientist, Kidnap, Faked Death, F-Rated, Genderbending Casting",Based on Fiction Book/Short Story,Comedy,Live Action,Science Fiction,,,,,,"$20,259,000",,,,
6,https://www.the-numbers.com/movie/Sphinx,[],"[['Franklin J. Schaffner', 'Director']]",17.5% (domestic box office/worldwide),"$6,597,118","$439,564 (22.0% of total gross)",4.55 (domestic box office/biggest weekend),"214 opening theaters/214 max. theaters, 1.0 weeks average run per theater","$10,000,000 (worldwide box office is 1.1 times production budget)","February 11th, 1981 (Wide) by Warner Bros.",vs. Alone with HerCreate your own comparison chart…,United States,"October 26th, 2006 by Orion Video",,,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,,English,,,,"$2,000,000","$9,400,000","$11,400,000",,
7,https://www.the-numbers.com/movie/American-Pop,[],"[['Ralph Bakshi', 'Director'], ['Ronni Kern', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$22,553,953","$210,084 (3.5% of total gross)",28.56 (domestic box office/biggest weekend),"6 opening theaters/6 max. theaters, 1.0 weeks average run per theater",,"February 13th, 1981 (Wide) by Columbia",vs. THX 1138Create your own comparison chart…,United States,,96 minutes,"1890s, 1910s, 1930s, World War I, Singers, World War II, Death of a Spouse or Fiancée / Fiancé, Young Child Dealing with the Death of a Parent, Jazz, Rock 'n' Roll, Narcotics, Addiction, Dysfunctional Family, Organized Crime, Drug Dealer",Original Screenplay,Musical,Rotoscoping,Historical Fiction,,,,,,"$6,000,000",,,,
8,https://www.the-numbers.com/movie/Eyewitness,[],"[['Peter Yates', 'Director']]",100.0% (domestic box office/worldwide),"$21,110,789",,,,,"February 13th, 1981 (Wide) by 20th Century Fox",vs. SphinxCreate your own comparison chart…,United States,,,Film Noir,,,,,,,,,,"$6,400,000",,,,
9,https://www.the-numbers.com/movie/All-Night-Long,"['Diane Ladd', 'Kevin James Dobson', 'Barbra Streisand', 'Gene Hackman', 'Dennis Quaid']","[['Jean-Claude Tramont', 'Director'], ['W.D. Richter', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$25,728,773","$1,392,852 (17.9% of total gross)",5.60 (domestic box office/biggest weekend),"362 opening theaters/362 max. theaters, 1.0 weeks average run per theater",,"March 6th, 1981 (Wide) by Universal",vs. The Postman Always Rings TwiceCreate your own comparison chart…,United States,"December 14th, 2004 by Universal Home Entertainment",88 minutes,"Romantic Comedy, Romance, Relationships Gone Wrong, Dysfunctional Family, Domestic Abuse, Firefighter, Inventor, Development Hell",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,English,,,,"$7,800,000",,,,
10,https://www.the-numbers.com/movie/On-the-Right-Track,[],[],100.0% (domestic box office/worldwide),"$42,881,286",,67.95 (domestic box office/biggest weekend),,,"March 6th, 1981 (Wide) by 20th Century Fox",vs. The Final ConflictCreate your own comparison chart…,United States,,,,,,,,,,,,,"$13,000,000",,,,
11,https://www.the-numbers.com/movie/Back-Roads,[],"[['Martin Ritt', 'Director'], ['Gary DeVore', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$38,953,977","$3,046,339 (25.8% of total gross)",3.88 (domestic box office/biggest weekend),"805 opening theaters/805 max. theaters, 1.0 weeks average run per theater",,"March 13th, 1981 (Wide) by Warner Bros.",vs. All Night LongCreate your own comparison chart…,United States,,90 minutes,"Romantic Comedy, Romance, Relationships Gone Wrong, Prostitution, Money Troubles, Road Trip, Former Professional Athlete, Fired",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,,,,,"$11,809,387",,,,
12,https://www.the-numbers.com/movie/Funhouse-The,[],"[['Tobe Hooper', 'Director'], ['Larry Block', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$23,089,922","$2,765,456 (39.5% of total gross)",2.53 (domestic box office/biggest weekend),"814 opening theaters/814 max. theaters, 1.0 weeks average run per theater",,"March 13th, 1981 (Wide) by Universal",vs. Hell FestCreate your own comparison chart…,United States,"October 19th, 1999 by Universal Home Entertainment",96 minutes,"Slasher Horror, Revenge, Sole Survivor, Amusement Park",Original Screenplay,Horror,Live Action,Fantasy,,English,"October 27th, 2022 (Limited) (New Zealand)
",,,"$7,000,000",$141,"$7,000,141",,
13,https://www.the-numbers.com/movie/Final-Conflict-The,[],"[['Graham Baker', 'Director'], ['Andrew Birkin', 'Screenwriter'], ['Jerry Goldsmith', 'Composer']]",100.0% (domestic box office/worldwide),"$67,524,845","$5,571,675 (27.2% of total gross)",3.67 (domestic box office/biggest weekend),"918 opening theaters/918 max. theaters, 1.0 weeks average run per theater",,"March 20th, 1981 (Wide) by 20th Century Fox",vs. The Postman Always Rings TwiceCreate your own comparison chart…,"United Kingdom, United States",,108 minutes,"Supernatural Horror, Supernatural, The Devil, Religious, Political",Original Screenplay,Horror,Live Action,Fantasy,,,,Omen,,"$20,471,000",,,,
14,https://www.the-numbers.com/movie/Postman-Always-Rings-Twice-The,[],"[['Bob Rafelson', 'Director']]",27.6% (domestic box office/worldwide),"$40,242,444",,,,"$12,000,000 (worldwide box office is 3.7 times production budget)","March 20th, 1981 (Wide) by Paramount Pictures",vs. The Final ConflictCreate your own comparison chart…,United States,"January 27th, 1993 by Warner Home Video",,"Film Noir, Erotic Drama, Remake, Relationships Gone Wrong, Death of a Spouse or Fiancée / Fiancé, Infidelity",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,,,,,"$12,200,000","$32,000,000","$44,200,000",,
15,https://www.the-numbers.com/movie/Thief,[],"[['Michael Mann', 'Director'], ['Michael Mann', 'Screenwriter'], ['Frank Hohimer', 'Story Creator']]",100.0% (domestic box office/worldwide),"$14,183,808",,,,,"March 27th, 1981 (Wide) by United Artists",vs. AliCreate your own comparison chart…,United States,"January 14th, 2014 by Criterion",123 minutes,"Film Noir, Action Thriller, Heist, Life on the Outside, One Last Job, Organized Crime, Mafia, Romance, No Honor Among Thieves, Revenge, Adopted Family, Death of a Partner, Inspired by a True Story",Based on Factual Book/Article,Action,Live Action,Contemporary Fiction,,English,"September 17th, 1981 (Limited) (Australia)
January 27th, 2021 (Wide) (New Zealand)
",,,"$4,300,000","$1,338","$4,301,338","$765,394","$765,394"
16,https://www.the-numbers.com/movie/Atlantic-City,"['Michel Piccoli', 'Hollis McLaren', 'Robert Joy', 'Robert Goulet', 'Kate Reid', 'Susan Sarandon', 'Burt Lancaster']","[['Louis Malle', 'Director'], ['Denis Héroux', 'Producer'], ['John Guare', 'Screenwriter'], ['Michel Legrand', 'Composer']]",100.0% (domestic box office/worldwide),"$32,985,609",,,,,"April 3rd, 1981 (Wide) by Paramount Pictures",vs. Agent Cody Banks 2: Destination LondonCreate your own comparison chart…,"Canada, France","May 14th, 2002 by Paramount Home Video",104 minutes,"Film Noir, Crime Drama, Romance, Gambling, Life on the Outside, Autumn Years, 1982 Oscars Best Picture Nominee",Original Screenplay,Drama,Live Action,Historical Fiction,I.C.C.-International Cinema Corporation,English,,,R,"$10,000,000",,,,
17,https://www.the-numbers.com/movie/Excalibur,[],"[['John Boorman', 'Director']]",100.0% (domestic box office/worldwide),"$112,810,789","$4,519,706 (13.2% of total gross)",7.57 (domestic box office/biggest weekend),"692 opening theaters/839 max. theaters, 1.8 weeks average run per theater",,"April 10th, 1981 (Wide) by Warner Bros.",vs. King Arthur: Legend of the SwordCreate your own comparison chart…,United States,"April 1st, 1992 by Warner Home Video",,,Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy,,,,,,"$34,200,000",,,,
18,https://www.the-numbers.com/movie/Howling-The,[],"[['Joe Dante', 'Director'], ['John Sayles', 'Screenwriter'], ['Terence H. Winkless', 'Screenwriter'], ['Pino Donaggio', 'Composer']]",100.0% (domestic box office/worldwide),"$59,324,618",,,,"$1,000,000 (worldwide box office is 18.0 times production budget)","April 10th, 1981 (Wide) by Avco Embassy",vs. Kimi no na waCreate your own comparison chart…,United States,"June 18th, 2013 by Shout Factory",91 minutes,"Gorn or Splatter Horror, Monster, Werewolf, Serial Killer, Faulty Memory, Investigative Journalist",Original Screenplay,Horror,Live Action,Fantasy,,English,"October 6th, 2022 (Limited) (New Zealand)
",The Howling,,"$17,985,000",$130,"$17,985,130",,
19,https://www.the-numbers.com/movie/Nighthawks,[],"[['Bruce Malmuth', 'Director'], ['David Shaber', 'Screenwriter']]",74.5% (domestic box office/worldwide),"$48,158,988","$2,525,360 (17.3% of total gross)",5.78 (domestic box office/biggest weekend),"659 opening theaters/659 max. theaters, 1.0 weeks average run per theater","$5,000,000 (worldwide box office is 3.9 times production budget)","April 10th, 1981 (Wide) by Universal",vs. The Masked SaintCreate your own comparison chart…,United States,"May 11th, 2004 by Universal Home Entertainment",99 minutes,"Terrorism, Action Thriller, Film Noir, Corrupt Cops, Narcotics, Surprise Twist, Hostage",Original Screenplay,Action,Live Action,Contemporary Fiction,,,,,,"$14,600,000","$5,000,000","$19,600,000",,
20,https://www.the-numbers.com/movie/Caveman,[],"[['Carl Gottlieb', 'Director'], ['Rudy De Luca', 'Screenwriter'], ['Carl Gottlieb', 'Screenwriter'], ['Lalo Schifrin', 'Composer']]",100.0% (domestic box office/worldwide),"$52,661,522",,15.97 (domestic box office/biggest weekend),,,"April 17th, 1981 (Wide) by United Artists",vs. Chariots of FireCreate your own comparison chart…,United States,,,"Farcical / Slapstick Comedy, Cavemen, Prehistoric Times, Exile, Romance, Ensemble",Original Screenplay,Comedy,Live Action,Historical Fiction,,,,,,"$15,965,000",,,,
21,https://www.the-numbers.com/movie/Friday-the-13th-Part-2,"['Amy Steel', 'John Furey', 'Kirsten Baker', 'Adrienne King']","[['Steve Miner', 'Director'], ['Steve Miner', 'Producer'], ['Ron Kurz', 'Screenwriter'], ['Dennis Murphy', 'Co-Producer']]",100.0% (domestic box office/worldwide),"$71,653,903","$6,429,784 (29.6% of total gross)",3.38 (domestic box office/biggest weekend),"1,350 opening theaters/1,350 max. theaters, 1.0 weeks average run per theater","$1,250,000 (worldwide box office is 17.4 times production budget)","April 30th, 1981 (Wide) by Paramount Pictures",vs. Halloween IICreate your own comparison chart…,United States,"June 16th, 2009 by Paramount Home Video",87 minutes,Slasher Horror,Original Screenplay,Horror,Live Action,Contemporary Fiction,Paramount Pictures,English,,Friday the 13th,,"$21,722,776",,,,
22,https://www.the-numbers.com/movie/Graduation-Day,[],"[['Herb Freed', 'Director'], ['Herb Freed', 'Screenwriter'], ['Anne Marisse', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$78,815,820",,,,"$250,000 (worldwide box office is 95.6 times production budget)","May 1st, 1981 (Wide) by IFI Scope",vs. The Jazz SingerCreate your own comparison chart…,United States,"October 1st, 2002 by Troma Entertainment",96 minutes,"Slasher Horror, Death of a Sibling, Revenge, Surprise Twist, Track and Field, Cult Movie",Original Screenplay,Horror,Live Action,Contemporary Fiction,,English,,,,"$23,894,000",,,,
23,https://www.the-numbers.com/movie/Jazz-Singer-The-(1981),[],"[['Richard Fleischer', 'Director']]",100.0% (domestic box office/worldwide),"$89,450,379",,,,,"May 1st, 1981 (Wide) by Universal",vs. The Four SeasonsCreate your own comparison chart…,United States,,,Musicians,,,,,,,,,,"$27,118,000",,,,
24,https://www.the-numbers.com/movie/Happy-Birthday-To-Me,[],"[['Jack Lee Thompson', 'Director'], ['Timothy Bond', 'Screenwriter'], ['Peter Jobin', 'Screenwriter'], ['John C.W. Saxton', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$34,996,122",,6.95 (domestic box office/biggest weekend),,,"May 15th, 1981 (Wide) by Columbia",Create your own comparison chart…,Canada,"October 13th, 2009 by Anchor Bay Home Entertainment",111 minutes,"Slasher Horror, Young Child Dealing with the Death of a Parent, Infidelity, Dysfunctional Family, Revenge",Original Screenplay,Horror,Live Action,Contemporary Fiction,,English,,,,"$10,609,514",,,,
25,https://www.the-numbers.com/movie/Take-This-Job-and-Shove-It,[],[],100.0% (domestic box office/worldwide),"$57,952,419","$3,121,433 (17.8% of total gross)",5.63 (domestic box office/biggest weekend),"500 opening theaters/500 max. theaters, 1.0 weeks average run per theater",,1981 (Wide) by Avco Embassy,Create your own comparison chart…,United States,,,,,,,,,,,,,"$17,569,000",,,,
26,https://www.the-numbers.com/movie/Bustin-Loose,"['Cicely Tyson', 'Robert Christian', 'George Coe', 'Richard Pryor']","[['Oz Scott', 'Director'], ['Richard Pryor', 'Producer'], ['Michael S. Glick', 'Producer'], ['William Greaves', 'Executive Producer'], ['Richard Pryor', 'Story by'], ['Lonne Elder III', 'Adaptation by'], ['Roger L. Simon', 'Screenwriter'], ['Roberta Flack', 'Songs Performed by']]",100.0% (domestic box office/worldwide),"$103,116,320","$4,798,289 (15.3% of total gross)",6.52 (domestic box office/biggest weekend),"828 opening theaters/833 max. theaters, 2.0 weeks average run per theater",,"May 22nd, 1981 (Wide) by Universal",vs. Endless LoveCreate your own comparison chart…,United States,"March 5th, 1998 by Good Times Video",94 minutes,"Farcical / Slapstick Comedy, Road Trip, Foster Family, Blindness, Mental Illness, Child Prostitution, Prostitution, Money Troubles",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Universal Pictures,English,,,,"$31,261,000",,,,
27,https://www.the-numbers.com/movie/Four-Seasons-The,[],"[['Alan Alda', 'Director']]",100.0% (domestic box office/worldwide),"$140,149,796","$4,128,525 (9.7% of total gross)",9.76 (domestic box office/biggest weekend),"623 opening theaters/634 max. theaters, 3.5 weeks average run per theater","$6,500,000 (worldwide box office is 6.5 times production budget)","May 22nd, 1981 (Wide) by Universal",vs. CaddyshackCreate your own comparison chart…,United States,"March 2nd, 1998 by Gaiam",,"Comedy Drama, Directing Yourself, Actors Making Their Directorial Debut, Romance, Relationships Gone Wrong, Vacation, The Other Woman, Screenplay Written By the Star",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,PG,"$42,488,161",,,,
28,https://www.the-numbers.com/movie/Legend-of-the-Lone-Ranger-The,[],[],100.0% (domestic box office/worldwide),"$44,200,711","$2,700,000 (20.1% of total gross)",4.96 (domestic box office/biggest weekend),"980 opening theaters/980 max. theaters, 1.0 weeks average run per theater","$18,000,000 (worldwide box office is 0.7 times production budget)","May 22nd, 1981 (Wide) by Universal",vs. Quigley Down UnderCreate your own comparison chart…,United States,"July 14th, 2015 by Shout Factory",100 minutes,,Based on TV,Western,Live Action,Historical Fiction,,English,,,PG,"$13,400,000",,,"$117,164","$117,164"
29,https://www.the-numbers.com/movie/Outland,[],"[['Peter Hyams', 'Director'], ['Peter Hyams', 'Screenwriter'], ['Jerry Goldsmith', 'Composer']]",100.0% (domestic box office/worldwide),"$65,971,217","$2,455,000 (12.3% of total gross)",7.41 (domestic box office/biggest weekend),"331 opening theaters/761 max. theaters, 1.9 weeks average run per theater",,"May 22nd, 1981 (Wide) by Warner Bros.",vs. The Four SeasonsCreate your own comparison chart…,United Kingdom,"December 13th, 1993 by Warner Home Video",109 minutes,"Action Thriller, Space Program, Narcotics, Pharmaceuticals, Corporate Malfeasance, Near Future, Set on Jupiter",Original Screenplay,Action,Live Action,Science Fiction,,,,,,"$20,000,000",,,,
30,https://www.the-numbers.com/movie/Cheech-and-Chongs-Nice-Dreams,[],"[['Tommy Chong', 'Director']]",100.0% (domestic box office/worldwide),"$122,046,758","$8,153,738 (22.0% of total gross)",4.54 (domestic box office/biggest weekend),"1,390 opening theaters/1,390 max. theaters, 3.4 weeks average run per theater",,"June 5th, 1981 (Wide) by Columbia",Create your own comparison chart…,United States,,88 minutes,"Stoner Comedy, Narcotics, Addiction, Relationships Gone Wrong, Infidelity, Revenge, Mental Hospital, Mental Illness, Strippers / Stripping",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,Cheech & Chong,,"$37,000,000",,,,
31,https://www.the-numbers.com/movie/Night-the-Lights-Went-Out-in-Georgia-The,[],[],100.0% (domestic box office/worldwide),"$46,179,854","$2,534,729 (18.1% of total gross)",5.52 (domestic box office/biggest weekend),"500 opening theaters/500 max. theaters, 1.5 weeks average run per theater",,"June 5th, 1981 (Wide) by Avco Embassy",vs. Little DarlingsCreate your own comparison chart…,United States,,,,,,,,,,,,,"$14,000,000",,,,
32,https://www.the-numbers.com/movie/Clash-of-the-Titans-(1981),['Maggie Smith'],"[['Desmond Davis', 'Director']]",67.6% (domestic box office/worldwide),"$98,956,826","$6,580,742 (21.9% of total gross)",4.56 (domestic box office/biggest weekend),,"$15,000,000 (worldwide box office is 3.0 times production budget)","June 12th, 1981 (Wide) by MGM",vs. Superman IICreate your own comparison chart…,"United Kingdom, United States","December 21st, 1994 by MGM Video, released as Clash of the Titans (1981)",118 minutes,"Visual Effects, Gods and Goddesses, Remade, Monster",Based on Folk Tale/Legend/Fairytale,Adventure,Live Action,Fantasy,"Metro-Goldwyn-Mayer Pictures, Charles H. Schneer Productions",English,,,,"$30,000,000","$14,400,000","$44,400,000",,
