,url,cast,crew,Domestic Share:,Infl. Adj. Dom. BO,Opening Weekend:,Legs:,Theater counts:,Production Budget:,Domestic Releases:,Comparisons:,Production Countries:,Video Release:,Running Time:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Languages:,International Releases:,Franchise:,MPAA Rating:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
63,https://www.the-numbers.com/movie/Continental-Divide,"['Allen Goorwitz', 'John Belushi', 'Blair Brown']","[['Michael Apted', 'Director'], ['Lawrence Kasdan', 'Screenwriter'], ['Bob Larson', 'Producer'], ['Bernie Brillstein', 'Executive Producer'], ['Michael Small', 'Composer'], ['John Bailey', 'Director of Photography']]",100.0% (domestic box office/worldwide),"$51,384,984","$3,218,347 (20.7% of total gross)",4.84 (domestic box office/biggest weekend),"864 opening theaters/864 max. theaters, 3.9 weeks average run per theater",,"September 18th, 1981 (Wide) by Universal",vs. Endless LoveCreate your own comparison chart…,United States,"March 1st, 1992 by Universal Home Entertainment",103 minutes,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,"Amblin Entertainment, Universal Pictures",English,,,PG,"$15,578,000",,,,
64,https://www.the-numbers.com/movie/French-Lieutenants-Woman-The,[],"[['Karel Reisz', 'Director'], ['Harold Pinter', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$74,547,478","$124,110 (0.5% of total gross)",13.29 (domestic box office/biggest weekend),"4 opening theaters/510 max. theaters, 3.5 weeks average run per theater",,"September 18th, 1981 (Wide) by United Artists",vs. Chariots of FireCreate your own comparison chart…,United States,"August 11th, 2015 by Criterion",123 minutes,"Romantic Drama, Non-Chronological, Story within a Story, Romance, Same Actor, Multiple Roles, 1800s, Relationships Gone Wrong, Infidelity",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,English,,,R,"$22,600,000",,,"$79,782","$79,782"
65,https://www.the-numbers.com/movie/Mommie-Dearest,[],"[['Frank Perry', 'Director'], ['Robert Getchell', 'Screenwriter'], ['Tracy Hotchne', 'Screenwriter'], ['Frank Perry', 'Screenwriter'], ['Frank Yablans', 'Screenwriter']]",76.0% (domestic box office/worldwide),"$62,778,214","$905,920 (4.8% of total gross)",4.08 (domestic box office/biggest weekend),"85 opening theaters/930 max. theaters, 5.2 weeks average run per theater","$5,000,000 (worldwide box office is 5.0 times production budget)","September 18th, 1981 (Wide) by Paramount Pictures",vs. The 5th QuarterCreate your own comparison chart…,United States,"December 7th, 2006 by Paramount Home Video",129 minutes,"Biography, Dysfunctional Family, Performing Arts, Movie Business, Boarding School, Biographical Drama, Autobiographical, 1970s",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,,English,,,,"$19,032,000","$6,000,000","$25,032,000",,
66,https://www.the-numbers.com/movie/Raggedy-Man,"['Sam Shepard', 'Sissy Spacek', 'Eric Roberts']","[['Jack Fisk', 'Director'], ['William D. Wittliff', 'Screenwriter'], ['Jerry Goldsmith', 'Composer']]",100.0% (domestic box office/worldwide),"$36,284,168","$287,081 (2.6% of total gross)",38.32 (domestic box office/biggest weekend),"189 opening theaters/189 max. theaters, 1.5 weeks average run per theater",,"September 18th, 1981 (Wide) by Universal",Create your own comparison chart…,United States,"February 1st, 2000 by Universal Home Entertainment",93 minutes,"World War II, Life Drama, Life in a Small Town, Texas, Single Parent, Divorcée Romance, Romance, Surprise Twist, 1940s",Original Screenplay,Drama,Live Action,Historical Fiction,,English,,,,"$11,000,000",,,,
67,https://www.the-numbers.com/movie/Only-When-I-Laugh,[],[],100.0% (domestic box office/worldwide),"$85,044,506","$3,880,870 (15.1% of total gross)",6.64 (domestic box office/biggest weekend),"758 opening theaters/799 max. theaters, 8.8 weeks average run per theater",,"September 23rd, 1981 (Wide) by Columbia",vs. The Night the Lights Went Out in GeorgiaCreate your own comparison chart…,United States,,,,,,,,,,,,,"$25,782,304",,,,
68,https://www.the-numbers.com/movie/Carbon-Copy,[],"[['Michael Schultz', 'Director'], ['Stanley Shapiro', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$27,707,907","$1,451,286 (17.3% of total gross)",5.79 (domestic box office/biggest weekend),"450 opening theaters/450 max. theaters, 1.6 weeks average run per theater",,"September 25th, 1981 (Wide) by Avco Embassy",Create your own comparison chart…,"United Kingdom, United States","May 15th, 2018 by Shout Factory",92 minutes,"Comedy Drama, Interracial Child, Infidelity, Dysfunctional Family, Jewish, African Americans, Bigotry, Riches to Rags",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,"$8,400,000",,,"$31,768","$31,768"
69,https://www.the-numbers.com/movie/Chariots-of-Fire,[],"[['Hugh Hudson', 'Director'], ['Colin Welland', 'Screenwriter']]",99.4% (domestic box office/worldwide),"$192,500,125","$68,907 (0.1% of total gross)",17.92 (domestic box office/biggest weekend),"3 opening theaters/810 max. theaters, 15.4 weeks average run per theater","$5,500,000 (worldwide box office is 11.3 times production budget)","September 25th, 1981 (Wide) by Warner Bros.","Best Picture Oscar Winnersvs. McFarland, USACreate your own comparison chart…",United Kingdom,"April 1st, 1992 by Warner Home Video",125 minutes,"Biography, Religious, Miscellaneous Sports, Olympics, Oscars Best Picture Winner, Biographical Drama, 1920s, 1982 Oscars Best Picture Nominee",Based on Real Life Events,Drama,Live Action,Dramatization,"Allied Stars Ltd., Enigma Productions",English,"June 16th, 2016 (Wide) (South Korea)
",,PG,"$61,558,162","$352,345","$61,910,507",,
70,https://www.the-numbers.com/movie/So-Fine,[],"[['Andrew Bergman', 'Director']]",100.0% (domestic box office/worldwide),"$32,985,609","$2,591,730 (25.9% of total gross)",3.86 (domestic box office/biggest weekend),"1,031 opening theaters/1,031 max. theaters, 3.3 weeks average run per theater",,"September 25th, 1981 (Wide) by Warner Bros.",Create your own comparison chart…,United States,,,Mafia,,,,,,,,,,"$10,000,000",,,,
71,https://www.the-numbers.com/movie/True-Confessions,[],[],100.0% (domestic box office/worldwide),"$40,242,444","$154,923 (1.3% of total gross)",8.41 (domestic box office/biggest weekend),"4 opening theaters/458 max. theaters, 3.6 weeks average run per theater",,"September 25th, 1981 (Wide) by United Artists",Create your own comparison chart…,United States,,,Film Noir,,,,,,,,,,"$12,200,000",,,,
72,https://www.the-numbers.com/movie/Paternity,[],[],100.0% (domestic box office/worldwide),"$62,138,286","$3,610,147 (19.2% of total gross)",5.22 (domestic box office/biggest weekend),"1,072 opening theaters/1,075 max. theaters, 4.8 weeks average run per theater",,"October 2nd, 1981 (Wide) by Paramount Pictures",Create your own comparison chart…,United States,,,,,,,,,,,,,"$18,838,000",,,,
73,https://www.the-numbers.com/movie/Rich-and-Famous,[],[],100.0% (domestic box office/worldwide),"$42,881,286","$2,337,594 (18.0% of total gross)",5.56 (domestic box office/biggest weekend),"650 opening theaters/650 max. theaters, 3.9 weeks average run per theater",,"October 9th, 1981 (Wide) by MGM",vs. The Wizard of OzCreate your own comparison chart…,United States,,,,,,,,,,,,,"$13,000,000",,,,
74,https://www.the-numbers.com/movie/Halloween-II,[],"[['Rick Rosenthal', 'Director']]",100.0% (domestic box office/worldwide),"$84,224,854","$7,676,836 (30.1% of total gross)",3.33 (domestic box office/biggest weekend),"1,217 opening theaters/1,217 max. theaters, 3.9 weeks average run per theater","$2,500,000 (worldwide box office is 10.2 times production budget)","October 30th, 1981 (Wide) by Universal",vs. HalloweenCreate your own comparison chart…,United States,"November 7th, 1996 by Sony Pictures Home Entertainment",92 minutes,Slasher Horror,Original Screenplay,Horror,Live Action,Contemporary Fiction,,English,,Halloween,,"$25,533,818",,,,
75,https://www.the-numbers.com/movie/Time-Bandits,[],"[['Terry Gilliam', 'Director']]",100.0% (domestic box office/worldwide),"$122,683,385","$6,507,356 (17.4% of total gross)",5.75 (domestic box office/biggest weekend),"821 opening theaters/1,046 max. theaters, 6.6 weeks average run per theater","$12,000,000 (worldwide box office is 3.1 times production budget)","November 6th, 1981 (Wide) by Avco Embassy",vs. The Age of AdalineCreate your own comparison chart…,United Kingdom,"December 9th, 2014 by Criterion",110 minutes,Time Travel,Original Screenplay,Adventure,Live Action,Fantasy,,English,,,,"$37,400,000",,,"$1,306,733","$1,306,733"
76,https://www.the-numbers.com/movie/Absence-of-Malice,[],"[['Sydney Pollack', 'Director']]",100.0% (domestic box office/worldwide),"$107,313,814","$64,775 (0.2% of total gross)",7.92 (domestic box office/biggest weekend),"2 opening theaters/994 max. theaters, 10.2 weeks average run per theater",,"November 19th, 1981 (Wide) by Columbia",vs. On Golden PondCreate your own comparison chart…,United States,,116 minutes,"Mafia, Political Thriller, Government Corruption, Investigative Journalist, Abortion, Suicide, Catholic, Unions, Political, Political Campaign, Romance, Film Noir",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,,,,,"$33,312,129",,,,
77,https://www.the-numbers.com/movie/Ragtime,"['Brad Dourif', 'Elizabeth McGovern', 'Kenneth McMillan', 'James Olson', 'Mandy Patinkin', 'Mary Steenburgen', 'Moses Gunn', 'Howard E. Rollins, Jr.', 'Debbie Allen', 'James Cagney', ""Pat O'Brien""]","[['Miloš Forman', 'Director'], ['Dino De Laurentiis', 'Producer'], ['Michael Weller', 'Screenwriter'], ['E.L. Doctorow', 'Story Creator'], ['Michael Hausman', 'Executive Producer'], ['Bernard Williams', 'Executive Producer'], ['Randy Newman', 'Composer']]",100.0% (domestic box office/worldwide),"$55,988,783","$151,351 (0.9% of total gross)",8.54 (domestic box office/biggest weekend),"5 opening theaters/500 max. theaters, 6.2 weeks average run per theater",,"November 20th, 1981 (Wide) by Paramount Pictures",vs. The Birth of a NationCreate your own comparison chart…,"United Kingdom, United States","November 16th, 2004 by Paramount Home Video",156 minutes,"African Americans, Historical Drama, 1900s",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Ragtime Productions, Ragtime Productions (U.K.)",English,,,PG,"$17,468,158",,,,
78,https://www.the-numbers.com/movie/Whose-Life-is-it-Anyway,[],"[['John Badham', 'Director'], ['Reginald Rose', 'Screenwriter'], ['Brian Clark', 'Story Creator']]",100.0% (domestic box office/worldwide),"$19,753,565","$51,988 (0.9% of total gross)",4.13 (domestic box office/biggest weekend),"4 opening theaters/615 max. theaters, 2.0 weeks average run per theater",,"December 2nd, 1981 (Wide) by MGM",Create your own comparison chart…,United States,,119 minutes,"Life Drama, Car Accident, Paralysis, Medical and Hospitals, Suicide, Assisted Suicide",Based on TV,Drama,Live Action,Contemporary Fiction,,,,,,"$6,100,000",,,,
79,https://www.the-numbers.com/movie/On-Golden-Pond,"['Katharine Hepburn', 'Henry Fonda', 'Jane Fonda', 'Doug McKeon']",[],100.0% (domestic box office/worldwide),"$372,307,181","$89,213 (0.1% of total gross)",14.59 (domestic box office/biggest weekend),"2 opening theaters/1,015 max. theaters, 15.6 weeks average run per theater",,"December 4th, 1981 (Wide) by UniversalDecember 12th, 2021 (Special Engagement) by Fathom Events",vs. Raiders of the Lost ArkCreate your own comparison chart…,United States,"January 20th, 2015 by Shout Factory",109 minutes,"Golden Years, Relatives Playing Relatives, Dysfunctional Family, Life Drama, 1982 Oscars Best Picture Nominee",Based on Play,Drama,Live Action,Contemporary Fiction,,English,,,PG,"$119,285,432",,,"$584,321","$584,321"
80,https://www.the-numbers.com/movie/Reds-(1981),"['Warren Beatty', 'Diane Keaton']","[['Warren Beatty', 'Director']]",100.0% (domestic box office/worldwide),"$159,651,956","$2,411,083 (4.8% of total gross)",13.41 (domestic box office/biggest weekend),"389 opening theaters/665 max. theaters, 7.2 weeks average run per theater","$33,500,000 (worldwide box office is 1.5 times production budget)","December 4th, 1981 (Wide) by Paramount Pictures",vs. LutherCreate your own comparison chart…,United States,"October 17th, 2006 by Paramount Home Video, released as Reds - 25th Anniversary Edition",195 minutes,"Biography, Biographical Drama, 1982 Oscars Best Picture Nominee",Based on Real Life Events,Drama,Live Action,Dramatization,,,"April 28th, 2022 (Limited) (New Zealand)
",,PG (appeal overturned),"$50,000,000",$130,"$50,000,130",,
81,https://www.the-numbers.com/movie/Taps,"['Timothy Hutton', 'George C. Scott']","[['Harold Becker', 'Director'], ['Darryl Ponicsan', 'Screenwriter'], ['Robert Mark Kamen', 'Screenwriter'], ['Devery Freeman', 'Story Creator'], ['Stanley R. Jaffe', 'Producer'], ['Howard B. Jaffe', 'Producer'], ['Maury Winetrobe', 'Editor'], ['Maurice Jarre', 'Composer'], ['Owen Roizman', 'Director of Photography']]",100.0% (domestic box office/worldwide),"$114,505,075","$93,005 (0.3% of total gross)",7.92 (domestic box office/biggest weekend),"3 opening theaters/792 max. theaters, 9.8 weeks average run per theater","$14,000,000 (worldwide box office is 2.6 times production budget)","December 9th, 1981 (Wide) by 20th Century Fox",vs. MargaretCreate your own comparison chart…,United States,,132 minutes,"Coming-of-Age Drama, Coming of Age, Boarding School, Military Life",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,Twentieth Century Fox,,,,PG,"$35,856,053",,,,
82,https://www.the-numbers.com/movie/Buddy-Buddy,[],"[['Billy Wilder', 'Director'], ['Lalo Schifrin', 'Composer']]",100.0% (domestic box office/worldwide),"$17,479,194",,9.95 (domestic box office/biggest weekend),,,"December 11th, 1981 (Wide) by United Artists",Create your own comparison chart…,United States,,96 minutes,"Buddy Comedy, Hitmen, Organized Crime, Depression, Relationships Gone Wrong, Suicide, One Last Job",Based on Play,Comedy,Live Action,Contemporary Fiction,,,,,,"$5,299,037",,,,
83,https://www.the-numbers.com/movie/Pennies-from-Heaven,[],"[['Herbert Ross', 'Director']]",100.0% (domestic box office/worldwide),"$20,276,447",,4.70 (domestic box office/biggest weekend),,,"December 11th, 1981 (Wide) by MGM",Create your own comparison chart…,United States,,108 minutes,Film Noir,Original Screenplay,Musical,Live Action,Historical Fiction,,,,,,"$6,200,000",,,,
84,https://www.the-numbers.com/movie/Rollover,[],"[['Alan J. Pakula', 'Director'], ['David Shaber', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$33,260,736","$2,260,689 (22.1% of total gross)",4.52 (domestic box office/biggest weekend),"755 opening theaters/755 max. theaters, 3.6 weeks average run per theater",,"December 11th, 1981 (Wide) by Warner Bros.",vs. The Pursuit of HappynessCreate your own comparison chart…,United States,,118 minutes,"Political Thriller, Political, Death of a Spouse or Fiancée / Fiancé, Romance, Corporate Malfeasance, Government Corruption, Economic Crash",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,,,,,"$10,217,873",,,,
85,https://www.the-numbers.com/movie/Ghost-Story,[],"[['John Irvin', 'Director'], ['Lawrence D. Cohen', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$52,924,389","$2,105,729 (13.0% of total gross)",5.97 (domestic box office/biggest weekend),"548 opening theaters/600 max. theaters, 3.8 weeks average run per theater",,"December 18th, 1981 (Wide) by Universal",vs. RagtimeCreate your own comparison chart…,United States,,110 minutes,"Supernatural Horror, Supernatural, Haunting, Non-Chronological, Accidental Death, Covering Up an Accidental Death, Revenge, Death of a Sibling, Death of a Son or Daughter",Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,,,,,,"$16,202,210",,,,
86,https://www.the-numbers.com/movie/Heartbeeps,"['Randy Quaid', 'Kenneth McMillan', 'Christopher Guest', 'Melanie Mayron', 'Andy Kaufman', 'Bernadette Peters']","[['Allan Arkush', 'Director'], ['Michael Phillips', 'Producer'], ['Albert Whitlock', 'Special Visual Effects by'], ['Jamie Shourt', 'Character Designer'], ['Robbie Blalock', 'Character Designer'], ['Stan Winston', 'Special Make-up Effects'], ['John Hill', 'Screenwriter'], ['Doug Green', 'Executive Producer'], ['John Williams', 'Composer'], ['John Hill', 'Associate Producer']]",100.0% (domestic box office/worldwide),"$19,791,363","$407,464 (6.8% of total gross)",14.73 (domestic box office/biggest weekend),"493 opening theaters/493 max. theaters, 1.0 weeks average run per theater","$10,000,000 (worldwide box office is 0.6 times production budget)","December 18th, 1981 (Wide) by Universal",vs. SpaceballsCreate your own comparison chart…,United States,"September 13th, 2005 by Universal Home Entertainment",79 minutes,"Robot, Romance, Fugitive / On the Run, Famously Bad, Farcical / Slapstick Comedy",Original Screenplay,Comedy,Live Action,Science Fiction,Universal Pictures,English,,,PG,"$6,000,000",,,,
87,https://www.the-numbers.com/movie/Neighbors-(1981),"['Cathy Moriarty', 'Kathryn Walker', 'Dan Aykroyd', 'John Belushi']","[['John G. Avildsen', 'Director'], ['Richard D. Zanuck', 'Producer'], ['David Brown', 'Producer'], ['Thomas Berger', 'Story based on the novel by'], ['Larry Gelbart', 'Screenwriter'], ['Tom Scott', 'Composer'], ['Irving Paul Lazar', 'Executive Producer'], ['Bernie Brillstein', 'Executive Producer']]",100.0% (domestic box office/worldwide),"$97,423,254","$6,481,386 (21.7% of total gross)",4.62 (domestic box office/biggest weekend),"1,387 opening theaters/1,415 max. theaters, 5.0 weeks average run per theater",,"December 18th, 1981 (Wide) by Columbia","vs. Jeff, Who Lives at HomeCreate your own comparison chart…",United States,"March 12th, 2019 by Mill Creek Entertainment",94 minutes,"Black Comedy, Neighbors from Hell, Dysfunctional Family, Relationships Gone Wrong, Infidelity, Punk Rock, Neo Nazis, Development Hell",Based on Fiction Book/Short Story,Black Comedy,Live Action,Contemporary Fiction,Zanuck/Brown,English,,,Not Rated,"$29,916,207",,,"$36,190","$36,190"
88,https://www.the-numbers.com/movie/Sharkys-Machine,[],"[['Burt Reynolds', 'Director']]",100.0% (domestic box office/worldwide),"$106,281,144","$3,022,041 (9.2% of total gross)",6.32 (domestic box office/biggest weekend),"1,388 opening theaters/1,442 max. theaters, 5.8 weeks average run per theater",,"December 18th, 1981 (Wide) by Warner Bros.",vs. Halloween IICreate your own comparison chart…,United States,"April 7th, 2015 by Warner Home Video",,"Action Thriller, Film Noir, Police Detective, Political, Prostitution, Sex Scandal, Mistaken Identity, Hitman Killing an Innocent Bystander, Organized Crime, Sex Crimes, Demoted, Police Shooting, Corrupt Cops",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,,English,,,,"$32,984,898",,,"$70,395","$70,395"
89,https://www.the-numbers.com/movie/Mad-Max-2-The-Road-Warrior,[],"[['George Miller', 'Director'], ['Terry Hayes', 'Screenwriter'], ['George Miller', 'Screenwriter'], ['Brian Hannant', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$76,731,158","$2,527,864 (10.3% of total gross)",9.50 (domestic box office/biggest weekend),"704 opening theaters/708 max. theaters, 10.2 weeks average run per theater","$2,000,000 (worldwide box office is 12.3 times production budget)","May 21st, 1982 (Wide) by Warner Bros.",vs. Mad MaxCreate your own comparison chart…,Australia,"March 26th, 1997 by Warner Home Video",96 minutes,"Post Apocalypse, Action Adventure, Near Future, Voiceover/Narration, Car Chase, Ozploitation, Death of a Pet, 1980s, Yesterday's Tomorrow",Original Screenplay,Action,Live Action,Science Fiction,,English,"December 24th, 1981 (Wide) (Australia)
May 26th, 2022 (Limited) (New Zealand)
",Mad Max,,"$24,600,832",$500,"$24,601,332",,
90,https://www.the-numbers.com/movie/Modern-Problems,[],"[['Ken Shapiro', 'Director'], ['Ken Shapiro', 'Screenwriter'], ['Tom Sherohman', 'Screenwriter'], ['Arthur Sellers', 'Screenwriter']]",100.0% (domestic box office/worldwide),"$79,244,517","$4,758,371 (19.4% of total gross)",4.51 (domestic box office/biggest weekend),"1,111 opening theaters/1,184 max. theaters, 5.9 weeks average run per theater","$8,000,000 (worldwide box office is 3.1 times production budget)","December 25th, 1981 (Wide) by 20th Century Fox",vs. Kingdom ComeCreate your own comparison chart…,United States,,89 minutes,"Farcical / Slapstick Comedy, Romance, Relationships Gone Wrong, Psychics",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Twentieth Century Fox,,,,,"$24,474,312",,,,
