,id,date,rank,gross,pct_change,theaters,per_theater,total_gross,kind,kind_num,pct_lw
0,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/China#tab=box-office,2021/06/11,-,"$1,360,000", ,"49,613",$27,"  $1,370,000",weekend,1,
1,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/China#tab=box-office,2021/06/18,13,"$280,000",-79%,"3,381",$83,"  $2,340,000",weekend,2,
2,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/China#tab=box-office,2021/06/25,17,"$130,000",-54%,"1,282",$101,"  $2,630,000",weekend,3,
3,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/China#tab=box-office,2021/07/02,16,"$70,000",-46%,619,$113,"  $2,810,000",weekend,4,
0,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2018/04/06,15,"$10,730", ,9,"$1,192","  $10,730",weekend,"1,473",
1,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2018/04/13,18,"$5,683",-47%,8,$710,"  $21,417",weekend,"1,474",
2,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2018/04/20,20,"$4,640",-18%,5,$928,"  $29,974",weekend,"1,475",
3,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2018/04/27,23,"$4,057",-13%,5,$811,"  $36,859",weekend,"1,476",
4,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2018/05/04,-,"$1,305",-68%,3,$435,"  $39,854",weekend,"1,477",
5,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2018/05/11,-,$513,-61%,2,$257,"  $40,949",weekend,"1,478",
6,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2022/11/25,-,$265, ,1,$265,"  $39,163",weekend,"1,715",
0,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2019/02/08,-,"$1,381", ,1,"$1,381","  $210,929",weekend,"1,493",
1,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/04/24,-,"$17,245", ,92,$187,"  $219,450",weekend,"1,556",
2,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/05/01,20,"$5,337",-69%,34,$157,"  $3,808",weekend,"1,557",
3,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/05/08,-,"$1,622",-70%,16,$101,"  $242,169",weekend,"1,558",
4,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/07/17,13,"$7,990", ,20,$400,"  $259,550",weekend,"1,568",
5,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/07/24,18,"$10,564",+32%,32,$330,"  $276,277",weekend,"1,569",
6,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/07/31,-,"$9,324",-12%,23,$405,"  $294,069",weekend,"1,570",
7,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/08/07,15,"$7,159",-23%,28,$256,"  $303,716",weekend,"1,571",
8,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/08/14,21,"$4,474",-38%,23,$195,"  $311,329",weekend,"1,572",
9,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2021/05/14,-,"$1,031", ,11,$94,"  $329,201",weekend,"1,611",
10,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2022/05/27,-,"$3,846", ,2,"$1,923","  $309,226",weekend,"1,665",
0,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Spain#tab=box-office,2020/07/10,17,"$7,418", ,55,$135,"  $88,444",weekend,3,
1,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Spain#tab=box-office,2020/07/17,22,"$1,928",-74%,14,$138,"  $96,902",weekend,4,
0,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/United-Kingdom#tab=box-office,2020/10/23,-,"$36,928", ,63,$586,"  $36,928",weekend,17,
0,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/China#tab=box-office,2021/06/11,-,"$1,360,000", ,"49,613",$27,"  $1,370,000",weekend,1,
1,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/China#tab=box-office,2021/06/18,13,"$280,000",-79%,"3,381",$83,"  $2,340,000",weekend,2,
2,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/China#tab=box-office,2021/06/25,17,"$130,000",-54%,"1,282",$101,"  $2,630,000",weekend,3,
3,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/China#tab=box-office,2021/07/02,16,"$70,000",-46%,619,$113,"  $2,810,000",weekend,4,
0,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2018/04/06,15,"$10,730", ,9,"$1,192","  $10,730",weekend,"1,473",
1,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2018/04/13,18,"$5,683",-47%,8,$710,"  $21,417",weekend,"1,474",
2,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2018/04/20,20,"$4,640",-18%,5,$928,"  $29,974",weekend,"1,475",
3,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2018/04/27,23,"$4,057",-13%,5,$811,"  $36,859",weekend,"1,476",
4,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2018/05/04,-,"$1,305",-68%,3,$435,"  $39,854",weekend,"1,477",
5,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2018/05/11,-,$513,-61%,2,$257,"  $40,949",weekend,"1,478",
6,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Portugal#tab=box-office,2022/11/25,-,$265, ,1,$265,"  $39,163",weekend,"1,715",
0,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2019/02/08,-,"$1,381", ,1,"$1,381","  $210,929",weekend,"1,493",
1,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/04/24,-,"$17,245", ,92,$187,"  $219,450",weekend,"1,556",
2,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/05/01,20,"$5,337",-69%,34,$157,"  $3,808",weekend,"1,557",
3,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/05/08,-,"$1,622",-70%,16,$101,"  $242,169",weekend,"1,558",
4,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/07/17,13,"$7,990", ,20,$400,"  $259,550",weekend,"1,568",
5,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/07/24,18,"$10,564",+32%,32,$330,"  $276,277",weekend,"1,569",
6,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/07/31,-,"$9,324",-12%,23,$405,"  $294,069",weekend,"1,570",
7,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/08/07,15,"$7,159",-23%,28,$256,"  $303,716",weekend,"1,571",
8,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2020/08/14,21,"$4,474",-38%,23,$195,"  $311,329",weekend,"1,572",
9,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2021/05/14,-,"$1,031", ,11,$94,"  $329,201",weekend,"1,611",
10,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/South-Korea#tab=box-office,2022/05/27,-,"$3,846", ,2,"$1,923","  $309,226",weekend,"1,665",
0,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Spain#tab=box-office,2020/07/10,17,"$7,418", ,55,$135,"  $88,444",weekend,3,
1,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/Spain#tab=box-office,2020/07/17,22,"$1,928",-74%,14,$138,"  $96,902",weekend,4,
0,https://www.the-numbers.com/movie/Nuovo-cinema-Paradiso/United-Kingdom#tab=box-office,2020/10/23,-,"$36,928", ,63,$586,"  $36,928",weekend,17,
0,https://www.the-numbers.com/movie/Tremors/New-Zealand#tab=box-office,2022/05/20,-,$307, ,1,$307,  $307,weekend,1,
0,https://www.the-numbers.com/movie/Tremors/New-Zealand#tab=box-office,2022/05/20,-,$307, ,1,$307,  $307,weekend,1,
0,https://www.the-numbers.com/movie/Nightbreed/United-Kingdom#tab=box-office,2022/10/28,-,"$3,391", ,2,"$1,696","  $605,163",weekend,"1,675",
0,https://www.the-numbers.com/movie/Nightbreed/United-Kingdom#tab=box-office,2022/10/28,-,"$3,391", ,2,"$1,696","  $605,163",weekend,"1,675",
0,https://www.the-numbers.com/movie/Hunt-for-Red-October-The/Australia#tab=box-office,2020/11/13,-,$516, ,1,$516,  $0,weekend,1,
0,https://www.the-numbers.com/movie/Hunt-for-Red-October-The/Australia#tab=box-office,2020/11/13,-,$516, ,1,$516,  $0,weekend,1,
