,url,cast,crew,Legs:,Domestic Share:,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Domestic Box Office
0,https://www.the-numbers.com/movie/Snow-White-and-the-Seven-Dwarfs,[],"[['David Hand', 'Director'], ['Walt Disney', 'Producer']]",14.66 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$1,488,000 (worldwide box office is 124.3 times production budget)","December 21st, 1937 (Wide) by Walt DisneyFebruary 22nd, 1944 (Wide) by Walt DisneyFebruary 13th, 1952 (Wide) by Walt DisneyApril, 1958 (Wide) by Walt DisneyJune 11th, 1967 (Wide) by Walt DisneyDecember 20th, 1975 (Wide) by Walt DisneyJuly 15th, 1983 (Wide) by Walt DisneyJuly 17th, 1987 (Wide) by Walt DisneyJuly 2nd, 1993 (Wide) by Walt Disney","October 9th, 2001 by Walt Disney Home Entertainment",G,83 minutes,vs. The Wizard of OzCreate your own comparison chart…,"Intertitle, Prologue, Royalty, Dwarves, Prince/Princess, Love at First Sight, Step-Family, Mute",Based on Folk Tale/Legend/Fairytale,Musical,Hand Animation,Kids Fiction,Walt Disney Pictures,United States,English,"$184,925,486"
