,id,date,rank,gross,pct_change,theaters,per_theater,total_gross,kind,kind_num,pct_lw
0,https://www.the-numbers.com/movie/101-Dalmatians-(1961)/Australia#tab=box-office,2018/08/03,26,"$22,095", ,111,$199,"  $297,177",weekend,"1,218",
0,https://www.the-numbers.com/movie/101-Dalmatians-(1961)/New-Zealand#tab=box-office,2018/08/03,22,"$4,404", ,32,$138,"  $4,404",weekend,1,
1,https://www.the-numbers.com/movie/101-Dalmatians-(1961)/New-Zealand#tab=box-office,2022/10/14,-,$355, ,19,$19,"  $4,566",weekend,220,
2,https://www.the-numbers.com/movie/101-Dalmatians-(1961)/New-Zealand#tab=box-office,2023/04/28,-,$171, ,1,$171,"  $5,388",weekend,248,
0,https://www.the-numbers.com/movie/101-Dalmatians-(1961)/Australia#tab=box-office,2018/08/03,26,"$22,095", ,111,$199,"  $297,177",weekend,"1,218",
0,https://www.the-numbers.com/movie/101-Dalmatians-(1961)/New-Zealand#tab=box-office,2018/08/03,22,"$4,404", ,32,$138,"  $4,404",weekend,1,
1,https://www.the-numbers.com/movie/101-Dalmatians-(1961)/New-Zealand#tab=box-office,2022/10/14,-,$355, ,19,$19,"  $4,566",weekend,220,
2,https://www.the-numbers.com/movie/101-Dalmatians-(1961)/New-Zealand#tab=box-office,2023/04/28,-,$171, ,1,$171,"  $5,388",weekend,248,
0,https://www.the-numbers.com/movie/Dolce-Vita-La/New-Zealand#tab=box-office,2020/01/17,-,$316, ,1,$316,  $316,weekend,786,
0,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,2020/08/07,10,"$4,338", ,3,"$1,446","  $6,775",weekend,"2,623",
1,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,2020/08/14,22,"$1,037",-76%,2,$519,"  $11,069",weekend,"2,624",
2,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,2020/09/04,-,$238, ,1,$238,"  $12,742",weekend,"2,627",
3,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,2020/09/11,-,$105,-56%,1,$105,"  $12,858",weekend,"2,628",
4,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,2020/09/18,-,$305,+190%,1,$305,"  $11,065",weekend,"2,629",
5,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,2020/10/16,-,$172, ,1,$172,"  $11,735",weekend,"2,633",
0,https://www.the-numbers.com/movie/Dolce-Vita-La/Russia-(CIS)#tab=box-office,2020/03/06,17,"$27,433", ,87,$315,"  $38,696",weekend,1,
0,https://www.the-numbers.com/movie/Dolce-Vita-La/United-Kingdom#tab=box-office,2020/01/03,-,"$40,505", ,12,"$3,375","  $40,505",weekend,1,
0,https://www.the-numbers.com/movie/Dolce-Vita-La/New-Zealand#tab=box-office,2020/01/17,-,$316, ,1,$316,  $316,weekend,786,
0,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,2020/08/07,10,"$4,338", ,3,"$1,446","  $6,775",weekend,"2,623",
1,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,2020/08/14,22,"$1,037",-76%,2,$519,"  $11,069",weekend,"2,624",
2,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,2020/09/04,-,$238, ,1,$238,"  $12,742",weekend,"2,627",
3,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,2020/09/11,-,$105,-56%,1,$105,"  $12,858",weekend,"2,628",
4,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,2020/09/18,-,$305,+190%,1,$305,"  $11,065",weekend,"2,629",
5,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,2020/10/16,-,$172, ,1,$172,"  $11,735",weekend,"2,633",
0,https://www.the-numbers.com/movie/Dolce-Vita-La/Russia-(CIS)#tab=box-office,2020/03/06,17,"$27,433", ,87,$315,"  $38,696",weekend,1,
0,https://www.the-numbers.com/movie/Dolce-Vita-La/United-Kingdom#tab=box-office,2020/01/03,-,"$40,505", ,12,"$3,375","  $40,505",weekend,1,
0,https://www.the-numbers.com/movie/Guns-of-Navarone-The/South-Korea#tab=box-office,2019/01/25,-,"$1,457", ,1,"$1,457","  $19,576",weekend,"2,324",
1,https://www.the-numbers.com/movie/Guns-of-Navarone-The/South-Korea#tab=box-office,2022/06/03,-,$165, ,1,$165,"  $18,820",weekend,"2,499",
2,https://www.the-numbers.com/movie/Guns-of-Navarone-The/South-Korea#tab=box-office,2023/06/30,-,"$1,068", ,1,"$1,068","  $19,394",weekend,"2,555",
0,https://www.the-numbers.com/movie/Guns-of-Navarone-The/South-Korea#tab=box-office,2019/01/25,-,"$1,457", ,1,"$1,457","  $19,576",weekend,"2,324",
1,https://www.the-numbers.com/movie/Guns-of-Navarone-The/South-Korea#tab=box-office,2022/06/03,-,$165, ,1,$165,"  $18,820",weekend,"2,499",
2,https://www.the-numbers.com/movie/Guns-of-Navarone-The/South-Korea#tab=box-office,2023/06/30,-,"$1,068", ,1,"$1,068","  $19,394",weekend,"2,555",
0,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2019/12/27,-,$304, ,1,$304,"  $31,603",weekend,413,
1,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/02/12,19,"$31,276", ,79,$396,"  $31,276",weekend,472,
2,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/02/19,-,"$1,040",-97%,6,$173,"  $34,318",weekend,473,
3,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/02/26,-,"$1,965",+89%,6,$328,"  $35,757",weekend,474,
4,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/03/12,-,$415, ,1,$415,"  $36,652",weekend,476,
5,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/03/19,-,$414,n/c,1,$414,"  $36,530",weekend,477,
6,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/05/07,-,$891, ,2,$446,"  $39,054",weekend,484,
7,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/05/14,-,$882,-1%,2,$441,"  $38,631",weekend,485,
8,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/10/15,-,$386, ,1,$386,"  $38,323",weekend,507,
9,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2022/02/11,-,$378, ,1,$378,"  $133,581",weekend,524,
10,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2022/03/04,-,$383, ,1,$383,"  $61,104",weekend,527,
11,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2022/10/07,-,$19, ,1,$19,"  $53,080",weekend,558,
12,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2023/02/10,-,$37, ,1,$37,"  $57,992",weekend,576,
0,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/New-Zealand#tab=box-office,2021/02/12,-,$273, ,1,$273,  $273,weekend,1,
1,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/New-Zealand#tab=box-office,2021/02/26,-,$144, ,3,$48,"  $1,598",weekend,3,
2,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/New-Zealand#tab=box-office,2021/05/07,-,$827, ,1,$827,"  $2,586",weekend,13,
3,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/New-Zealand#tab=box-office,2022/03/11,-,$273, ,1,$273,"  $4,057",weekend,57,
4,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/New-Zealand#tab=box-office,2023/05/12,-,$835, ,1,$835,"  $5,026",weekend,118,
0,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/South-Korea#tab=box-office,2020/05/01,17,"$9,349", ,47,$199,  $47,weekend,454,
1,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/South-Korea#tab=box-office,2020/05/08,-,"$5,270",-44%,55,$96,"  $93,572",weekend,455,
2,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/South-Korea#tab=box-office,2020/05/15,-,"$2,687",-49%,14,$192,"  $98,974",weekend,456,
3,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/South-Korea#tab=box-office,2021/07/30,-,$661, ,1,$661,"  $109,236",weekend,519,
4,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/South-Korea#tab=box-office,2021/11/12,-,"$1,079", ,1,"$1,079","  $107,209",weekend,534,
0,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2019/12/27,-,$304, ,1,$304,"  $31,603",weekend,413,
1,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/02/12,19,"$31,276", ,79,$396,"  $31,276",weekend,472,
2,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/02/19,-,"$1,040",-97%,6,$173,"  $34,318",weekend,473,
3,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/02/26,-,"$1,965",+89%,6,$328,"  $35,757",weekend,474,
4,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/03/12,-,$415, ,1,$415,"  $36,652",weekend,476,
5,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/03/19,-,$414,n/c,1,$414,"  $36,530",weekend,477,
6,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/05/07,-,$891, ,2,$446,"  $39,054",weekend,484,
7,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/05/14,-,$882,-1%,2,$441,"  $38,631",weekend,485,
8,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2021/10/15,-,$386, ,1,$386,"  $38,323",weekend,507,
9,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2022/02/11,-,$378, ,1,$378,"  $133,581",weekend,524,
10,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2022/03/04,-,$383, ,1,$383,"  $61,104",weekend,527,
11,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2022/10/07,-,$19, ,1,$19,"  $53,080",weekend,558,
12,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,2023/02/10,-,$37, ,1,$37,"  $57,992",weekend,576,
