,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,New Zealand,4/22/2021,$869,1,1,2,$869,9/27/2022,https://www.the-numbers.com/movie/Dr-Strangelove,https://www.the-numbers.com/movie/Dr-Strangelove/New-Zealand#tab=box-office,"$74,491",7/5/2023
1,United Kingdom,5/17/2019,"$25,003",23,23,52,"$73,622",7/5/2023,https://www.the-numbers.com/movie/Dr-Strangelove,https://www.the-numbers.com/movie/Dr-Strangelove/United-Kingdom#tab=box-office,"$74,491",7/5/2023
0,New Zealand,4/22/2021,$869,1,1,2,$869,9/27/2022,https://www.the-numbers.com/movie/Dr-Strangelove,https://www.the-numbers.com/movie/Dr-Strangelove/New-Zealand#tab=box-office,"$74,491",7/5/2023
1,United Kingdom,5/17/2019,"$25,003",23,23,52,"$73,622",7/5/2023,https://www.the-numbers.com/movie/Dr-Strangelove,https://www.the-numbers.com/movie/Dr-Strangelove/United-Kingdom#tab=box-office,"$74,491",7/5/2023
0,Australia,11/5/2020,$403,1,1,3,$44,12/4/2020,https://www.the-numbers.com/movie/From-Russia-With-Love,https://www.the-numbers.com/movie/From-Russia-With-Love/Australia#tab=box-office,"$54,100,000",12/19/2022
1,New Zealand,11/19/2020,$0,0,8,9,$943,12/19/2022,https://www.the-numbers.com/movie/From-Russia-With-Love,https://www.the-numbers.com/movie/From-Russia-With-Love/New-Zealand#tab=box-office,"$54,100,000",12/19/2022
2,United Kingdom,4/24/2009,$0,0,104,121,"$42,019",5/1/2022,https://www.the-numbers.com/movie/From-Russia-With-Love,https://www.the-numbers.com/movie/From-Russia-With-Love/United-Kingdom#tab=box-office,"$54,100,000",12/19/2022
3,Rest of World,,,,,,"$54,056,994",,https://www.the-numbers.com/movie/From-Russia-With-Love,,"$54,100,000",12/19/2022
0,Australia,11/5/2020,$403,1,1,3,$44,12/4/2020,https://www.the-numbers.com/movie/From-Russia-With-Love,https://www.the-numbers.com/movie/From-Russia-With-Love/Australia#tab=box-office,"$54,100,000",12/19/2022
1,New Zealand,11/19/2020,$0,0,8,9,$943,12/19/2022,https://www.the-numbers.com/movie/From-Russia-With-Love,https://www.the-numbers.com/movie/From-Russia-With-Love/New-Zealand#tab=box-office,"$54,100,000",12/19/2022
2,United Kingdom,4/24/2009,$0,0,104,121,"$42,019",5/1/2022,https://www.the-numbers.com/movie/From-Russia-With-Love,https://www.the-numbers.com/movie/From-Russia-With-Love/United-Kingdom#tab=box-office,"$54,100,000",12/19/2022
3,Rest of World,,,,,,"$54,056,994",,https://www.the-numbers.com/movie/From-Russia-With-Love,,"$54,100,000",12/19/2022
0,New Zealand,11/19/2020,$0,0,2,3,$864,10/19/2022,https://www.the-numbers.com/movie/Marnie,https://www.the-numbers.com/movie/Marnie/New-Zealand#tab=box-office,"$8,922",10/19/2022
1,South Korea,6/29/2019,"$2,902",6,6,6,"$8,058",7/11/2019,https://www.the-numbers.com/movie/Marnie,https://www.the-numbers.com/movie/Marnie/South-Korea#tab=box-office,"$8,922",10/19/2022
