,id,date,rank,gross,pct_change,theaters,per_theater,total_gross,kind,kind_num,pct_lw
0,https://www.the-numbers.com/movie/Dial-M-for-Murder-(1954),"Apr 9, 1999",72,"$12,562", ,1,"$12,562","  $12,562",weekend,"2,363",
0,https://www.the-numbers.com/movie/Rear-Window,"Sep 30, 1983",21,"$234,258", ,21,"$11,155","  $234,258",weekend,"1,518",
1,https://www.the-numbers.com/movie/Rear-Window,"Oct 7, 1983",21,"$230,000",-2%,16,"$14,375","  $585,652",weekend,"1,519",
2,https://www.the-numbers.com/movie/Rear-Window,"Oct 14, 1983",18,"$247,099",+7%,21,"$11,767","  $906,417",weekend,"1,520",
3,https://www.the-numbers.com/movie/Rear-Window,"Oct 21, 1983",19,"$261,170",+6%,34,"$7,681","  $1,279,844",weekend,"1,521",
4,https://www.the-numbers.com/movie/Rear-Window,"Oct 28, 1983",19,"$217,000",-17%,27,"$8,037","  $1,600,652",weekend,"1,522",
5,https://www.the-numbers.com/movie/Rear-Window,"Nov 4, 1983",20,"$309,350",+43%,46,"$6,725","  $2,007,831",weekend,"1,523",
6,https://www.the-numbers.com/movie/Rear-Window,"Nov 11, 1983",20,"$356,183",+15%,54,"$6,596","  $2,441,205",weekend,"1,524",
7,https://www.the-numbers.com/movie/Rear-Window,"Nov 18, 1983",18,"$385,609",+8%,108,"$3,570","  $2,899,373",weekend,"1,525",
8,https://www.the-numbers.com/movie/Rear-Window,"Nov 25, 1983",23,"$321,971",-17%,78,"$4,128","  $3,282,652",weekend,"1,526",
9,https://www.the-numbers.com/movie/Rear-Window,"Dec 2, 1983",21,"$230,000",-29%,93,"$2,473","  $3,728,652",weekend,"1,527",
10,https://www.the-numbers.com/movie/Rear-Window,"Dec 9, 1983",18,"$148,486",-35%,81,"$1,833","  $4,002,350",weekend,"1,528",
11,https://www.the-numbers.com/movie/Rear-Window,"Dec 16, 1983",24,"$78,000",-47%,42,"$1,857","  $4,107,652",weekend,"1,529",
12,https://www.the-numbers.com/movie/Rear-Window,"Dec 23, 1983",24,"$129,600",+66%,45,"$2,880","  $4,245,652",weekend,"1,530",
13,https://www.the-numbers.com/movie/Rear-Window,"Dec 30, 1983",24,"$249,318",+92%,57,"$4,374","  $4,605,766",weekend,"1,531",
14,https://www.the-numbers.com/movie/Rear-Window,"Jan 21, 2000",72,"$15,172", ,1,"$15,172","  $15,172",weekend,"2,369",
15,https://www.the-numbers.com/movie/Rear-Window,"Jan 28, 2000",53,"$42,793",+182%,3,"$14,264","  $69,318",weekend,"2,370",
16,https://www.the-numbers.com/movie/Rear-Window,"Feb 4, 2000",48,"$109,293",+155%,15,"$7,286","  $201,827",weekend,"2,371",
17,https://www.the-numbers.com/movie/Rear-Window,"Feb 11, 2000",46,"$134,990",+24%,17,"$7,941","  $396,940",weekend,"2,372",
18,https://www.the-numbers.com/movie/Rear-Window,"Feb 18, 2000",38,"$197,393",+46%,18,"$10,966","  $646,324",weekend,"2,373",
19,https://www.the-numbers.com/movie/Rear-Window,"Feb 25, 2000",39,"$132,130",-33%,22,"$6,006","  $844,714",weekend,"2,374",
20,https://www.the-numbers.com/movie/Rear-Window,"Mar 3, 2000",39,"$132,792",+1%,24,"$5,533","  $1,032,712",weekend,"2,375",
21,https://www.the-numbers.com/movie/Rear-Window,"Mar 10, 2000",41,"$105,989",-20%,27,"$3,926","  $1,186,709",weekend,"2,376",
22,https://www.the-numbers.com/movie/Rear-Window,"Mar 17, 2000",44,"$89,405",-16%,37,"$2,416","  $1,323,029",weekend,"2,377",
23,https://www.the-numbers.com/movie/Rear-Window,"Mar 24, 2000",47,"$65,879",-26%,39,"$1,689","  $1,421,650",weekend,"2,378",
24,https://www.the-numbers.com/movie/Rear-Window,"Mar 31, 2000",61,"$32,115",-51%,32,"$1,004","  $1,484,057",weekend,"2,379",
25,https://www.the-numbers.com/movie/Rear-Window,"Apr 7, 2000",69,"$25,339",-21%,26,$975,"  $1,520,776",weekend,"2,380",
