,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,International Releases:,Production/Financing Companies:,Video Release:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
46,https://www.the-numbers.com/movie/Nueve-Reinas,[],[],"$40,724 (3.3% of total gross)",11.06 (domestic box office/biggest weekend),9.9% (domestic box office/worldwide),"$1,500,000 (worldwide box office is 8.3 times production budget)","5 opening theaters/55 max. theaters, 8.2 weeks average run per theater","$1,930,102","April 19th, 2002 (Limited) by Sony Pictures Classics, released as Nine Queens",R for language.,114 minutes,vs. SherrybabyCreate your own comparison chart…,"Foreign Language, Confidence Men",Original Screenplay,Drama,Live Action,Contemporary Fiction,Argentina,Spanish,,,"October 1st, 2002 by Sony Pictures Home Entertainment, released as Nine Queens",,"$1,222,889","$11,190,000","$12,412,889",,
47,https://www.the-numbers.com/movie/Space-Station,[],"[['Toni Myers', 'Director'], ['Micky Erbe', 'Composer'], ['Maribeth Solomon', 'Composer'], ['Judy Carroll', 'Associate Producer'], ['James Neihouse', 'Cinematographer'], ['Graeme Ferguson', 'Co-Producer'], ['Toni Myers', 'Producer']]","$439,488 (0.5% of total gross)",128.72 (domestic box office/biggest weekend),73.7% (domestic box office/worldwide),,"24 opening theaters/64 max. theaters, 88.1 weeks average run per theater","$133,417,503","April 19th, 2002 (IMAX) by IMAX Films",Not Rated,47 minutes,vs. Fahrenheit 9/11Create your own comparison chart…,"IMAX: DMR, Space Program, 3-D, Voiceover/Narration",Based on Real Life Events,Documentary,Live Action,Factual,United States,English,"June 6th, 2002 (Limited), released as Space Station 3D (Australia)
December 2nd, 2016 (IMAX), released as Space Station 3D (New Zealand)
January 27th, 2023 (Wide), released as Space Station 3D (国际空间站) (China)
",,"July 19th, 2005 by IMAX Video",,"$93,231,060","$33,282,126","$126,513,186",,
48,https://www.the-numbers.com/movie/Lewis-and-Clark-Great-Journey-West,[],[],,,,,,,"April 20th, 2002 (IMAX)",,,Create your own comparison chart…,,,,Live Action,,United States,,,,,,n/a,"$23,000,000","$23,000,000",,
49,https://www.the-numbers.com/movie/Meitantei-Konan-Beka-Sutorito-no-borei-(2002-Japan),[],"[['Kenji Kodama', 'Director']]",,,,,,,,,107 minutes,Create your own comparison chart…,,Based on Comic/Graphic Novel,Thriller/Suspense,Live Action,Contemporary Fiction,Japan,Japanese,"April 20th, 2002 (Wide) (Japan)
April 4th, 2023 (Limited), released as Meitantei Konan: Bekâ Sutorîto no bôrei (名侦探柯南：贝克街的亡灵) (China)
",,,,n/a,"$8,320,000","$8,320,000",,
50,https://www.the-numbers.com/movie/Jason-X,[],[],"$6,649,006 (50.7% of total gross)",1.97 (domestic box office/biggest weekend),77.4% (domestic box office/worldwide),"$14,000,000 (worldwide box office is 1.2 times production budget)","1,878 opening theaters/1,879 max. theaters, 3.2 weeks average run per theater","$20,709,922","April 26th, 2002 (Wide) by New Line",R,,vs. MorganCreate your own comparison chart…,Slasher Horror,,Horror,Live Action,Contemporary Fiction,United States,,,,,Friday the 13th,"$13,121,555","$3,830,243","$16,951,798",,
51,https://www.the-numbers.com/movie/Life-or-Something-Like-It,"['Tony Shalhoub', 'Stockard Channing', 'Angelina Jolie', 'Edward Burns']","[['Stephen Herek', 'Director'], ['Scott Shepherd', 'Screenwriter'], ['Dana Stevens', 'Screenwriter'], ['Scott Shepherd', 'Story Creator'], ['Arnon Milchan', 'Producer'], ['John Davis', 'Producer'], ['Chi-Li Wong', 'Producer'], ['Toby Jaffe', 'Producer'], ['Ric Kidney', 'Executive Producer'], ['Ken Atchity', 'Executive Producer'], ['Teddy Zee', 'Executive Producer'], ['Bill Groom', 'Production Designer'], ['Trudy Ship', 'Editor'], ['David Newman', 'Composer'], ['Stephen H. Burum', 'Director of Photography']]","$6,219,234 (43.0% of total gross)",2.32 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 0.4 times production budget)","2,604 opening theaters/2,609 max. theaters, 3.1 weeks average run per theater","$22,804,396","April 26th, 2002 (Wide) by 20th Century Fox","PG-13 for sexual content, brief violence and language",104 minutes,vs. Life as We Know ItCreate your own comparison chart…,"News, Romance",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,,"Regency Enterprises, Davis Entertainment, New Regency","October 15th, 2002 by 20th Century Studios",,"$14,448,589",,,,
52,https://www.the-numbers.com/movie/Deuces-Wild,[],"[['Scott Kalvert', 'Director'], ['Paul Kimatian', 'Screenwriter'], ['Christopher Gambale', 'Screenwriter']]","$2,704,682 (44.7% of total gross)",2.23 (domestic box office/biggest weekend),96.8% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 0.6 times production budget)","1,480 opening theaters/1,480 max. theaters, 2.6 weeks average run per theater","$9,540,294","May 3rd, 2002 (Wide) by MGM",R,98 minutes,vs. SparkleCreate your own comparison chart…,"Crime Drama, Crime, Gangs, Gang Warfare, Drug Overdose, Death of a Sibling, Life on the Outside, Set in Brooklyn, Epilogue",Original Screenplay,Drama,Live Action,Historical Fiction,,,,,,,"$6,044,618","$200,000","$6,244,618",,
53,https://www.the-numbers.com/movie/Hollywood-Ending,[],"[['Woody Allen', 'Director'], ['Woody Allen', 'Screenwriter']]","$2,017,981 (41.7% of total gross)",2.40 (domestic box office/biggest weekend),32.6% (domestic box office/worldwide),"$16,000,000 (worldwide box office is 0.9 times production budget)","765 opening theaters/772 max. theaters, 3.2 weeks average run per theater","$7,638,060","May 3rd, 2002 (Wide) by Dreamworks SKG",PG-13 for some drug references and sexual material,,vs. The Perfect MatchCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,,,,,,"$4,839,383","$10,000,000","$14,839,383",,
54,https://www.the-numbers.com/movie/Spider-Man,"['Willem Dafoe', 'Kirsten Dunst', 'James Franco', 'Cliff Robertson', 'Rosemary Harris', 'J.K. Simmons', 'Joe Manganiello', 'Gerry Becker', 'Bill Nunn', 'Jack Betts', 'Stanley Anderson', 'Ron Perkins', 'Tobey Maguire']","[['Sam Raimi', 'Director'], ['Laura Ziskin', 'Producer'], ['Ian Bryce', 'Producer'], ['Avi Arad', 'Executive Producer'], ['Stan Lee', 'Executive Producer'], ['David Koepp', 'Screenwriter'], ['Stan Lee', 'Story Creator'], ['Steve Ditko', 'Story Creator'], ['Don Burgess', 'Cinematographer'], ['Neil Spisak', 'Production Designer'], ['Bob Murawski', 'Editor'], ['Arthur Coburn', 'Editor'], ['Danny Elfman', 'Composer']]","$114,844,116 (28.4% of total gross)",3.52 (domestic box office/biggest weekend),49.1% (domestic box office/worldwide),"$139,000,000 (worldwide box office is 5.9 times production budget)","3,615 opening theaters/3,876 max. theaters, 8.1 weeks average run per theater","$637,175,121","May 3rd, 2002 (Wide) by Sony Pictures",PG-13 for stylized violence and action.,121 minutes,vs. Spider-Man 2Create your own comparison chart…,"Death of Other Extended Family, Visual Effects, Marvel Comics, Hallucinations, Mental Illness, Split Personality, Filmed in Sony Pictures Studios, Culver City, CA, Filmed in Culver City, CA, Filmed in Los Angeles County, CA, Filmed in California, United States, Filmed in United States, Filmed in Downey, CA, Filmed in The Natural History Museum of Los Angeles County, Los Angeles, CA, Filmed in Queens, New York, NY, Filmed in New York, United States, Filmed in New York, NY, Filmed in Columbia University, New York, NY, Filmed in New York Public Library, New York, NY, Filmed in Moondance Diner, New York, NY, Filmed in Dorsey High School, Los Angeles, CA, Filmed in Tudor City, New York, NY, Filmed in Greystone Mansion, Beverly Hills, CA, Filmed in Beverly Hills, CA, Filmed in Flatiron Building, New York, NY, Filmed in Pacific Electric Building, Los Angeles, CA, Filmed in Rockefeller Center, New York, NY, Filmed in Queensboro Bridge, New York, NY, Filmed in Bellflower, CA, Filmed in Times Square, New York, NY, Filmed in Downtown Los Angeles, CA, Filmed in Warner Bros. Studios, Burbank, CA, Filmed in Burbank, CA",Based on Comic/Graphic Novel,Adventure,Live Action,Super Hero,United States,English,"June 6th, 2002 (Wide) (Australia)
","Columbia Pictures, Marvel Studios, Laura Ziskin Productions","November 1st, 2002 by Sony Pictures Home EntertainmentNovember 25th, 2002 by Sony Pictures",Spider-Man,"$403,706,375","$418,000,000","$821,706,375",,
55,https://www.the-numbers.com/movie/Unfaithful-(2002),"['Oliver Martinez', 'Erik Per Sullivan', 'Richard Gere', 'Diane Lane']","[['Adrian Lyne', 'Director']]","$14,065,277 (26.7% of total gross)",3.75 (domestic box office/biggest weekend),44.3% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 2.4 times production budget)","2,613 opening theaters/2,625 max. theaters, 4.8 weeks average run per theater","$83,259,923","May 8th, 2002 (Wide) by 20th Century Fox","R for sexuality, language and a scene of violence.",124 minutes,vs. The Boy Next DoorCreate your own comparison chart…,"Psychological Thriller, Relationships Gone Wrong, Infidelity, Love Triangle, Cover Up, Death of a Girlfriend / Boyfriend, Killing a Romantic Rival, Crime of Passion, Erotic Thriller",Remake,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,,Regency Enterprises,"December 17th, 2002 by 20th Century Studios",,"$52,752,475","$66,362,019","$119,114,494",,
56,https://www.the-numbers.com/movie/New-Guy-The,[],"[['Ed Decter', 'Director']]","$9,007,833 (31.1% of total gross)",3.22 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$13,000,000 (worldwide box office is 2.2 times production budget)","2,687 opening theaters/2,687 max. theaters, 4.0 weeks average run per theater","$45,727,186","May 10th, 2002 (Wide) by Sony Pictures","PG-13 for sexual content, language, crude humor and mild drug references",88 minutes,vs. Fun Size Create your own comparison chart…,"New Guy/Girl in School, Farcical / Slapstick Comedy, Romance, Life on the Outside, Breaking the Fourth Wall, Prison, Bullies",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,,"January 7th, 2003 by Sony Pictures Home Entertainment",,"$28,972,187",,,,
57,https://www.the-numbers.com/movie/Star-Wars-Ep-II-Attack-of-the-Clones,"['Ian McDiarmid', 'Samuel L. Jackson', 'Christopher Lee', 'Frank Oz', 'Kenny Baker', 'Anthony Daniels', 'Ewan McGregor', 'Natalie Portman', 'Hayden Christensen']","[['George Lucas', 'Director'], ['George Lucas', 'Screenwriter'], ['Jonathan Hales', 'Screenwriter'], ['Rick McCallum', 'Producer'], ['John Williams', 'Composer']]","$80,027,814 (25.8% of total gross)",3.88 (domestic box office/biggest weekend),47.3% (domestic box office/worldwide),"$115,000,000 (worldwide box office is 5.7 times production budget)","3,161 opening theaters/3,161 max. theaters, 7.9 weeks average run per theater","$490,345,209","May 16th, 2002 (Wide) by 20th Century Fox",PG for sustained of sci-fi action/violence,143 minutes,vs. Star Wars Ep. I: The Phantom MenaceCreate your own comparison chart…,"Visual Effects, Cloning, IMAX: DMR, Good vs. Evil, Space Opera, Civil War, Assassination, Political Assassination, Political",Original Screenplay,Adventure,Animation/Live Action,Science Fiction,United States,English,"May 16th, 2002 (Wide) (Australia)
",Lucasfilm,"March 22nd, 2005 by Fox Home Entertainment, released as Star Wars - Episode II, Attack of the Clones",Star Wars,"$310,676,740","$346,018,875","$656,695,615",,
58,https://www.the-numbers.com/movie/About-a-Boy-(2002),['Rachel Weisz'],"[['Jane Rosenthal', 'Producer'], ['Robert De Niro', 'Producer'], ['Brad Epstein', 'Producer'], ['Tim Bevan', 'Producer'], ['Eric Fellner', 'Producer'], ['Nick Hornby', 'Executive Producer'], ['Lynn Harris', 'Executive Producer'], ['Nicky Kentish-Barnes', 'Co-Producer'], ['Paul Weitz', 'Director'], ['Chris Weitz', 'Director'], ['Peter Hedges', 'Screenwriter'], ['Chris Weitz', 'Screenwriter'], ['Paul Weitz', 'Screenwriter']]","$8,557,630 (21.0% of total gross)",4.77 (domestic box office/biggest weekend),31.2% (domestic box office/worldwide),"$27,000,000 (worldwide box office is 4.8 times production budget)","1,207 opening theaters/1,756 max. theaters, 5.4 weeks average run per theater","$64,399,910","May 17th, 2002 (Wide) by Universal",PG-13 for brief strong language and some thematic elements,100 minutes,vs. Love ActuallyCreate your own comparison chart…,Romance,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,United Kingdom,English,,"Working Title Films, Tribeca Film","June 3rd, 2003 by Universal Home Entertainment",,"$40,803,000","$89,956,651","$130,759,651",,
59,https://www.the-numbers.com/movie/Importance-of-Being-Earnest-The,[],"[['Oliver Parker', 'Director'], ['Oliver Parker', 'Screenwriter'], ['Oscar Wilde', 'Story Creator']]","$398,662 (4.8% of total gross)",10.83 (domestic box office/biggest weekend),96.7% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 0.6 times production budget)","38 opening theaters/216 max. theaters, 11.3 weeks average run per theater","$13,223,323","May 22nd, 2002 (Wide) by Miramax",PG for mild sensuality,97 minutes,vs. Radio DaysCreate your own comparison chart…,"Comedy Drama, Romance, False Identity, 1890s, Love Triangle, Relationships Gone Wrong",Based on Play,Comedy,Live Action,Historical Fiction,"United Kingdom, United States","English, German","July 4th, 2002 (Wide) (Australia)
",,,,"$8,378,141","$289,068","$8,667,209",,
60,https://www.the-numbers.com/movie/Enough,[],"[['Michael Apted', 'Director'], ['David Arnold', 'Composer']]","$14,009,653 (35.8% of total gross)",2.80 (domestic box office/biggest weekend),76.9% (domestic box office/worldwide),"$38,000,000 (worldwide box office is 1.3 times production budget)","2,623 opening theaters/2,623 max. theaters, 3.8 weeks average run per theater","$61,833,915","May 24th, 2002 (Wide) by Sony Pictures","PG-13 for intense scenes of domestic violence, some sensuality and language",,vs. Liar LiarCreate your own comparison chart…,"Revenge, Crime Thriller, Relationships Gone Wrong, Domestic Abuse, Secret Identity, Fugitive / On the Run",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,,,,"October 8th, 2002 by Sony Pictures Home Entertainment",,"$39,177,215","$11,793,445","$50,970,660",,
61,https://www.the-numbers.com/movie/Insomnia-(2002),"['Hilary Swank', 'Maura Tierney', 'Martin Donovan', 'Nicky Katt', 'Paul Dooley', 'Al Pacino', 'Robin Williams']","[['Christopher Nolan', 'Director'], ['Hillary Seitz', 'Screenwriter'], ['Paul Junger Witt', 'Producer'], ['Edward L. McDonnell', 'Producer'], ['Broderick Johnson', 'Producer'], ['Andrew Kosove', 'Producer'], ['George Clooney', 'Executive Producer'], ['Steven Soderbergh', 'Executive Producer'], ['Tony Thomas', 'Executive Producer'], ['Kim Roth', 'Executive Producer'], ['Charles J.D. Schlissel', 'Executive Producer'], ['Nathan Crowley', 'Production Designer'], ['Dody Dorn', 'Editor'], ['David Julyan', 'Composer'], ['Marci Liroff', 'Casting Director']]","$20,930,169 (31.1% of total gross)",3.21 (domestic box office/biggest weekend),59.2% (domestic box office/worldwide),"$46,000,000 (worldwide box office is 2.5 times production budget)","2,610 opening theaters/2,610 max. theaters, 5.4 weeks average run per theater","$106,162,365","May 24th, 2002 (Wide) by Warner Bros.","R for language, some violence and brief nudity",118 minutes,vs. Batman BeginsCreate your own comparison chart…,"Film Noir, Crime Thriller, Insomnia, Faulty Memory, Internal Affairs, Accidental Death, Covering Up an Accidental Death",Remake,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,,Alcon Entertainment,,,"$67,263,182","$46,359,317","$113,622,499",,
62,https://www.the-numbers.com/movie/Spirit-Stallion-of-the-Cimarron,[],"[['Kelly Asbury', 'Director'], ['Lorna Cook', 'Director'], ['Mirelle Soria', 'Producer'], ['Jeffrey Katzenberg', 'Producer'], ['John Fusco', 'Screenwriter'], ['Bryan Adams', 'Song Writer'], ['Hans Zimmer', 'Composer']]","$17,770,036 (24.3% of total gross)",4.12 (domestic box office/biggest weekend),68.7% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 1.3 times production budget)","3,317 opening theaters/3,362 max. theaters, 5.4 weeks average run per theater","$115,556,690","May 24th, 2002 (Wide) by Dreamworks SKG",G,84 minutes,vs. Lilo & StitchCreate your own comparison chart…,"Voiceover/Narration, Animal Lead, Native Americans, Land Developer",Original Screenplay,Adventure,Hand Animation,Kids Fiction,United States,English,,DreamWorks Animation,"May 18th, 2010 by Dreamworks Animated Video, released as Spirit: Stallion of Cimarron",,"$73,215,310","$33,300,000","$106,515,310",,
63,https://www.the-numbers.com/movie/Sum-of-All-Fears-The,"['James Cromwell', 'Liev Schreiber', 'Alan Bates', 'Philip Baker Hall', 'Ron Rifkin', 'Bruce McGill', 'Ben Affleck', 'Morgan Freeman']","[['Phil Alden Robinson', 'Director'], ['Mace Neufeld', 'Producer'], ['Paul Attanasio', 'Screenwriter'], ['Daniel Pyne', 'Screenwriter'], ['Tom Clancy', 'Story Creator'], ['Stratton Leopold', 'Executive Producer'], ['Tom Clancy', 'Executive Producer'], ['John Lindley', 'Director of Photography'], ['Jeannine Oppewall', 'Production Designer'], ['Neil Travis', 'Editor'], ['Marie-Sylvie Deveau', 'Costume Designer'], ['Jerry Goldsmith', 'Composer']]","$31,178,526 (26.3% of total gross)",3.80 (domestic box office/biggest weekend),61.2% (domestic box office/worldwide),"$68,000,000 (worldwide box office is 2.8 times production budget)","3,183 opening theaters/3,230 max. theaters, 6.3 weeks average run per theater","$186,984,846","May 31st, 2002 (Wide) by Paramount Pictures","PG-13 for violence, disaster images and brief strong language",124 minutes,vs. Clear and Present DangerCreate your own comparison chart…,"Terrorism, Prologue, Prequel, Neo Nazis, Delayed Sequel, Sequel With Lead Character Recast, Intertitle",Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,United States,English,,Mace Neufeld,"October 29th, 2002 by Paramount Home Video, released as Sum of All Fears, The",Jack Ryan,"$118,471,320","$75,028,680","$193,500,000",,
64,https://www.the-numbers.com/movie/Undercover-Brother,"['Chris Kattan', 'Dave Chappelle', 'Neil Patrick Harris', 'Chi McBride', 'Billy Dee Williams', 'Eddie Griffin', 'Denise Richards', 'Aunjanue Ellis']","[['Malcolm D. Lee', 'Director']]","$12,037,685 (31.5% of total gross)",3.18 (domestic box office/biggest weekend),93.7% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 1.6 times production budget)","2,167 opening theaters/2,169 max. theaters, 4.1 weeks average run per theater","$60,339,600","May 31st, 2002 (Wide) by Universal","PG-13 for language, sexual humor, drug content and campy violence.",88 minutes,vs. Black DynamiteCreate your own comparison chart…,"Spoof, Undercover, African Americans, Action Comedy, Interracial Romance, Romance, Conspiracy Theory, Secret Societies",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,"February 14th, 2003 (Wide) (United Kingdom)
",,,,"$38,230,435","$2,565,710","$40,796,145",,
65,https://www.the-numbers.com/movie/Bad-Company-(2002),"['Gabriel Macht', 'Anthony Hopkins', 'Chris Rock']","[['Joel Schumacher', 'Director'], ['Trevor Rabin', 'Composer']]","$11,007,367 (36.5% of total gross)",2.74 (domestic box office/biggest weekend),43.6% (domestic box office/worldwide),"$70,000,000 (worldwide box office is 1.0 times production budget)","2,944 opening theaters/2,944 max. theaters, 3.4 weeks average run per theater","$47,597,215","June 7th, 2002 (Wide) by Walt Disney","PG-13 for intense sequences of violent action, some sensuality and language.",116 minutes,vs. Hearts in AtlantisCreate your own comparison chart…,"Action Comedy, Twins, Death of a Twin, Death of a Sibling, Same Actor, Multiple Roles, Buddy Cop, Separated at Birth, C.I.A., Undercover, Arms Dealer, Russian Mafia, Terrorism, Delayed Release",Original Screenplay,Action,Live Action,Contemporary Fiction,"Czech Republic, United States",English,,,,,"$30,157,016","$39,000,000","$69,157,016",,
66,https://www.the-numbers.com/movie/Divine-Secrets-of-the-Ya-Ya-Sisterhood-The,"['Sandra Bullock', 'Maggie Smith']","[['Callie Khouri', 'Director']]","$16,167,412 (23.2% of total gross)",4.30 (domestic box office/biggest weekend),94.3% (domestic box office/worldwide),"$27,000,000 (worldwide box office is 2.7 times production budget)","2,507 opening theaters/2,507 max. theaters, 6.0 weeks average run per theater","$109,829,356","June 7th, 2002 (Wide) by Warner Bros.","PG-13 for mature thematic elements, language, and brief sensuality.",116 minutes,vs. Big Stone GapCreate your own comparison chart…,"Comedy Drama, Dysfunctional Family, 1930s, Set in Louisiana, Set in New York City, Set in New York, Same Role, Multiple Actors, Non-Chronological, F-Rated, Relationships Gone Wrong, Child Abuse, Addiction",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,United States,English,,,,,"$69,586,544","$4,240,224","$73,826,768",,
67,https://www.the-numbers.com/movie/Bourne-Identity-The,"['Chris Cooper', 'Clive Owen', 'Brian Cox', 'Adewale Akinnuoye-Agbaje', 'Matt Damon', 'Franka Potente']","[['Doug Liman', 'Director'], ['Tony Gilroy', 'Screenwriter'], ['William Blake Herron', 'Screenwriter'], ['Frank Marshall', 'Executive Producer'], ['Robert Ludlum', 'Executive Producer'], ['Robert Ludlum', 'Story Creator'], ['Doug Liman', 'Producer'], ['Patrick Crowley', 'Producer'], ['Richard N. Gladstein', 'Producer'], ['Oliver Wood', 'Director of Photography'], ['Dan Weil', 'Production Designer'], ['Saar Klein', 'Editor'], ['Peter Donen', 'Visual Effects Supervisor'], ['Julianne Jordan', 'Music Supervisor'], ['John Powell', 'Composer']]","$27,118,640 (22.3% of total gross)",4.48 (domestic box office/biggest weekend),56.7% (domestic box office/worldwide),"$60,000,000 (worldwide box office is 3.6 times production budget)","2,638 opening theaters/2,663 max. theaters, 7.8 weeks average run per theater","$191,716,062","June 14th, 2002 (Wide) by Universal",PG-13 for violence and some language,118 minutes,vs. Jason BourneCreate your own comparison chart…,"Secret Agent, Faulty Memory, Fugitive / On the Run",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,,The Kennedy/Marshall Company,"January 21st, 2003 by Universal Home Entertainment, released as Bourne Identity, The",Bourne,"$121,468,960","$92,888,411","$214,357,371",,
68,https://www.the-numbers.com/movie/Scooby-Doo-(2002),"['Miguel A. Núñez, Jr.', 'Rowan Atkinson', 'Freddie Prinze, Jr.', 'Sarah Michelle Gellar', 'Matthew Lillard', 'Linda Cardellini']","[['Raja Gosnell', 'Director'], ['David Newman', 'Composer'], ['James Gunn', 'Screenwriter'], ['Charles Roven', 'Producer'], ['Richard Suckle', 'Producer'], ['Robert Engelman', 'Executive Producer'], ['Andrew Mason', 'Executive Producer'], ['Kelley Smith-Wait', 'Executive Producer'], ['William Hanna', 'Executive Producer'], ['Joseph Barbera', 'Executive Producer']]","$54,155,312 (35.3% of total gross)",2.83 (domestic box office/biggest weekend),55.5% (domestic box office/worldwide),"$84,000,000 (worldwide box office is 3.3 times production budget)","3,447 opening theaters/3,447 max. theaters, 6.1 weeks average run per theater","$241,946,204","June 14th, 2002 (Wide) by Warner Bros.",PG,86 minutes,vs. Chicken LittleCreate your own comparison chart…,"Live Action Cartoon, Animal Lead",Based on TV,Adventure,Live Action,Kids Fiction,United States,English,,Mosaic Media,"October 11th, 2002 by Warner Home Video",Scooby-Doo,"$153,294,164","$123,000,000","$276,294,164",,
69,https://www.the-numbers.com/movie/Windtalkers,"['Peter Stormare', 'Noah Emmerich', 'Mark Ruffalo', 'Brian Van Holt', 'Roger Willie', 'Frances O’Connor', 'Christian Slater', 'Nicolas Cage', 'Adam Beach']","[['John Woo', 'Director'], ['John Rice', 'Screenwriter'], ['Joe Batteer', 'Screenwriter'], ['John Woo', 'Producer'], ['Terence Chang', 'Producer'], ['Tracie Graham', 'Producer'], ['Alison Rosenzweig', 'Producer'], ['C.O. Erickson', 'Executive Producer'], ['John J. Smith', 'Line Producer'], ['Richard Stenta', 'Line Producer'], ['Jeffrey Kimball', 'Director of Photography'], ['Holger Gross', 'Production Designer'], ['Steven Kemper', 'Editor'], ['Jeff Gullo', 'Editor'], ['Tom Rolf', 'Editor'], ['Kevin Yagher', 'Special Make-up Effects'], ['Caroline Macaulay', 'Co-Producer'], ['Arthur Anderson', 'Co-Producer'], ['James Horner', 'Composer']]","$14,520,412 (35.5% of total gross)",2.82 (domestic box office/biggest weekend),52.7% (domestic box office/worldwide),"$115,000,000 (worldwide box office is 0.7 times production budget)","2,898 opening theaters/2,898 max. theaters, 4.6 weeks average run per theater","$64,575,213","June 14th, 2002 (Wide) by MGM","R for pervasive graphic war violence, and for language",134 minutes,vs. Inglourious BasterdsCreate your own comparison chart…,World War II,Original Screenplay,Action,Live Action,Historical Fiction,United States,English,,Metro-Goldwyn-Mayer Pictures,"February 4th, 2003 by MGM Video",,"$40,914,068","$36,714,197","$77,628,265",,
70,https://www.the-numbers.com/movie/Juwanna-Man,"['Miguel A. Núñez, Jr.', 'Vivica Fox', 'Kevin Pollak', 'Tommy Davidson', 'Kim Wayans', 'Ginuwine', ""Lil' Kim""]","[['Jesse Vaughan', 'Director'], ['Bradley Allenstein', 'Screenwriter'], ['Bill Gerber', 'Producer'], ['James Robinson', 'Producer'], ['Jonathan A. Zimbert', 'Executive Producer'], ['Ralph Singleton', 'Executive Producer'], ['Eve Cauley Turner*', 'Production Designer']]","$5,474,270 (40.3% of total gross)",2.48 (domestic box office/biggest weekend),98.5% (domestic box office/worldwide),"$15,600,000 (worldwide box office is 0.9 times production budget)","1,325 opening theaters/1,325 max. theaters, 3.4 weeks average run per theater","$21,420,570","June 21st, 2002 (Wide) by Warner Bros.",PG-13 for language and sex-related material,91 minutes,vs. The Best Man HolidayCreate your own comparison chart…,"Cross-Dressing, Basketball, Sports Comedy, Romance, Riches to Rags, Relationships Gone Wrong, Comeback",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,,,,"$13,571,817","$200,000","$13,771,817",,
71,https://www.the-numbers.com/movie/Lilo-and-Stitch,"['Daveigh Chase', 'Chris Sanders']","[['Chris Sanders', 'Director'], ['Chris Sanders', 'Screenwriter'], ['Dean DeBlois', 'Screenwriter'], ['Clark Spencer', 'Producer'], ['Chris Sanders', 'Story Creator'], ['Darren Holmes', 'Editor'], ['Alan Silvestri', 'Composer']]","$35,260,212 (24.2% of total gross)",4.13 (domestic box office/biggest weekend),59.3% (domestic box office/worldwide),"$80,000,000 (worldwide box office is 3.1 times production budget)","3,191 opening theaters/3,222 max. theaters, 7.7 weeks average run per theater","$230,073,127","June 21st, 2002 (Wide) by Walt Disney",PG for mild sci-fi action,85 minutes,vs. Treasure PlanetCreate your own comparison chart…,"Genetic Engineering, Mad Scientist, Dysfunctional Family, Foster Family, Young Child Dealing with the Death of a Parent, Intertitle, Invented Language, Prologue, Directing Yourself, Screenplay Written By the Star, Epilogue",Original Screenplay,Adventure,Hand Animation,Kids Fiction,United States,"English, Hawaiian","September 19th, 2022 (Limited) (New Zealand)
","Walt Disney Pictures, Clark Spencer","December 3rd, 2002 by Walt Disney Home Entertainment",Lilo and Stitch,"$145,771,527","$100,028,470","$245,799,997",,
