,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,8/17/2018,"$147,378",206,206,282,"$338,868",10/20/2022,https://www.the-numbers.com/movie/Grease,https://www.the-numbers.com/movie/Grease/Australia#tab=box-office,"$205,658,547",1/9/2023
1,Mexico,8/24/2018,"$305,559",0,0,0,"$306,090",9/1/2018,https://www.the-numbers.com/movie/Grease,https://www.the-numbers.com/movie/Grease/Mexico#tab=box-office,"$205,658,547",1/9/2023
2,New Zealand,8/16/2018,$0,0,2,12,"$3,299",1/9/2023,https://www.the-numbers.com/movie/Grease,https://www.the-numbers.com/movie/Grease/New-Zealand#tab=box-office,"$205,658,547",1/9/2023
3,Slovakia,6/16/1978,$0,0,1,1,"$4,725",7/27/2021,https://www.the-numbers.com/movie/Grease,https://www.the-numbers.com/movie/Grease/Slovakia#tab=box-office,"$205,658,547",1/9/2023
4,Spain,6/15/2018,$0,0,1,2,"$48,689",5/26/2022,https://www.the-numbers.com/movie/Grease,https://www.the-numbers.com/movie/Grease/Spain#tab=box-office,"$205,658,547",1/9/2023
5,United Kingdom,9/14/1978,$0,0,18,25,"$811,925",12/2/2020,https://www.the-numbers.com/movie/Grease,https://www.the-numbers.com/movie/Grease/United-Kingdom#tab=box-office,"$205,658,547",1/9/2023
6,Rest of World,,,,,,"$204,144,951",,https://www.the-numbers.com/movie/Grease,,"$205,658,547",1/9/2023
0,Australia,8/17/2018,"$147,378",206,206,282,"$338,868",10/20/2022,https://www.the-numbers.com/movie/Grease,https://www.the-numbers.com/movie/Grease/Australia#tab=box-office,"$205,658,547",1/9/2023
1,Mexico,8/24/2018,"$305,559",0,0,0,"$306,090",9/1/2018,https://www.the-numbers.com/movie/Grease,https://www.the-numbers.com/movie/Grease/Mexico#tab=box-office,"$205,658,547",1/9/2023
2,New Zealand,8/16/2018,$0,0,2,12,"$3,299",1/9/2023,https://www.the-numbers.com/movie/Grease,https://www.the-numbers.com/movie/Grease/New-Zealand#tab=box-office,"$205,658,547",1/9/2023
3,Slovakia,6/16/1978,$0,0,1,1,"$4,725",7/27/2021,https://www.the-numbers.com/movie/Grease,https://www.the-numbers.com/movie/Grease/Slovakia#tab=box-office,"$205,658,547",1/9/2023
4,Spain,6/15/2018,$0,0,1,2,"$48,689",5/26/2022,https://www.the-numbers.com/movie/Grease,https://www.the-numbers.com/movie/Grease/Spain#tab=box-office,"$205,658,547",1/9/2023
5,United Kingdom,9/14/1978,$0,0,18,25,"$811,925",12/2/2020,https://www.the-numbers.com/movie/Grease,https://www.the-numbers.com/movie/Grease/United-Kingdom#tab=box-office,"$205,658,547",1/9/2023
6,Rest of World,,,,,,"$204,144,951",,https://www.the-numbers.com/movie/Grease,,"$205,658,547",1/9/2023
0,Italy,6/8/2023,"$7,202",0,0,0,"$7,202",6/12/2023,https://www.the-numbers.com/movie/National-Lampoons-Animal-House,https://www.the-numbers.com/movie/National-Lampoons-Animal-House/Italy#tab=box-office,"$7,202",6/12/2023
0,Italy,6/8/2023,"$7,202",0,0,0,"$7,202",6/12/2023,https://www.the-numbers.com/movie/National-Lampoons-Animal-House,https://www.the-numbers.com/movie/National-Lampoons-Animal-House/Italy#tab=box-office,"$7,202",6/12/2023
0,New Zealand,10/9/2020,$134,1,1,1,$134,10/19/2022,https://www.the-numbers.com/movie/Midnight-Express,https://www.the-numbers.com/movie/Midnight-Express/New-Zealand#tab=box-office,$134,10/19/2022
0,New Zealand,10/9/2020,$134,1,1,1,$134,10/19/2022,https://www.the-numbers.com/movie/Midnight-Express,https://www.the-numbers.com/movie/Midnight-Express/New-Zealand#tab=box-office,$134,10/19/2022
0,Australia,9/22/2017,$0,0,5,7,"$7,265",9/15/2020,https://www.the-numbers.com/movie/Death-on-the-Nile,https://www.the-numbers.com/movie/Death-on-the-Nile/Australia#tab=box-office,"$7,517",10/19/2022
1,Mexico,2/11/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Death-on-the-Nile,https://www.the-numbers.com/movie/Death-on-the-Nile/Mexico#tab=box-office,"$7,517",10/19/2022
2,New Zealand,4/14/2018,$0,0,2,6,$252,10/19/2022,https://www.the-numbers.com/movie/Death-on-the-Nile,https://www.the-numbers.com/movie/Death-on-the-Nile/New-Zealand#tab=box-office,"$7,517",10/19/2022
0,Australia,9/22/2017,$0,0,5,7,"$7,265",9/15/2020,https://www.the-numbers.com/movie/Death-on-the-Nile,https://www.the-numbers.com/movie/Death-on-the-Nile/Australia#tab=box-office,"$7,517",10/19/2022
1,Mexico,2/11/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Death-on-the-Nile,https://www.the-numbers.com/movie/Death-on-the-Nile/Mexico#tab=box-office,"$7,517",10/19/2022
2,New Zealand,4/14/2018,$0,0,2,6,$252,10/19/2022,https://www.the-numbers.com/movie/Death-on-the-Nile,https://www.the-numbers.com/movie/Death-on-the-Nile/New-Zealand#tab=box-office,"$7,517",10/19/2022
0,New Zealand,10/28/2021,$384,1,1,1,$384,10/20/2022,https://www.the-numbers.com/movie/Halloween-(1978),https://www.the-numbers.com/movie/Halloween-(1978)/New-Zealand#tab=box-office,"$23,000,000",10/20/2022
1,United Kingdom,10/10/2018,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Halloween-(1978),https://www.the-numbers.com/movie/Halloween-(1978)/United-Kingdom#tab=box-office,"$23,000,000",10/20/2022
2,Rest of World,,,,,,"$22,999,616",,https://www.the-numbers.com/movie/Halloween-(1978),,"$23,000,000",10/20/2022
0,New Zealand,10/28/2021,$384,1,1,1,$384,10/20/2022,https://www.the-numbers.com/movie/Halloween-(1978),https://www.the-numbers.com/movie/Halloween-(1978)/New-Zealand#tab=box-office,"$23,000,000",10/20/2022
