,url,cast,crew,Domestic Share:,Production Budget:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Domestic Box Office
0,https://www.the-numbers.com/movie/20000-Leagues-Under-the-Sea-(1916),['Allen Holubar'],"[['Stuart Paton', 'Director'], ['Jules Verne', 'Story Creator']]",100.0% (domestic box office/worldwide),"$200,000 (worldwide box office is 40.0 times production budget)","December 24th, 1916 (Wide)","January 12th, 2009 by Triad Productions LLC",Not Rated Passed,86 minutes,vs. The Birth of a NationCreate your own comparison chart…,Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction,Universal Pictures,United States,English,"$8,000,000"
