,id,date,rank,gross,pct_change,theaters,per_theater,total_gross,kind,kind_num,pct_lw
0,https://www.the-numbers.com/movie/Couch-Trip-The,"Jan 15, 1988",7,"$3,351,891", ,"1,332","$2,516","  $3,351,891",weekend,1,
1,https://www.the-numbers.com/movie/Couch-Trip-The,"Jan 22, 1988",8,"$2,089,062",-38%,"1,331","$1,570","  $6,594,950",weekend,2,
2,https://www.the-numbers.com/movie/Couch-Trip-The,"Jan 29, 1988",8,"$1,443,703",-31%,"1,277","$1,131","  $8,682,737",weekend,3,
0,https://www.the-numbers.com/movie/Couch-Trip-The,"Jan 15, 1988",7,"$4,505,888", ,"1,332","$3,383","  $4,505,888",daily,1,
1,https://www.the-numbers.com/movie/Couch-Trip-The,"Jan 22, 1988",7,"$2,733,146",-39%,"1,331","$2,053","  $7,239,034",daily,2,
0,https://www.the-numbers.com/movie/Couch-Trip-The,"Jan 15, 1988",7,"$4,505,888", ,"1,332","$3,383","  $4,505,888",weekly,1,
1,https://www.the-numbers.com/movie/Couch-Trip-The,"Jan 22, 1988",7,"$2,733,146",-39%,"1,331","$2,053","  $7,239,034",weekly,2,
0,https://www.the-numbers.com/movie/For-Keeps,"Jan 15, 1988",4,"$4,839,790", ,922,"$5,249","  $4,839,790",weekend,1,
1,https://www.the-numbers.com/movie/For-Keeps,"Jan 22, 1988",4,"$2,870,168",-41%,959,"$2,993","  $8,933,967",weekend,2,
2,https://www.the-numbers.com/movie/For-Keeps,"Jan 29, 1988",4,"$2,296,750",-20%,958,"$2,397","  $11,813,717",weekend,3,
3,https://www.the-numbers.com/movie/For-Keeps,"Feb 5, 1988",7,"$1,378,050",-40%,958,"$1,438","  $13,638,767",weekend,4,
0,https://www.the-numbers.com/movie/For-Keeps,"Jan 15, 1988",4,"$6,063,799", ,922,"$6,577","  $6,063,799",daily,1,
1,https://www.the-numbers.com/movie/For-Keeps,"Jan 22, 1988",4,"$3,453,168",-43%,959,"$3,601","  $9,516,967",daily,2,
2,https://www.the-numbers.com/movie/For-Keeps,"Jan 29, 1988",5,"$2,743,750",-21%,958,"$2,864","  $12,260,717",daily,3,
0,https://www.the-numbers.com/movie/For-Keeps,"Jan 15, 1988",4,"$6,063,799", ,922,"$6,577","  $6,063,799",weekly,1,
1,https://www.the-numbers.com/movie/For-Keeps,"Jan 22, 1988",4,"$3,453,168",-43%,959,"$3,601","  $9,516,967",weekly,2,
2,https://www.the-numbers.com/movie/For-Keeps,"Jan 29, 1988",5,"$2,743,750",-21%,958,"$2,864","  $12,260,717",weekly,3,
0,https://www.the-numbers.com/movie/Return-of-the-Living-Dead-Part-II,"Jan 15, 1988",5,"$3,647,254", ,"1,467","$2,486","  $3,647,254",weekend,1,
1,https://www.the-numbers.com/movie/Return-of-the-Living-Dead-Part-II,"Jan 22, 1988",9,"$1,833,879",-50%,"1,452","$1,263","  $6,410,553",weekend,2,
0,https://www.the-numbers.com/movie/Return-of-the-Living-Dead-Part-II,"Jan 15, 1988",6,"$4,576,674", ,"1,467","$3,120","  $4,576,674",daily,1,
0,https://www.the-numbers.com/movie/Return-of-the-Living-Dead-Part-II,"Jan 15, 1988",6,"$4,576,674", ,"1,467","$3,120","  $4,576,674",weekly,1,
0,https://www.the-numbers.com/movie/Braddock-Missing-in-Action-III,"Jan 22, 1988",6,"$2,208,116", ,"1,040","$2,123","  $2,208,116",weekend,1,
1,https://www.the-numbers.com/movie/Braddock-Missing-in-Action-III,"Jan 29, 1988",9,"$1,351,196",-39%,"1,035","$1,306","  $4,240,950",weekend,2,
0,https://www.the-numbers.com/movie/Braddock-Missing-in-Action-III,"Jan 22, 1988",6,"$2,889,754", ,"1,040","$2,779","  $2,889,754",daily,1,
0,https://www.the-numbers.com/movie/Braddock-Missing-in-Action-III,"Jan 22, 1988",6,"$2,889,754", ,"1,040","$2,779","  $2,889,754",weekly,1,
0,https://www.the-numbers.com/movie/Serpent-and-the-Rainbow-The,"Feb 5, 1988",2,"$5,848,700", ,"1,430","$4,090","  $5,848,700",weekend,1,
1,https://www.the-numbers.com/movie/Serpent-and-the-Rainbow-The,"Feb 12, 1988",6,"$4,064,040",-31%,"1,431","$2,840","  $11,474,637",weekend,2,
2,https://www.the-numbers.com/movie/Serpent-and-the-Rainbow-The,"Feb 19, 1988",6,"$2,307,065",-43%,"1,211","$1,905","  $14,553,592",weekend,3,
3,https://www.the-numbers.com/movie/Serpent-and-the-Rainbow-The,"Feb 26, 1988",10,"$1,328,480",-42%,874,"$1,520","  $16,527,121",weekend,4,
0,https://www.the-numbers.com/movie/Serpent-and-the-Rainbow-The,"Feb 5, 1988",2,"$7,410,597", ,"1,430","$5,182","  $7,410,597",daily,1,
1,https://www.the-numbers.com/movie/Serpent-and-the-Rainbow-The,"Feb 12, 1988",6,"$4,835,930",-35%,"1,431","$3,379","  $12,246,527",daily,2,
2,https://www.the-numbers.com/movie/Serpent-and-the-Rainbow-The,"Feb 19, 1988",6,"$2,952,114",-39%,"1,211","$2,438","  $15,198,641",daily,3,
0,https://www.the-numbers.com/movie/Serpent-and-the-Rainbow-The,"Feb 5, 1988",2,"$7,410,597", ,"1,430","$5,182","  $7,410,597",weekly,1,
1,https://www.the-numbers.com/movie/Serpent-and-the-Rainbow-The,"Feb 12, 1988",6,"$4,835,930",-35%,"1,431","$3,379","  $12,246,527",weekly,2,
2,https://www.the-numbers.com/movie/Serpent-and-the-Rainbow-The,"Feb 19, 1988",6,"$2,952,114",-39%,"1,211","$2,438","  $15,198,641",weekly,3,
0,https://www.the-numbers.com/movie/Shes-Having-a-Baby,"Feb 5, 1988",5,"$3,827,520", ,925,"$4,138","  $3,827,520",weekend,1,
1,https://www.the-numbers.com/movie/Shes-Having-a-Baby,"Feb 12, 1988",7,"$3,152,197",-18%,"1,133","$2,782","  $7,847,637",weekend,2,
2,https://www.the-numbers.com/movie/Shes-Having-a-Baby,"Feb 19, 1988",7,"$2,105,254",-33%,"1,113","$1,892","  $10,557,727",weekend,3,
3,https://www.the-numbers.com/movie/Shes-Having-a-Baby,"Feb 26, 1988",9,"$1,340,054",-36%,"1,009","$1,328","  $12,440,048",weekend,4,
0,https://www.the-numbers.com/movie/Shes-Having-a-Baby,"Feb 5, 1988",5,"$4,695,440", ,925,"$5,076","  $4,695,440",daily,1,
1,https://www.the-numbers.com/movie/Shes-Having-a-Baby,"Feb 12, 1988",7,"$3,757,033",-20%,"1,133","$3,316","  $8,452,473",daily,2,
2,https://www.the-numbers.com/movie/Shes-Having-a-Baby,"Feb 19, 1988",7,"$2,647,521",-30%,"1,113","$2,379","  $11,099,994",daily,3,
0,https://www.the-numbers.com/movie/Shes-Having-a-Baby,"Feb 5, 1988",5,"$4,695,440", ,925,"$5,076","  $4,695,440",weekly,1,
1,https://www.the-numbers.com/movie/Shes-Having-a-Baby,"Feb 12, 1988",7,"$3,757,033",-20%,"1,133","$3,316","  $8,452,473",weekly,2,
2,https://www.the-numbers.com/movie/Shes-Having-a-Baby,"Feb 19, 1988",7,"$2,647,521",-30%,"1,113","$2,379","  $11,099,994",weekly,3,
0,https://www.the-numbers.com/movie/Action-Jackson,"Feb 12, 1988",3,"$5,424,783", ,"1,249","$4,343","  $5,424,783",weekend,1,
1,https://www.the-numbers.com/movie/Action-Jackson,"Feb 19, 1988",4,"$3,610,062",-33%,"1,249","$2,890","  $10,063,545",weekend,2,
2,https://www.the-numbers.com/movie/Action-Jackson,"Feb 26, 1988",7,"$2,431,466",-33%,"1,243","$1,956","  $13,512,996",weekend,3,
3,https://www.the-numbers.com/movie/Action-Jackson,"Mar 4, 1988",8,"$1,811,093",-26%,"1,636","$1,107","  $16,048,221",weekend,4,
4,https://www.the-numbers.com/movie/Action-Jackson,"Dec 5, 2014",28,"$171,795", ,125,"$1,374","  $16,220,016",weekend,"1,400",
0,https://www.the-numbers.com/movie/Action-Jackson,"Feb 12, 1988",3,"$6,453,483", ,"1,249","$5,167","  $6,453,483",daily,1,
1,https://www.the-numbers.com/movie/Action-Jackson,"Feb 19, 1988",4,"$4,628,047",-28%,"1,249","$3,705","  $11,081,530",daily,2,
2,https://www.the-numbers.com/movie/Action-Jackson,"Feb 26, 1988",7,"$3,155,598",-32%,"1,243","$2,539","  $14,237,128",daily,3,
0,https://www.the-numbers.com/movie/Action-Jackson,"Feb 12, 1988",3,"$6,453,483", ,"1,249","$5,167","  $6,453,483",weekly,1,
1,https://www.the-numbers.com/movie/Action-Jackson,"Feb 19, 1988",4,"$4,628,047",-28%,"1,249","$3,705","  $11,081,530",weekly,2,
2,https://www.the-numbers.com/movie/Action-Jackson,"Feb 26, 1988",7,"$3,155,598",-32%,"1,243","$2,539","  $14,237,128",weekly,3,
0,https://www.the-numbers.com/movie/Satisfaction,"Feb 12, 1988",8,"$2,779,275", ,"1,015","$2,738","  $2,779,275",weekend,1,
1,https://www.the-numbers.com/movie/Satisfaction,"Feb 19, 1988",8,"$1,794,636",-35%,"1,018","$1,763","  $5,110,975",weekend,2,
0,https://www.the-numbers.com/movie/Satisfaction,"Feb 12, 1988",8,"$3,316,339", ,"1,015","$3,267","  $3,316,339",daily,1,
0,https://www.the-numbers.com/movie/Satisfaction,"Feb 12, 1988",8,"$3,316,339", ,"1,015","$3,267","  $3,316,339",weekly,1,
0,https://www.the-numbers.com/movie/School-Daze,"Feb 12, 1988",10,"$1,802,656", ,220,"$8,194","  $1,802,656",weekend,1,
0,https://www.the-numbers.com/movie/Shoot-to-Kill,"Feb 12, 1988",2,"$5,781,628", ,"1,503","$3,847","  $5,781,628",weekend,1,
1,https://www.the-numbers.com/movie/Shoot-to-Kill,"Feb 19, 1988",2,"$4,847,476",-16%,"1,519","$3,191","  $11,933,685",weekend,2,
2,https://www.the-numbers.com/movie/Shoot-to-Kill,"Feb 26, 1988",3,"$3,514,252",-28%,"1,482","$2,371","  $16,928,603",weekend,3,
3,https://www.the-numbers.com/movie/Shoot-to-Kill,"Mar 4, 1988",7,"$3,115,996",-11%,"1,283","$2,429","  $21,227,276",weekend,4,
4,https://www.the-numbers.com/movie/Shoot-to-Kill,"Mar 11, 1988",9,"$2,028,559",-35%,"1,037","$1,956","  $24,228,512",weekend,5,
5,https://www.the-numbers.com/movie/Shoot-to-Kill,"Mar 18, 1988",10,"$1,437,333",-29%,893,"$1,610","  $26,338,803",weekend,6,
0,https://www.the-numbers.com/movie/Shoot-to-Kill,"Feb 12, 1988",2,"$7,086,209", ,"1,503","$4,715","  $7,086,209",daily,1,
1,https://www.the-numbers.com/movie/Shoot-to-Kill,"Feb 19, 1988",2,"$6,328,142",-11%,"1,519","$4,166","  $13,414,351",daily,2,
2,https://www.the-numbers.com/movie/Shoot-to-Kill,"Feb 26, 1988",3,"$4,696,929",-26%,"1,482","$3,169","  $18,111,280",daily,3,
3,https://www.the-numbers.com/movie/Shoot-to-Kill,"Mar 4, 1988",4,"$4,088,673",-13%,"1,283","$3,187","  $22,199,953",daily,4,
4,https://www.the-numbers.com/movie/Shoot-to-Kill,"Mar 11, 1988",8,"$2,701,517",-34%,"1,037","$2,605","  $24,901,470",daily,5,
0,https://www.the-numbers.com/movie/Shoot-to-Kill,"Feb 12, 1988",2,"$7,086,209", ,"1,503","$4,715","  $7,086,209",weekly,1,
1,https://www.the-numbers.com/movie/Shoot-to-Kill,"Feb 19, 1988",2,"$6,328,142",-11%,"1,519","$4,166","  $13,414,351",weekly,2,
2,https://www.the-numbers.com/movie/Shoot-to-Kill,"Feb 26, 1988",3,"$4,696,929",-26%,"1,482","$3,169","  $18,111,280",weekly,3,
3,https://www.the-numbers.com/movie/Shoot-to-Kill,"Mar 4, 1988",4,"$4,088,673",-13%,"1,283","$3,187","  $22,199,953",weekly,4,
4,https://www.the-numbers.com/movie/Shoot-to-Kill,"Mar 11, 1988",8,"$2,701,517",-34%,"1,037","$2,605","  $24,901,470",weekly,5,
0,https://www.the-numbers.com/movie/Bloodsport,"Apr 22, 1988",10,"$1,901,278", ,435,"$4,371","  $4,082,973",weekend,9,
1,https://www.the-numbers.com/movie/Bloodsport,"Apr 29, 1988",7,"$1,927,131",+1%,784,"$2,458","  $6,460,015",weekend,10,
2,https://www.the-numbers.com/movie/Bloodsport,"May 13, 1988",10,"$911,465", ,542,"$1,682","  $9,076,420",weekend,12,
0,https://www.the-numbers.com/movie/Bloodsport,"Apr 22, 1988",8,"$2,351,189", ,435,"$5,405","  $4,532,884",daily,9,
0,https://www.the-numbers.com/movie/Bloodsport,"Apr 22, 1988",8,"$2,351,189", ,435,"$5,405","  $4,532,884",weekly,9,
0,https://www.the-numbers.com/movie/Frantic,"Feb 26, 1988",2,"$4,359,424", ,"1,101","$3,960","  $4,359,424",weekend,1,
1,https://www.the-numbers.com/movie/Frantic,"Mar 4, 1988",3,"$3,717,362",-15%,"1,101","$3,376","  $9,471,045",weekend,2,
2,https://www.the-numbers.com/movie/Frantic,"Mar 11, 1988",6,"$2,602,500",-30%,"1,054","$2,469","  $12,218,860",weekend,3,
3,https://www.the-numbers.com/movie/Frantic,"Mar 18, 1988",9,"$1,506,119",-42%,842,"$1,789","  $15,554,923",weekend,4,
0,https://www.the-numbers.com/movie/Frantic,"Feb 26, 1988",2,"$5,753,683", ,"1,101","$5,226","  $5,753,683",daily,1,
1,https://www.the-numbers.com/movie/Frantic,"Mar 4, 1988",7,"$3,862,677",-33%,"1,101","$3,508","  $9,616,360",daily,2,
2,https://www.the-numbers.com/movie/Frantic,"Mar 11, 1988",4,"$4,432,444",+15%,"1,054","$4,205","  $14,048,804",daily,3,
