,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,Video Release:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Franchise:,MPAA Rating:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
30,https://www.the-numbers.com/movie/Jo-Jo-Dancer-Your-Life-is-Calling,[],"[['Richard Pryor', 'Director'], ['Rocco Urbisci', 'Screenwriter'], ['Paul Mooney', 'Screenwriter'], ['Richard Pryor', 'Screenwriter']]","$4,879,107 (27.1% of total gross)",3.70 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,203 opening theaters/1,203 max. theaters, 5.0 weeks average run per theater","$44,574,967",,"May 2nd, 1986 (Wide) by Sony Pictures","January 1st, 2002 by Sony Pictures Home Entertainment",97 minutes,vs. JokerCreate your own comparison chart…,"Biography, About a Stand Up Comedian, Autobiographical, Comedy Drama, Directing Yourself, Screenplay Written By the Star, Coma, Medical and Hospitals, Relationships Gone Wrong, Narcotics, Addiction",Based on Real Life Events,Drama,Live Action,Dramatization,,United States,English,,,,"$18,034,150",,,,
31,https://www.the-numbers.com/movie/Short-Circuit,[],"[['John Badham', 'Director']]","$5,346,808 (13.1% of total gross)",7.45 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,033 opening theaters/1,310 max. theaters, 10.2 weeks average run per theater","$100,592,571",,"May 9th, 1986 (Wide) by Sony/TriStar","September 19th, 2000 by Image Entertainment Video",98 minutes,vs. Sea of LoveCreate your own comparison chart…,"Robot, Faulty Memory, Whitewashed Casting, Scientific Experiment Gone Awry, Farcical / Slapstick Comedy",Original Screenplay,Comedy,Live Action,Science Fiction,,United States,English,Short Circuit,PG,,"$40,697,761",,,,
32,https://www.the-numbers.com/movie/Sweet-Liberty,[],"[['Alan Alda', 'Director'], ['Alan Alda', 'Screenwriter'], ['Bruce Broughton', 'Composer']]","$3,160,891 (22.3% of total gross)",4.49 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,234 opening theaters/1,238 max. theaters, 3.7 weeks average run per theater","$35,110,518",,"May 14th, 1986 (Wide) by Universal","June 1st, 2010 by Universal Home Entertainment",106 minutes,Create your own comparison chart…,"Satirical Comedy, Satire, Writing and Writers, Movie Business, Screenplay Written By the Star, Directing Yourself",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,,,"$14,205,021",,,,
33,https://www.the-numbers.com/movie/Top-Gun,"['Val Kilmer', 'Anthony Edwards', 'Tom Skerritt', 'Tom Cruise', 'Kelly McGillis']","[['Tony Scott', 'Director'], ['Don Simpson', 'Producer'], ['Jerry Bruckheimer', 'Producer'], ['Jim Cash', 'Screenwriter'], ['Jack Epps, Jr.', 'Screenwriter'], ['Harold Faltermeyer', 'Composer']]","$8,193,052 (4.5% of total gross)",19.10 (domestic box office/biggest weekend),50.5% (domestic box office/worldwide),"1,028 opening theaters/1,531 max. theaters, 26.4 weeks average run per theater","$437,765,594","$15,000,000 (worldwide box office is 23.8 times production budget)","May 16th, 1986 (Wide) by Paramount PicturesFebruary 8th, 2013 (IMAX) by Paramount PicturesMay 13th, 2021 (Limited) by Paramount Pictures","October 21st, 1998 by Paramount Home Video",110 minutes,vs. Top Gun: MaverickCreate your own comparison chart…,"In a Plane, War, Intertitle, 3D Re-release, 3-D, IMAX: DMR",Original Screenplay,Action,Live Action,Contemporary Fiction,"Don Simpson, Jerry Bruckheimer",United States,English,Top Gun,PG,"December 9th, 1987 (Wide) (South Korea)
September 10th, 2020 (Wide) (New Zealand)
June 8th, 2023 (Limited), released as Top Gun (탑건) (South Korea)
","$180,470,489","$176,993,259","$357,463,748",,
34,https://www.the-numbers.com/movie/Cobra,['Sylvester Stallone'],"[['George P. Cosmatos', 'Director']]","$15,652,147 (31.9% of total gross)",3.13 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,131 opening theaters/2,131 max. theaters, 6.6 weeks average run per theater","$121,217,570","$25,000,000 (worldwide box office is 2.0 times production budget)","May 23rd, 1986 (Wide) by Cannon","August 16th, 2011 by Warner Home Video",87 minutes,vs. CommandoCreate your own comparison chart…,,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,,United States,English,,R,,"$49,042,224",,,,
35,https://www.the-numbers.com/movie/Poltergeist-II-The-Other-Side,[],"[['Jerry Goldsmith', 'Composer']]","$12,357,190 (30.1% of total gross)",3.32 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,596 opening theaters/1,599 max. theaters, 4.8 weeks average run per theater","$101,331,379",,"May 23rd, 1986 (Wide) by MGM","September 13th, 2011 by Fox Home Entertainment",91 minutes,vs. PoltergeistCreate your own comparison chart…,"Haunting, Religious, Occult, Visual Effects, Possessed, Psychics, Sequels Without Their Original Stars, Posthumous Release, Supernatural Horror, Supernatural",Original Screenplay,Horror,Live Action,Fantasy,,United States,English,Poltergeist,PG-13,,"$40,996,665",,,,
36,https://www.the-numbers.com/movie/Invaders-from-Mars,[],"[['Tobe Hooper', 'Director'], ['Dan O’Bannon', 'Screenwriter'], ['Don Jakoby', 'Screenwriter'], ['Richard Blake', 'Story Creator'], ['Christopher Young', 'Composer'], ['John Tucker Battle', 'Story Creator']]","$2,046,576 (41.9% of total gross)",2.39 (domestic box office/biggest weekend),98.0% (domestic box office/worldwide),"1,212 opening theaters/1,212 max. theaters, 2.5 weeks average run per theater","$12,073,405","$12,000,000 (worldwide box office is 0.4 times production budget)","June 6th, 1986 (Wide) by Cannon","April 7th, 2015 by Shout Factory",100 minutes,vs. The Purge: Election YearCreate your own comparison chart…,"Alien Invasion, Remake, Space Program, Rescue, Dream Sequence, Psychological Horror",Based on Movie,Horror,Live Action,Science Fiction,,United States,English,,,,"$4,884,663","$100,000","$4,984,663","$55,513","$55,513"
37,https://www.the-numbers.com/movie/My-Little-Pony-The-Movie-(1986),['Danny DeVito'],[],"$416,108 (7.0% of total gross)",6.25 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"421 opening theaters/1,003 max. theaters, 1.4 weeks average run per theater","$14,727,497",,"June 6th, 1986 (Wide) by De Laurentiis Entertainment Group","January 27th, 2015 by Shout Factory",,vs. Beavis and Butt-Head Do AmericaCreate your own comparison chart…,Toy Adaptations,Based on Game,Adventure,Hand Animation,Kids Fiction,,United States,English,My Little Pony,,,"$5,958,456",,,,
38,https://www.the-numbers.com/movie/Raw-Deal,[],"[['John Irvin', 'Director'], ['Gary DeVore', 'Screenwriter'], ['Norman Wexler', 'Screenwriter']]","$5,438,978 (33.6% of total gross)",2.98 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,731 opening theaters/1,733 max. theaters, 2.8 weeks average run per theater","$40,064,885",,"June 6th, 1986 (Wide) by De Laurentiis Entertainment Group",,105 minutes,vs. Red HeatCreate your own comparison chart…,"Undercover, Action Thriller, FBI, Witness Tampering, Witness Protection, Narcotics, Organized Crime, Relationships Gone Wrong, Pregnant Women",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,,,,,"$16,209,459",,,,
39,https://www.the-numbers.com/movie/SpaceCamp,[],"[['Harry Winer', 'Director'], ['John Williams', 'Composer']]","$2,918,072 (30.1% of total gross)",3.32 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"979 opening theaters/1,024 max. theaters, 3.8 weeks average run per theater","$23,969,876",,"June 6th, 1986 (Wide) by 20th Century Fox","September 25th, 2001 by Starz / Anchor Bay",107 minutes,vs. TitanicCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Science Fiction,,United States,,,,,"$9,697,739",,,,
40,https://www.the-numbers.com/movie/Ferris-Buellers-Day-Off,"['Mia Sara', 'Alan Ruck', 'Matthew Broderick']","[['John Hughes', 'Director'], ['John Hughes', 'Screenwriter'], ['Tom Jacobson', 'Producer'], ['John Hughes', 'Producer'], ['Michael Chinich', 'Executive Producer'], ['Paul Hirsch', 'Editor'], ['Ira Newborn', 'Composer']]","$6,275,647 (8.9% of total gross)",11.18 (domestic box office/biggest weekend),99.9% (domestic box office/worldwide),"1,330 opening theaters/1,330 max. theaters, 14.0 weeks average run per theater","$173,355,925",,"June 11th, 1986 (Wide) by Paramount Pictures","October 19th, 1999 by Paramount Home Video",103 minutes,vs. The Breakfast ClubCreate your own comparison chart…,"Breaking the Fourth Wall, Buddy Comedy, Scene in End Credits, Dysfunctional Family, Sibling Rivalry, Coming of Age, Set in Chicago, Skipping School, High School, Slow Motion Scene",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Paramount Pictures,United States,English,,PG-13,"August 22nd, 1986 (Wide), released as Ferris Bueller's Day Off (Australia)
September 3rd, 2020 (Wide), released as Ferris Bueller's Day Off (New Zealand)
November 20th, 2020 (Limited), released as Ferris Bueller's Day Off (Australia)
","$70,136,369","$41,268","$70,177,637",,
41,https://www.the-numbers.com/movie/Back-to-School,"['Sally Kellerman', 'Burt Young', 'Keith Gordon', 'Adrienne Barbeau', 'Robert Downey, Jr.', 'Sam Kinison', 'Ned Beatty', 'Rodney Dangerfield']","[['Alan Metter', 'Director'], ['Rodney Dangerfield', 'Story Creator'], ['Greg Fields', 'Story Creator'], ['Dennis Snee', 'Story Creator'], ['Steven Kampmann', 'Screenwriter'], ['Will Porter', 'Screenwriter'], ['Peter Torokvei*', 'Screenwriter'], ['Harold Ramis', 'Screenwriter'], ['Chuck Russell', 'Producer'], ['Estelle Endler', 'Executive Producer'], ['Michael Endler', 'Executive Producer'], ['Harold Ramis', 'Executive Producer'], ['Thomas Ackerman', 'Cinematographer'], ['David L Snyder', 'Production Designer'], ['David Rawlins', 'Editor'], ['Danny Elfman', 'Composer']]","$8,881,035 (9.7% of total gross)",10.28 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,605 opening theaters/1,751 max. theaters, 11.0 weeks average run per theater","$225,562,220",,"June 13th, 1986 (Wide) by Orion Pictures","June 26th, 2003 by MGM Video",96 minutes,vs. Revenge of the NerdsCreate your own comparison chart…,"College, Rags to Riches, Farcical / Slapstick Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Paper Clip, Orion Pictures",United States,English,,PG-13,,"$91,258,000",,,,
42,https://www.the-numbers.com/movie/Mona-Lisa,"['Michael Caine', 'Bob Hoskins', 'Cathy Tyson']","[['Neil Jordan', 'Director'], ['Neil Jordan', 'Screenwriter'], ['Michael Kamen', 'Composer']]","$99,361 (1.7% of total gross)",13.44 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"4 opening theaters/157 max. theaters, 8.3 weeks average run per theater","$14,321,018",,"June 13th, 1986 (Wide) by Island","March 13th, 2001 by Criterion",100 minutes,vs. The LimeyCreate your own comparison chart…,"Film Noir, Crime Thriller, Organized Crime, Life on the Outside, Prostitution, Blackmail, Missing Person, Addiction, Dysfunctional Family, Surprise Twist, Death of a Boss, LGBTQ+, Romance",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United Kingdom,English,,,,"$5,794,000",,,,
43,https://www.the-numbers.com/movie/Legal-Eagles,"['Brian Dennehy', 'Terence Stamp', 'Steven Hill', 'Robert Redford', 'Debra Winger', 'Daryl Hannah']","[['Ivan Reitman', 'Director'], ['Ivan Reitman', 'Producer'], ['Joe Medjuck', 'Executive Producer'], ['Michael C. Gross', 'Executive Producer'], ['Elmer Bernstein', 'Composer'], ['Laszlo Kovacs', 'Director of Photography'], ['John DeCuir', 'Production Designer'], ['Ivan Reitman', 'Story by'], ['Jim Cash', 'Story by'], ['Jack Epps, Jr.', 'Story by'], ['Jim Cash', 'Screenwriter'], ['Jack Epps, Jr.', 'Screenwriter']]","$8,132,378 (16.3% of total gross)",6.13 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,248 opening theaters/1,248 max. theaters, 6.1 weeks average run per theater","$123,218,079","$40,000,000 (worldwide box office is 1.2 times production budget)","June 18th, 1986 (Wide) by Universal","March 1st, 1992 by Universal Home Entertainment",116 minutes,vs. Wonder BoysCreate your own comparison chart…,"Crime Comedy, No Honor Among Thieves, Young Child Dealing with the Death of a Parent, White Collar Crime, False Identity, Hitmen, Romance, Lawyers",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,Northern Lights Films,United States,English,,PG,,"$49,851,591",,,,
44,https://www.the-numbers.com/movie/Karate-Kid-Part-II-The,"['Ralph Macchio', 'Pat Morita']","[['John G. Avildsen', 'Director'], ['Jerry Weintraub', 'Producer'], ['Robert Mark Kamen', 'Character Creator'], ['Robert Mark Kamen', 'Screenwriter'], ['David Garfield', 'Editor'], ['Brooks Arthur', 'Music Supervisor'], ['Bill Conti', 'Composer']]","$12,652,336 (11.0% of total gross)",9.10 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,323 opening theaters/1,610 max. theaters, 16.9 weeks average run per theater","$284,502,285",,"June 20th, 1986 (Wide) by Sony Pictures","August 22nd, 2000 by Sony Pictures Home Entertainment",113 minutes,vs. The Karate KidCreate your own comparison chart…,"Martial Arts, Sports Action, You Can't Go Home Again, Revenge, Arranged Marriage, Love Triangle, Extreme Weather, Dysfunctional Family, Hostage, Death Sports",Original Screenplay,Action,Live Action,Contemporary Fiction,"Columbia Pictures, Jerry Weintraub",United States,English,Karate Kid,PG,,"$115,103,979",,,,
45,https://www.the-numbers.com/movie/Labyrinth,"['David Bowie', 'Jennifer Connelly']","[['Jim Henson', 'Director'], ['Eric Rattray', 'Producer']]","$3,549,243 (27.9% of total gross)",3.59 (domestic box office/biggest weekend),97.5% (domestic box office/worldwide),"1,141 opening theaters/1,141 max. theaters, 4.4 weeks average run per theater","$31,464,507",,"June 27th, 1986 (Wide) by Sony Pictures","October 12th, 1999 by Sony Pictures Home Entertainment",101 minutes,vs. The Lord of the Rings: The Return of the KingCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Fantasy,"Jim Henson Productions, Lucasfilm",United States,English,,,"November 28th, 1986 (Wide), released as Labyrinth (Re: 2013) (United Kingdom)
December 5th, 1986 (Wide) (Australia)
July 16th, 2020 (Wide) (New Zealand)
June 18th, 2023 (Limited) (Australia)
","$12,729,917","$329,700","$13,059,617",,
46,https://www.the-numbers.com/movie/Running-Scared-(1986),[],"[['Peter Hyams', 'Director']]","$5,227,757 (13.6% of total gross)",7.36 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,376 opening theaters/1,376 max. theaters, 8.5 weeks average run per theater","$95,162,170",,"June 27th, 1986 (Wide) by MGM","June 6th, 2006 by New Line Home Video",,vs. Tango & CashCreate your own comparison chart…,"Buddy Cop, Buddy Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,"R for pervasive strong brutal violence and language, sexuality and drug content.",,"$38,500,726",,,,
47,https://www.the-numbers.com/movie/Ruthless-People,"['Judge Reinhold', 'Helen Slater', 'Bette Midler', 'Danny DeVito']","[['David Zucker', 'Director'], ['Jerry Zucker', 'Director'], ['Jim Abrahams', 'Director']]","$5,274,306 (7.4% of total gross)",13.18 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,111 opening theaters/1,114 max. theaters, 15.8 weeks average run per theater","$177,035,075",,"June 27th, 1986 (Wide) by Walt Disney",,94 minutes,vs. The FavouriteCreate your own comparison chart…,"Kidnap, Misidentified Body, Relationships Gone Wrong, Faked Death, Split Screen, Blackmail, Revenge",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,,United States,English,,R,,"$71,624,879",,,,
48,https://www.the-numbers.com/movie/About-Last-Night,[],"[['Edward Zwick', 'Director']]","$3,152,469 (8.1% of total gross)",11.07 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"642 opening theaters/887 max. theaters, 7.2 weeks average run per theater","$95,660,422",,"July 1st, 1986 (Wide) by Sony Pictures",,113 minutes,vs. HeartburnCreate your own comparison chart…,"Remade, Comedy Drama, Romance, Relationship Advice, Relationships Gone Wrong",Based on Play,Comedy,Live Action,Contemporary Fiction,,United States,English,,,,"$38,702,310",,,,
49,https://www.the-numbers.com/movie/Big-Trouble-in-Little-China,[],"[['John Carpenter', 'Director'], ['Gary Goldman', 'Screenwriter'], ['David Z. Weinstein', 'Screenwriter']]","$2,723,211 (24.5% of total gross)",4.08 (domestic box office/biggest weekend),99.0% (domestic box office/worldwide),"1,053 opening theaters/1,092 max. theaters, 3.5 weeks average run per theater","$27,435,842","$25,000,000 (worldwide box office is 0.4 times production budget)","July 1st, 1986 (Wide) by 20th Century Fox","May 22nd, 2001 by Fox Home Entertainment",99 minutes,"vs. Crouching Tiger, Hidden DragonCreate your own comparison chart…","Action Comedy, Asian-Americans, Romance, Kidnap, Rescue, Secret Magic, Prophecy, Curses, Good vs. Evil",Original Screenplay,Action,Live Action,Fantasy,,United States,English,,,"August 15th, 1986 (Wide), released as Big Trouble In Little China (Australia)
April 2nd, 2020 (Wide) (New Zealand)
","$11,100,000","$108,967","$11,208,967",,
50,https://www.the-numbers.com/movie/Pirates,[],"[['Roman Polanski', 'Director']]",,,25.9% (domestic box office/worldwide),,"$4,058,092","$40,000,000 (worldwide box office is 0.2 times production budget)","July 1st, 1986 (Wide)",,,vs. Pirates II: Stagnettis RevengeCreate your own comparison chart…,Pirates,,,,,,France,,,R for some sexuality/nudity,,"$1,641,825","$4,700,000","$6,341,825",,
51,https://www.the-numbers.com/movie/Great-Mouse-Detective-The,[],"[['Ron Clements', 'Director']]","$3,220,225 (13.6% of total gross)",5.72 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,138 opening theaters/1,420 max. theaters, 5.2 weeks average run per theater","$58,345,748",,"July 2nd, 1986 (Wide) by Walt DisneyFebruary 14th, 1992 (Wide) by Walt Disney","November 3rd, 1992 by Walt Disney Home Entertainment",74 minutes,vs. Oliver & CompanyCreate your own comparison chart…,,Based on Fiction Book/Short Story,Adventure,Hand Animation,Kids Fiction,,United States,English,,,,"$23,605,534",,,,
52,https://www.the-numbers.com/movie/Psycho-III,[],"[['Anthony Perkins', 'Director'], ['Carter Burwell', 'Composer'], ['Charles Edward Pogue', 'Screenwriter']]","$3,238,401 (22.4% of total gross)",4.47 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,408 opening theaters/1,408 max. theaters, 1.0 weeks average run per theater","$35,794,150",,"July 2nd, 1986 (Wide) by Universal",,93 minutes,vs. Psycho IICreate your own comparison chart…,"Psychological Horror, Actors Making Their Directorial Debut, Mental Illness, Monks and Nuns, Accidental Death, Serial Killer, Dysfunctional Family, Surprise Twist, Romance, Death of a Girlfriend / Boyfriend, Directing Yourself",Original Screenplay,Horror,Live Action,Contemporary Fiction,,United States,,Psycho,,,"$14,481,606",,,,
53,https://www.the-numbers.com/movie/Under-the-Cherry-Moon,[],[],"$3,150,924 (31.2% of total gross)",3.20 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"976 opening theaters/976 max. theaters, 2.8 weeks average run per theater","$24,940,493",,"July 2nd, 1986 (Wide) by Warner Bros.","February 8th, 2005 by Warner Home Video",,vs. Rambo: First Blood Part IICreate your own comparison chart…,,Original Screenplay,Musical,Live Action,Contemporary Fiction,,United States,,,,,"$10,090,429",,,,
54,https://www.the-numbers.com/movie/Club-Paradise,[],"[['Harold Ramis', 'Director'], ['Harold Ramis', 'Screenwriter'], ['Brian Doyle-Murray', 'Screenwriter']]","$4,152,296 (33.7% of total gross)",2.96 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,172 opening theaters/1,186 max. theaters, 2.2 weeks average run per theater","$30,422,942",,"July 11th, 1986 (Wide) by Warner Bros.",,95 minutes,vs. CaddyshackCreate your own comparison chart…,"Farcical / Slapstick Comedy, Retirement, Romance, Vacation, Ensemble, Tourist Trap, Land Developer, Government Corruption",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Warner Bros.,United States,English,,,,"$12,308,521",,,,
55,https://www.the-numbers.com/movie/Aliens,[],"[['James Cameron', 'Screenwriter'], ['James Cameron', 'Director'], ['James Horner', 'Composer']]","$10,052,042 (11.8% of total gross)",8.47 (domestic box office/biggest weekend),46.5% (domestic box office/worldwide),"1,437 opening theaters/1,454 max. theaters, 9.5 weeks average run per theater","$210,490,417","$17,000,000 (worldwide box office is 10.8 times production budget)","July 18th, 1986 (Wide) by 20th Century Fox","June 24th, 1993 by Fox Home Entertainment",,vs. Alien 3Create your own comparison chart…,"Parasite, Corporate Malfeasance, Nightmare, Dream Sequence, Action Horror",Original Screenplay,Action,Live Action,Science Fiction,,United States,English,Alien,R,"July 18th, 1986 (Wide) (New Zealand)
August 29th, 1986 (Wide) (United Kingdom)
November 6th, 1986 (Wide) (Australia)
December 24th, 1986 (Wide) (South Korea)
July 16th, 2020 (Wide) (Australia)
... Show all releases
","$85,160,248","$98,131,645","$183,291,893",,
56,https://www.the-numbers.com/movie/Haunted-Honeymoon,"['Gene Wilder', 'Gilda Radner', 'Dom DeLuise']","[['Gene Wilder', 'Director'], ['Gene Wilder', 'Screenwriter'], ['Terence Marsh', 'Screenwriter'], ['John Morris', 'Composer']]","$2,768,003 (34.5% of total gross)",2.90 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,046 opening theaters/1,047 max. theaters, 3.1 weeks average run per theater","$19,856,131",,"July 25th, 1986 (Wide) by Orion Pictures","September 6th, 2016 by Kino Lorber",82 minutes,Create your own comparison chart…,"Horror Comedy, Radio Industry, Haunted House, Haunting, Supernatural, Cross-Dressing, Wedding Day, Satire, Surprise Twist, Screenplay Written By the Star, Directing Yourself, Relatives Playing Relatives",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,,,"$8,033,397",,,"$462,848","$462,848"
57,https://www.the-numbers.com/movie/Heartburn,[],"[['Mike Nichols', 'Director']]","$5,783,079 (22.8% of total gross)",4.38 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"843 opening theaters/850 max. theaters, 4.8 weeks average run per theater","$62,569,276",,"July 25th, 1986 (Wide) by Paramount Pictures",,109 minutes,vs. The HeatCreate your own comparison chart…,"Comedy Drama, Politicians, Romance, Divorcée Romance, Relationships Gone Wrong, Infidelity, Washington, D.C., Set in New York City, Set in New York",Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,,United States,English,,,,"$25,314,289",,,,
58,https://www.the-numbers.com/movie/Maximum-Overdrive,[],"[['Stephen King', 'Director'], ['Stephen King', 'Screenwriter'], ['Stephen King', 'Story Creator']]","$3,205,644 (43.1% of total gross)",2.32 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,198 opening theaters/1,198 max. theaters, 1.4 weeks average run per theater","$18,373,764",,"July 25th, 1986 (Wide) by De Laurentiis Entertainment Group","November 7th, 2006 by Trinity Home Ent",98 minutes,vs. ChristineCreate your own comparison chart…,"Killer Inanimate Objects, Horror Comedy, Novel or Other Work Adapted by Author, Director Cameo, Directing Yourself",Based on Fiction Book/Short Story,Horror,Live Action,Science Fiction,De Laurentiis Entertainment Group,United States,English,,,,"$7,433,663",,,"$1,571,893","$1,571,893"
59,https://www.the-numbers.com/movie/Out-of-Bounds,[],"[['Richard Tuggle', 'Director'], ['Tony Kayden', 'Screenwriter']]",,,100.0% (domestic box office/worldwide),,"$12,603,963",,"July 25th, 1986 (Limited)",,93 minutes,Create your own comparison chart…,"Film Noir, Crime Thriller, Organized Crime, Framed, Corrupt Cops, Death of a Sibling, Revenge, Set in Los Angeles",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,English,,R,,"$5,099,316",,,,
60,https://www.the-numbers.com/movie/Flight-of-the-Navigator,[],"[['Randal Kleiser', 'Director'], ['Alan Silvestri', 'Composer']]","$3,115,097 (16.8% of total gross)",5.96 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"952 opening theaters/1,024 max. theaters, 4.6 weeks average run per theater","$45,886,111",,"July 30th, 1986 (Wide) by Walt Disney","January 27th, 1987 by Walt Disney Home Entertainment",90 minutes,vs. ExplorersCreate your own comparison chart…,"First Contact, Alien Abduction, Time Travel",Original Screenplay,Adventure,Live Action,Science Fiction,,United States,English,,,,"$18,564,613",,,,
61,https://www.the-numbers.com/movie/Nothing-in-Common,"['Eva Marie Saint', 'Hector Elizondo', 'Barry Corbin', 'Bess Armstrong', 'Tom Hanks', 'Jackie Gleason']","[['Garry Marshall', 'Director'], ['Alexandra Rose', 'Producer'], ['Rick Podell', 'Screenwriter'], ['Michael Preminger', 'Screenwriter'], ['John A. Alonzo', 'Director of Photography'], ['Charles Rosen', 'Production Designer'], ['Glenn Farr', 'Editor'], ['Roger M. Rothstein', 'Unit Production Manager'], ['Patrick Leonard', 'Composer']]","$3,279,650 (10.1% of total gross)",9.25 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"618 opening theaters/980 max. theaters, 8.0 weeks average run per theater","$79,895,166",,"July 30th, 1986 (Wide) by Sony/TriStar",,120 minutes,vs. Every Time We Say GoodbyeCreate your own comparison chart…,"Comedy Drama, Dysfunctional Family, Advertising and Marketing, Promotion, Diabetes",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Rastar Production,United States,English,,PG,,"$32,324,000",,,,
62,https://www.the-numbers.com/movie/Friday-the-13th-Part-VI-Jason-Lives,[],[],"$6,750,837 (34.7% of total gross)",2.88 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,610 opening theaters/1,610 max. theaters, 3.9 weeks average run per theater","$48,129,038","$3,000,000 (worldwide box office is 6.5 times production budget)","August 1st, 1986 (Wide) by Paramount Pictures",,87 minutes,vs. Phantasm IICreate your own comparison chart…,Slasher Horror,,Horror,Live Action,Fantasy,,United States,English,Friday the 13th,,"January 12th, 2023 (Limited) (New Zealand)
","$19,472,057",$466,"$19,472,523",,
63,https://www.the-numbers.com/movie/Howard-the-Duck,[],"[['Willard Huyck', 'Director'], ['Willard Huyck', 'Screenwriter'], ['Gloria Katz', 'Screenwriter']]","$5,070,136 (31.1% of total gross)",3.21 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,554 opening theaters/1,563 max. theaters, 2.8 weeks average run per theater","$40,278,225","$30,000,000 (worldwide box office is 0.5 times production budget)","August 1st, 1986 (Wide) by Universal","March 10th, 2009 by Universal Home Entertainment",110 minutes,vs. Star Trek VI: The Undiscovered CountryCreate your own comparison chart…,"Marvel Comics, Action Comedy, Romance, Interspecies Romance, Famously Bad, Friendly Alien on Earth, Cult Movie",Based on Comic/Graphic Novel,Action,Live Action,Science Fiction,,United States,English,,,,"$16,295,774",,,"$556,299","$556,299"
64,https://www.the-numbers.com/movie/Castle-in-the-Sky,[],"[['Hayao Miyazaki', 'Director']]",,,,,,,"August 27th, 2017 (Limited) by GKIDS","March 2nd, 2010 by Walt Disney Home Entertainment",125 minutes,vs. Mononoke-himeCreate your own comparison chart…,"Pirates, Robot, Magical Technology, Non-Chronological, Prince/Princess, Fugitive / On the Run, Secret Agent, Steampunk, Trains",Original Screenplay,Adventure,Hand Animation,Kids Fiction,,Japan,Japanese,,PG for fantasy action violence and peril.,"August 2nd, 1986 (Wide) (Japan)
February 28th, 2008 (Wide), released as Небесный замок Лапута (Russia (CIS))
May 6th, 2016 (Limited), released as Laputa: Castle In The Sky (Re: 2016) (United Kingdom)
July 6th, 2020 (Wide) (New Zealand)
August 21st, 2020 (Wide), released as Laputa - Castle In The Sky (1986) (re 2020) (Australia)
... Show all releases
",n/a,"$20,087,800","$20,087,800","$10,189,152","$10,189,152"
