,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,9/21/1960,$0,0,1,1,$0,,https://www.the-numbers.com/movie/Psycho-(1960),https://www.the-numbers.com/movie/Psycho-(1960)/Australia#tab=box-office,"$2,177",5/9/2022
1,New Zealand,6/25/2020,$0,0,2,6,"$2,177",5/9/2022,https://www.the-numbers.com/movie/Psycho-(1960),https://www.the-numbers.com/movie/Psycho-(1960)/New-Zealand#tab=box-office,"$2,177",5/9/2022
2,United Kingdom,5/27/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Psycho-(1960),https://www.the-numbers.com/movie/Psycho-(1960)/United-Kingdom#tab=box-office,"$2,177",5/9/2022
0,Australia,9/21/1960,$0,0,1,1,$0,,https://www.the-numbers.com/movie/Psycho-(1960),https://www.the-numbers.com/movie/Psycho-(1960)/Australia#tab=box-office,"$2,177",5/9/2022
1,New Zealand,6/25/2020,$0,0,2,6,"$2,177",5/9/2022,https://www.the-numbers.com/movie/Psycho-(1960),https://www.the-numbers.com/movie/Psycho-(1960)/New-Zealand#tab=box-office,"$2,177",5/9/2022
2,United Kingdom,5/27/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Psycho-(1960),https://www.the-numbers.com/movie/Psycho-(1960)/United-Kingdom#tab=box-office,"$2,177",5/9/2022
0,Australia,8/28/2020,$935,1,1,2,"$1,388",12/29/2020,https://www.the-numbers.com/movie/Apartment-The,https://www.the-numbers.com/movie/Apartment-The/Australia#tab=box-office,"$5,999,998",10/20/2022
1,Italy,12/7/2018,"$3,310",6,6,6,"$11,728",12/16/2018,https://www.the-numbers.com/movie/Apartment-The,https://www.the-numbers.com/movie/Apartment-The/Italy#tab=box-office,"$5,999,998",10/20/2022
2,New Zealand,12/16/2021,$284,1,1,1,$284,10/20/2022,https://www.the-numbers.com/movie/Apartment-The,https://www.the-numbers.com/movie/Apartment-The/New-Zealand#tab=box-office,"$5,999,998",10/20/2022
3,South Korea,3/22/1997,$0,0,20,32,"$63,752",1/27/2021,https://www.the-numbers.com/movie/Apartment-The,https://www.the-numbers.com/movie/Apartment-The/South-Korea#tab=box-office,"$5,999,998",10/20/2022
4,Rest of World,,,,,,"$5,922,846",,https://www.the-numbers.com/movie/Apartment-The,,"$5,999,998",10/20/2022
0,Australia,8/28/2020,$935,1,1,2,"$1,388",12/29/2020,https://www.the-numbers.com/movie/Apartment-The,https://www.the-numbers.com/movie/Apartment-The/Australia#tab=box-office,"$5,999,998",10/20/2022
1,Italy,12/7/2018,"$3,310",6,6,6,"$11,728",12/16/2018,https://www.the-numbers.com/movie/Apartment-The,https://www.the-numbers.com/movie/Apartment-The/Italy#tab=box-office,"$5,999,998",10/20/2022
2,New Zealand,12/16/2021,$284,1,1,1,$284,10/20/2022,https://www.the-numbers.com/movie/Apartment-The,https://www.the-numbers.com/movie/Apartment-The/New-Zealand#tab=box-office,"$5,999,998",10/20/2022
3,South Korea,3/22/1997,$0,0,20,32,"$63,752",1/27/2021,https://www.the-numbers.com/movie/Apartment-The,https://www.the-numbers.com/movie/Apartment-The/South-Korea#tab=box-office,"$5,999,998",10/20/2022
4,Rest of World,,,,,,"$5,922,846",,https://www.the-numbers.com/movie/Apartment-The,,"$5,999,998",10/20/2022
0,New Zealand,4/14/2022,$64,1,1,1,$64,4/19/2022,https://www.the-numbers.com/movie/Elmer-Gantry,https://www.the-numbers.com/movie/Elmer-Gantry/New-Zealand#tab=box-office,$64,4/19/2022
0,New Zealand,4/14/2022,$64,1,1,1,$64,4/19/2022,https://www.the-numbers.com/movie/Elmer-Gantry,https://www.the-numbers.com/movie/Elmer-Gantry/New-Zealand#tab=box-office,$64,4/19/2022
0,Australia,12/8/1960,$0,0,1,1,$128,12/18/2020,https://www.the-numbers.com/movie/Spartacus,https://www.the-numbers.com/movie/Spartacus/Australia#tab=box-office,"$30,000,000",2/9/2022
1,South Korea,1/23/1974,$0,0,1,3,"$8,606",2/9/2022,https://www.the-numbers.com/movie/Spartacus,https://www.the-numbers.com/movie/Spartacus/South-Korea#tab=box-office,"$30,000,000",2/9/2022
2,Rest of World,,,,,,"$29,991,266",,https://www.the-numbers.com/movie/Spartacus,,"$30,000,000",2/9/2022
0,Australia,12/8/1960,$0,0,1,1,$128,12/18/2020,https://www.the-numbers.com/movie/Spartacus,https://www.the-numbers.com/movie/Spartacus/Australia#tab=box-office,"$30,000,000",2/9/2022
1,South Korea,1/23/1974,$0,0,1,3,"$8,606",2/9/2022,https://www.the-numbers.com/movie/Spartacus,https://www.the-numbers.com/movie/Spartacus/South-Korea#tab=box-office,"$30,000,000",2/9/2022
2,Rest of World,,,,,,"$29,991,266",,https://www.the-numbers.com/movie/Spartacus,,"$30,000,000",2/9/2022
