,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,International Releases:,Running Time:,Comparisons:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Domestic Releases:,Video Release:,MPAA Rating:,Keywords:,Production/Financing Companies:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic DVD Sales,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
67,https://www.the-numbers.com/movie/Trance-(2012),"['James McAvoy', 'Vincent Cassel', 'Rosario Dawson']","[['Danny Boyle', 'Director'], ['John Hodges', 'Screenwriter'], ['Joe Ahearne', 'Screenwriter'], ['Christian Colson', 'Producer'], ['Bernard Bellew', 'Executive Producer'], ['Francois Ivernel', 'Executive Producer'], ['Cameron McCracken', 'Executive Producer'], ['Tessa Ross', 'Executive Producer'], ['Steven Rales', 'Executive Producer'], ['Mark Roybal', 'Executive Producer'], ['Anthony Dod Mantle', 'Director of Photography'], ['Mark Tildesley', 'Production Designer'], ['Jon Harris', 'Editor'], ['Rick Smith', 'Composer'], ['Suttirat Anne Larlarb', 'Costume Designer'], ['Gail Stevens', 'Casting Director'], ['Donna Isaacson', 'Casting Director']]","$131,145 (5.6% of total gross)",2.59 (domestic box office/biggest weekend),10.3% (domestic box office/worldwide),"$16,000,000 (worldwide box office is 1.4 times production budget)","4 opening theaters/443 max. theaters, 2.7 weeks average run per theater","$2,985,366","March 27th, 2013 (Wide) (United Kingdom)
April 4th, 2013 (Wide) (Australia)
April 4th, 2013 (Wide) (New Zealand)
April 4th, 2013 (Wide) (Russia (CIS))
April 4th, 2013 (Wide) (Ukraine)
... Show all releases
",101 minutes,vs. SicarioCreate your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"France, United Kingdom","English, French","April 5th, 2013 (Limited) by Fox Searchlight","July 23rd, 2013 by Fox Home Entertainment","R for sexual content, graphic nudity, violence, some grisly images, and language.(Rating bulletin 2251, 12/5/2012)","Heist, Faulty Memory, Hypnotism, Therapist, Novel or Other Work Adapted by Author, Voiceover/Narration, Gambling, Addiction, Relationships Gone Wrong, Remake, Digital Cinematography, Hallucinations, Dream Sequence, Surprise Twist, Revenge, Film Noir","Pathe of a Cloud Eight, Decibel Films",,"$2,322,593","$20,271,459","$22,594,052",,,
68,https://www.the-numbers.com/movie/Nosotros-Los-Nobles,"['Gonzalo Vega', 'Luis Gerardo Mendez', 'Karla Souza', 'Juan Pablo Gil']","[['Gaz Alazraki', 'Director'], ['Gary Alazraki', 'Screenwriter'], ['Adrian Zurita', 'Screenwriter'], ['Patricio Saiz', 'Screenwriter'], ['Leonardo Zimbron', 'Producer'], ['Gary Alazraki', 'Producer'], ['Ruben Bross', 'Production Designer'], ['Alejandro Martinez Sanchez', 'Production Designer'], ['Jorge Garcia', 'Editor'], ['Benjamin Shwartz', 'Composer'], ['Jose Casillas', 'Director of Photography']]",,,0.1% (domestic box office/worldwide),,,"$25,320","March 28th, 2013 (Wide) (Mexico)
November 28th, 2013 (Wide) (Peru)
",108 minutes,vs. No Manches FridaCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,Mexico,Spanish,"November 1st, 2013 (Limited) by Lionsgate",,"PG-13 for some sexual content and language.(Rating bulletin 2293, 10/9/2013)","Riches to Rags, Dysfunctional Family, Hispanic, Pantelion Films",Alazraki Films,,"$19,700","$22,053,611","$22,073,311",,,
69,https://www.the-numbers.com/movie/Chu-zi-Xi-zi-Pi-zi,[],[],,,,,,,"March 29th, 2013 (Wide), released as The Chef, The Actor, The Scoundrel (International title)
 (China)
",108 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,China,"Japanese, Mandarin",,,,,,,n/a,"$42,280,000","$42,280,000",,,
70,https://www.the-numbers.com/movie/Himmatwala,[],"[['Sajid Khan', 'Director']]","$197,770 (73.0% of total gross)",1.37 (domestic box office/biggest weekend),2.5% (domestic box office/worldwide),,"99 opening theaters/99 max. theaters, 1.7 weeks average run per theater","$348,173","March 29th, 2013 (Wide) (United Kingdom)
",,Create your own comparison chart…,Original Screenplay,Action,Live Action,Contemporary Fiction,India,Hindi,"March 29th, 2013 (Limited) by UTV Communications","November 1st, 2018 by Netflix",Not Rated,,,,"$270,880","$10,600,990","$10,871,870",,,
71,https://www.the-numbers.com/movie/Tyler-Perrys-Temptation,"['Lance Gross', 'Kim Kardashian', 'Vanessa Williams', 'Robbie Jones', 'Renee Taylor', 'Brandy Norwood', 'Ella Joyce', 'Jumee Smollett-Bell*']","[['Tyler Perry', 'Director'], ['Tyler Perry', 'Screenwriter'], ['Tyler Perry', 'Producer'], ['Ozzie Areu', 'Producer'], ['Paul Hall', 'Producer'], ['Michael Paseornek', 'Executive Producer'], ['Mike Upton', 'Executive Producer'], ['Alexander Gruszynski', 'Director of Photography'], ['Eloise C. Stammerjohn', 'Production Designer'], ['Maysie Hoy', 'Editor'], ['Johnetta Boone', 'Costume Designer'], ['Joel C. High', 'Music Supervisor'], ['Aaron Zigman', 'Composer'], ['Kim Taylor-Coleman', 'Casting'], ['Mike Upton', 'Unit Production Manager'], ['Chip Signore', 'First Assistant Director'], ['Zach Hunt', 'Second Assistant Director'], ['Donna Sloan', 'Executive in Charge of Production']]","$21,641,679 (41.6% of total gross)",2.40 (domestic box office/biggest weekend),97.8% (domestic box office/worldwide),"$37,000,000 (worldwide box office is 1.4 times production budget)","2,047 opening theaters/2,047 max. theaters, 4.5 weeks average run per theater","$66,807,184",,111 minutes,vs. AcrimonyCreate your own comparison chart…,Based on Play,Drama,Live Action,Contemporary Fiction,United States,English,"March 29th, 2013 (Wide) by Lionsgate","July 9th, 2013 by Lionsgate Home Entertainment","PG-13 for some violence, sexuality and drug content.(Rating bulletin 2234, 8/1/2012)","Love Triangle, Romance, Relationships Gone Wrong, Marriage Counselors, Novel or Other Work Adapted by Author, Romantic Drama","Lionsgate, TPS Company",,"$51,975,354","$1,167,790","$53,143,144","$13,237,527","$2,242,941","$15,480,468"
72,https://www.the-numbers.com/movie/Doragon-Boru-Zetto-Kami-to-Kami,[],[],,,,,,,"March 30th, 2013 (Wide), released as Dragonball Z: Battle of Gods (International title)
 (Japan)
",85 minutes,vs. Doragon bôru Z: Fukkatsu no 'F'Create your own comparison chart…,Original Screenplay,Action,Digital Animation,Contemporary Fiction,Japan,Japanese,,,,Anime,,Dragon Ball ZDragon Ball,n/a,"$38,848,780","$38,848,780",,,
73,https://www.the-numbers.com/movie/Evil-Dead-Remake,"['Shiloh Fernandez', 'Lou Taylor Pucci', 'Jessica Lucas', 'Elizabeth Blackmore', 'Jane Levy']","[['Fede Álvarez', 'Director'], ['Rodo Sayagues', 'Screenwriter'], ['Sam Raimi', 'Story Creator'], ['Robert Tapert', 'Producer'], ['Sam Raimi', 'Producer'], ['Bruce Campbell', 'Producer'], ['Nathan Kahane', 'Executive Producer'], ['Joe Drake', 'Executive Producer'], ['J.R. Young', 'Executive Producer'], ['Peter Schlessel', 'Executive Producer'], ['Aaron Morton', 'Cinematographer'], ['Bryan Shaw', 'Editor'], ['Roque Banos', 'Composer']]","$25,775,847 (47.5% of total gross)",2.10 (domestic box office/biggest weekend),54.8% (domestic box office/worldwide),"$17,000,000 (worldwide box office is 5.8 times production budget)","3,025 opening theaters/3,025 max. theaters, 4.3 weeks average run per theater","$69,717,896","April 3rd, 2013 (Wide) (Jamaica)
April 4th, 2013 (Wide) (Argentina)
April 4th, 2013 (Wide) (Aruba)
April 4th, 2013 (Wide) (Bahrain)
April 4th, 2013 (Wide) (Curacao)
... Show all releases
",91 minutes,vs. Evil Dead RiseCreate your own comparison chart…,Remake,Horror,Live Action,Fantasy,United States,English,"April 5th, 2013 (Wide) by Sony Pictures","July 16th, 2013 by Sony Pictures Home Entertainment","R for strong bloody violence and gore, some sexual content and language.(Rating bulletin 2257, 1/30/2013)","Cabin in the Woods, Demons, Possessed, Lovecraftian, Addiction, Rehab / Former Addict, Remake, Supernatural, Supernatural Horror","Tri-Star Pictures, FilmDistrict, Ghost House Pictures",Evil Dead,"$54,239,856","$44,770,189","$99,010,045","$8,455,024","$6,266,408","$14,721,432"
74,https://www.the-numbers.com/movie/Duong-Gia-Tuong,[],[],,,,,,,"April 4th, 2013 (Wide), released as Saving General Yang (International title)
 (Hong Kong)
",102 minutes,Create your own comparison chart…,,Action,Live Action,,"China, Hong Kong",Mandarin,,,,,,,n/a,"$11,906,509","$11,906,509",,,
75,https://www.the-numbers.com/movie/Reonningmaen,[],[],,,,,,,"April 4th, 2013 (Wide), released as Running Man (International title)
 (South Korea)
",127 minutes,Create your own comparison chart…,,Action,Live Action,,Republic of Korea,Korean,,,,,,,n/a,"$7,818,396","$7,818,396",,,
76,https://www.the-numbers.com/movie/Chashme-Baddoor,[],[],,4.49 (domestic box office/biggest weekend),2.5% (domestic box office/worldwide),,,"$302,569","April 5th, 2013 (Wide) (United Kingdom)
",,Create your own comparison chart…,Remake,Comedy,Live Action,Contemporary Fiction,India,Hindi,"April 5th, 2013 (Limited) by Viva Entertainment",,Not Rated,,,,"$235,401","$9,352,544","$9,587,945",,,
77,https://www.the-numbers.com/movie/Asu-Mare,[],[],,,,,,,"April 11th, 2013 (Wide) (Peru)
",,Create your own comparison chart…,Based on Real Life Events,Comedy,Live Action,Factual,Peru,Spanish,,,,,,,n/a,"$8,350,544","$8,350,544",,,
78,https://www.the-numbers.com/movie/Scary-Movie-5,"['Simon Rex', 'Erica Ash', 'Terry Crews', 'Heather Locklear', 'J.P. Manoux', 'Mac Miller', 'Molly Shannon', 'Kate Walsh', 'Ashley Tisdale', 'Katrina Bowden', 'Snoop Dogg', 'Katt Williams']","[['Malcolm D. Lee', 'Director'], ['David Zucker', 'Screenwriter'], ['Pat Proft', 'Screenwriter'], ['Shawn Wayans', 'Character Creator'], ['Marlon Wayans', 'Character Creator'], ['Buddy Johnson', 'Character Creator'], ['Phil Beauman', 'Character Creator'], ['Jason Friedberg', 'Character Creator'], ['Aaron Seltzer', 'Character Creator'], ['David Zucker', 'Producer'], ['Phil Dornfeld', 'Producer'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Matthew Signer', 'Executive Producer'], ['Brian Bell', 'Executive Producer'], ['Clark Hunter', 'Production Designer'], ['Sam Seig', 'Editor'], ['James Venable', 'Composer'], ['Steven Douglas Smith', 'Director of Photography']]","$14,157,367 (44.2% of total gross)",2.26 (domestic box office/biggest weekend),40.7% (domestic box office/worldwide),"$20,000,000 (worldwide box office is 3.9 times production budget)","3,402 opening theaters/3,402 max. theaters, 4.0 weeks average run per theater","$41,151,901","April 11th, 2013 (Wide) (Australia)
April 11th, 2013 (Wide) (Greece)
April 11th, 2013 (Wide) (New Zealand)
April 11th, 2013 (Wide) (Portugal)
April 12th, 2013 (Wide) (Turkey)
... Show all releases
",86 minutes,vs. Fifty Shades of BlackCreate your own comparison chart…,Original Screenplay,Comedy,Live Action,Fantasy,United States,English,"April 12th, 2013 (Wide) by Weinstein Co., released as Scary Movie 5","August 20th, 2013 by Anchor Bay Home Entertainment, released as Scary Movie 5","PG-13 for crude and sexual content throughout, language, some drug material, partial nudity, comic violence and gore.(Rating bulletin 2265, 3/27/2013)","Spoof, Gratuitous Cameos, Fictionalized Version of Yourself, Delayed Sequel, Sequels Without Their Original Stars, Sequel With Returning Stars Playing New Characters, Breaking the Fourth Wall, Demons, Religious, Horror Comedy","DZE, Brad Grey",Scary Movie,"$32,015,787","$46,598,194","$78,613,981","$4,297,830","$1,500,934","$5,798,764"
79,https://www.the-numbers.com/movie/42-(2013),"['Nicole Beharie', 'Chadwick Boseman', 'Harrison Ford']","[['Brian Helgeland', 'Director'], ['Brian Helgeland', 'Screenwriter'], ['Thomas Tull', 'Producer'], ['Dick Cook', 'Executive Producer'], ['Jon Jashni', 'Executive Producer'], ['Jason Clark', 'Executive Producer'], ['Darryl Pryor', 'Co-Producer'], ['Jillian Zaks', 'Co-Producer'], ['Don Burgess', 'Director of Photography'], ['Richard Hoover', 'Production Designer'], ['Kevin Stitt', 'Editor'], ['Peter McNulty', 'Editor'], ['Caroline Harris', 'Costume Designer'], ['Mark Isham', 'Composer'], ['Peter Afterman', 'Music Supervisor'], ['Jamie Dixon', 'Visual Effects Supervisor'], ['Victoria Thomas', 'Casting Director']]","$27,487,144 (28.9% of total gross)",3.46 (domestic box office/biggest weekend),97.5% (domestic box office/worldwide),"$31,000,000 (worldwide box office is 3.1 times production budget)","3,003 opening theaters/3,405 max. theaters, 6.3 weeks average run per theater","$122,135,451",,88 minutes,vs. MarshallCreate your own comparison chart…,Based on Real Life Events,Drama,Live Action,Dramatization,United States,English,"April 12th, 2013 (Wide) by Warner Bros.September 3rd, 2020 (Limited) by Warner Bros.","July 16th, 2013 by Warner Bros / Paramount","PG-13 for thematic elements including language.(Rating bulletin 2254, 1/9/2013)","Baseball, Bigotry, Discrimination, African Americans, Biography, Inspirational Sports, Biographical Drama","Warner Bros., Legendary Pictures, Brian Helgeland",,"$95,020,213","$2,450,488","$97,470,701","$22,809,229","$11,832,671","$34,641,900"
80,https://www.the-numbers.com/movie/Jeonseolui-Joomeok,"['Yo-won Lee', 'Jeong-min Hwang', 'Joon-sang Yoo', 'Je-moon Yoon']","[['Woo-suk Kang', 'Director'], ['Sun-young Jung', 'Producer'], ['Jeong-woo Son', 'Producer'], ['Min-seok Jang', 'Screenwriter'], ['Jong-gyu Lee', 'Based on comic ""Legend Punch""'], ['Jo Yeong-wook', 'Composer'], ['Yong-heung Kim', 'Cinematographer'], ['Bong-joo Lee', 'Cinematographer'], ['Im-pyo Ko', 'Editor']]","$49,252 (36.7% of total gross)",2.73 (domestic box office/biggest weekend),1.3% (domestic box office/worldwide),,"23 opening theaters/23 max. theaters, 2.3 weeks average run per theater","$172,509",,153 minutes,Create your own comparison chart…,Based on Comic/Graphic Novel,Action,Live Action,Contemporary Fiction,Republic of Korea,Korean,"April 12th, 2013 (Limited) by CJ Entertainment, released as Fists of Legend",,Not Rated,"Mixed Martial Arts, Tournament, Reality TV",Cinema Service,,"$134,213","$10,254,567","$10,388,780",,,
81,https://www.the-numbers.com/movie/Wedding-Invitation-A,[],[],"$3,183 (22.2% of total gross)",2.68 (domestic box office/biggest weekend),0.0% (domestic box office/worldwide),,"2 opening theaters/3 max. theaters, 1.7 weeks average run per theater","$18,444","April 12th, 2013 (Wide) (China)
",81 minutes,Create your own comparison chart…,,Romantic Comedy,Live Action,,"China, Republic of Korea",Mandarin,"May 24th, 2013 (Limited) by CJ Entertainment",,Not Rated,,,,"$14,350","$30,350,000","$30,364,350",,,
82,https://www.the-numbers.com/movie/Gamins-Les,[],[],,,,"$9,000,000 (worldwide box office is 1.7 times production budget)",,,"April 17th, 2013 (Wide) (France)
April 17th, 2013 (Wide), released as Les Gamins (Switzerland)
April 24th, 2013 (Wide), released as Les Gamins (Belgium)
December 12th, 2013 (Wide), released as Les Gamins (Lebanon)
July 3rd, 2014 (Wide), released as Les Gamins (Austria)
... Show all releases
",95 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,France,French,,,,,,,n/a,"$15,660,664","$15,660,664",,,
83,https://www.the-numbers.com/movie/Profs-Les,[],[],,,,,,,"April 17th, 2013 (Wide) (France)
April 17th, 2013 (Wide) (Switzerland)
January 8th, 2016 (Wide) (Turkey)
",88 minutes,Create your own comparison chart…,Original Screenplay,Comedy,Live Action,Contemporary Fiction,France,French,,,,,,,n/a,"$31,090,977","$31,090,977",,,
84,https://www.the-numbers.com/movie/Du-Zhan,"['Sun Honglei', 'Huang Yi', 'Louis Koo']","[['Johnnie To', 'Director'], ['Johnnie To', 'Producer'], ['Wai Ka-Fai', 'Producer'], ['Wai Ka-Fai', 'Screenwriter'], ['Yau Nai Hoi', 'Screenwriter'], ['Ryker Chan', 'Screenwriter'], ['Yu Xi', 'Screenwriter'], ['Allen Leung', 'Editor'], ['David Richardson', 'Supervising Editor'], ['Boey Wong', 'Costume Designer'], ['Horace Ma', 'Art Director'], ['Xavier Jamaux', 'Composer'], ['Cheng Siu Keung', 'Director of Photography'], ['To Hung Mo', 'Cinematographer'], ['Liu Yanming', 'Executive Producer'], ['Gu Guoquin', 'Executive Producer'], ['Yan Xiaoming', 'Executive Producer'], ['Elaine Chu', 'Line Producer']]","$5,926 (4.6% of total gross)",5.90 (domestic box office/biggest weekend),0.5% (domestic box office/worldwide),,"1 opening theaters/13 max. theaters, 4.2 weeks average run per theater","$164,776","April 18th, 2013 (Wide) (Australia)
April 18th, 2013 (Wide) (Hong Kong)
April 18th, 2013 (Wide) (Malaysia)
April 18th, 2013 (Wide) (Singapore)
April 26th, 2013 (Wide) (Taiwan)
... Show all releases
",105 minutes,Create your own comparison chart…,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"China, Hong Kong","Cantonese, Mandarin","July 26th, 2013 (Limited) by Variance Films, released as Drug War","October 15th, 2013 by Well Go USA Video","R for strong violence, drug content and language.(Rating bulletin 2285, 8/14/2013)","Narcotics, Organized Crime, Undercover, Confidential Informant","Beijing Hairun Pictures LTD, Huaxia Film & Distribution Coroporation, Milkyway Image, CCTV 6 Movie Channel",,"$128,195","$23,268,503","$23,396,698","$82,505","$138,286","$220,791"
85,https://www.the-numbers.com/movie/Legenda-No-17,[],[],,,,,,,"April 18th, 2013 (Wide), released as Legend No. 17 (International title)
 (Russia (CIS))
",,Create your own comparison chart…,Based on Factual Book/Article,Drama,Live Action,Factual,"Russian Federation, Spain",Russian,,,,,,,n/a,"$26,651,774","$26,651,774",,,
86,https://www.the-numbers.com/movie/Home-Run,"['Vivica Fox', 'Scott Elrod', 'Dorian Brown']","[['David Boyd', 'Director'], ['Brian Brightly', 'Screenwriter'], ['Candace Lee', 'Screenwriter'], ['Eric Newman', 'Screenwriter'], ['Melanie Wistar', 'Screenwriter'], ['Carol Spann Mathews', 'Producer'], ['Tom Newman', 'Producer'], ['Carol Spann Mathews', 'Executive Producer'], ['Tom Newman', 'Executive Producer'], ['Scott Allan Mathews', 'Composer'], ['Beverly Holloway', 'Casting Director'], ['Beverly Safier', 'Costume Designer'], ['Ken Conrad', 'Editor'], ['David Boyd', 'Director of Photography']]","$1,582,466 (55.3% of total gross)",1.81 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$1,200,000 (worldwide box office is 2.4 times production budget)","381 opening theaters/381 max. theaters, 3.0 weeks average run per theater","$3,676,070",,113 minutes,vs. 23 BlastCreate your own comparison chart…,Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,"April 19th, 2013 (Limited) by Samuel Goldwyn Films","July 23rd, 2013 by Alchemy","PG-13 for some mature thematic material.(Rating bulletin 2259, 2/13/2013)","Religious, Addiction, Rehab / Former Addict, Faith-Based Film, Baseball","Impact Productions, Hero Productions",,"$2,859,955",,,"$2,486,917","$302,485","$2,789,402"
87,https://www.the-numbers.com/movie/Lords-of-Salem-The,"['Bruce Davison', 'Jeff Daniel Phillips', 'Ken Foree', 'Patricia Quinn', 'Dee Wallace', 'Maria Conchita Alonso', 'Judy Geeson', 'Meg Foster', 'Sheri Moon Zombie']","[['Rob Zombie', 'Director'], ['Rob Zombie', 'Screenwriter'], ['Rob Zombie', 'Producer'], ['Jason Blum', 'Producer'], ['Andy Gould', 'Producer'], ['Oren Peli', 'Producer'], ['Brian Kavanaugh-Jones', 'Executive Producer'], ['Steven Schneider', 'Executive Producer'], ['Brandon Trost', 'Director of Photography'], ['Jennifer Spence', 'Production Designer'], ['Glenn Garland', 'Editor'], ['Leah Butler', 'Costume Designer'], ['Tom Rowland', 'Music Supervisor'], ['John 5', 'Composer'], ['Griffin Boice', 'Composer'], ['Wayne Toth', 'Special Make-up Effects'], ['Monika Mikkelsen', 'Casting Director']]","$642,942 (55.1% of total gross)",1.81 (domestic box office/biggest weekend),75.7% (domestic box office/worldwide),"$1,500,000 (worldwide box office is 1.0 times production budget)","355 opening theaters/355 max. theaters, 2.0 weeks average run per theater","$1,498,572","April 25th, 2013 (Wide) (Italy)
",100 minutes,vs. InsidiousCreate your own comparison chart…,Original Screenplay,Horror,Live Action,Fantasy,"Canada, United Kingdom, United States",English,"April 19th, 2013 (Limited) by Anchor Bay Entertainment","September 3rd, 2013 by Anchor Bay Home Entertainment","R for disturbing violent and sexual content, graphic nudity, language and some drug use.(Rating bulletin 2251, 12/5/2012)","Radio Industry, Non-Chronological, Rock 'n' Roll, Addiction, Rehab / Former Addict, Secret Magic, Revenge, Intertitle, Curses, Hallucinations","Haunted Movie, IM Global, Blumhouse",,"$1,165,881","$375,250","$1,541,131","$3,456,267","$1,925,709","$5,381,976"
88,https://www.the-numbers.com/movie/Oblivion-(2013),"['Olga Kurylenko', 'Andrea Riseborough', 'Nikolaj Coster-Waldau', 'Melissa Leo', 'Tom Cruise', 'Morgan Freeman']","[['Joseph Kosinski', 'Director'], ['Karl Gajdusek', 'Screenwriter'], ['Michael Debruyn', 'Screenwriter'], ['Joseph Kosinski', 'Based on the Graphic Novel Original Story by'], ['Joseph Kosinski', 'Producer'], ['Peter Chernin', 'Producer'], ['Dylan Clark', 'Producer'], ['Barry Levine', 'Producer'], ['Duncan Henderson', 'Producer'], ['Dave Morrison', 'Executive Producer'], ['Jesse Berger', 'Executive Producer'], ['Justin Springer', 'Executive Producer'], ['Claudio Miranda', 'Cinematographer'], ['Darren Gilford', 'Production Designer'], ['Richard Francis-Bruce', 'Editor'], ['Marlene Stewart', 'Costume Designer'], ['Joseph Trapanese', 'Composer'], ['Mark W. Mansbridge', 'Art Director']]","$37,054,485 (41.6% of total gross)",2.40 (domestic box office/biggest weekend),30.9% (domestic box office/worldwide),"$120,000,000 (worldwide box office is 2.4 times production budget)","3,783 opening theaters/3,792 max. theaters, 4.6 weeks average run per theater","$114,535,125",,125 minutes,vs. Edge of TomorrowCreate your own comparison chart…,Based on Comic/Graphic Novel,Thriller/Suspense,Live Action,Science Fiction,United States,English,"April 19th, 2013 (Wide) by UniversalApril 19th, 2013 (IMAX) by Universal","August 6th, 2013 by Universal Home Entertainment","PG-13 for sci-fi action violence, brief strong language, and some sensuality/nudity.(Rating bulletin 2213, 3/13/2013)","Post Apocalypse, Surprise Twist, Government Corruption, Alien Invasion, Visual Effects, Digital Cinematography, Faulty Memory, Prologue, Voiceover/Narration, Dream Sequence, Cabin in the Woods, IMAX: DMR","Universal Pictures, Relativity Media, Chernin Entertainment, Monolith Pictures, Radical Studios",,"$89,107,235","$198,809,398","$287,916,633","$15,385,694","$21,604,324","$36,990,018"
89,https://www.the-numbers.com/movie/Kureyon-Shinchan-bakauma-B-kyA-gurume-sabaibaru,[],[],,,,,,,"April 20th, 2013 (Wide), released as Crayon Shin-chan 2013 OR Crayon Shin-chan: Very Tasty! B-class Gourmet Survival!! (International titles)
 (Japan)
",96 minutes,Create your own comparison chart…,Original Screenplay,Adventure,Digital Animation,Contemporary Fiction,Japan,Japanese,,,,Anime,,,n/a,"$8,713,735","$8,713,735",,,
90,https://www.the-numbers.com/movie/Meitantei-Konan-Zekkai-no-Puraibeto-Ai,[],"[['Kobun Shizuno', 'Director']]",,,,,,,"April 20th, 2013 (Wide), released as Dectective Conan: Private Eye in the Distant Sea (International title)
 (Japan)
",,Create your own comparison chart…,Original Screenplay,Action,Digital Animation,Contemporary Fiction,Japan,Japanese,,,,Anime,,Detective Conan,n/a,"$29,302,051","$29,302,051",,,
91,https://www.the-numbers.com/movie/Cage-Doree-La,[],[],,,,,,,"April 24th, 2013 (Wide) (France)
April 24th, 2013 (Wide) (Switzerland)
August 1st, 2013 (Wide), released as A Gaiola Dourada (Portugal)
December 12th, 2013 (Wide) (Australia)
June 19th, 2014 (Wide) (Spain)
... Show all releases
",90 minutes,Create your own comparison chart…,,Comedy,Live Action,,"France, Portugal","English, French, Portuguese",,,,,,,n/a,"$13,300,000","$13,300,000",,,
92,https://www.the-numbers.com/movie/Iron-Man-3,"['Rebecca Hall', 'Stephanie Szostak', 'James Badge Dale', 'Jon Favreau', 'Robert Downey, Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Guy Pearce', 'Ben Kingsley']","[['Shane Black', 'Director'], ['Drew Pearce', 'Screenwriter'], ['Shane Black', 'Screenwriter'], ['Kevin Feige', 'Producer'], ['Stan Lee', 'Executive Producer'], ['Dan Mintz', 'Executive Producer'], ['Alan Fine', 'Executive Producer'], ['Charles Newirth', 'Executive Producer'], ['Victoria Alonso', 'Executive Producer'], ['Stephen Broussard', 'Executive Producer'], ['Louis D’Esposito', 'Executive Producer'], ['Jon Favreau', 'Executive Producer'], ['John Toll', 'Director of Photography'], ['Bill Brzeski', 'Production Designer'], ['Jeffrey Ford', 'Editor'], ['Peter S. Elliot', 'Editor'], ['Louise Frogley', 'Costume Designer'], ['Christopher Townsend', 'Visual Effects Supervisor'], ['Dave Jordan', 'Music Supervisor'], ['Brian Tyler', 'Composer'], ['Sarah Halley Finn', 'Casting']]","$174,144,585 (42.6% of total gross)",2.35 (domestic box office/biggest weekend),33.7% (domestic box office/worldwide),"$200,000,000 (worldwide box office is 6.1 times production budget)","4,253 opening theaters/4,253 max. theaters, 6.2 weeks average run per theater","$525,703,468","April 24th, 2013 (Wide) (Australia)
April 24th, 2013 (Wide) (Belgium)
April 24th, 2013 (Wide) (Finland)
April 24th, 2013 (Wide) (France)
April 24th, 2013 (Wide) (Italy)
... Show all releases
",130 minutes,"Blockbusters, 2013vs. Captain America: Civil WarCreate your own comparison chart…",Based on Comic/Graphic Novel,Action,Animation/Live Action,Super Hero,United States,English,"May 3rd, 2013 (Wide) by Walt DisneyMay 3rd, 2013 (IMAX) by Walt Disney","September 24th, 2013 by Walt Disney Home Entertainment","PG-13 for sequences of intense sci-fi action and violence throughout, and brief suggestive content.(Rating bulletin 2267, 4/10/2013)","Marvel Comics, Terrorism, False Identity, Addiction, Artificial Intelligence, Robot, Government Corruption, Non-Chronological, Super Soldiers, Surprise Twist, Visual Effects, Prologue, Voiceover/Narration, Intertitle, Gratuitous Cameos, Epilogue, 3-D, 1990s, Archival Footage of Previous Installment, PTSD, Scene in End Credits, Motion Capture Performance, 3-D - Post-production Conversion, IMAX: DMR, Filmed in EUE/Screen Gems Studio, Wilmington, NC, Filmed in Wilmington, NC, Filmed in New Hanover County, NC, Filmed in North Carolina, United States, Filmed in United States, Filmed in Epic Games headquarters, Cary, NC, Filmed in Cary, NC, Filmed in Wake County, NC, Filmed in SAS Institute, Cary, NC, Filmed in Wilmington International Airport, Wilmington, NC, Filmed in the Port of Wilmington, NC, Filmed in Oak Island, NC, Filmed in Brunswick County, NC, Filmed in Rose Hill, NC, Filmed in Duplin County, NC, Filmed in Dania Beach, FL, Filmed in Broward County, FL, Filmed in Florida, United States, Filmed in Vizcaya Museum and Gardens, Miami, FL, Filmed in Miami, FL, Filmed in Miami Dade County, FL, Filmed in Miami Beach, FL, Filmed in Beijing, China, Filmed in China, Filmed in Manhattan Beach, CA, Filmed in Los Angeles County, CA, Filmed in California, United States, Filmed in Grauman’s Chinese Theatre, Hollywood, CA, Filmed in Hollywood, CA, Filmed in Los Angeles, CA","Marvel Studios, Paramount Pictures, DMG Entertainment",Iron ManMarvel Cinematic Universe,"$408,992,272","$806,400,000","$1,215,392,272","$30,204,685","$56,844,398","$87,049,083"
