,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Video Release:,Franchise:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
0,https://www.the-numbers.com/movie/Antitrust,[],"[['Peter Howitt', 'Director'], ['Howard Franklin', 'Screenwriter']]","$5,486,209 (50.0% of total gross)",2.00 (domestic box office/biggest weekend),61.4% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 0.6 times production budget)","2,433 opening theaters/2,433 max. theaters, 3.1 weeks average run per theater","$20,244,952","January 12th, 2001 (Wide) by MGM",PG-13 for some violence and brief language,109 minutes,vs. Double TakeCreate your own comparison chart…,"Techno-Thriller, Corporate Malfeasance",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,,,,,,"$10,965,209","$6,900,000","$17,865,209",,
1,https://www.the-numbers.com/movie/Double-Take-(2001),"['Edward Herrmann', 'Gary Grubbs', 'Shawn Elliott', 'Brent Briscoe', 'Daniel Roebuck', 'Carlos Carrasco', 'Sterling Macer, Jr.', 'Garcelle Beauvais', 'Andrea Navedo', 'Benny Nieves', 'Orlando Jones', 'Eddie Griffin']","[['George Gallo', 'Director'], ['George Gallo', 'Screenwriter'], ['David Permut', 'Producer'], ['Brett Ratner', 'Producer'], ['Barry Bernardi', 'Executive Producer'], ['Michael Rotenberg', 'Executive Producer'], ['Frank Pesce', 'Co-Producer'], ['Steven A. Longi', 'Co-Producer']]","$11,736,236 (39.4% of total gross)",2.54 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$24,000,000 (worldwide box office is 1.2 times production budget)","1,631 opening theaters/1,631 max. theaters, 4.9 weeks average run per theater","$48,317,730","January 12th, 2001 (Wide) by Walt Disney",PG-13 for violence and language,88 minutes,vs. Patriots DayCreate your own comparison chart…,"Action Comedy, Confidence Men, White Collar Crime, Corporate Malfeasance, Organized Crime, C.I.A., Drug Cartels, FBI, Undercover, Fired, Rogue Agent, Surprise Twist, False Identity, Corrupt Cops",Remake,Action,Live Action,Contemporary Fiction,"Touchstone Pictures, Permut Presentations, Rat Entertainment",United States,English,,,,"$29,823,162",,,,
2,https://www.the-numbers.com/movie/Save-the-Last-Dance-(2001),[],"[['Mark Isham', 'Composer']]","$27,526,443 (30.2% of total gross)",3.31 (domestic box office/biggest weekend),74.5% (domestic box office/worldwide),"$13,000,000 (worldwide box office is 9.4 times production budget)","2,230 opening theaters/2,570 max. theaters, 8.7 weeks average run per theater","$147,494,874","January 12th, 2001 (Wide) by Paramount Pictures","PG-13 for violence, sexual content, language and brief drug references.",112 minutes,vs. Step UpCreate your own comparison chart…,"Performing Arts, Dancing, Sports Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,,"June 19th, 2001 by Paramount Home VideoOctober 1st, 2003 by Paramount Home Entertainment",Save the Last Dance,,"$91,038,276","$31,206,053","$122,244,329",,
3,https://www.the-numbers.com/movie/Pledge-The,"['Benicio del Toro', 'Aaron Eckhart', 'Helen Mirren', 'Tom Noonan', 'Robin Wright', 'Vanessa Redgrave', 'Mickey Rourke', 'Sam Shepard', 'Lois Smith', 'Harry Dean Stanton', 'Jack Nicholson']","[['Sean Penn', 'Director'], ['Michael Fitzgerald', 'Producer'], ['Sean Penn', 'Producer'], ['Elie Samaha', 'Producer'], ['Jerzy Kromolowski', 'Screenwriter'], ['Mary Olson-Kromolowski', 'Screenwriter'], ['Bill Fergusonm', 'Screenwriter'], ['Friedrich Durrenmatt', 'Based on the book by'], ['Andrew Stevens', 'Executive Producer'], ['Chris Menges', 'Cinematographer'], ['Bill Groom', 'Production Designer'], ['Jay Cassidy', 'Editor'], ['Hans Zimmer', 'Composer'], ['Klaus Badelt', 'Composer'], ['Don Phillips', 'Casting Director']]","$5,765,347 (29.2% of total gross)",3.42 (domestic box office/biggest weekend),67.1% (domestic box office/worldwide),"$45,000,000 (worldwide box office is 0.7 times production budget)","1,275 opening theaters/1,410 max. theaters, 4.7 weeks average run per theater","$31,949,069","January 19th, 2001 (Wide) by Warner Bros.",R for strong violence and language,124 minutes,vs. AbandonCreate your own comparison chart…,"Film Noir, Crime Thriller, Murdered Child, Police Detective, False Confession, Suicide, Car Accident, Romance, Relationships Gone Wrong, Epilogue",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,Franchise Pictures,United States,English,"June 19th, 2001 by Warner Home Video",,,"$19,719,930","$9,686,202","$29,406,132",,
4,https://www.the-numbers.com/movie/Rivieres-Pourpres-Les,[],"[['Mathieu Kassovitz', 'Director']]","$111,026 (17.6% of total gross)",5.70 (domestic box office/biggest weekend),1.1% (domestic box office/worldwide),,"47 opening theaters/47 max. theaters, 4.1 weeks average run per theater","$1,024,812","January 21st, 2001 (Wide) (Canada)
June 29th, 2001 (Limited) by Sony Pictures, released as The Crimson Rivers",R for violence/grisly images and language,,vs. The OthersCreate your own comparison chart…,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,France,,"October 16th, 2001 by Sony Pictures Home Entertainment, released as The Crimson Rivers",,"January 21st, 2001 (Wide) (Canada)
","$632,548","$59,500,000","$60,132,548",,
5,https://www.the-numbers.com/movie/Sugar-and-Spice,"['James Marsden', 'Marla Sokoloff', 'Marley Shelton', 'Melissa George', 'Mena Suvari', 'Rachel Blanchard']","[['Francine McDougall', 'Director'], ['Mandy Nelson', 'Screenwriter'], ['Wendy Finerman', 'Producer'], ['Mark Mothersbaugh', 'Composer']]","$5,891,176 (44.4% of total gross)",2.25 (domestic box office/biggest weekend),78.7% (domestic box office/worldwide),,"2,150 opening theaters/2,150 max. theaters, 3.0 weeks average run per theater","$21,510,537","January 26th, 2001 (Wide) by New Line","PG-13 for language, sex-related humor and some thematic elements",81 minutes,vs. Say It Isn't SoCreate your own comparison chart…,"Teenage Mom, Heist, Cheerleaders, Crime Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"New Line Cinema, Wendy Fineman Productions",United States,English,,,,"$13,276,953","$3,603,846","$16,880,799",,
6,https://www.the-numbers.com/movie/Wedding-Planner-The,[],"[['Adam Shankman', 'Director']]","$13,510,293 (22.4% of total gross)",4.47 (domestic box office/biggest weekend),63.8% (domestic box office/worldwide),"$28,000,000 (worldwide box office is 3.4 times production budget)","2,785 opening theaters/2,785 max. theaters, 6.5 weeks average run per theater","$97,857,921","January 26th, 2001 (Wide) by Sony Pictures",PG-13 for language and some sexual humor,103 minutes,vs. SelenaCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,,"July 3rd, 2001 by Sony Pictures Home Entertainment",,,"$60,400,856","$34,327,673","$94,728,529",,
7,https://www.the-numbers.com/movie/Amy-(2001),[],[],"$5,770 (73.2% of total gross)",1.37 (domestic box office/biggest weekend),0.1% (domestic box office/worldwide),,"4 opening theaters/4 max. theaters, 1.3 weeks average run per theater","$14,546","February 2nd, 2001 (Wide)","PG-13 for some domestic violence, disturbing images and brief language.",104 minutes,vs. It Might Get LoudCreate your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,"July 8th, 2015 (Wide) (Belgium)
","$7,880","$6,475,545","$6,483,425",,
8,https://www.the-numbers.com/movie/Head-Over-Heels,[],"[['Mark Waters', 'Director']]","$4,804,595 (46.2% of total gross)",2.16 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$14,000,000 (worldwide box office is 0.7 times production budget)","2,338 opening theaters/2,385 max. theaters, 2.5 weeks average run per theater","$16,845,198","February 2nd, 2001 (Wide) by Universal","PG-13 for sexual content, crude humor and language",,vs. All About SteveCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,,,,,,"$10,397,365",,,,
9,https://www.the-numbers.com/movie/Valentine,[],"[['Jamie Blanks', 'Director'], ['Gretchen J. Berg', 'Screenwriter'], ['Aaron Harberts', 'Screenwriter'], ['Donna Powers', 'Screenwriter'], ['Wayne Powers', 'Screenwriter'], ['Bruce Berman', 'Executive Producer']]","$10,024,648 (49.2% of total gross)",2.03 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 2.0 times production budget)","2,310 opening theaters/2,310 max. theaters, 3.4 weeks average run per theater","$33,025,177","February 2nd, 2001 (Wide) by Warner Bros.","R for strong horror violence, some sexuality and language",96 minutes,vs. My Bloody ValentineCreate your own comparison chart…,"Slasher Horror, 1980s, Prologue, Framed, Sex Crimes, Surprise Twist, False Identity, Revenge",Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,,United States,English,"June 24th, 2001 by Warner Home Video",,,"$20,384,136",,,,
10,https://www.the-numbers.com/movie/Hannibal-(2001),"['Julianne Moore', 'Ray Liotta', 'Frankie Faison', 'Giancarlo Giannini', 'Francesca Neri', 'Zeljko Ivanek', 'Hazelle Goodman', 'Francis Guinan', 'David Andrews', 'James Opher', 'Enrico Lo Verso', 'Ivano Marescotti', 'Fabrizio Gifuni', 'Ennio Coltorti', 'Anthony Hopkins']","[['Ridley Scott', 'Director'], ['David Mamet', 'Screenwriter'], ['Thomas Harris', 'Story Creator'], ['Dino De Laurentiis', 'Producer'], ['Ridley Scott', 'Producer'], ['Branko Lustig', 'Executive Producer']]","$58,003,121 (35.1% of total gross)",2.85 (domestic box office/biggest weekend),47.2% (domestic box office/worldwide),"$87,000,000 (worldwide box office is 4.0 times production budget)","3,230 opening theaters/3,292 max. theaters, 7.7 weeks average run per theater","$267,472,797","February 9th, 2001 (Wide) by MGM","R for strong gruesome violence, some nudity and language.",131 minutes,vs. Body of LiesCreate your own comparison chart…,"Serial Killer, Cannibalism, Sex Crimes, Sequels Without Their Original Stars, Sequel With Lead Character Recast, Fugitive / On the Run, Secret Identity, Revenge, Corrupt Cops, Police Procedural, Psychological Horror",Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,"Metro-Goldwyn-Mayer Pictures, Dino De Laurentiis, Scott Free Films",United States,English,"January 31st, 2006 by MGM Video",Hannibal Lecter,,"$165,092,266","$185,008,014","$350,100,280",,
11,https://www.the-numbers.com/movie/Saving-Silverman,[],"[['Dennis Dugan', 'Director'], ['Hank Nelken', 'Screenwriter'], ['Greg DePaul', 'Screenwriter'], ['Bruce Berman', 'Executive Producer']]","$7,411,852 (38.3% of total gross)",2.61 (domestic box office/biggest weekend),74.8% (domestic box office/worldwide),"$22,000,000 (worldwide box office is 1.2 times production budget)","2,467 opening theaters/2,467 max. theaters, 3.6 weeks average run per theater","$31,352,276","February 9th, 2001 (Wide) by Sony Pictures",R for sexual content and language,90 minutes,vs. Save the Last DanceCreate your own comparison chart…,"Farcical / Slapstick Comedy, Romance, Relationships Gone Wrong, Emotional Abuse, Kidnap, Wedding Day, Wedding Day Disasters, LGBTQ+",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Columbia Pictures, Original Film, Village Roadshow Productions",United States,English,"July 17th, 2001 by Sony Pictures Home Entertainment",,,"$19,351,569","$6,521,573","$25,873,142",,
12,https://www.the-numbers.com/movie/Shackletons-Antarctic-Adventure,[],[],,60.86 (domestic box office/biggest weekend),79.1% (domestic box office/worldwide),,,"$24,719,633","February 9th, 2001 (IMAX) by WGBH Giant-Screen Films",Not Rated,,Create your own comparison chart…,,Based on Real Life Events,Documentary,Live Action,Factual,,United States,,,,"November 1st, 2001 (Wide) (Australia)
","$15,553,324","$4,113,837","$19,667,161",,
13,https://www.the-numbers.com/movie/Down-to-Earth-(2001),"['Regina King', 'Mark Addy', 'Eugene Levy', 'Frankie Faison', 'Greg Germann', 'Jennifer Coolidge', 'Chazz Palminteri', 'Chris Rock']","[['Chris Weitz', 'Director'], ['Paul Weitz', 'Director']]","$20,027,309 (31.2% of total gross)",3.20 (domestic box office/biggest weekend),90.2% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 2.4 times production budget)","2,521 opening theaters/2,524 max. theaters, 7.3 weeks average run per theater","$103,968,112","February 16th, 2001 (Wide) by Paramount Pictures","PG-13 for language, sexual humor and some drug references.",87 minutes,vs. A Very Harold & Kumar 3D ChristmasCreate your own comparison chart…,"Reincarnation, Car Accident, Relationships Gone Wrong, Hitmen, Romance, Supernatural",Remake,Comedy,Live Action,Contemporary Fiction,Village Roadshow Productions,United States,English,"July 10th, 2001 by Paramount Home Video",,,"$64,172,251","$7,000,000","$71,172,251",,
14,https://www.the-numbers.com/movie/Recess-Schools-Out,[],"[['Chuck Sheetz', 'Director']]","$13,455,016 (36.7% of total gross)",2.73 (domestic box office/biggest weekend),82.6% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 4.4 times production budget)","2,624 opening theaters/2,630 max. theaters, 6.1 weeks average run per theater","$59,453,933","February 16th, 2001 (Wide) by Walt Disney",G,82 minutes,vs. Atlantis: The Lost EmpireCreate your own comparison chart…,,Based on TV,Adventure,Live Action,Kids Fiction,,United States,English,,,"July 13th, 2001 (Wide) (United Kingdom)
","$36,696,761","$7,754,709","$44,451,470",,
15,https://www.the-numbers.com/movie/Sweet-November,"['Jason Isaacs', 'Greg Germann', 'Keanu Reeves', 'Charlize Theron']","[['Pat O’Connor', 'Director'], ['Christopher Young', 'Composer']]","$11,015,226 (43.6% of total gross)",2.30 (domestic box office/biggest weekend),38.5% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 1.6 times production budget)","2,268 opening theaters/2,268 max. theaters, 4.4 weeks average run per theater","$40,970,295","February 16th, 2001 (Wide) by Warner Bros.",PG-13 for sexual content and language (previously rated R),120 minutes,vs. Harry Potter and the Sorcerer’s StoneCreate your own comparison chart…,"Romantic Drama, Romance, Terminal Illness, Cancer",Remake,Drama,Live Action,Contemporary Fiction,,United States,English,,,,"$25,288,103","$40,466,125","$65,754,228",,
16,https://www.the-numbers.com/movie/3000-Miles-to-Graceland,"['Courteney Cox', 'Christian Slater', 'Kevin Pollak', 'David Arquette', 'Howie Long', 'Kurt Russell', 'Kevin Costner']","[['Demian Lichtenstein', 'Director'], ['Demian Lichtenstein', 'Screenwriter'], ['Richard Recco', 'Screenwriter'], ['Eric Manes', 'Producer'], ['Andrew Stevens', 'Producer'], ['Richard Spero', 'Producer'], ['Elie Samaha', 'Producer'], ['Don Carmody', 'Executive Producer'], ['Tracee Stanley', 'Executive Producer'], ['George S. Clinton', 'Composer']]","$7,160,521 (45.5% of total gross)",2.20 (domestic box office/biggest weekend),84.1% (domestic box office/worldwide),"$62,000,000 (worldwide box office is 0.3 times production budget)","2,545 opening theaters/2,645 max. theaters, 3.1 weeks average run per theater","$29,058,075","February 23rd, 2001 (Wide) by Warner Bros.","R for strong violence, sexuality and language.",125 minutes,vs. Exit WoundsCreate your own comparison chart…,"Action Comedy, Crime, Heist, Set in Las Vegas, Elvis Impersonators, No Honor Among Thieves, Faked Death, Romance, Relationships Gone Wrong, Kidnap, Rescue, Double-Crossed",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,English,"August 7th, 2001 by Warner Home Video",,,"$15,738,632","$2,970,216","$18,708,848",,
17,https://www.the-numbers.com/movie/Monkeybone,[],"[['Henry Selick', 'Director'], ['Sam Hamm', 'Screenwriter'], ['Kaja Blackley', 'Story Creator']]","$2,685,078 (49.6% of total gross)",2.01 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$75,000,000 (worldwide box office is 0.1 times production budget)","1,722 opening theaters/1,748 max. theaters, 2.7 weeks average run per theater","$8,764,182","February 23rd, 2001 (Wide) by 20th Century Fox",PG-13 for crude humor and some nudity,93 minutes,vs. Who Framed Roger Rabbit?Create your own comparison chart…,"Black Comedy, Car Accident, Coma, Writing and Writers, Artists, Possessed, Romance, Imaginary Character, Cult Movie",Based on Comic/Graphic Novel,Black Comedy,Animation/Live Action,Fantasy,1492 Pictures,United States,,,,,"$5,409,517",,,,
18,https://www.the-numbers.com/movie/Haunted-Castle,[],[],,81.42 (domestic box office/biggest weekend),41.5% (domestic box office/worldwide),,,"$20,709,831","March 2nd, 2001 (IMAX) by nWave Pictures",PG for some frightening sensations and horror images,38 minutes,"vs. Crouching Tiger, Hidden DragonCreate your own comparison chart…",,Original Screenplay,Adventure,Live Action,Fantasy,,"Belgium, United States",English,,,"September 13th, 2001 (Wide) (Australia)
","$13,651,656","$19,211,870","$32,863,526",,
19,https://www.the-numbers.com/movie/Mexican-The,"['James Gandolfini', 'Brad Pitt', 'Julia Roberts']","[['Gore Verbinski', 'Director'], ['J.H. Wyman', 'Screenwriter'], ['Lawrence Bender', 'Producer'], ['John Baldecchi', 'Producer'], ['William Tyrer', 'Executive Producer'], ['Chris J. Ball', 'Executive Producer'], ['Aaron Ryder', 'Executive Producer'], ['J.H. Wyman', 'Executive Producer'], ['Dariusz Wolski', 'Director of Photography'], ['Cecilia Montiel', 'Production Designer'], ['Craig Wood', 'Editor'], ['Colleen Atwood', 'Costume Designer'], ['William S. Beasley', 'Co-Producer'], ['Alan Silvestri', 'Composer']]","$20,108,829 (30.1% of total gross)",3.32 (domestic box office/biggest weekend),46.0% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 3.6 times production budget)","2,951 opening theaters/3,162 max. theaters, 5.7 weeks average run per theater","$108,239,397","March 2nd, 2001 (Wide) by Dreamworks SKG",R for violence and language,122 minutes,vs. Cast AwayCreate your own comparison chart…,"Action Adventure, Smuggler, Organized Crime, Kidnap, Double-Crossed, Hitmen",Original Screenplay,Action,Live Action,Contemporary Fiction,Lawrence Bender,United States,English,"November 2nd, 2010 by Dreamworks Video",,"April 24th, 2001 (Wide) (Australia)
","$66,808,615","$78,429,635","$145,238,250",,
20,https://www.the-numbers.com/movie/See-Spot-Run,"['Michael Clarke Duncan', 'Leslie Bibb', 'Joe Viterelli', 'Angus T. Jones', 'Anthony Anderson', 'Paul Sorvino', 'David Arquette']","[['Bruce Berman', 'Executive Producer']]","$9,715,102 (29.1% of total gross)",3.43 (domestic box office/biggest weekend),77.5% (domestic box office/worldwide),"$16,000,000 (worldwide box office is 2.7 times production budget)","2,656 opening theaters/2,658 max. theaters, 6.3 weeks average run per theater","$54,043,817","March 2nd, 2001 (Wide) by Warner Bros.","PG for crude humor, language and comic violence",94 minutes,vs. Big Fat LiarCreate your own comparison chart…,Animal Lead,Original Screenplay,Adventure,Live Action,Kids Fiction,,United States,English,"August 28th, 2001 by Warner Home Video",,,"$33,357,476","$9,700,076","$43,057,552",,
21,https://www.the-numbers.com/movie/15-Minutes,"['Kelsey Grammer', 'Avery Brooks', 'Melina Kanakaredes', 'Robert De Niro', 'Edward Burns']","[['John Herzfeld', 'Director'], ['John Herzfeld', 'Screenwriter'], ['J. Peter Robinson', 'Composer']]","$10,523,154 (43.2% of total gross)",2.32 (domestic box office/biggest weekend),43.3% (domestic box office/worldwide),"$42,000,000 (worldwide box office is 1.3 times production budget)","2,337 opening theaters/2,337 max. theaters, 3.5 weeks average run per theater","$45,004,116","March 9th, 2001 (Wide) by New Line","R for strong violence, language and some sexuality.",120 minutes,vs. ColombianaCreate your own comparison chart…,"Crime Thriller, Serial Killer, Media Circus, Celebrity Worship, Police Detective, No Honor Among Thieves, Prostitution, Tabloid Journalism",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,Tribeca Film,"Germany, United States",English,,,,"$24,375,436","$31,956,428","$56,331,864",,
22,https://www.the-numbers.com/movie/Get-Over-It,[],"[[""Tommy O'Haver"", 'Director'], ['R Lee Fleming Jr', 'Screenwriter']]","$4,134,977 (35.8% of total gross)",2.80 (domestic box office/biggest weekend),58.2% (domestic box office/worldwide),"$10,000,000 (worldwide box office is 2.0 times production budget)","1,742 opening theaters/1,747 max. theaters, 3.8 weeks average run per theater","$18,729,248","March 9th, 2001 (Wide) by Miramax","PG-13 for some crude/sexual humor, teen drinking and language (previously rated R)",,vs. The Perfect ManCreate your own comparison chart…,"Romance, Modern Adaptation, First Love, Relationships Gone Wrong, Performing Arts, Voiceover/Narration, Intertitle, Prologue, Breaking the Fourth Wall, Love Triangle, New Guy/Girl in School, Surprise Twist, Unrequited Love, Basketball, Bad Teachers",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,,,,,,"$11,560,259","$8,300,000","$19,860,259",,
23,https://www.the-numbers.com/movie/Dish-The,[],"[['Rob Sitch', 'Director']]","$70,612 (3.1% of total gross)",11.74 (domestic box office/biggest weekend),13.9% (domestic box office/worldwide),,"6 opening theaters/82 max. theaters, 9.5 weeks average run per theater","$3,650,128","March 14th, 2001 (Limited) by Warner Bros.",PG-13 for brief strong language,101 minutes,vs. Wolf CreekCreate your own comparison chart…,,Based on Real Life Events,Comedy,Live Action,Dramatization,Village Roadshow Productions,Australia,English,,,,"$2,252,970","$14,000,000","$16,252,970",,
24,https://www.the-numbers.com/movie/Enemy-at-the-Gates-(2001),"['Rachel Weisz', 'Bob Hoskins', 'Ed Harris', 'Ron Perlman', 'Eva Mattes', 'Matthias Habich', 'Jude Law', 'Joseph Fiennes']","[['Jean-Jacques Annaud', 'Director'], ['Alain Godard', 'Screenwriter'], ['Jean-Jacques Annaud', 'Screenwriter'], ['John D. Schofield', 'Producer'], ['Alain Godard', 'Executive Producer'], ['Alisa Tager', 'Executive Producer'], ['Robert Fraisse', 'Director of Photography'], ['Wolf Kroeger', 'Production Designer'], ['Noelle Boisson', 'Editor'], ['Humphrey Dixon', 'Editor'], ['Janty Yates', 'Costume Designer'], ['James Horner', 'Composer'], ['Martin Muller', 'Production Sound Mixer']]","$13,810,266 (26.9% of total gross)",3.72 (domestic box office/biggest weekend),53.0% (domestic box office/worldwide),"$85,000,000 (worldwide box office is 1.1 times production budget)","1,509 opening theaters/1,724 max. theaters, 8.3 weeks average run per theater","$83,270,047","March 16th, 2001 (Wide) by Paramount Pictures",R for strong graphic war violence and some sexuality.,131 minutes,vs. AnthropoidCreate your own comparison chart…,"Historical Battles, War, War Drama",Based on Real Life Events,Drama,Live Action,Historical Fiction,Reperage,Germany,English,,,,"$51,396,781","$45,574,512","$96,971,293",,
25,https://www.the-numbers.com/movie/Exit-Wounds,"['Isaiah Washington', 'Anthony Anderson', 'Michael Jai White', 'Bill Duke', 'Jill Hennessy', 'Steven Seagal', 'DMX']","[['Andrzej Bartkowiak', 'Director'], ['Bruce Berman', 'Executive Producer']]","$18,485,586 (35.7% of total gross)",2.80 (domestic box office/biggest weekend),64.7% (domestic box office/worldwide),"$33,000,000 (worldwide box office is 2.4 times production budget)","2,830 opening theaters/2,830 max. theaters, 5.5 weeks average run per theater","$83,856,239","March 16th, 2001 (Wide) by Warner Bros.","R for strong violence, language and some sexuality/nudity.",135 minutes,vs. Kick-Ass 2Create your own comparison chart…,,Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,"Village Roadshow Productions, Silver Pictures",United States,English,"August 31st, 2001 by Warner Home Video",,,"$51,758,599","$28,200,000","$79,958,599",,
26,https://www.the-numbers.com/movie/Memento,"['Joe Pantoliano', 'Guy Pearce', 'Carrie Anne Moss']","[['Christopher Nolan', 'Director'], ['Jonathan Nolan', 'Based on the short story by'], ['Christopher Nolan', 'Screenwriter'], ['Suzanne Todd', 'Producer'], ['Jennifer Todd', 'Producer'], ['Aaron Ryder', 'Executive Producer'], ['William Tyrer', 'Co-Executive Producer'], ['Chris J. Ball', 'Co-Executive Producer'], ['Elaine Dysinger', 'Co-Producer'], ['Wally Pfister', 'Director of Photography'], ['Patti Podesta', 'Production Designer'], ['Dody Dorn', 'Editor'], ['John Papsidera', 'Casting Director']]","$235,488 (0.9% of total gross)",16.32 (domestic box office/biggest weekend),64.3% (domestic box office/worldwide),"$5,000,000 (worldwide box office is 7.9 times production budget)","11 opening theaters/531 max. theaters, 12.3 weeks average run per theater","$41,386,292","March 16th, 2001 (Wide) by Newmarket Films","R for violence, language and some drug content",113 minutes,vs. FollowingCreate your own comparison chart…,"Non-Chronological, Revenge, Mental Illness, Faulty Memory, Film Noir, Psychological Thriller",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Newmarket Films, Summit Entertainment, Team Todd",United States,English,"September 4th, 2001 by Sony Pictures Home Entertainment",,"April 12th, 2001 (Wide) (Australia)
August 24th, 2001 (Wide) (South Korea)
June 26th, 2023 (Limited) (Australia)
","$25,544,867","$14,174,564","$39,719,431",,
27,https://www.the-numbers.com/movie/Brothers-The,"['Morris Chestnut', 'D.L. Hughley', 'Bill Bellamy', 'Shemar Moore']","[['Gary Hardwick', 'Director']]","$10,302,846 (37.5% of total gross)",2.67 (domestic box office/biggest weekend),98.2% (domestic box office/worldwide),"$6,000,000 (worldwide box office is 4.7 times production budget)","1,378 opening theaters/1,378 max. theaters, 4.9 weeks average run per theater","$44,484,880","March 23rd, 2001 (Wide) by Sony Pictures",R for strong sexual content and language,106 minutes,vs. Miss MarchCreate your own comparison chart…,"Comedy Drama, Relationships Gone Wrong",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,"English, French","July 31st, 2001 by Sony Pictures Home Entertainment",,,"$27,457,409","$500,782","$27,958,191",,
28,https://www.the-numbers.com/movie/Heartbreakers,"['Ray Liotta', 'Jason Lee', 'Jeffrey Jones', 'Sigourney Weaver', 'Jennifer Love Hewitt', 'Gene Hackman']","[['David Mirkin', 'Director'], ['Robert Dunn', 'Screenwriter'], ['Paul Guay', 'Screenwriter'], ['Stephen Mazur', 'Screenwriter'], ['John Davis', 'Producer'], ['Irving Ong', 'Producer'], ['Clayton Townsend', 'Executive Producer'], ['Gary Smith', 'Executive Producer'], ['Hadeel Reda', 'Executive Producer'], ['Lilly Kilvert', 'Production Designer'], ['William Steinkamp', 'Editor'], ['John Debney', 'Composer'], ['Dean Semler', 'Director of Photography']]","$11,801,323 (29.3% of total gross)",3.42 (domestic box office/biggest weekend),69.8% (domestic box office/worldwide),"$38,000,000 (worldwide box office is 1.5 times production budget)","2,750 opening theaters/2,751 max. theaters, 5.8 weeks average run per theater","$65,346,814","March 23rd, 2001 (Wide) by MGM",PG-13 for sex-related content including dialogue,123 minutes,vs. The ReplacementsCreate your own comparison chart…,"Confidence Men, Crime Comedy, Dysfunctional Family, Romance, Relationships Gone Wrong, Double-Crossed",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Metro-Goldwyn-Mayer Pictures,United States,English,,,"August 24th, 2001 (Wide) (United Kingdom)
","$40,334,024","$17,419,801","$57,753,825",,
29,https://www.the-numbers.com/movie/Say-It-Isn-t-So,[],"[['J.B. Rogers', 'Director'], ['Peter Gaulke', 'Screenwriter'], ['Gerry Swallow', 'Screenwriter']]","$2,861,903 (51.9% of total gross)",1.93 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 0.2 times production budget)","1,974 opening theaters/1,974 max. theaters, 2.2 weeks average run per theater","$8,937,843","March 23rd, 2001 (Wide) by 20th Century Fox","R for strong sexual content, crude humor and language",95 minutes,vs. Get CarterCreate your own comparison chart…,"Black Comedy, Romance, Relationships Gone Wrong, Wedding Day, Wedding Day Disasters, Presumed Dead, Dysfunctional Family, Famously Bad",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,,United States,,,,,"$5,516,708",,,,
