,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Production Budget:,Theater counts:,Infl. Adj. Dom. BO,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Video Release:,Franchise:,International Releases:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
30,https://www.the-numbers.com/movie/Amores-Perros,[],"[['Alejandro Gonzalez Inarritu', 'Director'], ['Guillermo Arriaga', 'Screenwriter'], ['Alejandro Gonzalez Inarritu', 'Producer']]","$61,047 (1.1% of total gross)",6.13 (domestic box office/biggest weekend),25.8% (domestic box office/worldwide),"$2,000,000 (worldwide box office is 10.4 times production budget)","2 opening theaters/187 max. theaters, 7.9 weeks average run per theater","$8,722,568","March 30th, 2001 (Wide) by Lionsgate, released as Love's a Bitch","R for violence/gore, language and sexuality.",153 minutes,vs. American PsychoCreate your own comparison chart…,"Life Drama, Car Accident, Love Triangle, Dysfunctional Family, Domestic Abuse, Relationships Gone Wrong, Animal Abuse, The Other Woman, Models, Paralysis / Loss of a Limb, Wheelchair User, Hitmen, Animal Lead, Segments",Original Screenplay,Drama,Live Action,Contemporary Fiction,,Mexico,Spanish,"January 15th, 2004 by Lionsgate Home Entertainment, released as Love's a Bitch",,"April 5th, 2001 (Wide) (Australia)
","$5,383,834","$15,500,000","$20,883,834",,
31,https://www.the-numbers.com/movie/Someone-Like-You,"['Marisa Tomei', 'Ellen Barkin', 'Ashley Judd', 'Greg Kinnear', 'Hugh Jackman']","[['Tony Goldwyn', 'Director'], ['Elizabeth Chandler', 'Screenwriter'], ['Laura Zigman', 'Based on the Novel ""Animal Husbandry"" By'], ['Lynda Obst', 'Producer'], ['Dan Leigh', 'Production Designer'], ['Dana Congdon', 'Editor'], ['Rolfe Kent', 'Composer'], ['Anthony B. Richmond', 'Director of Photography']]","$10,010,600 (36.6% of total gross)",2.73 (domestic box office/biggest weekend),70.7% (domestic box office/worldwide),"$23,000,000 (worldwide box office is 1.7 times production budget)","2,345 opening theaters/2,350 max. theaters, 4.6 weeks average run per theater","$44,291,476","March 30th, 2001 (Wide) by 20th Century Fox","PG-13 for sexual content including dialogue, and for some language",97 minutes,vs. X-MenCreate your own comparison chart…,"Relationship Advice, Romance",Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,Fox 2000 Pictures,United States,English,"September 18th, 2001 by Fox Home Entertainment",,,"$27,338,033","$11,346,873","$38,684,906",,
32,https://www.the-numbers.com/movie/Spy-Kids,[],"[['Robert Rodriguez', 'Director'], ['Robert Rodriguez', 'Screenwriter'], ['Elizabeth Avellan', 'Producer'], ['Robert Rodriguez', 'Producer'], ['Bob Weinstein', 'Executive Producer'], ['Harvey Weinstein', 'Executive Producer'], ['Cary Granat', 'Executive Producer'], ['Cary White', 'Production Designer'], ['Robert Rodriguez', 'Editor'], ['John Debney', 'Composer'], ['Danny Elfman', 'Composer'], ['Gavin Greenaway', 'Composer'], ['Heitor Pereira', 'Composer'], ['Robert Rodriguez', 'Composer'], ['Guillermo Navarro', 'Director of Photography']]","$26,546,881 (23.6% of total gross)",4.25 (domestic box office/biggest weekend),57.0% (domestic box office/worldwide),"$35,000,000 (worldwide box office is 5.6 times production budget)","3,104 opening theaters/3,191 max. theaters, 9.7 weeks average run per theater","$182,577,066","March 30th, 2001 (Wide) by Miramax/Dimension",PG for action sequences,89 minutes,vs. Spy Kids 2: The Island of Lost DreamsCreate your own comparison chart…,"Kid Spies, Rescue, Secret Agent, Surprise Twist, TV Industry, Mad Scientist, Robot",Original Screenplay,Adventure,Live Action,Kids Fiction,Troublemaker Studios,United States,English,"September 18th, 2001 by Walt Disney Home Entertainment",Spy Kids,,"$112,692,062","$85,000,000","$197,692,062",,
33,https://www.the-numbers.com/movie/Tailor-of-Panama-The,[],"[['John Boorman', 'Director'], ['John Boorman', 'Producer'], ['John Boorman', 'Screenwriter']]","$1,837,068 (13.6% of total gross)",7.34 (domestic box office/biggest weekend),49.1% (domestic box office/worldwide),"$18,000,000 (worldwide box office is 1.5 times production budget)","199 opening theaters/441 max. theaters, 8.9 weeks average run per theater","$21,858,382","March 30th, 2001 (Wide) by Sony Pictures, released as Tailor of Panama","R for strong sexuality, language and some violence",109 minutes,vs. QuillsCreate your own comparison chart…,"Political Thriller, Secret Agent, MI6, Money Troubles, The Past Catching up with You, Going Legit",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Historical Fiction,,,,,,,"$13,491,653","$14,000,000","$27,491,653",,
34,https://www.the-numbers.com/movie/Tomcats,"['Horatio Sanz', 'Jaime Pressly', ""Jerry O'Connell"", 'Shannon Elizabeth', 'Jake Busey']","[['Gregory Poirier', 'Director'], ['Gregory Poirier', 'Screenwriter']]","$6,406,076 (47.2% of total gross)",2.12 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$11,000,000 (worldwide box office is 1.2 times production budget)","2,617 opening theaters/2,617 max. theaters, 2.9 weeks average run per theater","$21,967,065","March 30th, 2001 (Wide) by Sony Pictures","R for strong sexual content including dialogue, and for language",95 minutes,Create your own comparison chart…,"Sex Comedy, Money Troubles, Relationships Gone Wrong, Romance, Gambling, Revenge",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,,,"$13,558,739",,,,
35,https://www.the-numbers.com/movie/Along-Came-a-Spider,"['Michael Wincott', 'Penelope Ann Miller', 'Michael Moriarty', 'Morgan Freeman', 'Monica Potter']","[['Lee Tamahori', 'Director'], ['Marc Moss', 'Screenwriter'], ['James Patterson', 'Story based on the novel by'], ['David Brown', 'Producer'], ['Joe Wizan', 'Producer'], ['Morgan Freeman', 'Executive Producer'], ['Marty Hornstein', 'Executive Producer'], ['Ida Random', 'Production Designer'], ['Neil Travis', 'Editor'], ['Jerry Goldsmith', 'Composer'], ['Matthew F. Leonetti', 'Director of Photography']]","$16,712,407 (22.6% of total gross)",4.43 (domestic box office/biggest weekend),70.4% (domestic box office/worldwide),"$28,000,000 (worldwide box office is 3.8 times production budget)","2,530 opening theaters/2,573 max. theaters, 8.4 weeks average run per theater","$136,733,809","April 6th, 2001 (Wide) by Paramount Pictures",R for violence and language,103 minutes,vs. Straw DogsCreate your own comparison chart…,"Serial Killer, Kidnap, Surprise Twist, Crime Thriller, Celebrity Worship, Writing and Writers, Washington, D.C.",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"David Brown, Phase 1 Productions, Revelations Entertainment, Paramount Pictures",United States,English,"September 25th, 2001 by Warner Home Video",,,"$74,058,698","$31,100,387","$105,159,085",,
36,https://www.the-numbers.com/movie/Blow,"['Jordi Molla', 'Max Perlich', 'Franka Potente', 'Rachel Griffiths', 'Ray Liotta', 'Ethan Suplee', 'Paul Reubens', 'Cliff Curtis', 'Miguel Sandoval', 'Kevin Gage', 'Jesse James', 'Miguel Perez', 'Dan Ferro', 'Tony Amendola', 'Bobcat Goldthwait', 'Michael Tucci', 'Monet Mazur', 'Lola Glaudini', 'Jennifer Gimenez', 'Emma Roberts', 'Jaime King', 'Johnny Depp', 'Penélope Cruz']","[['Ted Demme', 'Director'], ['David McKenna', 'Screenwriter'], ['Nick Cassavetes', 'Screenwriter'], ['Bruce Porter', 'Story Creator'], ['Ted Demme', 'Producer'], ['Joel Stillerman', 'Producer'], ['Denis Leary', 'Producer'], ['Georgia Kacandes', 'Executive Producer'], ['Michael De Luca', 'Executive Producer']]","$12,443,461 (23.5% of total gross)",4.26 (domestic box office/biggest weekend),63.6% (domestic box office/worldwide),"$30,000,000 (worldwide box office is 2.8 times production budget)","2,249 opening theaters/2,249 max. theaters, 6.3 weeks average run per theater","$85,852,539","April 6th, 2001 (Wide) by New Line","R for pervasive drug content and language, some violence and sexuality.",124 minutes,vs. Spy KidsCreate your own comparison chart…,"Biography, Narcotics, Biographical Drama",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,"Spanky Pictures, Apostle",United States,English,"September 11th, 2001 by New Line Home Video",,"May 25th, 2001 (Wide) (United Kingdom)
","$52,990,775","$30,291,521","$83,282,296",,
37,https://www.the-numbers.com/movie/Just-Visiting,"['Matt Ross', 'Tara Reid', 'Bridgette Wilson-Sampras*', 'Malcolm McDowell', 'Jean Reno', 'Christina Applegate', 'Christian Clavier']","[['Jean-Marie Poire', 'Director'], ['John Hughes', 'Screenwriter'], ['John Powell', 'Composer']]","$2,272,489 (47.6% of total gross)",2.10 (domestic box office/biggest weekend),29.5% (domestic box office/worldwide),"$40,000,000 (worldwide box office is 0.4 times production budget)","1,590 opening theaters/1,590 max. theaters, 2.5 weeks average run per theater","$7,739,425","April 6th, 2001 (Wide) by Walt Disney",PG-13 for violence and crude humor,87 minutes,vs. ScroogedCreate your own comparison chart…,"Time Travel, Action Comedy, Remake, Foreign-Language Remake, Director Remaking Their Own Movie, Same Actor, Multiple Roles, Romance, Relationships Gone Wrong",Based on Movie,Comedy,Live Action,Fantasy,"Gaumont, Hollywood Pictures",France,English,"September 11th, 2001 by Mill Creek Entertainment",,,"$4,777,007","$11,395,193","$16,172,200","$50,256","$50,256"
38,https://www.the-numbers.com/movie/Placard-Le,[],"[['Francis Veber', 'Director'], ['Francis Veber', 'Screenwriter']]",,15.68 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"4 opening theaters/145 max. theaters, 13.2 weeks average run per theater","$10,808,697","April 6th, 2001 (Wide) by Miramax, released as The Closet",R for a scene of sexuality,84 minutes,Create your own comparison chart…,"LGBTQ+, Farcical / Slapstick Comedy, Mistaken for Gay, Dysfunctional Family",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,France,French,,,,"$6,671,454",,,,
39,https://www.the-numbers.com/movie/Pokemon-3-The-Movie,[],[],"$8,240,752 (48.3% of total gross)",2.07 (domestic box office/biggest weekend),24.9% (domestic box office/worldwide),"$3,000,000 (worldwide box office is 22.8 times production budget)","2,675 opening theaters/2,675 max. theaters, 3.7 weeks average run per theater","$27,626,853","April 6th, 2001 (Wide) by Warner Bros.",G,,vs. Pokemon 2000Create your own comparison chart…,"Toy Adaptations, Anime",Based on TV,Adventure,Hand Animation,Kids Fiction,,Japan,,,Pokemon,"July 13th, 2001 (Wide) (United Kingdom)
","$17,052,128","$51,400,000","$68,452,128",,
40,https://www.the-numbers.com/movie/Joe-Dirt,"['Christopher Walken', 'David Spade', 'Brittany Daniel', 'Dennis Miller']","[['Dennie Gordon', 'Director'], ['David Spade', 'Screenwriter'], ['Fred Wolf', 'Screenwriter'], ['Waddy Wachtel', 'Composer']]","$8,016,008 (29.6% of total gross)",3.38 (domestic box office/biggest weekend),87.4% (domestic box office/worldwide),"$16,000,000 (worldwide box office is 1.9 times production budget)","2,638 opening theaters/2,639 max. theaters, 4.6 weeks average run per theater","$43,885,887","April 11th, 2001 (Wide) by Sony Pictures","PG-13 for crude and sex-related humor, and for language",91 minutes,vs. NorbitCreate your own comparison chart…,"Farcical / Slapstick Comedy, Road Trip, Poverty, Search for Birth Parent, Abandoned Child, Dysfunctional Family",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,"July 7th, 2015 by Sony Pictures Home Entertainment",Joe Dirt,,"$27,087,695","$3,900,000","$30,987,695","$268,077","$268,077"
41,https://www.the-numbers.com/movie/Josie-and-the-Pussycats,"['Alan Cumming', 'Gabriel Mann', 'Paulo Costanzo', 'Missi Pyle', 'Parker Posey', 'Rachael Leigh Cook', 'Tara Reid', 'Rosario Dawson']","[['Deborah Kaplan', 'Director'], ['Harry Elfont', 'Director'], ['Deborah Kaplan', 'Screenwriter'], ['Harry Elfont', 'Screenwriter'], ['Marc Platt', 'Producer'], ['Tracy E. Edmonds', 'Producer'], ['Chuck Grimes', 'Producer'], ['Tony DeRosa-Grund', 'Producer'], ['Kenneth Edmonds', 'Executive Producer'], ['Michael Silberkleit', 'Executive Producer'], ['Richard Goldwater', 'Executive Producer'], ['Matthew Libatique', 'Director of Photography'], ['Jasna Stefanovic', 'Production Designer'], ['Peter Teschner', 'Editor'], ['Grace Gilroy', 'Co-Producer'], ['Leesa Evans', 'Costume Designer']]","$4,562,455 (32.0% of total gross)",3.12 (domestic box office/biggest weekend),99.6% (domestic box office/worldwide),"$22,000,000 (worldwide box office is 0.7 times production budget)","2,556 opening theaters/2,569 max. theaters, 3.2 weeks average run per theater","$23,091,591","April 11th, 2001 (Wide) by Universal",PG-13 for language and mild sensuality,99 minutes,vs. Jem and the HologramsCreate your own comparison chart…,"Live Action Cartoon, Rock 'n' Roll, Farcical / Slapstick Comedy, Music Industry",Based on TV,Comedy,Live Action,Contemporary Fiction,"Universal Pictures, Metro-Goldwyn-Mayer Pictures, Marc Platt Productions, Riverdale",United States,English,"August 14th, 2001 by Universal Home Entertainment",,"June 14th, 2001 (Wide) (Australia)
August 24th, 2001 (Wide) (United Kingdom)
June 30th, 2023 (Limited) (Australia)
","$14,252,830","$54,393","$14,307,223",,
42,https://www.the-numbers.com/movie/Kingdom-Come,"['LL Cool J', 'Jada Pinkett Smith', 'Vivica Fox', 'Loretta Devine', 'Anthony Anderson', 'Toni Braxton', 'Cedric the Entertainer', 'Darius McCrary', 'Whoopi Goldberg']","[['Doug McHenry', 'Director'], ['David Dean Bottrell', 'Screenwriter'], ['Jessie Jones', 'Screenwriter'], ['Tyler Bates', 'Composer']]","$7,562,284 (32.5% of total gross)",3.07 (domestic box office/biggest weekend),99.4% (domestic box office/worldwide),"$7,000,000 (worldwide box office is 3.3 times production budget)","1,111 opening theaters/1,121 max. theaters, 5.6 weeks average run per theater","$37,664,299","April 11th, 2001 (Wide) by Fox Searchlight","PG for thematic elements, language and sensuality",94 minutes,vs. Modern ProblemsCreate your own comparison chart…,"Funeral Reunions, African Americans, Family Comedy, Dysfunctional Family, Novel or Other Work Adapted by Author",Based on Play,Comedy,Live Action,Contemporary Fiction,,United States,English,"September 25th, 2001 by 20th Century Studios",,,"$23,247,539","$146,400","$23,393,939",,
43,https://www.the-numbers.com/movie/Bridget-Joness-Diary,[],"[['Sharon Maguire', 'Director'], ['Patrick Doyle', 'Composer'], ['Helen Fielding', 'Screenwriter'], ['Helen Fielding', 'Story Creator']]","$10,733,933 (15.0% of total gross)",6.66 (domestic box office/biggest weekend),26.1% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 10.9 times production budget)","1,611 opening theaters/2,547 max. theaters, 7.7 weeks average run per theater","$115,841,006","April 13th, 2001 (Wide) by Miramax",R for language and some strong sexuality,92 minutes,vs. Bridget Jones’s BabyCreate your own comparison chart…,Romance,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,Working Title Films,United Kingdom,English,"October 9th, 2001 by Miramax Video",Bridget Jones,"April 13th, 2001 (Wide) (United Kingdom)
July 26th, 2001 (Wide) (Australia)
September 1st, 2001 (Wide) (South Korea)
","$71,500,556","$201,941,186","$273,441,742",,
44,https://www.the-numbers.com/movie/Crocodile-Dundee-in-Los-Angeles,"['Linda Kozlowski', 'Jere Burns', 'Jonathan Banks', 'Aida Turturro', 'Paul Hogan']","[['Simon Wincer', 'Director'], ['Basil Poledouris', 'Composer']]","$7,714,362 (30.1% of total gross)",3.32 (domestic box office/biggest weekend),65.0% (domestic box office/worldwide),"$25,000,000 (worldwide box office is 1.6 times production budget)","2,123 opening theaters/2,166 max. theaters, 6.5 weeks average run per theater","$41,459,606","April 20th, 2001 (Wide) by Paramount Pictures",PG for some brief language and brief violence,88 minutes,vs. MaxCreate your own comparison chart…,"Set in Los Angeles, Heist",Original Screenplay,Adventure,Live Action,Contemporary Fiction,Paramount Pictures,United States,English,"September 18th, 2001 by Paramount Home Video",Crocodile Dundee,"August 24th, 2001 (Wide) (United Kingdom)
","$25,590,119","$13,802,992","$39,393,111",,
45,https://www.the-numbers.com/movie/Freddy-Got-Fingered,[],"[['Tom Green', 'Director'], ['Tom Green', 'Screenwriter'], ['Derek Harvie', 'Screenwriter']]","$7,098,459 (49.8% of total gross)",2.01 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$15,000,000 (worldwide box office is 0.9 times production budget)","2,271 opening theaters/2,271 max. theaters, 3.3 weeks average run per theater","$23,085,402","April 20th, 2001 (Wide) by 20th Century Fox","R for crude sexual and bizarre humor, and for strong language",87 minutes,vs. Super TroopersCreate your own comparison chart…,"Directing Yourself, Screenplay Written By the Star, Actors Making Their Directorial Debut, Famously Bad, Delayed Adulthood, Falsely Accused, Farcical / Slapstick Comedy, Dysfunctional Family",Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Regency Enterprises, New Regency, MBST Entertainment",,,"October 23rd, 2001 by 20th Century Studios",,,"$14,249,005",,,,
46,https://www.the-numbers.com/movie/Driven,[],"[['Renny Harlin', 'Director'], ['Sylvester Stallone', 'Screenwriter'], ['Renny Harlin', 'Producer'], ['Sylvester Stallone', 'Producer'], ['Elie Samaha', 'Producer'], ['BT', 'Composer'], ['Mauro Fiore', 'Cinematographer']]","$12,174,504 (37.3% of total gross)",2.68 (domestic box office/biggest weekend),59.7% (domestic box office/worldwide),"$72,000,000 (worldwide box office is 0.8 times production budget)","2,905 opening theaters/2,905 max. theaters, 4.8 weeks average run per theater","$52,843,931","April 27th, 2001 (Wide) by Warner Bros.",PG-13 for language and some intense crash sequences.,117 minutes,vs. Get CarterCreate your own comparison chart…,"Auto Racing, Sports Action, Rookie, Professional Rivalry, Gratuitous Cameos",Original Screenplay,Action,Live Action,Contemporary Fiction,,"Australia, Canada, United States","English, German, Spanish",,,,"$32,616,869","$22,000,000","$54,616,869",,
47,https://www.the-numbers.com/movie/Forsaken-The,[],"[['J.S. Cardone', 'Director'], ['J.S. Cardone', 'Screenwriter']]","$3,020,159 (44.7% of total gross)",2.24 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$5,000,000 (worldwide box office is 1.4 times production budget)","1,514 opening theaters/1,514 max. theaters, 3.0 weeks average run per theater","$10,944,487","April 27th, 2001 (Wide) by Sony Pictures","R for strong violence/gore, language and sexuality",90 minutes,vs. True GritCreate your own comparison chart…,"Vampire, Supernatural Horror, Supernatural, Road Trip, Rescue, Surprise Twist",Original Screenplay,Horror,Live Action,Contemporary Fiction,,,,"September 25th, 2001 by Sony Pictures Home Entertainment, released as Forsaken, The",,,"$6,755,271",,,,
48,https://www.the-numbers.com/movie/One-Night-at-McCool-s,[],[],"$2,520,041 (40.2% of total gross)",2.49 (domestic box office/biggest weekend),46.7% (domestic box office/worldwide),,"1,818 opening theaters/1,818 max. theaters, 2.7 weeks average run per theater","$10,168,861","April 27th, 2001 (Wide) by USA Films","R for violence, sexuality and language",,Create your own comparison chart…,Film Noir,Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,,United States,,,,,"$6,276,532","$7,165,425","$13,441,957",,
49,https://www.the-numbers.com/movie/Town-and-Country,[],"[['Peter Chelsom', 'Director'], ['Rolfe Kent', 'Composer']]","$3,029,858 (45.1% of total gross)",2.22 (domestic box office/biggest weekend),64.8% (domestic box office/worldwide),"$105,000,000 (worldwide box office is 0.1 times production budget)","2,222 opening theaters/2,222 max. theaters, 2.7 weeks average run per theater","$10,875,116","April 27th, 2001 (Wide) by New Line",R for sexuality and language,,vs. How Do You Know?Create your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,,,,,,"$6,712,451","$3,652,318","$10,364,769",,
50,https://www.the-numbers.com/movie/Mummy-Returns-The,"['John Hannah', 'Patricia Velazquez', 'Freddie Boath', 'Alun Armstrong', 'Dwayne Johnson', 'Adewale Akinnuoye-Agbaje', 'Shaun Parkes', 'Brendan Fraser', 'Rachel Weisz', 'Arnold Vosloo', 'Oded Fehr']","[['James Jacks', 'Producer'], ['Sean Daniel', 'Producer'], ['Bob Ducsay', 'Executive Producer'], ['Don Zepfel', 'Executive Producer'], ['Stephen Sommers', 'Director'], ['Stephen Sommers', 'Screenwriter']]","$68,139,035 (33.7% of total gross)",2.96 (domestic box office/biggest weekend),46.4% (domestic box office/worldwide),"$98,000,000 (worldwide box office is 4.4 times production budget)","3,401 opening theaters/3,553 max. theaters, 7.6 weeks average run per theater","$327,280,922","May 4th, 2001 (Wide) by Universal",PG-13 for adventure action and violence.,129 minutes,vs. The MummyCreate your own comparison chart…,"Monster, Treasure Hunters, Visual Effects, Mummy",Remake,Adventure,Live Action,Fantasy,Alphaville,United States,English,"October 2nd, 2001 by Universal Home Entertainment",Mummy,,"$202,007,640","$233,032,755","$435,040,395",,
51,https://www.the-numbers.com/movie/Knights-Tale-A,"['Mark Addy', 'Rufus Sewell', 'Paul Bettany', 'Alan Tudyk', 'Heath Ledger']","[['Brian Helgeland', 'Director'], ['Brian Helgeland', 'Screenwriter'], ['Brian Helgeland', 'Producer'], ['Tim Van Rellim', 'Producer'], ['Todd Black', 'Producer'], ['Richard Greatrex', 'Director of Photography'], ['Tony Burrough', 'Production Designer'], ['Kevin Stitt', 'Editor'], ['Caroline Harris', 'Costume Designer'], ['Carter Burwell', 'Composer']]","$16,511,391 (29.4% of total gross)",3.40 (domestic box office/biggest weekend),55.7% (domestic box office/worldwide),"$41,000,000 (worldwide box office is 2.5 times production budget)","2,980 opening theaters/2,980 max. theaters, 5.1 weeks average run per theater","$90,863,944","May 11th, 2001 (Wide) by Sony Pictures","PG-13 for action violence, some nudity and brief sex-related dialogue.",132 minutes,vs. ShrekCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Historical Fiction,Columbia Pictures,United States,English,"August 27th, 2002 by Sony Pictures Home Entertainment",,"August 31st, 2001 (Wide) (United Kingdom)
","$56,083,966","$44,538,620","$100,622,586",,
52,https://www.the-numbers.com/movie/Angel-Eyes,"['James Caviezel', 'Sonia Braga', 'Terrence Howard', 'Jennifer Lopez']","[['Luis Mandoki', 'Director'], ['Marco Beltrami', 'Composer']]","$9,225,575 (38.4% of total gross)",2.61 (domestic box office/biggest weekend),81.4% (domestic box office/worldwide),"$38,000,000 (worldwide box office is 0.8 times production budget)","2,375 opening theaters/2,407 max. theaters, 3.7 weeks average run per theater","$38,955,536","May 18th, 2001 (Wide) by Warner Bros.","R for language, violence and a scene of sexuality",102 minutes,vs. The Fast and the FuriousCreate your own comparison chart…,"Romance, Romantic Drama, Faulty Memory, Mental Illness, PTSD, Car Accident, Death of a Son or Daughter, Death of a Spouse or Fiancée / Fiancé, Dysfunctional Family, Domestic Abuse, Police Detective, Anger Management Issues",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,"June 6th, 2017 by Sony Pictures Home Entertainment",,"August 31st, 2001 (Wide) (United Kingdom)
","$24,044,532","$5,500,000","$29,544,532",,
53,https://www.the-numbers.com/movie/Moulin-Rouge,"['John Leguizamo', 'Jim Broadbent', 'Garry McDonald', 'Jacek Koman', 'Richard Roxburgh', 'Kerry Walker', 'Matthew Whittet', 'David Wenham', 'Caroline O’Connor', 'Natalie Jackson Mendoza', 'Christine Anu', 'Kylie Minogue', 'Nicole Kidman', 'Ewan McGregor']","[['Baz Luhrmann', 'Director'], ['Baz Luhrmann', 'Screenwriter'], ['Craig Pearce', 'Screenwriter'], ['Martin Brown', 'Producer'], ['Baz Luhrmann', 'Producer'], ['Fred Baron', 'Producer'], ['Catherine Knapman', 'Co-Producer']]","$167,540 (0.3% of total gross)",4.18 (domestic box office/biggest weekend),32.0% (domestic box office/worldwide),"$53,000,000 (worldwide box office is 3.4 times production budget)","2 opening theaters/2,283 max. theaters, 5.9 weeks average run per theater","$92,960,600","May 18th, 2001 (Limited) by 20th Century Fox",PG-13 for sexual content,126 minutes,vs. ChicagoCreate your own comparison chart…,"Writing and Writers, Romance, Terminal Illness, Writer's Block, Mistaken Identity, Relationships Gone Wrong, Intentionally Anachronistic, 2002 Oscars Best Picture Nominee",Original Screenplay,Musical,Live Action,Historical Fiction,Bazmark,"Australia, United States",English,"January 14th, 2003 by Fox Home Entertainment, released as Moulin Rouge!",The Red Curtain Trilogy,"May 25th, 2001 (Wide) (Australia)
May 31st, 2001 (Wide) (New Zealand)
October 26th, 2001 (Wide) (South Korea)
February 17th, 2017 (Limited), released as Moulin Rouge! (Secret Cinema 2017) (United Kingdom)
November 19th, 2020 (Limited) (Australia)
... Show all releases
","$57,386,369","$121,813,167","$179,199,536",,
54,https://www.the-numbers.com/movie/Shrek,"['John Lithgow', 'Vincent Cassel', 'Mike Myers', 'Eddie Murphy', 'Cameron Diaz']","[['Andrew Adamson', 'Director'], ['Vicky Jenson', 'Director'], ['Penny Finkelman Cox', 'Executive Producer'], ['Sandra Rabins', 'Executive Producer'], ['Aron Warner', 'Producer'], ['John H. Williams', 'Producer'], ['Jeffrey Katzenberg', 'Producer'], ['Ted Elliott', 'Screenwriter'], ['Terry Rossio', 'Screenwriter'], ['Joe Stillman', 'Screenwriter'], ['Roger S.H. Schulman', 'Screenwriter'], ['William Steig', 'Story Creator'], ['Sim Evan-Jones', 'Editor'], ['John Powell', 'Composer'], ['Harry Gregson-Williams', 'Composer'], ['James Hegedus', 'Production Designer'], ['Ken Bielenberg', 'Visual Effects Supervisor']]","$42,347,760 (15.8% of total gross)",6.30 (domestic box office/biggest weekend),54.4% (domestic box office/worldwide),"$50,000,000 (worldwide box office is 9.8 times production budget)","3,587 opening theaters/3,715 max. theaters, 10.8 weeks average run per theater","$433,638,947","May 18th, 2001 (Wide) by Dreamworks SKGApril 23rd, 2021 (Special Engagement) by Fathom Events",PG for mild language and some crude humor.,90 minutes,vs. AntzCreate your own comparison chart…,"Interspecies Romance, 3-D, 3-D - Post-production Conversion",Based on Fiction Book/Short Story,Adventure,Digital Animation,Kids Fiction,"DreamWorks Animation, PDI",United States,English,"November 2nd, 2001 by Dreamworks Animated Video",Shrek,"June 22nd, 2001 (Wide) (Australia)
June 29th, 2001 (Wide) (United Kingdom)
June 19th, 2020 (Wide) (Spain)
January 6th, 2023 (Limited) (United Kingdom)
","$267,655,011","$224,157,783","$491,812,794",,
55,https://www.the-numbers.com/movie/Pearl-Harbor,"['Cuba Gooding, Jr.', 'Tom Sizemore', 'Jon Voight', 'Colm Feore', 'Mako', 'Alec Baldwin', 'William Lee Scott', 'Michael Shannon', 'Scott Wilson', 'Peter Firth', 'Jaime King', 'Catherine Kellner', 'Jennifer Garner', 'Dan Aykroyd', 'William Fichtner', 'Ben Affleck', 'Josh Hartnett', 'Kate Beckinsale']","[['Michael Bay', 'Director'], ['Randall Wallace', 'Screenwriter'], ['Jerry Bruckheimer', 'Producer'], ['Michael Bay', 'Producer'], ['Mike Stenson', 'Executive Producer'], ['Barry Waldman', 'Executive Producer'], ['Randall Wallace', 'Executive Producer'], ['Chad Oman', 'Executive Producer'], ['Bruce Hendricks', 'Executive Producer']]","$59,078,912 (29.8% of total gross)",3.36 (domestic box office/biggest weekend),44.2% (domestic box office/worldwide),"$151,500,000 (worldwide box office is 3.0 times production budget)","3,214 opening theaters/3,255 max. theaters, 8.0 weeks average run per theater","$321,662,619","May 25th, 2001 (Wide) by Walt Disney","PG-13 for sustained intense war sequences, images of wounded, brief sensuality and some language",182 minutes,vs. Patch AdamsCreate your own comparison chart…,"Historical Battles, World War II, War",Based on Real Life Events,Action,Live Action,Dramatization,"Touchstone Pictures, Jerry Bruckheimer",United States,"English, Japanese","December 4th, 2001 by Walt Disney Home Entertainment",,"June 1st, 2001 (Wide) (United Kingdom)
","$198,539,855","$250,699,998","$449,239,853",,
