,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,12/9/2016,"$4,025",14,28,45,"$7,133",4/2/2021,https://www.the-numbers.com/movie/From-Dusk-Till-Dawn,https://www.the-numbers.com/movie/From-Dusk-Till-Dawn/Australia#tab=box-office,"$7,201",4/2/2021
1,New Zealand,12/8/2016,$0,0,1,1,$68,11/16/2020,https://www.the-numbers.com/movie/From-Dusk-Till-Dawn,https://www.the-numbers.com/movie/From-Dusk-Till-Dawn/New-Zealand#tab=box-office,"$7,201",4/2/2021
0,Australia,12/9/2016,"$4,025",14,28,45,"$7,133",4/2/2021,https://www.the-numbers.com/movie/From-Dusk-Till-Dawn,https://www.the-numbers.com/movie/From-Dusk-Till-Dawn/Australia#tab=box-office,"$7,201",4/2/2021
1,New Zealand,12/8/2016,$0,0,1,1,$68,11/16/2020,https://www.the-numbers.com/movie/From-Dusk-Till-Dawn,https://www.the-numbers.com/movie/From-Dusk-Till-Dawn/New-Zealand#tab=box-office,"$7,201",4/2/2021
0,Australia,8/8/1996,$0,0,4,4,$0,,https://www.the-numbers.com/movie/Happy-Gilmore,https://www.the-numbers.com/movie/Happy-Gilmore/Australia#tab=box-office,"$2,380,952",
0,Australia,8/8/1996,$0,0,4,4,$0,,https://www.the-numbers.com/movie/Happy-Gilmore,https://www.the-numbers.com/movie/Happy-Gilmore/Australia#tab=box-office,"$2,380,952",
0,Australia,6/7/1996,$0,0,14,31,"$22,301",10/20/2022,https://www.the-numbers.com/movie/Fargo,https://www.the-numbers.com/movie/Fargo/Australia#tab=box-office,"$26,635,756",12/19/2022
1,Japan,7/16/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Fargo,https://www.the-numbers.com/movie/Fargo/Japan#tab=box-office,"$26,635,756",12/19/2022
2,New Zealand,1/14/2021,"$2,013",2,2,10,"$3,911",12/19/2022,https://www.the-numbers.com/movie/Fargo,https://www.the-numbers.com/movie/Fargo/New-Zealand#tab=box-office,"$26,635,756",12/19/2022
3,United Kingdom,6/11/2021,"$12,117",80,80,80,"$12,117",6/16/2021,https://www.the-numbers.com/movie/Fargo,https://www.the-numbers.com/movie/Fargo/United-Kingdom#tab=box-office,"$26,635,756",12/19/2022
4,Rest of World,,,,,,"$26,597,427",,https://www.the-numbers.com/movie/Fargo,,"$26,635,756",12/19/2022
0,Australia,6/7/1996,$0,0,14,31,"$22,301",10/20/2022,https://www.the-numbers.com/movie/Fargo,https://www.the-numbers.com/movie/Fargo/Australia#tab=box-office,"$26,635,756",12/19/2022
1,Japan,7/16/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Fargo,https://www.the-numbers.com/movie/Fargo/Japan#tab=box-office,"$26,635,756",12/19/2022
2,New Zealand,1/14/2021,"$2,013",2,2,10,"$3,911",12/19/2022,https://www.the-numbers.com/movie/Fargo,https://www.the-numbers.com/movie/Fargo/New-Zealand#tab=box-office,"$26,635,756",12/19/2022
3,United Kingdom,6/11/2021,"$12,117",80,80,80,"$12,117",6/16/2021,https://www.the-numbers.com/movie/Fargo,https://www.the-numbers.com/movie/Fargo/United-Kingdom#tab=box-office,"$26,635,756",12/19/2022
4,Rest of World,,,,,,"$26,597,427",,https://www.the-numbers.com/movie/Fargo,,"$26,635,756",12/19/2022
0,Australia,11/19/2020,$604,1,6,7,$424,12/11/2020,https://www.the-numbers.com/movie/Craft-The,https://www.the-numbers.com/movie/Craft-The/Australia#tab=box-office,"$30,900,000",12/11/2020
1,Rest of World,,,,,,"$30,899,576",,https://www.the-numbers.com/movie/Craft-The,,"$30,900,000",12/11/2020
0,Australia,11/19/2020,$604,1,6,7,$424,12/11/2020,https://www.the-numbers.com/movie/Craft-The,https://www.the-numbers.com/movie/Craft-The/Australia#tab=box-office,"$30,900,000",12/11/2020
1,Rest of World,,,,,,"$30,899,576",,https://www.the-numbers.com/movie/Craft-The,,"$30,900,000",12/11/2020
0,Australia,5/30/1996,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Twister,https://www.the-numbers.com/movie/Twister/Australia#tab=box-office,"$254,011,615",
0,Australia,5/30/1996,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Twister,https://www.the-numbers.com/movie/Twister/Australia#tab=box-office,"$254,011,615",
0,Australia,5/16/1996,$0,0,43,96,"$744,080",4/13/2021,https://www.the-numbers.com/movie/Trainspotting,https://www.the-numbers.com/movie/Trainspotting/Australia#tab=box-office,"$55,047,150",10/20/2022
1,New Zealand,3/11/2021,"$2,935",6,6,13,"$3,235",10/19/2022,https://www.the-numbers.com/movie/Trainspotting,https://www.the-numbers.com/movie/Trainspotting/New-Zealand#tab=box-office,"$55,047,150",10/20/2022
2,Russia (CIS),7/15/2021,"$54,544",204,204,374,"$158,091",10/20/2022,https://www.the-numbers.com/movie/Trainspotting,https://www.the-numbers.com/movie/Trainspotting/Russia-(CIS)#tab=box-office,"$55,047,150",10/20/2022
3,United Kingdom,1/13/2017,$900,1,100,186,"$113,834",8/25/2021,https://www.the-numbers.com/movie/Trainspotting,https://www.the-numbers.com/movie/Trainspotting/United-Kingdom#tab=box-office,"$55,047,150",10/20/2022
4,Rest of World,,,,,,"$54,027,910",,https://www.the-numbers.com/movie/Trainspotting,,"$55,047,150",10/20/2022
0,Australia,5/16/1996,$0,0,43,96,"$744,080",4/13/2021,https://www.the-numbers.com/movie/Trainspotting,https://www.the-numbers.com/movie/Trainspotting/Australia#tab=box-office,"$55,047,150",10/20/2022
1,New Zealand,3/11/2021,"$2,935",6,6,13,"$3,235",10/19/2022,https://www.the-numbers.com/movie/Trainspotting,https://www.the-numbers.com/movie/Trainspotting/New-Zealand#tab=box-office,"$55,047,150",10/20/2022
2,Russia (CIS),7/15/2021,"$54,544",204,204,374,"$158,091",10/20/2022,https://www.the-numbers.com/movie/Trainspotting,https://www.the-numbers.com/movie/Trainspotting/Russia-(CIS)#tab=box-office,"$55,047,150",10/20/2022
