,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,United Kingdom,6/9/2023,"$2,901",59,59,59,"$2,901",6/14/2023,https://www.the-numbers.com/movie/Hairspray-(1988),https://www.the-numbers.com/movie/Hairspray-(1988)/United-Kingdom#tab=box-office,"$2,500,000",6/14/2023
1,Rest of World,,,,,,"$2,497,099",,https://www.the-numbers.com/movie/Hairspray-(1988),,"$2,500,000",6/14/2023
0,United Kingdom,6/9/2023,"$2,901",59,59,59,"$2,901",6/14/2023,https://www.the-numbers.com/movie/Hairspray-(1988),https://www.the-numbers.com/movie/Hairspray-(1988)/United-Kingdom#tab=box-office,"$2,500,000",6/14/2023
1,Rest of World,,,,,,"$2,497,099",,https://www.the-numbers.com/movie/Hairspray-(1988),,"$2,500,000",6/14/2023
0,Argentina,10/26/2018,"$1,942",24,24,24,"$4,551",1/1/2019,https://www.the-numbers.com/movie/Beetlejuice,https://www.the-numbers.com/movie/Beetlejuice/Argentina#tab=box-office,"$617,074",3/20/2023
1,Australia,9/9/1988,$0,0,2,3,"$568,720",5/5/2021,https://www.the-numbers.com/movie/Beetlejuice,https://www.the-numbers.com/movie/Beetlejuice/Australia#tab=box-office,"$617,074",3/20/2023
2,Italy,10/23/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Beetlejuice,https://www.the-numbers.com/movie/Beetlejuice/Italy#tab=box-office,"$617,074",3/20/2023
3,New Zealand,10/29/2020,$0,0,1,1,$421,3/20/2023,https://www.the-numbers.com/movie/Beetlejuice,https://www.the-numbers.com/movie/Beetlejuice/New-Zealand#tab=box-office,"$617,074",3/20/2023
4,United Kingdom,10/26/2018,"$43,382",100,100,100,"$43,382",11/1/2018,https://www.the-numbers.com/movie/Beetlejuice,https://www.the-numbers.com/movie/Beetlejuice/United-Kingdom#tab=box-office,"$617,074",3/20/2023
0,Argentina,10/26/2018,"$1,942",24,24,24,"$4,551",1/1/2019,https://www.the-numbers.com/movie/Beetlejuice,https://www.the-numbers.com/movie/Beetlejuice/Argentina#tab=box-office,"$617,074",3/20/2023
1,Australia,9/9/1988,$0,0,2,3,"$568,720",5/5/2021,https://www.the-numbers.com/movie/Beetlejuice,https://www.the-numbers.com/movie/Beetlejuice/Australia#tab=box-office,"$617,074",3/20/2023
2,Italy,10/23/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Beetlejuice,https://www.the-numbers.com/movie/Beetlejuice/Italy#tab=box-office,"$617,074",3/20/2023
3,New Zealand,10/29/2020,$0,0,1,1,$421,3/20/2023,https://www.the-numbers.com/movie/Beetlejuice,https://www.the-numbers.com/movie/Beetlejuice/New-Zealand#tab=box-office,"$617,074",3/20/2023
4,United Kingdom,10/26/2018,"$43,382",100,100,100,"$43,382",11/1/2018,https://www.the-numbers.com/movie/Beetlejuice,https://www.the-numbers.com/movie/Beetlejuice/United-Kingdom#tab=box-office,"$617,074",3/20/2023
0,Australia,9/25/2020,"$2,409",5,5,15,"$46,515",2/5/2021,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/Australia#tab=box-office,"$27,410,393",10/20/2022
1,China,12/13/2018,"$11,099",0,"62,574","89,444","$25,798,550",2/16/2019,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/China#tab=box-office,"$27,410,393",10/20/2022
2,Czech Republic,12/10/2021,"$7,246",51,51,100,"$23,694",10/20/2022,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/Czech-Republic#tab=box-office,"$27,410,393",10/20/2022
3,Finland,9/29/2006,$0,0,1,1,"$20,385",10/20/2022,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/Finland#tab=box-office,"$27,410,393",10/20/2022
4,Italy,12/11/2015,"$78,584",0,0,0,"$78,584",11/7/2018,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/Italy#tab=box-office,"$27,410,393",10/20/2022
5,Japan,4/16/1988,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/Japan#tab=box-office,"$27,410,393",10/20/2022
6,New Zealand,5/30/2020,$0,0,5,10,$796,10/20/2022,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/New-Zealand#tab=box-office,"$27,410,393",10/20/2022
7,Russia (CIS),3/20/2008,$0,0,230,649,"$172,971",3/16/2022,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/Russia-(CIS)#tab=box-office,"$27,410,393",10/20/2022
8,South Korea,7/28/2001,$0,0,435,832,"$1,128,127",7/11/2019,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/South-Korea#tab=box-office,"$27,410,393",10/20/2022
9,Spain,1/4/2019,"$60,228",105,105,192,"$140,771",1/17/2019,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/Spain#tab=box-office,"$27,410,393",10/20/2022
0,Australia,9/25/2020,"$2,409",5,5,15,"$46,515",2/5/2021,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/Australia#tab=box-office,"$27,410,393",10/20/2022
1,China,12/13/2018,"$11,099",0,"62,574","89,444","$25,798,550",2/16/2019,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/China#tab=box-office,"$27,410,393",10/20/2022
2,Czech Republic,12/10/2021,"$7,246",51,51,100,"$23,694",10/20/2022,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/Czech-Republic#tab=box-office,"$27,410,393",10/20/2022
3,Finland,9/29/2006,$0,0,1,1,"$20,385",10/20/2022,https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan),https://www.the-numbers.com/movie/Tonari-no-Totoro-(Japan)/Finland#tab=box-office,"$27,410,393",10/20/2022
