,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,4/7/1995,$0,0,111,111,"$297,177",8/7/2018,https://www.the-numbers.com/movie/101-Dalmatians-(1961),https://www.the-numbers.com/movie/101-Dalmatians-(1961)/Australia#tab=box-office,"$302,565",5/1/2023
1,New Zealand,8/3/2018,"$4,404",32,32,52,"$5,388",5/1/2023,https://www.the-numbers.com/movie/101-Dalmatians-(1961),https://www.the-numbers.com/movie/101-Dalmatians-(1961)/New-Zealand#tab=box-office,"$302,565",5/1/2023
0,Australia,4/7/1995,$0,0,111,111,"$297,177",8/7/2018,https://www.the-numbers.com/movie/101-Dalmatians-(1961),https://www.the-numbers.com/movie/101-Dalmatians-(1961)/Australia#tab=box-office,"$302,565",5/1/2023
1,New Zealand,8/3/2018,"$4,404",32,32,52,"$5,388",5/1/2023,https://www.the-numbers.com/movie/101-Dalmatians-(1961),https://www.the-numbers.com/movie/101-Dalmatians-(1961)/New-Zealand#tab=box-office,"$302,565",5/1/2023
0,Argentina,12/20/2019,"$5,500",0,2,6,"$34,764",3/19/2020,https://www.the-numbers.com/movie/Dolce-Vita-La,https://www.the-numbers.com/movie/Dolce-Vita-La/Argentina#tab=box-office,"$166,568",10/19/2022
1,Australia,1/22/2021,$615,1,1,1,$615,2/1/2021,https://www.the-numbers.com/movie/Dolce-Vita-La,https://www.the-numbers.com/movie/Dolce-Vita-La/Australia#tab=box-office,"$166,568",10/19/2022
2,New Zealand,12/30/2004,$0,0,1,1,$316,10/19/2022,https://www.the-numbers.com/movie/Dolce-Vita-La,https://www.the-numbers.com/movie/Dolce-Vita-La/New-Zealand#tab=box-office,"$166,568",10/19/2022
3,Portugal,5/7/1970,$0,0,3,9,"$11,735",10/20/2020,https://www.the-numbers.com/movie/Dolce-Vita-La,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,"$166,568",10/19/2022
4,Russia (CIS),3/5/2020,"$27,433",87,87,176,"$78,633",10/19/2022,https://www.the-numbers.com/movie/Dolce-Vita-La,https://www.the-numbers.com/movie/Dolce-Vita-La/Russia-(CIS)#tab=box-office,"$166,568",10/19/2022
5,United Kingdom,1/3/2020,"$40,505",12,12,12,"$40,505",1/9/2020,https://www.the-numbers.com/movie/Dolce-Vita-La,https://www.the-numbers.com/movie/Dolce-Vita-La/United-Kingdom#tab=box-office,"$166,568",10/19/2022
0,Argentina,12/20/2019,"$5,500",0,2,6,"$34,764",3/19/2020,https://www.the-numbers.com/movie/Dolce-Vita-La,https://www.the-numbers.com/movie/Dolce-Vita-La/Argentina#tab=box-office,"$166,568",10/19/2022
1,Australia,1/22/2021,$615,1,1,1,$615,2/1/2021,https://www.the-numbers.com/movie/Dolce-Vita-La,https://www.the-numbers.com/movie/Dolce-Vita-La/Australia#tab=box-office,"$166,568",10/19/2022
2,New Zealand,12/30/2004,$0,0,1,1,$316,10/19/2022,https://www.the-numbers.com/movie/Dolce-Vita-La,https://www.the-numbers.com/movie/Dolce-Vita-La/New-Zealand#tab=box-office,"$166,568",10/19/2022
3,Portugal,5/7/1970,$0,0,3,9,"$11,735",10/20/2020,https://www.the-numbers.com/movie/Dolce-Vita-La,https://www.the-numbers.com/movie/Dolce-Vita-La/Portugal#tab=box-office,"$166,568",10/19/2022
4,Russia (CIS),3/5/2020,"$27,433",87,87,176,"$78,633",10/19/2022,https://www.the-numbers.com/movie/Dolce-Vita-La,https://www.the-numbers.com/movie/Dolce-Vita-La/Russia-(CIS)#tab=box-office,"$166,568",10/19/2022
5,United Kingdom,1/3/2020,"$40,505",12,12,12,"$40,505",1/9/2020,https://www.the-numbers.com/movie/Dolce-Vita-La,https://www.the-numbers.com/movie/Dolce-Vita-La/United-Kingdom#tab=box-office,"$166,568",10/19/2022
0,South Korea,7/20/1974,$0,0,1,3,"$19,394",7/5/2023,https://www.the-numbers.com/movie/Guns-of-Navarone-The,https://www.the-numbers.com/movie/Guns-of-Navarone-The/South-Korea#tab=box-office,"$19,394",7/5/2023
0,South Korea,7/20/1974,$0,0,1,3,"$19,394",7/5/2023,https://www.the-numbers.com/movie/Guns-of-Navarone-The,https://www.the-numbers.com/movie/Guns-of-Navarone-The/South-Korea#tab=box-office,"$19,394",7/5/2023
0,Australia,2/3/2012,$0,0,79,103,"$131,532",2/13/2023,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,"$243,767",5/15/2023
1,New Zealand,2/11/2021,$273,1,3,7,"$5,026",5/15/2023,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/New-Zealand#tab=box-office,"$243,767",5/15/2023
2,South Korea,8/26/2011,$0,0,55,118,"$107,209",11/17/2021,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/South-Korea#tab=box-office,"$243,767",5/15/2023
0,Australia,2/3/2012,$0,0,79,103,"$131,532",2/13/2023,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/Australia#tab=box-office,"$243,767",5/15/2023
1,New Zealand,2/11/2021,$273,1,3,7,"$5,026",5/15/2023,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/New-Zealand#tab=box-office,"$243,767",5/15/2023
2,South Korea,8/26/2011,$0,0,55,118,"$107,209",11/17/2021,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys,https://www.the-numbers.com/movie/Breakfast-at-Tiffanys/South-Korea#tab=box-office,"$243,767",5/15/2023
