,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Russia (CIS),1/1/2016,"$4,205,490",0,"1,278","1,278","$9,775,063",12/31/2018,https://www.the-numbers.com/movie/Ivan-Tsarevich-i-Seryy-Volk-3,https://www.the-numbers.com/movie/Ivan-Tsarevich-i-Seryy-Volk-3/Russia-(CIS)#tab=box-office,"$9,775,063",12/31/2018
0,Russia (CIS),1/1/2016,"$4,205,490",0,"1,278","1,278","$9,775,063",12/31/2018,https://www.the-numbers.com/movie/Ivan-Tsarevich-i-Seryy-Volk-3,https://www.the-numbers.com/movie/Ivan-Tsarevich-i-Seryy-Volk-3/Russia-(CIS)#tab=box-office,"$9,775,063",12/31/2018
0,Austria,1/8/2016,"$22,188",5,5,17,"$49,532",6/9/2016,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis/Austria#tab=box-office,"$6,174,554",2/26/2019
1,Germany,1/7/2016,"$240,043",46,46,147,"$554,582",6/9/2016,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis/Germany#tab=box-office,"$6,174,554",2/26/2019
2,Turkey,1/1/2016,"$1,524,617",438,438,"1,801","$5,529,874",2/26/2019,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis/Turkey#tab=box-office,"$6,174,554",2/26/2019
3,United Kingdom,1/8/2016,"$17,161",4,4,9,"$40,566",6/9/2016,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis/United-Kingdom#tab=box-office,"$6,174,554",2/26/2019
0,Austria,1/8/2016,"$22,188",5,5,17,"$49,532",6/9/2016,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis/Austria#tab=box-office,"$6,174,554",2/26/2019
1,Germany,1/7/2016,"$240,043",46,46,147,"$554,582",6/9/2016,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis/Germany#tab=box-office,"$6,174,554",2/26/2019
2,Turkey,1/1/2016,"$1,524,617",438,438,"1,801","$5,529,874",2/26/2019,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis/Turkey#tab=box-office,"$6,174,554",2/26/2019
3,United Kingdom,1/8/2016,"$17,161",4,4,9,"$40,566",6/9/2016,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis,https://www.the-numbers.com/movie/Kocan-Kadar-Konus-Dirilis/United-Kingdom#tab=box-office,"$6,174,554",2/26/2019
0,China,10/14/2016,"$2,440,000","32,409","32,409","32,409","$3,097,754",8/27/2018,https://www.the-numbers.com/movie/Mafiya-Igra-na-vyzhivanie-(Russia),https://www.the-numbers.com/movie/Mafiya-Igra-na-vyzhivanie-(Russia)/China#tab=box-office,"$7,313,343",12/31/2018
1,Russia (CIS),1/1/2016,"$2,174,959",0,0,0,"$4,215,589",12/31/2018,https://www.the-numbers.com/movie/Mafiya-Igra-na-vyzhivanie-(Russia),https://www.the-numbers.com/movie/Mafiya-Igra-na-vyzhivanie-(Russia)/Russia-(CIS)#tab=box-office,"$7,313,343",12/31/2018
0,China,10/14/2016,"$2,440,000","32,409","32,409","32,409","$3,097,754",8/27/2018,https://www.the-numbers.com/movie/Mafiya-Igra-na-vyzhivanie-(Russia),https://www.the-numbers.com/movie/Mafiya-Igra-na-vyzhivanie-(Russia)/China#tab=box-office,"$7,313,343",12/31/2018
1,Russia (CIS),1/1/2016,"$2,174,959",0,0,0,"$4,215,589",12/31/2018,https://www.the-numbers.com/movie/Mafiya-Igra-na-vyzhivanie-(Russia),https://www.the-numbers.com/movie/Mafiya-Igra-na-vyzhivanie-(Russia)/Russia-(CIS)#tab=box-office,"$7,313,343",12/31/2018
0,Argentina,7/29/2016,"$94,617",42,42,114,"$262,495",11/30/2018,https://www.the-numbers.com/movie/Quo-Vado,https://www.the-numbers.com/movie/Quo-Vado/Argentina#tab=box-office,"$73,838,483",3/20/2023
1,Australia,10/7/2016,"$23,295",6,19,175,"$587,355",3/20/2023,https://www.the-numbers.com/movie/Quo-Vado,https://www.the-numbers.com/movie/Quo-Vado/Australia#tab=box-office,"$73,838,483",3/20/2023
2,Brazil,8/19/2016,"$14,915",0,0,0,"$14,915",11/16/2018,https://www.the-numbers.com/movie/Quo-Vado,https://www.the-numbers.com/movie/Quo-Vado/Brazil#tab=box-office,"$73,838,483",3/20/2023
3,Italy,1/1/2016,"$24,483,042",0,"1,013","2,356","$70,692,656",6/9/2016,https://www.the-numbers.com/movie/Quo-Vado,https://www.the-numbers.com/movie/Quo-Vado/Italy#tab=box-office,"$73,838,483",3/20/2023
4,Portugal,8/12/2016,"$26,728",31,31,85,"$85,946",9/23/2016,https://www.the-numbers.com/movie/Quo-Vado,https://www.the-numbers.com/movie/Quo-Vado/Portugal#tab=box-office,"$73,838,483",3/20/2023
5,Russia (CIS),8/12/2016,"$54,740",203,203,304,"$76,555",12/31/2018,https://www.the-numbers.com/movie/Quo-Vado,https://www.the-numbers.com/movie/Quo-Vado/Russia-(CIS)#tab=box-office,"$73,838,483",3/20/2023
6,Spain,4/28/2017,"$486,628",150,329,"1,380","$2,111,016",10/30/2018,https://www.the-numbers.com/movie/Quo-Vado,https://www.the-numbers.com/movie/Quo-Vado/Spain#tab=box-office,"$73,838,483",3/20/2023
7,United Kingdom,4/22/2016,"$7,545",28,28,28,"$7,545",6/9/2016,https://www.the-numbers.com/movie/Quo-Vado,https://www.the-numbers.com/movie/Quo-Vado/United-Kingdom#tab=box-office,"$73,838,483",3/20/2023
0,Argentina,7/29/2016,"$94,617",42,42,114,"$262,495",11/30/2018,https://www.the-numbers.com/movie/Quo-Vado,https://www.the-numbers.com/movie/Quo-Vado/Argentina#tab=box-office,"$73,838,483",3/20/2023
1,Australia,10/7/2016,"$23,295",6,19,175,"$587,355",3/20/2023,https://www.the-numbers.com/movie/Quo-Vado,https://www.the-numbers.com/movie/Quo-Vado/Australia#tab=box-office,"$73,838,483",3/20/2023
2,Brazil,8/19/2016,"$14,915",0,0,0,"$14,915",11/16/2018,https://www.the-numbers.com/movie/Quo-Vado,https://www.the-numbers.com/movie/Quo-Vado/Brazil#tab=box-office,"$73,838,483",3/20/2023
