,id,date,rank,gross,pct_change,theaters,per_theater,total_gross,kind,kind_num,pct_lw
0,https://www.the-numbers.com/movie/Yves-St-Laurent,"Jan 9, 2004",67,"$15,385", ,1,"$15,385","  $21,595",weekend,1,
1,https://www.the-numbers.com/movie/Yves-St-Laurent,"Jan 16, 2004",67,"$19,310",+26%,1,"$19,310","  $50,909",weekend,2,
2,https://www.the-numbers.com/movie/Yves-St-Laurent,"Jan 23, 2004",77,"$6,995",-64%,2,"$3,498","  $62,458",weekend,3,
3,https://www.the-numbers.com/movie/Yves-St-Laurent,"Feb 6, 2004",103,"$1,217", ,1,"$1,217","  $78,734",weekend,5,
4,https://www.the-numbers.com/movie/Yves-St-Laurent,"Feb 20, 2004",119,$791, ,1,$791,"  $80,941",weekend,7,
5,https://www.the-numbers.com/movie/Yves-St-Laurent,"Feb 27, 2004",122,$312,-61%,1,$312,"  $81,253",weekend,8,
6,https://www.the-numbers.com/movie/Yves-St-Laurent,"Apr 2, 2004",120,$855, ,1,$855,"  $87,325",weekend,13,
7,https://www.the-numbers.com/movie/Yves-St-Laurent,"Apr 9, 2004",114,"$1,282",+50%,1,"$1,282","  $89,157",weekend,14,
8,https://www.the-numbers.com/movie/Yves-St-Laurent,"Apr 23, 2004",120,"$1,209", ,1,"$1,209","  $91,287",weekend,16,
9,https://www.the-numbers.com/movie/Yves-St-Laurent,"May 28, 2004",109,"$5,483", ,2,"$2,742","  $97,092",weekend,21,
0,https://www.the-numbers.com/movie/Yves-St-Laurent,"Jan 9, 2004",61,"$25,389", ,1,"$25,389","  $31,599",daily,2,
1,https://www.the-numbers.com/movie/Yves-St-Laurent,"Jan 16, 2004",68,"$23,864",-6%,1,"$23,864","  $55,463",daily,3,
2,https://www.the-numbers.com/movie/Yves-St-Laurent,"Feb 20, 2004",114,$791, ,1,$791,"  $80,941",daily,8,
3,https://www.the-numbers.com/movie/Yves-St-Laurent,"Apr 2, 2004",115,"$1,405", ,1,"$1,405","  $87,875",daily,14,
4,https://www.the-numbers.com/movie/Yves-St-Laurent,"Apr 9, 2004",97,"$2,203",+57%,1,"$2,203","  $90,078",daily,15,
5,https://www.the-numbers.com/movie/Yves-St-Laurent,"Apr 23, 2004",114,"$1,531", ,1,"$1,531","  $91,609",daily,17,
6,https://www.the-numbers.com/movie/Yves-St-Laurent,"May 28, 2004",113,"$5,483", ,2,"$2,742","  $97,092",daily,22,
0,https://www.the-numbers.com/movie/Yves-St-Laurent,"Jan 9, 2004",61,"$25,389", ,1,"$25,389","  $31,599",weekly,2,
1,https://www.the-numbers.com/movie/Yves-St-Laurent,"Jan 16, 2004",68,"$23,864",-6%,1,"$23,864","  $55,463",weekly,3,
2,https://www.the-numbers.com/movie/Yves-St-Laurent,"Feb 20, 2004",114,$791, ,1,$791,"  $80,941",weekly,8,
3,https://www.the-numbers.com/movie/Yves-St-Laurent,"Apr 2, 2004",115,"$1,405", ,1,"$1,405","  $87,875",weekly,14,
4,https://www.the-numbers.com/movie/Yves-St-Laurent,"Apr 9, 2004",97,"$2,203",+57%,1,"$2,203","  $90,078",weekly,15,
5,https://www.the-numbers.com/movie/Yves-St-Laurent,"Apr 23, 2004",114,"$1,531", ,1,"$1,531","  $91,609",weekly,17,
6,https://www.the-numbers.com/movie/Yves-St-Laurent,"May 28, 2004",113,"$5,483", ,2,"$2,742","  $97,092",weekly,22,
