,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,New Zealand,6/18/2020,$0,0,20,33,"$3,510",7/20/2021,https://www.the-numbers.com/movie/Planet-of-the-Apes,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,"$3,510",7/20/2021
0,New Zealand,6/18/2020,$0,0,20,33,"$3,510",7/20/2021,https://www.the-numbers.com/movie/Planet-of-the-Apes,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,"$3,510",7/20/2021
0,Argentina,12/9/2016,$0,0,0,0,"$14,500",1/1/2019,https://www.the-numbers.com/movie/2001-A-Space-Odyssey,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Argentina#tab=box-office,"$11,864,953",7/19/2023
1,Australia,5/25/2018,"$20,096",9,72,109,"$743,531",6/11/2021,https://www.the-numbers.com/movie/2001-A-Space-Odyssey,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Australia#tab=box-office,"$11,864,953",7/19/2023
2,Netherlands,6/2/2017,$0,0,51,147,"$158,957",7/5/2018,https://www.the-numbers.com/movie/2001-A-Space-Odyssey,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Netherlands#tab=box-office,"$11,864,953",7/19/2023
3,New Zealand,6/1/2018,"$5,049",8,8,13,"$11,704",3/6/2023,https://www.the-numbers.com/movie/2001-A-Space-Odyssey,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/New-Zealand#tab=box-office,"$11,864,953",7/19/2023
4,Portugal,10/2/1968,$0,0,1,3,"$7,684",5/3/2023,https://www.the-numbers.com/movie/2001-A-Space-Odyssey,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Portugal#tab=box-office,"$11,864,953",7/19/2023
5,Russia (CIS),8/30/2018,"$97,049",50,50,50,"$155,841",1/1/2019,https://www.the-numbers.com/movie/2001-A-Space-Odyssey,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Russia-(CIS)#tab=box-office,"$11,864,953",7/19/2023
6,South Korea,1/4/2019,"$12,659",33,33,33,"$34,832",7/9/2023,https://www.the-numbers.com/movie/2001-A-Space-Odyssey,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/South-Korea#tab=box-office,"$11,864,953",7/19/2023
7,Spain,6/1/2018,"$34,019",88,88,88,"$34,019",6/7/2018,https://www.the-numbers.com/movie/2001-A-Space-Odyssey,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Spain#tab=box-office,"$11,864,953",7/19/2023
