,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,11/26/2020,$653,1,1,2,$653,5/25/2021,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/Australia#tab=box-office,"$186,080",5/1/2023
1,Mexico,3/30/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/Mexico#tab=box-office,"$186,080",5/1/2023
2,Netherlands,7/7/2017,"$7,515",29,29,44,"$21,745",7/21/2017,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/Netherlands#tab=box-office,"$186,080",5/1/2023
3,New Zealand,10/18/2001,$0,0,1,3,"$2,405",5/1/2023,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/New-Zealand#tab=box-office,"$186,080",5/1/2023
4,Portugal,4/15/1977,$0,0,1,2,"$5,919",10/5/2016,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/Portugal#tab=box-office,"$186,080",5/1/2023
5,Russia (CIS),6/24/2021,"$12,921",18,204,398,"$129,385",10/20/2022,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/Russia-(CIS)#tab=box-office,"$186,080",5/1/2023
6,United Kingdom,2/10/2017,"$25,973",8,8,8,"$25,973",2/16/2017,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/United-Kingdom#tab=box-office,"$186,080",5/1/2023
0,Australia,11/26/2020,$653,1,1,2,$653,5/25/2021,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/Australia#tab=box-office,"$186,080",5/1/2023
1,Mexico,3/30/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/Mexico#tab=box-office,"$186,080",5/1/2023
2,Netherlands,7/7/2017,"$7,515",29,29,44,"$21,745",7/21/2017,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/Netherlands#tab=box-office,"$186,080",5/1/2023
3,New Zealand,10/18/2001,$0,0,1,3,"$2,405",5/1/2023,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/New-Zealand#tab=box-office,"$186,080",5/1/2023
4,Portugal,4/15/1977,$0,0,1,2,"$5,919",10/5/2016,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/Portugal#tab=box-office,"$186,080",5/1/2023
5,Russia (CIS),6/24/2021,"$12,921",18,204,398,"$129,385",10/20/2022,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/Russia-(CIS)#tab=box-office,"$186,080",5/1/2023
6,United Kingdom,2/10/2017,"$25,973",8,8,8,"$25,973",2/16/2017,https://www.the-numbers.com/movie/Taxi-Driver,https://www.the-numbers.com/movie/Taxi-Driver/United-Kingdom#tab=box-office,"$186,080",5/1/2023
0,South Korea,6/3/1977,$0,0,6,6,"$6,546",7/25/2019,https://www.the-numbers.com/movie/Omen-The-(1976),https://www.the-numbers.com/movie/Omen-The-(1976)/South-Korea#tab=box-office,"$6,546",7/25/2019
0,South Korea,6/3/1977,$0,0,6,6,"$6,546",7/25/2019,https://www.the-numbers.com/movie/Omen-The-(1976),https://www.the-numbers.com/movie/Omen-The-(1976)/South-Korea#tab=box-office,"$6,546",7/25/2019
0,Australia,3/17/1977,$0,0,27,27,"$1,876",12/4/2020,https://www.the-numbers.com/movie/Carrie-(1976),https://www.the-numbers.com/movie/Carrie-(1976)/Australia#tab=box-office,"$8,583",8/22/2022
1,New Zealand,10/28/2021,$0,0,1,1,$206,8/22/2022,https://www.the-numbers.com/movie/Carrie-(1976),https://www.the-numbers.com/movie/Carrie-(1976)/New-Zealand#tab=box-office,"$8,583",8/22/2022
2,South Korea,9/17/1978,$0,0,7,7,"$6,501",7/9/2020,https://www.the-numbers.com/movie/Carrie-(1976),https://www.the-numbers.com/movie/Carrie-(1976)/South-Korea#tab=box-office,"$8,583",8/22/2022
0,Australia,3/17/1977,$0,0,27,27,"$1,876",12/4/2020,https://www.the-numbers.com/movie/Carrie-(1976),https://www.the-numbers.com/movie/Carrie-(1976)/Australia#tab=box-office,"$8,583",8/22/2022
1,New Zealand,10/28/2021,$0,0,1,1,$206,8/22/2022,https://www.the-numbers.com/movie/Carrie-(1976),https://www.the-numbers.com/movie/Carrie-(1976)/New-Zealand#tab=box-office,"$8,583",8/22/2022
2,South Korea,9/17/1978,$0,0,7,7,"$6,501",7/9/2020,https://www.the-numbers.com/movie/Carrie-(1976),https://www.the-numbers.com/movie/Carrie-(1976)/South-Korea#tab=box-office,"$8,583",8/22/2022
0,Australia,3/17/1977,$0,0,21,21,"$1,445",12/18/2020,https://www.the-numbers.com/movie/Rocky,https://www.the-numbers.com/movie/Rocky/Australia#tab=box-office,"$107,764,853",1/24/2022
1,New Zealand,11/5/2021,$0,0,1,1,$20,1/24/2022,https://www.the-numbers.com/movie/Rocky,https://www.the-numbers.com/movie/Rocky/New-Zealand#tab=box-office,"$107,764,853",1/24/2022
2,United Kingdom,9/25/2020,"$13,748",130,130,130,"$13,748",10/1/2020,https://www.the-numbers.com/movie/Rocky,https://www.the-numbers.com/movie/Rocky/United-Kingdom#tab=box-office,"$107,764,853",1/24/2022
3,Rest of World,,,,,,"$107,749,640",,https://www.the-numbers.com/movie/Rocky,,"$107,764,853",1/24/2022
0,Australia,3/17/1977,$0,0,21,21,"$1,445",12/18/2020,https://www.the-numbers.com/movie/Rocky,https://www.the-numbers.com/movie/Rocky/Australia#tab=box-office,"$107,764,853",1/24/2022
1,New Zealand,11/5/2021,$0,0,1,1,$20,1/24/2022,https://www.the-numbers.com/movie/Rocky,https://www.the-numbers.com/movie/Rocky/New-Zealand#tab=box-office,"$107,764,853",1/24/2022
2,United Kingdom,9/25/2020,"$13,748",130,130,130,"$13,748",10/1/2020,https://www.the-numbers.com/movie/Rocky,https://www.the-numbers.com/movie/Rocky/United-Kingdom#tab=box-office,"$107,764,853",1/24/2022
3,Rest of World,,,,,,"$107,749,640",,https://www.the-numbers.com/movie/Rocky,,"$107,764,853",1/24/2022
