,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Turkey,1/1/2020,"$1,029,074",862,862,"3,028","$5,093,962",10/19/2022,https://www.the-numbers.com/movie/Baba-Parasi-(Turkey),https://www.the-numbers.com/movie/Baba-Parasi-(Turkey)/Turkey#tab=box-office,"$5,098,367",10/19/2022
1,United Kingdom,1/10/2020,"$4,405",3,3,3,"$4,405",1/15/2020,https://www.the-numbers.com/movie/Baba-Parasi-(Turkey),https://www.the-numbers.com/movie/Baba-Parasi-(Turkey)/United-Kingdom#tab=box-office,"$5,098,367",10/19/2022
0,Turkey,1/1/2020,"$1,029,074",862,862,"3,028","$5,093,962",10/19/2022,https://www.the-numbers.com/movie/Baba-Parasi-(Turkey),https://www.the-numbers.com/movie/Baba-Parasi-(Turkey)/Turkey#tab=box-office,"$5,098,367",10/19/2022
1,United Kingdom,1/10/2020,"$4,405",3,3,3,"$4,405",1/15/2020,https://www.the-numbers.com/movie/Baba-Parasi-(Turkey),https://www.the-numbers.com/movie/Baba-Parasi-(Turkey)/United-Kingdom#tab=box-office,"$5,098,367",10/19/2022
0,Italy,1/1/2020,"$23,577,533",0,9,9,"$52,186,424",10/19/2022,https://www.the-numbers.com/movie/Tolo-Tolo-(Italy),https://www.the-numbers.com/movie/Tolo-Tolo-(Italy)/Italy#tab=box-office,"$52,186,424",10/19/2022
0,Italy,1/1/2020,"$23,577,533",0,9,9,"$52,186,424",10/19/2022,https://www.the-numbers.com/movie/Tolo-Tolo-(Italy),https://www.the-numbers.com/movie/Tolo-Tolo-(Italy)/Italy#tab=box-office,"$52,186,424",10/19/2022
0,Argentina,2/28/2020,"$92,621",0,110,110,"$163,370",3/26/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Argentina#tab=box-office,"$45,008,823",2/20/2023
1,Australia,2/21/2020,"$559,119",272,272,"1,339","$2,034,971",2/20/2023,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Australia#tab=box-office,"$45,008,823",2/20/2023
2,Brazil,2/21/2020,"$196,065",0,0,0,"$646,169",11/20/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Brazil#tab=box-office,"$45,008,823",2/20/2023
3,Bulgaria,2/21/2020,"$39,717",0,0,0,"$109,642",3/11/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Bulgaria#tab=box-office,"$45,008,823",2/20/2023
4,China,11/13/2020,"$1,320,000","18,545","18,545","33,049","$5,204,274",12/29/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/China#tab=box-office,"$45,008,823",2/20/2023
5,Czech Republic,2/28/2020,"$87,796",124,124,228,"$138,647",10/19/2022,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Czech-Republic#tab=box-office,"$45,008,823",2/20/2023
6,France,2/20/2020,"$2,600,000",0,544,"2,506","$10,431,551",7/31/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/France#tab=box-office,"$45,008,823",2/20/2023
7,Germany,2/20/2020,"$700,000",0,346,630,"$1,800,000",10/19/2022,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Germany#tab=box-office,"$45,008,823",2/20/2023
8,Hong Kong,3/6/2020,"$300,000",0,0,0,"$602,554",4/9/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Hong-Kong#tab=box-office,"$45,008,823",2/20/2023
9,Indonesia,2/21/2020,"$700,000",0,0,0,"$1,600,000",10/19/2022,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Indonesia#tab=box-office,"$45,008,823",2/20/2023
10,Italy,2/20/2020,"$738,778",0,0,0,"$1,322,257",10/19/2022,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Italy#tab=box-office,"$45,008,823",2/20/2023
11,Japan,2/28/2020,"$880,000",0,0,0,"$1,600,000",10/19/2022,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Japan#tab=box-office,"$45,008,823",2/20/2023
12,Lithuania,2/21/2020,"$49,493",16,16,51,"$95,196",7/15/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Lithuania#tab=box-office,"$45,008,823",2/20/2023
13,Mexico,2/21/2020,"$1,483,017",0,0,0,"$4,100,000",3/23/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Mexico#tab=box-office,"$45,008,823",2/20/2023
14,Netherlands,2/21/2020,"$142,713",85,146,312,"$447,292",10/19/2022,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Netherlands#tab=box-office,"$45,008,823",2/20/2023
15,New Zealand,2/20/2020,"$111,160",85,92,580,"$482,279",10/19/2022,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/New-Zealand#tab=box-office,"$45,008,823",2/20/2023
16,Poland,1/3/2020,$0,0,79,79,"$672,550",10/19/2022,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Poland#tab=box-office,"$45,008,823",2/20/2023
17,Portugal,2/21/2020,"$95,368",50,57,179,"$342,350",3/17/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Portugal#tab=box-office,"$45,008,823",2/20/2023
18,Romania,2/28/2020,"$89,869",88,88,224,"$218,757",10/19/2022,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Romania#tab=box-office,"$45,008,823",2/20/2023
19,Russia (CIS),2/20/2020,"$1,393,428",945,957,"3,148","$3,421,737",10/19/2022,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Russia-(CIS)#tab=box-office,"$45,008,823",2/20/2023
20,Slovakia,2/28/2020,"$42,232",60,60,95,"$70,652",3/10/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Slovakia#tab=box-office,"$45,008,823",2/20/2023
21,Slovenia,2/21/2020,"$21,021",32,32,60,"$63,555",4/8/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Slovenia#tab=box-office,"$45,008,823",2/20/2023
22,South Korea,5/14/2020,"$122,190",505,505,854,"$250,847",6/17/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/South-Korea#tab=box-office,"$45,008,823",2/20/2023
23,Spain,2/20/2020,"$773,148",688,688,"1,412","$2,579,726",11/30/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Spain#tab=box-office,"$45,008,823",2/20/2023
24,Taiwan,2/28/2020,"$228,319",0,0,0,"$503,487",3/26/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Taiwan#tab=box-office,"$45,008,823",2/20/2023
25,Turkey,2/21/2020,"$23,347",65,65,89,"$44,473",10/19/2022,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/Turkey#tab=box-office,"$45,008,823",2/20/2023
26,United Kingdom,2/21/2020,"$1,900,156",487,500,"1,443","$3,604,135",12/30/2020,https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020),https://www.the-numbers.com/movie/Call-of-the-Wild-The-(2020)/United-Kingdom#tab=box-office,"$45,008,823",2/20/2023
