,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Italy,1/1/2017,"$1,987,313",0,0,0,"$10,730,568",2/2/2017,https://www.the-numbers.com/movie/Mister-Felicita-(Italy),https://www.the-numbers.com/movie/Mister-Felicita-(Italy)/Italy#tab=box-office,"$10,739,001",12/30/2018
1,Russia (CIS),11/24/2017,"$4,536",0,0,0,"$8,433",12/30/2018,https://www.the-numbers.com/movie/Mister-Felicita-(Italy),https://www.the-numbers.com/movie/Mister-Felicita-(Italy)/Russia-(CIS)#tab=box-office,"$10,739,001",12/30/2018
0,Italy,1/1/2017,"$1,987,313",0,0,0,"$10,730,568",2/2/2017,https://www.the-numbers.com/movie/Mister-Felicita-(Italy),https://www.the-numbers.com/movie/Mister-Felicita-(Italy)/Italy#tab=box-office,"$10,739,001",12/30/2018
1,Russia (CIS),11/24/2017,"$4,536",0,0,0,"$8,433",12/30/2018,https://www.the-numbers.com/movie/Mister-Felicita-(Italy),https://www.the-numbers.com/movie/Mister-Felicita-(Italy)/Russia-(CIS)#tab=box-office,"$10,739,001",12/30/2018
0,Argentina,3/3/2017,"$66,153",0,0,0,"$87,503",1/1/2019,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Argentina#tab=box-office,"$8,596,111",2/26/2019
1,Australia,3/17/2017,"$4,812",10,10,10,"$4,812",3/20/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Australia#tab=box-office,"$8,596,111",2/26/2019
2,Brazil,3/31/2017,"$118,526",0,0,0,"$118,526",6/26/2018,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Brazil#tab=box-office,"$8,596,111",2/26/2019
3,China,10/13/2017,"$1,140,000","20,180","20,180","20,180","$1,437,867",8/16/2018,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/China#tab=box-office,"$8,596,111",2/26/2019
4,Lithuania,2/17/2017,"$13,344",63,63,83,"$28,521",3/8/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Lithuania#tab=box-office,"$8,596,111",2/26/2019
5,Mexico,3/3/2017,"$315,158",0,0,0,"$525,084",3/15/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Mexico#tab=box-office,"$8,596,111",2/26/2019
6,Netherlands,2/23/2017,"$81,533",82,82,218,"$247,254",3/15/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Netherlands#tab=box-office,"$8,596,111",2/26/2019
7,Portugal,3/3/2017,"$28,730",27,27,63,"$47,940",3/22/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Portugal#tab=box-office,"$8,596,111",2/26/2019
8,Russia (CIS),2/3/2017,"$432,047",894,894,"1,457","$699,952",1/1/2019,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Russia-(CIS)#tab=box-office,"$8,596,111",2/26/2019
9,South Korea,1/4/2017,$0,0,370,370,"$189,128",4/4/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/South-Korea#tab=box-office,"$8,596,111",2/26/2019
10,Turkey,3/17/2017,"$10,983",22,22,32,"$19,932",2/26/2019,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Turkey#tab=box-office,"$8,596,111",2/26/2019
11,United Kingdom,2/10/2017,"$323,042",270,270,270,"$323,042",2/15/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/United-Kingdom#tab=box-office,"$8,596,111",2/26/2019
12,Rest of World,,,,,,"$4,866,550",,https://www.the-numbers.com/movie/Space-Between-Us-The,,"$8,596,111",2/26/2019
0,Argentina,3/3/2017,"$66,153",0,0,0,"$87,503",1/1/2019,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Argentina#tab=box-office,"$8,596,111",2/26/2019
1,Australia,3/17/2017,"$4,812",10,10,10,"$4,812",3/20/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Australia#tab=box-office,"$8,596,111",2/26/2019
2,Brazil,3/31/2017,"$118,526",0,0,0,"$118,526",6/26/2018,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Brazil#tab=box-office,"$8,596,111",2/26/2019
3,China,10/13/2017,"$1,140,000","20,180","20,180","20,180","$1,437,867",8/16/2018,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/China#tab=box-office,"$8,596,111",2/26/2019
4,Lithuania,2/17/2017,"$13,344",63,63,83,"$28,521",3/8/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Lithuania#tab=box-office,"$8,596,111",2/26/2019
5,Mexico,3/3/2017,"$315,158",0,0,0,"$525,084",3/15/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Mexico#tab=box-office,"$8,596,111",2/26/2019
6,Netherlands,2/23/2017,"$81,533",82,82,218,"$247,254",3/15/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Netherlands#tab=box-office,"$8,596,111",2/26/2019
7,Portugal,3/3/2017,"$28,730",27,27,63,"$47,940",3/22/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Portugal#tab=box-office,"$8,596,111",2/26/2019
8,Russia (CIS),2/3/2017,"$432,047",894,894,"1,457","$699,952",1/1/2019,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Russia-(CIS)#tab=box-office,"$8,596,111",2/26/2019
9,South Korea,1/4/2017,$0,0,370,370,"$189,128",4/4/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/South-Korea#tab=box-office,"$8,596,111",2/26/2019
10,Turkey,3/17/2017,"$10,983",22,22,32,"$19,932",2/26/2019,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/Turkey#tab=box-office,"$8,596,111",2/26/2019
11,United Kingdom,2/10/2017,"$323,042",270,270,270,"$323,042",2/15/2017,https://www.the-numbers.com/movie/Space-Between-Us-The,https://www.the-numbers.com/movie/Space-Between-Us-The/United-Kingdom#tab=box-office,"$8,596,111",2/26/2019
12,Rest of World,,,,,,"$4,866,550",,https://www.the-numbers.com/movie/Space-Between-Us-The,,"$8,596,111",2/26/2019
0,Argentina,2/24/2017,"$7,691",0,0,0,"$15,781",1/1/2019,https://www.the-numbers.com/movie/Contratiempo-(Spain),https://www.the-numbers.com/movie/Contratiempo-(Spain)/Argentina#tab=box-office,"$30,694,802",10/19/2022
1,China,9/15/2017,"$8,777",0,"24,474","65,748","$25,919,310",8/16/2018,https://www.the-numbers.com/movie/Contratiempo-(Spain),https://www.the-numbers.com/movie/Contratiempo-(Spain)/China#tab=box-office,"$30,694,802",10/19/2022
2,Mexico,3/19/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Contratiempo-(Spain),https://www.the-numbers.com/movie/Contratiempo-(Spain)/Mexico#tab=box-office,"$30,694,802",10/19/2022
3,Russia (CIS),5/31/2018,"$100,381",172,172,329,"$268,219",10/19/2022,https://www.the-numbers.com/movie/Contratiempo-(Spain),https://www.the-numbers.com/movie/Contratiempo-(Spain)/Russia-(CIS)#tab=box-office,"$30,694,802",10/19/2022
4,South Korea,9/20/2017,"$265,199",232,232,418,"$628,731",5/19/2020,https://www.the-numbers.com/movie/Contratiempo-(Spain),https://www.the-numbers.com/movie/Contratiempo-(Spain)/South-Korea#tab=box-office,"$30,694,802",10/19/2022
5,Spain,1/6/2017,"$1,148,798",242,277,"1,457","$3,862,761",3/10/2017,https://www.the-numbers.com/movie/Contratiempo-(Spain),https://www.the-numbers.com/movie/Contratiempo-(Spain)/Spain#tab=box-office,"$30,694,802",10/19/2022
0,Argentina,2/24/2017,"$7,691",0,0,0,"$15,781",1/1/2019,https://www.the-numbers.com/movie/Contratiempo-(Spain),https://www.the-numbers.com/movie/Contratiempo-(Spain)/Argentina#tab=box-office,"$30,694,802",10/19/2022
1,China,9/15/2017,"$8,777",0,"24,474","65,748","$25,919,310",8/16/2018,https://www.the-numbers.com/movie/Contratiempo-(Spain),https://www.the-numbers.com/movie/Contratiempo-(Spain)/China#tab=box-office,"$30,694,802",10/19/2022
2,Mexico,3/19/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Contratiempo-(Spain),https://www.the-numbers.com/movie/Contratiempo-(Spain)/Mexico#tab=box-office,"$30,694,802",10/19/2022
3,Russia (CIS),5/31/2018,"$100,381",172,172,329,"$268,219",10/19/2022,https://www.the-numbers.com/movie/Contratiempo-(Spain),https://www.the-numbers.com/movie/Contratiempo-(Spain)/Russia-(CIS)#tab=box-office,"$30,694,802",10/19/2022
4,South Korea,9/20/2017,"$265,199",232,232,418,"$628,731",5/19/2020,https://www.the-numbers.com/movie/Contratiempo-(Spain),https://www.the-numbers.com/movie/Contratiempo-(Spain)/South-Korea#tab=box-office,"$30,694,802",10/19/2022
5,Spain,1/6/2017,"$1,148,798",242,277,"1,457","$3,862,761",3/10/2017,https://www.the-numbers.com/movie/Contratiempo-(Spain),https://www.the-numbers.com/movie/Contratiempo-(Spain)/Spain#tab=box-office,"$30,694,802",10/19/2022
0,China,1/6/2017,"$1,237,970",0,0,0,"$6,821,075",8/27/2018,https://www.the-numbers.com/movie/GG-Bond-Guarding-(China)-(2017),https://www.the-numbers.com/movie/GG-Bond-Guarding-(China)-(2017)/China#tab=box-office,"$6,821,075",8/27/2018
0,China,1/6/2017,"$1,237,970",0,0,0,"$6,821,075",8/27/2018,https://www.the-numbers.com/movie/GG-Bond-Guarding-(China)-(2017),https://www.the-numbers.com/movie/GG-Bond-Guarding-(China)-(2017)/China#tab=box-office,"$6,821,075",8/27/2018
0,China,1/7/2017,"$1,240,000","9,714","9,714","9,714","$6,240,000",1/30/2017,https://www.the-numbers.com/movie/Zhu-Zhu-Xia-Zhi-Ying-Xiong-Zhu-Shao-Nian-(China)-(2017),https://www.the-numbers.com/movie/Zhu-Zhu-Xia-Zhi-Ying-Xiong-Zhu-Shao-Nian-(China)-(2017)/China#tab=box-office,"$6,240,000",1/30/2017
0,China,1/7/2017,"$1,240,000","9,714","9,714","9,714","$6,240,000",1/30/2017,https://www.the-numbers.com/movie/Zhu-Zhu-Xia-Zhi-Ying-Xiong-Zhu-Shao-Nian-(China)-(2017),https://www.the-numbers.com/movie/Zhu-Zhu-Xia-Zhi-Ying-Xiong-Zhu-Shao-Nian-(China)-(2017)/China#tab=box-office,"$6,240,000",1/30/2017
0,Australia,2/10/2017,"$39,401",14,14,25,"$84,024",2/27/2017,https://www.the-numbers.com/movie/Confidential-Assignment-(South-Korea),https://www.the-numbers.com/movie/Confidential-Assignment-(South-Korea)/Australia#tab=box-office,"$55,975,045",10/10/2018
1,New Zealand,2/10/2017,"$6,792",3,3,7,"$14,350",2/27/2017,https://www.the-numbers.com/movie/Confidential-Assignment-(South-Korea),https://www.the-numbers.com/movie/Confidential-Assignment-(South-Korea)/New-Zealand#tab=box-office,"$55,975,045",10/10/2018
