,url,cast,crew,Domestic Share:,Domestic Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production/Financing Companies:,Production Countries:,Languages:,Domestic Box Office
0,https://www.the-numbers.com/movie/Sergeant-York,"['Gary Cooper', 'Walter Brennan', 'Joan Leslie']","[['Howard Hawks', 'Director'], ['Harry Chandlee', 'Screenwriter'], ['Abem Finkel', 'Screenwriter'], ['John Huston', 'Screenwriter'], ['Howard Koch', 'Screenwriter'], ['Sam Cowan', 'Screenwriter'], ['Howard Hawks', 'Producer'], ['Jesse L. Lasky', 'Producer'], ['Hal Wallis', 'Producer'], ['William Holmes', 'Editor']]",100.0% (domestic box office/worldwide),"September 27th, 1941 (Wide)","November 7th, 2006 by Warner Home Video",Not Rated,134 minutes,vs. Gone with the WindCreate your own comparison chart…,"Biographical Drama, Biography, World War I, 1910s, War, Historical Battles, Christians, Poverty, Single Parent",Based on Real Life Events,Drama,Live Action,Dramatization,Warner Bros.,United States,English,"$16,400,000"
