,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,United Kingdom,7/10/2015,"$3,200",28,28,51,"$10,975",12/16/2020,https://www.the-numbers.com/movie/Casino-Royale,https://www.the-numbers.com/movie/Casino-Royale/United-Kingdom#tab=box-office,"$19,000,000",12/16/2020
1,Rest of World,,,,,,"$18,989,025",,https://www.the-numbers.com/movie/Casino-Royale,,"$19,000,000",12/16/2020
0,United Kingdom,7/10/2015,"$3,200",28,28,51,"$10,975",12/16/2020,https://www.the-numbers.com/movie/Casino-Royale,https://www.the-numbers.com/movie/Casino-Royale/United-Kingdom#tab=box-office,"$19,000,000",12/16/2020
1,Rest of World,,,,,,"$18,989,025",,https://www.the-numbers.com/movie/Casino-Royale,,"$19,000,000",12/16/2020
0,Australia,11/5/2020,"$1,276",24,24,27,$960,2/1/2021,https://www.the-numbers.com/movie/You-Only-Live-Twice,https://www.the-numbers.com/movie/You-Only-Live-Twice/Australia#tab=box-office,"$68,500,000",10/19/2022
1,New Zealand,11/12/2020,$332,10,10,10,$332,10/19/2022,https://www.the-numbers.com/movie/You-Only-Live-Twice,https://www.the-numbers.com/movie/You-Only-Live-Twice/New-Zealand#tab=box-office,"$68,500,000",10/19/2022
2,United Kingdom,3/20/2020,$0,0,96,97,"$9,830",5/24/2022,https://www.the-numbers.com/movie/You-Only-Live-Twice,https://www.the-numbers.com/movie/You-Only-Live-Twice/United-Kingdom#tab=box-office,"$68,500,000",10/19/2022
3,Rest of World,,,,,,"$68,488,878",,https://www.the-numbers.com/movie/You-Only-Live-Twice,,"$68,500,000",10/19/2022
0,Australia,11/5/2020,"$1,276",24,24,27,$960,2/1/2021,https://www.the-numbers.com/movie/You-Only-Live-Twice,https://www.the-numbers.com/movie/You-Only-Live-Twice/Australia#tab=box-office,"$68,500,000",10/19/2022
1,New Zealand,11/12/2020,$332,10,10,10,$332,10/19/2022,https://www.the-numbers.com/movie/You-Only-Live-Twice,https://www.the-numbers.com/movie/You-Only-Live-Twice/New-Zealand#tab=box-office,"$68,500,000",10/19/2022
2,United Kingdom,3/20/2020,$0,0,96,97,"$9,830",5/24/2022,https://www.the-numbers.com/movie/You-Only-Live-Twice,https://www.the-numbers.com/movie/You-Only-Live-Twice/United-Kingdom#tab=box-office,"$68,500,000",10/19/2022
3,Rest of World,,,,,,"$68,488,878",,https://www.the-numbers.com/movie/You-Only-Live-Twice,,"$68,500,000",10/19/2022
0,United Kingdom,11/18/2016,"$11,130",5,5,5,"$27,669",10/2/2018,https://www.the-numbers.com/movie/In-the-Heat-of-the-Night,https://www.the-numbers.com/movie/In-the-Heat-of-the-Night/United-Kingdom#tab=box-office,"$27,669",10/2/2018
0,United Kingdom,11/18/2016,"$11,130",5,5,5,"$27,669",10/2/2018,https://www.the-numbers.com/movie/In-the-Heat-of-the-Night,https://www.the-numbers.com/movie/In-the-Heat-of-the-Night/United-Kingdom#tab=box-office,"$27,669",10/2/2018
0,Australia,3/21/1968,$0,0,1,1,$0,,https://www.the-numbers.com/movie/Bonnie-and-Clyde-(1967),https://www.the-numbers.com/movie/Bonnie-and-Clyde-(1967)/Australia#tab=box-office,$128,1/30/2023
1,New Zealand,1/26/2023,$128,1,1,1,$128,1/30/2023,https://www.the-numbers.com/movie/Bonnie-and-Clyde-(1967),https://www.the-numbers.com/movie/Bonnie-and-Clyde-(1967)/New-Zealand#tab=box-office,$128,1/30/2023
0,Australia,3/21/1968,$0,0,1,1,$0,,https://www.the-numbers.com/movie/Bonnie-and-Clyde-(1967),https://www.the-numbers.com/movie/Bonnie-and-Clyde-(1967)/Australia#tab=box-office,$128,1/30/2023
1,New Zealand,1/26/2023,$128,1,1,1,$128,1/30/2023,https://www.the-numbers.com/movie/Bonnie-and-Clyde-(1967),https://www.the-numbers.com/movie/Bonnie-and-Clyde-(1967)/New-Zealand#tab=box-office,$128,1/30/2023
0,Australia,9/11/2020,$321,1,1,1,$321,9/15/2020,https://www.the-numbers.com/movie/Cool-Hand-Luke,https://www.the-numbers.com/movie/Cool-Hand-Luke/Australia#tab=box-office,$388,10/20/2022
1,New Zealand,6/18/2020,$0,0,1,1,$67,10/20/2022,https://www.the-numbers.com/movie/Cool-Hand-Luke,https://www.the-numbers.com/movie/Cool-Hand-Luke/New-Zealand#tab=box-office,$388,10/20/2022
0,Australia,9/11/2020,$321,1,1,1,$321,9/15/2020,https://www.the-numbers.com/movie/Cool-Hand-Luke,https://www.the-numbers.com/movie/Cool-Hand-Luke/Australia#tab=box-office,$388,10/20/2022
1,New Zealand,6/18/2020,$0,0,1,1,$67,10/20/2022,https://www.the-numbers.com/movie/Cool-Hand-Luke,https://www.the-numbers.com/movie/Cool-Hand-Luke/New-Zealand#tab=box-office,$388,10/20/2022
0,United Kingdom,1/14/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Guess-Whos-Coming-to-Dinner,https://www.the-numbers.com/movie/Guess-Whos-Coming-to-Dinner/United-Kingdom#tab=box-office,$0,
0,United Kingdom,1/14/2022,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Guess-Whos-Coming-to-Dinner,https://www.the-numbers.com/movie/Guess-Whos-Coming-to-Dinner/United-Kingdom#tab=box-office,$0,
0,United Kingdom,9/11/2015,"$7,551",6,6,6,"$7,551",9/16/2015,https://www.the-numbers.com/movie/In-Cold-Blood,https://www.the-numbers.com/movie/In-Cold-Blood/United-Kingdom#tab=box-office,"$7,551",9/16/2015
0,United Kingdom,9/11/2015,"$7,551",6,6,6,"$7,551",9/16/2015,https://www.the-numbers.com/movie/In-Cold-Blood,https://www.the-numbers.com/movie/In-Cold-Blood/United-Kingdom#tab=box-office,"$7,551",9/16/2015
0,South Korea,6/19/1971,$0,0,42,60,"$32,890",2/26/2020,https://www.the-numbers.com/movie/Graduate-The,https://www.the-numbers.com/movie/Graduate-The/South-Korea#tab=box-office,"$69,731",2/26/2020
1,United Kingdom,6/23/2017,"$36,841",28,28,28,"$36,841",7/4/2017,https://www.the-numbers.com/movie/Graduate-The,https://www.the-numbers.com/movie/Graduate-The/United-Kingdom#tab=box-office,"$69,731",2/26/2020
