,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,2/15/2019,"$2,121",1,3,10,"$15,328",12/4/2020,https://www.the-numbers.com/movie/Casablanca,https://www.the-numbers.com/movie/Casablanca/Australia#tab=box-office,"$102,732",6/6/2023
1,Italy,6/26/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Casablanca,https://www.the-numbers.com/movie/Casablanca/Italy#tab=box-office,"$102,732",6/6/2023
2,New Zealand,10/28/2010,$0,0,1,11,"$1,486",6/6/2023,https://www.the-numbers.com/movie/Casablanca,https://www.the-numbers.com/movie/Casablanca/New-Zealand#tab=box-office,"$102,732",6/6/2023
3,South Korea,4/3/1999,$0,0,20,40,"$55,044",1/11/2023,https://www.the-numbers.com/movie/Casablanca,https://www.the-numbers.com/movie/Casablanca/South-Korea#tab=box-office,"$102,732",6/6/2023
4,United Kingdom,12/2/2022,"$30,874",242,242,242,"$30,874",2/14/2023,https://www.the-numbers.com/movie/Casablanca,https://www.the-numbers.com/movie/Casablanca/United-Kingdom#tab=box-office,"$102,732",6/6/2023
0,Australia,2/15/2019,"$2,121",1,3,10,"$15,328",12/4/2020,https://www.the-numbers.com/movie/Casablanca,https://www.the-numbers.com/movie/Casablanca/Australia#tab=box-office,"$102,732",6/6/2023
1,Italy,6/26/2023,$0,0,0,0,$0,,https://www.the-numbers.com/movie/Casablanca,https://www.the-numbers.com/movie/Casablanca/Italy#tab=box-office,"$102,732",6/6/2023
2,New Zealand,10/28/2010,$0,0,1,11,"$1,486",6/6/2023,https://www.the-numbers.com/movie/Casablanca,https://www.the-numbers.com/movie/Casablanca/New-Zealand#tab=box-office,"$102,732",6/6/2023
3,South Korea,4/3/1999,$0,0,20,40,"$55,044",1/11/2023,https://www.the-numbers.com/movie/Casablanca,https://www.the-numbers.com/movie/Casablanca/South-Korea#tab=box-office,"$102,732",6/6/2023
4,United Kingdom,12/2/2022,"$30,874",242,242,242,"$30,874",2/14/2023,https://www.the-numbers.com/movie/Casablanca,https://www.the-numbers.com/movie/Casablanca/United-Kingdom#tab=box-office,"$102,732",6/6/2023
