,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,New Zealand,1/13/2022,$0,0,1,1,$355,6/7/2022,https://www.the-numbers.com/movie/Notorious-(1946),https://www.the-numbers.com/movie/Notorious-(1946)/New-Zealand#tab=box-office,"$28,311",6/7/2022
1,United Kingdom,8/9/2019,"$27,956",11,11,11,"$27,956",8/14/2019,https://www.the-numbers.com/movie/Notorious-(1946),https://www.the-numbers.com/movie/Notorious-(1946)/United-Kingdom#tab=box-office,"$28,311",6/7/2022
0,New Zealand,1/13/2022,$0,0,1,1,$355,6/7/2022,https://www.the-numbers.com/movie/Notorious-(1946),https://www.the-numbers.com/movie/Notorious-(1946)/New-Zealand#tab=box-office,"$28,311",6/7/2022
1,United Kingdom,8/9/2019,"$27,956",11,11,11,"$27,956",8/14/2019,https://www.the-numbers.com/movie/Notorious-(1946),https://www.the-numbers.com/movie/Notorious-(1946)/United-Kingdom#tab=box-office,"$28,311",6/7/2022
0,Australia,2/6/1948,$0,0,12,21,"$8,731",1/4/2021,https://www.the-numbers.com/movie/Its-a-Wonderful-Life,https://www.the-numbers.com/movie/Its-a-Wonderful-Life/Australia#tab=box-office,"$4,178,901",2/14/2023
1,New Zealand,12/9/2010,$0,0,2,4,"$1,262",12/30/2021,https://www.the-numbers.com/movie/Its-a-Wonderful-Life,https://www.the-numbers.com/movie/Its-a-Wonderful-Life/New-Zealand#tab=box-office,"$4,178,901",2/14/2023
2,United Kingdom,12/11/2007,$0,0,215,"1,435","$4,168,908",2/14/2023,https://www.the-numbers.com/movie/Its-a-Wonderful-Life,https://www.the-numbers.com/movie/Its-a-Wonderful-Life/United-Kingdom#tab=box-office,"$4,178,901",2/14/2023
0,Australia,2/6/1948,$0,0,12,21,"$8,731",1/4/2021,https://www.the-numbers.com/movie/Its-a-Wonderful-Life,https://www.the-numbers.com/movie/Its-a-Wonderful-Life/Australia#tab=box-office,"$4,178,901",2/14/2023
1,New Zealand,12/9/2010,$0,0,2,4,"$1,262",12/30/2021,https://www.the-numbers.com/movie/Its-a-Wonderful-Life,https://www.the-numbers.com/movie/Its-a-Wonderful-Life/New-Zealand#tab=box-office,"$4,178,901",2/14/2023
2,United Kingdom,12/11/2007,$0,0,215,"1,435","$4,168,908",2/14/2023,https://www.the-numbers.com/movie/Its-a-Wonderful-Life,https://www.the-numbers.com/movie/Its-a-Wonderful-Life/United-Kingdom#tab=box-office,"$4,178,901",2/14/2023
