,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,International Releases:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Domestic Releases:,Video Release:,MPAA Rating:,Production/Financing Companies:,Running Time:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office
10,https://www.the-numbers.com/movie/Zhong-Guo-Ping-Pang-(2023-China),[],"[['Chao Deng', 'Director']]",,,,,,,"January 18th, 2023 (Wide), released as Zhōng Guo Ping Pang (China)
February 23rd, 2023 (Limited), released as Ping Pong: The Triumph (Australia)
February 23rd, 2023 (Limited), released as Ping Pong Triumph (New Zealand)
",Create your own comparison chart…,"1990s, Set in China, Ping Pong",Original Screenplay,Drama,Live Action,Contemporary Fiction,China,Mandarin,"February 17th, 2023 (Limited) by China Lion Film Distribution, released as Ping Pong: The Triumph",,,,140 minutes,,n/a,"$14,934,896","$14,934,896"
11,https://www.the-numbers.com/movie/Missing-(2023),"['Megan Suri', 'Ken Leung', 'Joaquim de Almeida', 'Daniel Henney', 'Amy Landecker', 'Storm Reid', 'Nia Long']","[['Will Merrick', 'Director'], ['Nick Johnson', 'Director'], ['Will Merrick', 'Screenwriter'], ['Nick Johnson', 'Screenwriter'], ['Sev Ohanian', 'Story Creator'], ['Aneesh Chaganty', 'Story Creator'], ['Natalie Qasabian', 'Producer'], ['Sev Ohanian', 'Producer'], ['Aneesh Chaganty', 'Producer'], ['Timur Bekmambetov', 'Executive Producer'], ['Adam Sidman', 'Executive Producer'], ['Jo Henriquez', 'Executive Producer'], ['Steve Holleran', 'Director of Photography'], ['Kelly Fallon', 'Production Designer'], ['Lindsay Monahan', 'Costume Designer'], ['Arielle Zakowski', 'Editor'], ['Austin Keeling', 'Editor']]","$9,154,695 (28.2% of total gross)",3.55 (domestic box office/biggest weekend),72.1% (domestic box office/worldwide),"3,025 opening theaters/3,025 max. theaters, 4.8 weeks average run per theater","$32,502,025",,"February 22nd, 2023 (Wide), released as Missing: Disparition inquiétante (France)
February 22nd, 2023 (Wide) (South Korea)
February 23rd, 2023 (Wide) (Australia)
February 23rd, 2023 (Limited), released as Nezvěstná (Czech Republic)
February 23rd, 2023 (Wide) (Germany)
... Show all releases
",vs. SearchingCreate your own comparison chart…,"Psychological Thriller, Missing Person, Tourists In Trouble, Set in Colombia, Set in Los Angeles",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"January 20th, 2023 (Wide) by Sony Pictures","March 7th, 2023 by Sony Pictures Home Entertainment","PG-13 for some strong violence, language, teen drinking, and thematic material.(Rating bulletin 2734 (cert #53818), 6/1/2022)","Stage 6 Films, Screen Gems, Bazelevs Company, Search Party",111 minutes,Searching,"$32,502,025","$12,598,731","$45,100,756"
12,https://www.the-numbers.com/movie/Xiong-Chu-Mo-Ban-Wo-Xiong-Xin-(2023-China),[],"[['Yongchang Lin', 'Director']]",,,,,,,"January 20th, 2023 (Wide) (China)
February 2nd, 2023 (Wide), released as Boonie Bears: Guardian Code (China)
July 13th, 2023 (Wide), released as Boonie Bears: Guardian Code (Медведи-соседи: Код хранителей) (Russia (CIS))
",Create your own comparison chart…,"Anime, Animal Lead, Family Reunion",Original Screenplay,Comedy,Digital Animation,Science Fiction,China,Mandarin,,,,,,,n/a,"$221,982,308","$221,982,308"
13,https://www.the-numbers.com/movie/Jiao-Huan-Ren-Sheng-(2023-China),[],"[['Su Lun', 'Director']]",,,,,,,"January 22nd, 2023 (Wide) (China)
March 1st, 2023 (Wide), released as Five Hundred Miles (China)
",Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,Republic of Korea,Korean,,,,,,,n/a,"$58,290,000","$58,290,000"
14,https://www.the-numbers.com/movie/Liu-Lang-Di-Qiu-2-(2023-China),"['Andy Lau', 'Wu Jing', 'Liu Xuejian']","[['Fan Guo (郭帆)', 'Director'], ['Fan Guo (郭帆)', 'Screenwriter'], ['Gong Geer', 'Screenwriter']]","$3,006,525 (59.9% of total gross)",1.67 (domestic box office/biggest weekend),0.8% (domestic box office/worldwide),"142 opening theaters/172 max. theaters, 3.3 weeks average run per theater","$5,023,132",,"January 22nd, 2023 (Limited), released as The Wandering Earth 2 (Australia)
January 22nd, 2023 (Wide) (China)
January 22nd, 2023 (Limited), released as The Wandering Earth 2 (New Zealand)
January 27th, 2023 (Limited), released as The Wandering Earth 2 (United Kingdom)
March 31st, 2023 (Wide), released as The Wandering Earth 2 (China)
... Show all releases
",vs. Liu Lang Di QiuCreate your own comparison chart…,"Last Person on Earth, Space Program, Prequel, Action Adventure",Original Screenplay,Action,Live Action,Science Fiction,China,Mandarin,"January 22nd, 2023 (Limited) by Well Go USA, released as The Wandering Earth 2January 22nd, 2023 (IMAX) by Well Go USA, released as The Wandering Earth 2",,,,173 minutes,The Wandering Earth,"$5,023,132","$599,433,424","$604,456,556"
15,https://www.the-numbers.com/movie/Man-Jiang-Hong-(2023-China),"['Shen Teng', 'Jackson Yee', 'Yi Zhang', 'Lei Jiayin', 'Yue Yunpeng']","[['Zhang Yimou', 'Director'], ['Yu Chen (陈宇)', 'Screenwriter'], ['Zhang Yimou', 'Screenwriter'], ['Yuxia Jiang (姜玉霞)', 'Executive Producer'], ['Yu Liang (梁郁)', 'Executive Producer'], ['Lin Li (李麟)', 'Executive Producer'], ['Xia Wang (王霞)', 'Associate Producer'], ['Huimin Han (韩慧敏)', 'Associate Producer'], ['Ran Bi (毕然)', 'Associate Producer'], ['Zhao Xiaoding', 'Director of Photography'], ['Hong Han', 'Composer']]",,,,,,,"January 22nd, 2023 (Wide) (China)
February 17th, 2023 (Wide), released as Full River Red (China)
March 16th, 2023 (Limited), released as Full River Red (Australia)
March 16th, 2023 (Limited), released as Full River Red (New Zealand)
March 17th, 2023 (Limited), released as Full River Red (United Kingdom)
... Show all releases
",Create your own comparison chart…,Action Comedy,Original Screenplay,Drama,Live Action,Historical Fiction,China,Mandarin,"March 17th, 2023 (Limited) by NiuVision Media, released as Full River Red",,,,159 minutes,,n/a,"$673,556,758","$673,556,758"
16,https://www.the-numbers.com/movie/Shen-Hai-(2023-China),[],"[['XiaoPeng Tian', 'Director']]",,,,,,,"January 22nd, 2023 (Wide) (China)
August 10th, 2023 (Limited), released as Deep Sea (Germany)
February 21st, 2024 (Limited), released as Deep Sea (France)
",Create your own comparison chart…,,Original Screenplay,Drama,Digital Animation,Fantasy,China,Mandarin,,,,,,,n/a,"$136,090,000","$136,090,000"
17,https://www.the-numbers.com/movie/Wu-Ming-(2023-China),"['Chengpeng Dong (董成鹏)', 'Zhou Xun', 'Eric Wang', 'Huang Lei', 'Tony Leung', 'Wang Yibo']","[['Er Cheng', 'Director']]","$296,337 (36.9% of total gross)",2.71 (domestic box office/biggest weekend),0.6% (domestic box office/worldwide),"62 opening theaters/62 max. theaters, 2.8 weeks average run per theater","$803,189",,"January 22nd, 2023 (Wide) (China)
February 21st, 2023 (Wide), released as Hidden Blade (China)
March 2nd, 2023 (Limited), released as Hidden Blade (Australia)
March 2nd, 2023 (Limited), released as Hidden Blade (New Zealand)
April 26th, 2023 (Limited), released as Wú Míng (무명) (South Korea)
... Show all releases
",Create your own comparison chart…,World War II,Original Screenplay,Drama,Live Action,Contemporary Fiction,China,Mandarin,"February 17th, 2023 (Limited) by Well Go USA, released as Hidden Blade","July 18th, 2023 by Well Go USA Video, released as Hidden Blade",,,128 minutes,,"$803,189","$138,323,066","$139,126,255"
18,https://www.the-numbers.com/movie/Pathaan-(2023-India),[],"[['Siddharth Anand', 'Director']]","$6,892,182 (39.4% of total gross)",2.54 (domestic box office/biggest weekend),16.5% (domestic box office/worldwide),"695 opening theaters/697 max. theaters, 3.8 weeks average run per theater","$17,487,476",,"January 25th, 2023 (Limited) (Australia)
January 25th, 2023 (Limited) (Finland)
January 25th, 2023 (Limited) (Germany)
January 25th, 2023 (Wide) (India)
January 25th, 2023 (Wide) (New Zealand)
... Show all releases
",vs. K.G.F: Chapter 2Create your own comparison chart…,,Original Screenplay,Thriller/Suspense,Live Action,Dramatization,India,"Hindi, Tamil, Telugu","January 25th, 2023 (Wide) by Yash Raj FilmsJanuary 25th, 2023 (IMAX) by Yash Raj Films",,,Yash Raj Films,146 minutes,,"$17,487,476","$88,413,463","$105,900,939"
19,https://www.the-numbers.com/movie/Pattie-et-la-colere-de-Poseidon-(2022-France),[],"[['Director*', 'Director'], ['Eric Tosti', 'Director'], ['Jean-François Tosti', 'Director'], ['David Alaux', 'Screenwriter'], ['Eric Tosti', 'Screenwriter'], ['Jean-François Tosti', 'Screenwriter']]",,,,,,,"January 25th, 2023 (Wide) (France)
February 9th, 2023 (Limited), released as Argonuts - Missione Olimpo (Italy)
February 10th, 2023 (Wide), released as Epic Tails (United Kingdom)
March 17th, 2023 (Limited), released as Kahraman Kuyruklar (Turkey)
March 24th, 2023 (Limited), released as Pattie et la colère de Poséidon (Приключения аргонавтов) (Russia (CIS))
... Show all releases
",Create your own comparison chart…,"Talking Animals, Animal Lead, Family Adventure, Ancient Greece, Gods and Goddesses",Original Screenplay,Adventure,Digital Animation,Kids Fiction,France,French,,,,,96 minutes,,n/a,"$6,256,850","$6,256,850"
20,https://www.the-numbers.com/movie/Whats-Love-Got-to-Do-with-It-(2022-United-Kingdom),"['Lily James', 'Shazad Latif', 'Emma Thompson']","[['Shekhar Kapur', 'Director'], ['Jemima Khan', 'Screenwriter']]",,,,,,,"January 25th, 2023 (Wide), released as Čo s tým má láska? (Slovakia)
January 26th, 2023 (Limited) (Australia)
January 27th, 2023 (Limited), released as Și dragostea unde e? (Romania)
February 9th, 2023 (Limited) (New Zealand)
February 17th, 2023 (Limited) (Croatia)
... Show all releases
",Create your own comparison chart…,"Romantic Comedy, Romance, Documentarian, Internet Dating, Internet, Arranged Marriage",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United Kingdom,"English, Urdu","May 5th, 2023 (Limited) by Shout! Factory","May 26th, 2023 by Shout Factory","PG-13 for strong language including a sexual reference, some suggestive material and brief drug material.(Rating bulletin 2776 (cert #54359), 3/29/2023)",StudioCanal,108 minutes,,n/a,"$9,921,826","$9,921,826"
21,https://www.the-numbers.com/movie/Die-Drei-Erbe-des-Drachen-(2023-Germany),[],"[['Tim Dünschede', 'Director']]",,,,,,,"January 26th, 2023 (Wide) (Germany)
",Create your own comparison chart…,,Original Screenplay,,Live Action,Contemporary Fiction,Germany,German,,,,,,,n/a,"$11,300,000","$11,300,000"
22,https://www.the-numbers.com/movie/Infelices-para-siempre-(2022-Mexico),[],"[['Noé Santillán-López', 'Director']]",,,,,,,"January 26th, 2023 (Limited) (Mexico)
",Create your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,Mexico,Spanish,,,,,,,n/a,"$5,584,855","$5,584,855"
23,https://www.the-numbers.com/movie/Infinity-Pool-(2022-Canada),"['Amanda Brugel', 'John Ralston', 'Jeffrey Ricketts*', 'Caroline Boulton', 'Thomas Kretschmann', 'Alexander Skarsgård', 'Mia Goth', 'Cleopatra Coleman', 'Jalil Lespert']","[['Brandon Cronenberg', 'Director'], ['Brandon Cronenberg', 'Screenwriter'], ['Karen Harnisch', 'Producer'], ['Andrew Cividino', 'Producer'], ['Christina Piovesan', 'Producer'], ['Noah Segal', 'Producer'], ['Rob Cotterill', 'Producer'], ['Anita Juka', 'Producer'], ['Daniel Kresmery', 'Producer'], ['Jonathan Halperyn', 'Producer'], ['Jeff Deutchman', 'Executive Producer'], ['Emily Thomas', 'Executive Producer'], ['Tom Quinn', 'Executive Producer'], ['Ryan Heller', 'Executive Producer'], ['Michael Bloom', 'Executive Producer'], ['Maria Zuckerman', 'Executive Producer'], ['Laurie May', 'Executive Producer'], ['Adrian Love', 'Executive Producer'], ['Alexander Skarsgård', 'Executive Producer'], ['Brandon Cronenberg', 'Executive Producer'], ['Emily Kulasa', 'Executive Producer'], ['Hengameh Panahi', 'Executive Producer'], ['Charlotte Mickie', 'Executive Producer'], ['Karim Hussain', 'Director of Photography'], ['Zosia Mackenzie', 'Production Designer'], ['James Vandewater', 'Editor'], ['Maria Popovits-Fater', 'Costume Designer'], ['Dan Martin', 'Special Make-up Effects'], ['Tim Hecker', 'Composer'], ['Mark Bennett', 'Casting Director'], ['Deirdre Bowen', 'Casting Director']]","$2,514,364 (49.5% of total gross)",2.02 (domestic box office/biggest weekend),94.1% (domestic box office/worldwide),"1,835 opening theaters/1,835 max. theaters, 2.2 weeks average run per theater","$5,078,401",,"March 24th, 2023 (Wide) (United Kingdom)
March 30th, 2023 (Limited), released as Muerte Infinita (Mexico)
April 20th, 2023 (Wide) (Germany)
May 11th, 2023 (Wide) (Australia)
",vs. ConsecrationCreate your own comparison chart…,"Psychological Horror, Tourists In Trouble, Vacation, Filmed in Croatia, Car Accident, Accidental Death, Writing and Writers, Writer's Block",Original Screenplay,Horror,Live Action,Science Fiction,"Canada, Croatia, Hungary",English,"January 27th, 2023 (Wide) by Neon","April 11th, 2023 by Decal","NC-17 some graphic violence and sexual content.(Rating bulletin 2750 (cert #54010), 9/21/2022)R for graphic violence, disturbing material, strong sexual content, graphic nudity, drug use and some language.(Rating bulletin 2754 (cert #54010), 10/19/2022)","Neon Films, Film Forge Productions, Elevation Pictures, 4film, Telefilm Canada, Eurimages, The Croatian Audiovisual Centre, Celluloid Dreams, Hero Squared, Topic Studios",117 minutes,,"$5,078,401","$317,718","$5,396,119"
24,https://www.the-numbers.com/movie/Sisu-(2023-Finland),"['Aksel Hennie', 'Jack Doolan', 'Mimosa Willamo', 'Onni Tommila', 'Jorma Tommila']","[['Jalmari Helander', 'Director'], ['Jalmari Helander', 'Screenwriter'], ['Petri Jokiranta', 'Producer'], ['Mike Goodridge', 'Executive Producer'], ['Gregory Ouanhon', 'Executive Producer'], ['Antonio Salas', 'Executive Producer'], ['Kjell Lagerroos', 'Cinematographer'], ['Juho Virolainen', 'Editor']]","$3,330,891 (45.8% of total gross)",2.18 (domestic box office/biggest weekend),67.2% (domestic box office/worldwide),"1,006 opening theaters/1,006 max. theaters, 3.0 weeks average run per theater","$7,265,622",,"January 27th, 2023 (Limited) (Finland)
April 27th, 2023 (Limited) (Czech Republic)
April 27th, 2023 (Limited) (Portugal)
April 27th, 2023 (Limited) (Slovakia)
April 28th, 2023 (Limited) (Spain)
... Show all releases
",vs. NobodyCreate your own comparison chart…,"Nazi, Nazi Treasure, World War II, 1940s, Action Thriller",Original Screenplay,Action,Live Action,Historical Fiction,Finland,"English, Finnish","April 28th, 2023 (Wide) by Lionsgate","May 16th, 2023 by Lionsgate Home Entertainment","R for strong bloody violence, gore and language.(Rating bulletin 2778 (cert #54366), 4/12/2023)","Lionsgate, Stage 6 Films, Subzero Film Entertainment, Good Chaos",91 minutes,,"$7,265,622","$3,542,528","$10,808,150"
25,https://www.the-numbers.com/movie/Asterix-and-Obelix-L-Empire-du-Milieu-(2023-France),[],"[['Guillaume Canet', 'Director']]",,,,,,,"February 1st, 2023 (Wide) (France)
February 2nd, 2023 (Wide), released as Asterix a Obelix: Říše středu (Czech Republic)
February 2nd, 2023 (Wide), released as Asterix & Obelix: Il Regno di Mezzo (Italy)
February 2nd, 2023 (Limited), released as Asterix & Obelix: The Middle Kingdom (Астерикс и Обеликс: Поднебесная) (Russia (CIS))
February 2nd, 2023 (Wide), released as Asterix a Obelix: Ríša Stredu (Slovakia)
... Show all releases
",Create your own comparison chart…,,Based on Comic/Graphic Novel,Comedy,Multiple Production Methods,Dramatization,France,French,,"May 19th, 2023 by Netflix, released as Asterix & Obelix: The Middle Kingdom",,,112 minutes,,n/a,"$6,190,275","$6,190,275"
26,https://www.the-numbers.com/movie/Bangtansonyeondan-Yet-Tu-Keom-In-Sinema-(2023-South-Korea),[],"[['Yoon-dong Oh', 'Director']]","$5,100,000 (64.6% of total gross)",1.55 (domestic box office/biggest weekend),14.9% (domestic box office/worldwide),"1,100 opening theaters/1,100 max. theaters, 1.0 weeks average run per theater","$7,889,021",,"February 1st, 2023 (Limited) (Australia)
February 1st, 2023 (Special Engagement) (Brazil)
February 1st, 2023 (Special Engagement), released as BTS: Yet To Come In Cinemas (France)
February 1st, 2023 (Special Engagement), released as BTS: Yet To Come In Cinemas (Italy)
February 1st, 2023 (Special Engagement), released as BTS: Yet To Come In Cinemas (Mexico)
... Show all releases
",vs. BTS Permission to Dance on Stage Seoul — Live ViewingCreate your own comparison chart…,"Boy Band, On Tour",Based on Real Life Events,Documentary,Live Action,Factual,Republic of Korea,Korean,"February 1st, 2023 (Special Engagement) by Trafalgar Releasing, released as BTS: Yet to Come in Cinemas",,,,,,"$7,889,021","$45,110,979","$53,000,000"
27,https://www.the-numbers.com/movie/Knock-at-the-Cabin-(2023),"['Kristen Cui', 'Abby Quinn', 'Rupert Grint', 'Dave Bautista', 'Jonathan Groff', 'Ben Aldridge', 'Nikki Amuka-Bird']","[['M. Night Shyamalan', 'Director'], ['M. Night Shyamalan', 'Screenwriter'], ['Steve Desmond', 'Screenwriter'], ['Michael Sherman', 'Screenwriter'], ['Paul Tremblay', 'based on the book by'], ['M. Night Shyamalan', 'Producer'], ['Marc Bienstock', 'Producer'], ['Ashwin Rajan', 'Producer'], ['Steven Schneider', 'Executive Producer'], ['Christos V. Konstantakopoulos', 'Executive Producer'], ['Ashley Fox', 'Executive Producer']]","$14,127,170 (39.9% of total gross)",2.51 (domestic box office/biggest weekend),64.7% (domestic box office/worldwide),"3,643 opening theaters/3,657 max. theaters, 3.7 weeks average run per theater","$35,397,980","$20,000,000 (worldwide box office is 2.7 times production budget)","February 1st, 2023 (Wide) (Belgium)
February 1st, 2023 (Wide) (France)
February 1st, 2023 (Wide) (Switzerland)
February 2nd, 2023 (Wide) (Albania)
February 2nd, 2023 (Wide), released as Llaman a la puerta (Argentina)
... Show all releases
",vs. OldCreate your own comparison chart…,"Psychological Thriller, End of the World, Vacation, Home Invasion, Cabin in the Woods",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,"February 3rd, 2023 (Wide) by Universal","March 24th, 2023 by Universal Home Entertainment","R for violence and language.(Rating bulletin 2761 (cert #54171), 12/7/2022)",Blinding Edge Pictures,139 minutes,,"$35,397,980","$19,314,313","$54,712,293"
28,https://www.the-numbers.com/movie/Chosen-The-Season-3-Finale-(2023),['Jonathan Roumie'],"[['Dallas Jenkins', 'Director'], ['Dallas Jenkins', 'Screenwriter'], ['Ryan Swanson', 'Screenwriter'], ['Tyler Thompson', 'Screenwriter']]","$3,623,742 (65.6% of total gross)",1.52 (domestic box office/biggest weekend),98.8% (domestic box office/worldwide),"1,731 opening theaters/1,979 max. theaters, 0.9 weeks average run per theater","$5,525,069",,"February 2nd, 2023 (Limited) (Australia)
February 3rd, 2023 (Limited) (New Zealand)
",vs. The Chosen Season 3 FinaleCreate your own comparison chart…,"Religious, Bible Epic, Faith-Based Drama, Faith-Based Film, Ancient Rome",Based on Religious Text,Drama,Live Action,Dramatization,United States,English,"February 2nd, 2023 (Wide) by Fathom Events",,,,,,"$5,525,069","$64,318","$5,589,387"
29,https://www.the-numbers.com/movie/80-for-Brady-(2023),"['Tom Brady', 'Lily Tomlin', 'Jane Fonda', 'Rita Moreno', 'Sally Field']","[['Kyle Marvin', 'Director'], ['Sarah Haskins', 'Screenwriter'], ['Emily Halpern', 'Screenwriter'], ['Donna Gigliotti', 'Producer'], ['Tom Brady', 'Producer'], ['Jeff Stott*', 'Executive Producer'], ['Mike Covino*', 'Executive Producer'], ['Kyle Marvin', 'Executive Producer']]","$12,701,640 (32.3% of total gross)",3.10 (domestic box office/biggest weekend),97.7% (domestic box office/worldwide),"3,912 opening theaters/3,939 max. theaters, 3.9 weeks average run per theater","$39,330,588","$28,000,000 (worldwide box office is 1.4 times production budget)","March 24th, 2023 (Wide) (United Kingdom)
April 20th, 2023 (Wide), released as Brady's Ladies (Germany)
April 27th, 2023 (Wide) (Australia)
April 27th, 2023 (Wide) (New Zealand)
",vs. Book ClubCreate your own comparison chart…,"Sports Comedy, Ensemble, Football, Inspired by a True Story, Autumn Years, 2010s, Road Trip",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,"February 3rd, 2023 (Wide) by Paramount Pictures","March 7th, 2023 by Paramount Home Video","PG-13 for brief strong language, some drug content and some suggestive references.(Rating bulletin 2765 (cert #54114), 1/11/2023)","199 Productions, Fifth Season",98 minutes,,"$39,330,588","$935,502","$40,266,090"
30,https://www.the-numbers.com/movie/Feng-Zai-Qi-Shi-(2023-Hong-Kong),"['Juan Du (杜鹃)', 'Michael Hui', 'Xia Chun (春夏)', 'Aaron Kwok', 'Tony Chiu Wai Leung']","[['Philip Yung', 'Director'], ['Philip Yung', 'Screenwriter'], ['Zhigang Hu (胡志刚)', 'Executive Producer']]",,,,,,,"February 5th, 2023 (Wide) (China)
February 24th, 2023 (Wide), released as Where the Wind Blows (China)
July 5th, 2023 (Limited), released as Fēng Zài Qǐ Shí (풍재기시) (South Korea)
",Create your own comparison chart…,,Original Screenplay,Drama,Live Action,Contemporary Fiction,China,Cantonese,,,,,,,n/a,"$7,294,006","$7,294,006"
31,https://www.the-numbers.com/movie/Magic-Mikes-Last-Dance-(2023),"['Channing Tatum', 'Salma Hayek Pinault*']","[['Steven Soderbergh', 'Director'], ['Reid Carolin', 'Screenwriter'], ['Nick Wechsler', 'Producer'], ['Gregory Jacobs', 'Producer'], ['Channing Tatum', 'Producer'], ['Reid Carolin', 'Producer'], ['Peter Kiernan', 'Producer'], ['Reid Carolin', 'Screenwriter'], ['Julie M. Anderson', 'Executive Producer'], ['Pat Campbell', 'Production Designer'], ['Season Kent', 'Music Supervisor']]","$8,305,317 (31.9% of total gross)",3.13 (domestic box office/biggest weekend),46.2% (domestic box office/worldwide),"1,496 opening theaters/3,034 max. theaters, 3.2 weeks average run per theater","$26,005,156",,"February 8th, 2023 (Wide) (Belgium)
February 9th, 2023 (Wide) (Australia)
February 9th, 2023 (Wide) (Austria)
February 9th, 2023 (Limited), released as Magic Mike - A Ultima Dança (Brazil)
February 9th, 2023 (Wide), released as Bez kalhot: Poslední tanec (Czech Republic)
... Show all releases
",vs. Magic MikeCreate your own comparison chart…,"Dancing, Comedy Drama, Strippers / Stripping",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,"February 10th, 2023 (Wide) by Warner Bros.","February 28th, 2023 by Warner Home Video","R for sexual material and language.(Rating bulletin 2765 (cert #54085), 1/11/2023)","Free Association, Warner Bros.",110 minutes,Magic Mike,"$26,005,156","$30,265,346","$56,270,502"
32,https://www.the-numbers.com/movie/Bu-Neng-Liu-Lei-De-Gu-Shi-(2023-China),"['David Wang', 'Greg Hsu (许光汉)', 'Xiaoqing Zuo (左小青)', 'Smantha Shu-Chin Ko (柯淑勤)', 'Landou He (何蓝逗)', 'Kent Tsai (蔡凡熙)']","[['Fei Tong Ka (唐家辉)', 'Director'], ['Ruoqing Fu', 'Producer'], ['Qiankun Liu (刘乾坤)', 'Producer'], ['Ziming Xu (徐子茗)', 'Producer'], ['Meng Deng', 'Producer'], ['Mingyu Peng', 'Producer'], ['Weijia Zhang (张维佳)', 'Producer'], ['Liubo Zheng (郑浏博)', 'Director of Photography'], ['Karl Ka Ho Tam (谭家豪)', 'Director of Photography'], ['Hai Huang', 'Supervising Film Editor'], ['Junlin Du (杜俊霖)', 'Supervising Film Editor'], ['Ka Wing Li (李嘉荣)', 'Editor'], ['Day Tai', 'Music Director'], ['Liang Wu (吴亮)', 'Screenwriter'], ['Lizhu Wu (吴骊珠)', 'Screenwriter']]",,,,,,,"February 14th, 2023 (Wide) (China)
",Create your own comparison chart…,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,China,Mandarin,,,,,97 minutes,,n/a,"$8,180,000","$8,180,000"
33,https://www.the-numbers.com/movie/Ant-Man-and-the-Wasp-Quantumania-(2023),"['David Dastmalchian', 'William Jackson Harper', 'Katy O’Brian', 'Paul Rudd', 'Evangeline Lilly', 'Jonathan Majors', 'Kathryn Newton', 'Bill Murray', 'Michelle Pfeiffer', 'Michael Douglas']","[['Peyton Reed', 'Director'], ['Jeff Loveness', 'Screenwriter'], ['Kevin Feige', 'Producer'], ['Stephen Broussard', 'Producer'], ['Louis D’Esposito', 'Executive Producer'], ['Victoria Alonso', 'Executive Producer'], ['Kevin De La Noy', 'Executive Producer'], ['Mitch Bell', 'Co-Producer'], ['Laura Stoltz', 'Co-Producer'], ['Bill Pope', 'Director of Photography'], ['Will Htay', 'Production Designer'], ['Adam Gerstel', 'Editor'], ['Laura Jennings', 'Editor'], ['Sammy Sheldon Differ*', 'Costume Designer'], ['Jesse James Chisholm', 'Visual Effects Supervisor'], ['Christophe Beck', 'Composer'], ['Dave Jordan', 'Music Supervisor'], ['Sarah Halley Finn', 'Casting Director']]","$106,109,650 (49.5% of total gross)",2.02 (domestic box office/biggest weekend),46.3% (domestic box office/worldwide),"4,345 opening theaters/4,345 max. theaters, 5.2 weeks average run per theater","$214,506,909","$200,000,000 (worldwide box office is 2.3 times production budget)","February 15th, 2023 (Wide) (Austria)
February 15th, 2023 (Wide) (Belgium)
February 15th, 2023 (Wide) (Denmark)
February 15th, 2023 (Wide) (Finland)
February 15th, 2023 (Wide) (France)
... Show all releases
",vs. Ant-Man and the WaspCreate your own comparison chart…,"Action Adventure, Tiny Worlds, Filmed in Pinewood Atlanta Studios",Based on Comic/Graphic Novel,Action,Animation/Live Action,Super Hero,United States,English,"February 17th, 2023 (Wide) by Walt Disney","April 18th, 2023 by Walt Disney Home Entertainment","PG-13 for violence/action, and language.(Rating bulletin 2767 (cert #54236), 1/25/2023)","Marvel Studios, Kevin Feige",124 minutes,Ant-ManMarvel Cinematic Universe,"$214,506,909","$249,128,394","$463,635,303"
