,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Franchise:,Production Countries:,Languages:,International Releases:,Video Release:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
35,https://www.the-numbers.com/movie/Threesome,[],"[['Andrew Fleming', 'Director'], ['Andrew Fleming', 'Screenwriter'], ['Thomas Newman', 'Composer']]","$4,001,024 (27.0% of total gross)",3.70 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,212 opening theaters/1,218 max. theaters, 3.0 weeks average run per theater","$33,249,567",,"April 8th, 1994 (Wide) by Sony Pictures",R for strong sexuality and sex-related dialogue,93 minutes,vs. SavagesCreate your own comparison chart…,"LGBTQ+, Comedy Drama, Romance, Love Triangle, Relationships Gone Wrong, College, Voiceover/Narration",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,,,"$14,793,701",,,,
36,https://www.the-numbers.com/movie/Serial-Mom,[],"[['John Waters', 'Director'], ['John Waters', 'Screenwriter'], ['Basil Poledouris', 'Composer']]","$2,040,450 (25.9% of total gross)",3.86 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"502 opening theaters/502 max. theaters, 1.0 weeks average run per theater","$17,713,680","$13,000,000 (worldwide box office is 0.6 times production budget)","April 13th, 1994 (Wide) by Savoy","R for satirical presentation of strong violence, vulgar language, and sexual episodes",93 minutes,vs. Vicky Cristina BarcelonaCreate your own comparison chart…,"Black Comedy, Serial Killer, Cult Movie, Revenge, Dysfunctional Family, Dentist",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,,United States,,,"May 6th, 2008 by Universal Home Entertainment",,"$7,881,335",,,,
37,https://www.the-numbers.com/movie/Cops-and-Robbersons,[],"[['Michael Ritchie', 'Director'], ['Bernie Somers', 'Screenwriter']]","$3,724,254 (32.8% of total gross)",3.05 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,831 opening theaters/1,836 max. theaters, 2.0 weeks average run per theater","$25,540,284",,"April 15th, 1994 (Wide) by Sony Pictures","PG for mild violence, language and some comic nudity",93 minutes,vs. CoralineCreate your own comparison chart…,"Crime Comedy, Organized Crime, Mafia, Undercover, Police Detective",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,"June 12th, 2001 by Sony Pictures Home Entertainment",,"$11,363,618",,,,
38,https://www.the-numbers.com/movie/Surviving-the-Game,[],"[['Ernest Dickerson', 'Director'], ['Eric Bernt', 'Screenwriter']]","$2,907,468 (37.8% of total gross)",2.64 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,025 opening theaters/1,025 max. theaters, 1.0 weeks average run per theater","$17,283,680",,"April 15th, 1994 (Wide) by New Line",R for strong violence and language,96 minutes,vs. The CrowCreate your own comparison chart…,"Action Thriller, Humans as Prey, Death of a Son or Daughter, Revenge, Death of a Spouse or Fiancée / Fiancé, Homeless, Ex-soldier",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,,,,,"$7,690,013",,,,
39,https://www.the-numbers.com/movie/White-Fang-2-Myth-of-the-White-Wolf,[],"[['John Debney', 'Composer']]","$2,692,624 (30.8% of total gross)",3.25 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,853 opening theaters/1,877 max. theaters, 2.0 weeks average run per theater","$19,671,438",,"April 15th, 1994 (Wide) by Walt Disney",PG for mild action violence,,Create your own comparison chart…,Animal Lead,Based on Fiction Book/Short Story,Adventure,Live Action,Contemporary Fiction,White Fang,United States,,,,,"$8,752,399",,,,
40,https://www.the-numbers.com/movie/Bad-Girls,[],"[['Jerry Goldsmith', 'Composer']]","$5,012,200 (33.0% of total gross)",3.03 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,008 opening theaters/2,012 max. theaters, 3.6 weeks average run per theater","$34,135,435",,"April 22nd, 1994 (Wide) by 20th Century Fox","R for strong sexuality and language, and for violence and drug use",,vs. Jackass Presents: Bad GrandpaCreate your own comparison chart…,,Original Screenplay,Western,Live Action,Historical Fiction,,,,,,,"$15,187,851",,,,
41,https://www.the-numbers.com/movie/Inkwell-The,[],"[['Matty Rich', 'Director'], ['Trey Ellis', 'Screenwriter'], ['Paris Qualles', 'Screenwriter'], ['Terence Blanchard', 'Composer']]","$2,358,988 (26.6% of total gross)",3.76 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"390 opening theaters/513 max. theaters, 2.5 weeks average run per theater","$19,923,842","$8,000,000 (worldwide box office is 1.1 times production budget)","April 22nd, 1994 (Wide) by Walt Disney",R for language,110 minutes,vs. The WacknessCreate your own comparison chart…,"Coming of Age, Comedy Drama, Romance, First Love, Love Triangle, 1970s, Set in New York, African Americans",Original Screenplay,Comedy,Live Action,Historical Fiction,,United States,,,"April 3rd, 2003 by Walt Disney Home Entertainment",,"$8,864,699",,,,
42,https://www.the-numbers.com/movie/You-So-Crazy,[],[],"$2,521,746 (24.8% of total gross)",4.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"417 opening theaters/517 max. theaters, 2.7 weeks average run per theater","$22,890,613",,"April 27th, 1994 (Wide) by Goldwyn Entertainment",Open Previously rated NC-17,,vs. Requiem for a DreamCreate your own comparison chart…,,Based on Real Life Events,Concert/Performance,Live Action,Factual,,United States,,,,,"$10,184,701",,,,
43,https://www.the-numbers.com/movie/No-Escape-(1994),[],"[['Martin Campbell', 'Director'], ['Michael Gaylin', 'Screenwriter'], ['Joel Gross', 'Screenwriter'], ['Graeme Revell', 'Composer']]","$4,588,736 (29.9% of total gross)",3.34 (domestic box office/biggest weekend),89.1% (domestic box office/worldwide),"1,763 opening theaters/1,765 max. theaters, 3.7 weeks average run per theater","$34,475,220",,"April 29th, 1994 (Wide) by Savoy","R for a considerable amount of strong violence, and for some language",118 minutes,vs. With HonorsCreate your own comparison chart…,"Prison, Action Thriller, Prison Break, Cruel Wardens or Prison Guards, 2020s, Near Future, Yesterday's Tomorrow, Gangs, Gang Warfare",Based on Fiction Book/Short Story,Action,Live Action,Science Fiction,,United States,,"September 4th, 2015 (Wide) (United Kingdom)
",1994,,"$15,339,030","$1,874,203","$17,213,233",,
44,https://www.the-numbers.com/movie/When-a-Man-Loves-a-Woman-(1994),[],[],,5.30 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$112,426,804",,"April 29th, 1994 (Wide) by Walt Disney",R for language.,126 minutes,Create your own comparison chart…,"Romantic Drama, Romance, Addiction",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,,"August 11th, 1995 by Walt Disney Home Entertainment",,"$50,021,959",,,,
45,https://www.the-numbers.com/movie/With-Honors,[],"[['Alek Keshishian', 'Director'], ['William Mastrosimone', 'Screenwriter']]","$4,328,543 (21.6% of total gross)",4.63 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,102 opening theaters/1,222 max. theaters, 4.7 weeks average run per theater","$45,048,194",,"April 29th, 1994 (Wide) by Warner Bros.",PG-13 for language and brief sensuality,103 minutes,vs. The CrowCreate your own comparison chart…,"College, Comedy Drama, Terminal Illness, Graduation, Dysfunctional Family, Romance, Homeless, Set in Boston",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,,,,,"$20,043,254",,,,
46,https://www.the-numbers.com/movie/Widows-Peak,[],[],,,100.0% (domestic box office/worldwide),,"$14,033,071",,"May 1st, 1994 (Wide) by Fine Line",PG for mild language and theme,,Create your own comparison chart…,,,Drama,Live Action,,,,,,,,"$6,243,722",,,,
47,https://www.the-numbers.com/movie/3-Ninjas-Kick-Back,[],"[['Charles T. Kanganis', 'Director'], ['Sang-ok Shin', 'Screenwriter'], ['Mark Saltzman', 'Screenwriter']]","$3,556,310 (30.3% of total gross)",3.30 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,038 opening theaters/2,043 max. theaters, 3.7 weeks average run per theater","$30,082,060","$20,000,000 (worldwide box office is 0.6 times production budget)","May 6th, 1994 (Wide) by Walt Disney",PG for martial arts action and some mild language,93 minutes,vs. Death SentenceCreate your own comparison chart…,"Action Comedy, Martial Arts",Original Screenplay,Action,Live Action,Contemporary Fiction,3 Ninjas,,,,"April 4th, 1995 by Sony Pictures Home Entertainment",,"$11,744,960",,,,
48,https://www.the-numbers.com/movie/Clean-Slate,[],"[['Mick Jackson', 'Director'], ['Robert King', 'Screenwriter'], ['Alan Silvestri', 'Composer']]","$3,136,130 (42.7% of total gross)",2.34 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,457 opening theaters/1,474 max. theaters, 3.0 weeks average run per theater","$16,524,239",,"May 6th, 1994 (Wide) by MGM",PG-13 for language,107 minutes,Create your own comparison chart…,"Faulty Memory, Crime Comedy, Private Investigator, Witnessing a Crime, Set in Los Angeles, False Identity, Surprise Twist, Romance, Confidence Men, Tortured for Information",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,,,,,,"$7,352,116",,,,
49,https://www.the-numbers.com/movie/Crow-The,[],"[['Alex Proyas', 'Director'], ['Graeme Revell', 'Composer'], ['Dariusz Wolski', 'Director of Photography']]","$11,774,332 (23.3% of total gross)",4.30 (domestic box office/biggest weekend),99.1% (domestic box office/worldwide),"1,573 opening theaters/2,119 max. theaters, 4.2 weeks average run per theater","$113,811,548",,"May 11th, 1994 (Wide) by Miramax","R for a great amount of strong violence and language, and for drug use and some sexuality.",102 minutes,vs. The Crow: City of AngelsCreate your own comparison chart…,"Independent/Other Comics, Gangs, Revenge, Haunting, Voiceover/Narration, Sex Crimes, Non-Chronological, Dysfunctional Family, Narcotics, Addiction, Posthumous Release",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,Crow,United States,English,"July 21st, 1994 (Wide) (Australia)
November 4th, 1994 (Wide) (New Zealand)
February 24th, 2022 (Limited) (Australia)
","June 2nd, 1995 by Walt Disney Home Entertainment",,"$50,638,075","$456,231","$51,094,306",,
50,https://www.the-numbers.com/movie/Crooklyn,"['Alfre Woodard', 'Delroy Lindo', 'Spike Lee', 'Zelda Harris']","[['Spike Lee', 'Director'], ['Joie Lee', 'Screenwriter'], ['Cinque Lee', 'Screenwriter'], ['Spike Lee', 'Screenwriter'], ['Joie Lee', 'Story by'], ['Spike Lee', 'Producer'], ['Jon Kilik', 'Executive Producer'], ['Wynn Thomas', 'Production Designer'], ['Barry Alexander Brown', 'Editor'], ['Terence Blanchard', 'Composer']]","$4,209,475 (32.3% of total gross)",3.09 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,033 opening theaters/1,035 max. theaters, 3.6 weeks average run per theater","$29,272,456","$14,000,000 (worldwide box office is 0.9 times production budget)","May 13th, 1994 (Wide) by Universal",PG-13 for drug content,114 minutes,vs. The Perez FamilyCreate your own comparison chart…,"Hood Film, Comedy Drama, Inspired by a True Story, Autobiographical, 1970s, Teachers, Musicians, Set in Brooklyn, Dysfunctional Family, Money Troubles, Directing Yourself, Cancer, Terminal Illness, Young Child Dealing with the Death of a Parent",Original Screenplay,Comedy,Live Action,Historical Fiction,,United States,English,,"February 23rd, 1999 by Universal Home Entertainment","Universal Pictures, 40 Acres and a Mule Filmworks, Child Hoods","$13,024,170",,,,
51,https://www.the-numbers.com/movie/Maverick,[],"[['Richard Donner', 'Director'], ['Randy Newman', 'Composer']]","$17,248,545 (17.0% of total gross)",5.45 (domestic box office/biggest weekend),55.5% (domestic box office/worldwide),"2,537 opening theaters/2,537 max. theaters, 7.4 weeks average run per theater","$228,421,261",,"May 20th, 1994 (Wide) by Warner Bros.","PG for mild sensuality, language and some western action",127 minutes,vs. Butch Cassidy and the Sundance KidCreate your own comparison chart…,"Gambling, Confidence Men, Gratuitous Cameos, Native Americans, Surprise Twist",Based on TV,Western,Live Action,Historical Fiction,,United States,,,,,"$101,631,272","$81,383,965","$183,015,237",,
52,https://www.the-numbers.com/movie/Beverly-Hills-Cop-III,"['Judge Reinhold', 'Hector Elizondo', 'Theresa Randle', 'Eddie Murphy']","[['John Landis', 'Director'], ['Mace Neufeld', 'Producer'], ['Robert Rehme', 'Producer'], ['Leslie Belzberg', 'Co-Producer'], ['Steven E. de Souza', 'Screenwriter'], ['John Bishop', 'Screenwriter'], ['Danilo Bach', 'Character Creator'], ['Daniel Petrie Jr', 'Character Creator'], ['Mark Lipsky', 'Executive Producer'], ['Mac Ahlberg', 'Director of Photography'], ['Michael Seymour', 'Production Designer'], ['Ray Murphy', 'Associate Producer']]","$15,276,224 (35.9% of total gross)",2.79 (domestic box office/biggest weekend),35.7% (domestic box office/worldwide),"2,748 opening theaters/2,748 max. theaters, 3.5 weeks average run per theater","$95,716,057","$50,000,000 (worldwide box office is 2.4 times production budget)","May 25th, 1994 (Wide) by Paramount Pictures",R for language and some violence,109 minutes,vs. Another 48 Hrs.Create your own comparison chart…,"Set in Los Angeles, Police Detective, Action Comedy, Delayed Sequel, Sequels Without Their Original Stars",Original Screenplay,Comedy,Live Action,Contemporary Fiction,Beverly Hills Cop,United States,English,,"January 29th, 2002 by Paramount Home Video","Paramount Pictures, Mace Neufeld, Robert Rehme, Eddie Murphy Production","$42,586,861","$76,594,077","$119,180,938",,
53,https://www.the-numbers.com/movie/Little-Buddha,[],"[['Bernardo Bertolucci', 'Director'], ['Rudy Wurlitzer', 'Screenwriter'], ['Mark Peploe', 'Screenwriter']]","$873,983 (18.2% of total gross)",5.48 (domestic box office/biggest weekend),61.5% (domestic box office/worldwide),"126 opening theaters/126 max. theaters, 1.0 weeks average run per theater","$10,773,815",,"May 25th, 1994 (Wide) by Miramax",PG for some disturbing images,140 minutes,vs. SpeedCreate your own comparison chart…,"Reincarnation, Religious, Buddhism, Life Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United Kingdom,,,,"Ciby 2000, Serprocor Anstalt, Recorded Picture Company","$4,793,587","$3,000,000","$7,793,587",,
54,https://www.the-numbers.com/movie/Flintstones-The,"['John Goodman', 'Rick Moranis', 'Elizabeth Perkins', ""Rosie O'Donnell""]","[['Brian Levant', 'Director'], ['Tom S. Parker', 'Screenwriter'], ['Jim Jennewein', 'Screenwriter'], ['Steven E. de Souza', 'Screenwriter'], ['William Hanna', 'Story Creator'], ['Joseph Barbera', 'Story Creator'], ['Bruce Cohen', 'Producer'], ['William Hanna', 'Executive Producer'], ['Joseph Barbera', 'Executive Producer'], ['Kathleen Kennedy', 'Executive Producer'], ['David Kirschner', 'Executive Producer'], ['Gerald R. Molen', 'Executive Producer'], ['William Sandell', 'Production Designer'], ['Kent Beyda', 'Editor'], ['David Newman', 'Composer'], ['Dean Cundey', 'Director of Photography']]","$37,182,745 (28.5% of total gross)",3.51 (domestic box office/biggest weekend),36.4% (domestic box office/worldwide),"2,498 opening theaters/2,587 max. theaters, 7.1 weeks average run per theater","$293,375,287","$45,000,000 (worldwide box office is 8.0 times production budget)","May 27th, 1994 (Wide) by Universal",PG for some mild innuendos,92 minutes,vs. Inspector GadgetCreate your own comparison chart…,Live Action Cartoon,Based on TV,Comedy,Live Action,Historical Fiction,Flintstones,United States,English,,"August 19th, 2014 by Universal Home Entertainment",Amblin Entertainment,"$130,531,208","$227,968,792","$358,500,000","$340,931","$340,931"
55,https://www.the-numbers.com/movie/Cowboy-Way-The,"['Dylan McDermott', 'Ernie Hudson', 'Woody Harrelson', 'Kiefer Sutherland']","[['Gregg Champion', 'Director'], ['Bill Wittiff', 'Screenwriter'], ['Brian Grazer', 'Producer'], ['Robert C. Thompson', 'Story by'], ['Bill Wittiff', 'Story by'], ['Dean Semler', 'Director of Photography'], ['John Jay Moore', 'Production Designer'], ['Michael Tronick', 'Editor'], ['G. Mac Brown', 'Executive Producer'], ['Karen Kehela Sherwood', 'Executive Producer'], ['Bill Wittiff', 'Executive Producer'], ['Danny Branson', 'Music Supervisor'], ['David Newman', 'Composer']]","$5,048,640 (25.6% of total gross)",3.91 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,753 opening theaters/1,833 max. theaters, 3.4 weeks average run per theater","$44,347,523",,"June 3rd, 1994 (Wide) by Universal","PG-13 for violence, some language and comic sensuality",106 minutes,vs. SpeedCreate your own comparison chart…,"Set in New York City, Set in New Mexico, Filmed in New Mexico, United States, Cowboys in Modern Times, Immigration, Sweatshops, Organized Crime, Action Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,"September 29th, 2006 by Universal Home Entertainment","Imagine Entertainment, Brian Grazer Productions","$19,731,505",,,,
56,https://www.the-numbers.com/movie/Renaissance-Man,[],"[['Penny Marshall', 'Director'], ['Jim Burnstein', 'Screenwriter'], ['Sara Colleton', 'Producer'], ['Elliot Abbott', 'Producer'], ['Robert Greenhut', 'Producer'], ['Penny Marshall', 'Executive Producer'], ['Buzz Feitshans', 'Producer'], ['Geoffrey Kirkland', 'Production Designer'], ['George Bowers', 'Editor'], ['Battle Davis', 'Editor'], ['Hans Zimmer', 'Composer'], ['Adam Greenberg', 'Director of Photography']]","$5,557,590 (23.0% of total gross)",4.35 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,764 opening theaters/1,788 max. theaters, 3.9 weeks average run per theater","$54,329,774","$40,000,000 (worldwide box office is 0.6 times production budget)","June 3rd, 1994 (Wide) by Walt Disney",PG-13 for some language,128 minutes,vs. Soul MenCreate your own comparison chart…,"Military Life, Inspirational Teacher, Comedy Drama, Unemployed",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,,"Touchstone Pictures, Cinergi Pictures Entertainment","$24,172,899",,,,
57,https://www.the-numbers.com/movie/City-Slickers-II-The-Legend-of-Curlys-Gold,"['Patricia Wettig', 'Billy Crystal', 'Daniel Stern', 'Jon Lovitz', 'Jack Palance']","[['Paul Weiland', 'Director']]","$11,516,375 (26.5% of total gross)",3.77 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,243 opening theaters/2,243 max. theaters, 3.0 weeks average run per theater","$97,635,649",,"June 10th, 1994 (Wide) by Sony Pictures",PG-13 for a comic sex scene and off color humor,116 minutes,vs. City SlickersCreate your own comparison chart…,"Cowboys in Modern Times, Cowboys, Twins, Death of a Twin, Sequel With Returning Stars Playing New Characters, Treasure Hunters, Comedy Westerns",Original Screenplay,Western,Live Action,Contemporary Fiction,City Slickers,United States,English,,"July 9th, 1996 by Sony Pictures Home Entertainment","Castle Rock Entertainment, Columbia Pictures, Face","$43,440,947",,,,
58,https://www.the-numbers.com/movie/Speed,"['Dennis Hopper', 'Jeff Daniels', 'Keanu Reeves', 'Sandra Bullock']","[['Jan De Bont', 'Director'], ['Mark Gordon', 'Producer'], ['Graham Yost', 'Screenwriter'], ['Ian Bryce', 'Executive Producer'], ['Andrzej Bartkowiak', 'Director of Photography'], ['Jackson DeGovia', 'Production Designer'], ['John Wright', 'Editor'], ['Mark Mancina', 'Composer']]","$14,456,194 (11.9% of total gross)",8.39 (domestic box office/biggest weekend),42.8% (domestic box office/worldwide),"2,138 opening theaters/2,169 max. theaters, 9.8 weeks average run per theater","$272,511,144","$30,000,000 (worldwide box office is 9.4 times production budget)","June 10th, 1994 (Wide) by 20th Century Fox",R for violence and language,115 minutes,vs. Devil’s AdvocateCreate your own comparison chart…,Rescue,Original Screenplay,Action,Live Action,Contemporary Fiction,Speed,United States,English,"September 2nd, 1994 (Wide) (New Zealand)
November 26th, 2020 (Limited) (Australia)
","November 15th, 1994 by Fox Home Entertainment",20th Century Fox,"$121,248,145","$161,951,855","$283,200,000",,
59,https://www.the-numbers.com/movie/Lion-King-The,"['Niketa Calame', 'Jim Cummings', 'Whoopi Goldberg', 'James Earl Jones', 'Kelly Moira*', 'Cheech Marin', 'Madge Sinclair', 'Rowan Atkinson', 'Matthew Broderick', 'Robert Guillaume', 'Jeremy Irons', 'Nathan Lane', 'Ernie Sabella', 'Jonathan Taylor Thomas']","[['Roger Allers', 'Director'], ['Rob Minkoff', 'Director'], ['Don Hahn', 'Producer'], ['Irene Mecchi', 'Screenwriter'], ['Jonathan Roberts', 'Screenwriter'], ['Linda Woolverton', 'Screenwriter'], ['Elton John', 'Songs'], ['Hans Zimmer', 'Composer'], ['Chris Thomas', 'Producer'], ['Tim Rice', 'Songs'], ['Thomas Schumacher', 'Executive Producer'], ['Sarah McArthur', 'Executive Producer'], ['Alice Dewey', 'Associate Producer'], ['Andy Gaskill', 'Art Director'], ['Chris Sanders', 'Production Designer'], ['Tom Finan', 'Supervising Editor'], ['John Carnochan', 'Supervising Editor'], ['Brenda Chapman', 'Story Creator'], ['Scott Santoro', 'Visual Effects']]","$1,586,753 (0.4% of total gross)",10.32 (domestic box office/biggest weekend),42.8% (domestic box office/worldwide),"2 opening theaters/2,624 max. theaters, 23.0 weeks average run per theater","$833,000,792","$79,300,000 (worldwide box office is 12.4 times production budget)","June 15th, 1994 (Wide) by Walt DisneyDecember 27th, 2002 (IMAX) by Walt DisneySeptember 16th, 2011 (Wide) by Walt Disney",G,87 minutes,vs. AntzCreate your own comparison chart…,"Coming of Age, Family Movie, Breaking the Fourth Wall, Animal Lead, Talking Animals, 3D Re-release, 3-D, 3-D - Post-production Conversion, Filmed in Walt Disney Animation Studios, Glendale, CA, Filmed in Glendale, CA, Filmed in Los Angeles County, CA, Filmed in California, United States, Filmed in United States, Filmed in Walt Disney Feature Animation Florida, Bay Lake, FL, Filmed in Bay Lake, FL, Filmed in Orange County, FL, Filmed in Florida, United States",Original Screenplay,Adventure,Hand Animation,Kids Fiction,The Lion King,United States,English,"July 2nd, 1994 (Wide) (South Korea)
August 25th, 1994 (Wide), released as Lion King, The (Australia)
August 25th, 1994 (Wide) (New Zealand)
September 29th, 2011 (Wide) (New Zealand)
September 1st, 2016 (Wide), released as The Lion King (Re-release) (Netherlands)
... Show all releases
","March 3rd, 1995 by Walt Disney Home Entertainment",Walt Disney Pictures,"$421,785,283","$564,408,500","$986,193,783",,
60,https://www.the-numbers.com/movie/Getting-Even-With-Dad,[],"[['Howard Deutch', 'Director'], ['Tom S. Parker', 'Screenwriter'], ['Jim Jennewein', 'Screenwriter']]","$5,579,480 (30.7% of total gross)",3.26 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,955 opening theaters/1,955 max. theaters, 2.0 weeks average run per theater","$40,895,357",,"June 17th, 1994 (Wide) by MGM",PG for mild language,104 minutes,Create your own comparison chart…,"Family Comedy, Dysfunctional Family, Heist, Undercover",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,"May 9th, 1995 by MGM Video",,"$18,195,538",,,,
61,https://www.the-numbers.com/movie/Wolf,[],"[['Mike Nichols', 'Director'], ['Ennio Morricone', 'Composer']]","$17,911,366 (27.6% of total gross)",3.63 (domestic box office/biggest weekend),49.6% (domestic box office/worldwide),"2,117 opening theaters/2,117 max. theaters, 4.8 weeks average run per theater","$146,117,109","$70,000,000 (worldwide box office is 1.9 times production budget)","June 17th, 1994 (Wide) by Sony Pictures",R for language and werewolf attacks,125 minutes,vs. SpeedCreate your own comparison chart…,"Werewolf, Gothic Horror, Relationships Gone Wrong, Infidelity, Publishing Industry, Set in New York City, Set in New York, Corporate Life, Boss From Hell",Original Screenplay,Horror,Live Action,Fantasy,,United States,,"July 14th, 2022 (Limited) (New Zealand)
",,,"$65,011,757","$66,000,000","$131,011,757",,
62,https://www.the-numbers.com/movie/Wyatt-Earp,[],"[['Lawrence Kasdan', 'Director'], ['James Newton Howard', 'Composer']]","$7,543,504 (30.1% of total gross)",3.32 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,859 opening theaters/1,859 max. theaters, 2.9 weeks average run per theater","$56,305,597","$63,000,000 (worldwide box office is 0.4 times production budget)","June 24th, 1994 (Wide) by Warner Bros.","PG-13 for strong gunfights, some language and sensuality",,vs. TombstoneCreate your own comparison chart…,Biography,Based on Real Life Events,Western,Live Action,Dramatization,,United States,English,,"May 18th, 2004 by Warner Home Video","Tig Productions, Warner Bros., Kasdan Pictures","$25,052,000",,,,
63,https://www.the-numbers.com/movie/I-Love-Trouble,[],"[['Charles Shyer', 'Director'], ['Charles Shyer', 'Screenwriter'], ['Nancy Meyers', 'Screenwriter'], ['Nancy Meyers', 'Producer'], ['David Newman', 'Composer']]","$7,827,002 (25.4% of total gross)",3.94 (domestic box office/biggest weekend),49.7% (domestic box office/worldwide),"1,711 opening theaters/1,746 max. theaters, 3.7 weeks average run per theater","$69,238,424",,"June 29th, 1994 (Wide) by Walt Disney","PG for some mild language, sensuality and gunplay",123 minutes,vs. Something to Talk AboutCreate your own comparison chart…,"News, Romance",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,English,,,,"$30,806,194","$31,141,073","$61,947,267",,
64,https://www.the-numbers.com/movie/Little-Big-League,"['Timothy Busfield', 'John Ashton', 'Ashley Crow', 'Kevin Dunn', 'Jason Robards, Jr.', 'Luke Edwards']","[['Andrew Scheinman', 'Director'], ['Gregory K. Pincus', 'Screenwriter']]","$3,105,618 (25.6% of total gross)",3.90 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,527 opening theaters/1,527 max. theaters, 1.0 weeks average run per theater","$27,250,975",,"June 29th, 1994 (Wide) by Sony Pictures",PG for some mild language and sensuality,119 minutes,vs. Rookie of the YearCreate your own comparison chart…,"Baseball, Sports Comedy, Inheritance, Ensemble, Gratuitous Cameos, Underdog",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,"September 3rd, 2002 by Turner Home Entertainment","Castle Rock Entertainment, Lobell, Bergman   ","$12,124,754",,,,
65,https://www.the-numbers.com/movie/Babys-Day-Out-(1994),[],"[['Patrick Read Johnson', 'Director'], ['Bruce Broughton', 'Composer']]","$4,044,662 (24.4% of total gross)",4.10 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,705 opening theaters/1,707 max. theaters, 2.0 weeks average run per theater","$37,267,898","$50,000,000 (worldwide box office is 0.3 times production budget)","July 1st, 1994 (Wide) by 20th Century Fox",PG for mild language and comic action.,99 minutes,vs. JuniorCreate your own comparison chart…,"Kidnap, Family Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,English,,"April 4th, 1995 by Fox Home Entertainment",,"$16,581,575",,,,
66,https://www.the-numbers.com/movie/Blown-Away,[],"[['Stephen Hopkins', 'Director'], ['Alan Silvestri', 'Composer']]","$10,424,873 (34.6% of total gross)",2.89 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,862 opening theaters/1,862 max. theaters, 3.0 weeks average run per theater","$67,725,393",,"July 1st, 1994 (Wide) by MGM",R for violence and some language,121 minutes,Create your own comparison chart…,"Action Thriller, Set in Northern Ireland, Set in Boston, Terrorism, Irish Republican Army, Death of a Girlfriend / Boyfriend, Death of a Sibling, Prison Break, Retirement, Redemption, Revenge, False Identity, Erotic Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,English,,"July 14th, 2015 by Kino Lorber",,"$30,133,002",,,"$85,131","$85,131"
