,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Franchise:,Production Countries:,Languages:,International Releases:,Video Release:,Production/Financing Companies:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
113,https://www.the-numbers.com/movie/Road-to-Wellville-The,"['Anthony Hopkins', 'Bridget Fonda', 'Matthew Broderick', 'John Cusack', 'Dana Carvey']","[['Alan Parker', 'Director'], ['Alan Parker', 'Screenwriter'], ['Coraghessan Boyle', 'Story based on the novel by'], ['Alan Parker', 'Producer'], ['Armyan Bernstein', 'Producer'], ['Robert F. Colesberry', 'Producer'], ['Tom Rosenberg', 'Executive Producer'], ['Marc Abraham', 'Executive Producer'], ['Brian Morris', 'Production Designer'], ['Gerry Hambling', 'Editor']]","$2,580,108 (39.8% of total gross)",2.51 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"806 opening theaters/806 max. theaters, 3.4 weeks average run per theater","$14,580,419",,"October 28th, 1994 (Wide) by Sony Pictures",R for sex-related humor,120 minutes,Create your own comparison chart…,"1900s, Satirical Comedy, Satire, Doctors, Health & Fitness, Biography, Non-Drama Biographies, Epilogue",Based on Fiction Book/Short Story,Comedy,Live Action,Historical Fiction,,United States,English,,"January 1st, 2002 by Sony Pictures Home Entertainment","Columbia Pictures, Beacon Pictures, Dirty Hands","$6,487,257",,,,
114,https://www.the-numbers.com/movie/Stargate,"['Jaye Davidson', 'Viveca Lindfors', 'Kurt Russell', 'James Spader']","[['Roland Emmerich', 'Director'], ['Dean Devlin', 'Producer'], ['Oliver Eberle', 'Producer'], ['Joel B. Michaels', 'Producer'], ['Roland Emmerich', 'Screenwriter'], ['Dean Devlin', 'Screenwriter'], ['Mario Kassar', 'Executive Producer'], ['Ute Emmerich', 'Co-Producer'], ['Karl Walter Lindenlaub', 'Director of Photography'], ['Holger Gross', 'Production Designer'], ['Derek G. Brechin', 'Editor'], ['Michael J. Duthie', 'Editor'], ['Joseph Porro', 'Costume Designer'], ['Patrick Tatopoulos', 'Additional Costume Designer'], ['David Arnold', 'Composer']]","$16,651,018 (23.3% of total gross)",4.30 (domestic box office/biggest weekend),36.4% (domestic box office/worldwide),"2,033 opening theaters/2,033 max. theaters, 9.1 weeks average run per theater","$160,470,443","$55,000,000 (worldwide box office is 3.6 times production budget)","October 28th, 1994 (Wide) by MGM",PG-13 for sci-fi action violence,121 minutes,vs. Independence DayCreate your own comparison chart…,"Ancient Egypt, Humans as Aliens, 1920s, Invented Language, Intertitle",Original Screenplay,Adventure,Live Action,Science Fiction,,"United Kingdom, United States",English,,"June 18th, 1997 by Live / Artisan","StudioCanal, Centropolis Entertainment","$71,565,669","$125,000,000","$196,565,669",,
115,https://www.the-numbers.com/movie/Frankenstein-(1994),"['Tom Hulce', 'Helena Bonham Carter', 'Aidan Quinn', 'Ian Holm', 'John Cleese', 'Robert De Niro', 'Kenneth Branagh']","[['Kenneth Branagh', 'Director'], ['Francis Ford Coppola', 'Producer'], ['James V. Hart', 'Producer'], ['John Veitch', 'Producer'], ['Steph Lady', 'Screenwriter'], ['Frank Darabont', 'Screenwriter'], ['Fred Fuchs', 'Executive Producer'], ['Kenneth Branagh', 'Co-Producer'], ['David Parfitt', 'Co-Producer'], ['Roger Pratt', 'Cinematographer'], ['Tim Harvey', 'Production Designer'], ['Andrew Marucs', 'Editor'], ['James Acheson', 'Costume Designer'], ['Patrick Doyle', 'Composer']]","$11,212,889 (51.0% of total gross)",1.96 (domestic box office/biggest weekend),19.6% (domestic box office/worldwide),"2,177 opening theaters/2,177 max. theaters, 3.7 weeks average run per theater","$49,460,229","$45,000,000 (worldwide box office is 2.5 times production budget)","November 4th, 1994 (Wide) by Sony Pictures",R for horrific images,123 minutes,vs. SleuthCreate your own comparison chart…,"Monster, Gothic Horror, Medical Crimes, Human Experimentation, 1700s, Non-Chronological, Romance, Death of a Partner, Death of a Spouse or Fiancée / Fiancé, Mad Scientist",Based on Fiction Book/Short Story,Horror,Live Action,,,"Japan, United Kingdom, United States",English,,,Tri-Star Pictures,"$22,006,296","$90,000,000","$112,006,296",,
116,https://www.the-numbers.com/movie/War-The,[],"[['Jon Avnet', 'Director'], ['Thomas Newman', 'Composer']]","$5,203,275 (31.6% of total gross)",3.17 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,155 opening theaters/1,537 max. theaters, 4.6 weeks average run per theater","$37,041,335",,"November 4th, 1994 (Wide) by Universal",PG-13 for the intense depiction of human struggle and conflict,126 minutes,Create your own comparison chart…,"Summer School, Family Drama, PTSD, Ex-soldier, Vietnam War, Accidental Injury, Coma, Medical and Hospitals, Young Child Dealing with the Death of a Parent, Twins, Bullies",Original Screenplay,Drama,Live Action,Contemporary Fiction,,United States,English,,"June 23rd, 1996 by Universal Home Entertainment",,"$16,480,770",,,,
117,https://www.the-numbers.com/movie/Interview-with-the-Vampire-(1994),"['Brad Pitt', 'Stephen Rea', 'Antonio Banderas', 'Christian Slater', 'Kirsten Dunst', 'Tom Cruise']","[['Neil Jordan', 'Director'], ['Anne Rice', 'Screenwriter'], ['Anne Rice', 'Story Creator'], ['David Geffen', 'Producer'], ['Stephen Woolley', 'Producer'], ['Dante Ferretti', 'Production Designer'], ['Mick Audsley', 'Editor'], ['Joke Van Wijk', 'Editor'], ['Elliot Goldenthal', 'Composer'], ['Philippe Rousselot', 'Director of Photography']]","$36,389,705 (34.6% of total gross)",2.89 (domestic box office/biggest weekend),47.1% (domestic box office/worldwide),"2,604 opening theaters/2,604 max. theaters, 7.4 weeks average run per theater","$235,963,201","$50,000,000 (worldwide box office is 4.5 times production budget)","November 11th, 1994 (Wide) by Warner Bros., released as Interview with the Vampire: The Vampire Chronicles","R for vampire violence and gore, and for sexuality.",123 minutes,"vs. The Twilight Saga: Breaking Dawn, Part 1Create your own comparison chart…","Vampire, 1700s, Gothic Horror, Set in Louisiana, Set in New Orleans, LA, Set in San Francisco, Supernatural, Development Hell",Based on Fiction Book/Short Story,Horror,Live Action,Historical Fiction,,United States,English,"December 31st, 1994 (Wide), released as Interview with the Vampire (뱀파이어와의 인터뷰) (South Korea)
January 13th, 1995 (Limited) (New Zealand)
October 27th, 2022 (Limited) (New Zealand)
June 7th, 2023 (Limited), released as Interview with the Vampire (뱀파이어와의 인터뷰) (South Korea)
","March 26th, 1997 by Warner Home Video",Geffen Pictures,"$105,264,608","$118,300,000","$223,564,608",,
118,https://www.the-numbers.com/movie/Santa-Clause-The,[],"[['John Pasquin', 'Director'], ['Leo Benvenuti', 'Screenwriter'], ['Steve Rudnick', 'Screenwriter'], ['Jeffrey Silver', 'Producer']]","$19,321,992 (13.3% of total gross)",7.12 (domestic box office/biggest weekend),76.4% (domestic box office/worldwide),"2,183 opening theaters/2,388 max. theaters, 11.2 weeks average run per theater","$325,248,529","$22,000,000 (worldwide box office is 8.7 times production budget)","November 11th, 1994 (Wide) by Walt DisneyNovember 20th, 2020 (Wide) by Walt Disney",PG for few crude moments,97 minutes,vs. The Little VampireCreate your own comparison chart…,"Christmas, Fat Suit, Christmas in November, Family Movie",Original Screenplay,Adventure,Live Action,Kids Fiction,Santa Clause,United States,English,"December 2nd, 1994 (Wide) (New Zealand)
November 19th, 2020 (Limited) (Australia)
","October 29th, 2002 by Walt Disney Home Entertainment","Walt Disney Pictures, Hollywood Pictures, Outlaw Productions","$145,539,357","$44,966,643","$190,506,000",,
119,https://www.the-numbers.com/movie/Leon,[],"[['Luc Besson', 'Director'], ['Luc Besson', 'Screenwriter']]","$5,306,558 (27.5% of total gross)",3.63 (domestic box office/biggest weekend),42.6% (domestic box office/worldwide),"1,158 opening theaters/1,220 max. theaters, 5.8 weeks average run per theater","$43,172,140","$16,000,000 (worldwide box office is 2.8 times production budget)","November 18th, 1994 (Wide) by Sony Pictures, released as The Professional","R for scenes of strong graphic violence, and for language",106 minutes,vs. Matchstick MenCreate your own comparison chart…,"Hitmen, Mafia, Corrupt Cops, Film Noir, Crime Thriller, Young Child Dealing with the Death of a Parent, Death of a Mentor",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,France,English,"April 27th, 1995 (Wide) (Australia)
June 11th, 2020 (Wide) (South Korea)
July 5th, 2022 (Limited), released as Léon - Der Profi (Best of Cinema) (Germany)
October 7th, 2022 (Limited), released as Leon: Sevginin Gücü (Turkey)
","November 17th, 2009 by Sony Pictures Home Entertainment, released as The Professional",,"$19,284,974","$26,000,000","$45,284,974","$1,713,396","$1,713,396"
120,https://www.the-numbers.com/movie/Star-Trek-Generations,[],"[['David Carson', 'Director']]","$23,116,394 (30.5% of total gross)",3.27 (domestic box office/biggest weekend),63.1% (domestic box office/worldwide),"2,659 opening theaters/2,681 max. theaters, 6.5 weeks average run per theater","$169,486,579","$38,000,000 (worldwide box office is 3.2 times production budget)","November 18th, 1994 (Wide) by Paramount Pictures",PG for sci-fi action and some mild language,118 minutes,vs. Star Trek VI: The Undiscovered CountryCreate your own comparison chart…,"Visual Effects, Franchise Crossover",Based on TV,Adventure,Live Action,Science Fiction,Star Trek,United States,English,,"November 17th, 1998 by Paramount Home Video",,"$75,671,262","$44,328,738","$120,000,000",,
121,https://www.the-numbers.com/movie/Swan-Princess-The,[],"[['Richard Rich', 'Director']]","$2,445,155 (25.0% of total gross)",4.00 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,403 opening theaters/1,406 max. theaters, 5.6 weeks average run per theater","$21,872,687",,"November 18th, 1994 (Wide) by New Line",G,90 minutes,vs. An American Tail: Fievel Goes WestCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Hand Animation,Fantasy,Swan Princess,United States,English,,"October 29th, 2019 by Sony Pictures Home Entertainment, released as The Swan Princess: 25th Anniversary",,"$9,771,658",,,,
122,https://www.the-numbers.com/movie/Junior,[],"[['Ivan Reitman', 'Director'], ['James Newton Howard', 'Composer']]","$9,803,145 (26.7% of total gross)",3.75 (domestic box office/biggest weekend),33.9% (domestic box office/worldwide),"1,749 opening theaters/1,896 max. theaters, 7.7 weeks average run per theater","$81,802,782",,"November 23rd, 1994 (Wide) by Universal",PG-13 for sex-related humor,,vs. Jingle All the WayCreate your own comparison chart…,"Farcical / Slapstick Comedy, Unexpected Pregnancy, Human Experimentation, Medical and Hospitals, Research Scientist, Scientific Experiment Gone Awry",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,,,"$36,763,355","$71,668,000","$108,431,355",,
123,https://www.the-numbers.com/movie/Low-Down-Dirty-Shame-A,[],"[['Keenen Ivory Wayans', 'Director'], ['Marcus Miller', 'Composer']]","$7,970,574 (27.2% of total gross)",3.68 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,379 opening theaters/1,379 max. theaters, 5.5 weeks average run per theater","$65,617,081","$10,000,000 (worldwide box office is 2.9 times production budget)","November 23rd, 1994 (Wide) by Walt Disney","R for violence, strong language and brief sexuality",,vs. The HelpCreate your own comparison chart…,"Action Comedy, LAPD, Private Investigator, DEA Agent, Faked Death, Witness Protection, Love Triangle, Relationships Gone Wrong, Corrupt Cops",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,,,,,"$29,317,886",,,,
124,https://www.the-numbers.com/movie/Pagemaster-The,[],"[['Joe Johnston', 'Director'], ['James Horner', 'Composer']]","$4,188,399 (34.8% of total gross)",2.87 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,803 opening theaters/1,803 max. theaters, 4.2 weeks average run per theater","$26,986,971",,"November 23rd, 1994 (Wide) by 20th Century Fox",G,,vs. ZathuraCreate your own comparison chart…,,Original Screenplay,Adventure,Live Action,Fantasy,,United States,,,,,"$12,039,526",,,,
125,https://www.the-numbers.com/movie/Trapped-in-Paradise,[],"[['George Gallo', 'Director'], ['George Gallo', 'Screenwriter'], ['George Gallo', 'Producer']]","$2,744,653 (45.6% of total gross)",2.19 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,286 opening theaters/1,286 max. theaters, 3.0 weeks average run per theater","$13,524,640",,"December 2nd, 1994 (Wide) by 20th Century Fox",PG-13 for some rude language,111 minutes,Create your own comparison chart…,"Crime Comedy, Christmas, Life on the Outside, Dysfunctional Family, Bank Robbery, No Honor Among Thieves, Life in a Small Town, Romance",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,,,"$6,017,509",,,,
126,https://www.the-numbers.com/movie/Disclosure-(1994),[],"[['Barry Levinson', 'Director'], ['Barry Levinson', 'Producer'], ['Michael Crichton', 'Producer'], ['Ennio Morricone', 'Composer']]","$10,068,126 (12.1% of total gross)",7.08 (domestic box office/biggest weekend),39.1% (domestic box office/worldwide),"1,675 opening theaters/2,168 max. theaters, 9.4 weeks average run per theater","$182,213,787","$55,000,000 (worldwide box office is 3.9 times production budget)","December 9th, 1994 (Wide) by Warner Bros.","R for a very strong sex scene, sexual dialogue and other strong language.",128 minutes,vs. Out of the FurnaceCreate your own comparison chart…,"Erotic Thriller, Corporate Life, Sexual Harassment, Computer Industry",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,,United States,English,,,,"$83,015,089","$129,184,911","$212,200,000",,
127,https://www.the-numbers.com/movie/Drop-Zone,"['Gary Busey', 'Yancy Butler', 'Michael Jeter', 'Wesley Snipes']","[['John Badham', 'Director'], ['D.J. Caruso', 'Producer'], ['Wallis Nicita', 'Producer'], ['Lauren Lloyd', 'Producer'], ['Peter Barsoccnini', 'Screenwriter'], ['John Bishop', 'Screenwriter'], ['Tony Griffin', 'Story Creator'], ['Guy Manos', 'Story Creator'], ['Peter Barsoccnini', 'Story Creator'], ['John Badham', 'Executive Producer'], ['Doug Claybourne', 'Co-Producer'], ['Roy H. Wagner', 'Director of Photography'], ['Joe Alves', 'Production Designer'], ['Frank Morriss', 'Supervising Film Editor'], ['Hans Zimmer', 'Composer']]","$6,143,566 (21.5% of total gross)",4.66 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2,020 opening theaters/2,055 max. theaters, 5.3 weeks average run per theater","$63,533,263",,"December 9th, 1994 (Wide) by Paramount Pictures",R for violence and language,102 minutes,vs. Vertical LimitCreate your own comparison chart…,"Action Thriller, Terrorism, Prison Break, Death of a Partner, DEA Agent, FBI, Fired, Unbelieving Police, Hackers, Undercover, Drug Cartels",Original Screenplay,Action,Live Action,Contemporary Fiction,,United States,,,"June 10th, 1997 by Lionsgate Home Entertainment, released as Drop Zone ",Nicita/Lloyd Production,"$28,607,015",,,,
128,https://www.the-numbers.com/movie/Nell,"['Natasha Richardson', 'Richard Libertini', 'Jodie Foster', 'Liam Neeson']","[['Michael Apted', 'Director'], ['Renee Missel', 'Producer'], ['Jodie Foster', 'Producer'], ['William Nicholson', 'Screenwriter'], ['Mark Handley', 'Screenwriter'], ['Graham Place', 'Co-Producer'], ['Dante Spinotti', 'Cinematographer'], ['Jon Hutman', 'Production Designer'], ['Jim Clark', 'Editor'], ['Susan Lyall', 'Costume Designer'], ['Mark Isham', 'Composer']]","$62,663 (0.2% of total gross)",5.66 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"2 opening theaters/1,236 max. theaters, 8.7 weeks average run per theater","$72,583,649",,"December 14th, 1994 (Wide) by 20th Century Fox",PG-13 for nudity,112 minutes,vs. A Goofy MovieCreate your own comparison chart…,"Life Drama, Death of a Sibling, Sex Crimes, Learning Disabilities",Based on Play,Drama,Live Action,Contemporary Fiction,,United States,,,,,"$33,592,700",,,,
129,https://www.the-numbers.com/movie/Dumb-and-Dumber,"['Lauren Holly', 'Karen Duffy', 'Mike Starr', 'Charles Rocket', 'Victoria Rowell', 'Teri Garr', 'Jim Carrey', 'Jeff Daniels']","[['Bobby Farrelly', 'Director'], ['Peter Farrelly', 'Screenwriter'], ['Bobby Farrelly', 'Screenwriter'], ['Bennett Yellin', 'Screenwriter'], ['Brad Krevoy', 'Producer'], ['Steve Stabler', 'Producer'], ['Charles B. Wessler', 'Producer'], ['Gerald T. Olson', 'Executive Producer'], ['Aaron Meyerson', 'Executive Producer'], ['Sidney J. Bartholomew, Jr.', 'Production Designer'], ['Christopher Greenbury', 'Editor'], ['Todd Rundgren', 'Composer'], ['Mark Irwin', 'Director of Photography']]","$16,363,442 (12.9% of total gross)",7.77 (domestic box office/biggest weekend),51.6% (domestic box office/worldwide),"2,447 opening theaters/2,565 max. theaters, 12.4 weeks average run per theater","$277,369,025","$16,000,000 (worldwide box office is 15.4 times production budget)","December 16th, 1994 (Wide) by New Line","PG-13 for crude and sex-related humor, and for language",106 minutes,vs. The MaskCreate your own comparison chart…,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,Dumb and Dumber,United States,English,"March 17th, 1995 (Wide), released as Dumb And Dumber (Australia)
","May 21st, 1997 by New Line Home Video, released as Dumb and Dumber",Katja Motion Picture Corporation,"$127,175,374","$119,224,626","$246,400,000",,
130,https://www.the-numbers.com/movie/Immortal-Beloved,[],"[['Bernard Rose', 'Director'], ['Bernard Rose', 'Screenwriter']]","$120,108 (1.2% of total gross)",8.33 (domestic box office/biggest weekend),99.9% (domestic box office/worldwide),"4 opening theaters/463 max. theaters, 5.3 weeks average run per theater","$20,629,969",,"December 16th, 1994 (Wide) by Sony Pictures",R for scenes of violence and sexuality,121 minutes,vs. CandymanCreate your own comparison chart…,"Musicians, Biography, 1700s, Biographical Drama, Romance, Relationships Gone Wrong, Non-Chronological, Deathbed, Deaf, Death of a Son or Daughter",Based on Real Life Events,Drama,Live Action,Dramatization,,"United Kingdom, United States",,"January 28th, 1995 (Wide) (South Korea)
",,,"$9,743,135","$5,625","$9,748,760",,
131,https://www.the-numbers.com/movie/Speechless,[],"[['Ron Underwood', 'Director'], ['Robert King', 'Screenwriter']]","$3,969,048 (19.3% of total gross)",5.18 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,404 opening theaters/1,404 max. theaters, 5.8 weeks average run per theater","$45,472,242",,"December 16th, 1994 (Wide) by MGM",PG-13 for one use of strong language,99 minutes,Create your own comparison chart…,"Romance, Romantic Comedy, Political, Political Campaign, Professional Rivalry",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,United States,English,,,,"$20,564,705",,,,
132,https://www.the-numbers.com/movie/Little-Women-(1994),"['Gabriel Byrne', 'Samantha Mathis', 'Christian Bale', 'Eric Stoltz', 'Winona Ryder', 'Trini Alvarado', 'Kirsten Dunst', 'Claire Danes', 'Susan Sarandon']","[['Gillian Armstrong', 'Director'], ['Denise Di Novi', 'Producer'], ['Robin Swicord', 'Screenwriter'], ['Geoffrey Simpson', 'Director of Photography'], ['Jan Roelfs', 'Production Designer'], ['Nicholas Beauman', 'Editor'], ['Thomas Newman', 'Composer'], ['Colleen Atwood', 'Costume Designer'], ['Robin Swicord', 'Co-Producer']]","$5,303,288 (10.6% of total gross)",5.55 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,503 opening theaters/1,579 max. theaters, 9.8 weeks average run per theater","$108,273,115","$15,000,000 (worldwide box office is 3.3 times production budget)","December 21st, 1994 (Wide) by Sony Pictures",PG for two uses of mild language.,118 minutes,vs. Almost FamousCreate your own comparison chart…,"Coming of Age, Historical Drama",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,,United States,English,,"April 25th, 2000 by Sony Pictures Home Entertainment","Columbia Pictures, Di Novi Pictures","$50,003,303",,,,
133,https://www.the-numbers.com/movie/Mixed-Nuts,"['Adam Sandler', 'Liev Schreiber', 'Rita Wilson', 'Steve Martin', 'Madeline Kahn', 'Robert Klein', 'Anthony LaPaglia', 'Juliette Lewis', 'Rob Reiner']","[['Nora Ephron', 'Director'], ['Joseph Hartwick', 'Producer'], ['Tony Thomas', 'Producer'], ['Paul Junger Witt', 'Producer'], ['Nora Ephron', 'Screenwriter'], ['Delia Ephron', 'Screenwriter'], ['Jean-Marie Poire', 'Story Creator'], ['Josiane Balasko', 'Story Creator'], ['Marie-Anne Chazel', 'Story Creator'], ['Christian Clavier', 'Story Creator'], ['Gerard Jugnot', 'Story Creator'], ['Thierry Lhermitte', 'Story Creator'], ['Bruno Moynot', 'Story Creator'], ['Delia Ephron', 'Executive Producer'], ['James W. Skotchdopole', 'Executive Producer'], ['Bill Groom', 'Production Designer'], ['Robert Reitano', 'Editor'], ['George Fenton', 'Composer'], ['Sven Nykvist', 'Cinematographer']]","$2,307,850 (34.6% of total gross)",2.89 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,318 opening theaters/1,318 max. theaters, 2.6 weeks average run per theater","$14,898,792",,"December 21st, 1994 (Wide) by Sony Pictures",PG-13 for sex-related humor,97 minutes,vs. Sleepless in SeattleCreate your own comparison chart…,"Black Comedy, Mental Illness, Famously Bad, Ensemble, Dysfunctional Family, Pregnant Women, Christmas",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,,United States,,,,,"$6,670,176",,,,
134,https://www.the-numbers.com/movie/Richie-Rich-(1994),[],"[['Donald Petrie', 'Director'], ['Alan Silvestri', 'Composer']]","$5,830,302 (15.3% of total gross)",4.25 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,748 opening theaters/1,761 max. theaters, 8.4 weeks average run per theater","$83,552,107","$40,000,000 (worldwide box office is 1.0 times production budget)","December 21st, 1994 (Wide) by Warner Bros., released as Ri¢hie Ri¢h",PG for mild violence and language.,94 minutes,vs. A Thousand WordsCreate your own comparison chart…,"Family Comedy, Dysfunctional Family, Workaholic, In a Plane, Plane Crash, Bermuda Triangle, Rescue",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,"May 23rd, 1995 by Warner Home Video",,"$38,087,756",,,,
135,https://www.the-numbers.com/movie/Legends-of-the-Fall-(1996),"['Henry Thomas', 'Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn', 'Julia Ormond']","[['Edward Zwick', 'Director'], ['Susan Shilliday', 'Screenwriter'], ['William D. Wittliff', 'Screenwriter'], ['Jim Harrison', 'Story Creator'], ['Edward Zwick', 'Producer'], ['William D. Wittliff', 'Producer'], ['Marshall Herskovitz', 'Producer'], ['Patrick Crowley', 'Executive Producer'], ['Lilly Kilvert', 'Production Designer'], ['Steven Rosenblum', 'Supervising Film Editor'], ['James Horner', 'Composer'], ['John Toll', 'Director of Photography']]","$101,670 (0.2% of total gross)",4.74 (domestic box office/biggest weekend),41.4% (domestic box office/worldwide),"6 opening theaters/2,038 max. theaters, 10.2 weeks average run per theater","$140,257,727","$30,000,000 (worldwide box office is 5.4 times production budget)","December 23rd, 1994 (Wide) by Sony Pictures","R for violence, and for sexuality and language.",133 minutes,vs. The MasterCreate your own comparison chart…,,Based on Fiction Book/Short Story,Western,Live Action,Historical Fiction,,United States,English,"March 18th, 1995 (Wide) (South Korea)
October 27th, 2021 (Wide) (South Korea)
","September 10th, 1996 by Sony Pictures Home Entertainment",Tri-Star Pictures,"$66,502,573","$94,000,000","$160,502,573",,
136,https://www.the-numbers.com/movie/Nobodys-Fool-(1994),[],"[['Robert Benton', 'Director'], ['Howard Shore', 'Composer']]","$92,838 (0.2% of total gross)",5.52 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"6 opening theaters/1,107 max. theaters, 10.5 weeks average run per theater","$83,231,441",,"December 23rd, 1994 (Wide) by Paramount Pictures, released as Nobody's Fool",R for some language and nudity.,,vs. Beverly Hills CopCreate your own comparison chart…,"Comedy Drama, Posthumous Release, Autumn Years, Romance, Confidence Men, Money Troubles, Lawyers, White Collar Crime, Land Developer, Infidelity, Relationships Gone Wrong",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,,United States,,,"May 21st, 2013 by Paramount Home Video",,"$39,453,238",,,,
137,https://www.the-numbers.com/movie/Street-Fighter,"['Ming-Na', 'Damian Chapa', 'Kylie Minogue', 'Wes Studi', 'Jean-Claude Van Damme', 'Raul Julia']","[['Steven E. de Souza', 'Director'], ['Steven E. de Souza', 'Screenwriter'], ['Edward R. Pressman', 'Producer'], ['Kenzo Tsujimoto', 'Producer'], ['Tim Zinnemann', 'Executive Producer'], ['Jun Aida', 'Executive Producer'], ['Sasha Harari', 'Executive Producer'], ['William A. Fraker', 'Director of Photography'], ['William J. Creber', 'Production Designer'], ['Dov Hoenig', 'Editor'], ['Anthony Redman', 'Editor'], ['Deborah La Corce Kramer', 'Costume Designer'], ['Akio Sakai', 'Associate Producer'], ['Kenichi Imai', 'Associate Producer'], ['Hiroshi Nozaki', 'Associate Producer'], ['Grant Hill', 'Line Producer'], ['Barry Levine', 'Executive Music Producer'], ['Graeme Revell', 'Composer']]","$9,508,030 (28.4% of total gross)",3.52 (domestic box office/biggest weekend),33.6% (domestic box office/worldwide),"1,671 opening theaters/1,738 max. theaters, 6.2 weeks average run per theater","$73,456,899","$35,000,000 (worldwide box office is 2.8 times production budget)","December 23rd, 1994 (Wide) by Universal",PG-13 for non-stop martial arts and action violence,102 minutes,vs. Mortal KombatCreate your own comparison chart…,"Martial Arts, Posthumous Release, Action Adventure, Tournament, Crime Boss, Organized Crime, Kidnap, Rescue, Young Child Dealing with the Death of a Parent, Revenge, Human Experimentation, Narcotics, Scene in End Credits",Based on Game,Action,Live Action,Contemporary Fiction,Street Fighter,"Japan, United States","English, Esperanto, Japanese",,"May 27th, 2008 by Universal Home Entertainment","Universal Pictures, Capcom","$33,423,000","$66,000,000","$99,423,000",,
138,https://www.the-numbers.com/movie/I-Q,[],"[['Fred Schepisi', 'Director'], ['Jerry Goldsmith', 'Composer']]","$6,379,611 (24.3% of total gross)",4.12 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,411 opening theaters/2,222 max. theaters, 4.4 weeks average run per theater","$57,190,511",,"December 25th, 1994 (Wide) by Paramount Pictures",PG for some mild language,,vs. Grumpy Old MenCreate your own comparison chart…,Romance,Original Screenplay,Romantic Comedy,Live Action,Historical Fiction,,United States,,,,,"$26,265,119",,,,
139,https://www.the-numbers.com/movie/Jungle-Book-The-(1994),[],"[['Stephen Sommers', 'Director'], ['Basil Poledouris', 'Composer']]","$10,081,933 (22.7% of total gross)",4.40 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,981 opening theaters/1,986 max. theaters, 8.0 weeks average run per theater","$96,736,778","$27,000,000 (worldwide box office is 1.6 times production budget)","December 25th, 1994 (Wide) by Walt Disney",PG for action/violence and some mild language,,vs. 101 DalmatiansCreate your own comparison chart…,,Based on Fiction Book/Short Story,Adventure,Live Action,Historical Fiction,,United States,,,,,"$44,342,956",,,,
140,https://www.the-numbers.com/movie/Pret-a-Porter,[],"[['Robert Altman', 'Director'], ['Robert Altman', 'Screenwriter'], ['Barbara Shulgasser', 'Screenwriter'], ['Harvey Weinstein', 'Executive Producer'], ['Bob Weinstein', 'Executive Producer']]","$2,835,700 (25.1% of total gross)",3.99 (domestic box office/biggest weekend),57.1% (domestic box office/worldwide),"740 opening theaters/740 max. theaters, 4.1 weeks average run per theater","$24,775,268",,"December 25th, 1994 (Wide) by Miramax, released as Ready to Wear",R for language and nudity,133 minutes,vs. Something to Talk AboutCreate your own comparison chart…,"Fashion, Gratuitous Cameos, Ensemble, Satirical Comedy, Satire, Romance, Relationships Gone Wrong, Infidelity, Models, Dysfunctional Family",Original Screenplay,Comedy,Live Action,Contemporary Fiction,,United States,,,,,"$11,300,653","$8,506,015","$19,806,668",,
