,id,date,rank,gross,pct_change,theaters,per_theater,total_gross,kind,kind_num,pct_lw
0,https://www.the-numbers.com/movie/Black-Moon-Rising,"Jan 10, 1986",7,"$2,775,388", ,907,"$3,060","  $2,775,388",weekend,1,
1,https://www.the-numbers.com/movie/Black-Moon-Rising,"Jan 17, 1986",11,"$1,573,217",-43%,907,"$1,735","  $5,445,159",weekend,2,
2,https://www.the-numbers.com/movie/Black-Moon-Rising,"Jan 24, 1986",15,"$501,000",-68%,447,"$1,121","  $6,470,565",weekend,3,
0,https://www.the-numbers.com/movie/Black-Moon-Rising,"Jan 10, 1986",6,"$3,871,942", ,907,"$4,269","  $3,871,942",daily,1,
1,https://www.the-numbers.com/movie/Black-Moon-Rising,"Jan 17, 1986",11,"$2,097,623",-46%,907,"$2,313","  $5,969,565",daily,2,
0,https://www.the-numbers.com/movie/Black-Moon-Rising,"Jan 10, 1986",6,"$3,871,942", ,907,"$4,269","  $3,871,942",weekly,1,
1,https://www.the-numbers.com/movie/Black-Moon-Rising,"Jan 17, 1986",11,"$2,097,623",-46%,907,"$2,313","  $5,969,565",weekly,2,
0,https://www.the-numbers.com/movie/Iron-Eagle,"Jan 17, 1986",1,"$6,104,754", ,"1,080","$5,653","  $6,104,754",weekend,1,
1,https://www.the-numbers.com/movie/Iron-Eagle,"Jan 24, 1986",2,"$3,850,064",-37%,"1,084","$3,552","  $11,754,309",weekend,2,
2,https://www.the-numbers.com/movie/Iron-Eagle,"Jan 31, 1986",6,"$2,824,277",-27%,"1,129","$2,502","  $15,586,404",weekend,3,
3,https://www.the-numbers.com/movie/Iron-Eagle,"Feb 7, 1986",7,"$2,120,042",-25%,"1,121","$1,891","  $18,276,446",weekend,4,
4,https://www.the-numbers.com/movie/Iron-Eagle,"Feb 14, 1986",11,"$1,505,971",-29%,903,"$1,668","  $20,242,417",weekend,5,
5,https://www.the-numbers.com/movie/Iron-Eagle,"Feb 21, 1986",11,"$1,097,450",-27%,865,"$1,269","  $21,549,867",weekend,6,
6,https://www.the-numbers.com/movie/Iron-Eagle,"Feb 28, 1986",14,"$661,132",-40%,660,"$1,002","  $22,410,999",weekend,7,
7,https://www.the-numbers.com/movie/Iron-Eagle,"Mar 7, 1986",16,"$535,287",-19%,529,"$1,012","  $23,066,122",weekend,8,
0,https://www.the-numbers.com/movie/Iron-Eagle,"Jan 17, 1986",2,"$7,904,245", ,"1,080","$7,319","  $7,904,245",daily,1,
1,https://www.the-numbers.com/movie/Iron-Eagle,"Jan 24, 1986",2,"$4,857,882",-39%,"1,084","$4,481","  $12,762,127",daily,2,
2,https://www.the-numbers.com/movie/Iron-Eagle,"Jan 31, 1986",6,"$3,394,277",-30%,"1,129","$3,006","  $16,156,404",daily,3,
3,https://www.the-numbers.com/movie/Iron-Eagle,"Feb 7, 1986",7,"$2,580,042",-24%,"1,121","$2,302","  $18,736,446",daily,4,
4,https://www.the-numbers.com/movie/Iron-Eagle,"Feb 14, 1986",11,"$1,715,971",-33%,903,"$1,900","  $20,452,417",daily,5,
5,https://www.the-numbers.com/movie/Iron-Eagle,"Feb 21, 1986",12,"$1,297,450",-24%,865,"$1,500","  $21,749,867",daily,6,
6,https://www.the-numbers.com/movie/Iron-Eagle,"Feb 28, 1986",14,"$780,968",-40%,660,"$1,183","  $22,530,835",daily,7,
0,https://www.the-numbers.com/movie/Iron-Eagle,"Jan 17, 1986",2,"$7,904,245", ,"1,080","$7,319","  $7,904,245",weekly,1,
1,https://www.the-numbers.com/movie/Iron-Eagle,"Jan 24, 1986",2,"$4,857,882",-39%,"1,084","$4,481","  $12,762,127",weekly,2,
2,https://www.the-numbers.com/movie/Iron-Eagle,"Jan 31, 1986",6,"$3,394,277",-30%,"1,129","$3,006","  $16,156,404",weekly,3,
3,https://www.the-numbers.com/movie/Iron-Eagle,"Feb 7, 1986",7,"$2,580,042",-24%,"1,121","$2,302","  $18,736,446",weekly,4,
4,https://www.the-numbers.com/movie/Iron-Eagle,"Feb 14, 1986",11,"$1,715,971",-33%,903,"$1,900","  $20,452,417",weekly,5,
5,https://www.the-numbers.com/movie/Iron-Eagle,"Feb 21, 1986",12,"$1,297,450",-24%,865,"$1,500","  $21,749,867",weekly,6,
6,https://www.the-numbers.com/movie/Iron-Eagle,"Feb 28, 1986",14,"$780,968",-40%,660,"$1,183","  $22,530,835",weekly,7,
0,https://www.the-numbers.com/movie/Best-of-Times-The,"Jan 31, 1986",7,"$2,419,820", ,872,"$2,775","  $2,419,820",weekend,1,
1,https://www.the-numbers.com/movie/Best-of-Times-The,"Feb 7, 1986",8,"$1,615,000",-33%,850,"$1,900","  $4,566,720",weekend,2,
2,https://www.the-numbers.com/movie/Best-of-Times-The,"Feb 14, 1986",14,"$849,600",-47%,576,"$1,475","  $5,794,085",weekend,3,
0,https://www.the-numbers.com/movie/Best-of-Times-The,"Jan 31, 1986",7,"$2,951,720", ,872,"$3,385","  $2,951,720",daily,1,
1,https://www.the-numbers.com/movie/Best-of-Times-The,"Feb 7, 1986",8,"$1,992,765",-32%,850,"$2,344","  $4,944,485",daily,2,
0,https://www.the-numbers.com/movie/Best-of-Times-The,"Jan 31, 1986",7,"$2,951,720", ,872,"$3,385","  $2,951,720",weekly,1,
1,https://www.the-numbers.com/movie/Best-of-Times-The,"Feb 7, 1986",8,"$1,992,765",-32%,850,"$2,344","  $4,944,485",weekly,2,
0,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"Jan 31, 1986",1,"$5,726,495", ,809,"$7,078","  $5,726,495",weekend,1,
1,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"Feb 7, 1986",1,"$6,112,115",+7%,816,"$7,490","  $13,858,356",weekend,2,
2,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"Feb 14, 1986",1,"$7,023,435",+15%,"1,045","$6,721","  $22,626,822",weekend,3,
3,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"Feb 21, 1986",1,"$5,042,912",-28%,"1,058","$4,766","  $29,105,002",weekend,4,
4,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"Feb 28, 1986",3,"$4,172,643",-17%,"1,082","$3,856","  $34,565,509",weekend,5,
5,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"Mar 7, 1986",3,"$3,641,771",-13%,"1,082","$3,366","  $39,381,422",weekend,6,
6,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"Mar 14, 1986",4,"$2,848,902",-22%,"1,078","$2,643","  $43,404,781",weekend,7,
7,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"Mar 21, 1986",6,"$2,519,957",-12%,"1,031","$2,444","  $46,773,252",weekend,8,
8,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"Mar 28, 1986",9,"$1,707,582",-32%,938,"$1,820","  $49,413,173",weekend,9,
9,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"Apr 4, 1986",10,"$1,573,501",-8%,891,"$1,766","  $51,571,330",weekend,10,
10,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"May 9, 1986",13,"$606,285", ,601,"$1,009","  $57,303,270",weekend,15,
11,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"May 16, 1986",14,"$532,579",-12%,527,"$1,011","  $58,066,820",weekend,16,
12,https://www.the-numbers.com/movie/Down-and-Out-in-Beverly-Hills,"May 23, 1986",8,"$722,039",+36%,581,"$1,243","  $58,974,293",weekend,17,
