,url,cast,crew,Opening Weekend:,Legs:,Domestic Share:,Theater counts:,Infl. Adj. Dom. BO,Production Budget:,Domestic Releases:,Video Release:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,MPAA Rating:,Production/Financing Companies:,Franchise:,International Releases:,Domestic Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales,International Box Office,Worldwide Box Office
79,https://www.the-numbers.com/movie/Sicilian-The,[],"[['Michael Cimino', 'Director'], ['Steve Shagan', 'Screenwriter'], ['Uncredited*', 'Screenwriter'], ['Mario Puzo', 'Story Creator']]","$1,720,351 (31.8% of total gross)",3.14 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"370 opening theaters/370 max. theaters, 1.5 weeks average run per theater","$12,680,579",,"October 23rd, 1987 (Wide) by 20th Century Fox","March 29th, 2016 by Shout Factory",115 minutes,Create your own comparison chart…,"Action Thriller, 1950s, Set in Sicily, Italy, Development Hell, Delayed Release, Inspired by a True Story, Bandits, Robin Hood Bandits, Rebellion",Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,United States,,,,,,"$5,406,879","$51,977","$51,977",,
80,https://www.the-numbers.com/movie/Suspect,[],"[['Peter Yates', 'Director'], ['Eric Roth', 'Screenwriter'], ['Michael Kamen', 'Composer']]","$4,152,015 (22.1% of total gross)",4.52 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,029 opening theaters/1,029 max. theaters, 5.4 weeks average run per theater","$44,049,764",,"October 23rd, 1987 (Wide) by Sony Pictures","May 8th, 2001 by Sony Pictures Home Entertainment",121 minutes,vs. The OthersCreate your own comparison chart…,"Corrupt Judge, Suicide, Crime Thriller, Deaf, Public Defenders, Lawyers, Falsely Accused, Surprise Twist",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,R,,,,"$18,782,400",,,,
81,https://www.the-numbers.com/movie/Fatal-Beauty,[],"[['Tom Holland', 'Director'], ['Hilary Henkin', 'Screenwriter'], ['Dean Riesner', 'Screenwriter'], ['Harold Faltermeyer', 'Composer']]","$2,693,714 (22.4% of total gross)",4.47 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,117 opening theaters/1,117 max. theaters, 2.9 weeks average run per theater","$28,252,330",,"October 30th, 1987 (Wide) by MGM",,104 minutes,vs. RoboCopCreate your own comparison chart…,"Action Comedy, Crime, Narcotics, Organized Crime, Undercover, Prostitution",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,R (appeal overturned).,,,,"$12,046,526",,,,
82,https://www.the-numbers.com/movie/Hidden-The,"['Richard Brooks', 'Claudia Christian', 'Chris Mulkey', 'Kyle MacLachlan', 'Michael Nouri']","[['Jack Sholder', 'Director'], ['Jim Kouf', 'Screenwriter']]","$2,492,618 (25.6% of total gross)",3.91 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,045 opening theaters/1,045 max. theaters, 2.1 weeks average run per theater","$22,861,644",,"October 30th, 1987 (Wide) by New Line","March 23rd, 2010 by Lionsgate Home Entertainment",96 minutes,vs. RenegadesCreate your own comparison chart…,"Action Horror, Police Detective, Surprise Twist, Alien Encounters, Bodysnatchers, Crime Spree, Spree Killer, Cult Movie",Original Screenplay,Horror,Live Action,Science Fiction,United States,English,,,,"March 3rd, 2022 (Limited) (New Zealand)
","$9,747,988",,,$245,"$9,748,233"
83,https://www.the-numbers.com/movie/Cry-Freedom,[],"[['Richard Attenborough', 'Director'], ['John Briley', 'Screenwriter'], ['Richard Attenborough', 'Producer'], ['George Fenton', 'Composer']]","$318,723 (5.4% of total gross)",7.35 (domestic box office/biggest weekend),22.8% (domestic box office/worldwide),"27 opening theaters/479 max. theaters, 1.1 weeks average run per theater","$13,649,527","$29,000,000 (worldwide box office is 0.9 times production budget)","November 6th, 1987 (Wide) by Universal","February 23rd, 1999 by Universal Home Entertainment",157 minutes,vs. Rob RoyCreate your own comparison chart…,"Biography, House Arrest, Biographical Drama, Set in South Africa, Apartheid, Political Activist, Political Prisoner, Police Brutality",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,"South Africa, United Kingdom","Afrikaans, English, Xhosa, Zulu",,,,,"$5,899,797",,,"$20,000,000","$25,899,797"
84,https://www.the-numbers.com/movie/Death-Wish-4-The-Crackdown,[],"[['Jack Lee Thompson', 'Director'], ['Gail Morgan Hickman', 'Screenwriter']]","$2,466,557 (35.8% of total gross)",2.79 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,030 opening theaters/1,030 max. theaters, 3.4 weeks average run per theater","$16,136,174",,"November 6th, 1987 (Wide) by Cannon","May 31st, 1989 by Anchor Bay Home Entertainment",99 minutes,Create your own comparison chart…,"Mafia, Revenge, Action Thriller, Drug Overdose, Drug Dealer, Death of a Girlfriend / Boyfriend, Organized Crime, Corrupt Cops",Based on Fiction Book/Short Story,Action,Live Action,Contemporary Fiction,United States,English,,,Death Wish,,"$6,880,310",,,,
85,https://www.the-numbers.com/movie/Hello-Again-(1987),['Shelley Long'],"[['Frank Perry', 'Director'], ['Susan Isaacs', 'Screenwriter']]","$5,712,892 (28.0% of total gross)",3.57 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,201 opening theaters/1,207 max. theaters, 4.5 weeks average run per theater","$47,889,078",,"November 6th, 1987 (Wide) by Walt Disney","July 16th, 2019 by Kino Lorber",96 minutes,vs. The HelpCreate your own comparison chart…,"Comedy Drama, Haunting, Friendly Ghost, Romance, Media Circus",Original Screenplay,Comedy,Live Action,Fantasy,United States,English,PG,,,,"$20,419,446",,,,
86,https://www.the-numbers.com/movie/Hiding-Out,[],"[['Bob Giraldi', 'Director'], ['Joe Menosky', 'Screenwriter'], ['Jeff Rothberg', 'Screenwriter'], ['Jeff Rothberg', 'Producer']]","$2,062,120 (29.4% of total gross)",3.40 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"988 opening theaters/988 max. theaters, 1.3 weeks average run per theater","$16,462,470",,"November 6th, 1987 (Wide) by De Laurentiis Entertainment Group",,98 minutes,Create your own comparison chart…,"Mafia, Comedy Drama, Witness Protection, Fugitive / On the Run, Hitmen, New Guy/Girl in School, False Identity, High School, Romance, FBI",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,,,,"$7,019,441",,,,
87,https://www.the-numbers.com/movie/Less-than-Zero,[],"[['Marek Kanievska', 'Director'], ['Harley Peyton', 'Screenwriter'], ['Jon Avnet', 'Producer'], ['Jordan Kerner', 'Producer'], ['Barbara Ling', 'Production Designer'], ['Peter E. Berger', 'Editor'], ['Michael Tronick', 'Editor'], ['Thomas Newman', 'Composer'], ['Glen Danzig', 'Composer'], ['Rick Rubin', 'Composer'], ['Edward Lachman', 'Cinematographer']]","$3,008,987 (24.3% of total gross)",4.12 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"871 opening theaters/871 max. theaters, 2.5 weeks average run per theater","$29,072,843",,"November 6th, 1987 (Wide) by 20th Century Fox",,100 minutes,vs. Lethal WeaponCreate your own comparison chart…,"Crime Drama, Addiction, Narcotics, Set in Los Angeles, Christmas, Christmas in November, Money Troubles, Prostitution, Dysfunctional Family, Homeless",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,,R,Twentieth Century Fox,,,"$12,396,383",,,,
88,https://www.the-numbers.com/movie/Running-Man-The,"['Maria Conchita Alonso', 'Yaphet Kotto', 'Richard Dawson', 'Arnold Schwarzenegger']","[['Paul Michael Glaser', 'Director'], ['Tim Zinnemann', 'Producer'], ['George Linder', 'Producer'], ['Richard Bachman*', 'Story Based on the Novel by'], ['Steven E. de Souza', 'Screenwriter'], ['Keith Barish', 'Executive Producer'], ['Rob Cohen', 'Executive Producer'], ['Thomas Del Ruth', 'Director of Photography'], ['Harold Faltermeyer', 'Composer']]","$8,117,465 (21.3% of total gross)",4.70 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,692 opening theaters/1,694 max. theaters, 6.1 weeks average run per theater","$89,211,455","$30,000,000 (worldwide box office is 1.3 times production budget)","November 13th, 1987 (Wide) by Sony/TriStar","February 9th, 2010 by Lionsgate Home Entertainment",101 minutes,vs. Star Trek VI: The Undiscovered CountryCreate your own comparison chart…,"Post Apocalypse, Action Thriller, Reality TV, Dystopia, Wrongfully Convicted, Falsely Accused, Yesterday's Tomorrow, 2010s",Based on Fiction Book/Short Story,Action,Live Action,Science Fiction,United States,English,R,"Taft Entertainment, A Keith Barish, Tri-Star Pictures",,,"$38,122,000","$719,688","$719,688",,
89,https://www.the-numbers.com/movie/Flowers-in-the-Attic,[],"[['Jeffrey Bloom', 'Director'], ['Jeffrey Bloom', 'Screenwriter'], ['Christopher Young', 'Composer']]","$5,020,317 (35.9% of total gross)",2.79 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,051 opening theaters/1,095 max. theaters, 3.9 weeks average run per theater","$32,833,754",,"November 20th, 1987 (Wide) by New World","September 20th, 2011 by Image Entertainment Video",93 minutes,vs. The Big HitCreate your own comparison chart…,"Psychological Horror, Dysfunctional Family, Young Child Dealing with the Death of a Parent, Development Hell, Famously Bad, Born from Incest, Death of a Sibling, Filicide or Infanticide, Epilogue, Voiceover/Narration",Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,United States,English,PG-13,,,,"$14,000,000","$48,620","$48,620",,
90,https://www.the-numbers.com/movie/Last-Emperor-The-(1987),[],"[['Bernardo Bertolucci', 'Director']]",,12.94 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$99,193,045","$25,000,000 (worldwide box office is 1.8 times production budget)","November 20th, 1987 (Limited) by Sony PicturesNovember 25th, 1998 (Limited) by Artisan","January 6th, 2009 by Criterion",219 minutes,Best Picture Oscar Winnersvs. Rain ManCreate your own comparison chart…,"Oscars Best Picture Winner, Biographical Drama, Set in China, 1900s, 1950s, Non-Chronological, Communism, Political Prisoner, 1988 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Dramatization,"China, France, Italy, United Kingdom",,PG-13,"Columbia Pictures, Hemdale Film Corporation, Jeremy Thomas Productions",,"December 19th, 1987 (Wide), released as O Último Imperador (Portugal)
December 23rd, 1988 (Limited) (South Korea)
","$43,984,987",,,"$20,448","$44,005,435"
91,https://www.the-numbers.com/movie/Nuts-(1987),[],"[['Martin Ritt', 'Director']]","$4,606,083 (16.0% of total gross)",6.27 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"536 opening theaters/1,112 max. theaters, 5.5 weeks average run per theater","$67,248,846",,"November 20th, 1987 (Wide) by Warner Bros.",,116 minutes,vs. Without LimitsCreate your own comparison chart…,"Courtroom Drama, Lawyers, Killing in Self Defence, Epilogue, Prostitution, Dysfunctional Family, Child Abuse, Incest, Sex Crimes",Based on Play,Drama,Live Action,Contemporary Fiction,United States,,R,,,,"$28,866,028",,,,
92,https://www.the-numbers.com/movie/Teen-Wolf-Too,"['Kim Darby', 'John Astin', 'Paul Sand', 'James Hampton', 'Mark Holton', 'Estee Chandler', 'Stuart Fratkin', 'Jason Bateman']","[['Christopher Leitch', 'Director'], ['R. Timothy Kring*', 'Screenwriter'], ['Danny Elfman', 'Composer']]","$3,009,160 (38.1% of total gross)",2.62 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,540 opening theaters/1,540 max. theaters, 2.3 weeks average run per theater","$18,499,475","$3,000,000 (worldwide box office is 2.6 times production budget)","November 20th, 1987 (Wide) by Atlantic","August 8th, 2017 by Shout Factory",94 minutes,vs. The BorrowersCreate your own comparison chart…,"Monster, Werewolf, Genre Mashup, Coming of Age, Sequels Without Their Original Stars, Famously Bad",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,,Atlantic Entertainment Group,Teen Wolf,,"$7,888,000","$68,689","$68,689",,
93,https://www.the-numbers.com/movie/3-Men-and-a-Baby,"['Nancy Travis', 'Margaret Colin', 'Celeste Holm', 'Tom Selleck', 'Steve Guttenberg', 'Ted Danson']","[['Leonard Nimoy', 'Director']]","$10,384,392 (6.2% of total gross)",12.78 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,006 opening theaters/1,813 max. theaters, 18.2 weeks average run per theater","$438,000,788","$15,000,000 (worldwide box office is 11.2 times production budget)","November 25th, 1987 (Wide) by Walt Disney",,102 minutes,vs. Fatal AttractionCreate your own comparison chart…,Unexpected Families,Remake,Comedy,Live Action,Contemporary Fiction,United States,English,PG,,Three Men and a Baby,,"$167,780,960",,,,
94,https://www.the-numbers.com/movie/Planes-Trains-and-Automobiles,[],"[['John Hughes', 'Director']]","$7,009,482 (14.2% of total gross)",7.06 (domestic box office/biggest weekend),99.5% (domestic box office/worldwide),"1,118 opening theaters/1,684 max. theaters, 8.9 weeks average run per theater","$114,923,080",,"November 25th, 1987 (Wide) by Paramount PicturesNovember 6th, 2022 (Special Engagement) by Fathom Events","July 22nd, 1997 by Paramount Home Video, released as Planes, Trains and Automobiles",92 minutes,vs. Uncle BuckCreate your own comparison chart…,"Road Trip, Buddy Comedy, Thanksgiving, Travel Industry, Widow/Widower, Non-Chronological, Surprise Twist",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,R (after appeal upheld),,,"April 28th, 1988 (Wide) (Germany)
","$49,509,935",,,"$242,306","$49,752,241"
95,https://www.the-numbers.com/movie/Empire-of-the-Sun,"['John Malkovich', 'Miranda Richardson', 'Nigel Havers', 'Christian Bale']","[['Steven Spielberg', 'Director'], ['J.G. Ballard', 'Story Creator'], ['Tom Stoppard', 'Screenwriter'], ['Steven Spielberg', 'Producer'], ['Kathleen Kennedy', 'Producer'], ['Frank Marshall', 'Producer'], ['Robert Shipiro', 'Executive Producer'], ['Norman Reynolds', 'Production Designer'], ['Michael Kahn', 'Editor'], ['Allen Daviau', 'Director of Photography'], ['John Williams', 'Composer']]","$1,314,509 (5.9% of total gross)",6.99 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"225 opening theaters/673 max. theaters, 3.9 weeks average run per theater","$51,537,069",,"December 9th, 1987 (Limited) by Warner Bros.","April 13th, 1993 by Warner Home Video",150 minutes,vs. The Color PurpleCreate your own comparison chart…,"Coming of Age, World War II, Coming-of-Age Drama, 1940s, POW, Set in Shanghai, Set in Japan, Missing Child, Family Reunion",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United States,English,PG,Amblin Entertainment,,,"$22,238,696",,,,
96,https://www.the-numbers.com/movie/Throw-Momma-From-the-Train,"['Kim Greist', 'Anne Ramsey', 'Danny DeVito', 'Billy Crystal']","[['Danny DeVito', 'Director'], ['Stu Silver', 'Screenwriter'], ['David Newman', 'Composer']]","$7,318,878 (13.7% of total gross)",7.29 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,470 opening theaters/1,623 max. theaters, 8.1 weeks average run per theater","$123,393,418",,"December 11th, 1987 (Wide) by Orion Pictures","May 31st, 2005 by MGM Video",88 minutes,vs. SleepwalkersCreate your own comparison chart…,"Black Comedy, Dysfunctional Family, Relationships Gone Wrong, Writing and Writers, Writer's Block, Teachers, Directing Yourself, Actors Making Their Directorial Debut",Original Screenplay,Black Comedy,Live Action,Contemporary Fiction,United States,English,PG-13 (edited for re-rate after appeal),,,,"$53,380,796",,,,
97,https://www.the-numbers.com/movie/Wall-Street,[],"[['Oliver Stone', 'Director'], ['Robert Richardson', 'Director of Photography']]","$4,104,611 (9.4% of total gross)",9.84 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"730 opening theaters/989 max. theaters, 7.3 weeks average run per theater","$101,536,549","$16,500,000 (worldwide box office is 2.7 times production budget)","December 11th, 1987 (Wide) by 20th Century Fox","November 7th, 2000 by Fox Home Entertainment",125 minutes,vs. The Pursuit of HappynessCreate your own comparison chart…,"Wall Street, White Collar Crime, Relatives Playing Relatives, Directing Yourself, Class Warfare, Intertitle, Crime Drama",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,R,,Wall Street,,"$43,848,100",,,,
98,https://www.the-numbers.com/movie/Broadcast-News,[],"[['James L. Brooks', 'Director']]",,8.68 (domestic box office/biggest weekend),76.1% (domestic box office/worldwide),,"$117,191,894",,"December 16th, 1987 (Wide) by 20th Century Fox",,133 minutes,vs. Bringing Down the HouseCreate your own comparison chart…,"News, Comedy Drama, Romance, TV Industry, Satire, Love Triangle, Relationships Gone Wrong, War Correspondent, 1988 Oscars Best Picture Nominee",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,R,,,,"$51,249,404",,,"$16,081,905","$67,331,309"
99,https://www.the-numbers.com/movie/Moonstruck,[],"[['Norman Jewison', 'Director']]",,15.91 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$180,330,232",,"December 16th, 1987 (Wide) by MGM","April 18th, 2006 by MGM Video",101 minutes,vs. Fatal AttractionCreate your own comparison chart…,"Romance, 1988 Oscars Best Picture Nominee",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,English,PG,,,"February 14th, 2021 (Wide) (New Zealand)
","$80,640,528",,,"$1,687","$80,642,215"
100,https://www.the-numbers.com/movie/batteries-not-included,"['Hume Cronyn', 'Jessica Tandy']","[['Matthew Robbins', 'Director'], ['Ronald L. Schwary', 'Producer'], ['Steven Spielberg', 'Executive Producer'], ['Kathleen Kennedy', 'Executive Producer'], ['Frank Marshall', 'Executive Producer'], ['James Horner', 'Composer'], ['Mick Garris', 'Story Creator'], ['Brad Bird', 'Screenwriter'], ['Matthew Robbins', 'Screenwriter'], ['Brent Maddock', 'Screenwriter'], ['S.S. Wilson', 'Screenwriter']]","$3,326,530 (10.1% of total gross)",6.81 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,328 opening theaters/1,367 max. theaters, 4.7 weeks average run per theater","$76,345,844",,"December 18th, 1987 (Wide) by Universal","March 1st, 1992 by Universal Home Entertainment",106 minutes,vs. Star KidCreate your own comparison chart…,"Family Comedy, Land Developer, Friendly Alien on Earth, Autumn Years, Set in New York City, Pregnant Women, Romance, Faulty Memory, Death of a Son or Daughter, Robot",Original Screenplay,Comedy,Live Action,Science Fiction,United States,English,PG,"Amblin Entertainment, Universal Pictures",,,"$32,945,797",,,,
101,https://www.the-numbers.com/movie/Eddie-Murphy-Raw,[],[],"$9,077,324 (18.0% of total gross)",5.56 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,391 opening theaters/1,494 max. theaters, 5.4 weeks average run per theater","$117,021,882",,"December 18th, 1987 (Wide) by Paramount Pictures","September 22nd, 1999 by Paramount Home Video",93 minutes,vs. The Original Kings of ComedyCreate your own comparison chart…,African Americans,Original Screenplay,Concert/Performance,Live Action,Factual,United States,English,R,,,,"$50,504,655",,,,
102,https://www.the-numbers.com/movie/Ironweed,[],"[['Héctor Babenco', 'Director'], ['William Kennedy', 'Screenwriter'], ['William Kennedy', 'Story Creator'], ['John Morris', 'Composer']]",,3.31 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$17,032,927",,"December 18th, 1987 (Wide) by Sony/TriStar",,143 minutes,Create your own comparison chart…,"Non-Chronological, Life Drama, Death of a Son or Daughter, Addiction, You Can't Go Home Again, 1930s, Former Professional Athlete, Homeless, Vigilante, Novel or Other Work Adapted by Author",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United States,English,,,,,"$7,393,346",,,,
103,https://www.the-numbers.com/movie/Overboard-(1987),"['Edward Herrmann', 'Katherine Helmond', 'Roddy McDowall', 'Goldie Hawn', 'Kurt Russell']","[['Garry Marshall', 'Director'], ['Alan Silvestri', 'Composer']]","$1,880,006 (7.0% of total gross)",6.81 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"1,126 opening theaters/1,135 max. theaters, 4.9 weeks average run per theater","$61,793,971",,"December 18th, 1987 (Wide) by MGM/UA Classics","April 30th, 2006 by MGM Video",112 minutes,vs. ParenthoodCreate your own comparison chart…,"Faulty Memory, Romance, Boss From Hell, Cross-Class Romance, Voiceover/Narration, In-Laws / Future In-Laws, Riches to Rags",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,United States,"English, French, Portuguese",PG,Metro-Goldwyn-Mayer Pictures,,,"$26,713,187",,,,
104,https://www.the-numbers.com/movie/Good-Morning-Vietnam,[],"[['Barry Levinson', 'Director']]",,10.54 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),,"$276,747,812","$13,000,000 (worldwide box office is 9.5 times production budget)","December 23rd, 1987 (Wide) by Walt Disney","January 10th, 2006 by Buena Vista Home Entertainment",120 minutes,vs. Forrest GumpCreate your own comparison chart…,"Radio Industry, Vietnam War, War, Voiceover/Narration, Inspired by a True Story, Military Life, Censorship, Boss From Hell, Intertitle, Terrorism, Culture Clash, Twins, Interracial Romance, Romance, Improvised",Original Screenplay,Comedy,Live Action,Historical Fiction,United States,English,R,,,,"$123,922,370",,,,
