,url,cast,crew,Legs:,Domestic Share:,Infl. Adj. Dom. BO,Opening Weekend:,Theater counts:,Production Budget:,Domestic Releases:,International Releases:,Video Release:,MPAA Rating:,Running Time:,Comparisons:,Keywords:,Source:,Genre:,Production Method:,Creative Type:,Production Countries:,Languages:,Production/Financing Companies:,Franchise:,Domestic Box Office,International Box Office,Worldwide Box Office,Est. Domestic Blu-ray Sales,Total Est. Domestic Video Sales
0,https://www.the-numbers.com/movie/Orlando,[],"[['Sally Potter', 'Director'], ['Sally Potter', 'Screenwriter']]",527.09 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$7,055,031",,,,"1992 (Wide) by Sony Pictures ClassicsJuly 23rd, 2010 (Limited) by Sony Pictures Classics","October 21st, 1993 (Wide) (Portugal)
","July 11th, 1995 by Sony Pictures Home Entertainment",PG-13 for some sensuality.,93 minutes,vs. Schindler’s ListCreate your own comparison chart…,"Life Drama, Genderbending Casting, Fountain of Youth, 1600s, 1700s, Single Parent, Satire",Based on Fiction Book/Short Story,Drama,Live Action,Fantasy,United Kingdom,,,,"$5,737,353",$529,"$5,737,882",,
1,https://www.the-numbers.com/movie/Hand-That-Rocks-the-Cradle-The,"['Julianne Moore', 'John de Lancie', 'Kevin Skousen', 'Madeline Zima', 'Annabella Sciorra', 'Rebecca De Mornay', 'Matt McCoy']","[['Curtis Hanson', 'Director'], ['Graeme Revell', 'Composer']]",7.44 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$194,529,244","$7,675,016 (8.7% of total gross)","766 opening theaters/1,759 max. theaters, 9.7 weeks average run per theater",,"January 10th, 1992 (Wide) by Walt Disney",,,"R for terror, violence, a scene of sexual molestation, and for language.",110 minutes,vs. UnforgettableCreate your own comparison chart…,"Sex Crimes, Suicide, Revenge, Learning Disabilities, False Identity, Troubled Pregnancy or Miscarriage, Intertitle, Widow/Widower, Death of a Spouse or Fiancée / Fiancé, Infertility, Falsely Accused, Erotic Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,English,,,"$88,036,683",,,,
2,https://www.the-numbers.com/movie/Kuffs,[],"[['Bruce A. Evans', 'Director'], ['Bruce A. Evans', 'Screenwriter'], ['Raynold Gideon', 'Screenwriter'], ['Raynold Gideon', 'Producer'], ['Harold Faltermeyer', 'Composer']]",3.47 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$43,348,983","$5,651,055 (28.8% of total gross)","1,411 opening theaters/1,432 max. theaters, 2.0 weeks average run per theater",,"January 10th, 1992 (Wide) by Universal",,"June 1st, 2010 by Universal Home Entertainment",PG-13,102 minutes,vs. The Hand That Rocks the CradleCreate your own comparison chart…,"Action Comedy, Police Detective, Death of a Sibling, Revenge",Original Screenplay,Action,Live Action,Contemporary Fiction,United States,English,,,"$19,618,135",,,,
3,https://www.the-numbers.com/movie/Freejack,[],"[['Geoff Murphy', 'Director'], ['Steven Pressfield', 'Screenwriter'], ['Ronald Shusett', 'Screenwriter'], ['Dan Gilroy', 'Screenwriter']]",2.53 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$37,637,082","$6,736,243 (39.5% of total gross)","1,551 opening theaters/1,560 max. theaters, 2.0 weeks average run per theater",,"January 17th, 1992 (Wide) by Warner Bros.",,"June 1st, 2004 by Warner Home Video",R for language and violence.,110 minutes,vs. The Hand That Rocks the CradleCreate your own comparison chart…,"Time Travel, Action Thriller, Bounty Hunter, Set in New York City, Set in New York, Yesterday's Tomorrow, Dystopia, Environment, Cyberpunk, Class Warfare, 2000s, 1990s",Based on Fiction Book/Short Story,Action,Live Action,Science Fiction,,,,,"$17,033,142",,,,
4,https://www.the-numbers.com/movie/Juice,"['Omar Epps', 'Jermaine Hopkins', 'Khalil Kain', 'Tupac Shakur']","[['Ernest Dickerson', 'Director'], ['David Heyman', 'Producer'], ['Neal H. Moritz', 'Producer'], ['Gerard Brown', 'Screenwriter'], ['Ernest Dickerson', 'Screenwriter'], ['Ernest Dickerson', 'Story Creator'], ['Preston Holmes', 'Co-Producer'], ['Larry Banks', 'Director of Photography'], ['Lester Cohen', 'Production Designer'], ['Sam Pollard', 'Editor'], ['Brunilda Torres', 'Editor'], ['Hank Shocklee', 'Composer'], ['The Bomb Squad', 'Composer']]",2.49 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$44,517,141","$8,085,715 (40.1% of total gross)","1,089 opening theaters/1,100 max. theaters, 3.0 weeks average run per theater",,"January 17th, 1992 (Wide) by Paramount Pictures",,"June 6th, 2017 by Paramount Home Video",R,94 minutes,vs. Menace II SocietyCreate your own comparison chart…,"Black Urban, African Americans, Hood Film, Crime Drama, Friends turned Enemies, Death of a Best Friend, Accidental Death",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,United States,English,"Island World Productions, Paramount Pictures",,"$20,146,800",,,"$764,699","$764,699"
5,https://www.the-numbers.com/movie/Shining-Through,[],"[['Michael Kamen', 'Composer']]",3.39 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$48,023,794","$6,406,829 (29.5% of total gross)","1,432 opening theaters/1,433 max. theaters, 3.0 weeks average run per theater",,"January 31st, 1992 (Wide) by 20th Century Fox",,,R for a scene of sensuality.,,vs. Hudson HawkCreate your own comparison chart…,"World War II, Political Thriller, Secret Agent, Double Agent, Jewish, Surprise Twist, Set in Germany, Romance, Relationships Gone Wrong, 1940s, Set in New York City, Set in New York",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Historical Fiction,United States,,,,"$21,733,781",,,,
6,https://www.the-numbers.com/movie/Stop-Or-My-Mom-Will-Shoot,"['JoBeth Williams', 'Roger Rees', 'Sylvester Stallone', 'Estelle Getty']","[['Roger Spottiswoode', 'Director'], ['Ivan Reitman', 'Producer'], ['Joe Medjuck', 'Producer'], ['Michael C. Gross', 'Producer'], ['Blake Snyder', 'Screenwriter'], ['William Osborne', 'Screenwriter'], ['William Davies', 'Screenwriter'], ['Joe Wizan', 'Executive Producer'], ['Todd Black', 'Executive Producer'], ['Frank Tidy', 'Director of Photography'], ['Charles Rosen', 'Production Designer'], ['Mark Conte', 'Editor'], ['Lois Freeman-Fox', 'Editor'], ['Alan Silvestri', 'Composer']]",4.03 (domestic box office/biggest weekend),40.4% (domestic box office/worldwide),"$62,778,040",,,,"February 1st, 1992 (Wide) by Universal",,"July 7th, 1998 by Universal Home Entertainment, released as Stop Or My Mom Will Shoot",PG-13 for a scene of nudity.,87 minutes,vs. Death Becomes HerCreate your own comparison chart…,"Farcical / Slapstick Comedy, Famously Bad, Police Detective, Dysfunctional Family, Witnessing a Crime",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,"Universal Pictures, Northern Lights Films",,"$28,411,000","$42,000,000","$70,411,000",,
7,https://www.the-numbers.com/movie/Mississippi-Masala,[],"[['Mira Nair', 'Director'], ['Sooni Taraporevala', 'Screenwriter']]",4.88 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$10,461,915",,,,"February 5th, 1992 (Wide) by Goldwyn EntertainmentApril 15th, 2022 (Limited) by Janus Films",,,R R for sensuality and language.,117 minutes,Create your own comparison chart…,"Romance, Romantic Drama, Interracial Romance, African Americans, Indians, 1970s, Immigration, Forbidden Romance, Dysfunctional Family, Eloping, You Can't Go Home Again, Set in Uganda, Bigotry",Original Screenplay,Drama,Live Action,Contemporary Fiction,,English,,,"$7,332,515",,,,
8,https://www.the-numbers.com/movie/Final-Analysis,[],"[['Phil Joanou', 'Director'], ['George Fenton', 'Composer']]",4.46 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$63,175,028","$6,411,441 (22.4% of total gross)","1,504 opening theaters/1,599 max. theaters, 3.8 weeks average run per theater",,"February 7th, 1992 (Wide) by Warner Bros.",,,"R for a scene of strong sensuality, and for language and violence.",124 minutes,Create your own comparison chart…,"Film Noir, Erotic Thriller, Therapists / Therapy, Organized Crime, Child Abuse, Dysfunctional Family, Sex Crimes, Adult Child Dealing with the Death of a Parent, Abandoned Child, Faulty Memory, Mental Illness, Abusive Therapists, Infidelity, Relationships Gone Wrong, Surprise Twist, Life Insurance, Death of a Spouse or Fiancée / Fiancé",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,,,,,"$28,590,665",,,,
9,https://www.the-numbers.com/movie/Medicine-Man,"['Sean Connery', 'Lorraine Bracco']","[['John McTiernan', 'Director'], ['Donna Dubrow', 'Producer'], ['Andrew G. Vajna', 'Producer'], ['Jerry Goldsmith', 'Composer']]",5.04 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$99,319,362","$8,494,271 (18.9% of total gross)","1,304 opening theaters/1,370 max. theaters, 5.7 weeks average run per theater","$40,000,000 (worldwide box office is 1.1 times production budget)","February 7th, 1992 (Wide) by Walt Disney",,"April 14th, 1994 by Walt Disney Home Entertainment",PG-13,106 minutes,vs. Wayne's WorldCreate your own comparison chart…,"Set in Amazon Rainforest, Chase Adventure, Environment, Research Scientist, Field Scientists, Terminal Illness, Medical and Hospitals",Original Screenplay,Adventure,Live Action,Contemporary Fiction,United States,English,Hollywood Pictures,,"$44,948,240",,,,
10,https://www.the-numbers.com/movie/Waynes-World,[],"[['Penelope Spheeris', 'Director'], ['J. Peter Robinson', 'Composer']]",6.72 (domestic box office/biggest weekend),66.5% (domestic box office/worldwide),"$268,907,096","$18,122,710 (14.9% of total gross)","1,768 opening theaters/1,878 max. theaters, 14.2 weeks average run per theater","$20,000,000 (worldwide box office is 9.2 times production budget)","February 14th, 1992 (Wide) by Paramount Pictures","March 7th, 1992 (Wide) (New Zealand)
July 2nd, 1992 (Wide) (Australia)
","May 29th, 2001 by Paramount Home Video",PG-13 for sex related dialogue,95 minutes,vs. Wayne's World 2Create your own comparison chart…,"Rock 'n' Roll, Saturday Night Live",Based on TV,Comedy,Live Action,Contemporary Fiction,United States,,,Wayne's World,"$121,697,323","$61,400,000","$183,097,323",,
11,https://www.the-numbers.com/movie/Mambo-Kings-The,[],"[['Arne Glimcher', 'Director'], ['Cynthia Cidre', 'Screenwriter']]",,100.0% (domestic box office/worldwide),"$14,801,499",,,,"February 28th, 1992 (Wide) by Warner Bros.",,,R for sensuality.,104 minutes,Create your own comparison chart…,"Historical Drama, 1950s, Musicians, Singers, Set in Cuba, Set in New York, Set in New York City, Organized Crime, Fugitive / On the Run, Romance, Relationships Gone Wrong, Car Accident, Big Break, Death of a Sibling, Death of a Spouse or Fiancée / Fiancé",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United States,,Regency Enterprises,,"$6,698,607",,,,
12,https://www.the-numbers.com/movie/Memoirs-of-an-Invisible-Man,[],"[['John Carpenter', 'Director'], ['Robert Collector', 'Screenwriter'], ['Dana Olsen', 'Screenwriter'], ['William Goldman', 'Screenwriter']]",3.12 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$31,726,054","$4,601,954 (32.1% of total gross)","1,753 opening theaters/1,753 max. theaters, 2.0 weeks average run per theater","$40,000,000 (worldwide box office is 0.4 times production budget)","February 28th, 1992 (Wide) by Warner Bros.",,"December 3rd, 2014 by Warner Archive",PG-13,99 minutes,vs. The World's EndCreate your own comparison chart…,"Action Comedy, Invisibility, C.I.A., Kidnap, Faked Death, Romance",Based on Fiction Book/Short Story,Comedy,Live Action,Science Fiction,United States,English,Regency Enterprises,,"$14,358,033",,,,
13,https://www.the-numbers.com/movie/Gladiator-(1992),[],"[['Rowdy Herrington', 'Director'], ['Lyle Kessler', 'Screenwriter'], ['Robert Mark Kamen', 'Screenwriter']]",2.48 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$18,131,630","$3,305,189 (40.3% of total gross)","1,295 opening theaters/1,351 max. theaters, 2.0 weeks average run per theater",,"March 6th, 1992 (Wide) by Sony Pictures",,,"R for intense, graphic combat",101 minutes,vs. Ben-HurCreate your own comparison chart…,"Boxing, Sports Drama, Money Troubles, Single Parent, Gambling, Underground / Illegal Fighting",Original Screenplay,Drama,Live Action,Contemporary Fiction,,,,,"$8,205,703",,,,
14,https://www.the-numbers.com/movie/Lawnmower-Man-The,[],"[['Brett Leonard', 'Director']]",4.14 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$70,931,197","$7,751,971 (24.1% of total gross)","1,276 opening theaters/1,318 max. theaters, 3.9 weeks average run per theater","$10,000,000 (worldwide box office is 3.2 times production budget)","March 6th, 1992 (Wide) by New Line",,"December 17th, 1997 by New Line Home Video","R for language, sensuality and a scene of violence.",108 minutes,vs. Mad Max Beyond ThunderdomeCreate your own comparison chart…,"Action Horror, Learning Disabilities, Human Experimentation, Scientific Experiment Gone Awry",Original Screenplay,Action,Live Action,Science Fiction,United States,,,Lawnmower Man,"$32,100,816",,,,
15,https://www.the-numbers.com/movie/Once-Upon-a-Crime,"['Joss Ackland', 'John Candy', 'James Belushi', 'Cybill Shepherd', 'Sean Young', 'Richard Lewis', 'Ornella Muti', 'Giancarlo Giannini', 'George Hamilton']","[['Eugene Levy', 'Director'], ['Charles Shyer', 'Screenwriter'], ['Nancy Meyers', 'Screenwriter'], ['Steve Kluger', 'Screenwriter']]",2.46 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$19,157,221","$3,520,427 (40.6% of total gross)","1,101 opening theaters/1,101 max. theaters, 2.0 weeks average run per theater",,"March 6th, 1992 (Wide) by MGM",,"September 4th, 2018 by Kino Lorber",PG,94 minutes,Create your own comparison chart…,"Farcical / Slapstick Comedy, Ensemble, Murder Mystery, Tourists In Trouble, Gambling, Police Detective, Remake, Director Cameo, Directing Yourself, Actors Making Their Directorial Debut",Based on Movie,Comedy,Live Action,Contemporary Fiction,United States,,,,"$8,669,847",,,"$20,481","$20,481"
16,https://www.the-numbers.com/movie/American-Me,"['William Forsythe', 'Pepe Serna', 'Evelina Fernandez', 'Edward James Olmos']","[['Edward James Olmos', 'Director'], ['Sean Daniel', 'Producer'], ['Robert M. Young', 'Producer'], ['Edward James Olmos', 'Producer'], ['Floyd Mutrux', 'Screenwriter'], ['Desmond Nakano', 'Screenwriter'], ['Floyd Mutrux', 'Story by'], ['Reynaldo Villalobos', 'Director of Photography'], ['Joe Aubel', 'Production Designer'], ['Arthur Coburn', 'Editor'], ['Brian Frankish', 'Co-Producer'], ['Irwin Young', 'Executive Producer'], ['Floyd Mutrux', 'Executive Producer'], ['Lou Adler', 'Executive Producer'], ['Dennis Lambert', 'Composer'], ['Claude Gaudette', 'Composer'], ['Sylvia Vega-Vasquez', 'Costume Designer']]",3.35 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$28,499,794","$3,378,100 (29.8% of total gross)","830 opening theaters/830 max. theaters, 2.6 weeks average run per theater",,"March 13th, 1992 (Wide) by Universal",,"January 7th, 2003 by Universal Home Entertainment","R for strong violence and sensuality, and for language and drug content.",125 minutes,vs. Stop! Or My Mom Will ShootCreate your own comparison chart…,"Hispanic, Life on the Outside, Romance, Organized Crime, Hood Film, Crime Drama, Prison, Gangs, Set in Los Angeles, 1940s, 1950s, 1960s, 1970s, Sex Crimes, Gang Warfare, Revenge, Narcotics",Original Screenplay,Drama,Live Action,Historical Fiction,United States,English,"Universal Pictures, Y.O.Y., Sean Daniel Company",,"$11,318,100",,,,
17,https://www.the-numbers.com/movie/Article-99,[],"[['Howard Deutch', 'Director'], ['Ron Cutler', 'Screenwriter'], ['Danny Elfman', 'Composer']]",2.55 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$13,878,933","$2,461,469 (39.2% of total gross)","1,262 opening theaters/1,263 max. theaters, 2.0 weeks average run per theater",,"March 13th, 1992 (Wide) by Orion Pictures",,,R,100 minutes,Create your own comparison chart…,"Comedy Drama, Doctors, Medical and Hospitals, Government Bureaucracy, Boss From Hell, Returning Soldiers",Original Screenplay,Drama,Live Action,Contemporary Fiction,United States,English,,,"$6,281,089",,,,
18,https://www.the-numbers.com/movie/Howards-End,"['Samuel West', 'Jemma Redgrave', 'Anthony Hopkins', 'Vanessa Redgrave', 'Helena Bonham Carter', 'Emma Thompson']","[['James Ivory', 'Director'], ['Ismail Merchant', 'Producer'], ['Ruth Prawar Jhabvala', 'Screenwriter'], ['Richard Robbins', 'Composer'], ['Paul Bradley', 'Executive Producer'], ['Tony Pierce-Roberts', 'Director of Photography'], ['Andrew Marcus', 'Editor'], ['Jenny Beavan', 'Costume Designer'], ['John Bright', 'Costume Designer'], ['Luciana Arrighi', 'Production Designer']]",31.19 (domestic box office/biggest weekend),99.2% (domestic box office/worldwide),"$57,595,505","$52,568 (0.2% of total gross)","1 opening theaters/547 max. theaters, 20.8 weeks average run per theater","$8,000,000 (worldwide box office is 3.3 times production budget)","March 13th, 1992 (Limited) by Sony Pictures ClassicsAugust 26th, 2016 (Limited) by Cohen Media Group (Howards End (2016 Restoration))
","April 10th, 1993 (Wide) (South Korea)
June 8th, 2017 (Limited), released as Howards End (Re-release) (Netherlands)
July 28th, 2017 (Wide), released as Howards End (Re: 2017) (United Kingdom)
","December 6th, 2016 by Sony Pictures Home Entertainment","PG for mild language, violence and sensuality.",140 minutes,vs. A Room with a ViewCreate your own comparison chart…,"Historical Drama, Class Warfare, Set in England, 1900s, 1910s, Terminal Illness, Single Parent, Fantasy Sequence, 1993 Oscars Best Picture Nominee",Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,United Kingdom,English,Merchant Ivory Productions,,"$26,124,872","$217,569","$26,342,441","$191,861","$191,861"
19,https://www.the-numbers.com/movie/My-Cousin-Vinny,[],[],7.14 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$116,954,327","$7,416,751 (14.0% of total gross)","1,227 opening theaters/1,506 max. theaters, 6.6 weeks average run per theater","$11,000,000 (worldwide box office is 4.8 times production budget)","March 13th, 1992 (Wide) by 20th Century Fox",,"July 25th, 2000 by Fox Home Entertainment",R for language.,119 minutes,vs. How HighCreate your own comparison chart…,"Courtroom Drama, Falsely Accused, Lawyers, Country Mouse, City Mouse",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,,"$52,929,168",,,,
20,https://www.the-numbers.com/movie/Basic-Instinct,[],"[['Paul Verhoeven', 'Director'], ['Jerry Goldsmith', 'Composer']]",7.78 (domestic box office/biggest weekend),33.4% (domestic box office/worldwide),"$260,134,606","$15,129,385 (12.9% of total gross)","1,567 opening theaters/1,884 max. theaters, 13.3 weeks average run per theater",,"March 20th, 1992 (Wide) by Sony Pictures","May 14th, 1992 (Wide) (Australia)
June 6th, 1992 (Wide), released as Basic Instinct (氷の微笑) (Japan)
December 9th, 1994 (Wide), released as Esminis instinktas (Lithuania)
March 18th, 2021 (Wide) (South Korea)
July 29th, 2021 (Wide), released as Основной инстинкт (Russia (CIS))
... Show all releases
","August 27th, 1997 by Live / Artisan","R for strong violence and sensuality, and for drug use and language.",128 minutes,vs. The MatrixCreate your own comparison chart…,"Film Noir, Erotic Thriller",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"France, United States",English,,Basic Instinct,"$117,727,224","$234,972,773","$352,699,997",,
21,https://www.the-numbers.com/movie/Cutting-Edge-The,[],"[['Paul Michael Glaser', 'Director'], ['Tony Gilroy', 'Screenwriter']]",5.16 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$51,112,773","$4,478,919 (19.4% of total gross)","775 opening theaters/1,113 max. theaters, 2.5 weeks average run per theater",,"March 27th, 1992 (Wide) by MGM",,,PG,102 minutes,vs. Benny & JoonCreate your own comparison chart…,"Olympics, Winter Sports, Figure Skating, Romantic Comedy, Underdog, Relationships Gone Wrong, Spoiled Child, Sports Injury, Hockey",Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,,,,,"$23,131,735",,,,
22,https://www.the-numbers.com/movie/Ladybugs,['Rodney Dangerfield'],"[['Sidney J. Furie', 'Director'], ['Curtis Burch', 'Screenwriter']]",2.86 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$32,694,901","$5,180,414 (35.0% of total gross)","1,528 opening theaters/1,528 max. theaters, 2.0 weeks average run per theater",,"March 27th, 1992 (Wide) by Paramount Pictures",,"January 1st, 1998 by Paramount Home Video",PG-13 for sex related dialogue.,90 minutes,Create your own comparison chart…,"Soccer, Sports Comedy, Underdog",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,,"$14,796,494",,,,
23,https://www.the-numbers.com/movie/White-Men-Cant-Jump,"['Wesley Snipes', 'Woody Harrelson', 'Rosie Perez']","[['Ron Shelton', 'Director'], ['Ron Shelton', 'Screenwriter'], ['Don Miller', 'Producer'], ['David Lester', 'Producer'], ['Michele Rappaport', 'Executive Producer'], ['Russell Boyd', 'Director of Photography'], ['Dennis Washington', 'Production Designer'], ['Paul Seydor', 'Editor'], ['Bennie Wallace', 'Composer']]",5.18 (domestic box office/biggest weekend),84.0% (domestic box office/worldwide),"$168,493,349","$14,711,124 (19.3% of total gross)","1,923 opening theaters/1,929 max. theaters, 8.9 weeks average run per theater",,"March 27th, 1992 (Wide) by 20th Century Fox",,"January 21st, 2014 by Fox Home Entertainment","R Adult situations/language, nudity",116 minutes,vs. Remember the TitansCreate your own comparison chart…,"Basketball, Confidence Men, Gambling, Buddy Comedy",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,20th Century Fox,,"$76,253,806","$14,500,000","$90,753,806","$418,574","$418,574"
24,https://www.the-numbers.com/movie/Rock-a-Doodle,[],"[['Don Bluth', 'Director']]",4.48 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$25,758,603","$2,603,286 (22.3% of total gross)","1,278 opening theaters/1,278 max. theaters, 1.0 weeks average run per theater",,"April 1st, 1992 (Wide) by Goldwyn Entertainment",,,G,,vs. ThumbelinaCreate your own comparison chart…,"Animal Lead, Talking Animals, Voiceover/Narration",Original Screenplay,Adventure,Hand Animation,Fantasy,United Kingdom,,,,"$11,657,385",,,,
25,https://www.the-numbers.com/movie/Thunderheart,[],"[['Michael Apted', 'Director'], ['John Fusco', 'Screenwriter'], ['James Horner', 'Composer']]",5.03 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$50,072,079","$4,507,425 (19.9% of total gross)","1,035 opening theaters/1,097 max. theaters, 2.9 weeks average run per theater",,"April 1st, 1992 (Wide) by Sony/TriStar",,,"R for language, and for some areas of violence.",119 minutes,vs. Wind RiverCreate your own comparison chart…,"Crime Thriller, Native Americans, FBI, Murder Mystery, Political Activist, Government Corruption, Corrupt Cops, Faked Suicide",Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,United States,,,,"$22,660,758",,,,
26,https://www.the-numbers.com/movie/Beethoven,"['Dean Jones', 'Oliver Platt', 'Stanley Tucci', 'Charles Grodin', 'Bonnie Hunt']","[['Brian Levant', 'Director'], ['Joe Medjuck', 'Producer'], ['Michael C. Gross', 'Producer'], ['Edmond Dantes', 'Screenwriter'], ['Amy Holden Jones', 'Screenwriter'], ['Ivan Reitman', 'Executive Producer'], ['Victor J. Kemper', 'Director of Photography'], ['Alex Tavoularis', 'Production Designer'], ['Sheldon Kahn', 'Editor'], ['William D. Gordean', 'Editor'], ['Gordon Webb', 'Co-Producer'], ['Randy Edelman', 'Composer']]",7.51 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$125,904,045","$7,587,565 (13.3% of total gross)","1,688 opening theaters/1,938 max. theaters, 9.3 weeks average run per theater",,"April 3rd, 1992 (Wide) by Universal","April 9th, 1992 (Wide) (Australia)
","April 28th, 2009 by Universal Home Entertainment",PG,87 minutes,vs. A League of Their OwnCreate your own comparison chart…,"Animal Lead, Family Comedy, Dysfunctional Family, Veterinarian, Workaholic, Animal Abuse, Research Scientist, Discredited Scientist",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,English,Ivan Reitman Production,Beethoven,"$56,979,478",$102,"$56,979,580",,
27,https://www.the-numbers.com/movie/Straight-Talk,['Dolly Parton'],"[['Barnet Kellman', 'Director'], ['Craig Bolotin', 'Screenwriter']]",4.63 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$46,848,971","$4,575,746 (21.6% of total gross)","1,477 opening theaters/1,477 max. theaters, 2.0 weeks average run per theater",,"April 3rd, 1992 (Wide) by Walt Disney",,"May 10th, 2011 by Mill Creek Entertainment","PG for mild language and sex related dialogue, and momentary sensuality.",91 minutes,vs. Nine to FiveCreate your own comparison chart…,"Comedy Drama, Romance, Radio Industry, Country Mouse, City Mouse, Set in Chicago, False Identity, Investigative Journalist",Original Screenplay,Comedy,Live Action,Contemporary Fiction,United States,,,,"$21,202,099",,,,
28,https://www.the-numbers.com/movie/Ferngully-The-Last-Rainforest,[],"[['Bill Kroyer', 'Director'], ['Alan Silvestri', 'Composer']]",5.95 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$46,649,496","$3,549,338 (16.8% of total gross)","1,400 opening theaters/1,663 max. theaters, 3.6 weeks average run per theater",,"April 10th, 1992 (Wide) by 20th Century Fox",,"February 19th, 2002 by Fox Home Entertainment, released as Ferngully: The Last Rainforest",G,76 minutes,vs. GreaseCreate your own comparison chart…,"Voiceover/Narration, Prologue, Environment, Agitprop, Fairies, Animal Lead, Talking Animals, Tiny Worlds",Original Screenplay,Adventure,Hand Animation,Kids Fiction,,English,"Youngheart Productions, FAI Films",,"$21,111,825",,,,
29,https://www.the-numbers.com/movie/Player-The,[],"[['Robert Altman', 'Director'], ['Thomas Newman', 'Composer']]",9.97 (domestic box office/biggest weekend),75.2% (domestic box office/worldwide),"$47,964,061",,,"$8,000,000 (worldwide box office is 3.6 times production budget)","April 10th, 1992 (Limited) by Fine Line",,"September 1st, 1998 by Warner Home Video","R for language, and for some sensuality. ",,vs. The GodfatherCreate your own comparison chart…,"Movie Business, Gratuitous Cameos",Based on Fiction Book/Short Story,Black Comedy,Live Action,Contemporary Fiction,United States,English,,,"$21,706,101","$7,170,601","$28,876,702",,
30,https://www.the-numbers.com/movie/Sleepwalkers,[],"[['Mick Garris', 'Director'], ['Stephen King', 'Story Creator']]",3.05 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$67,448,688","$10,017,354 (32.8% of total gross)","1,864 opening theaters/1,914 max. theaters, 4.4 weeks average run per theater",,"April 10th, 1992 (Wide) by Sony Pictures",,"December 7th, 2010 by Image Entertainment Video",R for some terror/violence and language. ,89 minutes,vs. White Men Can't JumpCreate your own comparison chart…,"Supernatural, Supernatural Horror, Vampire, Monster, Dysfunctional Family, False Identity, Death of a Son or Daughter, Animal Lead",Original Screenplay,Horror,Live Action,Fantasy,United States,,,,"$30,524,763",,,,
31,https://www.the-numbers.com/movie/City-of-Joy,[],"[['Roland Joffe', 'Director'], ['Mark Medoff', 'Screenwriter'], ['Ennio Morricone', 'Composer']]",4.22 (domestic box office/biggest weekend),100.0% (domestic box office/worldwide),"$31,754,848","$3,405,890 (23.7% of total gross)","842 opening theaters/919 max. theaters, 2.9 weeks average run per theater",,"April 15th, 1992 (Wide) by Sony Pictures",,"April 6th, 2004 by Sony Pictures Home Entertainment",PG-13 for scenes of brief strong violence.,132 minutes,vs. HouseSitterCreate your own comparison chart…,"Life Drama, Set in India, Doctors, Prostitution, Confidence Men, Riches to Rags, Poverty, Medical and Hospitals",Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"France, United Kingdom",English,,,"$14,371,061",,,,
