,id,date,rank,gross,pct_change,theaters,per_theater,total_gross,kind,kind_num,pct_lw
0,https://www.the-numbers.com/movie/Pinocchio-(1940),"Dec 21, 1984",5,"$3,769,251", ,"1,217","$3,097","  $3,769,251",weekend,"2,342",
1,https://www.the-numbers.com/movie/Pinocchio-(1940),"Dec 28, 1984",2,"$8,818,307",+134%,"1,309","$6,737","  $15,237,642",weekend,"2,343",
2,https://www.the-numbers.com/movie/Pinocchio-(1940),"Jan 4, 1985",6,"$3,014,959",-66%,"1,144","$2,635","  $19,252,911",weekend,"2,344",
3,https://www.the-numbers.com/movie/Pinocchio-(1940),"Jan 11, 1985",11,"$1,569,730",-48%,884,"$1,776","  $21,396,481",weekend,"2,345",
4,https://www.the-numbers.com/movie/Pinocchio-(1940),"Jan 18, 1985",17,"$730,229",-53%,721,"$1,013","  $22,580,568",weekend,"2,346",
5,https://www.the-numbers.com/movie/Pinocchio-(1940),"Jan 25, 1985",14,"$741,517",+2%,706,"$1,050","  $23,675,890",weekend,"2,347",
6,https://www.the-numbers.com/movie/Pinocchio-(1940),"Jun 26, 1992",7,"$3,145,140", ,"1,907","$1,649","  $26,821,030",weekend,"2,734",
7,https://www.the-numbers.com/movie/Pinocchio-(1940),"Jul 3, 1992",8,"$3,050,213",-3%,"1,936","$1,576","  $32,287,955",weekend,"2,735",
0,https://www.the-numbers.com/movie/Pinocchio-(1940),"Dec 21, 1984",4,"$6,419,335", ,"1,217","$5,275","  $6,419,335",daily,"2,342",
1,https://www.the-numbers.com/movie/Pinocchio-(1940),"Dec 28, 1984",2,"$9,818,617",+53%,"1,309","$7,501","  $16,237,952",daily,"2,343",
2,https://www.the-numbers.com/movie/Pinocchio-(1940),"Jan 4, 1985",6,"$3,588,799",-63%,"1,144","$3,137","  $19,826,751",daily,"2,344",
3,https://www.the-numbers.com/movie/Pinocchio-(1940),"Jan 11, 1985",11,"$2,023,588",-44%,884,"$2,289","  $21,850,339",daily,"2,345",
