,id,date,rank,gross,pct_change,theaters,per_theater,total_gross,kind,kind_num,pct_lw
0,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,2020/06/26,-,"$1,307", ,20,$65,"  $1,406",weekend,2,
1,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,2020/07/03,-,$151,-88%,5,$30,"  $2,082",weekend,3,
2,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,2020/07/24,-,$824, ,5,$165,"  $2,944",weekend,6,
3,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,2020/07/31,104,$53,-94%,1,$53,"  $3,068",weekend,7,
4,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,2021/07/09,-,$237, ,1,$237,"  $3,462",weekend,56,
5,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,2021/07/16,-,$35,-85%,1,$35,"  $3,510",weekend,57,
0,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,2020/06/26,-,"$1,307", ,20,$65,"  $1,406",weekend,2,
1,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,2020/07/03,-,$151,-88%,5,$30,"  $2,082",weekend,3,
2,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,2020/07/24,-,$824, ,5,$165,"  $2,944",weekend,6,
3,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,2020/07/31,104,$53,-94%,1,$53,"  $3,068",weekend,7,
4,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,2021/07/09,-,$237, ,1,$237,"  $3,462",weekend,56,
5,https://www.the-numbers.com/movie/Planet-of-the-Apes/New-Zealand#tab=box-office,2021/07/16,-,$35,-85%,1,$35,"  $3,510",weekend,57,
0,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Australia#tab=box-office,2001/03/09,1,"$20,096", ,9,"$2,233","  $20,096",weekend,1,
1,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Australia#tab=box-office,2018/05/25,24,"$21,529", ,1,"$21,529","  $21,529",weekend,1,
2,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Australia#tab=box-office,2018/06/01,25,"$20,443",-5%,1,"$20,443","  $41,995",weekend,2,
3,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Australia#tab=box-office,2018/06/08,23,"$27,378",+34%,1,"$27,378","  $69,567",weekend,3,
4,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Australia#tab=box-office,2018/06/15,23,"$14,882",-46%,1,"$14,882","  $92,248",weekend,4,
5,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Australia#tab=box-office,2018/06/22,25,"$19,909",+34%,1,"$19,909","  $118,375",weekend,5,
6,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Australia#tab=box-office,2018/06/29,26,"$19,256",-3%,1,"$19,256","  $138,210",weekend,6,
7,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Australia#tab=box-office,2018/07/06,-,"$1,329",-93%,1,"$1,329","  $141,749",weekend,7,
8,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Australia#tab=box-office,2018/07/27,17,"$46,522", ,72,$646,"  $192,685",weekend,10,
9,https://www.the-numbers.com/movie/2001-A-Space-Odyssey/Australia#tab=box-office,2018/08/24,36,"$14,451", ,1,"$14,451","  $208,480",weekend,14,
