,id,date,rank,gross,pct_change,theaters,per_theater,total_gross,kind,kind_num,pct_lw
0,https://www.the-numbers.com/movie/Bio-Dome,"Jan 12, 1996",9,"$6,018,203", ,"1,510","$3,986","  $6,018,203",weekend,1,
1,https://www.the-numbers.com/movie/Bio-Dome,"Jan 19, 1996",12,"$2,865,002",-52%,"1,510","$1,897","  $9,494,789",weekend,2,
2,https://www.the-numbers.com/movie/Bio-Dome,"Jan 26, 1996",18,"$1,345,774",-53%,"1,378",$977,"  $11,364,275",weekend,3,
3,https://www.the-numbers.com/movie/Bio-Dome,"Feb 2, 1996",23,"$559,627",-58%,824,$679,"  $8,479,785",weekend,4,
4,https://www.the-numbers.com/movie/Bio-Dome,"Feb 9, 1996",29,"$231,644",-59%,391,$592,"  $12,628,308",weekend,5,
5,https://www.the-numbers.com/movie/Bio-Dome,"Feb 16, 1996",37,"$170,195",-27%,206,$826,"  $12,869,259",weekend,6,
6,https://www.the-numbers.com/movie/Bio-Dome,"Feb 23, 1996",38,"$156,344",-8%,231,$677,"  $13,058,913",weekend,7,
7,https://www.the-numbers.com/movie/Bio-Dome,"Mar 8, 1996",52,"$59,406", ,118,$503,"  $13,270,797",weekend,9,
0,https://www.the-numbers.com/movie/Bio-Dome,"Jan 12, 1996",9,"$6,629,787", ,"1,510","$4,391","  $6,629,787",daily,1,
1,https://www.the-numbers.com/movie/Bio-Dome,"Jan 19, 1996",12,"$3,388,714",-49%,"1,510","$2,244","  $10,018,501",daily,2,
2,https://www.the-numbers.com/movie/Bio-Dome,"Feb 2, 1996",7,"$4,476,506", ,824,"$5,433","  $12,396,664",daily,4,
3,https://www.the-numbers.com/movie/Bio-Dome,"Feb 9, 1996",29,"$302,400",-93%,391,$773,"  $12,699,064",daily,5,
4,https://www.the-numbers.com/movie/Bio-Dome,"Feb 16, 1996",39,"$203,505",-33%,206,$988,"  $12,902,569",daily,6,
0,https://www.the-numbers.com/movie/Bio-Dome,"Jan 12, 1996",9,"$6,629,787", ,"1,510","$4,391","  $6,629,787",weekly,1,
1,https://www.the-numbers.com/movie/Bio-Dome,"Jan 19, 1996",12,"$3,388,714",-49%,"1,510","$2,244","  $10,018,501",weekly,2,
2,https://www.the-numbers.com/movie/Bio-Dome,"Feb 2, 1996",7,"$4,476,506", ,824,"$5,433","  $12,396,664",weekly,4,
3,https://www.the-numbers.com/movie/Bio-Dome,"Feb 9, 1996",29,"$302,400",-93%,391,$773,"  $12,699,064",weekly,5,
4,https://www.the-numbers.com/movie/Bio-Dome,"Feb 16, 1996",39,"$203,505",-33%,206,$988,"  $12,902,569",weekly,6,
0,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Jan 12, 1996",2,"$9,632,409", ,"1,010","$9,537","  $9,632,409",weekend,1,
1,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Jan 19, 1996",9,"$3,609,663",-63%,"1,010","$3,574","  $14,134,412",weekend,2,
2,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Jan 26, 1996",13,"$1,840,525",-49%,"1,010","$1,822","  $16,644,162",weekend,3,
3,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Feb 2, 1996",21,"$767,320",-58%,600,"$1,279","  $17,759,755",weekend,4,
4,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Feb 9, 1996",23,"$520,133",-32%,450,"$1,156","  $18,472,384",weekend,5,
5,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Feb 16, 1996",33,"$337,789",-35%,256,"$1,319","  $18,967,960",weekend,6,
6,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Feb 23, 1996",41,"$141,265",-58%,151,$936,"  $19,185,966",weekend,7,
7,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Mar 1, 1996",39,"$131,031",-7%,128,"$1,024","  $19,352,890",weekend,8,
8,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Mar 8, 1996",50,"$63,147",-52%,107,$590,"  $19,450,642",weekend,9,
9,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Mar 15, 1996",48,"$55,916",-11%,83,$674,"  $19,527,563",weekend,10,
10,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Mar 29, 1996",45,"$78,762", ,136,$579,"  $19,674,813",weekend,12,
0,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Jan 12, 1996",2,"$10,524,749", ,"1,010","$10,421","  $10,524,749",daily,1,
1,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Jan 19, 1996",10,"$4,278,888",-59%,"1,010","$4,237","  $14,803,637",daily,2,
2,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Jan 26, 1996",17,"$2,188,798",-49%,"1,010","$2,167","  $16,992,435",daily,3,
3,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Feb 2, 1996",23,"$959,816",-56%,600,"$1,600","  $17,952,251",daily,4,
4,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Feb 9, 1996",25,"$677,920",-29%,450,"$1,506","  $18,630,171",daily,5,
5,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Feb 16, 1996",33,"$414,530",-39%,256,"$1,619","  $19,044,701",daily,6,
6,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Feb 23, 1996",38,"$177,158",-57%,151,"$1,173","  $19,221,859",daily,7,
7,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Mar 1, 1996",39,"$165,636",-7%,128,"$1,294","  $19,387,495",daily,8,
8,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Mar 8, 1996",42,"$84,152",-49%,107,$786,"  $19,471,647",daily,9,
0,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Jan 12, 1996",2,"$10,524,749", ,"1,010","$10,421","  $10,524,749",weekly,1,
1,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Jan 19, 1996",10,"$4,278,888",-59%,"1,010","$4,237","  $14,803,637",weekly,2,
2,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Jan 26, 1996",17,"$2,188,798",-49%,"1,010","$2,167","  $16,992,435",weekly,3,
3,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Feb 2, 1996",23,"$959,816",-56%,600,"$1,600","  $17,952,251",weekly,4,
4,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Feb 9, 1996",25,"$677,920",-29%,450,"$1,506","  $18,630,171",weekly,5,
5,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Feb 16, 1996",33,"$414,530",-39%,256,"$1,619","  $19,044,701",weekly,6,
6,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Feb 23, 1996",38,"$177,158",-57%,151,"$1,173","  $19,221,859",weekly,7,
7,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Mar 1, 1996",39,"$165,636",-7%,128,"$1,294","  $19,387,495",weekly,8,
8,https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood,"Mar 8, 1996",42,"$84,152",-49%,107,$786,"  $19,471,647",weekly,9,
0,https://www.the-numbers.com/movie/Dunston-Checks-In,"Jan 12, 1996",12,"$4,015,116", ,"1,290","$3,112","  $4,015,116",weekend,1,
1,https://www.the-numbers.com/movie/Dunston-Checks-In,"Jan 19, 1996",16,"$2,192,816",-45%,"1,292","$1,697","  $6,559,731",weekend,2,
2,https://www.the-numbers.com/movie/Dunston-Checks-In,"Jan 26, 1996",21,"$974,918",-56%,"1,061",$919,"  $7,841,060",weekend,3,
3,https://www.the-numbers.com/movie/Dunston-Checks-In,"Feb 2, 1996",25,"$485,000",-50%,622,$780,"  $8,479,785",weekend,4,
4,https://www.the-numbers.com/movie/Dunston-Checks-In,"Feb 9, 1996",26,"$285,388",-41%,473,$603,"  $8,844,186",weekend,5,
5,https://www.the-numbers.com/movie/Dunston-Checks-In,"Feb 16, 1996",35,"$271,714",-5%,381,$713,"  $9,179,072",weekend,6,
