,territory,release_date,opening_wknd,opening_wknd_screens,max_screens,theatrical_engagements,total_bo,report_date,url,country_url,int_total,total_report_date
0,Australia,10/8/2020,$274,2,2,2,"$39,188",10/19/2022,https://www.the-numbers.com/movie/Cinderella-(1950),https://www.the-numbers.com/movie/Cinderella-(1950)/Australia#tab=box-office,"$178,591,415",10/19/2022
1,New Zealand,2/23/2013,$0,0,3,3,$187,10/19/2022,https://www.the-numbers.com/movie/Cinderella-(1950),https://www.the-numbers.com/movie/Cinderella-(1950)/New-Zealand#tab=box-office,"$178,591,415",10/19/2022
2,Rest of World,,,,,,"$178,552,040",,https://www.the-numbers.com/movie/Cinderella-(1950),,"$178,591,415",10/19/2022
0,Australia,10/8/2020,$274,2,2,2,"$39,188",10/19/2022,https://www.the-numbers.com/movie/Cinderella-(1950),https://www.the-numbers.com/movie/Cinderella-(1950)/Australia#tab=box-office,"$178,591,415",10/19/2022
1,New Zealand,2/23/2013,$0,0,3,3,$187,10/19/2022,https://www.the-numbers.com/movie/Cinderella-(1950),https://www.the-numbers.com/movie/Cinderella-(1950)/New-Zealand#tab=box-office,"$178,591,415",10/19/2022
2,Rest of World,,,,,,"$178,552,040",,https://www.the-numbers.com/movie/Cinderella-(1950),,"$178,591,415",10/19/2022
0,Australia,11/5/2020,$463,1,3,4,$614,1/15/2021,https://www.the-numbers.com/movie/All-About-Eve,https://www.the-numbers.com/movie/All-About-Eve/Australia#tab=box-office,"$2,348",10/19/2022
1,New Zealand,7/9/2020,$808,6,6,8,"$1,734",10/19/2022,https://www.the-numbers.com/movie/All-About-Eve,https://www.the-numbers.com/movie/All-About-Eve/New-Zealand#tab=box-office,"$2,348",10/19/2022
0,Australia,11/5/2020,$463,1,3,4,$614,1/15/2021,https://www.the-numbers.com/movie/All-About-Eve,https://www.the-numbers.com/movie/All-About-Eve/Australia#tab=box-office,"$2,348",10/19/2022
1,New Zealand,7/9/2020,$808,6,6,8,"$1,734",10/19/2022,https://www.the-numbers.com/movie/All-About-Eve,https://www.the-numbers.com/movie/All-About-Eve/New-Zealand#tab=box-office,"$2,348",10/19/2022
