,id,date,rank,gross,pct_change,theaters,per_theater,total_gross,kind,kind_num,pct_lw
0,https://www.the-numbers.com/movie/Blazing-Saddles/New-Zealand#tab=box-office,2023/06/02,-,$603, ,1,$603,  $603,weekend,1,
0,https://www.the-numbers.com/movie/Blazing-Saddles/New-Zealand#tab=box-office,2023/06/02,-,$603, ,1,$603,  $603,weekend,1,
0,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/Australia#tab=box-office,2017/09/08,-,$496, ,1,$496,  $496,weekend,1,
1,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/Australia#tab=box-office,2017/11/03,-,"$6,068", ,1,"$6,068","  $7,032",weekend,9,
2,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/Australia#tab=box-office,2017/11/10,-,"$4,168",-31%,1,"$4,168","  $18,046",weekend,10,
3,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/Australia#tab=box-office,2017/11/17,-,"$4,624",+11%,1,"$4,624","  $21,383",weekend,11,
4,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/Australia#tab=box-office,2020/06/26,-,"$1,626", ,1,"$1,626","  $21,997",weekend,147,
0,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/New-Zealand#tab=box-office,2020/06/26,-,$112, ,1,$112,"  $1,951,020",weekend,117,
1,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/New-Zealand#tab=box-office,2020/08/07,-,$201, ,2,$101,"  $2,959",weekend,123,
2,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/New-Zealand#tab=box-office,2020/09/04,-,$41, ,1,$41,"  $3,090",weekend,127,
3,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/New-Zealand#tab=box-office,2020/12/11,-,$45, ,1,$45,"  $3,468",weekend,141,
0,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/Australia#tab=box-office,2017/09/08,-,$496, ,1,$496,  $496,weekend,1,
1,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/Australia#tab=box-office,2017/11/03,-,"$6,068", ,1,"$6,068","  $7,032",weekend,9,
2,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/Australia#tab=box-office,2017/11/10,-,"$4,168",-31%,1,"$4,168","  $18,046",weekend,10,
3,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/Australia#tab=box-office,2017/11/17,-,"$4,624",+11%,1,"$4,624","  $21,383",weekend,11,
4,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/Australia#tab=box-office,2020/06/26,-,"$1,626", ,1,"$1,626","  $21,997",weekend,147,
0,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/New-Zealand#tab=box-office,2020/06/26,-,$112, ,1,$112,"  $1,951,020",weekend,117,
1,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/New-Zealand#tab=box-office,2020/08/07,-,$201, ,2,$101,"  $2,959",weekend,123,
2,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/New-Zealand#tab=box-office,2020/09/04,-,$41, ,1,$41,"  $3,090",weekend,127,
3,https://www.the-numbers.com/movie/Murder-on-the-Orient-Express-(1974)/New-Zealand#tab=box-office,2020/12/11,-,$45, ,1,$45,"  $3,468",weekend,141,
0,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/Australia#tab=box-office,2022/03/04,19,"$21,959", ,53,$414,"  $21,959",weekend,1,
1,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/Australia#tab=box-office,2022/03/11,-,$235,-99%,2,$118,"  $22,163",weekend,2,
2,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/Australia#tab=box-office,2022/05/13,-,$27, ,1,$27,"  $21,532",weekend,11,
3,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/Australia#tab=box-office,2022/06/03,-,$905, ,1,$905,"  $22,735",weekend,14,
0,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/New-Zealand#tab=box-office,2022/03/04,16,"$3,596", ,11,$327,"  $3,596",weekend,1,
1,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/New-Zealand#tab=box-office,2022/03/25,-,$84, ,1,$84,"  $3,841",weekend,4,
2,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/New-Zealand#tab=box-office,2022/04/15,-,$89, ,1,$89,"  $3,835",weekend,7,
0,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/Portugal#tab=box-office,2023/05/26,-,$452, ,1,$452,  $452,weekend,"2,381",
0,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/United-Kingdom#tab=box-office,2022/03/04,13,"$59,660", ,202,$295,"  $59,660",weekend,1,
0,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/Australia#tab=box-office,2022/03/04,19,"$21,959", ,53,$414,"  $21,959",weekend,1,
1,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/Australia#tab=box-office,2022/03/11,-,$235,-99%,2,$118,"  $22,163",weekend,2,
2,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/Australia#tab=box-office,2022/05/13,-,$27, ,1,$27,"  $21,532",weekend,11,
3,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/Australia#tab=box-office,2022/06/03,-,$905, ,1,$905,"  $22,735",weekend,14,
0,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/New-Zealand#tab=box-office,2022/03/04,16,"$3,596", ,11,$327,"  $3,596",weekend,1,
1,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/New-Zealand#tab=box-office,2022/03/25,-,$84, ,1,$84,"  $3,841",weekend,4,
2,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/New-Zealand#tab=box-office,2022/04/15,-,$89, ,1,$89,"  $3,835",weekend,7,
0,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/Portugal#tab=box-office,2023/05/26,-,$452, ,1,$452,  $452,weekend,"2,381",
0,https://www.the-numbers.com/movie/Godfather-Part-II-The-(1974)/United-Kingdom#tab=box-office,2022/03/04,13,"$59,660", ,202,$295,"  $59,660",weekend,1,
0,https://www.the-numbers.com/movie/Young-Frankenstein/Australia#tab=box-office,2020/09/25,-,$231, ,1,$231,  $489,weekend,1,
0,https://www.the-numbers.com/movie/Young-Frankenstein/Australia#tab=box-office,2020/09/25,-,$231, ,1,$231,  $489,weekend,1,
0,https://www.the-numbers.com/movie/Man-with-the-Golden-Gun-The/United-Kingdom#tab=box-office,2022/06/10,-,"$9,866", ,102,$97,"  $9,866",weekend,"2,478",
0,https://www.the-numbers.com/movie/Man-with-the-Golden-Gun-The/United-Kingdom#tab=box-office,2022/06/10,-,"$9,866", ,102,$97,"  $9,866",weekend,"2,478",
